date_obj,Fire%20orb price
2015-07-06,1665
2015-07-07,1635
2015-07-08,1635
2015-07-09,1609
2015-07-10,1609
2015-07-11,1561
2015-07-12,1561
2015-07-13,1520
2015-07-14,1520
2015-07-15,1528
2015-07-16,1528
2015-07-17,1575
2015-07-18,1575
2015-07-19,1562
2015-07-20,1562
2015-07-21,1520
2015-07-22,1507
2015-07-23,1507
2015-07-24,1538
2015-07-25,1538
2015-07-26,1538
2015-07-27,1485
2015-07-28,1485
2015-07-29,1419
2015-07-30,1419
2015-07-31,1419
2015-08-01,1374
2015-08-02,1374
2015-08-03,1343
2015-08-04,1343
2015-08-05,1326
2015-08-06,1326
2015-08-07,1330
2015-08-08,1330
2015-08-09,1338
2015-08-10,1338
2015-08-11,1358
2015-08-12,1358
2015-08-13,1358
2015-08-14,1380
2015-08-15,1380
2015-08-16,1419
2015-08-17,1419
2015-08-18,1485
2015-08-19,1485
2015-08-20,1526
2015-08-21,1526
2015-08-22,1548
2015-08-23,1548
2015-08-24,1516
2015-08-25,1516
2015-08-26,1516
2015-08-27,1488
2015-08-28,1454
2015-08-29,1414
2015-08-30,1372
2015-08-31,1307
2015-09-01,1270
2015-09-02,1270
2015-09-03,1239
2015-09-04,1238
2015-09-05,1238
2015-09-06,1279
2015-09-07,1321
2015-09-08,1337
2015-09-09,1345
2015-09-10,1363
2015-09-11,1377
2015-09-12,1377
2015-09-13,1364
2015-09-14,1364
2015-09-15,1376
2015-09-16,1376
2015-09-17,1371
2015-09-18,1371
2015-09-19,1361
2015-09-20,1361
2015-09-21,1330
2015-09-22,1302
2015-09-23,1341
2015-09-24,1341
2015-09-25,1335
2015-09-27,1334
2015-09-28,1323
2015-09-29,1323
2015-09-30,1292
2015-10-05,1248
2015-10-06,1278
2015-10-07,1278
2015-10-08,1274
2015-10-09,1326
2015-10-10,1326
2015-10-11,1371
2015-10-12,1371
2015-10-13,1433
2015-10-14,1433
2015-10-15,1502
2015-10-16,1502
2015-10-17,1567
2015-10-18,1567
2015-10-19,1554
2015-10-20,1554
2015-10-22,1568
2015-10-23,1574
2015-10-24,1574
2015-10-25,1535
2015-10-26,1535
2015-10-27,1508
2015-10-29,1480
2015-10-30,1480
2015-10-31,1470
2015-11-01,1470
2015-11-02,1486
2015-11-03,1486
2015-11-04,1521
2015-11-05,1521
2015-11-06,1596
2015-11-07,1663
2015-11-08,1663
2015-11-09,1738
2015-11-10,1738
2015-11-11,1807
2015-11-12,1807
2015-11-13,1885
2015-11-14,1885
2015-11-15,1886
2015-11-16,1886
2015-11-17,1850
2015-11-18,1850
2015-11-19,1880
2015-11-20,1880
2015-11-21,1892
2015-11-22,1858
2015-11-23,1858
2015-11-24,1858
2015-11-25,1886
2015-11-26,1886
2015-11-27,1877
2015-11-28,1877
2015-11-29,1838
2015-11-30,1838
2015-12-01,1803
2015-12-02,1803
2015-12-03,1803
2015-12-04,1803
2015-12-05,1765
2015-12-06,1731
2015-12-07,1731
2015-12-08,1697
2015-12-09,1644
2015-12-10,1644
2015-12-11,1620
2015-12-12,1620
2015-12-13,1602
2015-12-14,1602
2015-12-15,1618
2015-12-16,1618
2015-12-17,1585
2015-12-18,1634
2015-12-19,1634
2015-12-20,1616
2015-12-21,1616
2015-12-22,1545
2015-12-23,1492
2015-12-24,1492
2015-12-25,1474
2015-12-26,1474
2015-12-27,1469
2015-12-28,1469
2015-12-29,1525
2015-12-30,1532
2015-12-31,1532
2016-01-01,1568
2016-01-02,1568
2016-01-03,1581
2016-01-04,1507
2016-01-05,1476
2016-01-06,1455
2016-01-07,1455
2016-01-08,1408
2016-01-09,1408
2016-01-10,1388
2016-01-11,1388
2016-01-12,1386
2016-01-13,1386
2016-01-14,1400
2016-01-15,1376
2016-01-16,1376
2016-01-17,1364
2016-01-18,1321
2016-01-19,1321
2016-01-20,1264
2016-01-21,1206
2016-01-22,1154
2016-01-23,1177
2016-01-24,1177
2016-01-25,1168
2016-01-26,1168
2016-01-27,1210
2016-01-28,1210
2016-01-29,1180
2016-01-30,1180
2016-01-31,1166
2016-02-01,1179
2016-02-02,1179
2016-02-03,1230
2016-02-04,1230
2016-02-05,1292
2016-02-06,1353
2016-02-07,1353
2016-02-08,1303
2016-02-09,1303
2016-02-10,1237
2016-02-11,1180
2016-02-12,1125
2016-02-13,1068
2016-02-14,1068
2016-02-15,1014
2016-02-16,1014
2016-02-17,996
2016-02-18,996
2016-02-19,1005
2016-02-20,1053
2016-02-21,1033
2016-02-22,1033
2016-02-23,1007
2016-02-24,1007
2016-02-25,1010
2016-02-26,1010
2016-02-27,1027
2016-02-28,1027
2016-02-29,1030
2016-03-01,1056
2016-03-02,1056
2016-03-03,1044
2016-03-04,1058
2016-03-05,1090
2016-03-06,1131
2016-03-07,1131
2016-03-08,1162
2016-03-09,1191
2016-03-10,1247
2016-03-11,1247
2016-03-12,1259
2016-03-13,1259
2016-03-14,1320
2016-03-15,1363
2016-03-16,1426
2016-03-17,1426
2016-03-18,1495
2016-03-19,1495
2016-03-20,1487
2016-03-21,1487
2016-03-22,1550
2016-03-23,1584
2016-03-24,1584
2016-03-25,1591
2016-03-26,1567
2016-03-27,1567
2016-03-28,1601
2016-03-29,1625
2016-03-30,1625
2016-03-31,1626
2016-04-01,1626
2016-04-02,1622
2016-04-03,1691
2016-04-04,1766
2016-04-05,1766
2016-04-06,1828
2016-04-07,1828
2016-04-08,1785
2016-04-09,1718
2016-04-10,1717
2016-04-11,1717
2016-04-12,1709
2016-04-13,1656
2016-04-14,1657
2016-04-15,1710
2016-04-16,1776
2016-04-17,1820
2016-04-18,1844
2016-04-19,1809
2016-04-20,1858
2016-04-21,1939
2016-04-22,1939
2016-04-23,1988
2016-04-24,1947
2016-04-25,1864
2016-04-26,1813
2016-04-27,1894
2016-04-28,1941
2016-04-29,1933
2016-04-30,1867
2016-05-01,1811
2016-05-02,1810
2016-05-03,1837
2016-05-04,1887
2016-05-05,1965
2016-05-06,1965
2016-05-07,2041
2016-05-08,2111
2016-05-09,2145
2016-05-10,2126
2016-05-11,2126
2016-05-12,2022
2016-05-13,1920
2016-05-14,1824
2016-05-15,1732
2016-05-16,1646
2016-05-17,1591
2016-05-18,1628
2016-05-19,1628
2016-05-22,1680
2016-05-23,1683
2016-05-24,1682
2016-05-25,1701
2016-05-26,1648
2016-05-27,1585
2016-05-28,1585
2016-05-29,1548
2016-05-30,1548
2016-05-31,1542
2016-06-01,1581
2016-06-02,1590
2016-06-03,1540
2016-06-04,1556
2016-06-05,1556
2016-06-06,1575
2016-06-07,1575
2016-06-08,1581
2016-06-09,1530
2016-06-10,1504
2016-06-11,1504
2016-06-12,1523
2016-06-13,1523
2016-06-14,1527
2016-06-15,1527
2016-06-16,1575
2016-06-17,1648
2016-06-18,1648
2016-06-19,1622
2016-06-20,1607
2016-06-21,1636
2016-06-22,1620
2016-06-23,1677
2016-06-24,1713
2016-06-25,1734
2016-06-26,1734
2016-06-27,1685
2016-06-28,1655
2016-06-29,1645
2016-06-30,1644
2016-07-01,1640
2016-07-02,1640
2016-07-03,1667
2016-07-04,1693
2016-07-05,1693
2016-07-06,1702
2016-07-07,1723
2016-07-08,1726
2016-07-09,1735
2016-07-10,1710
2016-07-11,1741
2016-07-12,1721
2016-07-13,1712
2016-07-14,1706
2016-07-15,1699
2016-07-16,1713
2016-07-17,1753
2016-07-18,1821
2016-07-23,1678
2016-07-24,1635
2016-07-25,1621
2016-07-26,1621
2016-07-27,1618
2016-07-28,1576
2016-07-29,1586
2016-07-30,1606
2016-07-31,1606
2016-08-01,1593
2016-08-02,1579
2016-08-03,1599
2016-08-04,1590
2016-08-05,1590
2016-08-06,1550
2016-08-07,1509
2016-08-08,1509
2016-08-09,1481
2016-08-10,1493
2016-08-11,1493
2016-08-12,1484
2016-08-13,1501
2016-08-14,1527
2016-08-15,1552
2016-08-16,1544
2016-08-17,1544
2016-08-18,1564
2016-08-19,1514
2016-08-20,1469
2016-08-21,1469
2016-08-22,1437
2016-08-23,1425
2016-08-24,1425
2016-08-25,1431
2016-08-26,1431
2016-08-28,1457
2016-08-31,1514
2016-09-01,1468
2016-09-02,1468
2016-09-03,1462
2016-09-04,1458
2016-09-05,1483
2016-09-06,1507
2016-09-07,1507
2016-09-08,1500
2016-09-09,1500
2016-09-10,1487
2016-09-11,1487
2016-09-12,1477
2016-09-13,1477
2016-09-14,1477
2016-09-15,1476
2016-09-16,1476
2016-09-17,1460
2016-09-18,1460
2016-09-19,1476
2016-09-20,1476
2016-09-21,1507
2016-09-22,1532
2016-09-23,1532
2016-09-24,1502
2016-09-25,1515
2016-09-26,1515
2016-09-27,1477
2016-09-28,1538
2016-09-29,1538
2016-09-30,1557
2016-10-01,1537
2016-10-02,1537
2016-10-03,1534
2016-10-04,1534
2016-10-05,1562
2016-10-06,1502
2016-10-07,1502
2016-10-08,1458
2016-10-09,1458
2016-10-10,1405
2016-10-11,1349
2016-10-12,1349
2016-10-13,1311
2016-10-14,1289
2016-10-15,1344
2016-10-16,1344
2016-10-17,1381
2016-10-18,1381
2016-10-19,1434
2016-10-20,1436
2016-10-21,1471
2016-10-22,1471
2016-10-23,1492
2016-10-24,1458
2016-10-25,1458
2016-10-26,1468
2016-10-27,1468
2016-10-28,1463
2016-10-29,1486
2016-10-30,1486
2016-10-31,1534
2016-11-01,1534
2016-11-02,1564
2016-11-03,1564
2016-11-04,1543
2016-11-05,1543
2016-11-06,1473
2016-11-07,1473
2016-11-08,1431
2016-11-09,1362
2016-11-10,1324
2016-11-11,1324
2016-11-12,1359
2016-11-13,1359
2016-11-14,1412
2016-11-15,1460
2016-12-07,1354
2016-12-08,1300
2016-12-09,1269
2016-12-10,1269
2016-12-11,1250
2016-12-12,1271
2016-12-13,1268
2016-12-14,1273
2016-12-15,1273
2016-12-16,1253
2016-12-17,1255
2016-12-18,1255
2016-12-19,1290
2016-12-20,1255
2016-12-21,1259
2016-12-22,1259
2016-12-23,1252
2016-12-24,1252
2016-12-25,1252
2016-12-26,1306
2016-12-27,1351
2016-12-28,1321
2016-12-29,1278
2016-12-30,1283
2016-12-31,1284
2017-01-01,1280
2017-01-02,1283
2017-01-03,1247
2017-01-04,1230
2017-01-05,1230
2017-01-06,1219
2017-01-07,1244
2017-01-08,1280
2017-01-09,1273
2017-01-10,1259
2017-01-11,1290
2017-01-12,1265
2017-01-13,1265
2017-01-14,1278
2017-01-15,1305
2017-01-16,1333
2017-01-17,1364
2017-01-18,1391
2017-01-19,1391
2017-01-20,1431
2017-01-21,1422
2017-01-22,1414
2017-01-23,1409
2017-01-27,1340
2017-01-28,1348
2017-01-29,1397
2017-01-30,1397
2017-01-31,1433
2017-02-01,1418
2017-02-02,1404
2017-02-03,1399
2017-02-04,1442
2017-02-05,1413
2017-02-06,1388
2017-02-07,1338
2017-02-08,1329
2017-02-09,1329
2017-02-10,1347
2017-02-11,1365
2017-02-12,1365
2017-02-13,1347
2017-02-14,1327
2017-02-15,1327
2017-02-16,1301
2017-02-18,1289
2017-02-19,1295
2017-02-20,1277
2017-02-21,1259
2017-02-22,1250
2017-02-23,1197
2017-02-24,1197
2017-02-25,1218
2017-02-26,1271
2017-02-27,1289
2017-02-28,1317
2017-03-01,1334
2017-03-02,1326
2017-03-03,1326
2017-03-04,1313
2017-03-05,1376
2017-03-06,1348
2017-03-07,1325
2017-03-08,1333
2017-03-09,1318
2017-03-10,1325
2017-03-11,1343
2017-03-12,1311
2017-03-13,1268
2017-03-14,1216
2017-03-15,1176
2017-03-16,1164
2017-03-17,1179
2017-03-18,1198
2017-03-19,1215
2017-03-20,1164
2017-03-21,1135
2017-03-22,1136
2017-03-23,1120
2017-03-24,1159
2017-03-25,1159
2017-03-26,1200
2017-03-27,1233
2017-03-28,1227
2017-03-29,1221
2017-03-30,1219
2017-03-31,1211
2017-04-01,1212
2017-04-02,1212
2017-04-03,1227
2017-04-04,1234
2017-04-12,1323
2017-04-13,1283
2017-04-14,1272
2017-04-15,1227
2017-04-16,1194
2017-04-17,1160
2017-04-18,1149
2017-04-19,1148
2017-04-20,1136
2017-04-21,1111
2017-04-22,1097
2017-04-23,1095
2017-04-24,1098
2017-04-25,1070
2017-04-26,1070
2017-04-27,1072
2017-04-28,1064
2017-04-29,1099
2017-04-30,1151
2017-05-01,1196
2017-05-02,1180
2017-05-03,1139
2017-05-04,1083
2017-05-05,1065
2017-05-06,1056
2017-05-07,1053
2017-05-08,1053
2017-05-09,1031
2017-05-10,1007
2017-05-11,1026
2017-05-12,1061
2017-05-13,1079
2017-05-14,1103
2017-05-15,1095
2017-05-16,1093
2017-05-17,1097
2017-05-18,1072
2017-05-19,1072
2017-05-20,1072
2017-05-21,1072
2017-05-22,1072
2017-05-23,1056
2017-05-24,1102
2017-05-25,1107
2017-05-26,1091
2017-05-27,1090
2017-05-28,1136
2017-05-29,1149
2017-05-30,1128
2017-05-31,1113
2017-06-01,1105
2017-06-02,1097
2017-06-03,1072
2017-06-04,1051
2017-06-05,1028
2017-06-06,1003
2017-06-07,993
2017-06-08,993
2017-06-09,986
2017-06-10,971
2017-06-11,948
2017-06-12,944
2017-06-13,938
2017-06-14,968
2017-06-15,971
2017-06-16,979
2017-06-17,996
2017-06-18,1020
2017-06-19,1020
2017-06-20,1017
2017-06-21,1015
2017-06-22,1048
2017-06-23,1048
2017-06-24,1039
2017-06-25,1018
2017-06-26,998
2017-06-27,996
2017-06-28,1034
2017-06-29,1070
2017-06-30,1083
2017-07-01,1083
2017-07-02,1091
2017-07-03,1107
2017-07-04,1107
2017-07-05,1107
2017-07-06,1120
2017-07-07,1120
2017-07-08,1154
2017-07-13,1045
2017-07-14,1009
2017-07-15,1009
2017-07-16,994
2017-07-17,1036
2017-07-18,1072
2017-07-19,1042
2017-07-20,1027
2017-07-21,1040
2017-07-22,1034
2017-07-23,1061
2017-07-24,1061
2017-07-25,1050
2017-07-26,1075
2017-07-27,1055
2017-07-28,1060
2017-07-29,1060
2017-07-30,1066
2017-07-31,1066
2017-08-01,1086
2017-08-02,1095
2017-08-03,1105
2017-08-04,1114
2017-08-05,1098
2017-08-06,1082
2017-08-09,1023
2017-08-10,1031
2017-08-11,1061
2017-08-12,1068
2017-08-13,1078
2017-08-14,1116
2017-08-15,1112
2017-08-16,1160
2017-08-17,1183
2017-08-18,1183
2017-08-19,1197
2017-08-20,1186
2017-08-21,1187
2017-08-22,1177
2017-08-23,1164
2017-08-24,1150
2017-08-25,1138
2017-08-26,1122
2017-08-27,1083
2017-08-28,1076
2017-08-29,1058
2017-08-30,1058
2017-08-31,1059
2017-09-01,1058
2017-09-02,1050
2017-09-03,1050
2017-09-04,1022
2017-09-05,1001
2017-09-06,998
2017-09-07,1015
2017-09-08,1015
2017-09-09,1050
2017-09-10,1033
2017-09-11,1030
2017-09-12,1021
2017-09-13,1059
2017-09-14,1055
2017-09-15,1055
2017-09-16,1055
2017-09-17,1092
2017-09-18,1136
2017-09-19,1180
2017-09-20,1148
2017-09-21,1101
2017-09-22,1071
2017-09-23,1071
2017-09-24,1057
2017-09-25,1049
2017-09-26,1034
2017-09-27,1024
2017-09-28,1015
2017-09-29,1022
2017-09-30,1012
2017-10-01,1005
2017-10-02,999
2017-10-03,1020
2017-10-04,1020
2017-10-05,1040
2017-10-06,1014
2017-10-07,1030
2017-10-08,1014
2017-10-09,1010
2017-10-10,999
2017-10-11,999
2017-10-12,1000
2017-10-13,994
2017-10-14,1010
2017-10-15,1010
2017-10-16,1011
2017-10-17,1011
2017-10-18,1005
2017-10-19,1027
2017-10-20,1024
2017-10-21,1038
2017-10-22,1060
2017-10-23,1026
2017-10-24,1006
2017-10-25,1006
2017-10-26,1012
2017-10-27,1009
2017-10-28,1009
2017-10-29,1017
2017-10-30,1001
2017-10-31,996
2017-11-01,996
2017-11-02,991
2017-11-03,977
2017-11-04,967
2017-11-05,990
2017-11-06,984
2017-11-07,994
2017-11-08,986
2017-11-09,992
2017-11-10,1011
2017-11-11,1038
2017-11-12,1015
2017-11-13,996
2017-11-14,979
2017-11-15,979
2017-11-16,992
2017-11-17,996
2017-11-18,995
2017-11-19,1009
2017-11-20,988
2017-11-21,971
2017-11-22,965
2017-11-23,954
2017-11-24,945
2017-11-25,958
2017-11-26,979
2017-11-27,979
2017-11-28,988
2017-11-29,984
2017-11-30,1013
2017-12-01,1000
2017-12-02,991
2017-12-03,979
2017-12-04,970
2017-12-05,965
2017-12-06,986
2017-12-07,998
2017-12-08,998
2017-12-09,1015
2017-12-10,986
2017-12-11,959
2017-12-12,974
2017-12-13,974
2017-12-14,991
2017-12-15,990
2017-12-16,997
2017-12-17,1018
2017-12-18,1013
2017-12-19,993
2017-12-20,974
2017-12-21,962
2017-12-22,933
2017-12-23,905
2017-12-24,884
2017-12-25,901
2017-12-26,933
2017-12-27,940
2017-12-28,976
2017-12-29,946
2017-12-30,931
2017-12-31,948
2018-01-01,962
2018-01-02,985
2018-01-03,991
2018-01-04,990
2018-01-05,991
2018-01-06,992
2018-01-07,992
2018-01-08,987
2018-01-09,1017
2018-01-10,1015
2018-01-11,1039
2018-01-12,1091
2018-01-13,1122
2018-01-14,1094
2018-01-15,1061
2018-01-16,1054
2018-01-17,1008
2018-01-18,1003
2018-01-19,1003
2018-01-20,1018
2018-01-21,1061
2018-01-22,1044
2018-01-23,1044
2018-01-24,1030
2018-01-25,1038
2018-01-26,1055
2018-01-27,1086
2018-01-28,1115
2018-01-29,1112
2018-01-30,1097
2018-01-31,1110
2018-02-01,1118
2018-02-02,1130
2018-02-03,1127
2018-02-04,1114
2018-02-05,1128
2018-02-06,1131
2018-02-07,1122
2018-02-08,1102
2018-02-09,1118
2018-02-10,1122
2018-02-11,1087
2018-02-12,1116
2018-02-13,1119
2018-02-14,1114
2018-02-15,1084
2018-02-16,1073
2018-02-17,1062
2018-02-18,1072
2018-02-19,1103
2018-02-20,1138
2018-02-21,1094
2018-02-22,1066
2018-02-23,1045
2018-02-24,1028
2018-02-25,1053
2018-02-26,1079
2018-02-27,1108
2018-02-28,1100
2018-03-01,1085
2018-03-02,1096
2018-03-03,1071
2018-03-04,1051
2018-03-05,1025
2018-03-06,1020
2018-03-07,1016
2018-03-08,1014
2018-03-09,1019
2018-03-10,1017
2018-03-11,1005
2018-03-12,1001
2018-03-13,998
2018-03-14,993
2018-03-15,1013
2018-03-16,1035
2018-03-17,1046
2018-03-18,994
2018-03-20,993
2018-03-21,1003
2018-03-23,1009
2018-03-24,997
2018-03-25,1017
2018-03-26,1000
2018-03-27,993
2018-03-28,990
2018-03-29,991
2018-03-30,997
2018-03-31,972
2018-04-01,958
2018-04-02,972
2018-04-03,986
2018-04-04,1002
2018-04-05,1037
2018-04-06,1041
2018-04-07,1037
2018-04-08,1052
2018-04-09,1060
2018-04-10,1071
2018-04-11,1086
2018-04-12,1108
2018-04-13,1113
2018-04-14,1129
2018-04-15,1092
2018-04-16,1060
2018-04-17,1053
2018-04-18,1060
2018-04-19,1074
2018-04-20,1079
2018-04-21,1064
2018-04-22,1090
2018-04-23,1096
2018-04-24,1109
2018-04-25,1113
2018-04-26,1084
2018-04-27,1073
2018-04-28,1039
2018-04-29,1007
2018-04-30,1009
2018-05-01,1002
2018-05-03,1012
2018-05-04,993
2018-05-05,983
2018-05-06,983
2018-05-07,1004
2018-05-08,1033
2018-05-09,1029
2018-05-10,1005
2018-05-11,1008
2018-05-12,1043
2018-05-13,1015
2018-05-14,999
2018-05-15,982
2018-05-16,976
2018-05-17,981
2018-05-18,996
2018-05-19,1011
2018-05-20,1004
2018-05-21,1021
2018-05-22,1037
2018-05-23,1060
2018-05-24,1070
2018-05-25,1050
2018-05-26,1067
2018-05-27,1114
2018-05-28,1161
2018-05-29,1214
2018-05-30,1214
2018-05-31,1187
2018-06-01,1152
2018-06-02,1126
2018-06-03,1086
2018-06-04,1068
2018-06-05,1038
2018-06-06,1028
2018-06-07,1042
2018-06-08,1040
2018-06-09,1051
2018-06-10,1035
2018-06-11,1012
2018-06-12,1041
2018-06-13,1075
2018-06-14,1122
2018-06-15,1133
2018-06-16,1165
2018-06-17,1198
2018-06-18,1175
2018-06-19,1139
2018-06-20,1139
2018-06-21,1130
2018-06-22,1180
2018-06-23,1234
2018-06-24,1268
2018-06-25,1321
2018-06-26,1276
2018-06-27,1260
2018-06-28,1211
2018-06-29,1186
2018-06-30,1168
2018-07-01,1123
2018-07-02,1122
2018-07-03,1137
2018-07-04,1139
2018-07-05,1151
2018-07-06,1185
2018-07-07,1180
2018-07-08,1209
2018-07-09,1269
2018-07-10,1314
2018-07-11,1329
2018-07-12,1308
2018-07-13,1290
2018-07-14,1239
2018-07-15,1228
2018-07-16,1225
2018-07-17,1262
2018-07-18,1293
2018-07-19,1313
2018-07-20,1300
2018-07-21,1286
2018-07-22,1284
2018-07-23,1308
2018-07-24,1298
2018-07-25,1292
2018-07-26,1295
2018-07-27,1298
2018-07-28,1254
2018-07-29,1206
2018-07-30,1177
2018-07-31,1158
2018-08-01,1140
2018-08-02,1128
2018-08-03,1132
2018-08-04,1186
2018-08-05,1246
2018-08-06,1262
2018-08-07,1300
2018-08-08,1297
2018-08-09,1297
2018-08-10,1282
2018-08-11,1263
2018-08-12,1244
2018-08-14,1261
2018-08-16,1263
2018-08-17,1247
2018-08-18,1243
2018-08-19,1286
2018-08-20,1313
2018-08-21,1348
2018-08-22,1359
2018-08-23,1308
2018-08-24,1283
2018-08-25,1310
2018-08-26,1371
2018-08-27,1342
2018-08-28,1308
2018-08-29,1271
2018-08-30,1228
2018-08-31,1233
2018-09-01,1256
2018-09-02,1287
2018-09-03,1288
2018-09-04,1273
2018-09-05,1264
2018-09-06,1260
2018-09-07,1271
2018-09-08,1266
2018-09-09,1257
2018-09-10,1262
2018-09-11,1301
2018-09-12,1338
2018-09-13,1403
2018-09-14,1393
2018-09-15,1326
2018-09-16,1267
2018-09-17,1273
2018-09-18,1271
2018-09-19,1249
2018-09-20,1228
2018-09-21,1170
2018-09-22,1189
2018-09-23,1207
2018-09-24,1223
2018-09-25,1262
2018-09-26,1288
2018-09-27,1337
2018-09-28,1367
2018-09-29,1376
2018-09-30,1425
2018-10-01,1441
2018-10-02,1471
2018-10-03,1450
2018-10-04,1401
2018-10-05,1388
2018-10-06,1449
2018-10-07,1477
2018-10-08,1493
2018-10-09,1493
2018-10-10,1464
2018-10-11,1399
2018-10-12,1368
2018-10-13,1380
2018-10-14,1407
2018-10-15,1432
2018-10-16,1465
2018-10-17,1487
2018-10-18,1469
2018-10-19,1458
2018-10-20,1453
2018-10-21,1467
2018-10-22,1474
2018-10-23,1499
2018-10-24,1477
2018-10-25,1477
2018-10-26,1449
2018-10-27,1439
2018-10-28,1411
2018-10-29,1379
2018-10-30,1375
2018-10-31,1368
2018-11-01,1381
2018-11-03,1396
2018-11-04,1380
2018-11-05,1356
2018-11-06,1341
2018-11-07,1337
2018-11-08,1340
2018-11-09,1349
2018-11-10,1356
2018-11-11,1364
2018-11-12,1400
2018-11-13,1387
2018-11-14,1370
2018-11-15,1360
2018-11-16,1332
2018-11-17,1320
2018-11-18,1333
2018-11-19,1315
2018-11-20,1301
2018-11-21,1274
2018-11-22,1268
2018-11-23,1292
2018-11-24,1338
2018-11-25,1391
2018-11-26,1323
2018-11-27,1341
2018-11-28,1381
2018-11-29,1409
2018-12-01,1473
2018-12-02,1479
2018-12-03,1453
2018-12-04,1439
2018-12-05,1422
2018-12-07,1399
2018-12-09,1401
2018-12-10,1404
2018-12-11,1429
2018-12-12,1420
2018-12-13,1399
2018-12-14,1380
2018-12-15,1368
2018-12-16,1339
2018-12-17,1287
2018-12-18,1281
2018-12-19,1273
2018-12-20,1271
2018-12-21,1283
2018-12-22,1313
2018-12-23,1336
2018-12-24,1352
2018-12-25,1392
2018-12-26,1454
2018-12-27,1524
2018-12-28,1506
2018-12-29,1448
2018-12-30,1444
2018-12-31,1488
2019-01-01,1516
2019-01-02,1484
2019-01-03,1473
2019-01-04,1470
2019-01-05,1517
2019-01-06,1592
2019-01-08,1715
2019-01-10,1553
2019-01-11,1509
2019-01-12,1572
2019-01-13,1644
2019-01-14,1665
2019-01-15,1622
2019-01-16,1551
2019-01-17,1550
2019-01-18,1553
2019-01-19,1577
2019-01-20,1590
2019-01-21,1618
2019-01-22,1568
2019-01-23,1516
2019-01-24,1441
2019-01-25,1410
2019-01-26,1385
2019-01-27,1378
2019-01-28,1386
2019-01-29,1386
2019-01-30,1355
2019-01-31,1338
2019-02-01,1319
2019-02-02,1358
2019-02-03,1412
2019-02-04,1395
2019-02-05,1329
2019-02-06,1346
2019-02-07,1353
2019-02-08,1305
2019-02-09,1251
2019-02-10,1258
2019-02-11,1280
2019-02-12,1300
2019-02-13,1347
2019-02-14,1387
2019-02-15,1330
2019-02-16,1290
2019-02-17,1232
2019-02-18,1170
2019-02-19,1133
2019-02-20,1079
2019-02-21,1093
2019-02-22,1124
2019-02-23,1181
2019-02-24,1233
2019-02-25,1280
2019-02-26,1286
2019-02-27,1259
2019-02-28,1200
2019-03-01,1147
2019-03-02,1130
2019-03-03,1132
2019-03-04,1151
2019-03-05,1158
2019-03-06,1204
2019-03-07,1245
2019-03-08,1300
2019-03-09,1358
2019-03-10,1424
2019-03-11,1458
2019-03-12,1477
2019-03-13,1476
2019-03-14,1439
2019-03-15,1391
2019-03-16,1352
2019-03-17,1306
2019-03-18,1307
2019-03-19,1317
2019-03-20,1294
2019-03-21,1279
2019-03-22,1270
2019-03-23,1314
2019-03-24,1308
2019-03-25,1323
2019-03-26,1386
2019-03-27,1435
2019-03-28,1381
2019-03-29,1389
2019-03-30,1458
2019-03-31,1497
2019-04-01,1501
2019-04-02,1541
2019-04-03,1563
2019-04-04,1533
2019-04-05,1569
