date_obj,Armadyl%20stole price
2019-03-23,7268
2019-03-24,7236
2019-03-25,7380
2019-03-26,7738
2019-03-27,8113
2019-03-28,8468
2019-03-29,8599
2019-03-30,8715
2019-03-31,8728
2019-04-01,8569
2019-04-02,8429
2019-04-03,8534
2019-04-04,8704
2019-04-05,8830
2019-04-06,9040
2019-04-07,9078
2019-04-08,9064
2019-04-09,8976
2019-04-10,8984
2019-04-11,8937
2019-04-12,8760
2019-04-13,8516
2019-04-14,8262
2019-04-15,8016
2019-04-16,7726
2019-04-17,7389
2019-04-18,7052
2019-04-19,6783
2019-04-20,6481
2019-04-21,6339
2019-04-22,6182
2019-04-23,6022
2019-04-24,5725
2019-04-25,5438
2019-04-26,5166
2019-04-27,4907
2019-04-28,4714
2019-04-29,4711
2019-04-30,4708
2019-05-01,4656
2019-05-02,4589
2019-05-03,4455
2019-05-04,4353
2019-05-05,4181
2019-05-06,4009
2019-05-07,3916
2019-05-08,3904
2019-05-09,3926
2019-05-10,3820
2019-05-11,3775
2019-05-12,3786
2019-05-13,3669
2019-05-14,3808
2019-05-15,3773
2019-05-16,3755
2019-05-17,3820
2019-05-18,3827
2019-05-19,3796
2019-05-20,3704
2019-05-21,3650
2019-05-22,3625
2019-05-23,3590
2019-05-24,3508
2019-05-25,3543
2019-05-26,3483
2019-05-27,3425
2019-05-28,3428
2019-05-29,3402
2019-05-30,3382
2019-05-31,3300
2019-06-01,3269
2019-06-02,3232
2019-06-03,3253
2019-06-04,3222
2019-06-05,3272
2019-06-06,3253
2019-06-07,3332
2019-06-08,3335
2019-06-09,3294
2019-06-10,3294
2019-06-11,3333
2019-06-12,3337
2019-06-13,3378
2019-06-14,3433
2019-06-15,3479
2019-06-16,3585
2019-06-17,3723
2019-06-18,3767
2019-06-19,3862
2019-06-20,3939
2019-06-21,4107
2019-06-22,4301
2019-06-23,4480
2019-06-24,4617
2019-06-25,4803
2019-06-26,4913
2019-06-27,5072
2019-06-28,5286
2019-06-29,5420
2019-06-30,5553
2019-07-01,5478
2019-07-02,5488
2019-07-03,5582
2019-07-04,5651
2019-07-05,5715
2019-07-06,5666
2019-07-07,5544
2019-07-08,5455
2019-07-09,5397
2019-07-10,5343
2019-07-11,5171
2019-07-12,5139
2019-07-13,5135
2019-07-14,5103
2019-07-15,5160
2019-07-16,5273
2019-07-17,5419
2019-07-18,5665
2019-07-19,5707
2019-07-20,5839
2019-07-21,6055
2019-07-22,6356
2019-07-23,6672
2019-07-24,7006
2019-07-25,7331
2019-07-26,7575
2019-07-27,7806
2019-07-28,7997
2019-07-29,7982
2019-07-30,8035
2019-07-31,7979
2019-08-01,7867
2019-08-02,7776
2019-08-03,7664
2019-08-04,7427
2019-08-05,7113
2019-08-06,6873
2019-08-07,6623
2019-08-08,6497
2019-08-09,6377
2019-08-10,6208
2019-08-11,5958
2019-08-12,5833
2019-08-13,5657
2019-08-14,5526
2019-08-15,5410
2019-08-16,5381
2019-08-17,5339
2019-08-18,5237
2019-08-19,5174
2019-08-20,5031
2019-08-21,4807
2019-08-22,4790
2019-08-23,4787
2019-08-24,4871
2019-08-24,4871
2019-08-25,4829
2019-08-25,4829
2019-08-26,4773
2019-08-27,4909
2019-08-27,4909
2019-08-28,4940
2019-08-29,4755
2019-08-30,4708
2019-08-31,4725
2019-09-01,4703
2019-09-02,4611
2019-09-03,4603
2019-09-04,4668
2019-09-05,4832
2019-09-06,4961
2019-09-07,5060
2019-09-08,5011
2019-09-09,4903
2019-09-10,4869
2019-09-11,4790
2019-09-12,4752
2019-09-13,4778
2019-09-14,4740
2019-09-15,4689
2019-09-16,4561
2019-09-17,4506
2019-09-18,4449
2019-09-19,4399
2019-09-20,4263
2019-09-21,4254
2019-09-22,4119
2019-09-23,4032
2019-09-24,3944
2019-09-25,4021
2019-09-26,4057
2019-09-27,4028
2019-09-28,4020
2019-09-29,4076
2019-09-30,4110
2019-10-01,4094
2019-10-02,4041
2019-10-03,4048
2019-10-04,4049
2019-10-05,4102
2019-10-06,4023
2019-10-07,3965
2019-10-08,3924
2019-10-09,3835
2019-10-10,3874
2019-10-11,3922
2019-10-12,4021
2019-10-13,4139
2019-10-14,4279
2019-10-15,4338
2019-10-16,4418
2019-10-17,4383
2019-10-18,4305
2019-10-19,4250
2019-10-20,4214
2019-10-21,4119
2019-10-22,4107
2019-10-23,4034
2019-10-24,4018
2019-10-25,4058
2019-10-26,4125
2019-10-27,4229
2019-10-28,4385
2019-10-29,4510
2019-10-30,4612
2019-10-31,4715
2019-11-01,4817
2019-11-02,4983
2019-11-03,5106
2019-11-04,5152
2019-11-05,5158
2019-11-06,5179
2019-11-07,5103
2019-11-08,5089
2019-11-09,5091
2019-11-10,5087
2019-11-11,5042
2019-11-12,5090
2019-11-13,5135
2019-11-14,4946
2019-11-15,4893
2019-11-16,4869
2019-11-17,4824
2019-11-18,4669
2019-11-19,4633
2019-11-20,4507
2019-11-21,4422
2019-11-22,4387
2019-11-23,4310
2019-11-24,4270
2019-11-25,4254
2019-11-26,4243
2019-11-27,4225
2019-11-28,4261
2019-11-29,4167
2019-11-30,4191
2019-12-01,4263
2019-12-02,4374
2019-12-03,4566
2019-12-04,4610
2019-12-05,4610
2019-12-06,4748
2019-12-07,4758
2019-12-08,4736
2019-12-09,4725
2019-12-10,4772
2019-12-11,4958
2019-12-12,4987
2019-12-13,5057
2019-12-14,5096
2019-12-15,5004
2019-12-16,5017
2019-12-17,5056
2019-12-18,5066
2019-12-19,4977
2019-12-20,5133
2019-12-21,5182
2019-12-22,5166
2019-12-23,5100
2019-12-24,5102
2019-12-25,5015
2019-12-26,4971
2019-12-27,5092
2019-12-28,5347
2019-12-29,5615
2019-12-30,5896
2019-12-31,6191
2020-01-01,6193
2020-01-02,6304
2020-01-03,6539
2020-01-04,6639
2020-01-05,6526
2020-01-06,6488
2020-01-07,6163
2020-01-08,6019
2020-01-09,6102
2020-01-10,6105
2020-01-11,6171
2020-01-12,6241
2020-01-13,6367
2020-01-14,6502
2020-01-15,6576
2020-01-16,6551
2020-01-17,6370
2020-01-18,6159
2020-01-19,6077
2020-01-20,6014
2020-01-21,5941
2020-01-22,5929
2020-01-23,5893
2020-01-24,5692
2020-01-25,5609
2020-01-26,5552
2020-01-27,5492
2020-01-28,5296
2020-01-29,5430
2020-01-30,5540
2020-01-31,5649
2020-02-01,5518
2020-02-02,5478
2020-02-03,5419
2020-02-04,5388
2020-02-05,5229
2020-02-06,5169
2020-02-07,5063
2020-02-08,4936
2020-02-09,4841
2020-02-10,4783
2020-02-11,4664
2020-02-12,4573
2020-02-13,4573
2020-02-14,4540
2020-02-15,4576
2020-02-16,4559
2020-02-17,4543
2020-02-18,4581
2020-02-19,4519
2020-02-20,4498
2020-02-21,4498
2020-02-22,4503
2020-02-23,4556
2020-02-24,4524
2020-02-25,4580
2020-02-26,4756
2020-02-27,4979
2020-02-28,5207
2020-02-29,5440
2020-03-01,5545
2020-03-02,5622
2020-03-03,5633
2020-03-04,5520
2020-03-05,5480
2020-03-06,5456
2020-03-07,5524
2020-03-08,5534
2020-03-09,5543
2020-03-10,5676
2020-03-11,5492
2020-03-12,5432
2020-03-13,5321
2020-03-14,5346
2020-03-15,5402
2020-03-16,5259
2020-03-17,5084
2020-03-18,5108
2020-03-19,5075
2020-03-20,5064
2020-03-21,5000
2020-03-22,4890
2020-03-23,4856
2020-03-24,4771
2020-03-25,4677
2020-03-26,4596
2020-03-27,4622
2020-03-28,4518
2020-03-29,4369
2020-03-30,4342
2020-03-31,4224
2020-04-01,4106
2020-04-02,4033
2020-04-03,4015
2020-04-04,4060
2020-04-05,4073
2020-04-06,4013
2020-04-07,4008
2020-04-08,4067
2020-04-09,4016
2020-04-10,3991
2020-04-11,3986
2020-04-12,3952
2020-04-13,3996
2020-04-14,3969
2020-04-15,3987
2020-04-16,3987
2020-04-17,4066
2020-04-18,4175
2020-04-19,4384
2020-04-20,4597
2020-04-21,4798
2020-04-22,5006
2020-04-23,5234
2020-04-24,5227
2020-04-25,5210
2020-04-26,5185
2020-04-27,5126
2020-04-28,5020
2020-04-29,4885
2020-04-30,4833
2020-05-01,4754
2020-05-02,4821
2020-05-03,4806
2020-05-04,4722
2020-05-05,4653
2020-05-06,4553
2020-05-07,4559
2020-05-08,4622
2020-05-09,4618
2020-05-10,4483
2020-05-11,4579
2020-05-12,4533
2020-05-13,4545
