date_obj,Splitbark%20boots price
2019-04-08,6179
2019-04-09,6185
2019-04-10,6185
2019-04-11,6268
2019-04-12,6268
2019-04-13,6351
2019-04-14,6351
2019-04-15,6389
2019-04-16,6389
2019-04-17,6690
2019-04-18,6690
2019-04-19,7017
2019-04-20,7017
2019-04-21,7288
2019-04-22,7288
2019-04-23,7313
2019-04-24,7313
2019-04-25,7313
2019-04-26,7450
2019-04-27,7450
2019-04-28,7450
2019-04-29,7806
2019-04-30,7806
2019-05-01,7806
2019-05-02,8032
2019-05-03,8032
2019-05-04,7820
2019-05-05,7820
2019-05-06,7820
2019-05-07,7518
2019-05-08,7518
2019-05-09,7518
2019-05-10,7142
2019-05-11,7142
2019-05-12,6828
2019-05-13,6828
2019-05-14,6578
2019-05-15,6578
2019-05-16,6578
2019-05-17,6449
2019-05-18,6305
2019-05-19,6305
2019-05-20,6049
2019-05-21,6049
2019-05-22,6049
2019-05-23,5797
2019-05-24,5797
2019-05-25,5842
2019-05-26,5842
2019-05-27,5844
2019-05-28,5844
2019-05-29,5613
2019-05-30,5613
2019-05-31,5613
2019-06-01,5417
2019-06-02,5417
2019-06-03,5150
2019-06-04,5150
2019-06-05,5217
2019-06-06,5217
2019-06-07,5217
2019-06-08,5437
2019-06-09,5437
2019-06-10,5437
2019-06-11,5547
2019-06-12,5547
2019-06-13,5547
2019-06-14,5616
2019-06-15,5616
2019-06-16,5811
2019-06-17,5811
2019-06-18,5811
2019-06-19,5856
2019-06-20,5856
2019-06-21,5704
2019-06-22,5704
2019-06-23,5432
2019-06-24,5432
2019-06-25,5432
2019-06-26,5184
2019-06-27,5184
2019-06-28,4934
2019-06-29,4934
2019-06-30,4799
2019-07-01,4799
2019-07-02,4799
2019-07-03,4763
2019-07-04,4763
2019-07-05,4635
2019-07-06,4635
2019-07-07,4635
2019-07-08,4800
2019-07-09,4800
2019-07-10,4800
2019-07-11,4800
2019-07-12,4963
2019-07-13,4963
2019-07-14,4957
2019-07-15,4957
2019-07-16,4957
2019-07-17,5083
2019-07-18,5083
2019-07-19,5083
2019-07-20,5267
2019-07-21,5267
2019-07-22,5393
2019-07-23,5393
2019-07-24,5393
2019-07-25,5192
2019-07-26,5192
2019-07-27,5192
2019-07-28,4950
2019-07-29,4950
2019-07-30,4712
2019-07-31,4712
2019-08-01,4490
2019-08-02,4490
2019-08-03,4283
2019-08-04,4283
2019-08-05,4283
2019-08-06,4229
2019-08-07,4229
2019-08-08,4032
2019-08-09,4032
2019-08-10,3900
2019-08-11,3900
2019-08-12,3900
2019-08-13,3717
2019-08-14,3717
2019-08-15,3552
2019-08-16,3448
2019-08-17,3448
2019-08-18,3394
2019-08-19,3394
2019-08-20,3394
2019-08-21,3353
2019-08-22,3353
2019-08-23,3472
2019-08-24,3472
2019-08-24,3472
2019-08-25,3419
2019-08-25,3419
2019-08-26,3419
2019-08-26,3419
2019-08-27,3419
2019-08-27,3419
2019-08-28,3315
2019-08-29,3315
2019-08-30,3257
2019-08-31,3257
2019-09-01,3257
2019-09-02,3218
2019-09-03,3218
2019-09-04,3256
2019-09-05,3256
2019-09-06,3256
2019-09-07,3183
2019-09-08,3183
2019-09-09,3183
2019-09-10,3119
2019-09-11,3119
2019-09-12,3119
2019-09-13,3064
2019-09-14,3064
2019-09-15,3064
2019-09-16,3042
2019-09-17,3042
2019-09-18,3042
2019-09-19,2972
2019-09-20,2972
2019-09-21,2972
2019-09-22,2964
2019-09-23,2964
2019-09-24,2964
2019-09-25,2979
2019-09-26,2979
2019-09-27,2979
2019-09-28,2916
2019-09-29,2916
2019-09-30,2916
2019-10-01,2823
2019-10-02,2823
2019-10-03,2823
2019-10-04,2823
2019-10-05,2741
2019-10-06,2741
2019-10-07,2741
2019-10-08,2799
2019-10-09,2799
2019-10-10,2799
2019-10-11,2799
2019-10-12,2842
2019-10-13,2842
2019-10-14,2954
2019-10-15,2954
2019-10-16,2954
2019-10-17,3038
2019-10-18,3038
2019-10-19,3038
2019-10-20,3104
2019-10-21,3104
2019-10-22,3104
2019-10-23,3041
2019-10-24,3041
2019-10-25,3041
2019-10-26,3025
2019-10-27,3025
2019-10-28,3025
2019-10-29,3067
2019-10-30,3067
2019-10-31,3067
2019-11-01,3025
2019-11-02,3025
2019-11-03,3122
2019-11-04,3122
2019-11-05,3122
2019-11-06,3216
2019-11-07,3216
2019-11-08,3216
2019-11-09,3161
2019-11-10,3161
2019-11-11,3083
2019-11-12,3083
2019-11-13,3083
2019-11-14,3083
2019-11-15,3128
2019-11-16,3128
2019-11-17,3128
2019-11-18,3225
2019-11-19,3225
2019-11-20,3225
2019-11-21,3225
2019-11-22,3231
2019-11-23,3231
2019-11-24,3231
2019-11-25,3383
2019-11-26,3383
2019-11-27,3383
2019-11-28,3534
2019-11-29,3534
2019-11-30,3534
2019-12-01,3573
2019-12-02,3573
2019-12-03,3573
2019-12-04,3516
2019-12-05,3516
2019-12-06,3516
2019-12-07,3516
2019-12-08,3403
2019-12-09,3403
2019-12-10,3403
2019-12-11,3322
2019-12-12,3322
2019-12-13,3322
2019-12-14,3322
2019-12-15,3294
2019-12-16,3294
2019-12-17,3294
2019-12-18,3292
2019-12-19,3292
2019-12-20,3292
2019-12-21,3218
2019-12-22,3218
2019-12-23,3218
2019-12-24,3247
2019-12-25,3247
2019-12-26,3247
2019-12-27,3252
2019-12-28,3252
2019-12-29,3252
2019-12-30,3388
2019-12-31,3388
2020-01-01,3388
2020-01-02,3412
2020-01-03,3412
2020-01-04,3412
2020-01-05,3501
2020-01-06,3501
2020-01-07,3655
2020-01-08,3655
2020-01-09,3655
2020-01-10,3773
2020-01-11,3773
2020-01-12,3809
2020-01-13,3809
2020-01-14,3809
2020-01-15,3772
2020-01-16,3772
2020-01-17,3772
2020-01-18,3794
2020-01-19,3794
2020-01-20,3818
2020-01-21,3818
2020-01-22,3818
2020-01-23,3927
2020-01-24,3927
2020-01-25,3927
2020-01-26,3858
2020-01-27,3858
2020-01-28,3858
2020-01-29,3944
2020-01-30,3944
2020-01-31,3944
2020-02-01,3860
2020-02-02,3860
2020-02-03,3891
2020-02-04,3891
2020-02-05,3891
2020-02-06,3789
2020-02-07,3789
2020-02-08,3789
2020-02-09,3632
2020-02-10,3632
2020-02-11,3458
2020-02-12,3458
2020-02-13,3458
2020-02-14,3353
2020-02-15,3353
2020-02-16,3353
2020-02-17,3185
2020-02-18,3185
2020-02-19,3185
2020-02-20,3025
2020-02-21,3025
2020-02-22,2889
2020-02-23,2889
2020-02-24,2746
2020-02-25,2746
2020-02-26,2686
2020-02-27,2686
2020-02-28,2604
2020-02-29,2604
2020-03-01,2604
2020-03-02,2569
2020-03-03,2569
2020-03-04,2569
2020-03-05,2569
2020-03-06,2569
2020-03-07,2586
2020-03-08,2586
2020-03-09,2630
2020-03-10,2630
2020-03-11,2713
2020-03-12,2713
2020-03-13,2844
2020-03-14,2844
2020-03-15,2907
2020-03-16,2907
2020-03-17,2859
2020-03-18,2859
2020-03-19,2733
2020-03-20,2733
2020-03-21,2679
2020-03-22,2679
2020-03-23,2742
2020-03-24,2742
2020-03-25,2814
2020-03-26,2814
2020-03-27,2821
2020-03-28,2821
2020-03-29,2863
2020-03-30,2863
2020-03-31,2841
2020-04-01,2841
2020-04-02,2880
2020-04-03,2880
2020-04-04,2851
2020-04-05,2851
2020-04-06,2746
2020-04-07,2746
2020-04-08,2639
2020-04-09,2629
2020-04-10,2629
2020-04-11,2760
2020-04-12,2760
2020-04-13,2898
2020-04-14,2898
2020-04-15,2982
2020-04-16,2982
2020-04-17,2994
2020-04-18,2994
2020-04-19,2890
2020-04-20,2890
2020-04-21,2797
2020-04-22,2801
2020-04-23,2801
2020-04-24,2794
2020-04-25,2794
2020-04-26,2759
2020-04-27,2819
2020-04-28,2819
2020-04-29,2892
2020-04-30,2892
2020-05-01,2861
2020-05-02,2861
2020-05-03,2855
2020-05-04,2855
2020-05-05,2920
2020-05-06,2818
2020-05-07,2818
2020-05-08,2737
2020-05-09,2724
2020-05-10,2724
2020-05-11,2773
2020-05-12,2773
2020-05-13,2823
