date_obj,Santa%20hat price
2015-07-11,20904
2015-07-12,19893
2015-07-13,19367
2015-07-14,18781
2015-07-15,18735
2015-07-16,18578
2015-07-17,18362
2015-07-18,18667
2015-07-19,19327
2015-07-20,19843
2015-07-21,19309
2015-07-22,19193
2015-07-23,19193
2015-07-24,19395
2015-07-25,19374
2015-07-26,19177
2015-07-27,19263
2015-07-28,18857
2015-07-29,19371
2015-07-30,19236
2015-07-31,19530
2015-08-01,20241
2015-08-02,20917
2015-08-03,21734
2015-08-04,22765
2015-08-05,23207
2015-08-06,22095
2015-08-07,21449
2015-08-08,21610
2015-08-09,22541
2015-08-10,23379
2015-08-11,24329
2015-08-12,24329
2015-08-13,24740
2015-08-14,24208
2015-08-15,24208
2015-08-16,23713
2015-08-17,23008
2015-08-18,22284
2015-08-19,22022
2015-08-20,22022
2015-08-21,22320
2015-08-22,22702
2015-08-23,22702
2015-08-24,23204
2015-08-25,23204
2015-08-26,22444
2015-08-27,21658
2015-08-28,21658
2015-08-29,21062
2015-08-30,21062
2015-08-31,21283
2015-09-01,21635
2015-09-02,21635
2015-09-03,22193
2015-09-04,22554
2015-09-05,22554
2015-09-06,22777
2015-09-07,22655
2015-09-08,23419
2015-09-09,23597
2015-09-10,23983
2015-09-11,24402
2015-09-12,25376
2015-09-13,26231
2015-09-14,27440
2015-09-15,28573
2015-09-16,28573
2015-09-17,29731
2015-09-18,31083
2015-09-19,32530
2015-09-20,34043
2015-09-21,35383
2015-09-22,36967
2015-09-23,37795
2015-09-24,37795
2015-09-25,36537
2015-09-27,33203
2015-09-28,31721
2015-09-29,31721
2015-09-30,30655
2015-10-05,29199
2015-10-06,28493
2015-10-07,28493
2015-10-08,28541
2015-10-09,28412
2015-10-10,28412
2015-10-11,28470
2015-10-12,28470
2015-10-13,27393
2015-10-14,27393
2015-10-15,26577
2015-10-16,26577
2015-10-17,26544
2015-10-18,26544
2015-10-19,26457
2015-10-20,26457
2015-10-22,26272
2015-10-23,26185
2015-10-24,26185
2015-10-25,26244
2015-10-26,26244
2015-10-27,27139
2015-10-29,27145
2015-10-30,27145
2015-10-31,26319
2015-11-01,26319
2015-11-02,25424
2015-11-03,25424
2015-11-04,25138
2015-11-05,25138
2015-11-06,24751
2015-11-07,24313
2015-11-08,24313
2015-11-09,23710
2015-11-10,23710
2015-11-11,22897
2015-11-12,22897
2015-11-13,22012
2015-11-14,22012
2015-11-15,21743
2015-11-16,21743
2015-11-17,21711
2015-11-18,21711
2015-11-19,21913
2015-11-20,21913
2015-11-21,21847
2015-11-22,21838
2015-11-23,21838
2015-11-24,21644
2015-11-25,21737
2015-11-26,21737
2015-11-27,21627
2015-11-28,21627
2015-11-29,20816
2015-11-30,20865
2015-12-01,20865
2015-12-02,21213
2015-12-03,21665
2015-12-04,21665
2015-12-05,22102
2015-12-06,22548
2015-12-07,22548
2015-12-08,22974
2015-12-09,23763
2015-12-10,24557
2015-12-11,25572
2015-12-12,26317
2015-12-13,27094
2015-12-14,27094
2015-12-15,25866
2015-12-16,24572
2015-12-17,23343
2015-12-18,22175
2015-12-19,21066
2015-12-20,20012
2015-12-21,19011
2015-12-22,18061
2015-12-23,17157
2015-12-24,16299
2015-12-25,15485
2015-12-26,14710
2015-12-27,13974
2015-12-28,13275
2015-12-29,12611
2015-12-30,11981
2015-12-31,11381
2016-01-01,10811
2016-01-02,10270
2016-01-03,9756
2016-01-04,9281
2016-01-05,8819
2016-01-06,8381
2016-01-07,8003
2016-01-08,7784
2016-01-09,7577
2016-01-10,7422
2016-01-11,7167
2016-01-12,7077
2016-01-13,7077
2016-01-14,7028
2016-01-15,7076
2016-01-16,7112
2016-01-17,6961
2016-01-18,6880
2016-01-19,6880
2016-01-20,6884
2016-01-21,6884
2016-01-22,6772
2016-01-23,6746
2016-01-24,6746
2016-01-25,6635
2016-01-26,6635
2016-01-27,6664
2016-01-28,6664
2016-01-29,6773
2016-01-30,6773
2016-01-31,6928
2016-02-01,6988
2016-02-02,6988
2016-02-03,6960
2016-02-04,6960
2016-02-05,6965
2016-02-06,6993
2016-02-07,6993
2016-02-08,7043
2016-02-09,7043
2016-02-10,7120
2016-02-11,7120
2016-02-12,7308
2016-02-13,7492
2016-02-14,7492
2016-02-15,7429
2016-02-16,7429
2016-02-17,7450
2016-02-18,7450
2016-02-19,7373
2016-02-20,7373
2016-02-21,7311
2016-02-22,7311
2016-02-23,7531
2016-02-24,7531
2016-02-25,7389
2016-02-26,7389
2016-02-27,7315
2016-02-28,7315
2016-02-29,7382
2016-03-01,7382
2016-03-02,7446
2016-03-03,7624
2016-03-04,7624
2016-03-05,7692
2016-03-06,7684
2016-03-07,7684
2016-03-08,7783
2016-03-09,7783
2016-03-10,7720
2016-03-11,7720
2016-03-12,7724
2016-03-13,7724
2016-03-14,7623
2016-03-15,7623
2016-03-16,7653
2016-03-17,7653
2016-03-18,7540
2016-03-19,7540
2016-03-20,7230
2016-03-21,7230
2016-03-22,6896
2016-03-23,6896
2016-03-24,6710
2016-03-25,6710
2016-03-26,6569
2016-03-27,6569
2016-03-28,6385
2016-03-29,6385
2016-03-30,6349
2016-03-31,6349
2016-04-01,6173
2016-04-02,6173
2016-04-03,5965
2016-04-04,5965
2016-04-05,5956
2016-04-06,5956
2016-04-07,6019
2016-04-08,6019
2016-04-09,5963
2016-04-10,5963
2016-04-11,5885
2016-04-12,5885
2016-04-13,5907
2016-04-14,5907
2016-04-15,5873
2016-04-16,5873
2016-04-17,5871
2016-04-18,5678
2016-04-19,5678
2016-04-20,5645
2016-04-21,5645
2016-04-22,5645
2016-04-23,5743
2016-04-24,5743
2016-04-25,5696
2016-04-26,5696
2016-04-27,5739
2016-04-28,5739
2016-04-29,5748
2016-04-30,5748
2016-05-01,5828
2016-05-02,5828
2016-05-03,5893
2016-05-04,5893
2016-05-05,5798
2016-05-06,5798
2016-05-07,5625
2016-05-08,5625
2016-05-09,5573
2016-05-10,5573
2016-05-11,5528
2016-05-12,5528
2016-05-13,5579
2016-05-14,5579
2016-05-15,5571
2016-05-16,5571
2016-05-17,5559
2016-05-18,5559
2016-05-19,5707
2016-05-22,5641
2016-05-23,5472
2016-05-24,5472
2016-05-25,5486
2016-05-26,5486
2016-05-27,5570
2016-05-28,5570
2016-05-29,5619
2016-05-30,5619
2016-05-31,5735
2016-06-01,5803
2016-06-02,5803
2016-06-03,5900
2016-06-04,6118
2016-06-05,6118
2016-06-06,6225
2016-06-07,6225
2016-06-08,6420
2016-06-09,6420
2016-06-10,6522
2016-06-11,6522
2016-06-12,6586
2016-06-13,6586
2016-06-14,6613
2016-06-15,6613
2016-06-16,6632
2016-06-17,6622
2016-06-18,6622
2016-06-19,6674
2016-06-20,6674
2016-06-21,6722
2016-06-22,6722
2016-06-23,6770
2016-06-24,6770
2016-06-25,6849
2016-06-26,6849
2016-06-27,6882
2016-06-28,6882
2016-06-29,6925
2016-06-30,6925
2016-07-01,6826
2016-07-02,6826
2016-07-03,6826
2016-07-04,6743
2016-07-05,6743
2016-07-06,6675
2016-07-07,6675
2016-07-08,6642
2016-07-09,6642
2016-07-10,6604
2016-07-11,6604
2016-07-12,6631
2016-07-13,6631
2016-07-14,6536
2016-07-15,6536
2016-07-16,6402
2016-07-17,6402
2016-07-18,6193
2016-07-23,5851
2016-07-24,5851
2016-07-25,5725
2016-07-26,5725
2016-07-27,5725
2016-07-28,5591
2016-07-29,5591
2016-07-30,5521
2016-07-31,5521
2016-08-01,5521
2016-08-02,5412
2016-08-03,5412
2016-08-04,5412
2016-08-05,5430
2016-08-06,5430
2016-08-07,5314
2016-08-08,5314
2016-08-09,5177
2016-08-10,5177
2016-08-11,5177
2016-08-12,5185
2016-08-13,5185
2016-08-14,5185
2016-08-15,5273
2016-08-16,5273
2016-08-17,5273
2016-08-18,5434
2016-08-19,5434
2016-08-20,5358
2016-08-21,5358
2016-08-22,5358
2016-08-23,5242
2016-08-24,5242
2016-08-25,5242
2016-08-26,5212
2016-08-28,5106
2016-08-31,5225
2016-09-01,5225
2016-09-02,5225
2016-09-03,5327
2016-09-04,5327
2016-09-05,5351
2016-09-06,5351
2016-09-07,5351
2016-09-08,5441
2016-09-09,5441
2016-09-10,5585
2016-09-11,5585
2016-09-12,5630
2016-09-13,5630
2016-09-14,5875
2016-09-15,5875
2016-09-16,6080
2016-09-17,6080
2016-09-18,6103
2016-09-19,6103
2016-09-20,6203
2016-09-21,6203
2016-09-22,6282
2016-09-23,6282
2016-09-24,6282
2016-09-25,6356
2016-09-26,6356
2016-09-27,6356
2016-09-28,6127
2016-09-29,6127
2016-09-30,5967
2016-10-01,5967
2016-10-02,6047
2016-10-03,6047
2016-10-04,6047
2016-10-05,6081
2016-10-06,6081
2016-10-07,6081
2016-10-08,6159
2016-10-09,6159
2016-10-10,6159
2016-10-11,6120
2016-10-12,6120
2016-10-13,6062
2016-10-14,6062
2016-10-15,6004
2016-10-16,6004
2016-10-17,6073
2016-10-18,6073
2016-10-19,6073
2016-10-20,5929
2016-10-21,5929
2016-10-22,5910
2016-10-23,5910
2016-10-24,5966
2016-10-25,5966
2016-10-26,5966
2016-10-27,5912
2016-10-28,5912
2016-10-29,5912
2016-10-30,5849
2016-10-31,5849
2016-11-01,5849
2016-11-02,5705
2016-11-03,5705
2016-11-04,5786
2016-11-05,5786
2016-11-06,5786
2016-11-07,5814
2016-11-08,5814
2016-11-09,5814
2016-11-10,5996
2016-11-11,5996
2016-11-12,6117
2016-11-13,6117
2016-11-14,6153
2016-12-08,6947
2016-12-09,6947
2016-12-10,7112
2016-12-11,7326
2016-12-12,7326
2016-12-13,7269
2016-12-14,6905
2016-12-15,6559
2016-12-16,6231
2016-12-17,5922
2016-12-18,5626
2016-12-19,5356
2016-12-20,5169
2016-12-21,4921
2016-12-22,4675
2016-12-23,4482
2016-12-24,4394
2016-12-25,4248
2016-12-26,4093
2016-12-27,3979
2016-12-28,3878
2016-12-29,3701
2016-12-30,3526
2016-12-31,3438
2017-01-01,3349
2017-01-02,3207
2017-01-03,3207
2017-01-04,3048
2017-01-05,3048
2017-01-06,3027
2017-01-07,3099
2017-01-08,3183
2017-01-09,3251
2017-01-10,3251
2017-01-11,3350
2017-01-12,3437
2017-01-13,3437
2017-01-14,3413
2017-01-15,3438
2017-01-16,3438
2017-01-17,3418
2017-01-18,3418
2017-01-19,3377
2017-01-20,3377
2017-01-21,3369
2017-01-22,3369
2017-01-27,3455
2017-01-28,3455
2017-01-29,3490
2017-01-30,3490
2017-01-31,3535
2017-02-01,3623
2017-02-02,3623
2017-02-03,3669
2017-02-04,3669
2017-02-05,3651
2017-02-06,3651
2017-02-07,3639
2017-02-08,3639
2017-02-09,3697
2017-02-10,3745
2017-02-11,3745
2017-02-12,3788
2017-02-13,3788
2017-02-14,3842
2017-02-15,3842
2017-02-16,3817
2017-02-18,3817
2017-02-19,3839
2017-02-20,3839
2017-02-21,3861
2017-02-22,3861
2017-02-23,3861
2017-02-24,3789
2017-02-25,3789
2017-02-26,3811
2017-02-27,3811
2017-02-28,3943
2017-03-01,3943
2017-03-02,3984
2017-03-03,3984
2017-03-04,3911
2017-03-05,3911
2017-03-06,3888
2017-03-07,3888
2017-03-08,3888
2017-03-09,4020
2017-03-10,4020
2017-03-11,4078
2017-03-12,4078
2017-03-13,4069
2017-03-14,4069
2017-03-15,4178
2017-03-16,4178
2017-03-17,4273
2017-03-18,4273
2017-03-19,4375
2017-03-20,4375
2017-03-21,4300
2017-03-22,4300
2017-03-23,4350
2017-03-24,4350
2017-03-25,4399
2017-03-26,4399
2017-03-27,4434
2017-03-28,4434
2017-03-29,4563
2017-03-30,4563
2017-03-31,4652
2017-04-01,4652
2017-04-02,4652
2017-04-03,4732
2017-04-04,4732
2017-04-12,4913
2017-04-13,4913
2017-04-14,4974
2017-04-15,4974
2017-04-16,5054
2017-04-17,5054
2017-04-18,4988
2017-04-19,4988
2017-04-20,4988
2017-04-21,4988
2017-04-22,4988
2017-04-23,5126
2017-04-24,5126
2017-04-25,5178
2017-04-26,5178
2017-04-27,5178
2017-04-28,5237
2017-04-29,5237
2017-04-30,5185
2017-05-01,5185
2017-05-02,5182
2017-05-03,5182
2017-05-04,5255
2017-05-05,5255
2017-05-06,5365
2017-05-07,5365
2017-05-08,5365
2017-05-09,5480
2017-05-10,5480
2017-05-11,5480
2017-05-12,5584
2017-05-13,5584
2017-05-14,5674
2017-05-15,5674
2017-05-16,5761
2017-05-17,5761
2017-05-18,5761
2017-05-19,5757
2017-05-20,5757
2017-05-21,5757
2017-05-22,5777
2017-05-23,5777
2017-05-24,5699
2017-05-25,5699
2017-05-26,5731
2017-05-27,5731
2017-05-28,5696
2017-05-29,5696
2017-05-30,5730
2017-05-31,5730
2017-06-01,5746
2017-06-02,5746
2017-06-03,5823
2017-06-06,5745
2017-06-07,5788
2017-06-08,5788
2017-06-09,5788
2017-06-10,5840
2017-06-11,5840
2017-06-12,5840
2017-06-13,5732
2017-06-14,5732
2017-06-15,5732
2017-06-16,5833
2017-06-17,5833
2017-06-18,5691
2017-06-19,5691
2017-06-20,5691
2017-06-21,5657
2017-06-22,5657
2017-06-23,5657
2017-06-24,5611
2017-06-25,5611
2017-06-26,5611
2017-06-27,5695
2017-06-28,5695
2017-06-29,5695
2017-06-30,5797
2017-07-01,5797
2017-07-02,5797
2017-07-03,5773
2017-07-04,5773
2017-07-05,5773
2017-07-06,5761
2017-07-07,5761
2017-07-08,5761
2017-07-13,6005
2017-07-14,6005
2017-07-15,6127
2017-07-16,6127
2017-07-17,6245
2017-07-18,6245
2017-07-19,6329
2017-07-20,6329
2017-07-21,6314
2017-07-22,6314
2017-07-23,6306
2017-07-24,6306
2017-07-25,6473
2017-07-26,6473
2017-07-27,6513
2017-07-28,6513
2017-07-29,6513
2017-07-30,6652
2017-07-31,6652
2017-08-01,6652
2017-08-02,6584
2017-08-03,6584
2017-08-04,6584
2017-08-05,6756
2017-08-06,6756
2017-08-09,6965
2017-08-10,6756
2017-08-11,6756
2017-08-12,6756
2017-08-13,6925
2017-08-14,6925
2017-08-15,7130
2017-08-17,7352
2017-08-18,7352
2017-08-19,7352
2017-08-20,7418
2017-08-21,7418
2017-08-22,7599
2017-08-23,7599
2017-08-24,7599
2017-08-25,7818
2017-08-26,7818
2017-08-27,7796
2017-08-28,7796
2017-08-29,7796
2017-08-30,8074
2017-08-31,8074
2017-09-01,8074
2017-09-02,8415
2017-09-03,8415
2017-09-04,8415
2017-09-05,8736
2017-09-06,8736
2017-09-07,8881
2017-09-08,8881
2017-09-09,9110
2017-09-10,9110
2017-09-11,8987
2017-09-12,8987
2017-09-13,8685
2017-09-14,8685
2017-09-15,8685
2017-09-16,8954
2017-09-17,8954
2017-09-19,8943
2017-09-20,9250
2017-09-21,9250
2017-09-22,9527
2017-09-23,9527
2017-09-24,9527
2017-09-25,9903
2017-09-26,9903
2017-09-27,9903
2017-09-28,10235
2017-09-29,10235
2017-09-30,10479
2017-10-01,10479
2017-10-02,10829
2017-10-03,10829
2017-10-04,10829
2017-10-05,10974
2017-10-06,10974
2017-10-07,11227
2017-10-08,11227
2017-10-09,11227
2017-10-10,11287
2017-10-11,11287
2017-10-12,11287
2017-10-13,11526
2017-10-14,11526
2017-10-15,11526
2017-10-16,11786
2017-10-17,11786
2017-10-18,11786
2017-10-19,12229
2017-10-20,12229
2017-10-21,12229
2017-10-22,12309
2017-10-23,12309
2017-10-24,12309
2017-10-25,12378
2017-10-26,12378
2017-10-27,12378
2017-10-28,12608
2017-10-29,12608
2017-10-30,12517
2017-10-31,12517
2017-11-01,12517
2017-11-02,12729
2017-11-03,12729
2017-11-04,12955
2017-11-05,12955
2017-11-06,12955
2017-11-07,13220
2017-11-08,13220
2017-11-09,13501
2017-11-10,13501
2017-11-11,13501
2017-11-12,13372
2017-11-13,13372
2017-11-14,13372
2017-11-15,13757
2017-11-16,13757
2017-11-17,14278
2017-11-18,14278
2017-11-19,14574
2017-11-20,14574
2017-11-21,14700
2017-11-22,14700
2017-11-23,15016
2017-11-24,15016
2017-11-25,15669
2017-11-26,15669
2017-11-27,15669
2017-11-28,16175
2017-11-29,16175
2017-11-30,16793
2017-12-01,17326
2017-12-02,17326
2017-12-03,17342
2017-12-04,17342
2017-12-05,17475
2017-12-06,17475
2017-12-07,16909
2017-12-08,16909
2017-12-09,16063
2017-12-10,15259
2017-12-11,14496
2017-12-12,13771
2017-12-13,13082
2017-12-14,12429
2017-12-15,11814
2017-12-16,11409
2017-12-17,10915
2017-12-18,10411
2017-12-19,9914
2017-12-20,9565
2017-12-21,9086
2017-12-22,8706
2017-12-23,8347
2017-12-24,8377
2017-12-25,8134
2017-12-26,7934
2017-12-27,7773
2017-12-28,7773
2017-12-29,7737
2017-12-30,7604
2017-12-31,7415
2018-01-01,7316
2018-01-02,7139
2018-01-03,6866
2018-01-04,6866
2018-01-05,6679
2018-01-06,6365
2018-01-07,6365
2018-01-08,6223
2018-01-09,6401
2018-01-10,6401
2018-01-11,6446
2018-01-12,6446
2018-01-13,6547
2018-01-14,6547
2018-01-15,6499
2018-01-16,6499
2018-01-17,6496
2018-01-18,6496
2018-01-19,6497
2018-01-20,6497
2018-01-21,6408
2018-01-22,6408
2018-01-23,6624
2018-01-24,6624
2018-01-25,6815
2018-01-26,6815
2018-01-27,6817
2018-01-28,6829
2018-01-29,6829
2018-01-30,6989
2018-02-01,7110
2018-02-02,7110
2018-02-03,7286
2018-02-04,7286
2018-02-05,7314
2018-02-06,7314
2018-02-07,7259
2018-02-08,7259
2018-02-09,7359
2018-02-10,7359
2018-02-11,7508
2018-02-12,7508
2018-02-13,7332
2018-02-14,7332
2018-02-15,7316
2018-02-16,7316
2018-02-17,7435
2018-02-18,7435
2018-02-19,7527
2018-02-20,7527
2018-02-21,7742
2018-02-22,7742
2018-02-23,7883
2018-02-24,7883
2018-02-25,7870
2018-02-26,7870
2018-02-27,8063
2018-02-28,8063
2018-03-01,8063
2018-03-02,8188
2018-03-03,8188
2018-03-04,8188
2018-03-05,8160
2018-03-06,8160
2018-03-07,8172
2018-03-08,8172
2018-03-09,8425
2018-03-10,8425
2018-03-11,8785
2018-03-12,8785
2018-03-13,9059
2018-03-14,9059
2018-03-15,9301
2018-03-16,9301
2018-03-17,9283
2018-03-18,9283
2018-03-19,9283
2018-03-20,9067
2018-03-21,9067
2018-03-23,8969
2018-03-24,8969
2018-03-26,9122
2018-03-27,9451
2018-03-28,9451
2018-03-29,9742
2018-03-30,9742
2018-03-31,9742
2018-04-01,10102
2018-04-02,10102
2018-04-03,10432
2018-04-04,10432
2018-04-05,10432
2018-04-06,10481
2018-04-08,10481
2018-04-09,10887
2018-04-10,10887
2018-04-11,10887
2018-04-12,11126
2018-04-13,11126
2018-04-14,11126
2018-04-15,11354
2018-04-16,11354
2018-04-17,11354
2018-04-18,11387
2018-04-19,11387
2018-04-20,11387
2018-04-21,11565
2018-04-22,11565
2018-04-23,11565
2018-04-24,11643
2018-04-25,11643
2018-04-26,11643
2018-04-27,11683
2018-04-28,11683
2018-04-29,11536
2018-04-30,11536
2018-05-01,11414
2018-05-02,11414
2018-05-03,11414
2018-05-04,10955
2018-05-05,10955
2018-05-06,10658
2018-05-07,10658
2018-05-08,10432
2018-05-09,10432
2018-05-10,10203
2018-05-11,10203
2018-05-12,9703
2018-05-13,9703
2018-05-14,9361
2018-05-15,9361
2018-05-16,9240
2018-05-17,9240
2018-05-18,9451
2018-05-19,9451
2018-05-20,9601
2018-05-21,9601
2018-05-22,9621
2018-05-23,9621
2018-05-24,9640
2018-05-25,9640
2018-05-26,9584
2018-05-27,9584
2018-05-28,9703
2018-05-29,9703
2018-05-30,9935
2018-05-31,9935
2018-06-01,9890
2018-06-02,9890
2018-06-03,9807
2018-06-04,9807
2018-06-05,9894
2018-06-06,9894
2018-06-07,9829
2018-06-08,9829
2018-06-09,10073
2018-06-10,10073
2018-06-11,9765
2018-06-12,9765
2018-06-13,9652
2018-06-14,9652
2018-06-15,9639
2018-06-16,9639
2018-06-17,9716
2018-06-18,9716
2018-06-19,9408
2018-06-20,9408
2018-06-21,9408
2018-06-22,9280
2018-06-23,9280
2018-06-24,9280
2018-06-25,9398
2018-06-26,9398
2018-06-27,9398
2018-06-28,9465
2018-06-29,9465
2018-06-30,9217
2018-07-01,9217
2018-07-02,9217
2018-07-03,9420
2018-07-04,9420
2018-07-05,9420
2018-07-06,9216
2018-07-07,9216
2018-07-08,9216
2018-07-09,9424
2018-07-10,9424
2018-07-11,9675
2018-07-12,9675
2018-07-13,9697
2018-07-14,9697
2018-07-15,9708
2018-07-16,9708
2018-07-17,9620
2018-07-18,9620
2018-07-19,9620
2018-07-20,9870
2018-07-21,9870
2018-07-22,10037
2018-07-23,10202
2018-07-24,10202
2018-07-25,10202
2018-07-26,10201
2018-07-27,10201
2018-07-28,10159
2018-07-29,10159
2018-07-30,9990
2018-07-31,10024
2018-08-01,10024
2018-08-02,10158
2018-08-03,10158
2018-08-04,10020
2018-08-05,10020
2018-08-06,10097
2018-08-07,10097
2018-08-08,10302
2018-08-09,10302
2018-08-10,10660
2018-08-11,10660
2018-08-12,10854
2018-08-14,11267
2018-08-16,11589
2018-08-17,11740
2018-08-18,11740
2018-08-19,11354
2018-08-20,11540
2018-08-21,11540
2018-08-22,11537
2018-08-23,11537
2018-08-24,11853
2018-08-25,12222
2018-08-26,12222
2018-08-27,11798
2018-08-28,11589
2018-08-29,11589
2018-08-30,11958
2018-08-31,12515
2018-09-01,13115
2018-09-02,13115
2018-09-03,13771
2018-09-04,14375
2018-09-05,15094
2018-09-06,15094
2018-09-07,15819
2018-09-08,16514
2018-09-09,16514
2018-09-10,17307
2018-09-11,17307
2018-09-12,18172
2018-09-13,18172
2018-09-14,19080
2018-09-15,19969
2018-09-16,19969
2018-09-17,20929
2018-09-18,21661
2018-09-19,21661
2018-09-20,22453
2018-09-21,22453
2018-09-22,23078
2018-09-23,23931
2018-09-24,25121
2018-09-25,25121
2018-09-26,26360
2018-09-27,27588
2018-09-28,28899
2018-09-29,30254
2018-09-30,31673
2018-10-02,34839
2018-10-03,36542
2018-10-04,38262
2018-10-05,39724
2018-10-06,41655
2018-10-07,41655
2018-10-08,42978
2018-10-09,43906
2018-10-10,45094
2018-10-11,46600
2018-10-12,46600
2018-10-13,44528
2018-10-14,44528
2018-10-15,42509
2018-10-16,42509
2018-10-17,40383
2018-10-18,38470
2018-10-19,36666
2018-10-20,36666
2018-10-21,34837
2018-10-22,33309
2018-10-23,33309
2018-10-24,31944
2018-10-25,31944
2018-10-26,30984
2018-10-27,30256
2018-10-28,29641
2018-10-29,29641
2018-10-30,29600
2018-10-31,30199
2018-11-01,31098
2018-11-03,32655
2018-11-04,34127
2018-11-05,35788
2018-11-06,37566
2018-11-07,39441
2018-11-08,41175
2018-11-09,42932
2018-11-10,44816
2018-11-11,47036
2018-11-12,49210
2018-11-13,51580
2018-11-14,53588
2018-11-15,55027
2018-11-16,55449
2018-11-17,57863
2018-11-18,60496
2018-11-19,63422
2018-11-20,66491
2018-11-21,68853
2018-11-22,68241
2018-11-23,64828
2018-11-24,61586
2018-11-25,58591
2018-11-26,55711
2018-11-27,53192
2018-11-28,50582
2018-11-29,48354
2018-12-01,44585
2018-12-02,42841
2018-12-03,41289
2018-12-04,40844
2018-12-05,41691
2018-12-07,44434
2018-12-09,41038
2018-12-11,40003
2018-12-12,39628
2018-12-13,37646
2018-12-14,35763
2018-12-15,33974
2018-12-16,32276
2018-12-17,30662
2018-12-18,29129
2018-12-19,27674
2018-12-20,26290
2018-12-21,24975
2018-12-22,23727
2018-12-23,22541
2018-12-24,21413
2018-12-25,20342
2018-12-26,19325
2018-12-27,18358
2018-12-28,17440
2018-12-29,16568
2018-12-30,15740
2018-12-31,14958
2019-01-01,14248
2019-01-02,13594
2019-01-03,12944
2019-01-04,12323
2019-01-05,11743
2019-01-06,11156
2019-01-08,10069
2019-01-10,9690
2019-01-11,9916
2019-01-12,10210
2019-01-13,10493
2019-01-14,10728
2019-01-15,11031
2019-01-16,11321
2019-01-17,11629
2019-01-18,11981
2019-01-19,12064
2019-01-20,12066
2019-01-21,11969
2019-01-22,12105
2019-01-23,12420
2019-01-24,12457
2019-01-25,12674
2019-01-26,12860
2019-01-27,12861
2019-01-28,13073
2019-01-29,12880
2019-01-30,13165
2019-01-31,13165
2019-02-01,13424
2019-02-02,13424
2019-02-03,13758
2019-02-04,13758
2019-02-05,13991
2019-02-06,13991
2019-02-07,13568
2019-02-08,13153
2019-02-09,13184
2019-02-10,13293
2019-02-11,13582
2019-02-12,13582
2019-02-13,13713
2019-02-14,13713
2019-02-15,13634
2019-02-16,13241
2019-02-17,13241
2019-02-18,13092
2019-02-19,13092
2019-02-20,13155
2019-02-21,13224
2019-02-22,13224
2019-02-23,12786
2019-02-24,12613
2019-02-25,12347
2019-02-26,12347
2019-02-27,12482
2019-02-28,12482
2019-03-01,11908
2019-03-02,11356
2019-03-03,11288
2019-03-04,11301
2019-03-05,11537
2019-03-06,11594
2019-03-07,11594
2019-03-08,11888
2019-03-09,11888
2019-03-10,12055
2019-03-11,12085
2019-03-12,12078
2019-03-13,12078
2019-03-14,12031
2019-03-15,12031
2019-03-16,12258
2019-03-17,12303
2019-03-18,12303
2019-03-19,12455
2019-03-20,12520
2019-03-21,12520
2019-03-22,12390
2019-03-23,12181
2019-03-24,12181
2019-03-25,12468
2019-03-26,12843
2019-03-27,12843
2019-03-28,12964
2019-03-29,13347
2019-03-30,13347
2019-03-31,13528
2019-04-01,13528
2019-04-02,13652
2019-04-03,14006
2019-04-04,14006
2019-04-05,13947
