date_obj,Blue%20partyhat price
2019-03-26,21538
2019-03-27,21538
2019-03-28,21538
2019-03-29,21719
2019-03-30,21719
2019-03-31,21719
2019-04-01,21849
2019-04-02,21849
2019-04-03,21450
2019-04-04,21450
2019-04-05,21865
2019-04-06,21865
2019-04-07,21909
2019-04-08,21909
2019-04-09,22312
2019-04-10,22312
2019-04-11,22219
2019-04-12,22219
2019-04-13,21799
2019-04-14,21799
2019-04-15,21649
2019-04-16,21649
2019-04-17,21611
2019-04-18,21611
2019-04-19,21815
2019-04-20,21815
2019-04-21,21934
2019-04-22,21934
2019-04-23,21247
2019-04-24,21247
2019-04-25,21247
2019-04-26,21348
2019-04-27,21348
2019-04-28,21348
2019-04-29,20886
2019-04-30,20886
2019-05-01,20886
2019-05-02,20875
2019-05-03,20875
2019-05-04,21135
2019-05-05,21135
2019-05-06,21135
2019-05-07,21212
2019-05-08,21212
2019-05-09,21212
2019-05-10,21006
2019-05-11,21006
2019-05-12,20786
2019-05-13,20786
2019-05-14,20943
2019-05-15,20943
2019-05-16,20943
2019-05-17,21173
2019-05-18,21173
2019-05-19,21629
2019-05-20,21629
2019-05-21,21629
2019-05-22,22006
2019-05-23,22006
2019-05-24,22507
2019-05-25,22507
2019-05-26,22507
2019-05-27,22902
2019-05-28,22902
2019-05-29,23156
2019-05-30,23156
2019-05-31,23156
2019-06-01,23780
2019-06-02,23780
2019-06-03,24864
2019-06-04,24864
2019-06-05,26097
2019-06-06,26097
2019-06-07,26097
2019-06-08,27089
2019-06-09,27089
2019-06-10,27089
2019-06-11,28010
2019-06-12,28010
2019-06-13,29032
2019-06-14,29032
2019-06-15,29032
2019-06-16,30157
2019-06-17,30157
2019-06-18,30157
2019-06-19,31578
2019-06-20,31578
2019-06-21,31767
2019-06-22,31767
2019-06-23,32596
2019-06-24,32596
2019-06-25,32596
2019-06-26,33317
2019-06-27,33317
2019-06-28,33317
2019-06-29,33618
2019-06-30,33618
2019-07-01,33618
2019-07-02,33728
2019-07-03,33728
2019-07-04,33728
2019-07-05,33450
2019-07-06,33450
2019-07-07,33450
2019-07-08,32326
2019-07-09,32326
2019-07-10,32326
2019-07-11,31371
2019-07-12,31371
2019-07-13,31371
2019-07-14,31195
2019-07-15,31195
2019-07-16,31195
2019-07-17,30674
2019-07-18,30674
2019-07-19,30674
2019-07-20,30034
2019-07-21,30034
2019-07-22,28867
2019-07-23,28867
2019-07-24,28867
2019-07-25,27930
2019-07-26,27930
2019-07-27,27930
2019-07-28,26831
2019-07-29,26831
2019-07-30,26831
2019-07-31,26353
2019-08-01,26353
2019-08-02,26353
2019-08-03,25764
2019-08-04,25764
2019-08-05,25764
2019-08-06,25450
2019-08-07,25450
2019-08-08,25450
2019-08-09,25108
2019-08-10,25108
2019-08-11,25108
2019-08-12,25021
2019-08-13,25021
2019-08-14,25021
2019-08-15,25153
2019-08-16,25153
2019-08-17,25153
2019-08-18,25975
2019-08-19,25975
2019-08-20,25975
2019-08-21,26958
2019-08-22,26958
2019-08-23,26958
2019-08-24,27756
2019-08-24,27756
2019-08-25,27756
2019-08-25,27756
2019-08-26,27756
2019-08-26,27756
2019-08-27,29052
2019-08-27,29052
2019-08-28,29052
2019-08-29,29052
2019-08-30,29255
2019-08-31,29255
2019-09-01,29255
2019-09-02,29465
2019-09-03,29465
2019-09-04,30141
2019-09-05,30141
2019-09-06,30141
2019-09-07,30923
2019-09-08,30923
2019-09-09,30923
2019-09-10,31080
2019-09-11,31080
2019-09-12,31080
2019-09-13,30205
2019-09-14,30205
2019-09-15,30205
2019-09-16,29361
2019-09-17,29361
2019-09-18,29361
2019-09-19,28860
2019-09-20,28860
2019-09-21,28860
2019-09-22,28516
2019-09-23,28516
2019-09-24,28516
2019-09-25,28433
2019-09-26,28433
2019-09-27,28433
2019-09-28,27531
2019-09-29,27531
2019-09-30,27531
2019-10-01,26396
2019-10-02,26396
2019-10-03,26396
2019-10-04,26396
2019-10-05,25087
2019-10-06,25087
2019-10-07,25087
2019-10-08,24411
2019-10-09,24411
2019-10-10,24411
2019-10-11,24380
2019-10-12,24380
2019-10-13,24380
2019-10-14,24384
2019-10-15,24384
2019-10-16,24384
2019-10-17,23682
2019-10-18,23682
2019-10-19,23682
2019-10-20,23277
2019-10-21,23277
2019-10-22,23277
2019-10-23,22328
2019-10-24,22328
2019-10-25,22328
2019-10-26,22554
2019-10-27,22554
2019-10-28,22554
2019-10-29,23588
2019-10-30,23588
2019-10-31,23588
2019-11-01,23449
2019-11-02,23449
2019-11-03,23449
2019-11-04,22639
2019-11-05,22639
2019-11-06,22639
2019-11-07,22639
2019-11-08,22186
2019-11-09,22186
2019-11-10,21607
2019-11-11,21607
2019-11-12,21607
2019-11-13,21607
2019-11-14,20568
2019-11-15,20568
2019-11-16,19603
2019-11-17,19603
2019-11-18,19603
2019-11-19,18986
2019-11-20,18986
2019-11-21,18986
2019-11-22,18986
2019-11-23,18402
2019-11-24,18402
2019-11-25,18402
2019-11-26,17507
2019-11-27,17507
2019-11-28,17507
2019-11-29,17507
2019-11-30,16631
2019-12-01,16631
2019-12-02,16631
2019-12-03,15825
2019-12-04,15825
2019-12-05,15825
2019-12-06,16017
2019-12-07,16017
2019-12-08,16017
2019-12-09,16017
2019-12-10,15356
2019-12-11,14588
2019-12-12,13858
2019-12-13,13166
2019-12-14,12507
2019-12-15,11955
2019-12-16,11611
2019-12-17,11591
2019-12-18,11676
2019-12-19,12072
2019-12-20,12582
2019-12-21,13129
2019-12-22,13258
2019-12-23,13103
2019-12-24,13244
2019-12-25,12732
2019-12-26,12095
2019-12-27,11607
2019-12-28,11343
2019-12-29,11501
2019-12-30,11785
2019-12-31,12010
2020-01-01,12003
2020-01-02,11829
2020-01-03,11393
2020-01-04,11602
2020-01-05,11953
2020-01-06,11926
2020-01-07,11928
2020-01-08,11928
2020-01-09,11502
2020-01-10,10953
2020-01-11,10770
2020-01-12,10678
2020-01-13,10678
2020-01-14,10593
2020-01-15,10494
2020-01-16,10609
2020-01-17,10594
2020-01-18,10594
2020-01-19,10844
2020-01-20,10844
2020-01-21,11335
2020-01-22,11335
2020-01-23,11809
2020-01-24,11809
2020-01-25,12354
2020-01-26,12104
2020-01-27,12104
2020-01-28,11888
2020-01-29,11888
2020-01-30,12138
2020-01-31,12138
2020-02-01,12305
2020-02-02,12305
2020-02-03,11719
2020-02-04,11719
2020-02-05,11757
2020-02-06,11757
2020-02-07,11374
2020-02-08,11374
2020-02-09,11455
2020-02-10,11781
2020-02-11,11781
2020-02-12,12358
2020-02-13,12358
2020-02-14,12680
2020-02-15,12680
2020-02-16,12846
2020-02-17,12846
2020-02-18,12690
2020-02-19,12690
2020-02-20,12477
2020-02-21,12477
2020-02-22,11960
2020-02-23,11960
2020-02-24,12022
2020-02-25,12022
2020-02-26,12105
2020-02-27,12105
2020-02-28,12210
2020-02-29,12210
2020-03-01,12210
2020-03-02,11806
2020-03-03,11806
2020-03-04,11806
2020-03-05,11675
2020-03-06,11675
2020-03-07,11675
2020-03-08,11608
2020-03-09,11608
2020-03-10,11348
2020-03-11,11348
2020-03-12,11348
2020-03-13,11084
2020-03-14,11084
2020-03-15,10777
2020-03-16,10777
2020-03-17,10517
2020-03-18,10517
2020-03-19,10275
2020-03-20,10275
2020-03-21,10035
2020-03-22,10035
2020-03-23,9774
2020-03-24,9774
2020-03-25,9469
2020-03-26,9469
2020-03-27,9567
2020-03-28,9567
2020-03-29,9298
2020-03-30,9298
2020-03-31,9015
2020-04-01,9015
2020-04-02,8988
2020-04-03,8988
2020-04-04,8842
2020-04-05,8842
2020-04-06,8684
2020-04-07,8684
2020-04-08,8526
2020-04-09,8526
2020-04-10,8543
2020-04-11,8677
2020-04-12,8677
2020-04-13,8585
2020-04-14,8585
2020-04-15,8338
2020-04-16,8338
2020-04-17,8566
2020-04-18,8566
2020-04-19,8553
2020-04-20,8553
2020-04-21,8444
2020-04-22,8444
2020-04-23,8603
2020-04-24,8603
2020-04-25,8742
2020-04-26,8742
2020-04-27,8706
2020-04-28,8706
2020-04-29,8480
2020-04-30,8480
2020-05-01,8567
2020-05-02,8567
2020-05-03,8392
2020-05-04,8392
2020-05-05,8392
2020-05-06,8136
2020-05-07,8136
2020-05-08,7772
2020-05-09,7772
2020-05-10,7511
2020-05-11,7511
2020-05-12,7511
2020-05-13,7401
