date_obj,Ensouled%20bloodveld%20head price
2019-12-30,4726
2019-12-31,4762
2020-01-01,4770
2020-01-02,4788
2020-01-03,4808
2020-01-04,4907
2020-01-05,4869
2020-01-06,4907
2020-01-07,4773
2020-01-08,4784
2020-01-09,4699
2020-01-10,4736
2020-01-11,4733
2020-01-12,4752
2020-01-13,4705
2020-01-14,4667
2020-01-15,4554
2020-01-16,4679
2020-01-17,4883
2020-01-18,4938
2020-01-19,4937
2020-01-20,4817
2020-01-21,4734
2020-01-22,4818
2020-01-23,4911
2020-01-24,4863
2020-01-25,4832
2020-01-26,4804
2020-01-27,4830
2020-01-28,4817
2020-01-29,4908
2020-01-30,4917
2020-01-31,4869
2020-02-01,4912
2020-02-02,4869
2020-02-03,4853
2020-02-04,4892
2020-02-05,4913
2020-02-06,4864
2020-02-07,4858
2020-02-08,4867
2020-02-09,4881
2020-02-10,4775
2020-02-11,4844
2020-02-12,4798
2020-02-13,4870
2020-02-14,4847
2020-02-15,4749
2020-02-16,4708
2020-02-17,4671
2020-02-18,4530
2020-02-19,4507
2020-02-20,4622
2020-02-21,4634
2020-02-22,4666
2020-02-23,4721
2020-02-24,4790
2020-02-25,4824
2020-02-26,4920
2020-02-27,4891
2020-02-28,4832
2020-02-29,4679
2020-03-01,4749
2020-03-02,4776
2020-03-03,4784
2020-03-04,4803
2020-03-05,4798
2020-03-06,4771
2020-03-07,4759
2020-03-08,4825
2020-03-09,4782
2020-03-10,4730
2020-03-11,4656
2020-03-12,4761
2020-03-13,4883
2020-03-14,5017
2020-03-15,4950
2020-03-16,4773
2020-03-17,4702
2020-03-18,4828
2020-03-19,4781
2020-03-20,4765
2020-03-21,4707
2020-03-22,4644
2020-03-23,4644
2020-03-24,4706
2020-03-25,4740
2020-03-26,4728
2020-03-27,4703
2020-03-28,4695
2020-03-29,4686
2020-03-30,4652
2020-03-31,4616
2020-04-01,4777
2020-04-02,4877
2020-04-03,5114
2020-04-04,4958
2020-04-05,4866
2020-04-06,4755
2020-04-07,4713
2020-04-08,4760
2020-04-09,4715
2020-04-10,4719
2020-04-11,4816
2020-04-12,5051
2020-04-13,5126
2020-04-14,5100
2020-04-15,5321
2020-04-16,5354
2020-04-17,5523
2020-04-18,5407
2020-04-19,5387
2020-04-20,5390
2020-04-21,5191
2020-04-22,5157
2020-04-23,5075
2020-04-24,5083
2020-04-25,4950
2020-04-26,4882
2020-04-27,4858
2020-04-28,4953
2020-04-29,4937
2020-04-30,4908
2020-05-01,4927
2020-05-02,4967
2020-05-03,4945
2020-05-04,4896
2020-05-05,4966
2020-05-06,5049
2020-05-07,5096
2020-05-08,5248
2020-05-09,5356
2020-05-10,5425
2020-05-11,5503
2020-05-12,5560
2020-05-13,5608
