date_obj,Rune%20full%20helm price
2015-08-26,21629
2015-08-27,21468
2015-08-28,21601
2015-08-29,21837
2015-08-30,21673
2015-08-31,21674
2015-09-01,21780
2015-09-02,21808
2015-09-03,21917
2015-09-04,22071
2015-09-05,22087
2015-09-06,22084
2015-09-07,21873
2015-09-08,21787
2015-09-09,21727
2015-09-10,21645
2015-09-11,21574
2015-09-12,21482
2015-09-13,21306
2015-09-14,21181
2015-09-15,21043
2015-09-16,20919
2015-09-17,21019
2015-09-18,20891
2015-09-19,21091
2015-09-20,21300
2015-09-21,21349
2015-09-22,21519
2015-09-23,21625
2015-09-24,21866
2015-09-25,21947
2015-09-27,22168
2015-09-28,21968
2015-09-29,21879
2015-09-30,21855
2015-10-05,21300
2015-10-06,21400
2015-10-07,21527
2015-10-08,21571
2015-10-09,21535
2015-10-10,21511
2015-10-11,21342
2015-10-12,21357
2015-10-13,21495
2015-10-14,21994
2015-10-15,22243
2015-10-16,22070
2015-10-17,20969
2015-10-18,21154
2015-10-19,21769
2015-10-20,22095
2015-10-22,22415
2015-10-23,22049
2015-10-24,21373
2015-10-25,21426
2015-10-26,21568
2015-10-27,21749
2015-10-29,21799
2015-10-30,21914
2015-10-31,22100
2015-11-01,22253
2015-11-02,22193
2015-11-03,22274
2015-11-04,22156
2015-11-05,22147
2015-11-06,22172
2015-11-07,22035
2015-11-08,21739
2015-11-09,21752
2015-11-10,21743
2015-11-11,21841
2015-11-12,21953
2015-11-13,21842
2015-11-14,21894
2015-11-15,21768
2015-11-16,21795
2015-11-17,21726
2015-11-18,21789
2015-11-19,21923
2015-11-20,21943
2015-11-21,21837
2015-11-22,21862
2015-11-23,21735
2015-11-24,21726
2015-11-25,21823
2015-11-26,21911
2015-11-27,21919
2015-11-28,21683
2015-11-29,21655
2015-11-30,21596
2015-12-01,21486
2015-12-02,21613
2015-12-03,21535
2015-12-04,21567
2015-12-05,21460
2015-12-06,21437
2015-12-07,21349
2015-12-08,21318
2015-12-09,21440
2015-12-10,21601
2015-12-11,21587
2015-12-12,21653
2015-12-13,21677
2015-12-14,21823
2015-12-15,22057
2015-12-16,22169
2015-12-17,22283
2015-12-18,22362
2015-12-19,22355
2015-12-20,22333
2015-12-21,22338
2015-12-22,22536
2015-12-23,22671
2015-12-24,22662
2015-12-25,22433
2015-12-26,22398
2015-12-27,22559
2015-12-28,22292
2015-12-29,22442
2015-12-30,22440
2015-12-31,22535
2016-01-01,22557
2016-01-02,22554
2016-01-03,22761
2016-01-04,22606
2016-01-05,22661
2016-01-06,22632
2016-01-07,22763
2016-01-08,22809
2016-01-09,22873
2016-01-10,23062
2016-01-11,23210
2016-01-12,22843
2016-01-13,22100
2016-01-14,21842
2016-01-15,21537
2016-01-16,21413
2016-01-17,20868
2016-01-18,20896
2016-01-19,21166
2016-01-20,21486
2016-01-21,21559
2016-01-22,21691
2016-01-23,21549
2016-01-24,21386
2016-01-25,21388
2016-01-26,21343
2016-01-27,21174
2016-01-28,21041
2016-01-29,21355
2016-01-30,21442
2016-01-31,21665
2016-02-01,21758
2016-02-02,21779
2016-02-03,21667
2016-02-04,21238
2016-02-05,21031
2016-02-06,20985
2016-02-07,21176
2016-02-08,21288
2016-02-09,21446
2016-02-10,21498
2016-02-11,21368
2016-02-12,21282
2016-02-13,21142
2016-02-14,21167
2016-02-15,21228
2016-02-16,21396
2016-02-17,21481
2016-02-18,21383
2016-02-19,21396
2016-02-20,21496
2016-02-21,21571
2016-02-22,21767
2016-02-23,21728
2016-02-24,21665
2016-02-25,21775
2016-02-26,21947
2016-02-27,22040
2016-02-28,22163
2016-02-29,22135
2016-03-01,22172
2016-03-02,22181
2016-03-03,22392
2016-03-04,22434
2016-03-05,22249
2016-03-06,21945
2016-03-07,21730
2016-03-08,21457
2016-03-09,21480
2016-03-10,21556
2016-03-11,21421
2016-03-12,21651
2016-03-13,21613
2016-03-14,21800
2016-03-15,21943
2016-03-16,21920
2016-03-17,21838
2016-03-18,21817
2016-03-19,21978
2016-03-20,22034
2016-03-21,22009
2016-03-22,21890
2016-03-23,21935
2016-03-24,21850
2016-03-25,21491
2016-03-26,21247
2016-03-27,21300
2016-03-28,21602
2016-03-29,21591
2016-03-30,21596
2016-03-31,21656
2016-04-01,21722
2016-04-02,21831
2016-04-03,21814
2016-04-04,21848
2016-04-05,21885
2016-04-06,21921
2016-04-07,21843
2016-04-08,22050
2016-04-09,22087
2016-04-10,22117
2016-04-11,22084
2016-04-12,22132
2016-04-13,22201
2016-04-14,22163
2016-04-15,22233
2016-04-16,22292
2016-04-17,22194
2016-04-18,22302
2016-04-19,22391
2016-04-20,22401
2016-04-21,22493
2016-04-22,22447
2016-04-23,22466
2016-04-24,22484
2016-04-25,22507
2016-04-26,22466
2016-04-27,22467
2016-04-28,22547
2016-04-29,22428
2016-04-30,22406
2016-05-01,21971
2016-05-02,21833
2016-05-03,21878
2016-05-04,22153
2016-05-05,21416
2016-05-06,21241
2016-05-07,21377
2016-05-08,21546
2016-05-09,21776
2016-05-10,21389
2016-05-11,21246
2016-05-12,21479
2016-05-13,21720
2016-05-14,21826
2016-05-15,21911
2016-05-16,22058
2016-05-17,22172
2016-05-18,22308
2016-05-19,22397
2016-05-22,21152
2016-05-23,21740
2016-05-24,21965
2016-05-25,22144
2016-05-26,22345
2016-05-27,22455
2016-05-28,22496
2016-05-29,22294
2016-05-30,22199
2016-05-31,22323
2016-06-01,22469
2016-06-02,22503
2016-06-03,22461
2016-06-04,22448
2016-06-05,22479
2016-06-06,22586
2016-06-07,22485
2016-06-08,22487
2016-06-09,22396
2016-06-10,22172
2016-06-11,21889
2016-06-12,21597
2016-06-13,21382
2016-06-14,21317
2016-06-15,21311
2016-06-16,21134
2016-06-17,21371
2016-06-18,21220
2016-06-19,21050
2016-06-20,21003
2016-06-21,21077
2016-06-22,21167
2016-06-23,21107
2016-06-24,21272
2016-06-25,21357
2016-06-26,21482
2016-06-27,21417
2016-06-28,21592
2016-06-29,21649
2016-06-30,21714
2016-07-01,21875
2016-07-02,21680
2016-07-03,21473
2016-07-04,21542
2016-07-05,21557
2016-07-06,21756
2016-07-07,21599
2016-07-08,21725
2016-07-09,21887
2016-07-10,21879
2016-07-11,21367
2016-07-12,21137
2016-07-13,21509
2016-07-14,21713
2016-07-15,21865
2016-07-16,21913
2016-07-17,22022
2016-07-18,22112
2016-07-23,21077
2016-07-24,21222
2016-07-25,21126
2016-07-26,21221
2016-07-27,21600
2016-07-28,21733
2016-07-29,21775
2016-07-30,21932
2016-07-31,21835
2016-08-01,21790
2016-08-02,21972
2016-08-03,22192
2016-08-04,22182
2016-08-05,22263
2016-08-06,22251
2016-08-07,22259
2016-08-08,22185
2016-08-09,22295
2016-08-10,22320
2016-08-11,22254
2016-08-12,22265
2016-08-13,22457
2016-08-14,22470
2016-08-15,22322
2016-08-16,22378
2016-08-17,22344
2016-08-18,22330
2016-08-19,22322
2016-08-20,22428
2016-08-21,22225
2016-08-22,22041
2016-08-23,21616
2016-08-24,21378
2016-08-25,21588
2016-08-26,21703
2016-08-28,21871
2016-08-31,22305
2016-09-01,22485
2016-09-02,22630
2016-09-03,22638
2016-09-04,22622
2016-09-05,22740
2016-09-06,22787
2016-09-07,22755
2016-09-08,22729
2016-09-09,22662
2016-09-10,22741
2016-09-11,22859
2016-09-12,22843
2016-09-13,22810
2016-09-14,22821
2016-09-15,22600
2016-09-16,22549
2016-09-17,22200
2016-09-18,21699
2016-09-19,21702
2016-09-20,21538
2016-09-21,21740
2016-09-22,21827
2016-09-23,21872
2016-09-24,21712
2016-09-25,21686
2016-09-26,21559
2016-09-27,21512
2016-09-28,21651
2016-09-29,21350
2016-09-30,21501
2016-10-01,21602
2016-10-02,21785
2016-10-03,21634
2016-10-04,21568
2016-10-05,21405
2016-10-06,21682
2016-10-07,21753
2016-10-08,21590
2016-10-09,21258
2016-10-10,21109
2016-10-11,21210
2016-10-12,21268
2016-10-13,21431
2016-10-14,21498
2016-10-15,21394
2016-10-16,21381
2016-10-17,21459
2016-10-18,21360
2016-10-19,21376
2016-10-20,21336
2016-10-21,21514
2016-10-22,21497
2016-10-23,21529
2016-10-24,21603
2016-10-25,21486
2016-10-26,21472
2016-10-27,21487
2016-10-28,21434
2016-10-29,21302
2016-10-30,21203
2016-10-31,21393
2016-11-01,21283
2016-11-02,21507
2016-11-03,21458
2016-11-04,21536
2016-11-05,21532
2016-11-06,21606
2016-11-07,21525
2016-11-08,21547
2016-11-09,21490
2016-11-10,21591
2016-11-11,21469
2016-11-12,21391
2016-11-13,21224
2016-11-14,21260
2016-12-08,21228
2016-12-09,21180
2016-12-10,21107
2016-12-11,21067
2016-12-12,21091
2016-12-13,21031
2016-12-14,21234
2016-12-15,21223
2016-12-16,21500
2016-12-17,21636
2016-12-18,21663
2016-12-19,21651
2016-12-20,21716
2016-12-21,21738
2016-12-22,21786
2016-12-23,21865
2016-12-24,21845
2016-12-25,21691
2016-12-26,21590
2016-12-27,21586
2016-12-28,21393
2016-12-29,21262
2016-12-30,21289
2016-12-31,21423
2017-01-01,21248
2017-01-02,21263
2017-01-03,21127
2017-01-04,21061
2017-01-05,20849
2017-01-06,20964
2017-01-07,20946
2017-01-08,21058
2017-01-09,21225
2017-01-10,21227
2017-01-11,21331
2017-01-12,21546
2017-01-13,21609
2017-01-14,21656
2017-01-15,21726
2017-01-16,21575
2017-01-17,21585
2017-01-18,21502
2017-01-19,21449
2017-01-20,21440
2017-01-21,21430
2017-01-22,21268
2017-01-27,21428
2017-01-28,21336
2017-01-29,21155
2017-01-30,21099
2017-01-31,21157
2017-02-01,21288
2017-02-02,21466
2017-02-03,21594
2017-02-04,21550
2017-02-05,21454
2017-02-06,21447
2017-02-07,21510
2017-02-08,21546
2017-02-09,21456
2017-02-10,21643
2017-02-11,21576
2017-02-12,21303
2017-02-13,21374
2017-02-14,21317
2017-02-15,21165
2017-02-16,21280
2017-02-18,21403
2017-02-19,21356
2017-02-20,21215
2017-02-21,21217
2017-02-22,21518
2017-02-23,21606
2017-02-24,21542
2017-02-25,21341
2017-02-26,21466
2017-02-27,21672
2017-02-28,21727
2017-03-01,21589
2017-03-02,21589
2017-03-03,21701
2017-03-04,21666
2017-03-05,21680
2017-03-06,21680
2017-03-07,21781
2017-03-08,21719
2017-03-09,21819
2017-03-10,21870
2017-03-11,21982
2017-03-12,21924
2017-03-13,22049
2017-03-14,22064
2017-03-15,22098
2017-03-16,22117
2017-03-17,22149
2017-03-18,22080
2017-03-19,22111
2017-03-20,22152
2017-03-21,21995
2017-03-22,21828
2017-03-23,21881
2017-03-24,21895
2017-03-25,21502
2017-03-26,21585
2017-03-27,21836
2017-03-28,21844
2017-03-29,22109
2017-03-30,22067
2017-03-31,22074
2017-04-01,22127
2017-04-02,21872
2017-04-03,22046
2017-04-04,21975
2017-04-12,22229
2017-04-13,22331
2017-04-14,22181
2017-04-15,22291
2017-04-16,22141
2017-04-17,22068
2017-04-18,21885
2017-04-19,21392
2017-04-20,20761
2017-04-21,20759
2017-04-22,20733
2017-04-23,20559
2017-04-24,20801
2017-04-25,20784
2017-04-26,20771
2017-04-27,20879
2017-04-28,20984
2017-04-29,21218
2017-04-30,21251
2017-05-01,21224
2017-05-02,21385
2017-05-03,21033
2017-05-04,20871
2017-05-05,20913
2017-05-06,20808
2017-05-07,20822
2017-05-08,20941
2017-05-09,20963
2017-05-10,20984
2017-05-11,20841
2017-05-12,20918
2017-05-13,20896
2017-05-14,20959
2017-05-15,20911
2017-05-16,21041
2017-05-17,21075
2017-05-18,21175
2017-05-19,20968
2017-05-20,20908
2017-05-21,20942
2017-05-22,21073
2017-05-23,21081
2017-05-24,21136
2017-05-25,20259
2017-05-26,20504
2017-05-27,20572
2017-05-28,20611
2017-05-29,20682
2017-05-30,20701
2017-05-31,20676
2017-06-01,20690
2017-06-02,20633
2017-06-03,20620
2017-06-06,20717
2017-06-07,20721
2017-06-08,20643
2017-06-09,20624
2017-06-10,20537
2017-06-11,20570
2017-06-12,20644
2017-06-13,20714
2017-06-14,20726
2017-06-15,20726
2017-06-16,20741
2017-06-17,20754
2017-06-18,20738
2017-06-19,20710
2017-06-20,20748
2017-06-21,20755
2017-06-22,20748
2017-06-23,20727
2017-06-24,20720
2017-06-25,20623
2017-06-26,20693
2017-06-27,20723
2017-06-28,20749
2017-06-29,20746
2017-06-30,20714
2017-07-01,20673
2017-07-02,20668
2017-07-03,20649
2017-07-04,20620
2017-07-05,20668
2017-07-06,20731
2017-07-07,20736
2017-07-08,20731
2017-07-13,20744
2017-07-14,20768
2017-07-15,20784
2017-07-16,20747
2017-07-17,20774
2017-07-18,20793
2017-07-19,20799
2017-07-20,20789
2017-07-21,20773
2017-07-22,20787
2017-07-23,20783
2017-07-24,20794
2017-07-25,20824
2017-07-26,20808
2017-07-27,20800
2017-07-28,20789
2017-07-29,20690
2017-07-30,20703
2017-07-31,20758
2017-08-01,20795
2017-08-02,20819
2017-08-03,20815
2017-08-04,20775
2017-08-05,20772
2017-08-06,20782
2017-08-09,20784
2017-08-10,20787
2017-08-11,20764
2017-08-12,20730
2017-08-13,20654
2017-08-14,20754
2017-08-15,20689
2017-08-17,20803
2017-08-18,20776
2017-08-19,20768
2017-08-20,20658
2017-08-21,20729
2017-08-22,20771
2017-08-23,20781
2017-08-24,20763
2017-08-25,20759
2017-08-26,20762
2017-08-27,20735
2017-08-28,20695
2017-08-29,20680
2017-08-30,20734
2017-08-31,20749
2017-09-01,20760
2017-09-02,20757
2017-09-03,20762
2017-09-04,20739
2017-09-05,20753
2017-09-06,20765
2017-09-07,20726
2017-09-08,20757
2017-09-09,20738
2017-09-10,20725
2017-09-11,20748
2017-09-12,20744
2017-09-13,20762
2017-09-14,20758
2017-09-15,20746
2017-09-16,20772
2017-09-17,20771
2017-09-19,20767
2017-09-20,20767
2017-09-21,20779
2017-09-22,20775
2017-09-23,20777
2017-09-24,20726
2017-09-25,20714
2017-09-26,20660
2017-09-27,20701
2017-09-28,20741
2017-09-29,20751
2017-09-30,20749
2017-10-01,20707
2017-10-02,20734
2017-10-03,20745
2017-10-04,20737
2017-10-05,20754
2017-10-06,20742
2017-10-07,20727
2017-10-08,20726
2017-10-09,20758
2017-10-10,20764
2017-10-11,20746
2017-10-12,20762
2017-10-13,20722
2017-10-14,20715
2017-10-15,20735
2017-10-16,20760
2017-10-17,20773
2017-10-18,20774
2017-10-19,20770
2017-10-20,20739
2017-10-21,20756
2017-10-22,20745
2017-10-23,20779
2017-10-24,20764
2017-10-25,20755
2017-10-26,20699
2017-10-27,20679
2017-10-28,20705
2017-10-29,20693
2017-10-30,20719
2017-10-31,20746
2017-11-01,20755
2017-11-02,20755
2017-11-03,20763
2017-11-04,20722
2017-11-05,20733
2017-11-06,20751
2017-11-07,20781
2017-11-08,20786
2017-11-09,20757
2017-11-10,20770
2017-11-11,20744
2017-11-12,20771
2017-11-13,20751
2017-11-14,20771
2017-11-15,20766
2017-11-16,20777
2017-11-17,20748
2017-11-18,20749
2017-11-19,20716
2017-11-20,20744
2017-11-21,20772
2017-11-22,20788
2017-11-23,20694
2017-11-24,20690
2017-11-25,20656
2017-11-26,20714
2017-11-27,20702
2017-11-28,20753
2017-11-29,20763
2017-11-30,20752
2017-12-01,20769
2017-12-02,20764
2017-12-03,20725
2017-12-04,20736
2017-12-05,20752
2017-12-06,20756
2017-12-07,20710
2017-12-08,20702
2017-12-09,20744
2017-12-10,20733
2017-12-11,20668
2017-12-12,20635
2017-12-13,20652
2017-12-14,20695
2017-12-15,20742
2017-12-16,20773
2017-12-17,20758
2017-12-18,20766
2017-12-19,20779
2017-12-20,20761
2017-12-21,20794
2017-12-22,20786
2017-12-23,20783
2017-12-24,20792
2017-12-25,20753
2017-12-26,20771
2017-12-27,20730
2017-12-28,20745
2017-12-29,20751
2017-12-30,20744
2017-12-31,20719
2018-01-01,20700
2018-01-02,20692
2018-01-03,20665
2018-01-04,20650
2018-01-05,20657
2018-01-06,20695
2018-01-07,20703
2018-01-08,20686
2018-01-09,20727
2018-01-10,20736
2018-01-11,20756
2018-01-12,20728
2018-01-13,20726
2018-01-14,20657
2018-01-15,20722
2018-01-16,20758
2018-01-17,20769
2018-01-18,20789
2018-01-19,20770
2018-01-20,20762
2018-01-21,20730
2018-01-22,20760
2018-01-23,20765
2018-01-24,20773
2018-01-25,20753
2018-01-26,20760
2018-01-27,20736
2018-01-28,20730
2018-01-29,20766
2018-01-30,20771
2018-01-31,20805
2018-02-01,20774
2018-02-02,20779
2018-02-03,20769
2018-02-04,20693
2018-02-05,20737
2018-02-06,20737
2018-02-07,20747
2018-02-08,20676
2018-02-09,20664
2018-02-10,20619
2018-02-11,20621
2018-02-12,20672
2018-02-13,20707
2018-02-14,20723
2018-02-15,20713
2018-02-16,20704
2018-02-17,20689
2018-02-18,20678
2018-02-19,20679
2018-02-20,20689
2018-02-21,20681
2018-02-22,20720
2018-02-23,20722
2018-02-24,20752
2018-02-25,20736
2018-02-26,20751
2018-02-27,20742
2018-02-28,20736
2018-03-01,20737
2018-03-02,20685
2018-03-03,20737
2018-03-04,20764
2018-03-05,20733
2018-03-06,20706
2018-03-07,20718
2018-03-08,20724
2018-03-09,20726
2018-03-10,20732
2018-03-11,20735
2018-03-12,20733
2018-03-13,20758
2018-03-14,20666
2018-03-15,20718
2018-03-16,20722
2018-03-17,20721
2018-03-18,20705
2018-03-19,20684
2018-03-20,20673
2018-03-21,20692
2018-03-23,20716
2018-03-24,20726
2018-03-26,20745
2018-03-27,20749
2018-03-28,20787
2018-03-29,20742
2018-03-30,20750
2018-03-31,20754
2018-04-01,20723
2018-04-02,20745
2018-04-03,20745
2018-04-04,20756
2018-04-05,20789
2018-04-06,20784
2018-04-08,20763
2018-04-09,20751
2018-04-10,20760
2018-04-11,20767
2018-04-12,20760
2018-04-13,20762
2018-04-14,20759
2018-04-15,20751
2018-04-16,20750
2018-04-17,20765
2018-04-18,20767
2018-04-19,20746
2018-04-20,20694
2018-04-21,20726
2018-04-22,20753
2018-04-23,20767
2018-04-24,20765
2018-04-25,20770
2018-04-26,20764
2018-04-27,20774
2018-04-28,20762
2018-04-29,20747
2018-04-30,20722
2018-05-01,20747
2018-05-02,20759
2018-05-03,20756
2018-05-04,20778
2018-05-05,20758
2018-05-06,20747
2018-05-07,20745
2018-05-08,20738
2018-05-09,20711
2018-05-10,20708
2018-05-11,20728
2018-05-12,20721
2018-05-13,20729
2018-05-14,20732
2018-05-15,20741
2018-05-16,20746
2018-05-17,20754
2018-05-18,20761
2018-05-19,20750
2018-05-20,20729
2018-05-21,20735
2018-05-22,20763
2018-05-23,20758
2018-05-24,20730
2018-05-25,20736
2018-05-26,20735
2018-05-27,20718
2018-05-28,20726
2018-05-29,20769
2018-05-30,20771
2018-05-31,20774
2018-06-01,20738
2018-06-02,20726
2018-06-03,20737
2018-06-04,20731
2018-06-05,20746
2018-06-06,20739
2018-06-07,20741
2018-06-08,20706
2018-06-09,20709
2018-06-10,20705
2018-06-11,20743
2018-06-12,20727
2018-06-13,20716
2018-06-14,20721
2018-06-15,20689
2018-06-16,20707
2018-06-17,20689
2018-06-18,20718
2018-06-19,20729
2018-06-20,20734
2018-06-21,20722
2018-06-22,20706
2018-06-23,20734
2018-06-24,20746
2018-06-25,20731
2018-06-26,20744
2018-06-27,20735
2018-06-28,20696
2018-06-29,20662
2018-06-30,20714
2018-07-01,20721
2018-07-02,20734
2018-07-03,20732
2018-07-04,20735
2018-07-05,20743
2018-07-06,20710
2018-07-07,20681
2018-07-08,20689
2018-07-09,20713
2018-07-10,20735
2018-07-11,20742
2018-07-12,20780
2018-07-13,20754
2018-07-14,20731
2018-07-15,20693
2018-07-16,20705
2018-07-17,20709
2018-07-18,20694
2018-07-19,20708
2018-07-20,20733
2018-07-21,20702
2018-07-22,20700
2018-07-23,20706
2018-07-24,20682
2018-07-25,20711
2018-07-26,20656
2018-07-27,20644
2018-07-28,20568
2018-07-29,20582
2018-07-30,20638
2018-07-31,20653
2018-08-01,20638
2018-08-02,20644
2018-08-03,20652
2018-08-04,20627
2018-08-05,20638
2018-08-06,20652
2018-08-07,20642
2018-08-08,20620
2018-08-09,20625
2018-08-10,20639
2018-08-11,20611
2018-08-12,20590
2018-08-14,20625
2018-08-16,20604
2018-08-17,20612
2018-08-18,20661
2018-08-19,20687
2018-08-20,20732
2018-08-21,20741
2018-08-22,20722
2018-08-23,20689
2018-08-24,20684
2018-08-25,20691
2018-08-26,20689
2018-08-27,20657
2018-08-28,20660
2018-08-29,20684
2018-08-30,20685
2018-08-31,20673
2018-09-01,20691
2018-09-02,20714
2018-09-03,20689
2018-09-04,20687
2018-09-05,20665
2018-09-06,20686
2018-09-07,20690
2018-09-08,20702
2018-09-09,20706
2018-09-10,20719
2018-09-11,20742
2018-09-12,20726
2018-09-13,20735
2018-09-14,20764
2018-09-15,20735
2018-09-16,20740
2018-09-17,20719
2018-09-18,20735
2018-09-19,20731
2018-09-20,20719
2018-09-21,20704
2018-09-22,20670
2018-09-23,20701
2018-09-24,20702
2018-09-25,20711
2018-09-26,20726
2018-09-27,20720
2018-09-28,20703
2018-09-29,20660
2018-09-30,20630
2018-10-02,20697
2018-10-03,20704
2018-10-04,20729
2018-10-05,20712
2018-10-06,20719
2018-10-07,20737
2018-10-08,20720
2018-10-09,20691
2018-10-10,20699
2018-10-11,20695
2018-10-12,20727
2018-10-13,20716
2018-10-14,20703
2018-10-15,20714
2018-10-16,20709
2018-10-17,20719
2018-10-18,20719
2018-10-19,20714
2018-10-20,20711
2018-10-21,20713
2018-10-22,20717
2018-10-23,20704
2018-10-24,20710
2018-10-25,20722
2018-10-26,20709
2018-10-27,20719
2018-10-28,20715
2018-10-29,20721
2018-10-30,20716
2018-10-31,20737
2018-11-01,20768
2018-11-03,20747
2018-11-04,20719
2018-11-05,20733
2018-11-06,20747
2018-11-07,20767
2018-11-08,20753
2018-11-09,20770
2018-11-10,20764
2018-11-11,20711
2018-11-12,20714
2018-11-13,20723
2018-11-14,20737
2018-11-15,20737
2018-11-16,20715
2018-11-17,20698
2018-11-18,20708
2018-11-19,20707
2018-11-20,20723
2018-11-21,20728
2018-11-22,20715
2018-11-23,20718
2018-11-24,20728
2018-11-25,20744
2018-11-26,20750
2018-11-27,20753
2018-11-28,20762
2018-11-29,20758
2018-12-01,20745
2018-12-02,20755
2018-12-03,20764
2018-12-04,20750
2018-12-05,20752
2018-12-07,20732
2018-12-09,20720
2018-12-10,20753
2018-12-11,20765
2018-12-12,20777
2018-12-13,20771
2018-12-14,20746
2018-12-15,20738
2018-12-16,20728
2018-12-17,20739
2018-12-18,20746
2018-12-19,20744
2018-12-20,20739
2018-12-21,20745
2018-12-22,20735
2018-12-23,20732
2018-12-24,20740
2018-12-25,20717
2018-12-26,20703
2018-12-27,20714
2018-12-28,20708
2018-12-29,20715
2018-12-30,20703
2018-12-31,20707
2019-01-01,20673
2019-01-02,20684
2019-01-03,20694
2019-01-04,20700
2019-01-05,20709
2019-01-06,20708
2019-01-08,20727
2019-01-10,20592
2019-01-11,20606
2019-01-12,20646
2019-01-13,20672
2019-01-14,20694
2019-01-15,20718
2019-01-16,20724
2019-01-17,20729
2019-01-18,20726
2019-01-19,20719
2019-01-20,20729
2019-01-21,20726
2019-01-22,20718
2019-01-23,20712
2019-01-24,20724
2019-01-25,20716
2019-01-26,20713
2019-01-27,20694
2019-01-28,20709
2019-01-29,20727
2019-01-30,20735
2019-01-31,20748
2019-02-01,20742
2019-02-02,20724
2019-02-03,20723
2019-02-04,20720
2019-02-05,20734
2019-02-06,20741
2019-02-07,20743
2019-02-08,20728
2019-02-09,20735
2019-02-10,20713
2019-02-11,20725
2019-02-12,20732
2019-02-13,20735
2019-02-14,20739
2019-02-15,20733
2019-02-16,20736
2019-02-17,20729
2019-02-18,20743
2019-02-19,20771
2019-02-20,20750
2019-02-21,20750
2019-02-22,20749
2019-02-23,20757
2019-02-24,20778
2019-02-25,20766
2019-02-26,20741
2019-02-27,20752
2019-02-28,20728
2019-03-01,20753
2019-03-02,20757
2019-03-03,20746
2019-03-04,20768
2019-03-05,20765
2019-03-06,20773
2019-03-07,20765
2019-03-08,20747
2019-03-09,20743
2019-03-10,20719
2019-03-11,20726
2019-03-12,20727
2019-03-13,20731
2019-03-14,20718
2019-03-15,20683
2019-03-16,20699
2019-03-17,20707
2019-03-18,20713
2019-03-19,20721
2019-03-20,20723
2019-03-21,20727
2019-03-22,20709
2019-03-23,20713
2019-03-24,20722
2019-03-25,20722
2019-03-26,20707
2019-03-27,20694
2019-03-28,20697
2019-03-29,20709
2019-03-30,20710
2019-03-31,20696
2019-04-01,20675
2019-04-02,20693
