date_obj,Xerician%20hat price
2020-01-10,5513
2020-01-11,5789
2020-01-12,5900
2020-01-13,5995
2020-01-14,6249
2020-01-15,6562
2020-01-16,6868
2020-01-17,7212
2020-01-18,7573
2020-01-19,7845
2020-01-20,7885
2020-01-21,7835
2020-01-22,7949
2020-01-23,8038
2020-01-24,7953
2020-01-25,7894
2020-01-26,7805
2020-01-27,7612
2020-01-28,7431
2020-01-29,7110
2020-01-30,6794
2020-01-31,6771
2020-02-01,6624
2020-02-02,6592
2020-02-03,6634
2020-02-04,6814
2020-02-05,7080
2020-02-06,7132
2020-02-07,7070
2020-02-08,7139
2020-02-09,7205
2020-02-10,6851
2020-02-11,6552
2020-02-12,6278
2020-02-13,6061
2020-02-14,5814
2020-02-15,5592
2020-02-16,5329
2020-02-17,5124
2020-02-18,5144
2020-02-19,5201
2020-02-20,5268
2020-02-21,5385
2020-02-22,5360
2020-02-23,5387
2020-02-24,5397
2020-02-25,5577
2020-02-26,5723
2020-02-27,5999
2020-02-28,6245
2020-02-29,6356
2020-03-01,6393
2020-03-02,6342
2020-03-03,6491
2020-03-04,6527
2020-03-05,6648
2020-03-06,6753
2020-03-07,6867
2020-03-08,7039
2020-03-09,7162
2020-03-10,7220
2020-03-11,7224
2020-03-12,7332
2020-03-13,7306
2020-03-14,7175
2020-03-15,7315
2020-03-16,7219
2020-03-17,7092
2020-03-18,7164
2020-03-19,7198
2020-03-20,7355
2020-03-21,7313
2020-03-22,7431
2020-03-23,7432
2020-03-24,7331
2020-03-25,7168
2020-03-26,7273
2020-03-27,7244
2020-03-28,7130
2020-03-29,6905
2020-03-30,6559
2020-03-31,6272
2020-04-01,6013
2020-04-02,5768
2020-04-03,5758
2020-04-04,5813
2020-04-05,5719
2020-04-06,5716
2020-04-07,5712
2020-04-08,5505
2020-04-09,5459
2020-04-10,5556
2020-04-11,5632
2020-04-12,5740
2020-04-13,6000
2020-04-14,6225
2020-04-15,6417
2020-04-16,6319
2020-04-17,6268
2020-04-18,6302
2020-04-19,6226
2020-04-20,6372
2020-04-21,6131
2020-04-22,5934
2020-04-23,5741
2020-04-24,5635
2020-04-25,5465
2020-04-26,5295
2020-04-27,5184
2020-04-28,5048
2020-04-29,4817
2020-04-30,4860
2020-05-01,4943
2020-05-02,5028
2020-05-03,4989
2020-05-04,5000
2020-05-05,5017
2020-05-06,4895
2020-05-07,4855
2020-05-08,4805
2020-05-09,4710
2020-05-10,4698
2020-05-11,4711
2020-05-12,4714
2020-05-13,4658
