date_obj,Armadyl%20crozier price
2015-07-05,12835
2015-07-06,13041
2015-07-07,13267
2015-07-08,13325
2015-07-09,13325
2015-07-10,13373
2015-07-11,13373
2015-07-12,13320
2015-07-13,13258
2015-07-14,12822
2015-07-15,12555
2015-07-16,12555
2015-07-17,12453
2015-07-18,12453
2015-07-19,12777
2015-07-20,13266
2015-07-21,13266
2015-07-22,13747
2015-07-23,13747
2015-07-24,14401
2015-07-25,14401
2015-07-26,14924
2015-07-27,15362
2015-07-28,15362
2015-07-29,14923
2015-07-30,14923
2015-07-31,14546
2015-08-01,14546
2015-08-02,14132
2015-08-03,14132
2015-08-04,13522
2015-08-05,12889
2015-08-06,12889
2015-08-07,12729
2015-08-08,12350
2015-08-09,12350
2015-08-10,12014
2015-08-11,11790
2015-08-12,11790
2015-08-13,11415
2015-08-14,10912
2015-08-15,10912
2015-08-16,10544
2015-08-17,10185
2015-08-18,10185
2015-08-19,9954
2015-08-20,9954
2015-08-21,9803
2015-08-22,10058
2015-08-23,10058
2015-08-24,9753
2015-08-25,9753
2015-08-26,9867
2015-08-27,9706
2015-08-28,9706
2015-08-29,9434
2015-08-30,9434
2015-08-31,9350
2015-09-01,9350
2015-09-02,9191
2015-09-03,9191
2015-09-04,9083
2015-09-05,9083
2015-09-06,9248
2015-09-07,9248
2015-09-08,9554
2015-09-09,9554
2015-09-10,9539
2015-09-11,9246
2015-09-12,9246
2015-09-13,9132
2015-09-14,9132
2015-09-15,9155
2015-09-16,9155
2015-09-17,9364
2015-09-18,9364
2015-09-19,9802
2015-09-20,9802
2015-09-21,9891
2015-09-22,10011
2015-09-23,10011
2015-09-24,10441
2015-09-25,10441
2015-09-27,10411
2015-09-28,10074
2015-09-29,10074
2015-09-30,9681
2015-10-05,9191
2015-10-06,9143
2015-10-07,9143
2015-10-08,9568
2015-10-09,10026
2015-10-10,10026
2015-10-11,10226
2015-10-12,10226
2015-10-13,10022
2015-10-14,10022
2015-10-15,9925
2015-10-16,9925
2015-10-17,9915
2015-10-18,9915
2015-10-19,9741
2015-10-20,9823
2015-10-22,10105
2015-10-23,10330
2015-10-24,10761
2015-10-25,11182
2015-10-26,11573
2015-10-27,11573
2015-10-28,11597
2015-10-29,11597
2015-10-30,11597
2015-10-31,11597
2015-11-01,11132
2015-11-02,11132
2015-11-03,10855
2015-11-04,10855
2015-11-05,10413
2015-11-06,10413
2015-11-07,10060
2015-11-08,10060
2015-11-09,10194
2015-11-10,10194
2015-11-11,10449
2015-11-12,10449
2015-11-13,10553
2015-11-14,10553
2015-11-15,10464
2015-11-16,10464
2015-11-17,10190
2015-11-18,10190
2015-11-19,9933
2015-11-20,9933
2015-11-21,9766
2015-11-22,9579
2015-11-23,9579
2015-11-24,9603
2015-11-25,9625
2015-11-26,9625
2015-11-27,9840
2015-11-28,9840
2015-11-29,9843
2015-11-30,10002
2015-12-01,10002
2015-12-02,9993
2015-12-03,10334
2015-12-04,10334
2015-12-05,10361
2015-12-06,10484
2015-12-07,10484
2015-12-08,10294
2015-12-09,10448
2015-12-10,10448
2015-12-11,10826
2015-12-12,10826
2015-12-13,11180
2015-12-14,11180
2015-12-15,11577
2015-12-16,11623
2015-12-17,11623
2015-12-18,11631
2015-12-19,11631
2015-12-20,11609
2015-12-21,11609
2015-12-22,11345
2015-12-23,11781
2015-12-24,11781
2015-12-25,11896
2015-12-26,11896
2015-12-27,11934
2015-12-28,11934
2015-12-29,12036
2015-12-30,11812
2015-12-31,11812
2016-01-01,11846
2016-01-02,11846
2016-01-03,12248
2016-01-04,12520
2016-01-05,12520
2016-01-06,12543
2016-01-07,12543
2016-01-08,12498
2016-01-09,12498
2016-01-10,12348
2016-01-11,12348
2016-01-12,12270
2016-01-13,12270
2016-01-14,12152
2016-01-15,12158
2016-01-16,12158
2016-01-17,11987
2016-01-18,11966
2016-01-19,11966
2016-01-20,11865
2016-01-21,11865
2016-01-22,11610
2016-01-23,11610
2016-01-24,11783
2016-01-25,11547
2016-01-26,11547
2016-01-27,11490
2016-01-28,11490
2016-01-29,11157
2016-01-30,11157
2016-01-31,10913
2016-02-01,10876
2016-02-02,10876
2016-02-03,10629
2016-02-04,10629
2016-02-05,10461
2016-02-06,10188
2016-02-07,10188
2016-02-08,9729
2016-02-09,9729
2016-02-10,9437
2016-02-11,9437
2016-02-12,9038
2016-02-13,8756
2016-02-14,8756
2016-02-15,8546
2016-02-16,8546
2016-02-17,8465
2016-02-18,8465
2016-02-19,8319
2016-02-20,8363
2016-02-21,8327
2016-02-22,8327
2016-02-23,8418
2016-02-24,8690
2016-02-25,8879
2016-02-26,8879
2016-02-27,9087
2016-02-28,8936
2016-02-29,8506
2016-03-01,8164
2016-03-02,8164
2016-03-03,8035
2016-03-04,7736
2016-03-05,7764
2016-03-06,7925
2016-03-07,7925
2016-03-08,8162
2016-03-09,8317
2016-03-10,8479
2016-03-11,8479
2016-03-12,8552
2016-03-13,8552
2016-03-14,8686
2016-03-15,8686
2016-03-16,8858
2016-03-17,8986
2016-03-18,9087
2016-03-19,9087
2016-03-20,9268
2016-03-21,9268
2016-03-22,9561
2016-03-23,9759
2016-03-24,9759
2016-03-25,10125
2016-03-26,10345
2016-03-27,10345
2016-03-28,10372
2016-03-29,10644
2016-03-30,10644
2016-03-31,10745
2016-04-01,10745
2016-04-02,10896
2016-04-03,11081
2016-04-04,11024
2016-04-05,11024
2016-04-06,10972
2016-04-07,10972
2016-04-08,10819
2016-04-09,10646
2016-04-10,10440
2016-04-11,10440
2016-04-12,9997
2016-04-13,9774
2016-04-14,9614
2016-04-15,9156
2016-04-16,8790
2016-04-17,8443
2016-04-18,8213
2016-04-19,8213
2016-04-20,8019
2016-04-21,7670
2016-04-22,7670
2016-04-23,7442
2016-04-24,7098
2016-04-25,6809
2016-04-26,6544
2016-04-27,6371
2016-04-28,6371
2016-04-29,6119
2016-04-30,6033
2016-05-01,5911
2016-05-02,5730
2016-05-03,5636
2016-05-04,5658
2016-05-05,5490
2016-05-06,5490
2016-05-07,5395
2016-05-08,5373
2016-05-09,5454
2016-05-10,5365
2016-05-11,5365
2016-05-12,5286
2016-05-13,5414
2016-05-14,5414
2016-05-15,5424
2016-05-16,5424
2016-05-17,5579
2016-05-18,5586
2016-05-19,5586
2016-05-22,5631
2016-05-23,5663
2016-05-24,5685
2016-05-25,5685
2016-05-26,5725
2016-05-27,5767
2016-05-28,5767
2016-05-29,5791
2016-05-30,5791
2016-05-31,5891
2016-06-01,5848
2016-06-02,5829
2016-06-03,5829
2016-06-04,5722
2016-06-05,5722
2016-06-06,5656
2016-06-07,5656
2016-06-08,5495
2016-06-09,5384
2016-06-10,5540
2016-06-11,5540
2016-06-12,5559
2016-06-13,5559
2016-06-14,5717
2016-06-15,5717
2016-06-16,5954
2016-06-17,6154
2016-06-18,6154
2016-06-19,6019
2016-06-20,5863
2016-06-21,5767
2016-06-22,5573
2016-06-23,5594
2016-06-24,5594
2016-06-25,5544
2016-06-26,5544
2016-06-27,5345
2016-06-28,5180
2016-06-29,5008
2016-06-30,4777
2016-07-01,4739
2016-07-02,4739
2016-07-03,4605
2016-07-04,4496
2016-07-05,4496
2016-07-06,4437
2016-07-07,4327
2016-07-08,4205
2016-07-09,4160
2016-07-10,4038
2016-07-11,4054
2016-07-12,4065
2016-07-13,4039
2016-07-14,4152
2016-07-15,4220
2016-07-16,4319
2016-07-17,4319
2016-07-18,4446
2016-07-23,4252
2016-07-24,4128
2016-07-25,4032
2016-07-26,4032
2016-07-27,3947
2016-07-28,3947
2016-07-29,3990
2016-07-30,3996
2016-07-31,3996
2016-08-01,3950
2016-08-02,3862
2016-08-03,3759
2016-08-04,3759
2016-08-05,3695
2016-08-06,3548
2016-08-07,3427
2016-08-08,3427
2016-08-09,3311
2016-08-10,3254
2016-08-11,3254
2016-08-12,3207
2016-08-13,3207
2016-08-14,3206
2016-08-15,3203
2016-08-16,3203
2016-08-17,3167
2016-08-18,3167
2016-08-19,3259
2016-08-20,3302
2016-08-21,3302
2016-08-22,3375
2016-08-23,3538
2016-08-24,3538
2016-08-25,3715
2016-08-26,3715
2016-08-28,3901
2016-08-31,4257
2016-09-01,4351
2016-09-02,4351
2016-09-03,4567
2016-09-04,4792
2016-09-05,4792
2016-09-06,4941
2016-09-07,4941
2016-09-08,5148
2016-09-09,5148
2016-09-10,5352
2016-09-11,5352
2016-09-12,5568
2016-09-13,5568
2016-09-14,5763
2016-09-15,6040
2016-09-16,6040
2016-09-17,6340
2016-09-18,6340
2016-09-19,6368
2016-09-20,6368
2016-09-21,6362
2016-09-22,6362
2016-09-23,6506
2016-09-24,6506
2016-09-25,6485
2016-09-26,6485
2016-09-27,6587
2016-09-28,6587
2016-09-29,6408
2016-09-30,6408
2016-10-01,6542
2016-10-02,6542
2016-10-03,6731
2016-10-04,6731
2016-10-05,7023
2016-10-06,7023
2016-10-07,6879
2016-10-08,7135
2016-10-09,7135
2016-10-10,7280
2016-10-11,7280
2016-10-12,7529
2016-10-13,7529
2016-10-14,7514
2016-10-15,7804
2016-10-16,7804
2016-10-17,8147
2016-10-18,8147
2016-10-19,8175
2016-10-20,8175
2016-10-21,8262
2016-10-22,8262
2016-10-23,8315
2016-10-24,8534
2016-10-25,8534
2016-10-26,8667
2016-10-27,8667
2016-10-28,8667
2016-10-29,8413
2016-10-30,8413
2016-10-31,8198
2016-11-01,8198
2016-11-02,8205
2016-11-03,8205
2016-11-04,8077
2016-11-05,8077
2016-11-06,7958
2016-11-07,7958
2016-11-08,7808
2016-11-09,7808
2016-11-10,7417
2016-11-11,7417
2016-11-12,7221
2016-11-13,7221
2016-11-14,7351
2016-11-15,7351
2016-12-07,7138
2016-12-08,7154
2016-12-09,7154
2016-12-10,7454
2016-12-11,7660
2016-12-12,7660
2016-12-13,7836
2016-12-14,7995
2016-12-15,7995
2016-12-16,7918
2016-12-17,7606
2016-12-18,7606
2016-12-19,7372
2016-12-20,7372
2016-12-21,7160
2016-12-22,7160
2016-12-23,6987
2016-12-24,6987
2016-12-25,6794
2016-12-26,6794
2016-12-27,6588
2016-12-28,6588
2016-12-29,6441
2016-12-30,6439
2016-12-31,6428
2017-01-01,6351
2017-01-02,6328
2017-01-03,6328
2017-01-04,6173
2017-01-05,6173
2017-01-06,6010
2017-01-07,5879
2017-01-08,5879
2017-01-09,5774
2017-01-10,5774
2017-01-11,5620
2017-01-12,5373
2017-01-13,5373
2017-01-14,5104
2017-01-15,5005
2017-01-16,4830
2017-01-17,4791
2017-01-18,4658
2017-01-19,4658
2017-01-20,4555
2017-01-21,4555
2017-01-22,4555
2017-01-23,4465
2017-01-27,4302
2017-01-28,4269
2017-01-29,4256
2017-01-30,4306
2017-01-31,4306
2017-02-01,4345
2017-02-02,4345
2017-02-03,4434
2017-02-04,4566
2017-02-05,4710
2017-02-06,4820
2017-02-07,4944
2017-02-08,4931
2017-02-09,4931
2017-02-10,4957
2017-02-11,4878
2017-02-12,4878
2017-02-13,5009
2017-02-14,4975
2017-02-15,4975
2017-02-16,4935
2017-02-18,4995
2017-02-19,4920
2017-02-20,4920
2017-02-21,4969
2017-02-22,4969
2017-02-23,5063
2017-02-24,5063
2017-02-25,5082
2017-02-26,5082
2017-02-27,5088
2017-02-28,5075
2017-03-01,5075
2017-03-02,5201
2017-03-03,5201
2017-03-04,5144
2017-03-05,5144
2017-03-06,4987
2017-03-07,4953
2017-03-08,4953
2017-03-09,4941
2017-03-10,4937
2017-03-11,4867
2017-03-12,4795
2017-03-13,4812
2017-03-14,5046
2017-03-15,5282
2017-03-16,5472
2017-03-17,5520
2017-03-18,5532
2017-03-19,5465
2017-03-20,5479
2017-03-21,5479
2017-03-22,5419
2017-03-23,5407
2017-03-24,5437
2017-03-25,5437
2017-03-26,5332
2017-03-27,5332
2017-03-28,5236
2017-03-29,5106
2017-03-30,5013
2017-03-31,4909
2017-04-01,4909
2017-04-02,4740
2017-04-03,4632
2017-04-04,4632
2017-04-05,4473
2017-04-12,4259
2017-04-13,4189
2017-04-14,4189
2017-04-15,4178
2017-04-16,4309
2017-04-17,4426
2017-04-18,4426
2017-04-19,4645
2017-04-20,4645
2017-04-21,4802
2017-04-22,4802
2017-04-23,4862
2017-04-24,4980
2017-04-25,4950
2017-04-26,4950
2017-04-27,5088
2017-04-28,5321
2017-04-29,5423
2017-04-30,5476
2017-05-01,5476
2017-05-02,5364
2017-05-03,5364
2017-05-04,5241
2017-05-05,5353
2017-05-06,5353
2017-05-07,5250
2017-05-08,5250
2017-05-09,5307
2017-05-10,5515
2017-05-11,5768
2017-05-12,5871
2017-05-13,5839
2017-05-14,5839
2017-05-15,5625
2017-05-16,5767
2017-05-17,5767
2017-05-18,5957
2017-05-19,5957
2017-05-20,6095
2017-05-21,6095
2017-05-22,6081
2017-05-23,6344
2017-05-24,6586
2017-05-25,6586
2017-05-26,6715
2017-05-27,6596
2017-05-28,6596
2017-05-29,6888
2017-05-30,7148
2017-05-31,7040
2017-06-01,7008
2017-06-02,6955
2017-06-03,6955
2017-06-04,6861
2017-06-05,6861
2017-06-06,6811
2017-06-07,6660
2017-06-08,6660
2017-06-09,6638
2017-06-10,6598
2017-06-11,6382
2017-06-12,6382
2017-06-13,6186
2017-06-14,6186
2017-06-15,5930
2017-06-16,5930
2017-06-17,5759
2017-06-18,5515
2017-06-19,5515
2017-06-20,5345
2017-06-21,5345
2017-06-22,5090
2017-06-23,5090
2017-06-24,4906
2017-06-25,4906
2017-06-26,4760
2017-06-27,4601
2017-06-28,4601
2017-06-29,4475
2017-06-30,4475
2017-07-01,4377
2017-07-02,4377
2017-07-03,4286
2017-07-04,4286
2017-07-05,4198
2017-07-06,4092
2017-07-07,4092
2017-07-08,3907
2017-07-09,4035
2017-07-13,4095
2017-07-14,4057
2017-07-15,4057
2017-07-16,4219
2017-07-17,4269
2017-07-18,4269
2017-07-19,4360
2017-07-20,4482
2017-07-21,4482
2017-07-22,4670
2017-07-23,4597
2017-07-24,4597
2017-07-25,4427
2017-07-26,4306
2017-07-27,4188
2017-07-28,4135
2017-07-29,4135
2017-07-30,4040
2017-07-31,4040
2017-08-01,4004
2017-08-02,4071
2017-08-03,4071
2017-08-04,4227
2017-08-05,4363
2017-08-06,4363
2017-08-07,4542
2017-08-08,4720
2017-08-09,4720
2017-08-10,4922
2017-08-11,4922
2017-08-12,4858
2017-08-13,4858
2017-08-14,4693
2017-08-15,4487
2017-08-16,4487
2017-08-17,4401
2017-08-18,4401
2017-08-19,4522
2017-08-20,4522
2017-08-21,4459
2017-08-22,4294
2017-08-23,4101
2017-08-24,4101
2017-08-25,4144
2017-08-26,4349
2017-08-27,4508
2017-08-28,4646
2017-08-29,4646
2017-08-30,4756
2017-08-31,4864
2017-09-01,4864
2017-09-02,5019
2017-09-03,5019
2017-09-04,5270
2017-09-05,5534
2017-09-06,5534
2017-09-07,5777
2017-09-08,5777
2017-09-09,5711
2017-09-10,5551
2017-09-11,5551
2017-09-12,5468
2017-09-13,5368
2017-09-14,5360
2017-09-15,5360
2017-09-16,5294
2017-09-17,5393
2017-09-18,5393
2017-09-19,5200
2017-09-20,5072
2017-09-22,4960
2017-09-23,4960
2017-09-24,4821
2017-09-25,4821
2017-09-26,4683
2017-09-27,4683
2017-09-28,4765
2017-09-29,5004
2017-09-30,5004
2017-10-01,5238
2017-10-02,5317
2017-10-03,5317
2017-10-04,5317
2017-10-05,5489
2017-10-06,5738
2017-10-07,5916
2017-10-08,6005
2017-10-09,6299
2017-10-10,6563
2017-10-11,6563
2017-10-12,6883
2017-10-13,6867
2017-10-14,6798
2017-10-15,6798
2017-10-16,6802
2017-10-17,6802
2017-10-18,6680
2017-10-19,6551
2017-10-20,6551
2017-10-21,6404
2017-10-22,6313
2017-10-23,6313
2017-10-24,6085
2017-10-25,5950
2017-10-26,5805
2017-10-27,5759
2017-10-28,5759
2017-10-29,5687
2017-10-30,5630
2017-10-31,5713
2017-11-01,5713
2017-11-02,5551
2017-11-03,5551
2017-11-04,5545
2017-11-05,5545
2017-11-06,5741
2017-11-07,5836
2017-11-08,5804
2017-11-09,5646
2017-11-10,5646
2017-11-11,5431
2017-11-12,5433
2017-11-13,5433
2017-11-14,5497
2017-11-15,5565
2017-11-16,5462
2017-11-17,5296
2017-11-18,5296
2017-11-19,5125
2017-11-20,5125
2017-11-21,5071
2017-11-22,5071
2017-11-23,5091
2017-11-24,5091
2017-11-25,5027
2017-11-26,5027
2017-11-27,4939
2017-11-28,4732
2017-11-29,4732
2017-11-30,4584
2017-12-01,4455
2017-12-02,4455
2017-12-03,4402
2017-12-04,4402
2017-12-05,4278
2017-12-06,4278
2017-12-07,4198
2017-12-08,4198
2017-12-09,4064
2017-12-10,4051
2017-12-11,3902
2017-12-12,3902
2017-12-13,3843
2017-12-14,3843
2017-12-15,3802
2017-12-16,3802
2017-12-17,3712
2017-12-18,3725
2017-12-19,3725
2017-12-20,3815
2017-12-21,4006
2017-12-22,4006
2017-12-23,4147
2017-12-24,4147
2017-12-25,4075
2017-12-26,3985
2017-12-27,3924
2017-12-28,3924
2017-12-29,3901
2017-12-30,3793
2017-12-31,3793
2018-01-01,3738
2018-01-02,3738
2018-01-03,3607
2018-01-04,3607
2018-01-05,3475
2018-01-06,3365
2018-01-07,3232
2018-01-08,3152
2018-01-09,3062
2018-01-10,3062
2018-01-11,3005
2018-01-12,2997
2018-01-13,2929
2018-01-14,2853
2018-01-15,2793
2018-01-16,2830
2018-01-17,2852
2018-01-18,2965
2018-01-19,2965
2018-01-20,3020
2018-01-21,3020
2018-01-22,3021
2018-01-23,2923
2018-01-24,2860
2018-01-25,2860
2018-01-26,2787
2018-01-27,2853
2018-01-29,2917
2018-01-30,2980
2018-01-31,3005
2018-02-01,3005
2018-02-02,3010
2018-02-03,3058
2018-02-04,3153
2018-02-05,3161
2018-02-06,3162
2018-02-07,3225
2018-02-08,3225
2018-02-09,3360
2018-02-10,3360
2018-02-11,3508
2018-02-12,3617
2018-02-13,3650
2018-02-14,3660
2018-02-15,3644
2018-02-16,3644
2018-02-17,3737
2018-02-18,3848
2018-02-19,3940
2018-02-20,3991
2018-02-21,3873
2018-02-22,3873
2018-02-23,3802
2018-02-24,3802
2018-02-25,3759
2018-02-26,3617
2018-02-27,3644
2018-02-28,3644
2018-03-01,3806
2018-03-02,3971
2018-03-03,4050
2018-03-04,4050
2018-03-05,4002
2018-03-06,3879
2018-03-07,3843
2018-03-08,3713
2018-03-09,3582
2018-03-10,3582
2018-03-11,3518
2018-03-12,3399
2018-03-13,3291
2018-03-14,3211
2018-03-15,3211
2018-03-16,3094
2018-03-17,3027
2018-03-18,3107
2018-03-20,3220
2018-03-22,3335
2018-03-23,3350
2018-03-24,3392
2018-03-25,3403
2018-03-26,3403
2018-03-27,3415
2018-03-28,3415
2018-03-29,3503
2018-03-30,3503
2018-03-31,3403
2018-04-01,3403
2018-04-02,3281
2018-04-03,3391
2018-04-04,3430
2018-04-05,3430
2018-04-06,3416
2018-04-07,3416
2018-04-08,3547
2018-04-09,3702
2018-04-10,3702
2018-04-11,3861
2018-04-12,4040
2018-04-13,4040
2018-04-14,3967
2018-04-15,3814
2018-04-16,3814
2018-04-17,3834
2018-04-18,3834
2018-04-19,3867
2018-04-20,4004
2018-04-21,4038
2018-04-22,4038
2018-04-23,4095
2018-04-24,4095
2018-04-25,4119
2018-04-26,4119
2018-04-27,4275
2018-04-28,4342
2018-04-29,4355
2018-04-30,4349
2018-05-01,4391
2018-05-02,4391
2018-05-03,4504
2018-05-04,4504
2018-05-05,4627
2018-05-06,4627
2018-05-07,4609
2018-05-08,4609
2018-05-09,4752
2018-05-10,4763
2018-05-11,4763
2018-05-12,4753
2018-05-13,4753
2018-05-14,4825
2018-05-15,4825
2018-05-16,4719
2018-05-17,4719
2018-05-18,4582
2018-05-19,4585
2018-05-20,4671
2018-05-21,4682
2018-05-22,4682
2018-05-23,4677
2018-05-24,4677
2018-05-25,4668
2018-05-26,4708
2018-05-27,4708
2018-05-28,4589
2018-05-29,4470
2018-05-30,4539
2018-05-31,4390
2018-06-01,4292
2018-06-02,4172
2018-06-03,3981
2018-06-04,3818
2018-06-05,3669
2018-06-06,3564
2018-06-07,3564
2018-06-08,3482
2018-06-09,3482
2018-06-10,3393
2018-06-11,3393
2018-06-12,3377
2018-06-13,3331
2018-06-14,3325
2018-06-15,3325
2018-06-16,3291
2018-06-17,3375
2018-06-18,3485
2018-06-19,3597
2018-06-20,3597
2018-06-21,3666
2018-06-22,3722
2018-06-23,3722
2018-06-24,3772
2018-06-25,3874
2018-06-26,3874
2018-06-27,3935
2018-06-28,3968
2018-06-29,3927
2018-06-30,3938
2018-07-01,3923
2018-07-02,4013
2018-07-03,4086
2018-07-04,4086
2018-07-05,4049
2018-07-06,3965
2018-07-07,3941
2018-07-08,3846
2018-07-09,3822
2018-07-10,3878
2018-07-11,3810
2018-07-12,3744
2018-07-13,3648
2018-07-14,3518
2018-07-15,3518
2018-07-16,3420
2018-07-17,3367
2018-07-18,3398
2018-07-19,3449
2018-07-20,3435
2018-07-21,3369
2018-07-22,3319
2018-07-23,3301
2018-07-24,3283
2018-07-25,3255
2018-07-26,3157
2018-07-27,3064
2018-07-28,3005
2018-07-29,2872
2018-07-30,2923
2018-07-31,2938
2018-08-01,2938
2018-08-02,2991
2018-08-03,2940
2018-08-04,3040
2018-08-05,3092
2018-08-06,3163
2018-08-07,3204
2018-08-08,3301
2018-08-09,3301
2018-08-10,3345
2018-08-11,3324
2018-08-12,3269
2018-08-14,3357
2018-08-16,3376
2018-08-17,3363
2018-08-18,3363
2018-08-19,3290
2018-08-20,3275
2018-08-21,3275
2018-08-22,3315
2018-08-23,3376
2018-08-24,3461
2018-08-25,3530
2018-08-26,3522
2018-08-27,3448
2018-08-28,3546
2018-08-29,3617
2018-08-30,3559
2018-08-31,3492
2018-09-01,3481
2018-09-02,3481
2018-09-03,3465
2018-09-04,3471
2018-09-05,3542
2018-09-06,3542
2018-09-07,3496
2018-09-08,3416
2018-09-09,3416
2018-09-10,3335
2018-09-11,3335
2018-09-12,3248
2018-09-13,3248
2018-09-14,3240
2018-09-15,3226
2018-09-16,3226
2018-09-17,3285
2018-09-18,3445
2018-09-19,3499
2018-09-20,3554
2018-09-21,3587
2018-09-22,3605
2018-09-23,3675
2018-09-24,3838
2018-09-25,3838
2018-09-26,3936
2018-09-27,3936
2018-09-28,3911
2018-09-29,3897
2018-09-30,3857
2018-10-01,3892
2018-10-02,3998
2018-10-03,4056
2018-10-04,4056
2018-10-05,4152
2018-10-06,4208
2018-10-07,4208
2018-10-08,4272
2018-10-09,4391
2018-10-10,4517
2018-10-11,4710
2018-10-12,4710
2018-10-13,4889
2018-10-14,4905
2018-10-15,4963
2018-10-16,5025
2018-10-17,5114
2018-10-18,5217
2018-10-19,5306
2018-10-20,5306
2018-10-21,5350
2018-10-22,5553
2018-10-23,5719
2018-10-24,5966
2018-10-25,6198
2018-10-26,6442
2018-10-27,6657
2018-10-28,6915
2018-10-29,7218
2018-10-30,7570
2018-10-31,7949
2018-11-01,8196
2018-11-03,8649
2018-11-04,8996
2018-11-05,9446
2018-11-06,9908
2018-11-07,10404
2018-11-08,10925
2018-11-09,11472
2018-11-10,11958
2018-11-11,12546
2018-11-12,12729
2018-11-13,12092
2018-11-14,11504
2018-11-15,10978
2018-11-16,10711
2018-11-17,10327
2018-11-18,10103
2018-11-19,9948
2018-11-20,9564
2018-11-21,9143
2018-11-22,8685
2018-11-23,8257
2018-11-24,8007
2018-11-25,7638
2018-11-26,7256
2018-11-27,6952
2018-11-28,6876
2018-11-29,6791
2018-12-01,6374
2018-12-02,6123
2018-12-03,5910
2018-12-04,5903
2018-12-05,6088
2018-12-07,5935
2018-12-09,6018
2018-12-10,6108
2018-12-11,6178
2018-12-12,6037
2018-12-13,6034
2018-12-14,6043
2018-12-15,6102
2018-12-16,6110
2018-12-17,6068
2018-12-18,6084
2018-12-19,6005
2018-12-20,6023
2018-12-21,6074
2018-12-22,6069
2018-12-23,6029
2018-12-24,5882
2018-12-25,5803
2018-12-26,5595
2018-12-27,5596
2018-12-28,5540
2018-12-29,5558
2018-12-30,5475
2018-12-31,5292
2019-01-01,5147
2019-01-02,5079
2019-01-03,5117
2019-01-04,5095
2019-01-05,5058
2019-01-06,5094
2019-01-08,5005
2019-01-10,5378
2019-01-11,5591
2019-01-12,5764
2019-01-13,5897
2019-01-14,6132
2019-01-15,6335
2019-01-16,6540
2019-01-17,6787
2019-01-18,6966
2019-01-19,6970
2019-01-20,7064
2019-01-21,7113
2019-01-22,7027
2019-01-23,6831
2019-01-24,6791
2019-01-25,6659
2019-01-26,6551
2019-01-27,6446
2019-01-28,6410
2019-01-29,6285
2019-01-30,6425
2019-01-31,6396
2019-02-01,6334
2019-02-02,6178
2019-02-03,5944
2019-02-04,5834
2019-02-05,5637
2019-02-06,5637
2019-02-07,5445
2019-02-08,5283
2019-02-09,5092
2019-02-10,4937
2019-02-11,4843
2019-02-12,4663
2019-02-13,4512
2019-02-14,4464
2019-02-15,4451
2019-02-16,4437
2019-02-17,4436
2019-02-18,4402
2019-02-19,4441
2019-02-20,4441
2019-02-21,4504
2019-02-22,4481
2019-02-23,4652
2019-02-24,4765
2019-02-25,4840
2019-02-26,4902
2019-02-27,5017
2019-02-28,4883
2019-03-01,4891
2019-03-02,4887
2019-03-03,4806
2019-03-04,4770
2019-03-05,4760
2019-03-06,4609
2019-03-07,4459
2019-03-08,4459
2019-03-09,4394
2019-03-10,4261
2019-03-11,4193
2019-03-12,4166
2019-03-13,4148
2019-03-14,4035
2019-03-15,4086
2019-03-16,3981
2019-03-17,3848
2019-03-18,3792
2019-03-19,3680
2019-03-20,3613
2019-03-21,3580
