date_obj,Fire%20battlestaff price
2019-03-26,9087
2019-03-27,9087
2019-03-28,9081
2019-03-29,9095
2019-03-30,9078
2019-03-31,9050
2019-04-01,9061
2019-04-02,9051
2019-04-03,9049
2019-04-04,9032
2019-04-05,9022
2019-04-06,9043
2019-04-07,9035
2019-04-08,9053
2019-04-09,9059
2019-04-10,9050
2019-04-11,9055
2019-04-12,9065
2019-04-13,9063
2019-04-14,9048
2019-04-15,9050
2019-04-16,9037
2019-04-17,9041
2019-04-18,9051
2019-04-19,9049
2019-04-20,9045
2019-04-21,9057
2019-04-22,9078
2019-04-23,9057
2019-04-24,9070
2019-04-25,9042
2019-04-26,9042
2019-04-27,9038
2019-04-28,9030
2019-04-29,9031
2019-04-30,9036
2019-05-01,9024
2019-05-02,9017
2019-05-03,9020
2019-05-04,9024
2019-05-05,9023
2019-05-06,9029
2019-05-07,9002
2019-05-08,9017
2019-05-09,9022
2019-05-10,9026
2019-05-11,9027
2019-05-12,9034
2019-05-13,9041
2019-05-14,9040
2019-05-15,9039
2019-05-16,9045
2019-05-17,9037
2019-05-18,9047
2019-05-19,9049
2019-05-20,9042
2019-05-21,9038
2019-05-22,9035
2019-05-23,9047
2019-05-24,9051
2019-05-25,9043
2019-05-26,9030
2019-05-27,9037
2019-05-28,9051
2019-05-29,9040
2019-05-30,9022
2019-05-31,9047
2019-06-01,9073
2019-06-02,9047
2019-06-03,9037
2019-06-04,9019
2019-06-05,9030
2019-06-06,9033
2019-06-07,9038
2019-06-08,9029
2019-06-09,9021
2019-06-10,9003
2019-06-11,9022
2019-06-12,9047
2019-06-13,9048
2019-06-14,9037
2019-06-15,9034
2019-06-16,9052
2019-06-17,9057
2019-06-18,9058
2019-06-19,9063
2019-06-20,9053
2019-06-21,9036
2019-06-22,8975
2019-06-23,9017
2019-06-24,9011
2019-06-25,9001
2019-06-26,8993
2019-06-27,9004
2019-06-28,9013
2019-06-29,9014
2019-06-30,9018
2019-07-01,9036
2019-07-02,9033
2019-07-03,9019
2019-07-04,9028
2019-07-05,9027
2019-07-06,9025
2019-07-07,9008
2019-07-08,9021
2019-07-09,9032
2019-07-10,9035
2019-07-11,9029
2019-07-12,9037
2019-07-13,9029
2019-07-14,9004
2019-07-15,8986
2019-07-16,9000
2019-07-17,8998
2019-07-18,9009
2019-07-19,9020
2019-07-20,9019
2019-07-21,8999
2019-07-22,8998
2019-07-23,8991
2019-07-24,8989
2019-07-25,8989
2019-07-26,9014
2019-07-27,9034
2019-07-28,9042
2019-07-29,9033
2019-07-30,9007
2019-07-31,8999
2019-08-01,9014
2019-08-02,8991
2019-08-03,8995
2019-08-04,8982
2019-08-05,8974
2019-08-06,8970
2019-08-07,8968
2019-08-08,8981
2019-08-09,8968
2019-08-10,8957
2019-08-11,8961
2019-08-12,8962
2019-08-13,8971
2019-08-14,8967
2019-08-15,8980
2019-08-16,9007
2019-08-17,9004
2019-08-18,8997
2019-08-19,8998
2019-08-20,8991
2019-08-21,8980
2019-08-22,8991
2019-08-23,8989
2019-08-24,8992
2019-08-24,8992
2019-08-25,8982
2019-08-25,8982
2019-08-26,9031
2019-08-26,9031
2019-08-27,8983
2019-08-27,8983
2019-08-28,8993
2019-08-29,9007
2019-08-30,9011
2019-08-31,8987
2019-09-01,8993
2019-09-02,8992
2019-09-03,8996
2019-09-04,9018
2019-09-05,8989
2019-09-06,8970
2019-09-07,8962
2019-09-08,8952
2019-09-09,8976
2019-09-10,8992
2019-09-11,8976
2019-09-12,8986
2019-09-13,9002
2019-09-14,9009
2019-09-15,9040
2019-09-16,9039
2019-09-17,9039
2019-09-18,9024
2019-09-19,9001
2019-09-20,8996
2019-09-21,8988
2019-09-22,8986
2019-09-23,8992
2019-09-24,9017
2019-09-25,8994
2019-09-26,8991
2019-09-27,8991
2019-09-28,8991
2019-09-29,8989
2019-09-30,8990
2019-10-01,9003
2019-10-02,9034
2019-10-03,9056
2019-10-04,8997
2019-10-05,8963
2019-10-06,8940
2019-10-07,8916
2019-10-08,8935
2019-10-09,8957
2019-10-10,8950
2019-10-11,8952
2019-10-12,8926
2019-10-13,8913
2019-10-14,8930
2019-10-15,8948
2019-10-16,8954
2019-10-17,8969
2019-10-18,8965
2019-10-19,8951
2019-10-20,8983
2019-10-21,8981
2019-10-22,8956
2019-10-23,8929
2019-10-24,8957
2019-10-25,8943
2019-10-26,8926
2019-10-27,8926
2019-10-28,8934
2019-10-29,8990
2019-10-30,8974
2019-10-31,8929
2019-11-01,8930
2019-11-02,8935
2019-11-03,8923
2019-11-04,8930
2019-11-05,8928
2019-11-06,8966
2019-11-07,8961
2019-11-08,8940
2019-11-09,8922
2019-11-10,8920
2019-11-11,8929
2019-11-12,8949
2019-11-13,8952
2019-11-14,8949
2019-11-15,8889
2019-11-16,8967
2019-11-17,8939
2019-11-18,8927
2019-11-19,8920
2019-11-20,8921
2019-11-21,8914
2019-11-22,8847
2019-11-23,8894
2019-11-24,8899
2019-11-25,8894
2019-11-26,8927
2019-11-27,8931
2019-11-28,8917
2019-11-29,8932
2019-11-30,8946
2019-12-01,8916
2019-12-02,8917
2019-12-03,8916
2019-12-04,8909
2019-12-05,8936
2019-12-06,8909
2019-12-07,8896
2019-12-08,8887
2019-12-09,8879
2019-12-10,8888
2019-12-11,8907
2019-12-12,8942
2019-12-13,8928
2019-12-14,8958
2019-12-15,8920
2019-12-16,8949
2019-12-17,8996
2019-12-18,8987
2019-12-19,8983
2019-12-20,8979
2019-12-21,8978
2019-12-22,8961
2019-12-23,9024
2019-12-24,9012
2019-12-25,8960
2019-12-26,8953
2019-12-27,8937
2019-12-28,8935
2019-12-29,8926
2019-12-30,8924
2019-12-31,8931
2020-01-01,8918
2020-01-02,8950
2020-01-03,8980
2020-01-04,8979
2020-01-05,8961
2020-01-06,8944
2020-01-07,8954
2020-01-08,8949
2020-01-09,8933
2020-01-10,8946
2020-01-11,8948
2020-01-12,8950
2020-01-13,8974
2020-01-14,9007
2020-01-15,8960
2020-01-16,8955
2020-01-17,8945
2020-01-18,8942
2020-01-19,8949
2020-01-20,8997
2020-01-21,8977
2020-01-22,8948
2020-01-23,8932
2020-01-24,8929
2020-01-25,8948
2020-01-26,8956
2020-01-27,8958
2020-01-28,8967
2020-01-29,9011
2020-01-30,9037
2020-01-31,9030
2020-02-01,8983
2020-02-02,8973
2020-02-03,8962
2020-02-04,8949
2020-02-05,8951
2020-02-06,8952
2020-02-07,8899
2020-02-08,8955
2020-02-09,8956
2020-02-10,8942
2020-02-11,8948
2020-02-12,8972
2020-02-13,8982
2020-02-14,9024
2020-02-15,9057
2020-02-16,8961
2020-02-17,8945
2020-02-18,8946
2020-02-19,8940
2020-02-20,8950
2020-02-21,8962
2020-02-22,8940
2020-02-23,8936
2020-02-24,8922
2020-02-25,8916
2020-02-26,8931
2020-02-27,8949
2020-02-28,8936
2020-02-29,8949
2020-03-01,8941
2020-03-02,8944
2020-03-03,8954
2020-03-04,8959
2020-03-05,8975
2020-03-06,8961
2020-03-07,8964
2020-03-08,8957
2020-03-09,8951
2020-03-10,8955
2020-03-11,9041
2020-03-12,8978
2020-03-13,8966
2020-03-14,8963
2020-03-15,8957
2020-03-16,8951
2020-03-17,8966
2020-03-18,8971
2020-03-19,8949
2020-03-20,8957
2020-03-21,8966
2020-03-22,9013
2020-03-23,8974
2020-03-24,8987
2020-03-25,9011
2020-03-26,8997
2020-03-27,9007
2020-03-28,8974
2020-03-29,9001
2020-03-30,8995
2020-03-31,8998
2020-04-01,8996
2020-04-02,9013
2020-04-03,9018
2020-04-04,8994
2020-04-05,8998
2020-04-06,8995
2020-04-07,9003
2020-04-08,8977
2020-04-09,9041
2020-04-10,8984
2020-04-11,8974
2020-04-12,8982
2020-04-13,8971
2020-04-14,8985
2020-04-15,9023
2020-04-16,9040
2020-04-17,9007
2020-04-18,8996
2020-04-19,9003
2020-04-20,9013
2020-04-21,9089
2020-04-22,9025
2020-04-23,9017
2020-04-24,9000
2020-04-25,9082
2020-04-26,9014
2020-04-27,8993
2020-04-28,8986
2020-04-29,8988
2020-04-30,8989
2020-05-01,8991
2020-05-02,9028
2020-05-03,9021
2020-05-04,9006
2020-05-05,9003
2020-05-06,9011
2020-05-07,9028
2020-05-08,9014
2020-05-09,9001
2020-05-10,9043
2020-05-11,9011
2020-05-12,9006
2020-05-13,9015
