date_obj,Adamant%20kiteshield%20(g) price
2016-11-08,22820
2016-11-09,21781
2016-11-10,21781
2016-11-11,21781
2016-11-12,21338
2016-11-13,21338
2016-11-14,21338
2016-11-15,20708
2016-12-07,20627
2016-12-08,20918
2016-12-09,20918
2016-12-10,20918
2016-12-11,21296
2016-12-12,21296
2016-12-13,21296
2016-12-14,21478
2016-12-15,21478
2016-12-16,21478
2016-12-17,21750
2016-12-18,21750
2016-12-19,21750
2016-12-20,22430
2016-12-21,22430
2016-12-22,22430
2016-12-23,21865
2016-12-24,21865
2016-12-25,21865
2016-12-26,21255
2016-12-27,21255
2016-12-28,21255
2016-12-29,21117
2016-12-30,21117
2016-12-31,21117
2017-01-01,21277
2017-01-02,21277
2017-01-03,21277
2017-01-04,21329
2017-01-05,21329
2017-01-06,21329
2017-01-07,21013
2017-01-08,21013
2017-01-09,20818
2017-01-10,20818
2017-01-11,20580
2017-01-12,20580
2017-01-13,20528
2017-01-14,20528
2017-01-15,20079
2017-01-16,20079
2017-01-17,20070
2017-01-18,20070
2017-01-19,20116
2017-01-20,20116
2017-01-21,20210
2017-01-22,20210
2017-01-23,20604
2017-01-27,20261
2017-01-28,19845
2017-01-29,19845
2017-01-30,19845
2017-01-31,20057
2017-02-01,20057
2017-02-02,21027
2017-02-03,21027
2017-02-04,21605
2017-02-05,21605
2017-02-06,21605
2017-02-07,22463
2017-02-08,22463
2017-02-09,22463
2017-02-10,22829
2017-02-11,22829
2017-02-12,22829
2017-02-13,22227
2017-02-14,22227
2017-02-15,21509
2017-02-16,21509
2017-02-17,21509
2017-02-18,21192
2017-02-19,21192
2017-02-20,20397
2017-02-21,20397
2017-02-22,20397
2017-02-23,20149
2017-02-24,20149
2017-02-25,20499
2017-02-26,20499
2017-02-27,21069
2017-02-28,21069
2017-03-01,21597
2017-03-02,21597
2017-03-03,22036
2017-03-04,22036
2017-03-05,22008
2017-03-06,22008
2017-03-07,22399
2017-03-08,22399
2017-03-09,22399
2017-03-10,22763
2017-03-11,22763
2017-03-12,23540
2017-03-13,23540
2017-03-14,24023
2017-03-15,24023
2017-03-16,24421
2017-03-17,24421
2017-03-18,24421
2017-03-19,23763
2017-03-20,23763
2017-03-21,23299
2017-03-22,23299
2017-03-23,22312
2017-03-24,22312
2017-03-25,22357
2017-03-26,22357
2017-03-27,21632
2017-03-28,21632
2017-03-29,21340
2017-03-30,21340
2017-03-31,21117
2017-04-01,21117
2017-04-02,21117
2017-04-03,20641
2017-04-04,20641
2017-04-05,20001
2017-04-12,18427
2017-04-13,18017
2017-04-14,18017
2017-04-15,17998
2017-04-16,17998
2017-04-17,18329
2017-04-18,18329
2017-04-19,18494
2017-04-20,18494
2017-04-21,19292
2017-04-22,19292
2017-04-23,19898
2017-04-24,19898
2017-04-25,19929
2017-04-26,19929
2017-04-27,19929
2017-04-28,20015
2017-04-29,20015
2017-04-30,20370
2017-05-01,20370
2017-05-02,20687
2017-05-03,20687
2017-05-04,20610
2017-05-05,20610
2017-05-06,20339
2017-05-07,20339
2017-05-08,20339
2017-05-09,20850
2017-05-10,20850
2017-05-11,20850
2017-05-12,20830
2017-05-13,20830
2017-05-14,20476
2017-05-15,20476
2017-05-16,20811
2017-05-17,20811
2017-05-18,21196
2017-05-19,21196
2017-05-20,20977
2017-05-21,20977
2017-05-22,20977
2017-05-23,20997
2017-05-24,20997
2017-05-25,20997
2017-05-26,20651
2017-05-27,20651
2017-05-28,19926
2017-05-29,19926
2017-05-30,19022
2017-05-31,19022
2017-06-01,18379
2017-06-02,18379
2017-06-03,18552
2017-06-04,18552
2017-06-05,18512
2017-06-06,18512
2017-06-07,19103
2017-06-08,19103
2017-06-09,19103
2017-06-10,19306
2017-06-11,19306
2017-06-12,19699
2017-06-13,19699
2017-06-14,19744
2017-06-15,19744
2017-06-16,20429
2017-06-17,20429
2017-06-18,21014
2017-06-19,21014
2017-06-20,21451
2017-06-21,21451
2017-06-22,21451
2017-06-23,21698
2017-06-24,21698
2017-06-25,21267
2017-06-26,21267
2017-06-27,20322
2017-06-28,20322
2017-06-29,19626
2017-06-30,19626
2017-07-01,19626
2017-07-02,18802
2017-07-03,18802
2017-07-04,18146
2017-07-05,18146
2017-07-06,18146
2017-07-07,17796
2017-07-08,17796
2017-07-09,17033
2017-07-13,16181
2017-07-14,15749
2017-07-15,15749
2017-07-16,15749
2017-07-17,15153
2017-07-18,15153
2017-07-19,14512
2017-07-20,14512
2017-07-21,13970
2017-07-22,13970
2017-07-23,13443
2017-07-24,13443
2017-07-25,13502
2017-07-26,13502
2017-07-27,14107
2017-07-28,14107
2017-07-29,14359
2017-07-30,14420
2017-07-31,14420
2017-08-01,14420
2017-08-02,14247
2017-08-03,14247
2017-08-04,14247
2017-08-05,14648
2017-08-06,14648
2017-08-07,15024
2017-08-08,15024
2017-08-09,14753
2017-08-10,14753
2017-08-11,14930
2017-08-12,14930
2017-08-13,15074
2017-08-14,15074
2017-08-15,15404
2017-08-16,15404
2017-08-17,15681
2017-08-18,15681
2017-08-19,15681
2017-08-20,15513
2017-08-21,15513
2017-08-22,15164
2017-08-23,15164
2017-08-24,15244
2017-08-25,15244
2017-08-26,15400
2017-08-27,15400
2017-08-28,15675
2017-08-29,15675
2017-08-30,15605
2017-08-31,15605
2017-09-01,15605
2017-09-02,15763
2017-09-03,15763
2017-09-04,15529
2017-09-05,15529
2017-09-06,15389
2017-09-07,15389
2017-09-08,15575
2017-09-09,15575
2017-09-10,15543
2017-09-11,15543
2017-09-12,15579
2017-09-13,15579
2017-09-14,15954
2017-09-15,15954
2017-09-16,15954
2017-09-17,16721
2017-09-18,16721
2017-09-19,16814
2017-09-20,16814
2017-09-21,16954
2017-09-22,16954
2017-09-23,17093
2017-09-24,17093
2017-09-25,17069
2017-09-26,17069
2017-09-27,17069
2017-09-28,17546
2017-09-29,17546
2017-09-30,17811
2017-10-01,17811
2017-10-02,17666
2017-10-03,17666
2017-10-04,17666
2017-10-05,17872
2017-10-06,17872
2017-10-07,18187
2017-10-08,18187
2017-10-09,18253
2017-10-10,18253
2017-10-11,18073
2017-10-12,18073
2017-10-13,17898
2017-10-14,17898
2017-10-15,17336
2017-10-16,17336
2017-10-17,17326
2017-10-18,17326
2017-10-19,16990
2017-10-20,16990
2017-10-21,16990
2017-10-22,16834
2017-10-23,16834
2017-10-24,16543
2017-10-25,16543
2017-10-26,16550
2017-10-27,16550
2017-10-28,16550
2017-10-29,16571
2017-10-30,16571
2017-10-31,16620
2017-11-01,16620
2017-11-02,16455
2017-11-03,16455
2017-11-04,16826
2017-11-05,16826
2017-11-06,16820
2017-11-07,16820
2017-11-08,16830
2017-11-09,16830
2017-11-10,16916
2017-11-11,16916
2017-11-12,16797
2017-11-13,16797
2017-11-14,17007
2017-11-15,17007
2017-11-16,17069
2017-11-17,17069
2017-11-18,16618
2017-11-19,16618
2017-11-20,16536
2017-11-21,16536
2017-11-22,16555
2017-11-23,16555
2017-11-24,16602
2017-11-25,16602
2017-11-26,17109
2017-11-27,17109
2017-11-28,17242
2017-11-29,17242
2017-11-30,17340
2017-12-01,17664
2017-12-02,17664
2017-12-03,18172
2017-12-04,18172
2017-12-05,18950
2017-12-06,18950
2017-12-07,19625
2017-12-08,19625
2017-12-09,19736
2017-12-10,19883
2017-12-11,19883
2017-12-12,20153
2017-12-13,20153
2017-12-14,20619
2017-12-15,20619
2017-12-16,20600
2017-12-17,20600
2017-12-18,21062
2017-12-19,21062
2017-12-20,21407
2017-12-21,21407
2017-12-22,22042
2017-12-23,22042
2017-12-24,22180
2017-12-25,22180
2017-12-26,22286
2017-12-27,22286
2017-12-28,22598
2017-12-29,22598
2017-12-30,23148
2017-12-31,23148
2018-01-01,22188
2018-01-02,22188
2018-01-03,21268
2018-01-04,21268
2018-01-05,21101
2018-01-06,21101
2018-01-07,20902
2018-01-08,20902
2018-01-09,20059
2018-01-10,20059
2018-01-11,19407
2018-01-12,19407
2018-01-13,19446
2018-01-14,19446
2018-01-15,19364
2018-01-16,18904
2018-01-17,18798
2018-01-18,18798
2018-01-19,18654
2018-01-20,18865
2018-01-21,18865
2018-01-22,18916
2018-01-23,19065
2018-01-24,19157
2018-01-25,19750
2018-01-26,19803
2018-01-27,19530
2018-01-28,19964
2018-01-29,19748
2018-01-30,19790
2018-01-31,19984
2018-02-01,20169
2018-02-02,20108
2018-02-03,19906
2018-02-04,19825
2018-02-05,20086
2018-02-06,20031
2018-02-07,20422
2018-02-08,20422
2018-02-09,20215
2018-02-10,20215
2018-02-11,20069
2018-02-12,20426
2018-02-13,20815
2018-02-14,20957
2018-02-15,21201
2018-02-16,21726
2018-02-17,21975
2018-02-18,22299
2018-02-19,22622
2018-02-20,22475
2018-02-21,22708
2018-02-22,22864
2018-02-23,22649
2018-02-24,22649
2018-02-25,22512
2018-02-26,22292
2018-02-27,22664
2018-02-28,22664
2018-03-01,22191
2018-03-02,22035
2018-03-03,21401
2018-03-04,21401
2018-03-05,20953
2018-03-06,21024
2018-03-07,21334
2018-03-08,21457
2018-03-09,21146
2018-03-10,21637
2018-03-11,21884
2018-03-12,22198
2018-03-13,21774
2018-03-14,21676
2018-03-15,21357
2018-03-16,21333
2018-03-17,20792
2018-03-18,20127
2018-03-19,19927
2018-03-20,20325
2018-03-21,20082
2018-03-22,19719
2018-03-23,19782
2018-03-24,19559
2018-03-25,19412
2018-03-26,19529
2018-03-27,19952
2018-03-28,19785
2018-03-29,20134
2018-03-30,20056
2018-03-31,20289
2018-04-01,20078
2018-04-02,19944
2018-04-03,20124
2018-04-04,20052
2018-04-05,20052
2018-04-06,19886
2018-04-07,19886
2018-04-08,19757
2018-04-09,19998
2018-04-10,19929
2018-04-11,19472
2018-04-12,19671
2018-04-13,19912
2018-04-14,19911
2018-04-15,20105
2018-04-16,20296
2018-04-17,20490
2018-04-18,20490
2018-04-19,20918
2018-04-20,21285
2018-04-21,21793
2018-04-22,21983
2018-04-23,21038
2018-04-24,20650
2018-04-25,20608
2018-04-26,20608
2018-04-27,20930
2018-04-28,20505
2018-04-29,20579
2018-04-30,20874
2018-05-01,21179
2018-05-02,21596
2018-05-03,21656
2018-05-04,21963
2018-05-05,21520
2018-05-06,21520
2018-05-07,21232
2018-05-08,20702
2018-05-09,21182
2018-05-10,21632
2018-05-11,22015
2018-05-12,21877
2018-05-13,21877
2018-05-14,21794
2018-05-15,22075
2018-05-16,21945
2018-05-17,21593
2018-05-18,21160
2018-05-19,21214
2018-05-20,21025
2018-05-21,20731
2018-05-22,20000
2018-05-23,20326
2018-05-24,20586
2018-05-25,20935
2018-05-26,21178
2018-05-27,21178
2018-05-28,20956
2018-05-29,20293
2018-05-30,19883
2018-05-31,19929
2018-06-01,20211
2018-06-02,20435
2018-06-03,20435
2018-06-04,20636
2018-06-05,20399
2018-06-06,19895
2018-06-07,19895
2018-06-08,19985
2018-06-09,20195
2018-06-10,19563
2018-06-11,19556
2018-06-12,19854
2018-06-13,20007
2018-06-14,19566
2018-06-15,20018
2018-06-16,20102
2018-06-17,20152
2018-06-18,19645
2018-06-19,19774
2018-06-20,19774
2018-06-21,19656
2018-06-22,20013
2018-06-23,20013
2018-06-24,20173
2018-06-25,19705
2018-06-26,19732
2018-06-27,19689
2018-06-28,19680
2018-06-29,19869
2018-06-30,19756
2018-07-01,20006
2018-07-02,20006
2018-07-03,20446
2018-07-04,20216
2018-07-05,20216
2018-07-06,19796
2018-07-07,19593
2018-07-08,19300
2018-07-09,18953
2018-07-10,19203
2018-07-11,19142
2018-07-12,19456
2018-07-13,19169
2018-07-14,19249
2018-07-15,19328
2018-07-16,19288
2018-07-17,19694
2018-07-18,19927
2018-07-19,20074
2018-07-20,20081
2018-07-21,20232
2018-07-22,20088
2018-07-23,20305
2018-07-24,20712
2018-07-25,20654
2018-07-26,20973
2018-07-27,21286
2018-07-28,21294
2018-07-29,21391
2018-07-30,21323
2018-07-31,21221
2018-08-01,21409
2018-08-02,21671
2018-08-03,21946
2018-08-04,22107
2018-08-05,22540
2018-08-06,22900
2018-08-07,22872
2018-08-08,23225
2018-08-09,23306
2018-08-10,23139
2018-08-11,22986
2018-08-12,23083
2018-08-14,23442
2018-08-16,22815
2018-08-17,22743
2018-08-18,22933
2018-08-19,22607
2018-08-20,22668
2018-08-21,23014
2018-08-22,23147
2018-08-23,23498
2018-08-24,23715
2018-08-25,24313
2018-08-26,23955
2018-08-27,22945
2018-08-28,22190
2018-08-29,21302
2018-08-30,21403
2018-08-31,21595
2018-09-01,21255
2018-09-02,20859
2018-09-03,20376
2018-09-04,20056
2018-09-05,20032
2018-09-06,20032
2018-09-07,20479
2018-09-08,20897
2018-09-09,21310
2018-09-10,21515
2018-09-11,21519
2018-09-12,21668
2018-09-13,21542
2018-09-14,21395
2018-09-15,21531
2018-09-16,22092
2018-09-17,22493
2018-09-18,23112
2018-09-19,23335
2018-09-20,24217
2018-09-21,24528
2018-09-22,24727
2018-09-23,24863
2018-09-24,25218
2018-09-25,25608
2018-09-26,26230
2018-09-27,26988
2018-09-28,27606
2018-09-29,28164
2018-09-30,27784
2018-10-01,27686
2018-10-02,28085
2018-10-03,28209
2018-10-04,28141
2018-10-05,28998
2018-10-06,29422
2018-10-07,29586
2018-10-08,29544
2018-10-09,30073
2018-10-10,29469
2018-10-11,28277
2018-10-12,27656
2018-10-13,27330
2018-10-14,27196
2018-10-15,26860
2018-10-16,26188
2018-10-17,26409
2018-10-18,26630
2018-10-19,26525
2018-10-20,26525
2018-10-21,26585
2018-10-22,26472
2018-10-23,26431
2018-10-24,26093
2018-10-25,24807
2018-10-26,24434
2018-10-27,24293
2018-10-28,23798
2018-10-29,22974
2018-10-30,22669
2018-10-31,22496
2018-11-01,22710
2018-11-03,24504
2018-11-04,25725
2018-11-05,27004
2018-11-06,28355
2018-11-07,29773
2018-11-08,31262
2018-11-09,32826
2018-11-10,34468
2018-11-11,36192
2018-11-12,38002
2018-11-13,39903
2018-11-14,41899
2018-11-15,43994
2018-11-16,46194
2018-11-17,48504
2018-11-18,50930
2018-11-19,53477
2018-11-20,56151
2018-11-21,58959
2018-11-22,61907
2018-11-23,64811
2018-11-24,66932
2018-11-25,67253
2018-11-26,69045
2018-11-27,69777
2018-11-28,68937
2018-11-29,67650
2018-12-01,66526
2018-12-02,64982
2018-12-03,65008
2018-12-04,62840
2018-12-05,61717
2018-12-07,58915
2018-12-09,55392
2018-12-10,53385
2018-12-11,52091
2018-12-12,50061
2018-12-13,48571
2018-12-14,47111
2018-12-15,46286
2018-12-16,45948
2018-12-17,44952
2018-12-18,43406
2018-12-19,44027
2018-12-20,44395
2018-12-21,44662
2018-12-22,46457
2018-12-23,46665
2018-12-24,46774
2018-12-25,46305
2018-12-26,47003
2018-12-27,46684
2018-12-28,46189
2018-12-29,46836
2018-12-30,46039
2018-12-31,45362
2019-01-01,44668
2019-01-02,44049
2019-01-03,43654
2019-01-04,43285
2019-01-05,43471
2019-01-06,42513
2019-01-08,39473
2019-01-10,36573
2019-01-11,35550
2019-01-12,34539
2019-01-13,34202
2019-01-14,34188
2019-01-15,34740
2019-01-16,35007
2019-01-17,34521
2019-01-18,33496
2019-01-19,32746
2019-01-20,31777
2019-01-21,30499
2019-01-22,30265
2019-01-23,30335
2019-01-24,30433
2019-01-25,29371
2019-01-26,28521
2019-01-27,28134
2019-01-28,27465
2019-01-29,26906
2019-01-30,26660
2019-01-31,25923
2019-02-01,25446
2019-02-02,25520
2019-02-03,25226
2019-02-04,24808
2019-02-05,24570
2019-02-06,25077
2019-02-07,24739
2019-02-08,25100
2019-02-09,24851
2019-02-10,24818
2019-02-11,24226
2019-02-12,23700
2019-02-13,23549
2019-02-14,22855
2019-02-15,22516
2019-02-16,21864
2019-02-17,21568
2019-02-18,21202
2019-02-19,21284
2019-02-20,21227
2019-02-21,20939
2019-02-22,20776
2019-02-23,20645
2019-02-24,20528
2019-02-25,20543
2019-02-26,20523
2019-02-27,20278
2019-02-28,19398
2019-03-01,19365
2019-03-02,19420
2019-03-03,19488
2019-03-04,19744
2019-03-05,19833
2019-03-06,19650
2019-03-07,20029
2019-03-08,20029
2019-03-09,20407
2019-03-10,20586
2019-03-11,20397
2019-03-12,20289
2019-03-13,20450
2019-03-14,20577
