date_obj,Rune%20sq%20shield price
2019-04-04,22606
2019-04-05,22599
2019-04-06,22589
2019-04-07,22591
2019-04-08,22591
2019-04-09,22593
2019-04-10,22629
2019-04-11,22609
2019-04-12,22589
2019-04-13,22547
2019-04-14,22560
2019-04-15,22593
2019-04-16,22614
2019-04-17,22580
2019-04-18,22613
2019-04-19,22635
2019-04-20,22581
2019-04-21,22617
2019-04-22,22592
2019-04-23,22597
2019-04-24,22627
2019-04-25,22649
2019-04-26,22632
2019-04-27,22641
2019-04-28,22619
2019-04-29,22612
2019-04-30,22601
2019-05-01,22617
2019-05-02,22608
2019-05-03,22618
2019-05-04,22594
2019-05-05,22620
2019-05-06,22648
2019-05-07,22614
2019-05-08,22627
2019-05-09,22648
2019-05-10,22649
2019-05-11,22632
2019-05-12,22605
2019-05-13,22629
2019-05-14,22644
2019-05-15,22659
2019-05-16,22656
2019-05-17,22614
2019-05-18,22559
2019-05-19,22576
2019-05-20,22568
2019-05-21,22617
2019-05-22,22630
2019-05-23,22625
2019-05-24,22578
2019-05-25,22617
2019-05-26,22577
2019-05-27,22575
2019-05-28,22594
2019-05-29,22635
2019-05-30,22644
2019-05-31,22662
2019-06-01,22605
2019-06-02,22588
2019-06-03,22623
2019-06-04,22595
2019-06-05,22608
2019-06-06,22615
2019-06-07,22649
2019-06-08,22606
2019-06-09,22654
2019-06-10,22545
2019-06-11,22612
2019-06-12,22620
2019-06-13,22613
2019-06-14,22602
2019-06-15,22576
2019-06-16,22590
2019-06-17,22621
2019-06-18,22592
2019-06-19,22598
2019-06-20,22599
2019-06-21,22577
2019-06-22,22601
2019-06-23,22606
2019-06-24,22588
2019-06-25,22601
2019-06-26,22589
2019-06-27,22622
2019-06-28,22613
2019-06-29,22624
2019-06-30,22637
2019-07-01,22650
2019-07-02,22653
2019-07-03,22595
2019-07-04,22551
2019-07-05,22567
2019-07-06,22530
2019-07-07,22586
2019-07-08,22624
2019-07-09,22597
2019-07-10,22614
2019-07-11,22630
2019-07-12,22613
2019-07-13,22583
2019-07-14,22611
2019-07-15,22609
2019-07-16,22618
2019-07-17,22643
2019-07-18,22635
2019-07-19,22627
2019-07-20,22576
2019-07-21,22547
2019-07-22,22598
2019-07-23,22593
2019-07-24,22549
2019-07-25,22571
2019-07-26,22576
2019-07-27,22464
2019-07-28,22473
2019-07-29,22522
2019-07-30,22565
2019-07-31,22570
2019-08-01,22546
2019-08-02,22516
2019-08-03,22467
2019-08-04,22491
2019-08-05,22441
2019-08-06,22509
2019-08-07,22547
2019-08-08,22522
2019-08-09,22569
2019-08-10,22498
2019-08-11,22426
2019-08-12,22495
2019-08-13,22528
2019-08-14,22554
2019-08-15,22564
2019-08-16,22574
2019-08-17,22503
2019-08-18,22545
2019-08-19,22530
2019-08-20,22549
2019-08-21,22585
2019-08-22,22552
2019-08-23,22580
2019-08-24,22518
2019-08-24,22518
2019-08-25,22546
2019-08-25,22546
2019-08-26,22565
2019-08-26,22565
2019-08-27,22580
2019-08-27,22580
2019-08-28,22592
2019-08-29,22598
2019-08-30,22567
2019-08-31,22530
2019-09-01,22523
2019-09-02,22559
2019-09-03,22581
2019-09-04,22585
2019-09-05,22578
2019-09-06,22540
2019-09-07,22577
2019-09-08,22551
2019-09-09,22575
2019-09-10,22583
2019-09-11,22626
2019-09-12,22627
2019-09-13,22507
2019-09-14,22597
2019-09-15,22580
2019-09-16,22563
2019-09-17,22597
2019-09-18,22521
2019-09-19,22552
2019-09-20,22520
2019-09-21,22563
2019-09-22,22494
2019-09-23,22530
2019-09-24,22544
2019-09-25,22585
2019-09-26,22591
2019-09-27,22594
2019-09-28,22529
2019-09-29,22330
2019-09-30,22493
2019-10-01,22527
2019-10-02,22535
2019-10-03,22541
2019-10-04,22547
2019-10-05,22450
2019-10-06,22513
2019-10-07,22442
2019-10-08,22504
2019-10-09,22486
2019-10-10,22525
2019-10-11,22459
2019-10-12,22431
2019-10-13,22502
2019-10-14,22550
2019-10-15,22575
2019-10-16,22549
2019-10-17,22461
2019-10-18,22520
2019-10-19,22467
2019-10-20,22437
2019-10-21,22524
2019-10-22,22574
2019-10-23,22594
2019-10-24,22544
2019-10-25,22558
2019-10-26,22546
2019-10-27,22446
2019-10-28,22544
2019-10-29,22562
2019-10-30,22608
2019-10-31,22639
2019-11-01,22561
2019-11-02,22490
2019-11-03,22491
2019-11-04,22534
2019-11-05,22595
2019-11-06,22539
2019-11-07,22364
2019-11-08,22480
2019-11-09,22436
2019-11-10,22494
2019-11-11,22520
2019-11-12,22514
2019-11-13,22463
2019-11-14,22523
2019-11-15,22447
2019-11-16,22481
2019-11-17,22429
2019-11-18,22461
2019-11-19,22468
2019-11-20,22540
2019-11-21,22530
2019-11-22,22527
2019-11-23,22482
2019-11-24,22505
2019-11-25,22522
2019-11-26,22527
2019-11-27,22502
2019-11-28,22543
2019-11-29,22529
2019-11-30,22398
2019-12-01,22411
2019-12-02,22467
2019-12-03,22439
2019-12-04,22494
2019-12-05,22478
2019-12-06,22493
2019-12-07,22503
2019-12-08,22517
2019-12-09,22465
2019-12-10,22475
2019-12-11,22479
2019-12-12,22506
2019-12-13,22535
2019-12-14,22532
2019-12-15,22499
2019-12-16,22500
2019-12-17,22500
2019-12-18,22477
2019-12-19,22520
2019-12-20,22537
2019-12-21,22524
2019-12-22,22504
2019-12-23,22494
2019-12-24,22426
2019-12-25,22486
2019-12-26,22508
2019-12-27,22511
2019-12-28,22491
2019-12-29,22512
2019-12-30,22501
2019-12-31,22480
2020-01-01,22492
2020-01-02,22457
2020-01-03,22338
2020-01-04,22448
2020-01-05,22422
2020-01-06,22472
2020-01-07,22514
2020-01-08,22497
2020-01-09,22514
2020-01-10,22511
2020-01-11,22533
2020-01-12,22506
2020-01-13,22524
2020-01-14,22540
2020-01-15,22515
2020-01-16,22477
2020-01-17,22507
2020-01-18,22482
2020-01-19,22443
2020-01-20,22506
2020-01-21,22465
2020-01-22,22505
2020-01-23,22522
2020-01-24,22330
2020-01-25,22427
2020-01-26,22430
2020-01-27,22487
2020-01-28,22515
2020-01-29,22531
2020-01-30,22522
2020-01-31,22503
2020-02-01,22466
2020-02-02,22482
2020-02-03,22493
2020-02-04,22480
2020-02-05,22435
2020-02-06,22343
2020-02-07,22327
2020-02-08,22422
2020-02-09,22440
2020-02-10,22475
2020-02-11,22457
2020-02-12,22477
2020-02-13,22488
2020-02-14,22500
2020-02-15,22486
2020-02-16,22467
2020-02-17,22497
2020-02-18,22507
2020-02-19,22492
2020-02-20,22513
2020-02-21,22506
2020-02-22,22479
2020-02-23,22481
2020-02-24,22511
2020-02-25,22475
2020-02-26,22524
2020-02-27,22506
2020-02-28,22493
2020-02-29,22476
2020-03-01,22420
2020-03-02,22481
2020-03-03,22509
2020-03-04,22504
2020-03-05,22495
2020-03-06,22500
2020-03-07,22442
2020-03-08,22490
2020-03-09,22510
2020-03-10,22542
2020-03-11,22536
2020-03-12,22538
2020-03-13,22513
2020-03-14,22488
2020-03-15,22465
2020-03-16,22516
2020-03-17,22538
2020-03-18,22526
2020-03-19,22530
2020-03-20,22465
2020-03-21,22490
2020-03-22,22464
2020-03-23,22514
2020-03-24,22519
2020-03-25,22463
2020-03-26,22514
2020-03-27,22520
2020-03-28,22483
2020-03-29,22507
2020-03-30,22550
2020-03-31,22534
2020-04-01,22540
2020-04-02,22554
2020-04-03,22549
2020-04-04,22532
2020-04-05,22506
2020-04-06,22524
2020-04-07,22558
2020-04-08,22552
2020-04-09,22560
2020-04-10,22464
2020-04-11,22527
2020-04-12,22544
2020-04-13,22451
2020-04-14,22493
2020-04-15,22524
2020-04-16,22477
2020-04-17,22522
2020-04-18,22533
2020-04-19,22427
2020-04-20,22505
2020-04-21,22541
2020-04-22,22546
2020-04-23,22506
2020-04-24,22534
2020-04-25,22546
2020-04-26,22518
2020-04-27,22455
2020-04-28,22518
2020-04-29,22541
2020-04-30,22551
2020-05-01,22566
2020-05-02,22527
2020-05-03,22511
2020-05-04,22554
2020-05-05,22565
2020-05-06,22538
2020-05-07,22543
2020-05-08,22514
2020-05-09,22523
2020-05-10,22538
2020-05-11,22553
2020-05-12,22557
2020-05-13,22564
