date_obj,Diamond price
2019-03-29,1979
2019-03-30,1987
2019-03-31,1982
2019-04-01,1987
2019-04-02,1996
2019-04-03,1994
2019-04-04,1994
2019-04-05,1992
2019-04-06,1986
2019-04-07,1990
2019-04-08,1977
2019-04-09,1970
2019-04-10,1978
2019-04-11,1979
2019-04-12,1967
2019-04-13,1948
2019-04-14,1943
2019-04-15,1935
2019-04-16,1940
2019-04-17,1943
2019-04-18,1937
2019-04-19,1928
2019-04-20,1933
2019-04-21,1940
2019-04-22,1931
2019-04-23,1943
2019-04-24,1950
2019-04-25,1955
2019-04-26,1956
2019-04-27,1958
2019-04-28,1960
2019-04-29,1973
2019-04-30,1989
2019-05-01,1994
2019-05-02,1987
2019-05-03,1977
2019-05-04,1970
2019-05-05,1969
2019-05-06,1974
2019-05-07,1979
2019-05-08,1986
2019-05-09,1980
2019-05-10,1979
2019-05-11,1972
2019-05-12,1963
2019-05-13,1971
2019-05-14,1964
2019-05-15,1967
2019-05-16,1969
2019-05-17,1975
2019-05-18,1988
2019-05-19,1980
2019-05-20,1980
2019-05-21,1978
2019-05-22,1978
2019-05-23,1991
2019-05-24,1986
2019-05-25,1996
2019-05-26,1997
2019-05-27,1987
2019-05-28,1984
2019-05-29,1995
2019-05-30,1998
2019-05-31,1995
2019-06-01,1986
2019-06-02,1987
2019-06-03,1993
2019-06-04,2007
2019-06-05,2022
2019-06-06,2003
2019-06-07,1990
2019-06-08,1986
2019-06-09,1989
2019-06-10,1992
2019-06-11,1989
2019-06-12,1991
2019-06-13,1987
2019-06-14,1983
2019-06-15,1985
2019-06-16,1983
2019-06-17,1984
2019-06-18,1996
2019-06-19,1998
2019-06-20,2007
2019-06-21,2006
2019-06-22,2000
2019-06-23,2004
2019-06-24,1994
2019-06-25,1986
2019-06-26,1986
2019-06-27,1988
2019-06-28,1988
2019-06-29,1990
2019-06-30,1989
2019-07-01,1986
2019-07-02,1994
2019-07-03,1996
2019-07-04,1994
2019-07-05,1998
2019-07-06,2005
2019-07-07,2009
2019-07-08,1997
2019-07-09,1992
2019-07-10,1991
2019-07-11,1990
2019-07-12,2005
2019-07-13,1998
2019-07-14,1999
2019-07-15,1994
2019-07-16,1994
2019-07-17,1990
2019-07-18,1986
2019-07-19,1964
2019-07-20,1924
2019-07-21,1930
2019-07-22,1923
2019-07-23,1941
2019-07-24,1955
2019-07-25,1964
2019-07-26,1944
2019-07-27,1922
2019-07-28,1897
2019-07-29,1904
2019-07-30,1921
2019-07-31,1937
2019-08-01,1960
2019-08-02,1944
2019-08-03,1930
2019-08-04,1922
2019-08-05,1918
2019-08-06,1929
2019-08-07,1944
2019-08-08,1936
2019-08-09,1930
2019-08-10,1912
2019-08-11,1911
2019-08-12,1891
2019-08-13,1876
2019-08-14,1888
2019-08-15,1900
2019-08-16,1883
2019-08-17,1868
2019-08-18,1886
2019-08-19,1903
2019-08-20,1915
2019-08-21,1924
2019-08-22,1918
2019-08-23,1911
2019-08-24,1904
2019-08-24,1904
2019-08-25,1900
2019-08-25,1900
2019-08-26,1903
2019-08-26,1903
2019-08-27,1906
2019-08-27,1906
2019-08-28,1915
2019-08-29,1910
2019-08-30,1911
2019-08-31,1917
2019-09-01,1923
2019-09-02,1922
2019-09-03,1917
2019-09-04,1920
2019-09-05,1927
2019-09-06,1937
2019-09-07,1930
2019-09-08,1935
2019-09-09,1948
2019-09-10,1943
2019-09-11,1943
2019-09-12,1946
2019-09-13,1939
2019-09-14,1930
2019-09-15,1923
2019-09-16,1919
2019-09-17,1908
2019-09-18,1899
2019-09-19,1906
2019-09-20,1910
2019-09-21,1907
2019-09-22,1910
2019-09-23,1912
2019-09-24,1925
2019-09-25,1932
2019-09-26,1929
2019-09-27,1933
2019-09-28,1947
2019-09-29,1936
2019-09-30,1938
2019-10-01,1926
2019-10-02,1930
2019-10-03,1935
2019-10-04,1928
2019-10-05,1919
2019-10-06,1919
2019-10-07,1915
2019-10-08,1913
2019-10-09,1910
2019-10-10,1911
2019-10-11,1922
2019-10-12,1924
2019-10-13,1920
2019-10-14,1917
2019-10-15,1917
2019-10-16,1914
2019-10-17,1910
2019-10-18,1902
2019-10-19,1901
2019-10-20,1899
2019-10-21,1893
2019-10-22,1898
2019-10-23,1902
2019-10-24,1899
2019-10-25,1899
2019-10-26,1856
2019-10-27,1839
2019-10-28,1834
2019-10-29,1851
2019-10-30,1856
2019-10-31,1855
2019-11-01,1851
2019-11-02,1839
2019-11-03,1838
2019-11-04,1850
2019-11-05,1864
2019-11-06,1873
2019-11-07,1876
2019-11-08,1878
2019-11-09,1876
2019-11-10,1891
2019-11-11,1900
2019-11-12,1902
2019-11-13,1905
2019-11-14,1905
2019-11-15,1898
2019-11-16,1870
2019-11-17,1849
2019-11-18,1848
2019-11-19,1852
2019-11-20,1855
2019-11-21,1862
2019-11-22,1867
2019-11-23,1874
2019-11-24,1880
2019-11-25,1884
2019-11-26,1891
2019-11-27,1901
2019-11-28,1892
2019-11-29,1887
2019-11-30,1882
2019-12-01,1873
2019-12-02,1846
2019-12-03,1850
2019-12-04,1848
2019-12-05,1870
2019-12-06,1878
2019-12-07,1888
2019-12-08,1875
2019-12-09,1889
2019-12-10,1883
2019-12-11,1876
2019-12-12,1873
2019-12-13,1887
2019-12-14,1880
2019-12-15,1882
2019-12-16,1880
2019-12-17,1880
2019-12-18,1869
2019-12-19,1870
2019-12-20,1879
2019-12-21,1885
2019-12-22,1889
2019-12-23,1899
2019-12-24,1906
2019-12-25,1907
2019-12-26,1892
2019-12-27,1890
2019-12-28,1888
2019-12-29,1889
2019-12-30,1898
2019-12-31,1902
2020-01-01,1903
2020-01-02,1907
2020-01-03,1914
2020-01-04,1917
2020-01-05,1916
2020-01-06,1899
2020-01-07,1884
2020-01-08,1865
2020-01-09,1872
2020-01-10,1883
2020-01-11,1888
2020-01-12,1892
2020-01-13,1896
2020-01-14,1907
2020-01-15,1918
2020-01-16,1901
2020-01-17,1892
2020-01-18,1895
2020-01-19,1901
2020-01-20,1900
2020-01-21,1893
2020-01-22,1888
2020-01-23,1888
2020-01-24,1886
2020-01-25,1877
2020-01-26,1862
2020-01-27,1872
2020-01-28,1885
2020-01-29,1887
2020-01-30,1887
2020-01-31,1886
2020-02-01,1886
2020-02-02,1885
2020-02-03,1886
2020-02-04,1886
2020-02-05,1872
2020-02-06,1855
2020-02-07,1872
2020-02-08,1827
2020-02-09,1842
2020-02-10,1842
2020-02-11,1836
2020-02-12,1844
2020-02-13,1853
2020-02-14,1855
2020-02-15,1845
2020-02-16,1828
2020-02-17,1841
2020-02-18,1857
2020-02-19,1873
2020-02-20,1884
2020-02-21,1883
2020-02-22,1877
2020-02-23,1866
2020-02-24,1865
2020-02-25,1865
2020-02-26,1867
2020-02-27,1867
2020-02-28,1876
2020-02-29,1874
2020-03-01,1866
2020-03-02,1866
2020-03-03,1863
2020-03-04,1863
2020-03-05,1862
2020-03-06,1868
2020-03-07,1859
2020-03-08,1858
2020-03-09,1857
2020-03-10,1856
2020-03-11,1859
2020-03-12,1859
2020-03-13,1862
2020-03-14,1865
2020-03-15,1866
2020-03-16,1887
2020-03-17,1902
2020-03-18,1890
2020-03-19,1879
2020-03-20,1866
2020-03-21,1872
2020-03-22,1869
2020-03-23,1865
2020-03-24,1874
2020-03-25,1883
2020-03-26,1880
2020-03-27,1893
2020-03-28,1893
2020-03-29,1880
2020-03-30,1868
2020-03-31,1888
2020-04-01,1891
2020-04-02,1891
2020-04-03,1888
2020-04-04,1865
2020-04-05,1859
2020-04-06,1867
2020-04-07,1869
2020-04-08,1868
2020-04-09,1867
2020-04-10,1872
2020-04-11,1870
2020-04-12,1877
2020-04-13,1894
2020-04-14,1907
2020-04-15,1918
2020-04-16,1915
2020-04-17,1917
2020-04-18,1910
2020-04-19,1904
2020-04-20,1932
2020-04-21,1939
2020-04-22,1964
2020-04-23,1984
2020-04-24,1976
2020-04-25,1948
2020-04-26,1924
2020-04-27,1913
2020-04-28,1926
2020-04-29,1928
2020-04-30,1930
2020-05-01,1931
2020-05-02,1933
2020-05-03,1943
2020-05-04,1944
2020-05-05,1952
2020-05-06,1946
2020-05-07,1934
2020-05-08,1941
2020-05-09,1933
2020-05-10,1924
2020-05-11,1926
2020-05-12,1937
2020-05-13,1947
