date_obj,Steel%20platebody price
2019-06-09,942
2019-06-10,938
2019-06-11,948
2019-06-12,953
2019-06-13,957
2019-06-14,970
2019-06-15,963
2019-06-16,968
2019-06-17,951
2019-06-18,936
2019-06-19,962
2019-06-20,960
2019-06-21,958
2019-06-22,940
2019-06-23,930
2019-06-24,905
2019-06-25,926
2019-06-26,928
2019-06-27,942
2019-06-28,928
2019-06-29,948
2019-06-30,946
2019-07-01,942
2019-07-02,933
2019-07-03,932
2019-07-04,924
2019-07-05,932
2019-07-06,922
2019-07-07,920
2019-07-08,910
2019-07-09,932
2019-07-10,946
2019-07-11,949
2019-07-12,943
2019-07-13,937
2019-07-14,950
2019-07-15,935
2019-07-16,936
2019-07-17,948
2019-07-18,942
2019-07-19,944
2019-07-20,942
2019-07-21,948
2019-07-22,953
2019-07-23,956
2019-07-24,945
2019-07-25,945
2019-07-26,930
2019-07-27,904
2019-07-28,898
2019-07-29,911
2019-07-30,913
2019-07-31,901
2019-08-01,909
2019-08-02,911
2019-08-03,904
2019-08-04,900
2019-08-05,899
2019-08-06,902
2019-08-07,906
2019-08-08,903
2019-08-09,905
2019-08-10,891
2019-08-11,863
2019-08-12,876
2019-08-13,871
2019-08-14,886
2019-08-15,876
2019-08-16,888
2019-08-17,884
2019-08-18,895
2019-08-19,907
2019-08-20,906
2019-08-21,916
2019-08-22,915
2019-08-23,902
2019-08-24,900
2019-08-24,900
2019-08-25,874
2019-08-25,874
2019-08-26,880
2019-08-26,880
2019-08-27,888
2019-08-27,888
2019-08-28,892
2019-08-29,910
2019-08-30,909
2019-08-31,904
2019-09-01,895
2019-09-02,866
2019-09-03,896
2019-09-04,895
2019-09-05,897
2019-09-06,905
2019-09-07,907
2019-09-08,897
2019-09-09,899
2019-09-10,901
2019-09-11,914
2019-09-12,921
2019-09-13,927
2019-09-14,927
2019-09-15,907
2019-09-16,929
2019-09-17,924
2019-09-18,925
2019-09-19,935
2019-09-20,928
2019-09-21,934
2019-09-22,920
2019-09-23,930
2019-09-24,927
2019-09-25,932
2019-09-26,925
2019-09-27,909
2019-09-28,889
2019-09-29,867
2019-09-30,885
2019-10-01,881
2019-10-02,886
2019-10-03,863
2019-10-04,875
2019-10-05,882
2019-10-06,883
2019-10-07,889
2019-10-08,896
2019-10-09,889
2019-10-10,884
2019-10-11,875
2019-10-12,875
2019-10-13,883
2019-10-14,884
2019-10-15,886
2019-10-16,895
2019-10-17,894
2019-10-18,898
2019-10-19,880
2019-10-20,859
2019-10-21,866
2019-10-22,868
2019-10-23,879
2019-10-24,884
2019-10-25,893
2019-10-26,894
2019-10-27,885
2019-10-28,900
2019-10-29,894
2019-10-30,892
2019-10-31,891
2019-11-01,873
2019-11-02,877
2019-11-03,860
2019-11-04,857
2019-11-05,858
2019-11-06,873
2019-11-07,883
2019-11-08,866
2019-11-09,864
2019-11-10,854
2019-11-11,856
2019-11-12,850
2019-11-13,847
2019-11-14,859
2019-11-15,872
2019-11-16,867
2019-11-17,858
2019-11-18,879
2019-11-19,865
2019-11-20,876
2019-11-21,876
2019-11-22,875
2019-11-23,874
2019-11-24,860
2019-11-25,886
2019-11-26,881
2019-11-27,865
2019-11-28,862
2019-11-29,836
2019-11-30,843
2019-12-01,851
2019-12-02,863
2019-12-03,866
2019-12-04,875
2019-12-05,873
2019-12-06,885
2019-12-07,887
2019-12-08,887
2019-12-09,879
2019-12-10,893
2019-12-11,895
2019-12-12,879
2019-12-13,879
2019-12-14,861
2019-12-15,870
2019-12-16,885
2019-12-17,890
2019-12-18,879
2019-12-19,888
2019-12-20,898
2019-12-21,900
2019-12-22,909
2019-12-23,902
2019-12-24,910
2019-12-25,892
2019-12-26,888
2019-12-27,899
2019-12-28,889
2019-12-29,869
2019-12-30,876
2019-12-31,880
2020-01-01,875
2020-01-02,879
2020-01-03,872
2020-01-04,856
2020-01-05,856
2020-01-06,860
2020-01-07,867
2020-01-08,879
2020-01-09,882
2020-01-10,883
2020-01-11,883
2020-01-12,875
2020-01-13,885
2020-01-14,900
2020-01-15,904
2020-01-16,904
2020-01-17,919
2020-01-18,917
2020-01-19,905
2020-01-20,908
2020-01-21,911
2020-01-22,895
2020-01-23,904
2020-01-24,893
2020-01-25,903
2020-01-26,887
2020-01-27,889
2020-01-28,886
2020-01-29,874
2020-01-30,883
2020-01-31,880
2020-02-01,865
2020-02-02,867
2020-02-03,865
2020-02-04,874
2020-02-05,867
2020-02-06,866
2020-02-07,859
2020-02-08,853
2020-02-09,846
2020-02-10,838
2020-02-11,825
2020-02-12,824
2020-02-13,840
2020-02-14,848
2020-02-15,845
2020-02-16,827
2020-02-17,829
2020-02-18,835
2020-02-19,834
2020-02-20,851
2020-02-21,858
2020-02-22,848
2020-02-23,845
2020-02-24,852
2020-02-25,853
2020-02-26,857
2020-02-27,856
2020-02-28,851
2020-02-29,851
2020-03-01,852
2020-03-02,847
2020-03-03,860
2020-03-04,864
2020-03-05,865
2020-03-06,877
2020-03-07,880
2020-03-08,879
2020-03-09,883
2020-03-10,890
2020-03-11,892
2020-03-12,891
2020-03-13,896
2020-03-14,886
2020-03-15,867
2020-03-16,882
2020-03-17,880
2020-03-18,888
2020-03-19,877
2020-03-20,891
2020-03-21,888
2020-03-22,873
2020-03-23,881
2020-03-24,881
2020-03-25,878
2020-03-26,886
2020-03-27,878
2020-03-28,850
2020-03-29,856
2020-03-30,867
2020-03-31,869
2020-04-01,872
2020-04-02,869
2020-04-03,869
2020-04-04,879
2020-04-05,871
2020-04-06,870
2020-04-07,877
2020-04-08,884
2020-04-09,884
2020-04-10,876
2020-04-11,877
2020-04-12,880
2020-04-13,879
2020-04-14,880
2020-04-15,888
2020-04-16,896
2020-04-17,896
2020-04-18,888
2020-04-19,882
2020-04-20,881
2020-04-21,884
2020-04-22,890
2020-04-23,890
2020-04-24,888
2020-04-25,889
2020-04-26,879
2020-04-27,880
2020-04-28,882
2020-04-29,894
2020-04-30,889
2020-05-01,887
2020-05-02,883
2020-05-03,874
2020-05-04,898
2020-05-05,898
2020-05-06,901
2020-05-07,909
2020-05-08,910
2020-05-09,916
2020-05-10,914
2020-05-11,906
2020-05-12,903
2020-05-13,917
