date_obj,Mystic%20air%20staff price
2015-08-02,26587
2015-08-03,26888
2015-08-04,26888
2015-08-05,27129
2015-08-06,27129
2015-08-07,27315
2015-08-08,27315
2015-08-09,26976
2015-08-10,26976
2015-08-11,26837
2015-08-12,26837
2015-08-13,26837
2015-08-14,26917
2015-08-15,26917
2015-08-16,27229
2015-08-17,27229
2015-08-18,27727
2015-08-19,27727
2015-08-20,27358
2015-08-21,27358
2015-08-22,27083
2015-08-23,27083
2015-08-24,26699
2015-08-25,26699
2015-08-26,26699
2015-08-27,26916
2015-08-28,26916
2015-08-29,26977
2015-08-30,26977
2015-08-31,26895
2015-09-01,26895
2015-09-02,27117
2015-09-03,27117
2015-09-04,26787
2015-09-05,26787
2015-09-06,26787
2015-09-07,27024
2015-09-08,27024
2015-09-09,26444
2015-09-10,26444
2015-09-11,26284
2015-09-12,26284
2015-09-13,26633
2015-09-14,26633
2015-09-15,26633
2015-09-16,26638
2015-09-17,26638
2015-09-18,26638
2015-09-19,26442
2015-09-20,26442
2015-09-21,26442
2015-09-22,26329
2015-09-23,26329
2015-09-24,26329
2015-09-25,26850
2015-09-27,26850
2015-09-28,27104
2015-09-29,27104
2015-09-30,26711
2015-10-05,26012
2015-10-06,26439
2015-10-07,26439
2015-10-08,26615
2015-10-09,26615
2015-10-10,26812
2015-10-11,25744
2015-10-12,25744
2015-10-13,26103
2015-10-14,26103
2015-10-15,26848
2015-10-16,26848
2015-10-17,26517
2015-10-18,26517
2015-10-19,26784
2015-10-20,26784
2015-10-22,26832
2015-10-23,26713
2015-10-24,26713
2015-10-25,26313
2015-10-26,26313
2015-10-27,26577
2015-10-29,26457
2015-10-30,26457
2015-10-31,26900
2015-11-01,26900
2015-11-02,27211
2015-11-03,27211
2015-11-04,27211
2015-11-05,27405
2015-11-06,27405
2015-11-07,27211
2015-11-08,27211
2015-11-09,27211
2015-11-10,27473
2015-11-11,27473
2015-11-12,27624
2015-11-13,27624
2015-11-14,27624
2015-11-15,27615
2015-11-16,27615
2015-11-17,27615
2015-11-18,27853
2015-11-19,27853
2015-11-20,28160
2015-11-21,28160
2015-11-22,27581
2015-11-23,27581
2015-11-24,27581
2015-11-25,27321
2015-11-26,27321
2015-11-27,27321
2015-11-28,27587
2015-11-29,27587
2015-11-30,27653
2015-12-02,27653
2015-12-03,27746
2015-12-04,27746
2015-12-05,27746
2015-12-06,28062
2015-12-07,28062
2015-12-08,28062
2015-12-09,26952
2015-12-10,26952
2015-12-11,27096
2015-12-12,27096
2015-12-13,27196
2015-12-14,27196
2015-12-15,27439
2015-12-16,27439
2015-12-17,27787
2015-12-18,27787
2015-12-19,27679
2015-12-20,27679
2015-12-21,27649
2015-12-22,27649
2015-12-23,27636
2015-12-24,27636
2015-12-25,27636
2015-12-26,27688
2015-12-27,27688
2015-12-28,27135
2015-12-29,27135
2015-12-30,27633
2015-12-31,27633
2016-01-01,27921
2016-01-02,27921
2016-01-03,27332
2016-01-04,27332
2016-01-05,26593
2016-01-06,26593
2016-01-07,26751
2016-01-08,26751
2016-01-09,26887
2016-01-10,26887
2016-01-11,27018
2016-01-12,26356
2016-01-13,26356
2016-01-14,27047
2016-01-15,27047
2016-01-16,27244
2016-01-17,27244
2016-01-18,27112
2016-01-19,27112
2016-01-20,27217
2016-01-21,27217
2016-01-22,27202
2016-01-23,27202
2016-01-24,27038
2016-01-25,26940
2016-01-26,26940
2016-01-27,27062
2016-01-28,27062
2016-01-29,26726
2016-01-30,26726
2016-01-31,27059
2016-02-01,27059
2016-02-02,27393
2016-02-03,27393
2016-02-04,27344
2016-02-05,27344
2016-02-06,26296
2016-02-07,26296
2016-02-08,26514
2016-02-09,26514
2016-02-10,27081
2016-02-11,27081
2016-02-12,26835
2016-02-13,26807
2016-02-14,26807
2016-02-15,26810
2016-02-16,26810
2016-02-17,27303
2016-02-18,27303
2016-02-19,27369
2016-02-20,27369
2016-02-21,26857
2016-02-22,26857
2016-02-23,27154
2016-02-24,27154
2016-02-25,27281
2016-02-26,27281
2016-02-27,27451
2016-02-28,27451
2016-02-29,27517
2016-03-01,27517
2016-03-02,27677
2016-03-03,27677
2016-03-04,27831
2016-03-05,27831
2016-03-06,27515
2016-03-07,27515
2016-03-08,27332
2016-03-09,27332
2016-03-10,27384
2016-03-11,27384
2016-03-12,27584
2016-03-13,27584
2016-03-14,27662
2016-03-15,27662
2016-03-16,27695
2016-03-17,27695
2016-03-18,27827
2016-03-19,27827
2016-03-20,27676
2016-03-21,27676
2016-03-22,27741
2016-03-23,27741
2016-03-24,27547
2016-03-25,27623
2016-03-26,27623
2016-03-27,27456
2016-03-28,27239
2016-03-29,27239
2016-03-30,27263
2016-03-31,27263
2016-04-01,27403
2016-04-02,27403
2016-04-03,27658
2016-04-04,27658
2016-04-05,27759
2016-04-06,27759
2016-04-07,27908
2016-04-08,27908
2016-04-09,27742
2016-04-10,27919
2016-04-11,27919
2016-04-12,27795
2016-04-13,27795
2016-04-14,27576
2016-04-15,27704
2016-04-16,27704
2016-04-17,27658
2016-04-18,27741
2016-04-19,27741
2016-04-20,27786
2016-04-21,27786
2016-04-22,27800
2016-04-23,27842
2016-04-24,27842
2016-04-25,27773
2016-04-26,27773
2016-04-27,27682
2016-04-28,27682
2016-04-29,27773
2016-04-30,27195
2016-05-01,27195
2016-05-02,26225
2016-05-03,27198
2016-05-04,27198
2016-05-05,26916
2016-05-06,26916
2016-05-07,27128
2016-05-08,27128
2016-05-09,27360
2016-05-10,26982
2016-05-11,26982
2016-05-12,26917
2016-05-13,26410
2016-05-14,26724
2016-05-15,27182
2016-05-16,27182
2016-05-17,27238
2016-05-18,27943
2016-05-19,27943
2016-05-22,27642
2016-05-23,27846
2016-05-24,27830
2016-05-25,27830
2016-05-26,27677
2016-05-27,27777
2016-05-28,27777
2016-05-29,27900
2016-05-30,27900
2016-05-31,27862
2016-06-01,28126
2016-06-02,28126
2016-06-03,27877
2016-06-04,27943
2016-06-05,27943
2016-06-06,28045
2016-06-07,28045
2016-06-08,27857
2016-06-09,27780
2016-06-10,28009
2016-06-11,28009
2016-06-12,27891
2016-06-13,27891
2016-06-14,27873
2016-06-15,27873
2016-06-16,27847
2016-06-17,27888
2016-06-18,27888
2016-06-19,27640
2016-06-20,27672
2016-06-21,27712
2016-06-22,27495
2016-06-23,27699
2016-06-24,27699
2016-06-25,27773
2016-06-26,27773
2016-06-27,27782
2016-06-28,27577
2016-06-29,27871
2016-06-30,27570
2016-07-01,27790
2016-07-02,27790
2016-07-03,27681
2016-07-04,27786
2016-07-05,27786
2016-07-06,27774
2016-07-07,27774
2016-07-08,27704
2016-07-09,27336
2016-07-10,27009
2016-07-11,27221
2016-07-12,27221
2016-07-13,27172
2016-07-14,27387
2016-07-15,27387
2016-07-16,27784
2016-07-17,27784
2016-07-18,27730
2016-07-23,27844
2016-07-24,27642
2016-07-25,27744
2016-07-26,27744
2016-07-27,27749
2016-07-28,27749
2016-07-29,27656
2016-07-30,27819
2016-07-31,27819
2016-08-01,27836
2016-08-02,28069
2016-08-03,28069
2016-08-04,27868
2016-08-05,27868
2016-08-06,28014
2016-08-07,27831
2016-08-08,27831
2016-08-09,27851
2016-08-10,27851
2016-08-11,27882
2016-08-12,27882
2016-08-13,27974
2016-08-14,27974
2016-08-15,27925
2016-08-16,27925
2016-08-17,27786
2016-08-18,27786
2016-08-19,27816
2016-08-20,27839
2016-08-21,27839
2016-08-22,27641
2016-08-23,27712
2016-08-24,27712
2016-08-25,27587
2016-08-26,27587
2016-08-28,27694
2016-08-31,28095
2016-09-01,28019
2016-09-02,28019
2016-09-03,27942
2016-09-04,28285
2016-09-05,28305
2016-09-06,28476
2016-09-07,28476
2016-09-08,28293
2016-09-09,28293
2016-09-10,28471
2016-09-11,28471
2016-09-12,28382
2016-09-13,28298
2016-09-14,28298
2016-09-15,28134
2016-09-16,28253
2016-09-17,27981
2016-09-18,27571
2016-09-19,27790
2016-09-20,27968
2016-09-21,28235
2016-09-22,28354
2016-09-23,28496
2016-09-24,28496
2016-09-25,28277
2016-09-26,27386
2016-09-27,27737
2016-09-28,27944
2016-09-29,27892
2016-09-30,27600
2016-10-01,27219
2016-10-02,26968
2016-10-03,27045
2016-10-04,26940
2016-10-05,27252
2016-10-06,27395
2016-10-07,27793
2016-10-08,27688
2016-10-09,27294
2016-10-10,27789
2016-10-11,27503
2016-10-12,27839
2016-10-13,27747
2016-10-14,27922
2016-10-15,28004
2016-10-16,27946
2016-10-17,28193
2016-10-18,28161
2016-10-19,28296
2016-10-20,28263
2016-10-21,28256
2016-10-22,28045
2016-10-23,28000
2016-10-24,28183
2016-10-25,27934
2016-10-26,28151
2016-10-27,27860
2016-10-28,28014
2016-10-29,28084
2016-10-30,27633
2016-10-31,27708
2016-11-01,27761
2016-11-02,27881
2016-11-03,27965
2016-11-04,27449
2016-11-05,27309
2016-11-06,26739
2016-11-07,26847
2016-11-08,27187
2016-11-09,27346
2016-11-10,27483
2016-11-11,27860
2016-11-12,27540
2016-11-13,27492
2016-11-14,27549
2016-12-07,28169
2016-12-08,28040
2016-12-09,28109
2016-12-10,28152
2016-12-11,27991
2016-12-12,27932
2016-12-13,27148
2016-12-14,27535
2016-12-15,27691
2016-12-16,27810
2016-12-17,27889
2016-12-18,26986
2016-12-19,26996
2016-12-20,27270
2016-12-21,27984
2016-12-22,28018
2016-12-23,28025
2016-12-24,28022
2016-12-25,27766
2016-12-26,28047
2016-12-27,27930
2016-12-28,27833
2016-12-29,27763
2016-12-30,28005
2016-12-31,27931
2017-01-01,27263
2017-01-02,26618
2017-01-03,27742
2017-01-04,27755
2017-01-05,27491
2017-01-06,26927
2017-01-07,26637
2017-01-08,27602
2017-01-09,27946
2017-01-10,27792
2017-01-11,28019
2017-01-12,27632
2017-01-13,27477
2017-01-14,27568
2017-01-15,28153
2017-01-16,28204
2017-01-17,27833
2017-01-18,27803
2017-01-19,27805
2017-01-20,27541
2017-01-21,27895
2017-01-22,27791
2017-01-27,27958
2017-01-28,27030
2017-01-29,27459
2017-01-30,27341
2017-01-31,27862
2017-02-01,27662
2017-02-02,27148
2017-02-03,27268
2017-02-04,27353
2017-02-05,27830
2017-02-06,27653
2017-02-07,27762
2017-02-08,27843
2017-02-09,28022
2017-02-10,27956
2017-02-11,27819
2017-02-12,27237
2017-02-13,26514
2017-02-14,26854
2017-02-15,26781
2017-02-16,26628
2017-02-18,26546
2017-02-19,26566
2017-02-20,27617
2017-02-21,27690
2017-02-22,27370
2017-02-23,28006
2017-02-24,28129
2017-02-25,28063
2017-02-26,28082
2017-02-27,28159
2017-02-28,28141
2017-03-01,27845
2017-03-02,28141
2017-03-03,27632
2017-03-04,27636
2017-03-05,27313
2017-03-06,27946
2017-03-07,27806
2017-03-08,27863
2017-03-09,27732
2017-03-10,28058
2017-03-11,27876
2017-03-12,27386
2017-03-13,27824
2017-03-14,27786
2017-03-15,27352
2017-03-16,27734
2017-03-17,27978
2017-03-18,27994
2017-03-19,27989
2017-03-20,27986
2017-03-21,27930
2017-03-22,27677
2017-03-23,28007
2017-03-24,28010
2017-03-25,28214
2017-03-26,28046
2017-03-27,28059
2017-03-28,28110
2017-03-29,28267
2017-03-30,28255
2017-03-31,28354
2017-04-01,28347
2017-04-02,28183
2017-04-03,28191
2017-04-04,28216
2017-04-12,28176
2017-04-13,27663
2017-04-14,27234
2017-04-15,27475
2017-04-16,27686
2017-04-17,28025
2017-04-18,28033
2017-04-19,26850
2017-04-20,25977
2017-04-21,25403
2017-04-22,25495
2017-04-23,25151
2017-04-24,25260
2017-04-25,25195
2017-04-26,25779
2017-04-27,25433
2017-04-28,26354
2017-04-29,26471
2017-04-30,26627
2017-05-01,26752
2017-05-02,27097
2017-05-03,26967
2017-05-04,26714
2017-05-05,26251
2017-05-06,26101
2017-05-07,25872
2017-05-08,26351
2017-05-09,26687
2017-05-10,26931
2017-05-11,26885
2017-05-12,27138
2017-05-13,26297
2017-05-14,26662
2017-05-15,26689
2017-05-16,27288
2017-05-17,27482
2017-05-18,27549
2017-05-19,27843
2017-05-20,27915
2017-05-21,27783
2017-05-22,27296
2017-05-23,27459
2017-05-24,27376
2017-05-25,26007
2017-05-26,24956
2017-05-27,24908
2017-05-28,25013
2017-05-29,25149
2017-05-30,25130
2017-05-31,25082
2017-06-01,25018
2017-06-02,24995
2017-06-03,25031
2017-06-06,25071
2017-06-07,25147
2017-06-08,25133
2017-06-09,25109
2017-06-10,25169
2017-06-11,25022
2017-06-12,25101
2017-06-13,25102
2017-06-14,25124
2017-06-15,25144
2017-06-16,25081
2017-06-17,25193
2017-06-18,25129
2017-06-19,25189
2017-06-20,24979
2017-06-21,25155
2017-06-22,25175
2017-06-23,25044
2017-06-24,25116
2017-06-25,24912
2017-06-26,25011
2017-06-27,25120
2017-06-28,25090
2017-06-29,25054
2017-06-30,25110
2017-07-01,25124
2017-07-02,25182
2017-07-03,25200
2017-07-04,25275
2017-07-05,25264
2017-07-06,25169
2017-07-07,25040
2017-07-08,25133
2017-07-13,25118
2017-07-14,25065
2017-07-15,25157
2017-07-16,25206
2017-07-17,25240
2017-07-18,25194
2017-07-19,25112
2017-07-20,25104
2017-07-21,25085
2017-07-22,25043
2017-07-23,25059
2017-07-24,25200
2017-07-25,25178
2017-07-26,25200
2017-07-27,25200
2017-07-28,25191
2017-07-29,24928
2017-07-30,25044
2017-07-31,25093
2017-08-01,25242
2017-08-02,25137
2017-08-03,25141
2017-08-04,25072
2017-08-05,25166
2017-08-06,25068
2017-08-09,25286
2017-08-10,25207
2017-08-11,25267
2017-08-12,25112
2017-08-13,25322
2017-08-14,25096
2017-08-15,25077
2017-08-16,25161
2017-08-17,25405
2017-08-18,25250
2017-08-19,25088
2017-08-20,25135
2017-08-22,25136
2017-08-23,25179
2017-08-24,25075
2017-08-25,25025
2017-08-26,25109
2017-08-27,25043
2017-08-28,25114
2017-08-29,25155
2017-08-30,25210
2017-08-31,25179
2017-09-01,25157
2017-09-02,25152
2017-09-03,25248
2017-09-04,25195
2017-09-05,25043
2017-09-06,25215
2017-09-07,25115
2017-09-08,25191
2017-09-09,24920
2017-09-10,25031
2017-09-11,25228
2017-09-12,25268
2017-09-13,25279
2017-09-14,25179
2017-09-15,25065
2017-09-16,25083
2017-09-17,25037
2017-09-19,25164
2017-09-20,25222
2017-09-21,25131
2017-09-22,25202
2017-09-23,25204
2017-09-24,25177
2017-09-25,25102
2017-09-26,25142
2017-09-27,25144
2017-09-28,25162
2017-09-29,25172
2017-09-30,25060
2017-10-01,25113
2017-10-02,25170
2017-10-03,25236
2017-10-04,25179
2017-10-05,25240
2017-10-06,25236
2017-10-07,25208
2017-10-08,25222
2017-10-09,25134
2017-10-10,25222
2017-10-11,25221
2017-10-12,25246
2017-10-13,25110
2017-10-14,25145
2017-10-15,25100
2017-10-16,25180
2017-10-17,25190
2017-10-18,25134
2017-10-19,24967
2017-10-20,24905
2017-10-21,25050
2017-10-22,25049
2017-10-23,25050
2017-10-24,25044
2017-10-25,25137
2017-10-26,25207
2017-10-27,25224
2017-10-28,25078
2017-10-29,25047
2017-10-30,25136
2017-10-31,25086
2017-11-01,25110
2017-11-02,25029
2017-11-03,25171
2017-11-04,25209
2017-11-05,25135
2017-11-06,25178
2017-11-07,25175
2017-11-08,25119
2017-11-09,25171
2017-11-10,25198
2017-11-11,25265
2017-11-12,25120
2017-11-13,25031
2017-11-14,25095
2017-11-15,25160
2017-11-16,25152
2017-11-17,25136
2017-11-18,25218
2017-11-19,24913
2017-11-20,25007
2017-11-21,25072
2017-11-22,25135
2017-11-23,25099
2017-11-24,25129
2017-11-25,25091
2017-11-26,25206
2017-11-27,25192
2017-11-28,24888
2017-11-29,25112
2017-11-30,25132
2017-12-01,25131
2017-12-02,24968
2017-12-03,25086
2017-12-04,25176
2017-12-05,25162
2017-12-06,25177
2017-12-07,25121
2017-12-08,25004
2017-12-09,25101
2017-12-10,25097
2017-12-11,25049
2017-12-12,25114
2017-12-14,25116
2017-12-15,25130
2017-12-17,25118
2017-12-18,25135
2017-12-19,25168
2017-12-20,25143
2017-12-21,25202
2017-12-22,25234
2017-12-23,25167
2017-12-24,25220
2017-12-25,25225
2017-12-26,25110
2017-12-27,25159
2017-12-28,25178
2017-12-29,25170
2017-12-30,25137
2017-12-31,25146
2018-01-01,25174
2018-01-02,25201
2018-01-03,25204
2018-01-04,25208
2018-01-05,25152
2018-01-06,25223
2018-01-07,25238
2018-01-08,25230
2018-01-09,25243
2018-01-10,25168
2018-01-11,25184
2018-01-12,25216
2018-01-13,25170
2018-01-14,25152
2018-01-15,25206
2018-01-16,25210
2018-01-17,25138
2018-01-18,25177
2018-01-19,25195
2018-01-20,25199
2018-01-21,25174
2018-01-22,25170
2018-01-23,25299
2018-01-25,25245
2018-01-26,25237
2018-01-27,25247
2018-01-28,25228
2018-01-29,25209
2018-01-31,25230
2018-02-01,25173
2018-02-02,25220
2018-02-03,25220
2018-02-04,25155
2018-02-05,25144
2018-02-06,25161
2018-02-07,25134
2018-02-08,25133
2018-02-09,25155
2018-02-10,25125
2018-02-11,25068
2018-02-12,25096
2018-02-13,25050
2018-02-14,25106
2018-02-15,25080
2018-02-16,25120
2018-02-17,25107
2018-02-18,25160
2018-02-19,25065
2018-02-20,25120
2018-02-21,25112
2018-02-22,25168
2018-02-23,25156
2018-02-24,25096
2018-02-25,25181
2018-02-26,25159
2018-02-27,25236
2018-03-01,25149
2018-03-02,25118
2018-03-03,25130
2018-03-04,25189
2018-03-05,25167
2018-03-06,25169
2018-03-07,25149
2018-03-08,25191
2018-03-09,25137
2018-03-10,25137
2018-03-11,25148
2018-03-12,25205
2018-03-13,25149
2018-03-14,25259
2018-03-15,25214
2018-03-16,25242
2018-03-17,25203
2018-03-18,25215
2018-03-19,25183
2018-03-20,25207
2018-03-21,25194
2018-03-23,25266
2018-03-24,25190
2018-03-26,25074
2018-03-27,25160
2018-03-28,25157
2018-03-29,25176
2018-03-30,25210
2018-03-31,25145
2018-04-01,25141
2018-04-02,25213
2018-04-03,25125
2018-04-04,25038
2018-04-05,25114
2018-04-06,25235
2018-04-07,25100
2018-04-08,25111
2018-04-09,25085
2018-04-10,25155
2018-04-11,25141
2018-04-12,25198
2018-04-13,25141
2018-04-14,25179
2018-04-15,25232
2018-04-16,25183
2018-04-17,25175
2018-04-18,25142
2018-04-19,25190
2018-04-20,25119
2018-04-21,25183
2018-04-22,25220
2018-04-23,25166
2018-04-24,25217
2018-04-25,25212
2018-04-26,25416
2018-04-27,25202
2018-04-28,25205
2018-04-29,25143
2018-04-30,25172
2018-05-01,25199
2018-05-04,25281
2018-05-05,25102
2018-05-06,24953
2018-05-07,25086
2018-05-08,25142
2018-05-09,25272
2018-05-10,25008
2018-05-11,25014
2018-05-12,25007
2018-05-13,25189
2018-05-14,25061
2018-05-15,25152
2018-05-16,25120
2018-05-17,25160
2018-05-18,25116
2018-05-19,25114
2018-05-20,25183
2018-05-21,25144
2018-05-22,25155
2018-05-23,25120
2018-05-24,25076
2018-05-25,25081
2018-05-26,25055
2018-05-27,25123
2018-05-28,25080
2018-05-29,25106
2018-05-30,25167
2018-05-31,25215
2018-06-01,25019
2018-06-02,25117
2018-06-03,25164
2018-06-04,25177
2018-06-05,25164
2018-06-06,25072
2018-06-07,25144
2018-06-08,25074
2018-06-09,25101
2018-06-10,25155
2018-06-11,25058
2018-06-12,25154
2018-06-13,25052
2018-06-14,25120
2018-06-15,25065
2018-06-16,25078
2018-06-17,25087
2018-06-18,25142
2018-06-19,25182
2018-06-20,25156
2018-06-21,25177
2018-06-22,25172
2018-06-23,25163
2018-06-24,25140
2018-06-25,25147
2018-06-26,25171
2018-06-27,25232
2018-06-28,25151
2018-06-29,25173
2018-06-30,25206
2018-07-01,25175
2018-07-02,25114
2018-07-03,25163
2018-07-04,25141
2018-07-05,25182
2018-07-06,25184
2018-07-07,25164
2018-07-08,25213
2018-07-09,25225
2018-07-10,25159
2018-07-11,25086
2018-07-12,25001
2018-07-13,25127
2018-07-14,25175
2018-07-15,25067
2018-07-16,25178
2018-07-17,25504
2018-07-18,25838
2018-07-19,26810
2018-07-20,26491
2018-07-21,27394
2018-07-22,27082
2018-07-23,26250
2018-07-24,25510
2018-07-25,25001
2018-07-26,25776
2018-07-27,25236
2018-07-28,25223
2018-07-29,25235
2018-07-30,25130
2018-07-31,25185
2018-08-01,25179
2018-08-02,25177
2018-08-03,25167
2018-08-04,25176
2018-08-05,25217
2018-08-06,25157
2018-08-07,25149
2018-08-08,25156
2018-08-09,25424
2018-08-10,25047
2018-08-11,25186
2018-08-12,25025
2018-08-14,25191
2018-08-16,25178
2018-08-17,25164
2018-08-18,25176
2018-08-19,25293
2018-08-20,25118
2018-08-21,25284
2018-08-22,25222
2018-08-23,25153
2018-08-24,25094
2018-08-25,25233
2018-08-26,25518
2018-08-27,25096
2018-08-28,25079
2018-08-29,25061
2018-08-30,25101
2018-08-31,25124
2018-09-01,25130
2018-09-02,25062
2018-09-03,25120
2018-09-04,25146
2018-09-05,25203
2018-09-06,25212
2018-09-07,25120
2018-09-08,24975
2018-09-09,25029
2018-09-10,25074
2018-09-11,25078
2018-09-12,25121
2018-09-13,25135
2018-09-14,25165
2018-09-15,25217
2018-09-16,25297
2018-09-17,25127
2018-09-18,25136
2018-09-19,25148
2018-09-20,25202
2018-09-21,25086
2018-09-22,25168
2018-09-23,25169
2018-09-24,25180
2018-09-25,25020
2018-09-26,25166
2018-09-27,25141
2018-09-28,25221
2018-09-29,25040
2018-09-30,25034
2018-10-02,25182
2018-10-03,25137
2018-10-04,25147
2018-10-05,25134
2018-10-06,25087
2018-10-07,25157
2018-10-08,25181
2018-10-09,25148
2018-10-10,25177
2018-10-11,25153
2018-10-12,25195
2018-10-13,25177
2018-10-14,25175
2018-10-15,25204
2018-10-16,25199
2018-10-17,25222
2018-10-18,25160
2018-10-19,25200
2018-10-20,25076
2018-10-21,25040
2018-10-22,25069
2018-10-23,25283
2018-10-24,25103
2018-10-25,25161
2018-10-26,25166
2018-10-27,25174
2018-10-28,25088
2018-10-29,25160
2018-10-30,25177
2018-10-31,25183
2018-11-01,25407
2018-11-03,25189
2018-11-04,25193
2018-11-05,25262
2018-11-06,25137
2018-11-07,25093
2018-11-08,25122
2018-11-09,25196
2018-11-10,25183
2018-11-11,25053
2018-11-12,25092
2018-11-13,25309
2018-11-15,25136
2018-11-16,25155
2018-11-17,25092
2018-11-18,25126
2018-11-19,25152
2018-11-20,25193
2018-11-21,25222
2018-11-22,25100
2018-11-23,25156
2018-11-24,25179
2018-11-25,25155
2018-11-26,25314
2018-11-27,25172
2018-11-28,25218
2018-11-29,25100
2018-12-01,25180
2018-12-02,25212
2018-12-03,25273
2018-12-04,25259
2018-12-05,25171
2018-12-07,25117
2018-12-09,25215
2018-12-10,25214
2018-12-11,25228
2018-12-12,25249
2018-12-13,25258
2018-12-14,25203
2018-12-15,25200
2018-12-16,25125
2018-12-17,25172
2018-12-18,25166
2018-12-19,25197
2018-12-20,25198
2018-12-21,25266
2018-12-22,25177
2018-12-23,25228
2018-12-24,25204
2018-12-25,25193
2018-12-26,25237
2018-12-27,25137
2018-12-28,25220
2018-12-29,25232
2018-12-30,25231
2018-12-31,25078
2019-01-01,25131
2019-01-02,25129
2019-01-03,25120
2019-01-04,25156
2019-01-05,25202
2019-01-06,25181
2019-01-08,25195
2019-01-10,25084
2019-01-11,25011
2019-01-12,25097
2019-01-13,25136
2019-01-14,25096
2019-01-15,25142
2019-01-16,25144
2019-01-17,25121
2019-01-18,25148
2019-01-19,25134
2019-01-20,25155
2019-01-21,25148
2019-01-22,25180
2019-01-23,25124
2019-01-25,25174
2019-01-26,25148
2019-01-27,25220
2019-01-28,25178
2019-01-29,25186
2019-01-30,25185
2019-01-31,25167
2019-02-01,25207
2019-02-02,25177
2019-02-03,25167
2019-02-04,25202
2019-02-05,25199
2019-02-06,25198
2019-02-07,25224
2019-02-08,25241
2019-02-09,25243
2019-02-10,25257
2019-02-11,25261
2019-02-12,25241
2019-02-13,25169
2019-02-14,25188
2019-02-15,25197
2019-02-16,25204
2019-02-17,25205
2019-02-18,25116
2019-02-19,25164
2019-02-20,25190
2019-02-21,25209
2019-02-22,25180
2019-02-23,25193
2019-02-24,25200
2019-02-25,25197
2019-02-26,25191
2019-02-27,25218
2019-02-28,25018
2019-03-01,25119
2019-03-02,25165
2019-03-03,25237
2019-03-04,25218
2019-03-05,25194
2019-03-06,25257
2019-03-07,25139
2019-03-08,25154
2019-03-09,25182
2019-03-10,25229
2019-03-11,25280
2019-03-12,25172
2019-03-13,25220
2019-03-14,25205
2019-03-15,25220
2019-03-16,25208
2019-03-17,25258
2019-03-18,25258
2019-03-19,25257
2019-03-20,25228
2019-03-21,25229
2019-03-22,25217
2019-03-23,25191
2019-03-24,25220
2019-03-25,25226
2019-03-26,25189
2019-03-27,25321
2019-03-28,25227
2019-03-29,25213
2019-03-30,25234
2019-03-31,25220
2019-04-01,25216
2019-04-02,25146
2019-04-03,25210
2019-04-04,25189
2019-04-05,25175
2019-04-06,25067
2019-04-07,25199
2019-04-08,25166
2019-04-09,25190
2019-04-10,25192
