date_obj,Torag's%20platebody price
2016-02-16,273948
2016-02-17,269645
2016-02-18,265384
2016-02-19,267411
2016-02-20,273052
2016-02-21,265204
2016-02-22,262302
2016-02-23,257662
2016-02-24,256240
2016-02-25,257132
2016-02-26,258676
2016-02-27,261902
2016-02-28,261451
2016-02-29,263272
2016-03-01,267975
2016-03-02,267268
2016-03-03,269017
2016-03-04,267991
2016-03-05,265978
2016-03-06,266633
2016-03-07,269811
2016-03-08,269263
2016-03-09,274705
2016-03-10,270900
2016-03-11,266561
2016-03-12,263244
2016-03-13,262490
2016-03-14,262493
2016-03-15,260051
2016-03-16,259410
2016-03-17,259730
2016-03-18,259068
2016-03-19,256986
2016-03-20,257816
2016-03-21,258240
2016-03-22,257372
2016-03-23,263233
2016-03-24,269502
2016-03-25,280574
2016-03-26,283521
2016-03-27,294974
2016-03-28,289696
2016-03-29,281749
2016-03-30,276916
2016-03-31,273408
2016-04-01,270868
2016-04-02,268553
2016-04-03,265315
2016-04-04,267946
2016-04-05,274316
2016-04-06,277713
2016-04-07,280159
2016-04-08,275656
2016-04-09,272941
2016-04-10,271133
2016-04-11,276885
2016-04-12,285840
2016-04-13,279720
2016-04-14,275335
2016-04-15,275598
2016-04-16,276190
2016-04-17,283326
2016-04-18,281108
2016-04-19,280828
2016-04-20,281175
2016-04-21,278683
2016-04-22,274577
2016-04-23,275400
2016-04-24,270773
2016-04-25,269614
2016-04-26,280439
2016-04-27,286424
2016-04-28,284809
2016-04-29,287301
2016-04-30,280332
2016-05-01,280283
2016-05-02,279431
2016-05-03,284855
2016-05-04,288750
2016-05-05,282600
2016-05-06,289198
2016-05-07,281572
2016-05-08,280244
2016-05-09,272232
2016-05-10,276039
2016-05-11,275530
2016-05-12,272490
2016-05-13,264092
2016-05-14,262742
2016-05-15,265891
2016-05-16,269977
2016-05-17,273487
2016-05-18,278906
2016-05-19,292154
2016-05-22,289477
2016-05-23,283923
2016-05-24,283915
2016-05-25,282956
2016-05-26,280552
2016-05-27,280695
2016-05-28,283264
2016-05-29,281634
2016-05-30,276348
2016-05-31,266252
2016-06-01,263556
2016-06-02,254579
2016-06-03,248162
2016-06-04,251016
2016-06-05,253640
2016-06-06,255849
2016-06-07,252247
2016-06-08,249302
2016-06-09,246509
2016-06-10,246549
2016-06-11,250109
2016-06-12,251677
2016-06-13,248992
2016-06-14,248967
2016-06-15,249773
2016-06-16,250533
2016-06-17,250376
2016-06-18,248942
2016-06-19,240155
2016-06-20,238446
2016-06-21,238493
2016-06-22,244158
2016-06-23,254874
2016-06-24,267463
2016-06-25,278593
2016-06-26,287337
2016-06-27,290257
2016-06-28,276855
2016-06-29,268591
2016-06-30,256803
2016-07-01,251856
2016-07-02,251297
2016-07-03,250712
2016-07-04,254461
2016-07-05,252876
2016-07-06,258256
2016-07-07,255113
2016-07-08,250712
2016-07-09,250817
2016-07-10,251815
2016-07-11,246646
2016-07-12,249357
2016-07-13,250910
2016-07-14,250358
2016-07-15,251656
2016-07-16,249912
2016-07-17,245773
2016-07-18,244078
2016-07-24,236235
2016-07-25,239671
2016-07-26,240887
2016-07-27,242569
2016-07-28,249958
2016-07-29,243475
2016-07-30,239620
2016-07-31,241170
2016-08-01,244052
2016-08-02,244752
2016-08-03,239801
2016-08-04,233366
2016-08-05,235236
2016-08-06,228163
2016-08-07,231044
2016-08-08,237858
2016-08-09,240382
2016-08-10,241988
2016-08-11,243208
2016-08-12,252706
2016-08-13,252567
2016-08-14,252700
2016-08-15,245523
2016-08-16,246289
2016-08-17,257612
2016-08-18,267018
2016-08-19,271964
2016-08-20,261754
2016-08-21,254084
2016-08-22,248015
2016-08-23,238111
2016-08-24,235484
2016-08-25,238088
2016-08-26,237097
2016-08-28,253587
2016-08-31,251940
2016-09-01,242120
2016-09-02,239759
2016-09-03,239422
2016-09-04,239462
2016-09-05,250648
2016-09-06,262290
2016-09-07,259219
2016-09-08,251667
2016-09-09,262435
2016-09-10,265219
2016-09-11,262699
2016-09-12,259304
2016-09-13,257163
2016-09-14,245376
2016-09-15,236052
2016-09-16,237207
2016-09-17,246112
2016-09-18,258126
2016-09-19,270515
2016-09-20,283878
2016-09-21,297244
2016-09-22,309631
2016-09-23,310005
2016-09-24,301190
2016-09-25,287926
2016-09-26,274304
2016-09-27,261232
2016-09-28,258206
2016-09-29,256947
2016-09-30,250423
2016-10-01,256273
2016-10-02,260311
2016-10-03,266516
2016-10-04,256572
2016-10-05,249796
2016-10-06,254117
2016-10-07,256597
2016-10-08,256734
2016-10-09,260405
2016-10-10,260071
2016-10-11,260940
2016-10-12,266457
2016-10-13,272092
2016-10-14,268875
2016-10-15,271276
2016-10-16,268604
2016-10-17,270793
2016-10-18,264638
2016-10-19,261977
2016-10-20,261730
2016-10-21,262389
2016-10-22,266024
2016-10-23,274419
2016-10-24,279603
2016-10-25,279073
2016-10-26,280657
2016-10-27,271754
2016-10-28,269830
2016-10-29,261047
2016-10-30,258765
2016-10-31,258000
2016-11-01,258052
2016-11-02,260395
2016-11-03,270067
2016-11-04,274240
2016-11-05,264397
2016-11-06,267392
2016-11-07,275278
2016-11-08,281367
2016-11-09,272327
2016-11-10,262047
2016-11-11,249073
2016-11-12,239776
2016-11-13,230402
2016-11-14,228847
2016-12-08,235967
2016-12-09,236850
2016-12-10,236176
2016-12-11,239973
2016-12-12,238159
2016-12-13,234121
2016-12-14,240645
2016-12-15,245803
2016-12-16,254913
2016-12-17,265270
2016-12-18,274986
2016-12-19,284100
2016-12-20,296524
2016-12-21,311292
2016-12-22,326821
2016-12-23,343029
2016-12-24,358737
2016-12-25,360816
2016-12-26,372158
2016-12-27,387662
2016-12-28,397541
2016-12-29,391120
2016-12-30,388042
2016-12-31,376771
2017-01-01,360770
2017-01-02,345393
2017-01-03,339715
2017-01-04,330797
2017-01-05,325093
2017-01-06,313961
2017-01-07,298322
2017-01-08,283405
2017-01-09,269234
2017-01-10,255989
2017-01-11,245381
2017-01-12,239384
2017-01-13,248304
2017-01-14,246408
2017-01-15,249128
2017-01-16,247556
2017-01-17,245938
2017-01-18,241821
2017-01-19,235079
2017-01-20,230723
2017-01-21,231211
2017-01-22,235034
2017-01-27,236127
2017-01-28,239885
2017-01-29,250239
2017-01-30,256202
2017-01-31,254637
2017-02-01,255865
2017-02-02,252992
2017-02-03,255607
2017-02-04,258062
2017-02-05,260804
2017-02-06,253690
2017-02-07,244891
2017-02-08,239654
2017-02-09,238783
2017-02-10,234497
2017-02-11,235915
2017-02-12,237495
2017-02-13,242002
2017-02-14,240427
2017-02-15,243954
2017-02-16,245876
2017-02-18,241715
2017-02-19,246596
2017-02-20,245631
2017-02-21,243481
2017-02-22,244166
2017-02-23,240861
2017-02-24,245199
2017-02-25,250707
2017-02-26,261575
2017-02-27,260032
2017-02-28,253665
2017-03-01,251298
2017-03-02,249624
2017-03-03,244416
2017-03-04,244612
2017-03-05,249682
2017-03-06,253338
2017-03-07,252704
2017-03-08,251826
2017-03-09,252748
2017-03-10,256916
2017-03-11,253725
2017-03-12,250125
2017-03-13,248615
2017-03-14,245656
2017-03-15,243651
2017-03-16,242978
2017-03-17,244257
2017-03-18,244489
2017-03-19,240483
2017-03-20,240356
2017-03-21,243413
2017-03-22,250966
2017-03-23,248760
2017-03-24,253794
2017-03-25,264061
2017-03-26,263610
2017-03-27,262690
2017-03-28,266917
2017-03-29,268218
2017-03-30,273391
2017-03-31,269842
2017-04-01,271052
2017-04-02,272836
2017-04-03,271607
2017-04-04,271426
2017-04-12,259245
2017-04-13,258652
2017-04-14,255058
2017-04-15,253642
2017-04-16,254794
2017-04-17,253375
2017-04-18,250904
2017-04-19,251764
2017-04-20,251085
2017-04-21,249858
2017-04-22,248195
2017-04-23,246476
2017-04-24,247145
2017-04-25,245511
2017-04-26,245837
2017-04-27,242255
2017-04-28,241557
2017-04-29,242726
2017-04-30,241220
2017-05-01,242698
2017-05-02,240703
2017-05-03,237847
2017-05-04,245320
2017-05-05,250848
2017-05-06,249041
2017-05-07,244349
2017-05-08,248693
2017-05-09,239144
2017-05-10,239286
2017-05-11,238860
2017-05-12,234759
2017-05-13,233682
2017-05-14,236170
2017-05-15,236526
2017-05-16,236075
2017-05-17,237793
2017-05-18,240836
2017-05-19,250804
2017-05-20,254930
2017-05-21,259638
2017-05-22,257196
2017-05-23,253860
2017-05-24,246308
2017-05-25,241054
2017-05-26,243045
2017-05-27,250949
2017-05-28,255091
2017-05-29,253225
2017-05-30,251361
2017-05-31,252028
2017-06-01,245241
2017-06-02,237890
2017-06-03,242437
2017-06-06,231687
2017-06-07,228864
2017-06-08,221019
2017-06-09,219760
2017-06-10,221350
2017-06-11,221649
2017-06-12,220440
2017-06-13,216468
2017-06-14,215191
2017-06-15,220667
2017-06-16,221757
2017-06-17,216511
2017-06-18,220259
2017-06-19,218912
2017-06-20,220971
2017-06-21,224922
2017-06-22,228777
2017-06-23,234160
2017-06-24,232523
2017-06-25,232074
2017-06-26,223006
2017-06-27,225478
2017-06-28,226193
2017-06-29,223166
2017-06-30,217131
2017-07-01,220958
2017-07-02,224594
2017-07-03,232602
2017-07-04,237190
2017-07-05,229373
2017-07-06,225724
2017-07-07,223981
2017-07-08,225380
2017-07-13,227290
2017-07-14,219432
2017-07-15,218981
2017-07-16,218191
2017-07-17,221147
2017-07-18,221320
2017-07-19,220002
2017-07-20,220582
2017-07-21,226148
2017-07-22,225964
2017-07-23,224555
2017-07-24,229801
2017-07-25,223174
2017-07-26,223861
2017-07-27,224766
2017-07-28,224171
2017-07-29,226566
2017-07-30,233237
2017-07-31,225206
2017-08-01,224168
2017-08-02,224518
2017-08-03,219175
2017-08-04,215970
2017-08-05,220373
2017-08-06,220480
2017-08-09,210737
2017-08-10,218860
2017-08-11,220372
2017-08-12,217300
2017-08-13,216227
2017-08-14,222630
2017-08-15,218550
2017-08-16,216812
2017-08-17,217168
2017-08-18,218255
2017-08-19,216254
2017-08-20,215517
2017-08-21,219400
2017-08-22,215441
2017-08-23,217902
2017-08-24,223435
2017-08-25,215861
2017-08-26,216948
2017-08-27,220342
2017-08-28,220494
2017-08-29,220229
2017-08-30,219718
2017-08-31,225403
2017-09-01,225237
2017-09-02,220893
2017-09-03,226943
2017-09-04,223900
2017-09-05,219638
2017-09-06,216578
2017-09-07,220827
2017-09-08,225984
2017-09-09,232393
2017-09-10,234457
2017-09-11,229028
2017-09-12,222679
2017-09-13,220679
2017-09-14,222323
2017-09-15,220349
2017-09-16,220348
2017-09-17,220884
2017-09-19,220399
2017-09-20,218777
2017-09-21,220641
2017-09-22,217226
2017-09-23,216440
2017-09-24,221854
2017-09-25,221222
2017-09-26,220454
2017-09-27,222329
2017-09-28,218777
2017-09-29,223021
2017-09-30,229614
2017-10-01,227735
2017-10-02,220625
2017-10-03,219203
2017-10-04,216278
2017-10-05,215661
2017-10-06,214145
2017-10-07,213850
2017-10-08,214451
2017-10-09,216878
2017-10-10,214862
2017-10-11,214072
2017-10-12,214642
2017-10-13,215672
2017-10-14,221184
2017-10-15,228154
2017-10-16,223976
2017-10-17,220360
2017-10-18,217258
2017-10-19,217191
2017-10-20,219869
2017-10-21,226113
2017-10-22,236883
2017-10-23,233589
2017-10-24,226556
2017-10-25,231796
2017-10-26,242926
2017-10-27,254450
2017-10-28,267173
2017-10-29,277559
2017-10-30,277739
2017-10-31,284661
2017-11-01,277309
2017-11-02,275354
2017-11-03,270201
2017-11-04,263015
2017-11-05,257548
2017-11-06,247919
2017-11-07,240461
2017-11-08,231141
2017-11-09,224365
2017-11-10,215390
2017-11-11,212121
2017-11-12,209039
2017-11-13,210189
2017-11-14,214090
2017-11-15,216781
2017-11-16,222584
2017-11-17,221179
2017-11-18,215774
2017-11-19,211745
2017-11-20,209241
2017-11-21,214761
2017-11-22,220170
2017-11-23,216445
2017-11-24,209904
2017-11-25,204358
2017-11-26,201459
2017-11-27,198797
2017-11-28,203221
2017-11-29,209021
2017-11-30,209989
2017-12-01,211731
2017-12-02,213410
2017-12-03,211028
2017-12-04,212633
2017-12-05,217565
2017-12-06,215346
2017-12-07,211767
2017-12-08,214919
2017-12-09,216683
2017-12-10,216376
2017-12-11,214291
2017-12-12,215338
2017-12-13,216323
2017-12-14,215080
2017-12-15,213960
2017-12-16,214857
2017-12-17,221332
2017-12-18,219098
2017-12-19,215848
2017-12-20,215782
2017-12-21,216159
2017-12-22,216862
2017-12-23,219308
2017-12-24,213426
2017-12-25,210736
2017-12-26,209314
2017-12-27,206463
2017-12-28,201697
2017-12-29,200892
2017-12-30,208368
2017-12-31,209947
2018-01-01,209925
2018-01-02,213636
2018-01-03,213220
2018-01-04,213816
2018-01-05,218881
2018-01-06,229705
2018-01-07,240946
2018-01-08,243515
2018-01-09,236637
2018-01-10,230440
2018-01-11,234609
2018-01-12,244253
2018-01-13,244047
2018-01-14,245015
2018-01-15,241606
2018-01-16,243491
2018-01-17,242903
2018-01-18,245657
2018-01-19,244647
2018-01-20,240973
2018-01-21,241392
2018-01-22,242777
2018-01-23,245613
2018-01-24,239626
2018-01-25,236328
2018-01-26,232877
2018-01-27,229545
2018-01-28,233910
2018-01-29,238674
2018-01-30,238531
2018-02-01,236565
2018-02-02,233595
2018-02-03,229977
2018-02-04,230164
2018-02-05,229286
2018-02-06,229595
2018-02-07,231184
2018-02-08,225100
2018-02-09,220413
2018-02-10,215556
2018-02-11,208755
2018-02-12,210974
2018-02-13,213529
2018-02-14,210042
2018-02-15,213773
2018-02-16,217208
2018-02-17,215892
2018-02-18,212818
2018-02-19,213578
2018-02-20,211484
2018-02-21,211772
2018-02-22,212694
2018-02-23,219050
2018-02-24,228422
2018-02-25,233473
2018-02-26,226674
2018-02-27,216865
2018-02-28,216637
2018-03-01,217518
2018-03-02,216755
2018-03-03,218320
2018-03-04,227363
2018-03-05,228049
2018-03-06,221317
2018-03-07,230814
2018-03-08,235484
2018-03-09,234553
2018-03-10,227622
2018-03-11,223490
2018-03-12,221698
2018-03-13,223379
2018-03-14,226966
2018-03-15,237064
2018-03-16,245196
2018-03-17,240310
2018-03-18,230039
2018-03-19,220501
2018-03-20,217212
2018-03-21,221710
2018-03-23,226522
2018-03-24,224387
2018-03-26,225353
2018-03-27,223424
2018-03-28,218885
2018-03-29,220386
2018-03-30,220786
2018-03-31,223433
2018-04-01,221032
2018-04-02,219672
2018-04-03,216855
2018-04-04,216307
2018-04-05,216882
2018-04-06,217204
2018-04-08,214514
2018-04-09,211452
2018-04-10,212495
2018-04-11,213587
2018-04-12,212370
2018-04-13,211495
2018-04-14,209620
2018-04-16,211519
2018-04-17,213138
2018-04-18,209033
2018-04-19,207822
2018-04-20,211875
2018-04-21,214010
2018-04-22,213128
2018-04-23,211536
2018-04-24,211055
2018-04-25,210974
2018-04-26,209667
2018-04-27,207904
2018-04-28,209913
2018-04-29,209486
2018-04-30,212975
2018-05-01,213021
2018-05-02,212119
2018-05-03,212690
2018-05-04,216697
2018-05-05,213899
2018-05-06,211879
2018-05-07,212096
2018-05-08,211060
2018-05-09,210207
2018-05-10,205419
2018-05-11,207026
2018-05-12,204940
2018-05-13,206861
2018-05-14,208928
2018-05-15,210620
2018-05-16,210105
2018-05-17,210583
2018-05-18,214869
2018-05-19,215255
2018-05-20,221968
2018-05-21,227794
2018-05-22,223050
2018-05-23,220767
2018-05-24,223911
2018-05-25,222806
2018-05-26,222949
2018-05-27,226783
2018-05-28,227053
2018-05-29,223934
2018-05-30,224799
2018-05-31,231465
2018-06-01,230976
2018-06-02,226067
2018-06-03,224027
2018-06-04,221107
2018-06-05,218899
2018-06-06,216776
2018-06-07,207330
2018-06-08,201221
2018-06-09,200929
2018-06-10,197568
2018-06-11,197501
2018-06-12,195371
2018-06-13,189918
2018-06-14,186212
2018-06-15,183921
2018-06-16,184657
2018-06-17,184841
2018-06-18,186903
2018-06-19,192590
2018-06-20,196806
2018-06-21,203594
2018-06-22,207366
2018-06-23,209490
2018-06-24,206366
2018-06-25,210292
2018-06-26,212247
2018-06-27,217268
2018-06-28,221225
2018-06-29,218226
2018-06-30,215865
2018-07-01,212775
2018-07-02,211195
2018-07-03,212185
2018-07-04,209273
2018-07-05,209758
2018-07-06,211619
2018-07-07,210475
2018-07-08,209490
2018-07-09,209656
2018-07-10,210619
2018-07-11,211337
2018-07-12,210707
2018-07-13,212697
2018-07-14,216092
2018-07-15,220634
2018-07-16,220614
2018-07-17,225818
2018-07-18,225281
2018-07-19,223920
2018-07-20,222949
2018-07-21,221966
2018-07-22,216290
2018-07-23,213462
2018-07-24,210791
2018-07-25,210580
2018-07-26,206499
2018-07-27,199392
2018-07-28,190565
2018-07-29,185624
2018-07-30,184822
2018-07-31,186566
2018-08-01,191048
2018-08-02,190166
2018-08-03,190449
2018-08-04,192826
2018-08-05,199097
2018-08-06,202582
2018-08-07,205675
2018-08-08,204864
2018-08-09,206083
2018-08-10,208262
2018-08-11,210955
2018-08-12,212883
2018-08-14,212718
2018-08-16,212215
2018-08-17,214401
2018-08-18,218914
2018-08-19,223951
2018-08-20,233114
2018-08-21,237663
2018-08-22,243957
2018-08-23,243333
2018-08-24,248899
2018-08-25,244954
2018-08-26,236839
2018-08-27,229776
2018-08-28,229207
2018-08-29,229170
2018-08-30,224440
2018-08-31,221194
2018-09-01,220823
2018-09-02,219258
2018-09-03,216782
2018-09-04,214821
2018-09-05,213683
2018-09-06,209486
2018-09-07,206648
2018-09-08,207600
2018-09-09,206986
2018-09-10,205927
2018-09-11,205459
2018-09-12,205194
2018-09-13,204182
2018-09-14,206230
2018-09-15,210153
2018-09-16,219978
2018-09-17,230440
2018-09-18,241280
2018-09-19,249934
2018-09-20,256275
2018-09-21,265653
2018-09-22,273480
2018-09-23,278950
2018-09-24,279619
2018-09-25,283118
2018-09-26,287771
2018-09-27,286422
2018-09-28,287452
2018-09-29,277072
2018-09-30,271011
2018-10-02,275839
2018-10-03,272854
2018-10-04,271407
2018-10-05,269467
2018-10-06,262231
2018-10-07,257824
2018-10-08,246365
2018-10-09,238921
2018-10-10,231303
2018-10-11,229100
2018-10-12,229170
2018-10-13,225996
2018-10-14,224789
2018-10-15,218816
2018-10-16,215667
2018-10-17,213601
2018-10-18,214457
2018-10-19,212724
2018-10-20,210175
2018-10-21,210483
2018-10-22,212997
2018-10-23,218991
2018-10-24,219629
2018-10-25,222639
2018-10-26,228624
2018-10-27,236902
2018-10-28,231144
2018-10-29,222770
2018-10-30,222162
2018-10-31,224633
2018-11-01,228426
2018-11-03,225990
2018-11-04,223314
2018-11-05,221732
2018-11-06,221985
2018-11-07,220260
2018-11-08,218535
2018-11-09,218812
2018-11-10,221283
2018-11-11,227820
2018-11-12,235874
2018-11-13,245924
2018-11-14,250518
2018-11-15,253704
2018-11-16,251314
2018-11-17,247990
2018-11-18,252724
2018-11-19,258867
2018-11-20,259997
2018-11-21,256474
2018-11-22,253091
2018-11-23,251740
2018-11-24,250110
2018-11-25,250389
2018-11-26,249669
2018-11-27,246301
2018-11-28,245346
2018-11-29,244591
2018-12-01,245875
2018-12-02,243498
2018-12-03,242486
2018-12-04,243700
2018-12-05,243255
2018-12-07,242124
2018-12-09,235234
2018-12-10,233331
2018-12-11,234143
2018-12-12,234172
2018-12-13,232828
2018-12-14,232339
2018-12-15,230957
2018-12-16,229874
2018-12-17,228463
2018-12-18,229350
2018-12-19,229744
2018-12-20,228725
2018-12-21,228456
2018-12-22,229113
2018-12-23,230161
2018-12-24,229589
2018-12-25,231912
2018-12-26,237273
2018-12-27,244646
2018-12-28,253903
2018-12-29,254130
2018-12-30,256715
2018-12-31,259907
2019-01-01,263194
2019-01-02,270051
2019-01-03,273016
2019-01-04,275023
2019-01-05,286264
2019-01-06,295072
2019-01-08,301182
2019-01-10,317105
2019-01-11,303600
2019-01-12,288437
2019-01-13,274015
2019-01-14,260314
2019-01-15,251734
2019-01-16,249529
2019-01-17,244077
2019-01-18,239669
2019-01-19,233243
2019-01-20,228480
2019-01-21,224940
2019-01-22,218211
2019-01-23,214577
2019-01-24,213781
2019-01-25,217077
2019-01-26,226099
2019-01-27,226130
2019-01-28,221163
2019-01-29,227642
2019-01-30,229836
2019-01-31,223506
2019-02-01,222140
2019-02-02,216847
2019-02-03,222069
2019-02-04,223965
2019-02-05,229931
2019-02-06,227199
2019-02-07,226968
2019-02-08,228774
2019-02-09,228843
2019-02-10,223770
2019-02-11,222689
2019-02-12,216999
2019-02-13,211026
2019-02-14,204893
2019-02-15,196487
2019-02-16,189303
2019-02-17,188259
2019-02-18,188992
2019-02-19,191937
2019-02-20,200211
2019-02-21,205936
2019-02-22,212846
2019-02-23,209964
2019-02-24,214113
2019-02-25,217472
2019-02-26,217710
2019-02-27,216909
2019-02-28,214243
2019-03-01,215642
2019-03-02,214837
2019-03-03,218257
2019-03-04,213947
2019-03-05,211299
2019-03-06,214630
2019-03-07,214658
2019-03-08,216424
2019-03-09,218993
2019-03-10,218672
2019-03-11,223834
2019-03-12,218901
2019-03-13,215030
2019-03-14,212256
2019-03-15,208634
2019-03-16,204975
2019-03-17,201979
2019-03-18,206656
2019-03-19,206936
2019-03-20,210967
2019-03-21,212597
2019-03-22,213596
2019-03-23,219992
2019-03-24,229452
2019-03-25,240472
2019-03-26,250962
2019-03-27,261276
2019-03-28,257628
2019-03-29,244774
2019-03-30,232567
2019-03-31,223144
2019-04-01,212901
2019-04-02,212054
2019-04-03,210474
2019-04-04,207712
2019-04-05,206925
