date_obj,Dragon%20mace price
2019-03-30,29614
2019-03-31,29568
2019-04-01,29764
2019-04-02,29888
2019-04-03,29772
2019-04-04,29746
2019-04-05,29698
2019-04-06,29685
2019-04-07,29745
2019-04-08,29811
2019-04-09,29750
2019-04-10,29876
2019-04-11,29604
2019-04-12,29682
2019-04-13,29538
2019-04-14,29661
2019-04-15,29669
2019-04-16,29739
2019-04-17,29618
2019-04-18,29671
2019-04-19,29673
2019-04-20,29699
2019-04-21,29860
2019-04-22,29479
2019-04-23,29591
2019-04-24,29574
2019-04-25,29656
2019-04-26,29631
2019-04-27,29776
2019-04-28,29793
2019-04-29,29527
2019-04-30,29605
2019-05-01,29522
2019-05-02,29668
2019-05-03,29640
2019-05-04,29708
2019-05-05,29518
2019-05-06,29642
2019-05-07,29601
2019-05-08,29640
2019-05-09,29627
2019-05-10,29622
2019-05-11,29634
2019-05-12,29575
2019-05-13,29848
2019-05-14,29703
2019-05-15,29659
2019-05-16,29491
2019-05-17,29641
2019-05-18,29622
2019-05-19,29668
2019-05-20,29696
2019-05-21,29658
2019-05-22,29673
2019-05-23,29673
2019-05-24,29588
2019-05-25,29647
2019-05-26,29566
2019-05-27,29649
2019-05-28,29650
2019-05-29,29540
2019-05-30,29713
2019-05-31,29658
2019-06-01,29603
2019-06-02,29548
2019-06-03,29559
2019-06-04,29620
2019-06-05,29633
2019-06-06,29628
2019-06-07,29629
2019-06-08,29593
2019-06-09,29604
2019-06-10,29600
2019-06-11,29626
2019-06-12,29791
2019-06-13,29657
2019-06-14,29630
2019-06-15,29657
2019-06-16,29637
2019-06-17,29627
2019-06-18,29838
2019-06-19,29608
2019-06-20,29641
2019-06-21,29692
2019-06-22,29687
2019-06-23,29589
2019-06-24,29747
2019-06-25,29755
2019-06-26,29711
2019-06-27,29731
2019-06-28,29671
2019-06-29,29651
2019-06-30,29648
2019-07-01,29656
2019-07-02,29680
2019-07-03,29712
2019-07-04,29584
2019-07-05,29591
2019-07-06,29577
2019-07-07,29681
2019-07-08,29673
2019-07-09,29846
2019-07-10,29625
2019-07-11,29729
2019-07-12,29623
2019-07-13,29661
2019-07-14,29586
2019-07-15,29579
2019-07-16,29603
2019-07-17,29723
2019-07-18,29611
2019-07-19,29721
2019-07-20,29637
2019-07-21,29604
2019-07-22,29656
2019-07-23,29642
2019-07-24,29463
2019-07-25,29542
2019-07-26,29561
2019-07-27,29581
2019-07-28,29469
2019-07-29,29527
2019-07-30,29593
2019-07-31,29592
2019-08-01,29621
2019-08-02,29571
2019-08-03,29562
2019-08-04,29607
2019-08-05,29495
2019-08-06,29607
2019-08-07,29540
2019-08-08,29565
2019-08-09,29610
2019-08-10,29558
2019-08-11,29368
2019-08-12,29494
2019-08-13,29603
2019-08-14,29601
2019-08-15,29484
2019-08-16,29553
2019-08-17,29585
2019-08-18,29583
2019-08-19,29477
2019-08-20,29466
2019-08-21,29531
2019-08-22,29700
2019-08-23,30128
2019-08-24,29529
2019-08-24,29529
2019-08-25,29540
2019-08-25,29540
2019-08-26,29490
2019-08-26,29490
2019-08-27,29506
2019-08-27,29506
2019-08-28,29701
2019-08-29,29520
2019-08-30,29457
2019-08-31,29566
2019-09-01,29610
2019-09-02,29506
2019-09-03,29585
2019-09-04,29986
2019-09-05,29759
2019-09-06,29407
2019-09-07,29610
2019-09-08,29660
2019-09-09,29698
2019-09-10,29537
2019-09-11,29756
2019-09-12,29680
2019-09-13,29538
2019-09-14,29663
2019-09-15,29667
2019-09-16,29639
2019-09-17,29622
2019-09-18,29796
2019-09-19,29490
2019-09-20,29758
2019-09-21,29385
2019-09-22,29651
2019-09-23,29567
2019-09-24,29613
2019-09-25,29750
2019-09-26,29806
2019-09-27,29633
2019-09-28,29598
2019-09-29,29504
2019-09-30,29651
2019-10-01,29716
2019-10-02,29466
2019-10-03,29648
2019-10-04,29742
2019-10-05,29598
2019-10-06,29716
2019-10-07,29715
2019-10-08,29633
2019-10-09,29406
2019-10-10,28743
2019-10-11,29493
2019-10-12,29602
2019-10-13,29724
2019-10-14,29646
2019-10-15,29501
2019-10-16,29583
2019-10-17,29589
2019-10-18,29545
2019-10-19,29562
2019-10-20,29564
2019-10-21,29597
2019-10-22,29494
2019-10-23,29448
2019-10-24,29439
2019-10-25,29547
2019-10-26,29673
2019-10-27,29565
2019-10-28,29538
2019-10-29,29575
2019-10-30,29584
2019-10-31,29544
2019-11-01,29774
2019-11-02,29445
2019-11-03,29467
2019-11-04,29723
2019-11-05,29534
2019-11-06,29517
2019-11-07,29519
2019-11-08,29606
2019-11-09,29707
2019-11-10,29518
2019-11-11,29605
2019-11-12,29745
2019-11-13,29544
2019-11-14,29534
2019-11-15,29629
2019-11-16,29565
2019-11-17,29512
2019-11-18,29404
2019-11-19,29465
2019-11-20,29576
2019-11-21,29552
2019-11-22,29616
2019-11-23,29668
2019-11-24,29567
2019-11-25,29640
2019-11-26,29751
2019-11-27,29607
2019-11-28,29512
2019-11-29,29522
2019-11-30,29539
2019-12-01,29660
2019-12-02,30120
2019-12-03,30044
2019-12-04,29491
2019-12-05,29594
2019-12-06,29691
2019-12-07,29727
2019-12-08,29437
2019-12-09,29523
2019-12-10,29627
2019-12-11,29603
2019-12-12,29616
2019-12-13,29284
2019-12-14,29520
2019-12-15,29375
2019-12-16,29585
2019-12-17,29655
2019-12-18,29387
2019-12-19,29629
2019-12-20,29707
2019-12-21,29787
2019-12-22,29536
2019-12-23,29555
2019-12-24,29592
2019-12-25,29708
2019-12-26,29571
2019-12-27,29465
2019-12-28,29623
2019-12-29,29564
2019-12-30,29452
2019-12-31,29507
2020-01-01,29522
2020-01-02,29602
2020-01-03,29600
2020-01-04,29504
2020-01-05,29571
2020-01-06,29517
2020-01-07,29594
2020-01-08,29578
2020-01-09,29521
2020-01-10,29502
2020-01-11,29467
2020-01-12,29469
2020-01-13,29548
2020-01-14,29585
2020-01-15,29541
2020-01-16,29564
2020-01-17,29533
2020-01-18,29425
2020-01-19,29543
2020-01-20,29591
2020-01-21,29832
2020-01-22,29613
2020-01-23,29596
2020-01-24,29447
2020-01-25,29382
2020-01-26,29521
2020-01-27,29599
2020-01-28,29636
2020-01-29,29610
2020-01-30,29569
2020-01-31,29715
2020-02-01,29581
2020-02-02,29603
2020-02-03,29783
2020-02-04,29581
2020-02-05,29254
2020-02-06,29937
2020-02-07,29546
2020-02-08,29557
2020-02-09,29460
2020-02-10,29483
2020-02-11,29388
2020-02-12,29487
2020-02-13,29653
2020-02-14,29590
2020-02-15,29611
2020-02-16,29480
2020-02-17,29486
2020-02-18,29496
2020-02-19,29501
2020-02-20,29511
2020-02-21,29496
2020-02-22,29454
2020-02-23,29451
2020-02-24,29453
2020-02-25,29486
2020-02-26,29503
2020-02-27,29526
2020-02-28,29452
2020-02-29,29417
2020-03-01,29472
2020-03-02,29581
2020-03-03,29446
2020-03-04,29428
2020-03-05,29543
2020-03-06,29498
2020-03-07,29430
2020-03-08,29528
2020-03-09,29592
2020-03-10,29526
2020-03-11,29497
2020-03-12,29528
2020-03-13,29564
2020-03-14,29514
2020-03-15,29473
2020-03-16,29456
2020-03-17,29665
2020-03-18,29543
2020-03-19,29410
2020-03-20,29675
2020-03-21,29631
2020-03-22,29530
2020-03-23,29525
2020-03-24,29432
2020-03-25,29542
2020-03-26,29569
2020-03-27,29518
2020-03-28,29494
2020-03-29,29507
2020-03-30,29587
2020-03-31,29568
2020-04-01,29551
2020-04-02,29518
2020-04-03,29544
2020-04-04,29857
2020-04-05,29565
2020-04-06,29553
2020-04-07,29560
2020-04-08,29563
2020-04-09,29458
2020-04-10,29503
2020-04-11,29538
2020-04-12,29531
2020-04-13,29545
2020-04-14,29632
2020-04-15,29673
2020-04-16,29755
2020-04-17,29546
2020-04-18,29541
2020-04-19,29632
2020-04-20,29830
2020-04-21,29687
2020-04-22,29551
2020-04-23,29677
2020-04-24,29575
2020-04-25,29734
2020-04-26,29495
2020-04-27,29569
2020-04-28,29695
2020-04-29,29530
2020-04-30,29393
2020-05-01,29629
2020-05-02,29765
2020-05-03,29591
2020-05-04,29602
2020-05-05,29568
2020-05-06,29597
2020-05-07,29517
2020-05-08,29664
2020-05-09,29591
2020-05-10,29549
2020-05-11,29584
2020-05-12,29571
2020-05-13,29611
