date_obj,Polished%20buttons price
2016-09-06,409
2016-09-07,420
2016-09-08,412
2016-09-09,420
2016-09-10,423
2016-09-11,423
2016-09-12,427
2016-09-13,426
2016-09-14,426
2016-09-15,427
2016-09-16,427
2016-09-17,425
2016-09-18,438
2016-09-19,452
2016-09-20,452
2016-09-21,461
2016-09-22,475
2016-09-23,488
2016-09-24,488
2016-09-25,503
2016-09-26,503
2016-09-27,519
2016-09-28,531
2016-09-29,541
2016-09-30,555
2016-10-01,560
2016-10-02,560
2016-10-03,570
2016-10-04,579
2016-10-05,576
2016-10-06,575
2016-10-07,591
2016-10-08,596
2016-10-09,611
2016-10-10,625
2016-10-11,634
2016-10-12,645
2016-10-13,663
2016-10-14,668
2016-10-15,694
2016-10-16,715
2016-10-17,741
2016-10-18,779
2016-10-19,808
2016-10-20,845
2016-10-21,861
2016-10-22,871
2016-10-23,872
2016-10-24,878
2016-10-25,878
2016-10-26,852
2016-10-27,822
2016-10-28,796
2016-10-29,784
2016-10-30,769
2016-10-31,774
2016-11-01,774
2016-11-02,782
2016-11-03,782
2016-11-04,796
2016-11-05,796
2016-11-06,778
2016-11-07,779
2016-11-08,771
2016-11-09,767
2016-11-10,761
2016-11-11,756
2016-11-12,755
2016-11-13,750
2016-11-14,737
2016-12-07,704
2016-12-08,699
2016-12-09,690
2016-12-10,693
2016-12-11,692
2016-12-12,691
2016-12-13,695
2016-12-14,695
2016-12-15,706
2016-12-16,717
2016-12-17,723
2016-12-18,740
2016-12-19,744
2016-12-20,747
2016-12-21,759
2016-12-22,762
2016-12-23,779
2016-12-24,787
2016-12-25,808
2016-12-26,810
2016-12-27,827
2016-12-28,831
2016-12-29,839
2016-12-30,864
2016-12-31,884
2017-01-01,903
2017-01-02,925
2017-01-03,952
2017-01-04,995
2017-01-05,1028
2017-01-06,1044
2017-01-07,1048
2017-01-08,1066
2017-01-09,1075
2017-01-10,1098
2017-01-11,1087
2017-01-12,1123
2017-01-13,1141
2017-01-14,1158
2017-01-15,1164
2017-01-16,1164
2017-01-17,1197
2017-01-18,1229
2017-01-19,1248
2017-01-20,1288
2017-01-21,1307
2017-01-22,1334
2017-01-27,1407
2017-01-28,1406
2017-01-29,1397
2017-01-30,1381
2017-01-31,1370
2017-02-01,1356
2017-02-02,1346
2017-02-03,1344
2017-02-04,1327
2017-02-05,1303
2017-02-06,1268
2017-02-07,1241
2017-02-08,1209
2017-02-09,1163
2017-02-10,1151
2017-02-11,1121
2017-02-12,1080
2017-02-13,1039
2017-02-14,1010
2017-02-15,975
2017-02-16,960
2017-02-18,960
2017-02-19,943
2017-02-20,952
2017-02-21,967
2017-02-22,973
2017-02-23,985
2017-02-24,967
2017-02-25,968
2017-02-26,923
2017-02-27,937
2017-02-28,934
2017-03-01,935
2017-03-02,941
2017-03-03,955
2017-03-04,942
2017-03-05,942
2017-03-06,951
2017-03-07,955
2017-03-08,950
2017-03-09,965
2017-03-10,964
2017-03-11,956
2017-03-12,948
2017-03-13,929
2017-03-14,895
2017-03-15,861
2017-03-16,852
2017-03-17,826
2017-03-18,790
2017-03-19,761
2017-03-20,738
2017-03-21,722
2017-03-22,694
2017-03-23,700
2017-03-24,694
2017-03-25,705
2017-03-26,720
2017-03-27,730
2017-03-28,731
2017-03-29,728
2017-03-30,731
2017-03-31,738
2017-04-01,748
2017-04-02,765
2017-04-03,782
2017-04-04,811
2017-04-12,931
2017-04-13,938
2017-04-14,958
2017-04-15,978
2017-04-16,988
2017-04-17,1013
2017-04-18,1041
2017-04-19,1070
2017-04-20,1121
2017-04-21,1178
2017-04-22,1231
2017-04-23,1287
2017-04-24,1347
2017-04-25,1412
2017-04-26,1441
2017-04-27,1482
2017-04-28,1530
2017-04-29,1526
2017-04-30,1508
2017-05-01,1492
2017-05-02,1491
2017-05-03,1460
2017-05-04,1449
2017-05-05,1394
2017-05-06,1350
2017-05-07,1328
2017-05-08,1316
2017-05-09,1288
2017-05-10,1232
2017-05-11,1191
2017-05-12,1145
2017-05-13,1095
2017-05-14,1079
2017-05-15,1028
2017-05-16,990
2017-05-17,972
2017-05-18,970
2017-05-19,963
2017-05-20,939
2017-05-21,942
2017-05-22,921
2017-05-23,921
2017-05-24,917
2017-05-25,916
2017-05-26,907
2017-05-27,893
2017-05-28,890
2017-05-29,882
2017-05-30,884
2017-05-31,869
2017-06-01,875
2017-06-02,859
2017-06-03,816
2017-06-06,797
2017-06-07,780
2017-06-08,789
2017-06-09,777
2017-06-10,759
2017-06-11,737
2017-06-12,726
2017-06-13,727
2017-06-14,726
2017-06-15,722
2017-06-16,726
2017-06-17,718
2017-06-18,727
2017-06-19,727
2017-06-20,739
2017-06-21,730
2017-06-22,737
2017-06-23,738
2017-06-24,745
2017-06-25,750
2017-06-26,757
2017-06-27,765
2017-06-28,793
2017-06-29,829
2017-06-30,870
2017-07-01,896
2017-07-02,917
2017-07-03,956
2017-07-04,1004
2017-07-05,1055
2017-07-06,1104
2017-07-07,1159
2017-07-08,1197
2017-07-13,1132
2017-07-14,1096
2017-07-15,1051
2017-07-16,1021
2017-07-17,1031
2017-07-18,1043
2017-07-19,1011
2017-07-20,977
2017-07-21,952
2017-07-22,942
2017-07-23,923
2017-07-24,910
2017-07-25,902
2017-07-26,890
2017-07-27,887
2017-07-28,865
2017-07-29,832
2017-07-30,820
2017-07-31,798
2017-08-01,792
2017-08-02,788
2017-08-03,787
2017-08-04,787
2017-08-05,793
2017-08-06,789
2017-08-09,778
2017-08-10,786
2017-08-11,792
2017-08-12,790
2017-08-13,792
2017-08-14,806
2017-08-15,821
2017-08-17,793
2017-08-18,783
2017-08-19,788
2017-08-20,776
2017-08-22,804
2017-08-23,827
2017-08-24,826
2017-08-25,843
2017-08-26,862
2017-08-27,875
2017-08-28,891
2017-08-29,910
2017-08-30,917
2017-08-31,931
2017-09-01,952
2017-09-02,967
2017-09-03,992
2017-09-04,1006
2017-09-05,1003
2017-09-06,1029
2017-09-07,1044
2017-09-08,1048
2017-09-09,1041
2017-09-10,1006
2017-09-11,990
2017-09-12,974
2017-09-13,954
2017-09-14,949
2017-09-15,949
2017-09-16,957
2017-09-17,973
2017-09-19,985
2017-09-20,977
2017-09-21,991
2017-09-22,988
2017-09-23,1001
2017-09-24,1011
2017-09-25,1023
2017-09-26,1050
2017-09-27,1069
2017-09-28,1098
2017-09-29,1129
2017-09-30,1170
2017-10-01,1198
2017-10-02,1229
2017-10-03,1261
2017-10-04,1310
2017-10-05,1349
2017-10-06,1368
2017-10-07,1385
2017-10-08,1371
2017-10-09,1358
2017-10-10,1354
2017-10-11,1357
2017-10-12,1368
2017-10-13,1358
2017-10-14,1338
2017-10-15,1332
2017-10-16,1316
2017-10-17,1295
2017-10-18,1264
2017-10-19,1223
2017-10-20,1161
2017-10-21,1132
2017-10-22,1143
2017-10-23,1148
2017-10-24,1131
2017-10-25,1133
2017-10-26,1151
2017-10-27,1139
2017-10-28,1139
2017-10-29,1131
2017-10-30,1114
2017-10-31,1139
2017-11-01,1121
2017-11-02,1121
2017-11-03,1134
2017-11-04,1143
2017-11-05,1154
2017-11-06,1137
2017-11-07,1153
2017-11-08,1112
2017-11-09,1059
2017-11-10,1028
2017-11-11,1037
2017-11-12,1045
2017-11-13,1042
2017-11-14,1026
2017-11-15,993
2017-11-16,972
2017-11-17,966
2017-11-18,959
2017-11-19,945
2017-11-20,932
2017-11-21,892
2017-11-22,873
2017-11-23,851
2017-11-24,843
2017-11-25,835
2017-11-26,834
2017-11-27,834
2017-11-28,832
2017-11-29,823
2017-11-30,790
2017-12-01,790
2017-12-02,794
2017-12-03,790
2017-12-04,798
2017-12-05,784
2017-12-06,777
2017-12-07,779
2017-12-08,774
2017-12-09,770
2017-12-10,767
2017-12-11,794
2017-12-12,817
2017-12-14,848
2017-12-15,891
2017-12-16,932
2017-12-17,971
2017-12-18,1014
2017-12-19,1051
2017-12-20,1053
2017-12-21,1072
2017-12-22,1092
2017-12-23,1109
2017-12-24,1146
2017-12-25,1148
2017-12-26,1169
2017-12-27,1193
2017-12-28,1223
2017-12-29,1240
2017-12-30,1266
2017-12-31,1289
2018-01-01,1291
2018-01-02,1321
2018-01-03,1322
2018-01-04,1357
2018-01-05,1375
2018-01-06,1402
2018-01-07,1433
2018-01-08,1452
2018-01-09,1468
2018-01-10,1472
2018-01-11,1490
2018-01-12,1505
2018-01-13,1504
2018-01-14,1531
2018-01-15,1540
2018-01-16,1554
2018-01-17,1565
2018-01-18,1550
2018-01-19,1529
2018-01-20,1530
2018-01-21,1527
2018-01-22,1548
2018-01-23,1537
2018-01-24,1504
2018-01-25,1485
2018-01-26,1486
2018-01-27,1492
2018-01-28,1498
2018-01-29,1490
2018-01-31,1539
2018-02-01,1555
2018-02-02,1573
2018-02-03,1559
2018-02-04,1579
2018-02-05,1596
2018-02-06,1568
2018-02-07,1557
2018-02-08,1576
2018-02-09,1572
2018-02-10,1529
2018-02-11,1503
2018-02-12,1465
2018-02-13,1424
2018-02-14,1394
2018-02-15,1387
2018-02-16,1399
2018-02-17,1404
2018-02-18,1407
2018-02-19,1381
2018-02-20,1318
2018-02-21,1302
2018-02-22,1263
2018-02-23,1239
2018-02-24,1224
2018-02-25,1181
2018-02-26,1154
2018-02-27,1105
2018-02-28,1049
2018-03-01,1010
2018-03-02,981
2018-03-03,957
2018-03-05,918
2018-03-06,872
2018-03-07,876
2018-03-08,883
2018-03-09,901
2018-03-10,925
2018-03-11,943
2018-03-12,931
2018-03-13,916
2018-03-14,906
2018-03-15,886
2018-03-16,883
2018-03-17,874
2018-03-18,869
2018-03-19,873
2018-03-20,862
2018-03-21,854
2018-03-23,853
2018-03-24,845
2018-03-26,846
2018-03-27,873
2018-03-28,899
2018-03-29,939
2018-03-30,980
2018-03-31,1016
2018-04-01,1045
2018-04-02,1052
2018-04-03,1036
2018-04-04,1045
2018-04-05,1047
2018-04-06,1030
2018-04-08,1007
2018-04-09,990
2018-04-10,955
2018-04-11,964
2018-04-12,959
2018-04-13,963
2018-04-14,946
2018-04-15,962
2018-04-16,979
2018-04-17,946
2018-04-18,937
2018-04-19,934
2018-04-20,940
2018-04-21,948
2018-04-22,908
2018-04-23,894
2018-04-24,894
2018-04-25,897
2018-04-26,888
2018-04-27,872
2018-04-28,876
2018-04-29,860
2018-04-30,843
2018-05-01,825
2018-05-02,818
2018-05-03,830
2018-05-04,845
2018-05-05,852
2018-05-06,837
2018-05-07,822
2018-05-08,816
2018-05-09,789
2018-05-10,754
2018-05-11,750
2018-05-12,768
2018-05-13,753
2018-05-14,766
2018-05-15,774
2018-05-16,785
2018-05-17,804
2018-05-18,822
2018-05-19,862
2018-05-20,901
2018-05-21,947
2018-05-22,991
2018-05-23,1026
2018-05-24,1062
2018-05-25,1102
2018-05-26,1149
2018-05-27,1145
2018-05-28,1167
2018-05-29,1189
2018-05-30,1221
2018-05-31,1182
2018-06-01,1151
2018-06-02,1136
2018-06-03,1093
2018-06-04,1039
2018-06-05,988
2018-06-06,955
2018-06-07,927
2018-06-08,920
2018-06-09,906
2018-06-10,884
2018-06-11,863
2018-06-12,836
2018-06-13,831
2018-06-14,830
2018-06-15,836
2018-06-16,829
2018-06-17,809
2018-06-18,806
2018-06-19,823
2018-06-20,809
2018-06-21,827
2018-06-22,844
2018-06-23,873
2018-06-24,898
2018-06-25,906
2018-06-26,925
2018-06-27,926
2018-06-28,925
2018-06-29,926
2018-06-30,934
2018-07-01,936
2018-07-02,945
2018-07-03,959
2018-07-04,953
2018-07-05,922
2018-07-06,905
2018-07-07,908
2018-07-08,907
2018-07-09,909
2018-07-10,937
2018-07-11,959
2018-07-12,957
2018-07-13,974
2018-07-14,1000
2018-07-15,1030
2018-07-16,1049
2018-07-17,1083
2018-07-18,1060
2018-07-19,1049
2018-07-20,1043
2018-07-21,1072
2018-07-22,1096
2018-07-23,1097
2018-07-24,1110
2018-07-25,1102
2018-07-26,1095
2018-07-27,1094
2018-07-28,1090
2018-07-29,1099
2018-07-30,1105
2018-07-31,1119
2018-08-01,1113
2018-08-02,1108
2018-08-03,1112
2018-08-04,1113
2018-08-05,1121
2018-08-06,1128
2018-08-07,1155
2018-08-08,1177
2018-08-09,1195
2018-08-10,1170
2018-08-11,1178
2018-08-12,1163
2018-08-14,1178
2018-08-16,1218
2018-08-17,1245
2018-08-18,1261
2018-08-19,1269
2018-08-20,1262
2018-08-21,1238
2018-08-22,1210
2018-08-23,1224
2018-08-24,1233
2018-08-25,1226
2018-08-26,1196
2018-08-27,1171
2018-08-28,1176
2018-08-29,1155
2018-08-30,1144
2018-08-31,1135
2018-09-01,1144
2018-09-02,1156
2018-09-03,1163
2018-09-04,1147
2018-09-05,1173
2018-09-06,1192
2018-09-07,1191
2018-09-08,1203
2018-09-09,1215
2018-09-10,1211
2018-09-11,1191
2018-09-12,1215
2018-09-13,1221
2018-09-14,1253
2018-09-15,1244
2018-09-16,1221
2018-09-17,1233
2018-09-18,1232
2018-09-19,1256
2018-09-20,1269
2018-09-21,1278
2018-09-22,1292
2018-09-23,1314
2018-09-24,1343
2018-09-25,1323
2018-09-26,1313
2018-09-27,1298
2018-09-28,1298
2018-09-29,1301
2018-09-30,1263
2018-10-02,1269
2018-10-03,1240
2018-10-04,1234
2018-10-05,1200
2018-10-06,1195
2018-10-07,1192
2018-10-08,1183
2018-10-09,1186
2018-10-10,1148
2018-10-11,1126
2018-10-12,1123
2018-10-13,1116
2018-10-14,1104
2018-10-15,1110
2018-10-16,1066
2018-10-17,1061
2018-10-18,1029
2018-10-19,1031
2018-10-20,993
2018-10-21,998
2018-10-22,1007
2018-10-23,1001
2018-10-24,1010
2018-10-25,987
2018-10-26,965
2018-10-27,941
2018-10-28,936
2018-10-29,932
2018-10-30,954
2018-10-31,948
2018-11-01,941
2018-11-03,920
2018-11-04,934
2018-11-05,933
2018-11-06,937
2018-11-07,944
2018-11-08,948
2018-11-09,955
2018-11-10,963
2018-11-11,936
2018-11-12,917
2018-11-13,932
2018-11-15,947
2018-11-16,955
2018-11-17,938
2018-11-18,948
2018-11-19,967
2018-11-20,968
2018-11-21,947
2018-11-22,953
2018-11-23,954
2018-11-24,973
2018-11-25,973
2018-11-26,953
2018-11-27,936
2018-11-28,911
2018-11-29,916
2018-12-01,896
2018-12-02,885
2018-12-03,881
2018-12-04,882
2018-12-05,883
2018-12-07,858
2018-12-09,880
2018-12-10,915
2018-12-11,958
2018-12-12,1004
2018-12-13,1049
2018-12-14,1068
2018-12-15,1103
2018-12-16,1132
2018-12-17,1102
2018-12-18,1125
2018-12-19,1148
2018-12-20,1180
2018-12-21,1189
2018-12-22,1219
2018-12-23,1235
2018-12-24,1254
2018-12-25,1259
2018-12-26,1265
2018-12-27,1269
2018-12-28,1262
2018-12-29,1262
2018-12-30,1272
2018-12-31,1261
2019-01-01,1259
2019-01-02,1252
2019-01-03,1224
2019-01-04,1219
2019-01-05,1197
2019-01-06,1162
2019-01-08,1079
2019-01-10,1005
2019-01-11,979
2019-01-12,959
2019-01-13,939
2019-01-14,925
2019-01-15,909
2019-01-16,895
2019-01-17,875
2019-01-18,867
2019-01-19,855
2019-01-20,845
2019-01-21,843
2019-01-22,842
2019-01-23,843
2019-01-24,851
2019-01-25,847
2019-01-26,838
2019-01-28,828
2019-01-29,821
2019-01-30,828
2019-01-31,821
2019-02-01,807
2019-02-02,794
2019-02-03,784
2019-02-04,774
2019-02-05,780
2019-02-06,772
2019-02-07,774
2019-02-08,783
2019-02-09,790
2019-02-10,815
2019-02-11,853
2019-02-12,895
2019-02-13,937
2019-02-14,968
2019-02-15,1009
2019-02-16,1044
2019-02-17,1071
2019-02-18,1092
2019-02-19,1098
2019-02-20,1090
2019-02-21,1068
2019-02-22,1035
2019-02-23,989
2019-02-24,947
2019-02-25,933
2019-02-26,902
2019-02-27,904
2019-02-28,905
2019-03-01,908
2019-03-02,920
2019-03-03,934
2019-03-04,946
2019-03-05,936
2019-03-06,941
2019-03-07,912
2019-03-08,914
2019-03-09,910
2019-03-10,903
2019-03-11,898
2019-03-12,895
2019-03-13,881
2019-03-14,877
2019-03-15,871
2019-03-16,853
2019-03-17,827
2019-03-18,815
2019-03-19,812
2019-03-20,785
2019-03-21,760
2019-03-22,741
2019-03-23,718
2019-03-24,695
2019-03-25,677
2019-03-26,670
2019-03-27,659
2019-03-28,652
2019-03-29,652
2019-03-30,654
2019-03-31,649
2019-04-01,648
2019-04-02,653
2019-04-03,659
2019-04-04,670
2019-04-05,679
2019-04-06,688
2019-04-07,687
2019-04-08,684
2019-04-09,696
2019-04-10,696
2019-04-11,682
2019-04-12,665
2019-04-13,659
2019-04-14,634
2019-04-15,606
2019-04-16,597
2019-04-17,579
2019-04-18,569
2019-04-19,555
2019-04-20,543
2019-04-21,515
2019-04-22,489
2019-04-23,467
2019-04-24,444
2019-04-25,421
2019-04-26,401
2019-04-27,393
2019-04-28,390
2019-04-29,374
2019-04-30,364
2019-05-01,363
2019-05-02,366
2019-05-03,369
2019-05-04,366
2019-05-05,372
2019-05-06,371
2019-05-07,375
2019-05-08,376
2019-05-09,382
2019-05-10,393
2019-05-11,402
2019-05-12,393
2019-05-13,401
2019-05-14,412
2019-05-15,430
2019-05-16,451
2019-05-17,473
2019-05-18,496
2019-05-19,509
2019-05-20,533
2019-05-21,560
2019-05-22,586
2019-05-23,609
2019-05-24,621
2019-05-25,627
2019-05-26,641
2019-05-27,662
2019-05-28,688
2019-05-29,718
2019-05-30,744
2019-05-31,750
2019-06-01,774
2019-06-02,798
2019-06-03,825
2019-06-04,850
2019-06-05,884
2019-06-06,926
2019-06-07,953
2019-06-08,967
2019-06-09,963
2019-06-10,996
2019-06-11,1004
2019-06-12,1019
2019-06-13,1015
2019-06-14,1019
2019-06-15,1009
2019-06-16,1007
2019-06-17,1005
2019-06-18,998
2019-06-19,1013
2019-06-20,996
2019-06-21,971
2019-06-22,941
2019-06-23,921
2019-06-24,925
2019-06-25,923
2019-06-26,928
2019-06-27,922
2019-06-28,898
2019-06-29,885
2019-06-30,881
2019-07-01,882
2019-07-02,877
2019-07-03,869
2019-07-04,859
2019-07-05,840
2019-07-06,838
2019-07-07,840
2019-07-08,830
2019-07-09,823
2019-07-10,825
2019-07-11,831
2019-07-12,825
2019-07-13,828
2019-07-14,831
2019-07-15,825
2019-07-16,822
2019-07-17,825
2019-07-18,826
