date_obj,Mystic%20water%20staff price
2019-04-08,25148
2019-04-09,25228
2019-04-10,25213
2019-04-11,25138
2019-04-12,25216
2019-04-13,25042
2019-04-14,25346
2019-04-15,25211
2019-04-16,25178
2019-04-17,25204
2019-04-18,25226
2019-04-19,25219
2019-04-20,25219
2019-04-21,25171
2019-04-22,25182
2019-04-23,25271
2019-04-24,25274
2019-04-25,25482
2019-04-26,25085
2019-04-27,25151
2019-04-28,25191
2019-04-29,25244
2019-04-30,25381
2019-05-01,25179
2019-05-02,25291
2019-05-03,25157
2019-05-04,25189
2019-05-05,25273
2019-05-06,25224
2019-05-07,25241
2019-05-08,25299
2019-05-09,25274
2019-05-10,25288
2019-05-11,25310
2019-05-12,25308
2019-05-13,25217
2019-05-14,25269
2019-05-15,25260
2019-05-16,25246
2019-05-17,25289
2019-05-18,25226
2019-05-19,25251
2019-05-20,25210
2019-05-21,25283
2019-05-22,25179
2019-05-23,25212
2019-05-24,25289
2019-05-25,25318
2019-05-26,25409
2019-05-27,25205
2019-05-28,25172
2019-05-29,25314
2019-05-30,25004
2019-05-31,25266
2019-06-01,25271
2019-06-02,25240
2019-06-03,25254
2019-06-04,25249
2019-06-05,25298
2019-06-06,25226
2019-06-07,25231
2019-06-08,25204
2019-06-09,25246
2019-06-10,25238
2019-06-11,25280
2019-06-12,25234
2019-06-13,25273
2019-06-14,25212
2019-06-15,25210
2019-06-16,25255
2019-06-17,25273
2019-06-18,25280
2019-06-19,25272
2019-06-20,25396
2019-06-21,25255
2019-06-22,25240
2019-06-23,25141
2019-06-24,25066
2019-06-25,25179
2019-06-26,25208
2019-06-27,25180
2019-06-28,25083
2019-06-29,25248
2019-06-30,25211
2019-07-01,25295
2019-07-02,25272
2019-07-03,25292
2019-07-04,25277
2019-07-05,25270
2019-07-06,25439
2019-07-07,25249
2019-07-08,25234
2019-07-09,25244
2019-07-10,25158
2019-07-11,25249
2019-07-12,25221
2019-07-13,25206
2019-07-14,25153
2019-07-15,25122
2019-07-16,25134
2019-07-17,25224
2019-07-18,25268
2019-07-19,25235
2019-07-20,25267
2019-07-21,25174
2019-07-22,25094
2019-07-23,25131
2019-07-24,25162
2019-07-25,25158
2019-07-26,24925
2019-07-27,25082
2019-07-28,25191
2019-07-29,25164
2019-07-30,25138
2019-07-31,25034
2019-08-01,25177
2019-08-02,25137
2019-08-03,25021
2019-08-04,25043
2019-08-05,25082
2019-08-06,25072
2019-08-07,25099
2019-08-08,25154
2019-08-09,25232
2019-08-10,25026
2019-08-11,25094
2019-08-12,25182
2019-08-13,25111
2019-08-14,25093
2019-08-15,25149
2019-08-16,25169
2019-08-17,25249
2019-08-18,25039
2019-08-19,25194
2019-08-20,25201
2019-08-21,25138
2019-08-22,25141
2019-08-23,25218
2019-08-24,25183
2019-08-24,25183
2019-08-25,25497
2019-08-25,25497
2019-08-26,25102
2019-08-26,25102
2019-08-27,25170
2019-08-27,25170
2019-08-28,25220
2019-08-29,25200
2019-08-30,25221
2019-08-31,25239
2019-09-01,25199
2019-09-02,25114
2019-09-03,25222
2019-09-04,25140
2019-09-05,25170
2019-09-06,24950
2019-09-07,25093
2019-09-08,25375
2019-09-09,25132
2019-09-10,25118
2019-09-11,25167
2019-09-12,25200
2019-09-13,25137
2019-09-14,25119
2019-09-15,25271
2019-09-16,25295
2019-09-17,25358
2019-09-18,25198
2019-09-19,25072
2019-09-20,25171
2019-09-21,25154
2019-09-22,25103
2019-09-23,25140
2019-09-24,24952
2019-09-25,25115
2019-09-26,25145
2019-09-27,25180
2019-09-28,25157
2019-09-29,25050
2019-09-30,25140
2019-10-01,25184
2019-10-02,25180
2019-10-03,25185
2019-10-04,25159
2019-10-05,25002
2019-10-06,25067
2019-10-07,25158
2019-10-08,25124
2019-10-09,25095
2019-10-10,25144
2019-10-11,25130
2019-10-12,25088
2019-10-13,25205
2019-10-14,25118
2019-10-15,25105
2019-10-16,25119
2019-10-17,25129
2019-10-18,25103
2019-10-19,25158
2019-10-20,25187
2019-10-21,25186
2019-10-22,25196
2019-10-23,25252
2019-10-24,25270
2019-10-25,25201
2019-10-26,25025
2019-10-27,25088
2019-10-28,25108
2019-10-29,24800
2019-10-30,25317
2019-10-31,25002
2019-11-01,25131
2019-11-02,25105
2019-11-03,25062
2019-11-04,25088
2019-11-05,25620
2019-11-06,25119
2019-11-07,25083
2019-11-08,25134
2019-11-09,25056
2019-11-10,25166
2019-11-11,25134
2019-11-12,25156
2019-11-13,25341
2019-11-14,25131
2019-11-15,24990
2019-11-16,25115
2019-11-17,25103
2019-11-18,25119
2019-11-19,24919
2019-11-20,25069
2019-11-21,25053
2019-11-22,24986
2019-11-23,25014
2019-11-24,24831
2019-11-25,25179
2019-11-26,25034
2019-11-27,25081
2019-11-28,25124
2019-11-29,24946
2019-11-30,25121
2019-12-01,25103
2019-12-02,25042
2019-12-03,25034
2019-12-04,25191
2019-12-05,25276
2019-12-06,25061
2019-12-07,25108
2019-12-08,25051
2019-12-09,25069
2019-12-10,25064
2019-12-11,25138
2019-12-12,25130
2019-12-13,25574
2019-12-14,25114
2019-12-15,25017
2019-12-16,25080
2019-12-17,25121
2019-12-18,25058
2019-12-19,25125
2019-12-20,25214
2019-12-21,25004
2019-12-22,25040
2019-12-23,25140
2019-12-24,25116
2019-12-25,25228
2019-12-26,25130
2019-12-27,24984
2019-12-28,25288
2019-12-29,25183
2019-12-30,25188
2019-12-31,25023
2020-01-01,25189
2020-01-02,25451
2020-01-03,25130
2020-01-04,25060
2020-01-05,25110
2020-01-06,25072
2020-01-07,25080
2020-01-08,25094
2020-01-09,25034
2020-01-10,25132
2020-01-11,25092
2020-01-12,25092
2020-01-13,25103
2020-01-14,25163
2020-01-15,24997
2020-01-16,25125
2020-01-17,25085
2020-01-18,25110
2020-01-19,25114
2020-01-20,25219
2020-01-21,25132
2020-01-22,25145
2020-01-23,25083
2020-01-24,25046
2020-01-25,25019
2020-01-26,25142
2020-01-27,25392
2020-01-28,25009
2020-01-29,25106
2020-01-30,25156
2020-01-31,25126
2020-02-01,25106
2020-02-02,25111
2020-02-03,25562
2020-02-04,25078
2020-02-05,25125
2020-02-06,25071
2020-02-07,25172
2020-02-08,25215
2020-02-09,25126
2020-02-10,25092
2020-02-11,25017
2020-02-12,25287
2020-02-13,25057
2020-02-14,25176
2020-02-15,25076
2020-02-16,25075
2020-02-17,25087
2020-02-18,25062
2020-02-19,25164
2020-02-20,25252
2020-02-21,25074
2020-02-22,25124
2020-02-23,25073
2020-02-24,25141
2020-02-25,25290
2020-02-26,25195
2020-02-27,25035
2020-02-28,25101
2020-02-29,25101
2020-03-01,25142
2020-03-02,25129
2020-03-03,25140
2020-03-04,25125
2020-03-05,25097
2020-03-06,25192
2020-03-07,25136
2020-03-08,25105
2020-03-09,25217
2020-03-10,25204
2020-03-11,25114
2020-03-12,25127
2020-03-13,25093
2020-03-14,25117
2020-03-15,25199
2020-03-16,25142
2020-03-17,25179
2020-03-18,25170
2020-03-19,25196
2020-03-20,25133
2020-03-21,25085
2020-03-22,25108
2020-03-23,25202
2020-03-24,25059
2020-03-25,25206
2020-03-26,25174
2020-03-27,25143
2020-03-28,25166
2020-03-29,25143
2020-03-30,25171
2020-03-31,25079
2020-04-01,25184
2020-04-02,25201
2020-04-03,25221
2020-04-04,25193
2020-04-05,25149
2020-04-06,25164
2020-04-07,25145
2020-04-08,25152
2020-04-09,25151
2020-04-10,25214
2020-04-11,25291
2020-04-12,25167
2020-04-13,25229
2020-04-14,25178
2020-04-15,25332
2020-04-16,25197
2020-04-17,25164
2020-04-18,25175
2020-04-19,25154
2020-04-20,25246
2020-04-21,25308
2020-04-22,25138
2020-04-23,25167
2020-04-24,25185
2020-04-25,25155
2020-04-26,25168
2020-04-27,25172
2020-04-28,25147
2020-04-29,25168
2020-04-30,25195
2020-05-01,25200
2020-05-02,25185
2020-05-03,25162
2020-05-04,25215
2020-05-05,25108
2020-05-06,25244
2020-05-07,25228
2020-05-08,25175
2020-05-09,25195
2020-05-10,25230
2020-05-11,25189
2020-05-12,25202
2020-05-13,25180
