date_obj,Bucket%20of%20sap price
2015-07-25,301
2015-07-26,317
2015-07-27,317
2015-07-28,332
2015-07-29,334
2015-07-30,334
2015-07-31,346
2015-08-01,346
2015-08-02,351
2015-08-03,351
2015-08-04,359
2015-08-05,367
2015-08-06,367
2015-08-07,378
2015-08-08,388
2015-08-09,400
2015-08-10,410
2015-08-11,416
2015-08-12,416
2015-08-13,408
2015-08-14,388
2015-08-15,388
2015-08-16,370
2015-08-17,351
2015-08-18,351
2015-08-19,333
2015-08-20,333
2015-08-21,316
2015-08-22,316
2015-08-23,320
2015-08-24,336
2015-08-25,336
2015-08-26,350
2015-08-27,358
2015-08-28,358
2015-08-29,340
2015-08-30,340
2015-08-31,337
2015-09-01,337
2015-09-02,343
2015-09-03,343
2015-09-04,357
2015-09-05,357
2015-09-06,373
2015-09-07,373
2015-09-08,390
2015-09-09,390
2015-09-10,393
2015-09-11,393
2015-09-12,408
2015-09-13,408
2015-09-14,403
2015-09-15,403
2015-09-16,402
2015-09-17,402
2015-09-18,416
2015-09-19,416
2015-09-20,427
2015-09-21,427
2015-09-22,422
2015-09-23,422
2015-09-24,429
2015-09-25,429
2015-09-27,441
2015-09-28,456
2015-09-29,456
2015-09-30,459
2015-10-05,417
2015-10-06,417
2015-10-07,399
2015-10-08,399
2015-10-09,401
2015-10-10,401
2015-10-11,413
2015-10-12,413
2015-10-13,395
2015-10-14,395
2015-10-15,402
2015-10-16,402
2015-10-17,421
2015-10-18,421
2015-10-19,436
2015-10-20,436
2015-10-22,446
2015-10-23,423
2015-10-24,423
2015-10-25,409
2015-10-26,409
2015-10-27,422
2015-10-29,438
2015-10-30,438
2015-10-31,438
2015-11-01,438
2015-11-02,430
2015-11-03,430
2015-11-04,412
2015-11-05,412
2015-11-06,409
2015-11-07,393
2015-11-08,393
2015-11-09,403
2015-11-10,403
2015-11-11,407
2015-11-12,407
2015-11-13,407
2015-11-14,414
2015-11-15,414
2015-11-16,431
2015-11-17,431
2015-11-18,452
2015-11-19,452
2015-11-20,447
2015-11-21,447
2015-11-22,424
2015-11-23,424
2015-11-24,424
2015-11-25,402
2015-11-26,402
2015-11-27,391
2015-11-28,391
2015-11-29,387
2015-11-30,387
2015-12-01,394
2015-12-02,394
2015-12-03,400
2015-12-04,400
2015-12-05,409
2015-12-06,409
2015-12-07,402
2015-12-08,402
2015-12-09,406
2015-12-10,406
2015-12-11,398
2015-12-12,398
2015-12-13,400
2015-12-14,400
2015-12-15,382
2015-12-16,382
2015-12-17,362
2015-12-18,362
2015-12-19,366
2015-12-20,359
2015-12-21,359
2015-12-22,368
2015-12-23,385
2015-12-24,385
2015-12-25,398
2015-12-26,398
2015-12-27,412
2015-12-28,412
2015-12-29,423
2015-12-30,412
2015-12-31,412
2016-01-01,425
2016-01-02,425
2016-01-03,438
2016-01-04,453
2016-01-05,453
2016-01-06,450
2016-01-07,450
2016-01-08,460
2016-01-09,460
2016-01-10,473
2016-01-11,473
2016-01-12,479
2016-01-13,479
2016-01-14,466
2016-01-15,466
2016-01-16,459
2016-01-17,459
2016-01-18,463
2016-01-19,463
2016-01-20,445
2016-01-21,445
2016-01-22,450
2016-01-23,450
2016-01-24,437
2016-01-25,420
2016-01-26,420
2016-01-27,400
2016-01-28,400
2016-01-29,380
2016-01-30,380
2016-01-31,361
2016-02-01,344
2016-02-02,344
2016-02-03,337
2016-02-04,337
2016-02-05,352
2016-02-06,369
2016-02-07,369
2016-02-08,387
2016-02-09,387
2016-02-10,403
2016-02-11,403
2016-02-12,419
2016-02-13,436
2016-02-14,436
2016-02-15,434
2016-02-16,434
2016-02-17,413
2016-02-18,413
2016-02-19,397
2016-02-20,379
2016-02-21,360
2016-02-22,360
2016-02-23,343
2016-02-24,343
2016-02-25,325
2016-02-26,325
2016-02-27,331
2016-02-28,331
2016-02-29,314
2016-03-01,298
2016-03-02,298
2016-03-03,283
2016-03-04,283
2016-03-05,271
2016-03-06,274
2016-03-07,274
2016-03-08,284
2016-03-09,298
2016-03-10,310
2016-03-11,310
2016-03-12,325
2016-03-13,325
2016-03-14,335
2016-03-15,337
2016-03-16,320
2016-03-17,320
2016-03-18,322
2016-03-19,322
2016-03-20,336
2016-03-21,336
2016-03-22,332
2016-03-23,346
2016-03-24,346
2016-03-25,350
2016-03-26,345
2016-03-27,345
2016-03-28,335
2016-03-29,335
2016-03-30,333
2016-03-31,339
2016-04-01,339
2016-04-02,349
2016-04-03,356
2016-04-04,373
2016-04-05,373
2016-04-06,388
2016-04-07,388
2016-04-08,406
2016-04-09,426
2016-04-10,418
2016-04-11,418
2016-04-12,398
2016-04-13,398
2016-04-14,378
2016-04-15,360
2016-04-16,359
2016-04-17,344
2016-04-18,327
2016-04-19,327
2016-04-20,310
2016-04-21,310
2016-04-22,315
2016-04-23,314
2016-04-24,319
2016-04-25,325
2016-04-26,325
2016-04-27,319
2016-04-28,317
2016-04-29,317
2016-04-30,316
2016-05-01,316
2016-05-02,324
2016-05-03,339
2016-05-04,351
2016-05-05,355
2016-05-06,355
2016-05-07,356
2016-05-08,353
2016-05-09,359
2016-05-10,371
2016-05-11,371
2016-05-12,375
2016-05-13,379
2016-05-14,377
2016-05-15,380
2016-05-16,380
2016-05-17,393
2016-05-18,393
2016-05-19,393
2016-05-22,388
2016-05-23,371
2016-05-24,382
2016-05-25,401
2016-05-26,412
2016-05-27,397
2016-05-28,397
2016-05-29,403
2016-05-30,403
2016-05-31,387
2016-06-01,367
2016-06-02,348
2016-06-03,330
2016-06-04,313
2016-06-05,298
2016-06-06,302
2016-06-07,302
2016-06-08,310
2016-06-09,320
2016-06-10,327
2016-06-11,333
2016-06-12,341
2016-06-13,341
2016-06-14,351
2016-06-15,350
2016-06-16,359
2016-06-17,345
2016-06-18,345
2016-06-19,328
2016-06-20,311
2016-06-21,295
2016-06-22,280
2016-06-23,266
2016-06-24,253
2016-06-25,253
2016-06-26,253
2016-06-27,246
2016-06-28,241
2016-06-29,241
2016-06-30,240
2016-07-01,245
2016-07-02,245
2016-07-03,256
2016-07-04,265
2016-07-05,265
2016-07-06,265
2016-07-07,255
2016-07-08,254
2016-07-09,260
2016-07-10,271
2016-07-11,284
2016-07-12,298
2016-07-13,286
2016-07-14,283
2016-07-15,276
2016-07-16,286
2016-07-17,286
2016-07-18,299
2016-07-23,355
2016-07-24,371
2016-07-25,374
2016-07-26,374
2016-07-27,387
2016-07-28,406
2016-07-29,410
2016-07-30,414
2016-07-31,414
2016-08-01,413
2016-08-02,422
2016-08-03,441
2016-08-04,441
2016-08-05,419
2016-08-06,398
2016-08-07,404
2016-08-08,404
2016-08-09,420
2016-08-10,422
2016-08-11,422
2016-08-12,434
2016-08-13,434
2016-08-14,436
2016-08-15,453
2016-08-16,447
2016-08-17,447
2016-08-18,436
2016-08-19,414
2016-08-20,393
2016-08-21,393
2016-08-22,376
2016-08-23,363
2016-08-24,363
2016-08-25,373
2016-08-26,373
2016-08-28,360
2016-08-31,355
2016-09-01,372
2016-09-02,372
2016-09-03,357
2016-09-04,342
2016-09-05,324
2016-09-06,324
2016-09-07,336
2016-09-08,336
2016-09-09,345
2016-09-10,341
2016-09-11,341
2016-09-12,357
2016-09-13,368
2016-09-14,368
2016-09-15,350
2016-09-16,350
2016-09-17,350
2016-09-18,350
2016-09-19,361
2016-09-20,361
2016-09-21,369
2016-09-22,385
2016-09-23,385
2016-09-24,402
2016-09-25,421
2016-09-26,421
2016-09-27,429
2016-09-28,429
2016-09-29,428
2016-09-30,447
2016-10-01,468
2016-10-02,468
2016-10-03,488
2016-10-04,488
2016-10-05,486
2016-10-06,486
2016-10-07,461
2016-10-08,437
2016-10-09,437
2016-10-10,415
2016-10-11,394
2016-10-12,394
2016-10-13,374
2016-10-14,355
2016-10-15,337
2016-10-16,337
2016-10-17,320
2016-10-18,320
2016-10-19,304
2016-10-20,304
2016-10-21,288
2016-10-22,288
2016-10-23,273
2016-10-24,259
2016-10-25,259
2016-10-26,251
2016-10-27,251
2016-10-28,263
2016-10-29,272
2016-10-30,272
2016-10-31,278
2016-11-01,278
2016-11-02,275
2016-11-03,275
2016-11-04,288
2016-11-05,288
2016-11-06,297
2016-11-07,297
2016-11-08,310
2016-11-09,324
2016-11-10,337
2016-11-11,337
2016-11-12,347
2016-11-13,347
2016-11-14,358
2016-11-15,368
2016-12-07,494
2016-12-08,471
2016-12-09,447
2016-12-10,447
2016-12-11,432
2016-12-12,410
2016-12-13,394
2016-12-14,374
2016-12-15,374
2016-12-16,355
2016-12-17,337
2016-12-18,337
2016-12-19,320
2016-12-20,304
2016-12-21,288
2016-12-22,288
2016-12-23,275
2016-12-24,275
2016-12-25,280
2016-12-26,283
2016-12-27,296
2016-12-28,309
2016-12-29,324
2016-12-30,340
2016-12-31,357
2017-01-01,371
2017-01-02,385
2017-01-03,369
2017-01-04,366
2017-01-05,366
2017-01-06,366
2017-01-07,354
2017-01-08,353
2017-01-09,335
2017-01-10,320
2017-01-11,331
2017-01-12,346
2017-01-13,346
2017-01-14,328
2017-01-15,313
2017-01-16,322
2017-01-17,321
2017-01-18,333
2017-01-19,333
2017-01-20,343
2017-01-21,344
2017-01-22,359
2017-01-23,376
2017-01-27,355
2017-01-28,369
2017-01-29,384
2017-01-30,384
2017-01-31,396
2017-02-01,415
2017-02-02,417
2017-02-03,415
2017-02-04,434
2017-02-05,430
2017-02-06,429
2017-02-07,422
2017-02-08,418
2017-02-09,418
2017-02-10,426
2017-02-11,426
2017-02-12,426
2017-02-13,411
2017-02-14,427
2017-02-15,427
2017-02-16,423
2017-02-18,407
2017-02-19,428
2017-02-20,440
2017-02-21,427
2017-02-22,427
2017-02-23,442
2017-02-24,442
2017-02-25,460
2017-02-26,450
2017-02-27,428
2017-02-28,446
2017-03-01,460
2017-03-02,445
2017-03-03,445
2017-03-04,443
2017-03-05,433
2017-03-06,411
2017-03-07,393
2017-03-08,393
2017-03-09,396
2017-03-10,378
2017-03-11,376
2017-03-12,388
2017-03-13,400
2017-03-14,414
2017-03-15,401
2017-03-16,414
2017-03-17,421
2017-03-18,437
2017-03-19,447
2017-03-20,449
2017-03-21,443
2017-03-22,450
2017-03-23,454
2017-03-24,431
2017-03-25,431
2017-03-26,441
2017-03-27,418
2017-03-28,418
2017-03-29,398
2017-03-30,378
2017-03-31,360
2017-04-01,374
2017-04-02,374
2017-04-03,383
2017-04-04,394
2017-04-12,447
2017-04-13,427
2017-04-14,407
2017-04-15,398
2017-04-16,381
2017-04-17,361
2017-04-18,358
2017-04-19,365
2017-04-20,379
2017-04-21,393
2017-04-22,393
2017-04-23,407
2017-04-24,390
2017-04-25,377
2017-04-26,377
2017-04-27,380
2017-04-28,366
2017-04-29,361
2017-04-30,371
2017-05-01,371
2017-05-02,368
2017-05-03,352
2017-05-04,353
2017-05-05,369
2017-05-06,387
2017-05-07,395
2017-05-08,387
2017-05-09,395
2017-05-10,395
2017-05-11,392
2017-05-12,373
2017-05-13,365
2017-05-14,365
2017-05-15,365
2017-05-16,370
2017-05-17,370
2017-05-18,379
2017-05-19,379
2017-05-20,392
2017-05-21,392
2017-05-22,409
2017-05-23,419
2017-05-24,400
2017-05-25,400
2017-05-26,408
2017-05-27,407
2017-05-28,407
2017-05-29,426
2017-05-30,426
2017-05-31,420
2017-06-01,399
2017-06-02,384
2017-06-03,384
2017-06-04,391
2017-06-05,391
2017-06-06,406
2017-06-07,387
2017-06-08,387
2017-06-09,369
2017-06-10,382
2017-06-11,386
2017-06-12,386
2017-06-13,399
2017-06-14,396
2017-06-15,396
2017-06-16,392
2017-06-17,392
2017-06-18,385
2017-06-19,385
2017-06-20,394
2017-06-21,409
2017-06-22,409
2017-06-23,407
2017-06-24,421
2017-06-25,431
2017-06-26,415
2017-06-27,405
2017-06-28,405
2017-06-29,402
2017-06-30,414
2017-07-01,414
2017-07-02,428
2017-07-03,448
2017-07-04,460
2017-07-05,460
2017-07-06,458
2017-07-07,458
2017-07-08,479
2017-07-13,502
2017-07-14,476
2017-07-15,476
2017-07-16,496
2017-07-17,514
2017-07-18,514
2017-07-19,526
2017-07-20,518
2017-07-21,506
2017-07-22,518
2017-07-23,503
2017-07-24,503
2017-07-25,519
2017-07-26,530
2017-07-27,553
2017-07-28,555
2017-07-29,555
2017-07-30,528
2017-07-31,528
2017-08-01,540
2017-08-02,554
2017-08-03,554
2017-08-04,542
2017-08-05,527
2017-08-06,527
2017-08-09,546
2017-08-10,540
2017-08-11,565
2017-08-12,592
2017-08-13,592
2017-08-14,599
2017-08-15,624
2017-08-16,625
2017-08-17,593
2017-08-18,593
2017-08-19,563
2017-08-20,534
2017-08-21,507
2017-08-22,490
2017-08-23,490
2017-08-24,479
2017-08-25,479
2017-08-26,497
2017-08-27,504
2017-08-28,483
2017-08-29,483
2017-08-30,479
2017-08-31,479
2017-09-01,468
2017-09-02,460
2017-09-03,460
2017-09-04,442
2017-09-05,423
2017-09-06,438
2017-09-07,435
2017-09-08,435
2017-09-09,447
2017-09-10,424
2017-09-11,407
2017-09-12,407
2017-09-13,414
2017-09-14,405
2017-09-15,405
2017-09-16,410
2017-09-17,403
2017-09-18,389
2017-09-19,389
2017-09-20,398
2017-09-21,398
2017-09-22,399
2017-09-23,399
2017-09-24,379
2017-09-25,360
2017-09-26,342
2017-09-27,342
2017-09-28,334
2017-09-29,338
2017-09-30,348
2017-10-01,346
2017-10-02,363
2017-10-03,363
2017-10-04,370
2017-10-05,378
2017-10-06,379
2017-10-07,390
2017-10-08,409
2017-10-09,429
2017-10-10,439
2017-10-11,439
2017-10-12,446
2017-10-13,466
2017-10-14,477
2017-10-15,477
2017-10-16,478
2017-10-17,478
2017-10-18,454
2017-10-19,454
2017-10-20,431
2017-10-21,410
2017-10-22,400
2017-10-23,390
2017-10-24,390
2017-10-25,392
2017-10-26,392
2017-10-27,403
2017-10-28,403
2017-10-29,406
2017-10-30,395
2017-10-31,399
2017-11-01,399
2017-11-02,401
2017-11-03,401
2017-11-04,393
2017-11-05,409
2017-11-06,419
2017-11-07,419
2017-11-08,413
2017-11-09,429
2017-11-10,429
2017-11-11,446
2017-11-12,427
2017-11-13,405
2017-11-14,405
2017-11-15,388
2017-11-16,385
2017-11-17,405
2017-11-18,419
2017-11-19,420
2017-11-20,403
2017-11-21,396
2017-11-22,396
2017-11-23,386
2017-11-24,382
2017-11-25,396
2017-11-26,397
2017-11-27,397
2017-11-28,389
2017-11-29,378
2017-11-30,378
2017-12-01,383
2017-12-02,383
2017-12-03,375
2017-12-04,375
2017-12-05,387
2017-12-06,387
2017-12-07,388
2017-12-08,388
2017-12-09,404
2017-12-10,407
2017-12-11,393
2017-12-12,373
2017-12-13,354
2017-12-14,354
2017-12-15,336
2017-12-16,319
2017-12-17,305
2017-12-18,297
2017-12-19,297
2017-12-20,282
2017-12-21,277
2017-12-22,272
2017-12-23,258
2017-12-24,249
2017-12-25,260
2017-12-26,263
2017-12-27,254
2017-12-28,266
2017-12-29,280
2017-12-30,290
2017-12-31,301
2018-01-01,313
2018-01-02,312
2018-01-03,307
2018-01-04,316
2018-01-05,327
2018-01-06,329
2018-01-07,342
2018-01-08,347
2018-01-09,357
2018-01-10,342
2018-01-11,324
2018-01-12,307
2018-01-13,291
2018-01-14,276
2018-01-15,262
2018-01-16,248
2018-01-17,253
2018-01-18,264
2018-01-19,264
2018-01-20,275
2018-01-21,282
2018-01-22,292
2018-01-23,306
2018-01-24,318
2018-01-25,326
2018-01-26,343
2018-01-27,360
2018-01-28,375
2018-01-29,367
2018-01-30,348
2018-01-31,330
2018-02-01,313
2018-02-02,297
2018-02-03,282
2018-02-04,270
2018-02-05,271
2018-02-06,268
2018-02-07,254
2018-02-08,241
2018-02-09,237
2018-02-10,246
2018-02-11,254
2018-02-12,266
2018-02-13,279
2018-02-14,293
2018-02-15,308
2018-02-16,305
2018-02-17,319
2018-02-18,335
2018-02-19,345
2018-02-20,362
2018-02-21,376
2018-02-22,385
2018-02-23,403
2018-02-24,404
2018-02-25,414
2018-02-26,399
2018-02-27,393
2018-02-28,376
2018-03-01,389
2018-03-02,401
2018-03-03,409
2018-03-04,427
2018-03-05,445
2018-03-06,452
2018-03-07,462
2018-03-08,441
2018-03-09,430
2018-03-10,437
2018-03-11,446
2018-03-12,446
2018-03-13,423
2018-03-14,415
2018-03-15,412
2018-03-16,432
2018-03-17,427
2018-03-18,443
2018-03-19,441
2018-03-20,435
2018-03-21,433
2018-03-23,450
2018-03-24,429
2018-03-25,422
2018-03-26,440
2018-03-27,449
2018-03-28,426
2018-03-29,408
2018-03-30,411
2018-03-31,417
2018-04-01,426
2018-04-02,441
2018-04-03,458
2018-04-04,447
2018-04-05,424
2018-04-06,413
2018-04-07,392
2018-04-08,400
2018-04-09,415
2018-04-10,433
2018-04-11,445
2018-04-12,451
2018-04-13,428
2018-04-14,415
2018-04-15,435
2018-04-16,446
2018-04-17,436
2018-04-18,419
2018-04-19,409
2018-04-20,398
2018-04-21,412
2018-04-22,413
2018-04-23,413
2018-04-24,412
2018-04-25,391
2018-04-26,389
2018-04-27,385
2018-04-28,383
2018-04-29,384
2018-04-30,364
2018-05-01,353
2018-05-02,352
2018-05-03,368
2018-05-04,382
2018-05-05,397
2018-05-06,397
2018-05-07,409
2018-05-08,425
2018-05-09,439
2018-05-10,448
2018-05-11,470
2018-05-12,472
2018-05-13,478
2018-05-14,454
2018-05-15,441
2018-05-16,423
2018-05-17,401
2018-05-18,380
2018-05-19,361
2018-05-20,342
2018-05-21,324
2018-05-22,307
2018-05-23,312
2018-05-24,327
2018-05-25,343
2018-05-26,348
2018-05-27,358
2018-05-28,364
2018-05-29,365
2018-05-30,375
2018-05-31,389
2018-06-01,399
2018-06-02,401
2018-06-03,422
2018-06-04,439
2018-06-05,443
2018-06-06,445
2018-06-07,429
2018-06-08,432
2018-06-09,424
2018-06-10,408
2018-06-11,388
2018-06-12,369
2018-06-13,350
2018-06-14,335
2018-06-15,318
2018-06-16,311
2018-06-17,323
2018-06-18,322
2018-06-19,329
2018-06-20,341
2018-06-21,358
2018-06-22,371
2018-06-23,385
2018-06-24,396
2018-06-25,414
2018-06-26,424
2018-06-27,442
2018-06-28,449
2018-06-29,445
2018-06-30,439
2018-07-01,432
2018-07-02,420
2018-07-03,424
2018-07-04,419
2018-07-05,403
2018-07-06,389
2018-07-07,382
2018-07-08,391
2018-07-09,399
2018-07-10,410
2018-07-11,400
2018-07-12,391
2018-07-13,393
2018-07-14,378
2018-07-15,359
2018-07-16,341
2018-07-17,324
2018-07-18,324
2018-07-19,325
2018-07-20,324
2018-07-21,324
2018-07-22,322
2018-07-23,322
2018-07-24,325
2018-07-25,325
2018-07-26,322
2018-07-27,325
2018-07-28,340
2018-07-29,356
2018-07-30,371
2018-07-31,388
2018-08-01,408
2018-08-02,418
2018-08-03,397
2018-08-04,377
2018-08-05,377
2018-08-06,377
2018-08-07,373
2018-08-08,361
2018-08-09,376
2018-08-10,377
2018-08-11,369
2018-08-12,352
2018-08-14,369
2018-08-16,380
2018-08-17,368
2018-08-18,372
2018-08-19,361
2018-08-20,349
2018-08-21,331
2018-08-22,318
2018-08-23,304
2018-08-24,293
2018-08-25,278
2018-08-26,264
2018-08-27,250
2018-08-28,240
2018-08-29,247
2018-08-30,257
2018-08-31,267
2018-09-01,280
2018-09-02,287
2018-09-03,290
2018-09-04,304
2018-09-05,315
2018-09-06,329
2018-09-07,335
2018-09-08,318
2018-09-09,302
2018-09-10,286
2018-09-11,271
2018-09-12,272
2018-09-13,286
2018-09-14,301
2018-09-15,294
2018-09-16,294
2018-09-17,282
2018-09-18,267
2018-09-19,264
2018-09-20,271
2018-09-21,275
2018-09-22,281
2018-09-23,293
2018-09-24,308
2018-09-25,322
2018-09-26,337
2018-09-27,335
2018-09-28,345
2018-09-29,340
2018-09-30,331
2018-10-01,320
2018-10-02,304
2018-10-03,288
2018-10-04,273
2018-10-05,259
2018-10-06,249
2018-10-07,251
2018-10-08,262
2018-10-09,272
2018-10-10,284
2018-10-11,297
2018-10-12,282
2018-10-13,272
2018-10-14,267
2018-10-15,257
2018-10-16,263
2018-10-17,273
2018-10-18,280
2018-10-19,266
2018-10-20,252
2018-10-21,259
2018-10-22,269
2018-10-23,279
2018-10-24,268
2018-10-25,256
2018-10-26,268
2018-10-27,281
2018-10-28,282
2018-10-29,267
2018-10-30,253
2018-10-31,240
2018-11-01,228
2018-11-03,206
2018-11-04,213
2018-11-05,214
2018-11-06,203
2018-11-07,199
2018-11-08,199
2018-11-09,199
2018-11-10,201
2018-11-11,200
2018-11-12,197
2018-11-13,206
2018-11-15,208
2018-11-16,217
2018-11-17,220
2018-11-18,216
2018-11-19,223
2018-11-20,222
2018-11-21,227
2018-11-22,236
2018-11-23,247
2018-11-24,259
2018-11-25,268
2018-11-26,270
2018-11-27,270
2018-11-28,270
2018-11-29,278
2018-12-01,271
2018-12-02,270
2018-12-03,272
2018-12-04,271
2018-12-05,264
2018-12-07,259
2018-12-09,272
2018-12-10,270
2018-12-11,271
2018-12-12,263
2018-12-13,263
2018-12-14,250
2018-12-15,237
2018-12-16,244
2018-12-17,253
2018-12-18,256
2018-12-19,251
2018-12-20,239
2018-12-21,231
2018-12-22,228
2018-12-23,235
2018-12-24,244
2018-12-25,248
2018-12-26,243
2018-12-27,235
2018-12-28,245
2018-12-29,252
2018-12-30,261
2018-12-31,263
2019-01-01,249
2019-01-02,241
2019-01-03,238
2019-01-04,234
2019-01-05,232
2019-01-06,225
2019-01-08,220
2019-01-10,219
2019-01-11,228
2019-01-12,240
2019-01-13,248
2019-01-14,240
2019-01-15,244
2019-01-16,256
2019-01-17,262
2019-01-18,271
2019-01-19,279
2019-01-20,290
2019-01-21,296
2019-01-22,309
2019-01-23,316
2019-01-24,320
2019-01-25,307
2019-01-26,291
2019-01-27,276
2019-01-28,265
2019-01-29,264
2019-01-30,264
2019-01-31,268
2019-02-01,268
2019-02-02,263
2019-02-03,256
2019-02-04,258
2019-02-05,264
2019-02-06,263
2019-02-07,250
2019-02-08,242
2019-02-09,236
2019-02-10,224
2019-02-11,229
2019-02-12,237
2019-02-13,240
2019-02-14,243
2019-02-15,253
2019-02-16,259
2019-02-17,259
2019-02-18,257
2019-02-19,258
2019-02-20,258
2019-02-21,255
2019-02-22,256
2019-02-23,254
2019-02-24,252
2019-02-25,246
2019-02-26,244
2019-02-27,235
2019-02-28,225
2019-03-01,213
2019-03-02,213
2019-03-03,202
2019-03-04,192
2019-03-05,192
2019-03-06,195
2019-03-07,202
2019-03-08,209
2019-03-09,201
2019-03-10,190
2019-03-11,196
2019-03-12,205
2019-03-13,214
2019-03-14,220
2019-03-15,229
2019-03-16,239
2019-03-17,244
2019-03-18,243
2019-03-19,230
2019-03-20,231
2019-03-21,243
2019-03-22,243
2019-03-23,230
2019-03-24,218
2019-03-25,207
2019-03-26,210
2019-03-27,218
2019-03-28,220
2019-03-29,227
2019-03-30,226
2019-03-31,232
2019-04-01,238
2019-04-02,247
2019-04-03,246
2019-04-04,252
2019-04-05,256
2019-04-06,258
2019-04-07,246
2019-04-08,255
2019-04-09,263
2019-04-10,271
2019-04-11,277
2019-04-12,274
2019-04-13,277
2019-04-14,279
2019-04-15,284
2019-04-16,277
2019-04-17,263
2019-04-18,259
2019-04-19,255
2019-04-20,251
2019-04-21,257
2019-04-22,262
2019-04-23,263
2019-04-24,261
2019-04-25,248
2019-04-26,235
2019-04-27,223
2019-04-28,211
2019-04-29,200
2019-04-30,190
2019-05-01,180
2019-05-02,171
2019-05-03,162
2019-05-04,153
2019-05-05,145
2019-05-06,137
2019-05-07,130
2019-05-08,123
2019-05-09,116
2019-05-10,110
2019-05-11,104
2019-05-12,98
2019-05-13,93
2019-05-14,88
2019-05-15,83
2019-05-16,78
2019-05-17,74
2019-05-18,70
2019-05-19,68
2019-05-20,65
2019-05-21,64
2019-05-22,65
2019-05-23,64
2019-05-24,65
2019-05-25,61
2019-05-26,62
2019-05-27,63
2019-05-28,64
2019-05-29,63
2019-05-30,61
2019-05-31,65
2019-06-01,68
2019-06-02,71
2019-06-03,75
2019-06-04,71
2019-06-05,74
2019-06-06,77
2019-06-07,80
2019-06-08,82
2019-06-09,86
2019-06-10,89
2019-06-11,89
2019-06-12,91
2019-06-13,93
2019-06-14,98
2019-06-15,103
2019-06-16,102
2019-06-17,105
2019-06-18,110
2019-06-19,113
2019-06-20,116
2019-06-21,114
2019-06-22,113
2019-06-23,118
2019-06-24,122
2019-06-25,115
2019-06-26,109
2019-06-27,103
2019-06-28,97
2019-06-29,92
2019-06-30,95
2019-07-01,100
2019-07-02,104
2019-07-03,101
2019-07-04,99
2019-07-05,102
2019-07-06,107
2019-07-07,109
2019-07-08,111
2019-07-09,112
2019-07-10,106
2019-07-11,106
2019-07-12,108
2019-07-13,105
2019-07-14,101
2019-07-15,95
2019-07-16,94
2019-07-17,90
2019-07-18,85
2019-07-19,80
2019-07-20,80
2019-07-21,80
2019-07-22,80
2019-07-23,80
2019-07-24,80
2019-07-25,80
2019-07-26,80
2019-07-27,80
2019-07-28,80
2019-07-29,78
2019-07-30,80
2019-07-31,79
2019-08-01,79
2019-08-02,79
2019-08-03,79
2019-08-04,83
2019-08-05,87
2019-08-06,90
2019-08-07,94
2019-08-08,96
2019-08-09,101
2019-08-10,103
2019-08-11,104
2019-08-12,109
2019-08-13,113
2019-08-14,117
2019-08-15,120
2019-08-16,119
2019-08-17,116
2019-08-18,121
2019-08-19,125
2019-08-20,127
2019-08-21,122
2019-08-22,115
2019-08-23,115
2019-08-24,118
2019-08-24,118
2019-08-25,124
