date_obj,Ankou%20gloves price
2020-02-11,3781478
2020-02-12,3781478
2020-02-13,3781478
2020-02-14,3636618
2020-02-15,3636618
2020-02-16,3636618
2020-02-17,3526896
2020-02-18,3526896
2020-02-19,3526896
2020-02-20,3448254
2020-02-21,3448254
2020-02-22,3448254
2020-02-23,3448254
2020-02-24,3395817
2020-02-25,3395817
2020-02-26,3395817
2020-02-27,3553153
2020-02-28,3553153
2020-02-29,3553153
2020-03-01,3660611
2020-03-02,3660611
2020-03-03,3660611
2020-03-04,3822524
2020-03-05,3822524
2020-03-06,3822524
2020-03-07,3910093
2020-03-08,3910093
2020-03-09,3910093
2020-03-10,3904810
2020-03-11,3904810
2020-03-12,3904810
2020-03-13,3891255
2020-03-14,3891255
2020-03-15,3891255
2020-03-16,3878615
2020-03-17,3878615
2020-03-18,3878615
2020-03-19,3833471
2020-03-20,3833471
2020-03-21,3758569
2020-03-22,3758569
2020-03-23,3758569
2020-03-24,3720591
2020-03-25,3720591
2020-03-26,3647501
2020-03-27,3647501
2020-03-28,3647501
2020-03-29,3543198
2020-03-30,3543198
2020-03-31,3543198
2020-04-01,3382570
2020-04-02,3382570
2020-04-03,3382570
2020-04-04,3282701
2020-04-05,3282701
2020-04-06,3239440
2020-04-07,3239440
2020-04-08,3123496
2020-04-09,3123496
2020-04-10,3123496
2020-04-11,3214116
2020-04-12,3214116
2020-04-13,3214116
2020-04-14,3235161
2020-04-15,3235161
2020-04-16,3367135
2020-04-17,3367135
2020-04-18,3523798
2020-04-19,3523798
2020-04-20,3620646
2020-04-21,3620646
2020-04-22,3760575
2020-04-23,3760575
2020-04-24,3760575
2020-04-25,3776826
2020-04-26,3776826
2020-04-27,3949581
2020-04-28,3949581
2020-04-29,4083240
2020-04-30,4083240
2020-05-01,4083240
2020-05-02,4164290
2020-05-03,4164290
2020-05-04,4164290
2020-05-05,4211245
2020-05-06,4211245
2020-05-07,4209403
2020-05-08,4209403
2020-05-09,4209403
2020-05-10,4061002
2020-05-11,4061002
2020-05-12,4061002
2020-05-13,3935969
