date_obj,Armadyl%20platebody price
2015-08-08,40180
2015-08-09,40419
2015-08-10,40390
2015-08-11,40390
2015-08-12,41702
2015-08-13,41702
2015-08-14,42357
2015-08-15,42357
2015-08-16,42360
2015-08-17,42546
2015-08-18,42546
2015-08-19,41649
2015-08-20,41649
2015-08-21,41654
2015-08-22,42248
2015-08-23,42248
2015-08-24,42520
2015-08-25,42520
2015-08-26,43231
2015-08-27,43161
2015-08-28,43161
2015-08-29,42516
2015-08-30,42516
2015-08-31,41566
2015-09-01,41566
2015-09-02,41517
2015-09-03,41517
2015-09-04,41922
2015-09-05,41922
2015-09-06,41775
2015-09-07,41775
2015-09-08,42270
2015-09-09,42270
2015-09-10,43216
2015-09-11,43216
2015-09-12,42599
2015-09-13,41817
2015-09-14,41817
2015-09-15,42794
2015-09-16,42794
2015-09-17,44104
2015-09-18,44104
2015-09-19,43470
2015-09-20,43470
2015-09-21,43042
2015-09-22,43198
2015-09-23,41871
2015-09-24,41871
2015-09-25,41644
2015-09-27,42079
2015-09-28,41728
2015-09-29,41728
2015-09-30,42031
2015-10-05,41859
2015-10-06,41725
2015-10-07,41725
2015-10-08,42631
2015-10-09,42631
2015-10-10,42871
2015-10-11,43205
2015-10-12,43205
2015-10-13,42013
2015-10-14,42013
2015-10-15,41406
2015-10-16,41406
2015-10-17,40258
2015-10-18,40258
2015-10-19,39450
2015-10-20,39385
2015-10-22,40082
2015-10-23,40405
2015-10-24,40405
2015-10-25,41337
2015-10-26,41337
2015-10-27,41738
2015-10-28,41738
2015-10-29,41633
2015-10-30,41633
2015-10-31,41246
2015-11-01,41246
2015-11-02,39842
2015-11-03,39842
2015-11-04,40321
2015-11-05,40321
2015-11-06,40418
2015-11-07,39438
2015-11-08,39438
2015-11-09,40360
2015-11-10,40360
2015-11-11,41912
2015-11-12,41912
2015-11-13,41871
2015-11-14,41871
2015-11-15,40774
2015-11-16,40774
2015-11-17,40409
2015-11-18,40409
2015-11-19,39751
2015-11-20,40462
2015-11-21,40462
2015-11-22,40303
2015-11-23,40303
2015-11-24,41340
2015-11-25,42009
2015-11-26,42009
2015-11-27,42292
2015-11-28,42292
2015-11-29,42888
2015-11-30,42888
2015-12-01,42928
2015-12-02,42928
2015-12-03,42971
2015-12-04,42971
2015-12-05,43148
2015-12-06,43249
2015-12-07,43249
2015-12-08,42740
2015-12-09,42025
2015-12-10,42025
2015-12-11,42085
2015-12-12,42085
2015-12-13,41252
2015-12-14,41252
2015-12-15,42114
2015-12-16,42114
2015-12-17,41736
2015-12-18,41710
2015-12-19,41710
2015-12-20,42928
2015-12-21,42928
2015-12-22,42844
2015-12-23,42844
2015-12-24,42861
2015-12-25,42861
2015-12-26,42811
2015-12-27,42325
2015-12-28,42325
2015-12-29,43042
2015-12-30,42686
2015-12-31,42686
2016-01-01,41868
2016-01-02,41868
2016-01-03,41851
2016-01-04,42159
2016-01-05,42684
2016-01-06,42684
2016-01-07,41624
2016-01-08,43120
2016-01-09,43120
2016-01-10,43353
2016-01-11,43353
2016-01-12,42650
2016-01-13,42650
2016-01-14,41178
2016-01-15,41178
2016-01-16,40893
2016-01-17,40893
2016-01-18,40714
2016-01-19,40714
2016-01-20,41229
2016-01-21,41229
2016-01-22,41500
2016-01-23,41500
2016-01-24,42194
2016-01-25,40793
2016-01-26,40793
2016-01-27,40998
2016-01-28,40998
2016-01-29,39888
2016-01-30,39888
2016-01-31,39208
2016-02-01,39314
2016-02-02,39314
2016-02-03,40047
2016-02-04,40047
2016-02-05,38816
2016-02-06,37976
2016-02-07,37976
2016-02-08,38644
2016-02-09,38644
2016-02-10,38814
2016-02-11,38814
2016-02-12,39356
2016-02-13,39272
2016-02-14,39272
2016-02-15,39376
2016-02-16,39376
2016-02-17,39345
2016-02-18,39345
2016-02-19,39305
2016-02-20,40227
2016-02-21,41586
2016-02-22,41586
2016-02-23,41863
2016-02-24,41863
2016-02-25,41938
2016-02-26,41938
2016-02-27,42043
2016-02-28,42043
2016-02-29,40242
2016-03-01,40395
2016-03-02,40395
2016-03-03,41327
2016-03-04,41865
2016-03-05,41824
2016-03-06,41576
2016-03-07,41576
2016-03-08,42515
2016-03-09,42896
2016-03-10,42132
2016-03-11,42132
2016-03-12,41110
2016-03-13,41110
2016-03-14,41373
2016-03-15,41569
2016-03-16,41075
2016-03-17,41075
2016-03-18,42088
2016-03-19,42088
2016-03-20,42137
2016-03-21,42137
2016-03-22,41428
2016-03-23,42112
2016-03-24,42112
2016-03-25,42918
2016-03-26,43165
2016-03-27,43165
2016-03-28,42148
2016-03-29,42148
2016-03-30,41856
2016-03-31,42589
2016-04-01,44616
2016-04-02,46486
2016-04-03,48811
2016-04-04,51111
2016-04-05,51111
2016-04-06,53667
2016-04-07,56351
2016-04-08,59169
2016-04-09,60177
2016-04-10,62573
2016-04-11,62573
2016-04-12,62070
2016-04-13,59960
2016-04-14,60135
2016-04-15,62281
2016-04-16,62281
2016-04-17,63401
2016-04-18,62445
2016-04-19,62445
2016-04-20,59622
2016-04-21,59622
2016-04-22,57320
2016-04-23,54492
2016-04-24,53026
2016-04-25,51199
2016-04-26,50296
2016-04-27,48396
2016-04-28,47379
2016-04-29,45430
2016-04-30,44041
2016-05-01,43244
2016-05-02,42601
2016-05-03,42522
2016-05-04,42191
2016-05-05,41057
2016-05-06,41057
2016-05-07,39750
2016-05-08,39494
2016-05-09,39753
2016-05-10,39931
2016-05-11,39665
2016-05-12,39949
2016-05-13,40263
2016-05-14,40517
2016-05-15,41436
2016-05-16,41436
2016-05-17,41778
2016-05-18,42047
2016-05-19,42047
2016-05-22,44384
2016-05-23,44261
2016-05-24,42952
2016-05-25,41996
2016-05-26,42602
2016-05-27,43052
2016-05-28,43052
2016-05-29,42879
2016-05-30,42879
2016-05-31,43450
2016-06-01,43280
2016-06-02,41586
2016-06-03,41586
2016-06-04,40379
2016-06-05,39663
2016-06-06,39430
2016-06-07,39430
2016-06-08,40219
2016-06-09,40551
2016-06-10,40959
2016-06-11,41578
2016-06-12,41332
2016-06-13,41332
2016-06-14,40748
2016-06-15,42319
2016-06-16,42985
2016-06-17,43804
2016-06-18,43804
2016-06-19,44613
2016-06-20,45434
2016-06-21,45978
2016-06-22,44886
2016-06-23,43952
2016-06-24,43127
2016-06-25,42362
2016-06-26,42689
2016-06-27,41910
2016-06-28,41603
2016-06-29,42114
2016-06-30,43089
2016-07-01,43865
2016-07-02,43658
2016-07-03,44030
2016-07-04,43252
2016-07-05,43386
2016-07-06,43773
2016-07-07,44005
2016-07-08,42536
2016-07-09,41872
2016-07-10,41783
2016-07-11,41184
2016-07-12,41402
2016-07-13,41099
2016-07-14,40929
2016-07-15,40583
2016-07-16,40321
2016-07-17,40321
2016-07-18,40805
2016-07-23,41199
2016-07-24,41349
2016-07-25,41064
2016-07-26,41064
2016-07-27,41389
2016-07-28,41389
2016-07-29,40891
2016-07-30,39979
2016-07-31,39979
2016-08-01,40106
2016-08-02,39998
2016-08-03,40624
2016-08-04,40624
2016-08-05,41150
2016-08-06,41191
2016-08-07,40669
2016-08-08,40669
2016-08-09,40205
2016-08-10,40409
2016-08-11,40409
2016-08-12,40761
2016-08-13,40761
2016-08-14,41932
2016-08-15,42632
2016-08-16,42792
2016-08-17,42792
2016-08-18,43001
2016-08-19,42651
2016-08-20,42225
2016-08-21,41119
2016-08-22,41524
2016-08-23,42004
2016-08-24,42005
2016-08-25,42101
2016-08-26,42101
2016-08-28,42103
2016-08-31,43341
2016-09-01,43267
2016-09-02,43267
2016-09-03,43496
2016-09-04,42211
2016-09-05,41781
2016-09-06,41422
2016-09-07,41422
2016-09-08,41479
2016-09-09,41479
2016-09-10,41761
2016-09-11,41761
2016-09-12,41862
2016-09-13,42010
2016-09-14,42010
2016-09-15,42167
2016-09-16,42167
2016-09-17,41175
2016-09-18,40422
2016-09-19,40110
2016-09-20,40110
2016-09-21,41104
2016-09-22,41691
2016-09-23,41234
2016-09-24,41234
2016-09-25,41015
2016-09-26,41015
2016-09-27,40673
2016-09-28,40673
2016-09-29,40801
2016-09-30,40662
2016-10-01,39705
2016-10-02,39705
2016-10-03,39714
2016-10-04,39698
2016-10-05,40341
2016-10-06,40694
2016-10-07,40694
2016-10-08,40311
2016-10-09,40311
2016-10-10,40318
2016-10-11,40597
2016-10-12,40597
2016-10-13,40742
2016-10-14,40772
2016-10-15,41211
2016-10-16,41272
2016-10-17,41507
2016-10-18,41507
2016-10-19,41673
2016-10-20,41421
2016-10-21,41422
2016-10-22,41422
2016-10-23,41295
2016-10-24,41134
2016-10-25,41134
2016-10-26,41516
2016-10-27,41516
2016-10-28,41854
2016-10-29,40703
2016-10-30,39874
2016-10-31,39824
2016-11-01,39824
2016-11-02,39355
2016-11-03,39355
2016-11-04,38994
2016-11-05,38994
2016-11-06,39254
2016-11-07,39480
2016-11-08,39480
2016-11-09,39334
2016-11-10,39660
2016-11-11,39740
2016-11-12,39755
2016-11-13,39755
2016-11-14,39903
2016-11-15,40275
2016-12-07,41094
2016-12-08,41118
2016-12-09,41290
2016-12-10,41290
2016-12-11,41114
2016-12-12,40866
2016-12-13,41149
2016-12-14,40054
2016-12-15,40547
2016-12-16,40510
2016-12-17,40108
2016-12-18,40108
2016-12-19,40335
2016-12-20,40617
2016-12-21,40437
2016-12-22,40437
2016-12-23,40095
2016-12-24,40281
2016-12-25,40599
2016-12-26,40754
2016-12-27,41038
2016-12-28,40924
2016-12-29,41296
2016-12-30,40767
2016-12-31,41027
2017-01-01,40952
2017-01-02,41321
2017-01-03,41832
2017-01-04,41756
2017-01-05,42041
2017-01-06,41002
2017-01-07,40313
2017-01-08,40770
2017-01-09,41003
2017-01-10,41215
2017-01-11,40431
2017-01-12,40696
2017-01-13,40696
2017-01-14,40671
2017-01-15,39933
2017-01-16,39706
2017-01-17,40013
2017-01-18,40073
2017-01-19,40073
2017-01-20,40037
2017-01-21,40626
2017-01-22,40087
2017-01-23,39681
2017-01-27,39717
2017-01-28,39803
2017-01-29,40069
2017-01-30,40519
2017-01-31,40149
2017-02-01,40065
2017-02-02,39353
2017-02-03,39176
2017-02-04,39613
2017-02-05,40283
2017-02-06,40340
2017-02-07,40633
2017-02-08,40643
2017-02-09,40643
2017-02-10,40296
2017-02-11,39856
2017-02-12,39856
2017-02-13,39872
2017-02-14,40048
2017-02-15,41005
2017-02-16,41098
2017-02-18,41155
2017-02-19,40794
2017-02-20,41052
2017-02-21,40480
2017-02-22,40193
2017-02-23,40514
2017-02-24,40927
2017-02-25,40629
2017-02-26,40549
2017-02-27,40400
2017-02-28,40286
2017-03-01,39738
2017-03-02,40622
2017-03-03,40518
2017-03-04,40834
2017-03-05,40556
2017-03-06,40568
2017-03-07,40427
2017-03-08,40427
2017-03-09,40907
2017-03-10,41032
2017-03-11,40887
2017-03-12,41369
2017-03-13,41120
2017-03-14,41204
2017-03-15,41106
2017-03-16,41018
2017-03-17,41049
2017-03-18,40567
2017-03-19,40460
2017-03-20,41472
2017-03-21,40522
2017-03-22,39232
2017-03-23,38944
2017-03-24,39551
2017-03-25,39551
2017-03-26,39215
2017-03-27,39179
2017-03-28,39813
2017-03-29,40328
2017-03-30,40034
2017-03-31,39896
2017-04-01,40624
2017-04-02,40624
2017-04-03,40173
2017-04-04,40022
2017-04-05,40000
2017-04-12,39512
2017-04-13,40111
2017-04-14,40617
2017-04-15,40391
2017-04-16,40340
2017-04-17,40713
2017-04-18,41101
2017-04-19,41032
2017-04-20,41032
2017-04-21,41392
2017-04-22,41195
2017-04-23,40447
2017-04-24,41308
2017-04-25,40705
2017-04-26,40705
2017-04-27,39932
2017-04-28,38948
2017-04-29,39377
2017-04-30,39556
2017-05-01,40277
2017-05-02,40449
2017-05-03,40360
2017-05-04,40416
2017-05-05,40561
2017-05-06,40690
2017-05-07,40512
2017-05-08,40905
2017-05-09,40885
2017-05-10,40885
2017-05-11,40862
2017-05-12,39988
2017-05-13,39114
2017-05-14,38999
2017-05-15,39151
2017-05-16,40070
2017-05-17,39767
2017-05-18,39189
2017-05-19,39189
2017-05-20,39766
2017-05-21,39766
2017-05-22,40101
2017-05-23,40702
2017-05-24,40505
2017-05-25,39940
2017-05-26,39869
2017-05-27,38884
2017-05-28,38575
2017-05-29,38440
2017-05-30,38490
2017-05-31,38021
2017-06-01,38747
2017-06-02,39238
2017-06-03,39238
2017-06-04,39195
2017-06-05,39883
2017-06-06,40108
2017-06-07,40187
2017-06-08,40187
2017-06-09,40583
2017-06-10,40462
2017-06-11,40528
2017-06-12,40528
2017-06-13,41029
2017-06-14,40773
2017-06-15,40921
2017-06-16,41092
2017-06-17,41516
2017-06-18,41828
2017-06-19,41828
2017-06-20,41420
2017-06-21,41126
2017-06-22,41126
2017-06-23,41431
2017-06-24,41203
2017-06-25,41203
2017-06-26,41387
2017-06-27,41809
2017-06-28,40716
2017-06-29,39084
2017-06-30,38454
2017-07-01,38454
2017-07-02,39048
2017-07-03,39018
2017-07-04,38798
2017-07-05,38798
2017-07-06,38873
2017-07-07,38873
2017-07-08,38760
2017-07-09,38603
2017-07-13,38295
2017-07-14,38533
2017-07-15,38533
2017-07-16,38873
2017-07-17,38516
2017-07-18,38318
2017-07-19,38409
2017-07-20,38949
2017-07-21,39473
2017-07-22,38976
2017-07-23,39250
2017-07-24,39250
2017-07-25,39506
2017-07-26,39147
2017-07-27,39238
2017-07-28,38265
2017-07-29,38265
2017-07-30,38773
2017-07-31,38773
2017-08-01,39119
2017-08-02,39777
2017-08-03,39777
2017-08-04,40377
2017-08-05,40028
2017-08-06,40028
2017-08-07,39641
2017-08-08,40290
2017-08-09,39363
2017-08-10,39133
2017-08-11,39673
2017-08-12,39338
2017-08-13,38540
2017-08-14,38364
2017-08-15,38871
2017-08-16,39240
2017-08-17,38976
2017-08-18,38976
2017-08-19,38580
2017-08-20,38665
2017-08-21,38698
2017-08-22,38630
2017-08-23,38877
2017-08-24,38877
2017-08-25,38809
2017-08-26,38659
2017-08-27,39379
2017-08-28,39759
2017-08-29,39759
2017-08-30,39691
2017-08-31,39691
2017-09-01,39480
2017-09-02,39473
2017-09-03,39473
2017-09-04,39657
2017-09-05,39419
2017-09-06,39247
2017-09-07,38785
2017-09-08,38785
2017-09-09,38719
2017-09-10,38834
2017-09-11,38558
2017-09-12,39064
2017-09-13,39671
2017-09-14,39272
2017-09-15,39272
2017-09-16,38827
2017-09-17,38931
2017-09-18,38992
2017-09-19,38916
2017-09-20,39135
2017-09-22,38857
2017-09-23,38857
2017-09-24,38744
2017-09-25,39044
2017-09-26,39430
2017-09-27,39430
2017-09-28,39031
2017-09-29,39301
2017-09-30,39602
2017-10-01,39314
2017-10-02,39633
2017-10-03,39633
2017-10-04,39407
2017-10-05,39028
2017-10-06,39353
2017-10-07,38482
2017-10-08,38381
2017-10-09,38383
2017-10-10,38592
2017-10-11,38592
2017-10-12,38527
2017-10-13,38569
2017-10-14,38307
2017-10-15,38307
2017-10-16,38758
2017-10-17,38758
2017-10-18,38944
2017-10-19,38618
2017-10-20,38642
2017-10-21,39106
2017-10-22,39693
2017-10-23,39582
2017-10-24,39131
2017-10-25,39039
2017-10-26,38256
2017-10-27,38467
2017-10-28,38467
2017-10-29,38626
2017-10-30,38621
2017-10-31,38866
2017-11-01,38866
2017-11-02,39052
2017-11-03,39602
2017-11-04,39190
2017-11-05,38843
2017-11-06,38872
2017-11-07,38926
2017-11-08,38786
2017-11-09,38657
2017-11-10,38150
2017-11-11,38024
2017-11-12,38555
2017-11-13,38839
2017-11-14,38839
2017-11-15,39220
2017-11-16,39138
2017-11-17,39003
2017-11-18,39003
2017-11-19,38841
2017-11-20,39079
2017-11-21,39372
2017-11-22,39067
2017-11-23,38792
2017-11-24,38629
2017-11-25,38439
2017-11-26,38316
2017-11-27,38316
2017-11-28,38534
2017-11-29,39053
2017-11-30,39053
2017-12-01,39285
2017-12-02,39285
2017-12-03,39236
2017-12-04,39236
2017-12-05,39495
2017-12-06,38939
2017-12-07,38735
2017-12-08,38735
2017-12-09,38868
2017-12-10,39681
2017-12-11,39437
2017-12-12,39378
2017-12-13,39595
2017-12-14,38953
2017-12-15,39471
2017-12-16,39471
2017-12-17,39284
2017-12-18,39800
2017-12-19,39800
2017-12-20,39504
2017-12-21,39611
2017-12-22,40667
2017-12-23,40357
2017-12-24,41045
2017-12-25,40195
2017-12-26,40357
2017-12-27,39555
2017-12-28,38866
2017-12-29,38687
2017-12-30,38805
2017-12-31,38805
2018-01-01,39305
2018-01-02,38803
2018-01-03,38499
2018-01-04,38111
2018-01-05,38405
2018-01-06,38782
2018-01-07,39061
2018-01-08,39279
2018-01-09,39338
2018-01-10,39338
2018-01-11,39349
2018-01-12,39498
2018-01-13,39518
2018-01-14,39118
2018-01-15,39417
2018-01-16,39697
2018-01-17,39694
2018-01-18,39266
2018-01-19,39266
2018-01-20,38914
2018-01-21,39086
2018-01-22,39133
2018-01-23,39119
2018-01-24,39258
2018-01-25,39258
2018-01-26,39550
2018-01-27,39510
2018-01-28,39324
2018-01-29,39305
2018-01-30,38716
2018-01-31,39018
2018-02-01,39018
2018-02-02,38839
2018-02-03,38946
2018-02-04,39110
2018-02-05,39110
2018-02-06,38632
2018-02-07,38863
2018-02-08,38863
2018-02-09,38861
2018-02-10,38861
2018-02-11,38570
2018-02-12,38672
2018-02-13,38364
2018-02-14,38671
2018-02-15,38652
2018-02-16,38933
2018-02-17,38641
2018-02-18,38524
2018-02-19,38712
2018-02-20,38712
2018-02-21,39000
2018-02-22,39000
2018-02-23,39270
2018-02-24,39153
2018-02-25,39237
2018-02-26,39578
2018-02-27,39263
2018-02-28,39097
2018-03-01,38338
2018-03-02,38837
2018-03-03,38831
2018-03-04,38831
2018-03-05,38929
2018-03-06,39000
2018-03-07,39259
2018-03-08,39234
2018-03-09,39439
2018-03-10,39796
2018-03-11,39396
2018-03-12,38963
2018-03-13,38958
2018-03-14,39318
2018-03-15,39567
2018-03-16,39480
2018-03-17,39293
2018-03-18,39103
2018-03-20,38839
2018-03-22,39035
2018-03-23,39395
2018-03-24,39198
2018-03-25,38844
2018-03-26,38844
2018-03-27,38754
2018-03-28,38798
2018-03-29,38641
2018-03-30,38701
2018-03-31,38850
2018-04-01,38661
2018-04-02,38729
2018-04-03,38557
2018-04-04,38416
2018-04-05,38416
2018-04-06,38642
2018-04-07,38642
2018-04-08,37686
2018-04-09,38767
2018-04-10,39583
2018-04-11,39489
2018-04-12,39030
2018-04-13,39101
2018-04-14,38799
2018-04-15,39028
2018-04-16,39028
2018-04-17,39134
2018-04-18,39131
2018-04-19,39273
2018-04-20,39139
2018-04-21,39359
2018-04-22,39359
2018-04-23,39247
2018-04-24,39247
2018-04-25,39808
2018-04-26,39808
2018-04-27,39469
2018-04-28,39687
2018-04-29,39575
2018-04-30,39996
2018-05-01,39437
2018-05-02,39437
2018-05-03,39608
2018-05-04,40129
2018-05-05,40191
2018-05-06,40191
2018-05-07,40580
2018-05-08,40580
2018-05-09,40884
2018-05-10,41105
2018-05-11,41105
2018-05-12,41723
2018-05-13,41723
2018-05-14,43279
2018-05-15,43055
2018-05-16,42732
2018-05-17,41660
2018-05-18,41380
2018-05-19,40650
2018-05-20,39747
2018-05-21,40296
2018-05-22,40296
2018-05-23,39823
2018-05-24,39955
2018-05-25,39789
2018-05-26,40796
2018-05-27,40796
2018-05-28,40793
2018-05-29,40937
2018-05-30,41143
2018-05-31,41513
2018-06-01,42928
2018-06-02,44221
2018-06-03,44221
2018-06-04,44114
2018-06-05,43709
2018-06-06,43850
2018-06-07,43850
2018-06-08,42374
2018-06-09,42766
2018-06-10,41955
2018-06-11,40745
2018-06-12,40481
2018-06-13,39750
2018-06-14,39779
2018-06-15,39700
2018-06-16,40085
2018-06-17,40232
2018-06-18,39775
2018-06-19,39777
2018-06-20,39777
2018-06-21,39812
2018-06-22,40030
2018-06-23,40030
2018-06-24,39908
2018-06-25,39570
2018-06-26,38860
2018-06-27,38717
2018-06-28,38838
2018-06-29,39271
2018-06-30,39327
2018-07-01,39256
2018-07-02,39256
2018-07-03,39317
2018-07-04,39317
2018-07-05,39005
2018-07-06,39115
2018-07-07,39115
2018-07-08,39346
2018-07-09,39079
2018-07-10,38743
2018-07-11,38881
2018-07-12,38542
2018-07-13,38724
2018-07-14,38978
2018-07-15,38546
2018-07-16,38491
2018-07-17,38831
2018-07-18,38765
2018-07-19,38670
2018-07-20,38787
2018-07-21,39205
2018-07-22,39209
2018-07-23,39539
2018-07-24,39509
2018-07-25,40006
2018-07-26,40011
2018-07-27,39708
2018-07-28,39530
2018-07-29,39739
2018-07-30,39039
2018-07-31,38783
2018-08-01,38783
2018-08-02,38946
2018-08-03,39172
2018-08-04,39837
2018-08-05,40015
2018-08-06,40626
2018-08-07,40710
2018-08-08,41490
2018-08-09,41490
2018-08-10,42329
2018-08-11,42290
2018-08-12,41862
2018-08-14,41654
2018-08-16,42184
2018-08-17,42217
2018-08-18,42217
2018-08-19,41184
2018-08-20,40660
2018-08-21,40436
2018-08-22,40644
2018-08-23,40269
2018-08-24,40521
2018-08-25,40643
2018-08-26,40389
2018-08-27,40757
2018-08-28,40548
2018-08-29,40548
2018-08-30,40474
2018-08-31,40503
2018-09-01,40450
2018-09-02,40450
2018-09-03,40784
2018-09-04,40613
2018-09-05,39930
2018-09-06,39930
2018-09-07,39669
2018-09-08,40292
2018-09-09,40588
2018-09-10,40875
2018-09-11,40875
2018-09-12,40811
2018-09-13,40811
2018-09-14,40680
2018-09-15,40947
2018-09-16,40947
2018-09-17,41161
2018-09-18,41184
2018-09-19,41066
2018-09-20,40675
2018-09-21,40113
2018-09-22,40762
2018-09-23,39582
2018-09-24,39861
2018-09-25,39853
2018-09-26,39587
2018-09-27,39373
2018-09-28,39586
2018-09-29,39464
2018-09-30,39540
2018-10-01,39609
2018-10-02,39547
2018-10-03,39526
2018-10-04,39526
2018-10-05,39875
2018-10-06,39737
2018-10-07,39583
2018-10-08,39273
2018-10-09,39572
2018-10-10,39707
2018-10-11,39348
2018-10-12,39348
2018-10-13,39889
2018-10-14,39828
2018-10-15,39513
2018-10-16,40035
2018-10-17,40011
2018-10-18,40359
2018-10-19,40210
2018-10-20,40210
2018-10-21,39870
2018-10-22,39579
2018-10-23,39579
2018-10-24,39801
2018-10-25,39888
2018-10-26,40237
2018-10-27,39902
2018-10-28,39848
2018-10-29,39935
2018-10-30,39869
2018-10-31,40001
2018-11-01,40274
2018-11-03,40527
2018-11-04,40493
2018-11-05,41125
2018-11-06,41894
2018-11-07,43716
2018-11-08,45716
2018-11-09,48002
2018-11-10,50383
2018-11-11,51437
2018-11-12,53829
2018-11-13,56521
2018-11-14,59348
2018-11-15,62316
2018-11-16,65432
2018-11-18,72140
2018-11-19,75747
2018-11-20,79535
2018-11-21,83512
2018-11-22,87688
2018-11-23,92073
2018-11-24,96677
2018-11-25,101354
2018-11-26,106367
2018-11-27,110616
2018-11-28,115817
2018-11-29,111144
2018-12-01,101568
2018-12-02,97413
2018-12-03,93695
2018-12-04,91217
2018-12-05,90885
2018-12-07,84833
2018-12-09,82069
2018-12-10,79207
2018-12-11,77170
2018-12-12,74468
2018-12-13,71289
2018-12-14,69153
2018-12-15,67684
2018-12-16,65614
2018-12-17,63934
2018-12-18,62301
2018-12-19,60642
2018-12-20,60763
2018-12-21,59624
2018-12-22,57896
2018-12-23,56318
2018-12-24,57344
2018-12-25,54482
2018-12-26,51775
2018-12-27,49186
2018-12-28,47108
2018-12-29,45404
2018-12-30,44330
2018-12-31,43290
2019-01-01,42899
2019-01-02,42408
2019-01-03,41349
2019-01-04,40826
2019-01-05,40328
2019-01-06,40513
2019-01-08,40037
2019-01-10,40615
2019-01-11,40458
2019-01-12,40001
2019-01-13,39711
2019-01-14,39665
2019-01-15,39456
2019-01-16,39161
2019-01-17,39610
2019-01-18,39720
2019-01-19,39899
2019-01-20,39954
2019-01-21,40352
2019-01-22,40773
2019-01-23,40711
2019-01-24,40644
2019-01-25,40701
2019-01-26,40164
2019-01-27,40071
2019-01-28,39945
2019-01-29,40097
2019-01-30,40977
2019-01-31,41574
2019-02-01,41305
2019-02-02,40688
2019-02-03,40215
2019-02-04,40155
2019-02-05,40019
2019-02-06,40217
2019-02-07,40031
2019-02-08,40012
2019-02-09,40028
2019-02-10,40426
2019-02-11,40596
2019-02-12,40771
2019-02-13,40691
2019-02-14,40351
2019-02-15,40582
2019-02-16,40199
2019-02-17,40376
2019-02-18,40769
2019-02-19,40274
2019-02-20,40446
2019-02-21,40612
2019-02-22,40249
2019-02-23,39500
2019-02-24,39481
2019-02-25,39989
2019-02-26,39891
2019-02-27,40213
2019-02-28,40125
2019-03-01,40514
2019-03-02,40697
2019-03-03,40556
2019-03-04,39988
2019-03-05,40016
2019-03-06,40302
2019-03-07,40280
2019-03-08,40280
2019-03-09,40532
2019-03-10,40909
2019-03-11,41477
2019-03-12,41717
2019-03-13,41760
2019-03-14,41168
2019-03-15,40845
2019-03-16,41101
2019-03-17,41369
2019-03-18,41132
2019-03-19,41424
2019-03-20,41013
2019-03-21,41021
