date_obj,Celastrus%20bark price
2019-05-21,8167
2019-05-22,8167
2019-05-23,8271
2019-05-24,8271
2019-05-25,8271
2019-05-26,8271
2019-05-27,8233
2019-05-28,8233
2019-05-29,8233
2019-05-30,8233
2019-05-31,8233
2019-06-01,8257
2019-06-02,8257
2019-06-03,8257
2019-06-04,8257
2019-06-05,8330
2019-06-06,8330
2019-06-07,8330
2019-06-08,8330
2019-06-09,8330
2019-06-10,8293
2019-06-11,8293
2019-06-12,8293
2019-06-13,8293
2019-06-14,8383
2019-06-15,8383
2019-06-16,8383
2019-06-17,8383
2019-06-18,8383
2019-06-19,8246
2019-06-20,8246
2019-06-21,8246
2019-06-22,8246
2019-06-23,8163
2019-06-24,8163
2019-06-25,8163
2019-06-26,8163
2019-06-27,8163
2019-06-28,8163
2019-06-29,8120
2019-06-30,8120
2019-07-01,8120
2019-07-02,8120
2019-07-03,8225
2019-07-04,8225
2019-07-05,8225
2019-07-06,8225
2019-07-07,8225
2019-07-08,8239
2019-07-09,8239
2019-07-10,8239
2019-07-11,8239
2019-07-12,8239
2019-07-13,8224
2019-07-14,8224
2019-07-15,8224
2019-07-16,8224
2019-07-17,8256
2019-07-18,8256
2019-07-19,8256
2019-07-20,8256
2019-07-21,8256
2019-07-22,8316
2019-07-23,8316
2019-07-24,8316
2019-07-25,8316
2019-07-26,8316
2019-07-27,8316
2019-07-28,8254
2019-07-29,8254
2019-07-30,8254
2019-07-31,8254
2019-08-01,8202
2019-08-02,8202
2019-08-03,8202
2019-08-04,8202
2019-08-05,8235
2019-08-06,8235
2019-08-07,8235
2019-08-08,8235
2019-08-09,8235
2019-08-10,8192
2019-08-11,8192
2019-08-12,8192
2019-08-13,8192
2019-08-14,8192
2019-08-15,8075
2019-08-16,8075
2019-08-17,8075
2019-08-18,8075
2019-08-19,8164
2019-08-20,8164
2019-08-21,8164
2019-08-22,8164
2019-08-23,8164
2019-08-24,8173
2019-08-24,8173
2019-08-25,8173
2019-08-25,8173
2019-08-26,8173
2019-08-27,8173
2019-08-27,8173
2019-08-28,8173
2019-08-29,8173
2019-08-30,8126
2019-08-31,8126
2019-09-01,8126
2019-09-02,8126
2019-09-03,8126
2019-09-04,8135
2019-09-05,8135
2019-09-06,8135
2019-09-07,8135
2019-09-08,8135
2019-09-09,8135
2019-09-10,8168
2019-09-11,8168
2019-09-12,8168
2019-09-13,8168
2019-09-14,8168
2019-09-15,8168
2019-09-16,8227
2019-09-17,8227
2019-09-18,8227
2019-09-19,8227
2019-09-20,8227
2019-09-21,8227
2019-09-22,8219
2019-09-23,8219
2019-09-24,8219
2019-09-25,8219
2019-09-26,8219
2019-09-27,8219
2019-09-28,8210
2019-09-29,8210
2019-09-30,8210
2019-10-01,8210
2019-10-02,8210
2019-10-03,8210
2019-10-04,8036
2019-10-05,8036
2019-10-06,8036
2019-10-07,8036
2019-10-08,8036
2019-10-09,8015
2019-10-10,8015
2019-10-11,8015
2019-10-12,8015
2019-10-13,8015
2019-10-14,8153
2019-10-15,8153
2019-10-16,8153
2019-10-17,8153
2019-10-18,8153
2019-10-19,8153
2019-10-20,7916
2019-10-21,7916
2019-10-22,7916
2019-10-23,7916
2019-10-24,7916
2019-10-25,7916
2019-10-26,7919
2019-10-27,7919
2019-10-28,7919
2019-10-29,7919
2019-10-30,7919
2019-10-31,7919
2019-11-01,7992
2019-11-02,7992
2019-11-03,7992
2019-11-04,7992
2019-11-05,7992
2019-11-06,7992
2019-11-07,7838
2019-11-08,7838
2019-11-09,7838
2019-11-10,7838
2019-11-11,7838
2019-11-12,7670
2019-11-13,7670
2019-11-14,7670
2019-11-15,7670
2019-11-16,7670
2019-11-17,7670
2019-11-18,7637
2019-11-19,7637
2019-11-20,7637
2019-11-21,7637
2019-11-22,7637
2019-11-23,7637
2019-11-24,7660
2019-11-25,7660
2019-11-26,7660
2019-11-27,7660
2019-11-28,7660
2019-11-29,7660
2019-11-30,7840
2019-12-01,7840
2019-12-02,7840
2019-12-03,7840
2019-12-04,7840
2019-12-05,7840
2019-12-06,7840
2019-12-07,7894
2019-12-08,7894
2019-12-09,7894
2019-12-10,7894
2019-12-11,7894
2019-12-12,7894
2019-12-13,7943
2019-12-14,7943
2019-12-15,7943
2019-12-16,7943
2019-12-17,7943
2019-12-18,7983
2019-12-19,7983
2019-12-20,7983
2019-12-21,7983
2019-12-22,7983
2019-12-23,7983
2019-12-24,8093
2019-12-25,8093
2019-12-26,8093
2019-12-27,8093
2019-12-28,8093
2019-12-29,8093
2019-12-30,8148
2019-12-31,8148
2020-01-01,8148
2020-01-02,8148
2020-01-03,8148
2020-01-04,8170
2020-01-05,8170
2020-01-06,8170
2020-01-07,8170
2020-01-08,8170
2020-01-09,8236
2020-01-10,8236
2020-01-11,8236
2020-01-12,8236
2020-01-13,7967
2020-01-14,7967
2020-01-15,7967
2020-01-16,7967
2020-01-17,7899
2020-01-18,7899
2020-01-19,7899
2020-01-20,7899
2020-01-21,7899
2020-01-22,7913
2020-01-23,7913
2020-01-24,7913
2020-01-25,7913
2020-01-26,7858
2020-01-27,7858
2020-01-28,7858
2020-01-29,7858
2020-01-30,7855
2020-01-31,7855
2020-02-01,7855
2020-02-02,7855
2020-02-03,7838
2020-02-04,7838
2020-02-05,7838
2020-02-06,7838
2020-02-07,7720
2020-02-08,7720
2020-02-09,7720
2020-02-10,7736
2020-02-11,7736
2020-02-12,7736
2020-02-13,7736
2020-02-14,7817
2020-02-15,7817
2020-02-16,7817
2020-02-17,7817
2020-02-18,7748
2020-02-19,7748
2020-02-20,7748
2020-02-21,7748
2020-02-22,7786
2020-02-23,7786
2020-02-24,7786
2020-02-25,7786
2020-02-26,7840
2020-02-27,7840
2020-02-28,7840
2020-02-29,7840
2020-03-01,7861
2020-03-02,7861
2020-03-03,7861
2020-03-04,7861
2020-03-05,7898
2020-03-06,7898
2020-03-07,7898
2020-03-08,7898
2020-03-09,7888
2020-03-10,7888
2020-03-11,7888
2020-03-12,7898
2020-03-13,7898
2020-03-14,7898
2020-03-15,7898
2020-03-16,7860
2020-03-17,7860
2020-03-18,7860
2020-03-19,7932
2020-03-20,7932
2020-03-21,7932
2020-03-22,7999
2020-03-23,7999
2020-03-24,7999
2020-03-25,8114
2020-03-26,8114
2020-03-27,8185
2020-03-28,8185
2020-03-29,8185
2020-03-30,8148
2020-03-31,8148
2020-04-01,8148
2020-04-02,8247
2020-04-03,8247
2020-04-04,8247
2020-04-05,8185
2020-04-06,8185
2020-04-07,8202
2020-04-08,8202
2020-04-09,8233
2020-04-10,8233
2020-04-11,8205
2020-04-12,8205
2020-04-13,8205
2020-04-14,8259
2020-04-15,8259
2020-04-16,8270
2020-04-17,8270
2020-04-18,8181
2020-04-19,8181
2020-04-20,8182
2020-04-21,8182
2020-04-22,8291
2020-04-23,8291
2020-04-24,8379
2020-04-25,8379
2020-04-26,8431
2020-04-27,8431
2020-04-28,8381
2020-04-29,8381
2020-04-30,8362
2020-05-01,8362
2020-05-02,8362
2020-05-03,8432
2020-05-04,8432
2020-05-05,8478
2020-05-06,8502
2020-05-07,8502
2020-05-08,8427
2020-05-09,8427
2020-05-10,8367
2020-05-11,8367
2020-05-12,8523
2020-05-13,8523
