date_obj,Desert%20robe price
2015-11-22,139
2015-11-23,139
2015-11-24,139
2015-11-25,140
2015-11-26,140
2015-11-27,140
2015-11-28,143
2015-11-29,143
2015-11-30,150
2015-12-01,150
2015-12-02,148
2015-12-03,148
2015-12-04,156
2015-12-05,156
2015-12-06,163
2015-12-07,163
2015-12-08,163
2015-12-09,170
2015-12-10,170
2015-12-11,175
2015-12-12,175
2015-12-13,181
2015-12-14,181
2015-12-15,183
2015-12-16,183
2015-12-17,187
2015-12-18,187
2015-12-19,185
2015-12-20,185
2015-12-21,185
2015-12-22,185
2015-12-23,187
2015-12-24,187
2015-12-25,185
2015-12-26,185
2015-12-27,176
2015-12-28,176
2015-12-29,176
2015-12-30,176
2015-12-31,174
2016-01-01,174
2016-01-02,177
2016-01-03,177
2016-01-04,183
2016-01-05,183
2016-01-06,189
2016-01-07,189
2016-01-08,194
2016-01-09,194
2016-01-10,190
2016-01-11,190
2016-01-12,189
2016-01-13,189
2016-01-14,187
2016-01-15,187
2016-01-16,192
2016-01-17,192
2016-01-18,194
2016-01-19,194
2016-01-20,194
2016-01-21,194
2016-01-22,192
2016-01-23,192
2016-01-24,190
2016-01-25,189
2016-01-26,189
2016-01-27,189
2016-01-28,189
2016-01-29,187
2016-01-30,187
2016-01-31,189
2016-02-01,189
2016-02-02,191
2016-02-03,191
2016-02-04,181
2016-02-05,181
2016-02-06,172
2016-02-07,172
2016-02-08,166
2016-02-09,166
2016-02-10,166
2016-02-11,166
2016-02-12,165
2016-02-13,164
2016-02-14,164
2016-02-15,156
2016-02-16,156
2016-02-17,154
2016-02-18,154
2016-02-19,151
2016-02-20,151
2016-02-21,145
2016-02-22,145
2016-02-23,137
2016-02-24,137
2016-02-25,130
2016-02-26,130
2016-02-27,124
2016-02-28,124
2016-03-01,123
2016-03-02,116
2016-03-03,110
2016-03-04,110
2016-03-05,104
2016-03-06,98
2016-03-07,98
2016-03-08,93
2016-03-09,93
2016-03-10,89
2016-03-11,89
2016-03-12,89
2016-03-13,89
2016-03-14,92
2016-03-15,92
2016-03-16,91
2016-03-17,91
2016-03-18,90
2016-03-19,90
2016-03-20,87
2016-03-21,87
2016-03-22,82
2016-03-23,82
2016-03-24,79
2016-03-25,79
2016-03-26,79
2016-03-27,79
2016-03-28,78
2016-03-29,78
2016-03-30,76
2016-03-31,76
2016-04-01,77
2016-04-02,77
2016-04-03,78
2016-04-04,77
2016-04-05,77
2016-04-06,78
2016-04-07,78
2016-04-08,79
2016-04-09,81
2016-04-10,79
2016-04-11,79
2016-04-12,80
2016-04-13,80
2016-04-14,82
2016-04-15,85
2016-04-16,85
2016-04-17,87
2016-04-18,88
2016-04-19,88
2016-04-20,88
2016-04-21,88
2016-04-22,87
2016-04-23,87
2016-04-24,82
2016-04-25,84
2016-04-26,84
2016-04-27,86
2016-04-28,86
2016-04-29,88
2016-04-30,88
2016-05-01,88
2016-05-02,88
2016-05-03,86
2016-05-04,86
2016-05-05,81
2016-05-06,81
2016-05-07,77
2016-05-08,77
2016-05-09,76
2016-05-10,77
2016-05-11,77
2016-05-12,79
2016-05-13,80
2016-05-14,80
2016-05-15,81
2016-05-16,81
2016-05-17,82
2016-05-18,83
2016-05-19,83
2016-05-22,86
2016-05-23,87
2016-05-24,88
2016-05-25,88
2016-05-26,89
2016-05-27,89
2016-05-28,89
2016-05-29,89
2016-05-30,89
2016-05-31,85
2016-06-01,80
2016-06-02,80
2016-06-03,76
2016-06-04,74
2016-06-05,74
2016-06-06,73
2016-06-07,73
2016-06-08,71
2016-06-09,69
2016-06-10,69
2016-06-11,69
2016-06-12,68
2016-06-13,68
2016-06-14,68
2016-06-15,68
2016-06-16,67
2016-06-17,68
2016-06-18,68
2016-06-19,67
2016-06-20,67
2016-06-21,68
2016-06-22,68
2016-06-23,68
2016-06-24,68
2016-06-25,69
2016-06-26,69
2016-06-27,66
2016-06-28,66
2016-06-29,65
2016-06-30,63
2016-07-01,60
2016-07-02,60
2016-07-03,59
2016-07-04,60
2016-07-05,60
2016-07-06,62
2016-07-07,62
2016-07-08,62
2016-07-09,63
2016-07-10,64
2016-07-11,66
2016-07-12,66
2016-07-13,67
2016-07-14,66
2016-07-15,66
2016-07-16,69
2016-07-17,69
2016-07-18,70
2016-07-23,69
2016-07-24,70
2016-07-25,70
2016-07-26,70
2016-07-27,70
2016-07-28,68
2016-07-29,69
2016-07-30,69
2016-07-31,69
2016-08-01,69
2016-08-02,70
2016-08-03,70
2016-08-04,66
2016-08-05,66
2016-08-06,66
2016-08-07,66
2016-08-08,68
2016-08-09,69
2016-08-10,69
2016-08-11,68
2016-08-12,68
2016-08-13,66
2016-08-14,66
2016-08-15,65
2016-08-16,65
2016-08-17,67
2016-08-18,67
2016-08-19,67
2016-08-20,67
2016-08-21,67
2016-08-22,67
2016-08-23,68
2016-08-24,68
2016-08-25,68
2016-08-26,68
2016-08-28,70
2016-08-31,78
2016-09-01,78
2016-09-02,78
2016-09-03,78
2016-09-04,79
2016-09-05,79
2016-09-06,78
2016-09-07,78
2016-09-08,78
2016-09-09,78
2016-09-10,78
2016-09-11,81
2016-09-12,81
2016-09-13,84
2016-09-14,84
2016-09-15,85
2016-09-16,85
2016-09-17,85
2016-09-18,85
2016-09-19,86
2016-09-20,86
2016-09-21,85
2016-09-22,85
2016-09-23,86
2016-09-24,86
2016-09-25,87
2016-09-26,87
2016-09-27,85
2016-09-28,85
2016-09-29,81
2016-09-30,81
2016-10-01,82
2016-10-02,82
2016-10-03,82
2016-10-04,84
2016-10-05,84
2016-10-06,86
2016-10-07,86
2016-10-08,88
2016-10-09,88
2016-10-10,86
2016-10-11,86
2016-10-12,88
2016-10-13,88
2016-10-14,89
2016-10-15,89
2016-10-16,90
2016-10-17,91
2016-10-18,91
2016-10-19,93
2016-10-20,93
2016-10-21,92
2016-10-22,92
2016-10-23,94
2016-10-24,93
2016-10-25,93
2016-10-26,94
2016-10-27,94
2016-10-28,95
2016-10-29,95
2016-10-30,96
2016-10-31,96
2016-11-01,95
2016-11-02,95
2016-11-03,94
2016-11-04,92
2016-11-05,92
2016-11-06,90
2016-11-07,90
2016-11-08,90
2016-11-09,90
2016-11-10,86
2016-11-11,86
2016-11-12,85
2016-11-13,85
2016-11-14,87
2016-11-15,87
2016-12-07,93
2016-12-08,90
2016-12-09,90
2016-12-10,88
2016-12-11,87
2016-12-12,87
2016-12-13,88
2016-12-14,89
2016-12-15,89
2016-12-16,88
2016-12-17,85
2016-12-18,85
2016-12-19,85
2016-12-20,86
2016-12-21,88
2016-12-22,88
2016-12-23,89
2016-12-24,89
2016-12-25,90
2016-12-26,90
2016-12-27,85
2016-12-28,86
2016-12-29,86
2016-12-30,86
2016-12-31,84
2017-01-01,85
2017-01-02,86
2017-01-03,86
2017-01-04,86
2017-01-05,86
2017-01-06,87
2017-01-07,88
2017-01-08,87
2017-01-09,86
2017-01-10,86
2017-01-11,88
2017-01-12,91
2017-01-13,91
2017-01-14,89
2017-01-15,90
2017-01-16,88
2017-01-17,87
2017-01-18,89
2017-01-19,89
2017-01-20,89
2017-01-21,89
2017-01-22,90
2017-01-23,89
2017-01-27,96
2017-01-28,97
2017-01-29,94
2017-01-30,94
2017-01-31,98
2017-02-01,99
2017-02-02,99
2017-02-03,103
2017-02-04,103
2017-02-05,103
2017-02-06,105
2017-02-07,105
2017-02-08,105
2017-02-09,105
2017-02-10,102
2017-02-11,104
2017-02-12,104
2017-02-13,108
2017-02-14,112
2017-02-15,112
2017-02-16,115
2017-02-18,117
2017-02-19,115
2017-02-20,115
2017-02-21,117
2017-02-22,117
2017-02-23,116
2017-02-24,116
2017-02-25,117
2017-02-26,117
2017-02-27,117
2017-02-28,116
2017-03-01,116
2017-03-02,117
2017-03-03,117
2017-03-04,120
2017-03-05,120
2017-03-06,118
2017-03-07,117
2017-03-08,117
2017-03-09,121
2017-03-10,123
2017-03-11,125
2017-03-12,125
2017-03-13,125
2017-03-14,126
2017-03-15,126
2017-03-16,129
2017-03-17,129
2017-03-18,131
2017-03-19,125
2017-03-20,126
2017-03-21,121
2017-03-22,121
2017-03-23,116
2017-03-24,110
2017-03-25,110
2017-03-26,109
2017-03-27,110
2017-03-28,110
2017-03-29,110
2017-03-30,112
2017-03-31,114
2017-04-01,113
2017-04-02,113
2017-04-03,112
2017-04-04,112
2017-04-12,114
2017-04-13,109
2017-04-14,107
2017-04-15,105
2017-04-16,103
2017-04-17,102
2017-04-18,102
2017-04-19,99
2017-04-20,99
2017-04-21,95
2017-04-22,95
2017-04-23,95
2017-04-24,97
2017-04-25,99
2017-04-26,99
2017-04-27,100
2017-04-28,97
2017-04-29,99
2017-04-30,101
2017-05-01,101
2017-05-02,102
2017-05-03,102
2017-05-04,101
2017-05-05,102
2017-05-06,102
2017-05-07,101
2017-05-08,104
2017-05-09,104
2017-05-10,104
2017-05-11,103
2017-05-12,107
2017-05-13,109
2017-05-14,109
2017-05-15,112
2017-05-16,114
2017-05-17,114
2017-05-18,115
2017-05-19,115
2017-05-20,118
2017-05-21,118
2017-05-22,120
2017-05-23,120
2017-05-24,122
2017-05-25,122
2017-05-26,120
2017-05-27,117
2017-05-28,117
2017-05-29,119
2017-05-30,121
2017-05-31,125
2017-06-01,128
2017-06-02,129
2017-06-03,129
2017-06-04,125
2017-06-05,125
2017-06-06,126
2017-06-07,131
2017-06-08,131
2017-06-09,126
2017-06-10,120
2017-06-11,114
2017-06-12,114
2017-06-13,115
2017-06-14,116
2017-06-15,116
2017-06-16,120
2017-06-17,120
2017-06-18,123
2017-06-19,123
2017-06-20,124
2017-06-21,126
2017-06-22,126
2017-06-23,123
2017-06-24,119
2017-06-25,121
2017-06-26,124
2017-06-27,126
2017-06-28,126
2017-06-29,123
2017-06-30,125
2017-07-01,125
2017-07-02,128
2017-07-03,126
2017-07-04,130
2017-07-05,130
2017-07-06,124
2017-07-07,124
2017-07-08,122
2017-07-13,138
2017-07-14,145
2017-07-15,145
2017-07-16,147
2017-07-17,154
2017-07-18,154
2017-07-19,158
2017-07-20,157
2017-07-21,156
2017-07-22,161
2017-07-23,162
2017-07-24,162
2017-07-25,166
2017-07-26,166
2017-07-27,164
2017-07-28,167
2017-07-29,167
2017-07-30,170
2017-07-31,170
2017-08-01,166
2017-08-02,161
2017-08-03,161
2017-08-04,158
2017-08-05,161
2017-08-06,161
2017-08-09,143
2017-08-10,141
2017-08-11,141
2017-08-12,144
2017-08-13,144
2017-08-14,144
2017-08-15,143
2017-08-16,144
2017-08-17,144
2017-08-18,144
2017-08-19,136
2017-08-20,136
2017-08-21,136
2017-08-22,135
2017-08-23,135
2017-08-24,135
2017-08-25,135
2017-08-26,140
2017-08-27,146
2017-08-28,146
2017-08-29,139
2017-08-30,132
2017-08-31,132
2017-09-01,125
2017-09-03,119
2017-09-04,117
2017-09-05,117
2017-09-06,116
2017-09-07,113
2017-09-08,113
2017-09-09,112
2017-09-10,106
2017-09-11,100
2017-09-12,100
2017-09-13,101
2017-09-14,104
2017-09-15,104
2017-09-16,109
2017-09-17,113
2017-09-18,113
2017-09-19,112
2017-09-20,111
2017-09-21,111
2017-09-22,111
2017-09-23,111
2017-09-24,106
2017-09-25,105
2017-09-26,108
2017-09-27,108
2017-09-28,104
2017-09-29,107
2017-09-30,107
2017-10-01,108
2017-10-02,107
2017-10-03,107
2017-10-04,103
2017-10-05,100
2017-10-06,97
2017-10-07,93
2017-10-08,93
2017-10-09,88
2017-10-10,84
2017-10-11,84
2017-10-12,83
2017-10-13,84
2017-10-14,86
2017-10-15,86
2017-10-16,82
2017-10-17,82
2017-10-18,78
2017-10-19,78
2017-10-20,80
2017-10-21,80
2017-10-22,80
2017-10-23,80
2017-10-24,80
2017-10-25,82
2017-10-26,82
2017-10-27,81
2017-10-28,81
2017-10-29,81
2017-10-30,84
2017-10-31,85
2017-11-01,85
2017-11-02,84
2017-11-03,84
2017-11-04,87
2017-11-05,87
2017-11-06,88
2017-11-07,88
2017-11-08,92
2017-11-09,94
2017-11-10,94
2017-11-11,94
2017-11-12,92
2017-11-13,88
2017-11-14,88
2017-11-15,83
2017-11-16,78
2017-11-17,74
2017-11-18,74
2017-11-19,70
2017-11-20,66
2017-11-21,62
2017-11-22,62
2017-11-23,58
2017-11-24,55
2017-11-25,52
2017-11-26,49
2017-11-27,49
2017-11-28,46
2017-11-29,43
2017-11-30,43
2017-12-01,40
2017-12-02,40
2017-12-03,38
2017-12-04,38
2017-12-05,36
2017-12-06,34
2017-12-07,32
2017-12-08,32
2017-12-09,32
2017-12-10,33
2017-12-11,35
2017-12-12,35
2017-12-13,36
2017-12-14,36
2017-12-15,38
2017-12-16,38
2017-12-17,38
2017-12-18,39
2017-12-19,39
2017-12-20,41
2017-12-21,44
2017-12-22,46
2017-12-23,48
2017-12-24,48
2017-12-25,50
2017-12-26,51
2017-12-27,50
2017-12-28,50
2017-12-29,52
2017-12-30,53
2017-12-31,53
2018-01-01,56
2018-01-02,57
2018-01-03,58
2018-01-04,59
2018-01-05,61
2018-01-06,61
2018-01-07,63
2018-01-08,65
2018-01-09,66
2018-01-10,68
2018-01-11,68
2018-01-12,65
2018-01-13,65
2018-01-14,68
2018-01-15,68
2018-01-16,69
2018-01-17,67
2018-01-18,69
2018-01-19,69
2018-01-20,70
2018-01-21,72
2018-01-22,75
2018-01-23,76
2018-01-25,79
2018-01-26,81
2018-01-27,80
2018-01-28,81
2018-01-29,83
2018-01-30,80
2018-01-31,81
2018-02-01,82
2018-02-02,83
2018-02-03,85
2018-02-04,89
2018-02-05,94
2018-02-06,95
2018-02-07,100
2018-02-08,100
2018-02-09,100
2018-02-10,97
2018-02-11,97
2018-02-12,98
2018-02-13,96
2018-02-14,96
2018-02-15,99
2018-02-16,102
2018-02-17,102
2018-02-18,106
2018-02-19,106
2018-02-20,110
2018-02-21,108
2018-02-22,103
2018-02-23,104
2018-02-24,107
2018-02-25,107
2018-02-26,101
2018-02-27,103
2018-02-28,105
2018-03-01,99
2018-03-02,100
2018-03-03,100
2018-03-04,100
2018-03-05,101
2018-03-06,100
2018-03-07,102
2018-03-08,100
2018-03-09,103
2018-03-10,99
2018-03-11,94
2018-03-12,89
2018-03-13,85
2018-03-14,87
2018-03-15,86
2018-03-16,84
2018-03-17,84
2018-03-18,84
2018-03-19,80
2018-03-20,80
2018-03-21,83
2018-03-23,88
2018-03-24,89
2018-03-25,93
2018-03-26,96
2018-03-27,98
2018-03-28,100
2018-03-29,102
2018-03-30,100
2018-03-31,99
2018-04-01,100
2018-04-02,102
2018-04-03,102
2018-04-04,100
2018-04-05,95
2018-04-06,96
2018-04-07,97
2018-04-08,93
2018-04-09,88
2018-04-10,83
2018-04-11,78
2018-04-12,74
2018-04-13,76
2018-04-14,76
2018-04-15,79
2018-04-16,83
2018-04-17,81
2018-04-18,80
2018-04-19,80
2018-04-20,76
2018-04-21,75
2018-04-22,78
2018-04-23,80
2018-04-24,84
2018-04-25,89
2018-04-26,89
2018-04-27,91
2018-04-28,91
2018-04-29,90
2018-04-30,92
2018-05-01,92
2018-05-03,88
2018-05-04,87
2018-05-05,87
2018-05-07,87
2018-05-08,89
2018-05-09,87
2018-05-10,88
2018-05-11,88
2018-05-12,87
2018-05-13,82
2018-05-14,78
2018-05-15,81
2018-05-16,83
2018-05-17,83
2018-05-18,83
2018-05-19,85
2018-05-20,89
2018-05-21,90
2018-05-22,90
2018-05-23,90
2018-05-24,93
2018-05-25,91
2018-05-26,87
2018-05-27,89
2018-05-28,90
2018-05-29,93
2018-05-30,95
2018-05-31,93
2018-06-01,96
2018-06-02,97
2018-06-03,99
2018-06-04,98
2018-06-05,99
2018-06-06,101
2018-06-07,100
2018-06-08,96
2018-06-09,91
2018-06-10,93
2018-06-11,96
2018-06-12,97
2018-06-13,97
2018-06-14,97
2018-06-15,97
2018-06-16,99
2018-06-17,96
2018-06-18,95
2018-06-19,95
2018-06-20,95
2018-06-21,96
2018-06-22,99
2018-06-23,101
2018-06-24,102
2018-06-25,103
2018-06-26,107
2018-06-27,108
2018-06-28,104
2018-06-29,104
2018-06-30,104
2018-07-01,104
2018-07-02,106
2018-07-03,107
2018-07-04,103
2018-07-05,102
2018-07-06,103
2018-07-07,107
2018-07-08,106
2018-07-09,107
2018-07-10,107
2018-07-11,108
2018-07-12,109
2018-07-13,110
2018-07-14,109
2018-07-15,103
2018-07-16,97
2018-07-17,93
2018-07-18,92
2018-07-19,92
2018-07-20,92
2018-07-21,95
2018-07-22,97
2018-07-23,96
2018-07-24,98
2018-07-25,101
2018-07-26,104
2018-07-27,106
2018-07-28,108
2018-07-29,104
2018-07-30,100
2018-07-31,102
2018-08-01,104
2018-08-02,103
2018-08-03,106
2018-08-04,104
2018-08-05,102
2018-08-06,100
2018-08-07,99
2018-08-08,98
2018-08-09,96
2018-08-10,98
2018-08-11,96
2018-08-12,98
2018-08-14,96
2018-08-16,103
2018-08-17,106
2018-08-18,101
2018-08-19,100
2018-08-20,103
2018-08-21,104
2018-08-22,102
2018-08-23,105
2018-08-24,109
2018-08-25,113
2018-08-26,112
2018-08-27,111
2018-08-28,112
2018-08-29,116
2018-08-30,115
2018-08-31,116
2018-09-01,116
2018-09-02,113
2018-09-03,111
2018-09-04,110
2018-09-05,114
2018-09-06,114
2018-09-07,112
2018-09-08,113
2018-09-09,114
2018-09-10,114
2018-09-11,113
2018-09-12,112
2018-09-13,113
2018-09-14,113
2018-09-15,116
2018-09-16,112
2018-09-17,109
2018-09-18,109
2018-09-19,111
2018-09-20,116
2018-09-21,119
2018-09-22,125
2018-09-23,129
2018-09-24,130
2018-09-25,127
2018-09-26,122
2018-09-27,121
2018-09-28,119
2018-09-29,122
2018-09-30,123
2018-10-01,126
2018-10-02,119
2018-10-03,118
2018-10-04,120
2018-10-05,120
2018-10-06,115
2018-10-07,109
2018-10-08,112
2018-10-09,112
2018-10-10,111
2018-10-11,112
2018-10-12,115
2018-10-13,117
2018-10-14,117
2018-10-15,115
2018-10-16,118
2018-10-17,122
2018-10-18,116
2018-10-19,110
2018-10-20,105
2018-10-21,106
2018-10-22,105
2018-10-23,106
2018-10-24,100
2018-10-25,98
2018-10-26,99
2018-10-27,102
2018-10-28,101
2018-10-29,96
2018-10-30,94
2018-10-31,93
2018-11-01,92
2018-11-03,94
2018-11-04,95
2018-11-05,92
2018-11-06,95
2018-11-07,95
2018-11-08,97
2018-11-09,101
2018-11-10,104
2018-11-11,101
2018-11-12,100
2018-11-13,100
2018-11-14,99
2018-11-15,99
2018-11-16,100
2018-11-17,95
2018-11-18,98
2018-11-19,102
2018-11-20,106
2018-11-21,106
2018-11-22,108
2018-11-23,110
2018-11-24,111
2018-11-25,113
2018-11-26,114
2018-11-27,116
2018-11-28,112
2018-11-29,107
2018-12-01,103
2018-12-02,104
2018-12-03,106
2018-12-04,107
2018-12-05,109
2018-12-07,104
2018-12-09,104
2018-12-10,108
2018-12-11,114
2018-12-12,115
2018-12-13,119
2018-12-14,124
2018-12-15,125
2018-12-16,126
2018-12-17,124
2018-12-18,122
2018-12-19,126
2018-12-20,128
2018-12-21,128
2018-12-22,129
2018-12-23,122
2018-12-24,121
2018-12-25,117
2018-12-26,117
2018-12-27,114
2018-12-28,110
2018-12-29,109
2018-12-30,103
2018-12-31,104
2019-01-01,102
2019-01-02,100
2019-01-03,103
2019-01-04,109
2019-01-05,106
2019-01-06,110
2019-01-08,107
2019-01-10,100
2019-01-11,99
2019-01-12,102
2019-01-13,106
2019-01-14,102
2019-01-15,102
2019-01-16,99
2019-01-17,99
2019-01-18,99
2019-01-19,102
2019-01-20,102
2019-01-21,106
2019-01-22,104
2019-01-23,106
2019-01-24,104
2019-01-25,105
2019-01-26,104
2019-01-27,100
2019-01-28,100
2019-01-29,98
2019-01-30,94
2019-01-31,89
2019-02-01,90
2019-02-02,92
2019-02-03,94
2019-02-04,96
2019-02-05,96
2019-02-06,96
2019-02-07,96
2019-02-08,95
2019-02-09,96
2019-02-10,100
2019-02-11,102
2019-02-12,102
2019-02-13,105
2019-02-14,106
2019-02-15,107
2019-02-16,109
2019-02-17,111
2019-02-18,111
2019-02-19,113
2019-02-20,115
2019-02-21,116
2019-02-22,115
2019-02-23,111
2019-02-24,112
2019-02-25,110
2019-02-26,108
2019-02-27,102
2019-02-28,101
2019-03-01,104
2019-03-02,107
2019-03-03,103
2019-03-04,108
2019-03-05,111
2019-03-06,113
2019-03-07,113
2019-03-08,110
2019-03-09,112
2019-03-10,111
2019-03-11,106
2019-03-12,106
2019-03-13,107
2019-03-14,108
2019-03-15,102
2019-03-16,103
2019-03-17,103
2019-03-18,105
2019-03-19,107
2019-03-20,109
2019-03-21,113
2019-03-22,114
2019-03-23,111
2019-03-24,112
2019-03-25,109
2019-03-26,108
2019-03-27,108
2019-03-28,113
2019-03-29,117
2019-03-30,117
2019-03-31,119
2019-04-01,121
2019-04-02,125
2019-04-03,120
2019-04-04,117
2019-04-05,111
2019-04-06,110
2019-04-07,112
2019-04-08,111
2019-04-09,112
2019-04-10,113
2019-04-11,118
2019-04-12,123
2019-04-13,124
2019-04-14,124
2019-04-15,123
2019-04-16,125
2019-04-17,120
2019-04-18,119
2019-04-19,119
2019-04-20,120
2019-04-21,115
2019-04-22,110
2019-04-23,104
2019-04-24,99
2019-04-25,98
2019-04-26,95
2019-04-27,94
2019-04-28,94
2019-04-29,97
2019-04-30,94
2019-05-01,94
2019-05-02,92
2019-05-03,91
2019-05-04,89
2019-05-05,90
2019-05-06,90
2019-05-07,88
2019-05-08,88
2019-05-09,87
2019-05-10,88
2019-05-11,87
2019-05-12,85
2019-05-13,82
2019-05-14,80
2019-05-15,80
2019-05-16,79
2019-05-17,78
2019-05-18,78
2019-05-19,79
2019-05-20,81
2019-05-21,84
2019-05-22,87
2019-05-23,86
2019-05-24,84
2019-05-25,84
2019-05-26,83
2019-05-27,83
2019-05-28,84
2019-05-29,83
2019-05-30,85
2019-05-31,90
2019-06-01,86
2019-06-02,90
2019-06-03,92
2019-06-04,93
2019-06-05,97
2019-06-06,96
2019-06-07,94
2019-06-08,98
2019-06-09,103
2019-06-10,104
2019-06-11,105
2019-06-12,106
2019-06-13,108
2019-06-14,109
2019-06-15,109
2019-06-16,104
2019-06-17,106
2019-06-18,104
2019-06-19,100
2019-06-20,102
2019-06-21,106
2019-06-22,103
2019-06-23,103
2019-06-24,107
2019-06-25,106
2019-06-26,104
2019-06-27,108
2019-06-28,111
2019-06-29,113
2019-06-30,116
2019-07-01,113
2019-07-02,107
2019-07-03,101
2019-07-04,95
2019-07-05,91
2019-07-06,94
2019-07-07,97
2019-07-08,99
2019-07-09,102
2019-07-10,103
2019-07-11,101
2019-07-12,99
2019-07-13,104
2019-07-14,107
2019-07-15,113
2019-07-16,118
2019-07-17,124
2019-07-18,131
2019-07-19,138
2019-07-20,145
2019-07-21,141
2019-07-22,133
2019-07-23,126
2019-07-24,119
2019-07-25,113
2019-07-26,107
2019-07-27,103
2019-07-28,101
2019-07-29,98
2019-07-30,99
2019-07-31,102
2019-08-01,100
2019-08-02,95
2019-08-03,90
2019-08-04,93
2019-08-05,93
2019-08-06,93
2019-08-07,93
2019-08-08,93
2019-08-09,95
2019-08-10,96
2019-08-11,97
2019-08-12,99
2019-08-13,96
2019-08-14,97
2019-08-15,99
2019-08-16,102
2019-08-17,105
2019-08-18,108
2019-08-19,113
2019-08-20,109
2019-08-21,104
2019-08-22,98
