date_obj,Saradomin%20d'hide%20body price
2019-04-03,637492
2019-04-04,629770
2019-04-05,630767
2019-04-06,626338
2019-04-07,642320
2019-04-08,641485
2019-04-09,643955
2019-04-10,637594
2019-04-11,632298
2019-04-12,621592
2019-04-13,608388
2019-04-14,595990
2019-04-15,585340
2019-04-16,577159
2019-04-17,574225
2019-04-18,562250
2019-04-19,556360
2019-04-20,558756
2019-04-21,568149
2019-04-22,567623
2019-04-23,573303
2019-04-24,554031
2019-04-25,538890
2019-04-26,530616
2019-04-27,534282
2019-04-28,532926
2019-04-29,528568
2019-04-30,540457
2019-05-01,530677
2019-05-02,515479
2019-05-03,503657
2019-05-04,509099
2019-05-05,505808
2019-05-06,505156
2019-05-07,515967
2019-05-08,502351
2019-05-09,498577
2019-05-10,496474
2019-05-11,502797
2019-05-12,495922
2019-05-13,493563
2019-05-14,491288
2019-05-15,488166
2019-05-16,481127
2019-05-17,476220
2019-05-18,485163
2019-05-19,482402
2019-05-20,479587
2019-05-21,473002
2019-05-22,471396
2019-05-23,470942
2019-05-24,477872
2019-05-25,485845
2019-05-26,491819
2019-05-27,500778
2019-05-28,514458
2019-05-29,524257
2019-05-30,518747
2019-05-31,520300
2019-06-01,521657
2019-06-02,524096
2019-06-03,527782
2019-06-04,525013
2019-06-05,523548
2019-06-06,526166
2019-06-07,523122
2019-06-08,525747
2019-06-09,530993
2019-06-10,525441
2019-06-11,522949
2019-06-12,520063
2019-06-13,516463
2019-06-14,511397
2019-06-15,508327
2019-06-16,491970
2019-06-17,498143
2019-06-18,502509
2019-06-19,514294
2019-06-20,510670
2019-06-21,502065
2019-06-22,496269
2019-06-23,492196
2019-06-24,486461
2019-06-25,482024
2019-06-26,474942
2019-06-27,473129
2019-06-28,473093
2019-06-29,465647
2019-06-30,464525
2019-07-01,461475
2019-07-02,472023
2019-07-03,483759
2019-07-04,484127
2019-07-05,500971
2019-07-06,494511
2019-07-07,496366
2019-07-08,515960
2019-07-09,510278
2019-07-10,507257
2019-07-11,507349
2019-07-12,511256
2019-07-13,526155
2019-07-14,526097
2019-07-15,522591
2019-07-16,532488
2019-07-17,531162
2019-07-18,528336
2019-07-19,524272
2019-07-20,517403
2019-07-21,520007
2019-07-22,525050
2019-07-23,518185
2019-07-24,512536
2019-07-25,513612
2019-07-26,513913
2019-07-27,514567
2019-07-28,513935
2019-07-29,516198
2019-07-30,522010
2019-07-31,526884
2019-08-01,519450
2019-08-02,515802
2019-08-03,519141
2019-08-04,520050
2019-08-05,516913
2019-08-06,514502
2019-08-07,518974
2019-08-08,524302
2019-08-09,524646
2019-08-10,525883
2019-08-11,542329
2019-08-12,550579
2019-08-13,552722
2019-08-14,565448
2019-08-15,578499
2019-08-16,586807
2019-08-17,600058
2019-08-18,611767
2019-08-19,617962
2019-08-20,614354
2019-08-21,605834
2019-08-22,599872
2019-08-23,599815
2019-08-24,608135
2019-08-24,608135
2019-08-25,605758
2019-08-25,605758
2019-08-26,607279
2019-08-26,607279
2019-08-27,606617
2019-08-27,606617
2019-08-28,602214
2019-08-29,598961
2019-08-30,594954
2019-08-31,596036
2019-09-01,593383
2019-09-02,597683
2019-09-03,595633
2019-09-04,597255
2019-09-05,597045
2019-09-06,595356
2019-09-07,596438
2019-09-08,598676
2019-09-09,599403
2019-09-10,602647
2019-09-11,596270
2019-09-12,590508
2019-09-13,582340
2019-09-14,578776
2019-09-15,575380
2019-09-16,568561
2019-09-17,570664
2019-09-18,563317
2019-09-19,556438
2019-09-20,556841
2019-09-21,554942
2019-09-22,546390
2019-09-23,538314
2019-09-24,539819
2019-09-25,532452
2019-09-26,522503
2019-09-27,512504
2019-09-28,507098
2019-09-29,499018
2019-09-30,495991
2019-10-01,499248
2019-10-02,498634
2019-10-03,492141
2019-10-04,487948
2019-10-05,492205
2019-10-06,505048
2019-10-07,504588
2019-10-08,504050
2019-10-09,509441
2019-10-10,515285
2019-10-11,506516
2019-10-12,521155
2019-10-13,534004
2019-10-14,525479
2019-10-15,519824
2019-10-16,510407
2019-10-17,510885
2019-10-18,508974
2019-10-19,508144
2019-10-20,506493
2019-10-21,503508
2019-10-22,498112
2019-10-23,493660
2019-10-24,490060
2019-10-25,490279
2019-10-26,489070
2019-10-27,488559
2019-10-28,485686
2019-10-29,485412
2019-10-30,485055
2019-10-31,481408
2019-11-01,484240
2019-11-02,485505
2019-11-03,484168
2019-11-04,482670
2019-11-05,481613
2019-11-06,483503
2019-11-07,482026
2019-11-08,495207
2019-11-09,510218
2019-11-10,502932
2019-11-11,503132
2019-11-12,499824
2019-11-13,498382
2019-11-14,499206
2019-11-15,495940
2019-11-16,489604
2019-11-17,483121
2019-11-18,482409
2019-11-19,488719
2019-11-20,507616
2019-11-21,502871
2019-11-22,499136
2019-11-23,501461
2019-11-24,500902
2019-11-25,515280
2019-11-26,521773
2019-11-27,534984
2019-11-28,553967
2019-11-29,570096
2019-11-30,582946
2019-12-01,597935
2019-12-02,614288
2019-12-03,626576
2019-12-04,630096
2019-12-05,630231
2019-12-06,625845
2019-12-07,626978
2019-12-08,631110
2019-12-09,631092
2019-12-10,618575
2019-12-11,613445
2019-12-12,611216
2019-12-13,610329
2019-12-14,613737
2019-12-15,611260
2019-12-16,602799
2019-12-17,599962
2019-12-18,594137
2019-12-19,586280
2019-12-20,580249
2019-12-21,572137
2019-12-22,570855
2019-12-23,588954
2019-12-24,589311
2019-12-25,595090
2019-12-26,608051
2019-12-27,623393
2019-12-28,604913
2019-12-29,609623
2019-12-30,605139
2019-12-31,606491
2020-01-01,602146
2020-01-02,597210
2020-01-03,596070
2020-01-04,591520
2020-01-05,600648
2020-01-06,590694
2020-01-07,587936
2020-01-08,585401
2020-01-09,589405
2020-01-10,587960
2020-01-11,589673
2020-01-12,604202
2020-01-13,600640
2020-01-14,607118
2020-01-15,614384
2020-01-16,608618
2020-01-17,604447
2020-01-18,596976
2020-01-19,593771
2020-01-20,595958
2020-01-21,595188
2020-01-22,602617
2020-01-23,602125
2020-01-24,597222
2020-01-25,598542
2020-01-26,609598
2020-01-27,603185
2020-01-28,598807
2020-01-29,595440
2020-01-30,593072
2020-01-31,595431
2020-02-01,602789
2020-02-02,602003
2020-02-03,597001
2020-02-04,583929
2020-02-05,576675
2020-02-06,555866
2020-02-07,532193
2020-02-08,525863
2020-02-09,526899
2020-02-10,522203
2020-02-11,516073
2020-02-12,505511
2020-02-13,500497
2020-02-14,497584
2020-02-15,492564
2020-02-16,494565
2020-02-17,505183
2020-02-18,504156
2020-02-19,502811
2020-02-20,504249
2020-02-21,507931
2020-02-22,505183
2020-02-23,512927
2020-02-24,521517
2020-02-25,519376
2020-02-26,519924
2020-02-27,518395
2020-02-28,518772
2020-02-29,533492
2020-03-01,542074
2020-03-02,563832
2020-03-03,561173
2020-03-04,571827
2020-03-05,582470
2020-03-06,602170
2020-03-07,616245
2020-03-08,610196
2020-03-09,607442
2020-03-10,606494
2020-03-11,611598
2020-03-12,608535
2020-03-13,607126
2020-03-14,601496
2020-03-15,603385
2020-03-16,601709
2020-03-17,600513
2020-03-18,598830
2020-03-19,595448
2020-03-20,591610
2020-03-21,593831
2020-03-22,606712
2020-03-23,620906
2020-03-24,640866
2020-03-25,665665
2020-03-26,662605
2020-03-27,677126
2020-03-28,682821
2020-03-29,683623
2020-03-30,690107
2020-03-31,694957
2020-04-01,705857
2020-04-02,716601
2020-04-03,717882
2020-04-04,712864
2020-04-05,710013
2020-04-06,723674
2020-04-07,722032
2020-04-08,725376
2020-04-09,725102
2020-04-10,730947
2020-04-11,717752
2020-04-12,713377
2020-04-13,719375
2020-04-14,729669
2020-04-15,724116
2020-04-16,713502
2020-04-17,711834
2020-04-18,716414
2020-04-19,725630
2020-04-20,738894
2020-04-21,740887
2020-04-22,729000
2020-04-23,717225
2020-04-24,718086
2020-04-25,725593
2020-04-26,710236
2020-04-27,700273
2020-04-28,685470
2020-04-29,684812
2020-04-30,674130
2020-05-01,669357
2020-05-02,676458
2020-05-03,670300
2020-05-04,683237
2020-05-05,693324
2020-05-06,707556
2020-05-07,709300
2020-05-08,707853
2020-05-09,710268
2020-05-10,700070
2020-05-11,692928
2020-05-12,688162
2020-05-13,682234
