date_obj,Mort'ton%20teleport price
2016-04-20,18941
2016-04-21,19346
2016-04-22,19311
2016-04-23,19562
2016-04-24,19431
2016-04-25,19298
2016-04-26,18922
2016-04-27,18453
2016-04-28,17902
2016-04-29,17559
2016-04-30,17918
2016-05-01,18075
2016-05-02,18011
2016-05-03,18478
2016-05-04,18599
2016-05-05,18313
2016-05-06,18320
2016-05-07,18591
2016-05-08,19154
2016-05-09,18946
2016-05-10,18737
2016-05-11,18617
2016-05-12,17778
2016-05-13,16889
2016-05-14,16044
2016-05-15,15241
2016-05-16,14478
2016-05-17,13754
2016-05-18,13066
2016-05-19,12412
2016-05-22,10640
2016-05-23,10108
2016-05-24,9602
2016-05-25,9121
2016-05-26,8664
2016-05-27,8230
2016-05-28,7818
2016-05-29,7429
2016-05-30,7057
2016-05-31,6765
2016-06-01,6583
2016-06-02,6381
2016-06-03,6216
2016-06-04,6073
2016-06-05,6133
2016-06-06,6345
2016-06-07,6506
2016-06-08,6363
2016-06-09,6385
2016-06-10,6314
2016-06-11,6283
2016-06-12,6318
2016-06-13,6360
2016-06-14,6494
2016-06-15,6670
2016-06-16,6941
2016-06-17,7289
2016-06-18,7654
2016-06-19,7935
2016-06-20,7626
2016-06-21,7316
2016-06-22,7287
2016-06-23,7453
2016-06-24,7317
2016-06-25,7195
2016-06-26,7157
2016-06-27,6861
2016-06-28,6763
2016-06-29,6933
2016-06-30,6878
2016-07-01,6774
2016-07-02,6682
2016-07-03,6757
2016-07-04,6604
2016-07-05,6336
2016-07-06,6197
2016-07-07,6050
2016-07-08,6023
2016-07-09,6231
2016-07-10,6477
2016-07-11,6748
2016-07-12,7073
2016-07-13,7403
2016-07-14,7774
2016-07-15,8163
2016-07-16,8437
2016-07-17,8079
2016-07-18,7738
2016-07-23,7288
2016-07-24,7175
2016-07-25,7021
2016-07-26,6898
2016-07-27,6713
2016-07-28,6637
2016-07-29,6810
2016-07-30,7106
2016-07-31,7462
2016-08-01,7832
2016-08-02,8197
2016-08-03,8599
2016-08-04,8645
2016-08-05,8490
2016-08-06,8424
2016-08-07,8433
2016-08-08,8428
2016-08-09,8387
2016-08-10,8049
2016-08-11,7666
2016-08-12,7484
2016-08-13,7533
2016-08-14,7551
2016-08-15,7173
2016-08-16,7166
2016-08-17,7147
2016-08-18,7185
2016-08-19,7154
2016-08-20,7136
2016-08-21,6909
2016-08-22,6770
2016-08-23,7034
2016-08-24,7386
2016-08-25,7756
2016-08-26,7756
2016-08-28,8478
2016-08-31,8567
2016-09-01,8218
2016-09-02,8218
2016-09-03,7811
2016-09-04,7450
2016-09-05,7087
2016-09-06,6870
2016-09-07,6779
2016-09-08,6936
2016-09-09,6808
2016-09-10,6785
2016-09-11,6785
2016-09-12,6871
2016-09-13,6708
2016-09-14,6708
2016-09-15,6676
2016-09-16,6676
2016-09-17,6537
2016-09-18,6468
2016-09-19,6458
2016-09-20,6458
2016-09-21,6443
2016-09-22,6415
2016-09-23,6493
2016-09-24,6493
2016-09-25,6592
2016-09-26,6592
2016-09-27,6461
2016-09-28,6564
2016-09-29,6482
2016-09-30,6283
2016-10-01,6110
2016-10-02,6110
2016-10-03,5835
2016-10-04,5581
2016-10-05,5301
2016-10-06,5035
2016-10-07,4831
2016-10-08,4721
2016-10-09,4722
2016-10-10,4920
2016-10-11,5094
2016-10-12,5317
2016-10-13,5387
2016-10-14,5338
2016-10-15,5310
2016-10-16,5205
2016-10-17,5020
2016-10-18,4906
2016-10-19,4851
2016-10-20,4951
2016-10-21,5199
2016-10-22,5199
2016-10-23,5442
2016-10-24,5715
2016-10-25,5715
2016-10-26,5981
2016-10-27,6179
2016-10-28,6487
2016-10-29,6796
2016-10-30,6977
2016-10-31,7118
2016-11-01,7118
2016-11-02,7188
2016-11-03,7067
2016-11-04,6898
2016-11-05,6898
2016-11-06,6641
2016-11-07,6683
2016-11-08,6889
2016-11-09,6948
2016-11-10,7156
2016-11-11,7206
2016-11-12,6964
2016-11-13,6689
2016-11-14,6535
2016-12-07,6849
2016-12-08,6768
2016-12-09,6861
2016-12-10,7046
2016-12-11,7254
2016-12-12,7421
2016-12-13,7567
2016-12-14,7753
2016-12-15,8029
2016-12-16,8133
2016-12-17,8311
2016-12-18,8179
2016-12-19,7940
2016-12-20,7765
2016-12-21,7619
2016-12-22,7408
2016-12-23,7286
2016-12-24,7136
2016-12-25,6783
2016-12-26,6572
2016-12-27,6499
2016-12-28,6334
2016-12-29,6361
2016-12-30,6392
2016-12-31,6424
2017-01-01,6399
2017-01-02,6478
2017-01-03,6550
2017-01-04,6627
2017-01-05,6731
2017-01-06,6750
2017-01-07,6691
2017-01-08,6614
2017-01-09,6472
2017-01-10,6558
2017-01-11,6771
2017-01-12,6900
2017-01-13,6637
2017-01-14,6635
2017-01-15,6631
2017-01-16,6596
2017-01-17,6602
2017-01-18,6472
2017-01-19,6371
2017-01-20,6268
2017-01-21,6443
2017-01-22,6438
2017-01-27,6405
2017-01-28,6369
2017-01-29,6404
2017-01-30,6593
2017-01-31,6561
2017-02-01,6492
2017-02-02,6531
2017-02-03,6569
2017-02-04,6535
2017-02-05,6469
2017-02-06,6515
2017-02-07,6515
2017-02-08,6492
2017-02-09,6505
2017-02-10,6439
2017-02-11,6226
2017-02-12,6135
2017-02-13,6111
2017-02-14,6037
2017-02-15,6000
2017-02-16,5961
2017-02-18,5891
2017-02-19,6027
2017-02-20,6008
2017-02-21,5996
2017-02-22,5988
2017-02-23,5888
2017-02-24,5729
2017-02-25,5562
2017-02-26,5528
2017-02-27,5469
2017-02-28,5381
2017-03-01,5262
2017-03-02,5175
2017-03-03,5183
2017-03-04,5185
2017-03-05,5248
2017-03-06,5157
2017-03-07,4918
2017-03-08,4683
2017-03-09,4525
2017-03-10,4433
2017-03-11,4628
2017-03-12,4756
2017-03-13,4808
2017-03-14,4903
2017-03-15,4882
2017-03-16,4849
2017-03-17,4973
2017-03-18,5079
2017-03-19,5033
2017-03-20,4933
2017-03-21,4883
2017-03-22,4872
2017-03-23,4932
2017-03-24,4869
2017-03-25,4734
2017-03-26,4639
2017-03-27,4601
2017-03-28,4641
2017-03-29,4671
2017-03-30,4709
2017-03-31,4869
2017-04-01,4999
2017-04-02,5147
2017-04-03,5354
2017-04-04,5611
2017-04-12,5107
2017-04-13,5012
2017-04-14,4833
2017-04-15,4795
2017-04-16,4960
2017-04-17,5208
2017-04-18,5316
2017-04-19,5368
2017-04-20,5290
2017-04-21,5194
2017-04-22,5047
2017-04-23,5079
2017-04-24,4864
2017-04-25,4677
2017-04-26,4674
2017-04-27,4772
2017-04-28,4931
2017-04-29,5068
2017-04-30,4935
2017-05-01,4833
2017-05-02,4829
2017-05-03,4694
2017-05-04,4556
2017-05-05,4657
2017-05-06,4639
2017-05-07,4581
2017-05-08,4607
2017-05-09,4671
2017-05-10,4694
2017-05-11,4732
2017-05-12,4683
2017-05-13,4750
2017-05-14,4776
2017-05-15,4800
2017-05-16,4783
2017-05-17,4757
2017-05-18,4773
2017-05-19,4743
2017-05-20,4718
2017-05-21,4718
2017-05-22,4727
2017-05-23,4733
2017-05-24,4727
2017-05-25,4684
2017-05-26,4687
2017-05-27,4694
2017-05-28,4689
2017-05-29,4593
2017-05-30,4489
2017-05-31,4483
2017-06-01,4530
2017-06-02,4425
2017-06-03,4336
2017-06-06,4012
2017-06-07,3907
2017-06-08,3870
2017-06-09,3871
2017-06-10,3882
2017-06-11,3918
2017-06-12,3960
2017-06-13,3981
2017-06-14,3974
2017-06-15,4014
2017-06-16,3943
2017-06-17,3920
2017-06-18,3826
2017-06-19,3826
2017-06-20,3950
2017-06-21,4046
2017-06-22,4088
2017-06-23,4147
2017-06-24,4144
2017-06-25,4144
2017-06-26,4106
2017-06-27,4108
2017-06-28,4072
2017-06-29,4077
2017-06-30,4044
2017-07-01,4044
2017-07-02,3936
2017-07-03,3957
2017-07-04,4072
2017-07-05,4072
2017-07-06,4265
2017-07-07,4437
2017-07-08,4659
2017-07-13,5055
2017-07-14,5047
2017-07-15,5298
2017-07-16,5426
2017-07-17,5563
2017-07-18,5626
2017-07-19,5582
2017-07-20,5551
2017-07-21,5499
2017-07-22,5393
2017-07-23,5293
2017-07-24,5267
2017-07-25,5304
2017-07-26,5369
2017-07-27,5601
2017-07-28,5768
2017-07-29,6008
2017-07-30,6030
2017-07-31,6030
2017-08-01,5953
2017-08-02,5844
2017-08-03,5722
2017-08-04,5603
2017-08-05,5611
2017-08-06,5392
2017-08-09,4920
2017-08-10,4929
2017-08-11,5114
2017-08-12,5295
2017-08-13,5458
2017-08-14,5533
2017-08-15,5551
2017-08-16,5661
2017-08-17,5768
2017-08-18,5768
2017-08-19,6018
2017-08-20,6319
2017-08-22,6893
2017-08-23,7058
2017-08-24,7092
2017-08-25,7102
2017-08-26,6912
2017-08-27,6594
2017-08-28,6337
2017-08-29,6047
2017-08-30,5842
2017-08-31,5869
2017-09-01,5993
2017-09-02,6209
2017-09-03,6209
2017-09-04,6253
2017-09-05,6403
2017-09-06,6289
2017-09-07,6395
2017-09-08,6509
2017-09-09,6504
2017-09-10,6322
2017-09-11,6044
2017-09-12,5866
2017-09-13,5722
2017-09-14,5673
2017-09-15,5673
2017-09-16,5611
2017-09-17,5821
2017-09-19,5421
2017-09-20,5264
2017-09-21,5073
2017-09-22,5167
2017-09-23,5167
2017-09-24,5337
2017-09-25,5590
2017-09-26,5869
2017-09-27,6059
2017-09-28,6251
2017-09-29,6023
2017-09-30,5884
2017-10-01,5652
2017-10-02,5475
2017-10-03,5241
2017-10-04,5139
2017-10-05,4991
2017-10-06,4884
2017-10-07,4734
2017-10-08,4699
2017-10-09,4717
2017-10-10,4717
2017-10-11,4717
2017-10-12,4681
2017-10-13,4599
2017-10-14,4588
2017-10-15,4588
2017-10-16,4584
2017-10-17,4584
2017-10-18,4745
2017-10-19,4960
2017-10-20,4926
2017-10-21,4941
2017-10-22,5022
2017-10-23,5162
2017-10-24,5212
2017-10-25,5407
2017-10-26,5678
2017-10-27,5962
2017-10-28,5962
2017-10-29,6261
2017-10-30,6575
2017-10-31,6779
2017-11-01,6779
2017-11-02,6809
2017-11-03,6509
2017-11-04,6627
2017-11-05,6818
2017-11-06,6672
2017-11-07,6494
2017-11-08,6609
2017-11-09,6741
2017-11-10,6560
2017-11-11,6488
2017-11-12,6400
2017-11-13,6396
2017-11-14,6550
2017-11-15,6686
2017-11-16,6499
2017-11-17,6461
2017-11-18,6446
2017-11-19,6526
2017-11-20,6525
2017-11-21,6508
2017-11-22,6445
2017-11-23,6439
2017-11-24,6433
2017-11-25,6389
2017-11-26,6260
2017-11-27,6260
2017-11-28,5962
2017-11-29,5722
2017-11-30,5561
2017-12-01,5372
2017-12-02,5231
2017-12-03,5262
2017-12-04,5235
2017-12-05,5179
2017-12-06,5038
2017-12-07,4825
2017-12-08,4675
2017-12-09,4442
2017-12-10,4225
2017-12-11,4341
2017-12-12,4527
2017-12-14,4961
2017-12-15,5114
2017-12-17,5243
2017-12-18,5448
2017-12-19,5625
2017-12-20,5450
2017-12-21,5179
2017-12-22,4930
2017-12-23,4696
2017-12-24,4494
2017-12-25,4398
2017-12-26,4334
2017-12-27,4534
2017-12-28,4761
2017-12-29,5000
2017-12-30,5220
2017-12-31,5349
2018-01-01,5241
2018-01-02,5062
2018-01-03,4979
2018-01-04,5083
2018-01-05,5334
2018-01-06,5601
2018-01-07,5811
2018-01-08,5662
2018-01-09,5539
2018-01-10,5494
2018-01-11,5355
2018-01-12,5105
2018-01-13,4940
2018-01-14,4726
2018-01-15,4783
2018-01-16,4890
2018-01-17,5000
2018-01-18,5177
2018-01-19,5177
2018-01-20,5119
2018-01-21,5133
2018-01-22,5089
2018-01-23,4962
2018-01-25,4884
2018-01-26,4918
2018-01-27,5054
2018-01-28,5296
2018-01-29,5561
2018-01-31,5881
2018-02-01,5886
2018-02-02,5792
2018-02-03,5786
2018-02-04,6076
2018-02-05,6251
2018-02-06,6179
2018-02-07,5922
2018-02-08,5659
2018-02-09,5534
2018-02-10,5457
2018-02-11,5684
2018-02-12,5969
2018-02-13,6268
2018-02-14,6582
2018-02-15,6912
2018-02-16,7195
2018-02-17,6934
2018-02-18,6590
2018-02-19,6291
2018-02-20,6506
2018-02-21,6431
2018-02-22,6400
2018-02-23,6258
2018-02-24,6141
2018-02-25,6391
2018-02-26,6708
2018-02-27,7044
2018-03-01,7767
2018-03-02,8136
2018-03-03,8286
2018-03-04,7906
2018-03-05,7793
2018-03-06,7599
2018-03-07,7233
2018-03-08,6907
2018-03-09,6741
2018-03-10,6511
2018-03-11,6294
2018-03-12,6156
2018-03-13,6027
2018-03-14,5922
2018-03-15,5669
2018-03-16,5460
2018-03-17,5327
2018-03-18,5315
2018-03-19,5270
2018-03-20,5123
2018-03-21,4868
2018-03-23,4438
2018-03-24,4370
2018-03-26,4773
2018-03-27,5008
2018-03-28,5244
2018-03-29,5470
2018-03-30,5744
2018-03-31,6032
2018-04-01,6334
2018-04-02,6551
2018-04-03,6363
2018-04-04,6047
2018-04-05,5852
2018-04-06,5956
2018-04-07,5923
2018-04-08,5840
2018-04-09,5736
2018-04-10,5825
2018-04-11,5648
2018-04-12,5493
2018-04-13,5367
2018-04-14,5490
2018-04-15,5273
2018-04-16,5245
2018-04-17,5184
2018-04-18,5111
2018-04-19,5108
2018-04-20,5052
2018-04-21,4953
2018-04-22,4774
2018-04-23,4617
2018-04-24,4569
2018-04-25,4644
2018-04-26,4860
2018-04-27,5089
2018-04-28,5294
2018-04-29,5476
2018-04-30,5321
2018-05-01,5075
2018-05-04,4681
2018-05-05,4732
2018-05-06,4784
2018-05-07,4819
2018-05-08,4794
2018-05-09,4740
2018-05-10,4799
2018-05-11,4746
2018-05-12,4701
2018-05-13,4849
2018-05-14,4939
2018-05-15,4994
2018-05-16,5228
2018-05-17,5490
2018-05-18,5765
2018-05-19,6053
2018-05-20,6331
2018-05-21,6601
2018-05-22,6918
2018-05-23,7158
2018-05-24,7186
2018-05-25,7384
2018-05-26,7725
2018-05-27,7701
2018-05-28,7682
2018-05-29,7978
2018-05-30,8152
2018-05-31,8516
2018-06-01,8902
2018-06-02,9091
2018-06-03,9321
2018-06-04,9598
2018-06-05,10066
2018-06-06,10566
2018-06-07,11095
2018-06-08,10804
2018-06-09,10263
2018-06-10,9749
2018-06-11,9261
2018-06-12,8874
2018-06-13,8430
2018-06-14,8025
2018-06-15,7649
2018-06-16,7449
2018-06-17,7148
2018-06-18,6790
2018-06-19,6450
2018-06-20,6127
2018-06-21,5932
2018-06-22,5771
2018-06-23,5606
2018-06-24,5345
2018-06-25,5077
2018-06-26,4890
2018-06-27,5099
2018-06-28,5294
2018-06-29,5374
2018-06-30,5410
2018-07-01,5422
2018-07-02,5508
2018-07-03,5665
2018-07-04,5766
2018-07-05,5786
2018-07-06,5644
2018-07-07,5556
2018-07-08,5479
2018-07-09,5595
2018-07-10,5591
2018-07-11,5642
2018-07-12,5632
2018-07-13,5452
2018-07-14,5290
2018-07-15,5090
2018-07-16,4913
2018-07-17,4918
2018-07-18,5120
2018-07-19,5375
2018-07-20,5583
2018-07-21,5830
2018-07-22,6108
2018-07-23,6312
2018-07-24,6480
2018-07-25,6539
2018-07-26,6514
2018-07-27,6528
2018-07-28,6495
2018-07-29,6341
2018-07-30,6338
2018-07-31,6527
2018-08-01,6562
2018-08-02,6664
2018-08-03,6799
2018-08-04,6792
2018-08-05,6815
2018-08-06,6947
2018-08-07,7159
2018-08-08,7397
2018-08-09,7473
2018-08-10,7529
2018-08-11,7509
2018-08-12,7398
2018-08-14,6966
2018-08-16,6781
2018-08-17,6601
2018-08-18,6588
2018-08-19,6455
2018-08-20,6696
2018-08-21,6804
2018-08-22,6825
2018-08-23,6843
2018-08-24,6916
2018-08-25,7074
2018-08-26,7255
2018-08-27,7333
2018-08-28,7612
2018-08-29,7911
2018-08-30,8131
2018-08-31,8010
2018-09-01,7885
2018-09-02,7980
2018-09-03,7908
2018-09-04,7766
2018-09-05,7709
2018-09-06,7603
2018-09-07,7620
2018-09-08,7804
2018-09-09,7922
2018-09-10,7937
2018-09-11,8059
2018-09-12,7973
2018-09-13,7820
2018-09-14,7819
2018-09-15,7697
2018-09-16,7573
2018-09-17,7566
2018-09-18,7577
2018-09-19,7635
2018-09-20,7796
2018-09-21,7732
2018-09-22,7652
2018-09-23,7752
2018-09-24,7572
2018-09-25,7538
2018-09-26,7616
2018-09-27,7628
2018-09-28,7605
2018-09-29,7666
2018-09-30,7686
2018-10-02,7733
2018-10-03,7755
2018-10-04,7859
2018-10-05,7952
2018-10-06,7924
2018-10-07,7905
2018-10-08,7979
2018-10-09,8040
2018-10-10,7900
2018-10-11,7806
2018-10-12,7696
2018-10-13,7447
2018-10-14,7554
2018-10-15,7603
2018-10-16,7791
2018-10-17,7647
2018-10-18,7497
2018-10-19,7339
2018-10-20,7198
2018-10-21,7142
2018-10-22,7160
2018-10-23,6964
2018-10-24,6836
2018-10-25,6874
2018-10-26,7012
2018-10-27,6864
2018-10-28,6722
2018-10-29,6694
2018-10-30,6754
2018-10-31,6786
2018-11-01,6741
2018-11-03,6965
2018-11-04,7137
2018-11-05,7232
2018-11-06,7070
2018-11-07,6917
2018-11-08,6696
2018-11-09,6754
2018-11-10,6624
2018-11-11,6598
2018-11-12,6571
2018-11-13,6582
2018-11-15,6986
2018-11-16,7040
2018-11-17,6980
2018-11-18,6848
2018-11-19,6768
2018-11-20,6988
2018-11-21,7183
2018-11-22,7257
2018-11-23,7376
2018-11-24,7403
2018-11-25,7601
2018-11-26,7801
2018-11-27,7921
2018-11-28,8172
2018-11-29,8578
2018-12-01,9115
2018-12-02,8781
2018-12-03,8713
2018-12-04,8651
2018-12-05,8439
2018-12-07,8258
2018-12-09,7793
2018-12-10,7600
2018-12-11,7734
2018-12-12,7763
2018-12-13,7696
2018-12-14,7714
2018-12-15,7701
2018-12-16,7688
2018-12-17,7753
2018-12-18,7960
2018-12-19,8346
2018-12-20,8764
2018-12-21,9012
2018-12-22,9406
2018-12-23,9870
2018-12-24,10281
2018-12-25,10374
2018-12-26,10217
2018-12-27,9832
2018-12-28,9340
2018-12-29,8903
2018-12-30,8614
2018-12-31,8581
2019-01-01,8521
2019-01-02,8428
2019-01-03,8175
2019-01-04,8134
2019-01-05,8004
2019-01-06,7671
2019-01-08,7685
2019-01-10,7235
2019-01-11,6993
2019-01-12,6790
2019-01-13,6745
2019-01-14,6575
2019-01-15,6574
2019-01-16,6419
2019-01-17,6191
2019-01-18,6380
2019-01-19,6699
2019-01-20,7034
2019-01-21,7373
2019-01-22,7505
2019-01-23,7771
2019-01-24,7898
2019-01-25,8001
2019-01-26,8021
2019-01-27,7982
2019-01-28,7827
2019-01-29,7752
2019-01-30,7755
2019-01-31,7919
2019-02-01,7880
2019-02-02,7884
2019-02-03,8137
2019-02-04,8448
2019-02-05,8777
2019-02-06,8613
2019-02-07,8411
2019-02-08,8302
2019-02-09,8103
2019-02-10,8064
2019-02-11,8137
2019-02-12,8131
2019-02-13,8134
2019-02-14,7978
2019-02-15,7757
2019-02-16,7478
2019-02-17,7293
2019-02-18,7292
2019-02-19,7411
2019-02-20,7382
2019-02-21,7158
2019-02-22,7127
2019-02-23,7261
2019-02-24,7624
2019-02-25,7981
2019-02-26,8381
2019-02-27,8801
2019-02-28,8604
2019-03-01,8196
2019-03-02,8008
2019-03-03,7996
2019-03-04,8095
2019-03-05,8295
2019-03-06,8372
2019-03-07,8587
2019-03-08,8767
2019-03-09,8769
2019-03-10,8761
2019-03-11,8559
2019-03-12,8414
2019-03-13,8373
2019-03-14,8188
2019-03-15,7883
2019-03-16,7692
2019-03-17,7622
2019-03-18,7425
2019-03-19,7334
2019-03-20,7476
2019-03-21,7840
2019-03-22,8112
2019-03-23,7930
2019-03-24,7713
2019-03-25,7640
2019-03-26,7585
2019-03-27,7584
2019-03-28,7341
2019-03-29,7100
2019-03-30,7171
2019-03-31,7243
2019-04-01,7166
2019-04-02,7123
2019-04-03,7041
2019-04-04,6939
2019-04-05,6900
2019-04-06,6919
2019-04-07,6807
2019-04-08,6691
