date_obj,Black%20d'hide%20body%20(g) price
2015-08-28,35550
2015-08-29,36393
2015-08-30,36393
2015-08-31,37532
2015-09-01,37532
2015-09-02,38379
2015-09-03,38379
2015-09-04,38438
2015-09-05,38438
2015-09-06,38490
2015-09-07,38490
2015-09-08,38622
2015-09-09,38622
2015-09-10,38664
2015-09-11,38664
2015-09-12,38614
2015-09-13,38614
2015-09-14,38075
2015-09-15,37488
2015-09-16,37488
2015-09-17,36777
2015-09-18,36777
2015-09-19,36785
2015-09-20,36785
2015-09-21,37735
2015-09-22,37735
2015-09-23,37673
2015-09-24,37673
2015-09-25,37673
2015-09-27,38913
2015-09-28,39395
2015-09-29,39395
2015-09-30,41267
2015-10-05,42278
2015-10-06,43245
2015-10-07,43245
2015-10-08,44012
2015-10-09,44012
2015-10-10,44012
2015-10-11,43992
2015-10-12,43992
2015-10-13,43992
2015-10-14,44749
2015-10-15,44749
2015-10-16,46613
2015-10-17,46613
2015-10-18,46613
2015-10-19,48409
2015-10-20,48409
2015-10-22,50350
2015-10-23,50350
2015-10-24,51354
2015-10-25,52313
2015-10-26,52313
2015-10-27,52313
2015-10-28,53761
2015-10-29,53761
2015-10-30,53761
2015-10-31,55814
2015-11-01,55814
2015-11-02,55814
2015-11-03,57869
2015-11-04,57869
2015-11-05,57869
2015-11-06,59646
2015-11-07,59646
2015-11-08,61177
2015-11-09,61177
2015-11-10,61177
2015-11-11,62526
2015-11-12,62526
2015-11-13,62526
2015-11-14,64163
2015-11-15,64163
2015-11-16,65409
2015-11-17,65409
2015-11-18,65409
2015-11-19,66344
2015-11-20,66344
2015-11-21,66344
2015-11-22,66154
2015-11-23,66154
2015-11-24,66154
2015-11-25,68371
2015-11-26,68371
2015-11-27,68371
2015-11-28,71688
2015-11-29,71688
2015-11-30,73514
2015-12-01,73514
2015-12-02,73514
2015-12-03,75122
2015-12-04,75122
2015-12-05,75122
2015-12-06,77345
2015-12-07,77345
2015-12-08,77345
2015-12-09,78498
2015-12-10,78498
2015-12-11,77290
2015-12-12,77290
2015-12-13,78050
2015-12-14,78050
2015-12-15,80199
2015-12-16,80199
2015-12-17,80199
2015-12-18,81262
2015-12-19,81262
2015-12-20,83600
2015-12-21,83600
2015-12-22,83184
2015-12-23,83184
2015-12-24,82936
2015-12-25,82936
2015-12-26,83139
2015-12-27,83139
2015-12-28,83592
2015-12-29,83592
2015-12-30,83672
2015-12-31,83672
2016-01-01,83672
2016-01-02,82704
2016-01-03,82704
2016-01-04,82743
2016-01-05,82743
2016-01-06,82356
2016-01-07,82356
2016-01-08,80197
2016-01-09,80197
2016-01-10,78321
2016-01-11,78321
2016-01-12,76100
2016-01-13,76100
2016-01-14,72384
2016-01-15,72384
2016-01-16,69797
2016-01-17,69797
2016-01-18,66988
2016-01-19,66988
2016-01-20,63883
2016-01-21,63883
2016-01-22,60852
2016-01-23,60852
2016-01-24,58595
2016-01-25,58595
2016-01-26,56552
2016-01-27,56552
2016-01-28,54921
2016-01-29,52913
2016-01-30,52913
2016-01-31,52463
2016-02-01,51418
2016-02-02,51418
2016-02-03,50978
2016-02-04,50978
2016-02-05,51462
2016-02-06,52337
2016-02-07,52337
2016-02-08,52605
2016-02-09,52605
2016-02-10,53466
2016-02-11,53466
2016-02-12,53466
2016-02-13,54550
2016-02-14,54550
2016-02-15,55258
2016-02-16,55258
2016-02-17,56664
2016-02-18,56664
2016-02-19,56664
2016-02-20,57994
2016-02-21,59419
2016-02-22,59419
2016-02-23,59966
2016-02-24,59966
2016-02-25,61312
2016-02-26,61312
2016-02-27,59479
2016-02-28,59479
2016-02-29,58300
2016-03-01,58300
2016-03-02,57344
2016-03-03,57344
2016-03-04,56147
2016-03-05,56147
2016-03-06,54857
2016-03-07,54857
2016-03-08,54487
2016-03-09,54487
2016-03-10,53266
2016-03-11,53266
2016-03-12,52061
2016-03-13,52061
2016-03-14,50437
2016-03-15,50437
2016-03-16,49017
2016-03-17,49017
2016-03-18,47923
2016-03-19,47923
2016-03-20,46858
2016-03-21,46858
2016-03-22,47307
2016-03-23,47307
2016-03-24,46084
2016-03-25,46084
2016-03-26,45287
2016-03-27,45287
2016-03-28,44588
2016-03-29,44588
2016-03-30,43530
2016-03-31,43530
2016-04-01,43307
2016-04-02,43307
2016-04-03,43321
2016-04-04,43321
2016-04-05,42740
2016-04-06,42740
2016-04-07,41836
2016-04-08,41836
2016-04-09,40801
2016-04-10,40699
2016-04-11,40699
2016-04-12,39210
2016-04-13,38350
2016-04-14,38350
2016-04-15,36928
2016-04-16,36928
2016-04-17,36048
2016-04-18,35102
2016-04-19,35102
2016-04-20,34531
2016-04-21,34531
2016-04-22,33950
2016-04-23,33950
2016-04-24,33652
2016-04-25,33304
2016-04-26,33304
2016-04-27,32795
2016-04-28,32795
2016-04-29,32196
2016-04-30,32196
2016-05-01,31530
2016-05-02,31530
2016-05-03,31427
2016-05-04,31427
2016-05-05,31354
2016-05-06,31354
2016-05-07,30905
2016-05-08,30905
2016-05-09,30863
2016-05-10,30746
2016-05-11,30746
2016-05-12,29850
2016-05-13,29187
2016-05-14,29187
2016-05-15,28624
2016-05-16,28624
2016-05-17,28194
2016-05-18,27523
2016-05-19,27523
2016-05-22,27226
2016-05-23,26771
2016-05-24,25769
2016-05-25,25769
2016-05-26,25270
2016-05-27,24587
2016-05-28,24587
2016-05-29,24325
2016-05-30,24325
2016-05-31,24077
2016-06-01,23914
2016-06-02,23914
2016-06-03,23652
2016-06-04,23599
2016-06-05,23599
2016-06-06,23300
2016-06-07,23300
2016-06-08,22856
2016-06-09,22455
2016-06-10,22355
2016-06-11,22355
2016-06-12,21610
2016-06-13,21610
2016-06-14,21212
2016-06-15,21212
2016-06-16,21008
2016-06-17,20537
2016-06-18,20537
2016-06-19,20759
2016-06-20,20759
2016-06-21,20683
2016-06-22,21375
2016-06-23,21546
2016-06-24,21546
2016-06-25,21987
2016-06-26,21987
2016-06-27,22693
2016-06-28,23085
2016-06-29,23549
2016-06-30,24027
2016-07-01,24307
2016-07-02,24307
2016-07-03,24385
2016-07-04,24419
2016-07-05,24419
2016-07-06,24248
2016-07-07,24248
2016-07-08,23770
2016-07-09,23037
2016-07-10,21885
2016-07-11,21648
2016-07-12,21396
2016-07-13,21396
2016-07-14,21154
2016-07-15,20708
2016-07-16,20783
2016-07-17,20783
2016-07-18,20208
2016-07-23,21161
2016-07-24,21008
2016-07-25,21008
2016-07-26,22031
2016-07-27,22031
2016-07-28,22649
2016-07-29,23718
2016-07-30,24844
2016-07-31,24844
2016-08-01,25801
2016-08-02,26884
2016-08-03,26884
2016-08-04,28147
2016-08-05,28147
2016-08-06,29348
2016-08-07,30229
2016-08-08,30229
2016-08-09,29970
2016-08-10,29970
2016-08-11,29312
2016-08-12,29312
2016-08-13,28931
2016-08-14,28931
2016-08-15,28579
2016-08-16,28579
2016-08-17,29248
2016-08-18,29248
2016-08-19,30272
2016-08-20,30272
2016-08-21,31089
2016-08-22,31089
2016-08-23,32438
2016-08-24,32438
2016-08-25,33611
2016-08-26,33611
2016-08-28,34349
2016-08-31,36218
2016-09-01,36526
2016-09-02,36526
2016-09-03,36263
2016-09-04,36052
2016-09-05,36052
2016-09-06,35843
2016-09-07,35843
2016-09-08,35955
2016-09-09,35955
2016-09-10,35059
2016-09-11,35059
2016-09-12,34456
2016-09-13,34456
2016-09-14,34519
2016-09-15,34519
2016-09-16,33505
2016-09-17,33505
2016-09-18,32741
2016-09-19,32955
2016-09-20,32955
2016-09-21,32416
2016-09-22,31829
2016-09-23,31829
2016-09-24,30750
2016-09-25,29826
2016-09-26,29826
2016-09-27,29211
2016-09-28,29211
2016-09-29,29727
2016-09-30,29974
2016-10-01,29974
2016-10-02,30568
2016-10-03,30568
2016-10-04,31176
2016-10-05,31176
2016-10-06,30877
2016-10-07,30877
2016-10-08,30432
2016-10-09,30432
2016-10-10,30432
2016-10-11,29952
2016-10-12,29952
2016-10-13,29468
2016-10-14,29468
2016-10-15,28420
2016-10-16,28420
2016-10-17,28273
2016-10-18,28273
2016-10-19,28164
2016-10-20,28164
2016-10-21,28415
2016-10-22,28415
2016-10-23,28398
2016-10-24,28398
2016-10-25,28806
2016-10-26,28833
2016-10-27,28833
2016-10-28,28746
2016-10-29,29133
2016-10-30,29133
2016-10-31,28893
2016-11-01,28893
2016-11-02,28226
2016-11-03,28226
2016-11-04,28125
2016-11-05,28125
2016-11-06,28064
2016-11-07,28064
2016-11-08,27822
2016-11-09,27110
2016-11-10,27110
2016-11-11,26760
2016-11-12,26549
2016-11-13,26549
2016-11-14,26271
2016-11-15,26271
2016-12-07,28503
2016-12-08,28503
2016-12-09,28127
2016-12-10,28127
2016-12-11,27897
2016-12-12,27897
2016-12-13,27149
2016-12-14,27137
2016-12-15,27137
2016-12-16,27430
2016-12-17,27190
2016-12-18,27190
2016-12-19,26957
2016-12-20,26957
2016-12-21,27181
2016-12-22,27181
2016-12-23,27315
2016-12-24,27315
2016-12-25,27340
2016-12-26,27340
2016-12-27,27170
2016-12-28,27170
2016-12-29,27508
2016-12-30,27508
2016-12-31,27206
2017-01-01,27206
2017-01-02,27352
2017-01-03,27352
2017-01-04,28013
2017-01-05,28013
2017-01-06,27173
2017-01-07,26975
2017-01-08,26975
2017-01-09,26481
2017-01-10,27203
2017-01-11,27618
2017-01-12,27398
2017-01-13,27398
2017-01-14,27910
2017-01-15,28131
2017-01-16,29172
2017-01-17,29729
2017-01-18,30499
2017-01-19,30499
2017-01-20,31132
2017-01-21,31951
2017-01-22,31951
2017-01-23,31788
2017-01-27,31245
2017-01-28,30582
2017-01-29,30767
2017-01-30,30767
2017-01-31,30721
2017-02-01,30668
2017-02-02,30668
2017-02-03,30119
2017-02-04,30316
2017-02-05,30316
2017-02-06,30399
2017-02-07,30763
2017-02-08,30692
2017-02-09,30692
2017-02-10,31998
2017-02-11,33546
2017-02-12,33546
2017-02-13,34659
2017-02-14,34659
2017-02-15,34238
2017-02-16,34311
2017-02-18,34801
2017-02-19,35800
2017-02-20,35800
2017-02-21,37192
2017-02-22,37192
2017-02-23,38564
2017-02-24,38564
2017-02-25,39854
2017-02-26,39854
2017-02-27,41319
2017-02-28,42587
2017-03-01,42587
2017-03-02,43301
2017-03-03,43301
2017-03-04,43198
2017-03-05,43198
2017-03-06,44765
2017-03-07,44765
2017-03-08,46913
2017-03-09,46913
2017-03-10,49036
2017-03-11,49036
2017-03-12,49835
2017-03-13,49835
2017-03-14,49893
2017-03-15,49893
2017-03-16,48259
2017-03-17,48259
2017-03-18,45846
2017-03-19,45135
2017-03-20,45674
2017-03-21,46961
2017-03-22,47906
2017-03-23,47906
2017-03-24,47867
2017-03-25,47867
2017-03-26,47497
2017-03-27,45949
2017-03-28,45949
2017-03-29,47117
2017-03-30,47117
2017-03-31,49442
2017-04-01,49442
2017-04-02,51863
2017-04-03,54396
2017-04-04,54396
2017-04-12,65682
2017-04-13,68894
2017-04-14,68894
2017-04-15,72114
2017-04-16,75214
2017-04-17,78607
2017-04-18,78607
2017-04-19,82400
2017-04-20,82400
2017-04-21,86192
2017-04-22,86192
2017-04-23,90314
2017-04-24,90314
2017-04-25,94663
2017-04-26,94663
2017-04-27,94663
2017-04-28,98865
2017-04-29,103294
2017-04-30,103294
2017-05-01,107492
2017-05-02,107492
2017-05-03,112485
2017-05-04,117480
2017-05-05,117480
2017-05-06,119688
2017-05-07,119688
2017-05-08,113758
2017-05-09,108792
2017-05-10,108792
2017-05-11,103352
2017-05-12,98399
2017-05-13,93919
2017-05-14,93919
2017-05-15,89223
2017-05-16,85225
2017-05-17,85225
2017-05-18,80963
2017-05-19,80963
2017-05-20,76914
2017-05-21,76914
2017-05-22,73068
2017-05-23,73068
2017-05-24,69414
2017-05-25,69414
2017-05-26,65943
2017-05-27,62645
2017-05-28,62645
2017-05-29,59566
2017-05-30,59566
2017-05-31,57562
2017-06-01,56023
2017-06-02,53923
2017-06-03,53923
2017-06-04,51516
2017-06-05,51516
2017-06-06,49150
2017-06-07,47096
2017-06-08,47096
2017-06-09,45767
2017-06-10,44258
2017-06-11,43152
2017-06-12,43152
2017-06-13,41345
2017-06-14,41345
2017-06-15,39675
2017-06-16,39126
2017-06-17,39126
2017-06-18,38687
2017-06-19,38687
2017-06-20,37966
2017-06-21,37966
2017-06-22,36606
2017-06-23,36606
2017-06-24,35940
2017-06-25,35940
2017-06-26,35126
2017-06-27,33606
2017-06-28,33606
2017-06-29,32552
2017-06-30,32552
2017-07-01,31663
2017-07-02,31199
2017-07-03,30579
2017-07-04,30262
2017-07-05,30262
2017-07-06,30597
2017-07-07,30597
2017-07-08,30439
2017-07-13,30471
2017-07-14,30817
2017-07-15,30817
2017-07-16,30214
2017-07-17,30793
2017-07-18,30793
2017-07-19,30600
2017-07-20,30600
2017-07-21,30336
2017-07-22,30336
2017-07-23,30256
2017-07-24,30256
2017-07-25,30105
2017-07-26,29596
2017-07-27,28999
2017-07-28,28999
2017-07-29,28849
2017-07-30,28752
2017-07-31,28752
2017-08-01,29549
2017-08-02,30670
2017-08-03,30670
2017-08-04,32061
2017-08-05,33517
2017-08-06,33517
2017-08-07,32614
2017-08-08,32614
2017-08-09,31382
2017-08-10,29935
2017-08-11,29935
2017-08-12,28438
2017-08-13,27016
2017-08-14,27016
2017-08-15,25693
2017-08-16,24457
2017-08-17,24991
2017-08-18,24991
2017-08-19,25692
2017-08-20,26939
2017-08-21,26939
2017-08-22,28264
2017-08-23,28264
2017-08-24,29546
2017-08-25,29546
2017-08-26,30911
2017-08-27,32296
2017-08-28,32296
2017-08-29,33911
2017-08-30,34471
2017-08-31,34471
2017-09-01,35389
2017-09-02,35317
2017-09-03,35317
2017-09-04,35711
2017-09-05,36713
2017-09-06,36713
2017-09-07,37236
2017-09-08,37236
2017-09-09,38082
2017-09-10,38082
2017-09-11,38796
2017-09-12,38796
2017-09-13,39862
2017-09-14,39862
2017-09-15,40802
2017-09-16,40802
2017-09-17,41830
2017-09-18,41830
2017-09-19,43635
2017-09-20,45360
2017-09-22,46595
2017-09-23,46595
2017-09-24,46525
2017-09-25,46525
2017-09-26,46836
2017-09-27,46836
2017-09-28,46471
2017-09-29,47075
2017-09-30,47075
2017-10-01,47458
2017-10-02,47458
2017-10-03,48459
2017-10-04,48459
2017-10-05,49802
2017-10-06,49802
2017-10-07,50100
2017-10-08,50100
2017-10-09,51510
2017-10-10,51510
2017-10-11,52938
2017-10-12,52938
2017-10-13,54301
2017-10-14,54301
2017-10-15,55618
2017-10-16,57321
2017-10-17,57321
2017-10-18,57658
2017-10-19,57658
2017-10-20,57139
2017-10-21,57139
2017-10-22,55345
2017-10-23,55345
2017-10-24,55067
2017-10-25,54197
2017-10-26,54197
2017-10-27,54272
2017-10-28,54272
2017-10-29,54505
2017-10-30,55731
2017-10-31,55731
2017-11-01,57270
2017-11-02,57270
2017-11-03,57685
2017-11-04,58660
2017-11-05,58660
2017-11-06,57960
2017-11-07,57960
2017-11-08,56995
2017-11-09,56995
2017-11-10,56697
2017-11-11,56697
2017-11-12,56126
2017-11-13,56126
2017-11-14,54758
2017-11-15,54758
2017-11-16,53054
2017-11-17,53054
2017-11-18,51372
2017-11-19,51267
2017-11-20,51267
2017-11-21,51267
2017-11-22,51267
2017-11-23,51246
2017-11-24,51246
2017-11-25,51362
2017-11-26,51362
2017-11-27,50520
2017-11-28,50449
2017-11-29,50449
2017-11-30,50252
2017-12-01,49932
2017-12-02,49932
2017-12-03,49816
2017-12-04,49816
2017-12-05,49104
2017-12-06,49104
2017-12-07,48729
2017-12-08,48729
2017-12-09,49173
2017-12-10,49222
2017-12-11,49222
2017-12-12,47856
2017-12-13,47856
2017-12-14,46932
2017-12-15,45807
2017-12-16,45807
2017-12-17,45085
2017-12-18,43840
2017-12-19,43840
2017-12-20,42985
2017-12-21,41962
2017-12-22,41962
2017-12-23,40115
2017-12-24,40115
2017-12-25,39387
2017-12-26,39194
2017-12-27,40241
2017-12-28,40241
2017-12-29,41179
2017-12-30,41608
2017-12-31,41608
2018-01-01,42518
2018-01-02,42518
2018-01-03,42103
2018-01-04,42103
2018-01-05,41409
2018-01-06,41182
2018-01-07,41182
2018-01-08,41290
2018-01-09,42567
2018-01-10,42567
2018-01-11,42859
2018-01-12,42859
2018-01-13,43338
2018-01-14,42096
2018-01-15,42768
2018-01-16,43576
2018-01-17,43946
2018-01-18,43946
2018-01-19,45017
2018-01-20,45473
2018-01-21,45473
2018-01-22,46097
2018-01-23,46670
2018-01-24,46670
2018-01-25,47450
2018-01-26,47450
2018-01-27,47428
2018-01-28,48026
2018-01-29,48026
2018-01-30,48144
2018-01-31,48144
2018-02-01,47619
2018-02-02,47619
2018-02-03,45702
2018-02-04,44689
2018-02-05,44689
2018-02-06,44125
2018-02-07,43892
2018-02-08,43892
2018-02-09,43617
2018-02-10,43617
2018-02-11,42955
2018-02-12,41595
2018-02-13,41595
2018-02-14,41493
2018-02-15,41407
2018-02-16,41407
2018-02-17,41107
2018-02-18,41107
2018-02-19,40822
2018-02-20,40822
2018-02-21,41667
2018-02-22,41667
2018-02-23,41829
2018-02-24,41829
2018-02-25,42287
2018-02-26,42287
2018-02-27,42968
2018-02-28,42968
2018-03-01,43337
2018-03-02,43834
2018-03-03,44463
2018-03-04,44463
2018-03-05,45234
2018-03-06,46385
2018-03-07,46944
2018-03-08,46944
2018-03-09,46850
2018-03-10,46850
2018-03-11,47099
2018-03-12,47620
2018-03-13,47620
2018-03-14,46281
2018-03-15,46281
2018-03-16,44686
2018-03-17,42957
2018-03-18,42957
2018-03-20,41775
2018-03-21,41775
2018-03-22,41626
2018-03-23,41626
2018-03-24,41544
2018-03-25,41493
2018-03-26,41493
2018-03-27,43263
2018-03-28,43263
2018-03-29,45349
2018-03-30,45349
2018-03-31,46311
2018-04-01,46311
2018-04-02,45921
2018-04-03,45695
2018-04-04,45695
2018-04-05,46049
2018-04-06,46873
2018-04-07,46873
2018-04-08,47537
2018-04-09,47537
2018-04-10,48168
2018-04-11,48168
2018-04-12,48074
2018-04-13,48074
2018-04-14,46204
2018-04-15,45280
2018-04-16,45280
2018-04-17,45032
2018-04-18,45032
2018-04-19,45131
2018-04-20,44388
2018-04-21,43844
2018-04-22,43844
2018-04-23,44640
2018-04-24,44640
2018-04-25,45860
2018-04-26,45860
2018-04-27,47132
2018-04-28,48658
2018-04-29,49544
2018-04-30,50981
2018-05-01,50981
2018-05-02,51715
2018-05-03,51715
2018-05-04,51562
2018-05-05,53201
2018-05-06,53201
2018-05-07,52804
2018-05-08,52804
2018-05-09,52640
2018-05-10,51126
2018-05-11,51126
2018-05-12,49689
2018-05-13,49689
2018-05-14,48785
2018-05-15,48785
2018-05-16,47990
2018-05-17,47990
2018-05-18,48738
2018-05-19,49813
2018-05-20,49813
2018-05-21,50462
2018-05-22,50462
2018-05-23,50658
2018-05-24,50658
2018-05-25,49669
2018-05-26,48657
2018-05-27,48657
2018-05-28,46548
2018-05-29,44552
2018-05-30,44552
2018-05-31,43004
2018-06-01,43141
2018-06-02,43490
2018-06-03,43490
2018-06-04,43910
2018-06-05,44383
2018-06-06,44583
2018-06-07,44583
2018-06-08,43244
2018-06-09,43244
2018-06-10,41081
2018-06-11,41081
2018-06-12,39026
2018-06-13,37074
2018-06-14,35679
2018-06-15,34679
2018-06-16,35244
2018-06-17,33690
2018-06-18,32178
2018-06-19,30569
2018-06-20,30569
2018-06-21,29040
2018-06-22,27787
2018-06-23,27787
2018-06-24,27276
2018-06-25,26630
2018-06-26,26727
2018-06-27,26804
2018-06-28,27056
2018-06-29,27414
2018-06-30,28149
2018-07-01,29071
2018-07-02,29071
2018-07-03,30262
2018-07-04,30262
2018-07-05,31602
2018-07-06,31484
2018-07-07,31478
2018-07-08,31478
2018-07-09,32449
2018-07-10,32998
2018-07-11,33879
2018-07-12,33879
2018-07-13,35032
2018-07-14,35782
2018-07-15,35782
2018-07-16,37087
2018-07-17,38447
2018-07-18,40026
2018-07-19,40026
2018-07-20,40801
2018-07-21,41344
2018-07-22,42138
2018-07-23,42984
2018-07-24,42984
2018-07-25,43666
2018-07-26,44161
2018-07-27,42903
2018-07-28,42903
2018-07-29,42794
2018-07-30,42794
2018-07-31,42746
2018-08-01,42746
2018-08-02,43393
2018-08-03,43393
2018-08-04,43820
2018-08-05,43820
2018-08-06,44767
2018-08-07,44767
2018-08-08,45808
2018-08-09,45808
2018-08-10,45586
2018-08-11,46623
2018-08-12,47323
2018-08-14,47645
2018-08-16,48075
2018-08-17,47704
2018-08-18,47704
2018-08-19,46574
2018-08-20,46189
2018-08-21,46189
2018-08-22,46647
2018-08-23,46692
2018-08-24,46832
2018-08-25,47210
2018-08-26,47210
2018-08-27,46854
2018-08-28,46095
2018-08-29,46095
2018-08-30,46896
2018-08-31,46880
2018-09-01,47014
2018-09-02,46937
2018-09-03,46712
2018-09-04,45592
2018-09-05,44650
2018-09-06,44650
2018-09-07,44348
2018-09-08,43647
2018-09-09,43647
2018-09-10,42202
2018-09-11,42202
2018-09-12,41997
2018-09-13,42950
2018-09-14,43137
2018-09-15,43092
2018-09-16,43092
2018-09-17,43262
2018-09-18,42324
2018-09-19,42324
2018-09-20,40851
2018-09-21,40851
2018-09-22,39350
2018-09-23,37972
2018-09-24,36867
2018-09-25,36867
2018-09-26,36081
2018-09-27,36081
2018-09-28,34969
2018-09-29,35313
2018-09-30,35083
2018-10-01,34866
2018-10-02,35780
2018-10-03,35007
2018-10-04,35007
2018-10-05,34387
2018-10-06,34294
2018-10-07,34294
2018-10-08,34728
2018-10-09,35954
2018-10-10,36424
2018-10-11,37154
2018-10-12,37154
2018-10-13,37199
2018-10-14,37181
2018-10-15,37136
2018-10-16,37233
2018-10-17,36509
2018-10-18,35240
2018-10-19,34404
2018-10-20,34404
2018-10-21,33728
2018-10-22,34147
2018-10-23,34147
2018-10-24,33741
2018-10-25,32888
2018-10-26,33047
2018-10-27,33384
2018-10-28,33095
2018-10-29,33095
2018-10-30,33385
2018-10-31,33218
2018-11-01,32869
2018-11-03,33278
2018-11-04,34009
2018-11-05,33790
2018-11-06,34217
2018-11-07,35769
2018-11-08,37059
2018-11-09,38837
2018-11-10,40412
2018-11-11,41630
2018-11-12,42052
2018-11-13,42179
2018-11-15,43620
2018-11-16,43885
2018-11-17,44795
2018-11-18,44077
2018-11-19,43962
2018-11-20,42954
2018-11-21,42989
2018-11-22,41916
2018-11-23,40715
2018-11-24,40065
2018-11-25,39866
2018-11-26,40288
2018-11-27,39117
2018-11-28,38332
2018-11-29,37483
2018-12-01,36908
2018-12-02,38099
2018-12-03,38402
2018-12-04,38110
2018-12-05,38063
2018-12-07,39816
2018-12-09,39299
2018-12-10,39166
2018-12-11,40609
2018-12-12,41719
2018-12-13,41397
2018-12-14,41097
2018-12-15,42099
2018-12-16,42667
2018-12-17,43259
2018-12-18,42612
2018-12-19,43176
2018-12-20,43703
2018-12-21,43500
2018-12-22,44068
2018-12-23,44403
2018-12-24,45616
2018-12-25,45579
2018-12-26,47137
2018-12-27,47826
2018-12-28,49023
2018-12-29,49027
2018-12-30,48614
2018-12-31,49328
2019-01-01,48726
2019-01-02,48431
2019-01-03,48708
2019-01-04,47829
2019-01-05,47436
2019-01-06,47538
2019-01-08,51997
2019-01-10,51632
2019-01-11,52024
2019-01-12,52248
2019-01-13,52044
2019-01-14,52457
2019-01-15,52243
2019-01-16,53085
2019-01-17,52058
2019-01-18,50031
2019-01-19,48534
2019-01-20,47617
2019-01-21,45949
2019-01-22,45325
2019-01-23,44787
2019-01-24,44191
2019-01-25,43361
2019-01-26,42517
2019-01-27,42118
2019-01-28,42132
2019-01-29,41766
2019-01-30,40769
2019-01-31,40361
2019-02-01,39965
2019-02-02,39860
2019-02-03,39441
2019-02-04,39515
2019-02-05,39880
2019-02-06,40303
2019-02-07,40717
2019-02-08,40166
2019-02-09,40165
2019-02-10,39637
2019-02-11,39121
2019-02-12,38991
2019-02-13,38827
2019-02-14,39533
2019-02-15,39310
2019-02-16,39025
2019-02-17,39623
2019-02-18,40167
2019-02-19,39313
2019-02-20,38362
2019-02-21,37539
2019-02-22,37305
2019-02-23,36770
2019-02-24,36178
2019-02-25,35884
2019-02-26,36545
2019-02-27,36162
2019-02-28,36598
2019-03-01,36435
2019-03-02,35823
2019-03-03,35915
2019-03-04,35172
2019-03-05,34855
2019-03-06,35348
2019-03-07,36286
2019-03-08,36286
2019-03-09,37146
2019-03-10,37837
2019-03-11,38575
2019-03-12,38488
2019-03-13,38488
2019-03-14,37597
2019-03-15,36009
2019-03-16,35384
2019-03-17,34356
2019-03-18,33104
2019-03-19,32353
2019-03-20,32121
2019-03-21,32269
