date_obj,Red%20elegant%20shirt price
2016-06-02,78871
2016-06-03,78871
2016-06-04,79738
2016-06-05,79738
2016-06-06,77970
2016-06-07,77970
2016-06-08,77970
2016-06-09,74694
2016-06-10,74694
2016-06-11,72687
2016-06-12,72687
2016-06-13,72022
2016-06-14,72022
2016-06-15,70982
2016-06-16,70982
2016-06-17,72919
2016-06-18,72919
2016-06-19,72919
2016-06-20,74995
2016-06-21,74995
2016-06-22,75670
2016-06-23,75670
2016-06-24,75670
2016-06-25,77060
2016-06-26,77060
2016-06-27,77060
2016-06-28,76978
2016-06-29,76978
2016-06-30,76978
2016-07-01,76368
2016-07-02,76368
2016-07-03,76368
2016-07-04,75743
2016-07-05,75743
2016-07-06,74251
2016-07-07,74251
2016-07-08,71537
2016-07-09,71537
2016-07-10,68243
2016-07-11,68243
2016-07-12,64856
2016-07-13,64856
2016-07-14,62279
2016-07-15,62279
2016-07-16,60608
2016-07-17,60608
2016-07-18,57834
2016-07-23,53972
2016-07-24,52792
2016-07-25,52792
2016-07-26,52792
2016-07-27,50987
2016-07-28,50987
2016-07-29,48437
2016-07-30,48437
2016-07-31,48437
2016-08-01,46054
2016-08-02,46054
2016-08-03,43857
2016-08-04,43857
2016-08-05,43857
2016-08-06,42783
2016-08-07,42783
2016-08-08,41724
2016-08-09,41724
2016-08-10,40037
2016-08-11,40037
2016-08-12,40037
2016-08-13,38345
2016-08-14,38345
2016-08-15,36857
2016-08-16,36857
2016-08-17,36857
2016-08-18,36502
2016-08-19,36502
2016-08-20,36502
2016-08-21,35475
2016-08-22,35475
2016-08-23,34022
2016-08-24,34022
2016-08-25,32831
2016-08-26,32831
2016-08-28,32920
2016-08-31,32504
2016-09-01,32504
2016-09-02,32504
2016-09-03,34091
2016-09-04,34091
2016-09-05,34091
2016-09-06,35593
2016-09-07,35593
2016-09-08,35593
2016-09-09,36768
2016-09-10,36768
2016-09-11,36768
2016-09-12,36226
2016-09-13,36226
2016-09-14,36226
2016-09-15,35924
2016-09-16,35924
2016-09-17,35924
2016-09-18,35668
2016-09-19,35668
2016-09-20,35668
2016-09-21,35668
2016-09-22,36394
2016-09-23,36394
2016-09-24,36394
2016-09-25,37278
2016-09-26,37278
2016-09-27,37278
2016-09-28,38427
2016-09-29,38427
2016-09-30,38427
2016-10-01,39560
2016-10-02,39560
2016-10-03,39560
2016-10-04,39560
2016-10-05,41042
2016-10-06,41042
2016-10-07,41042
2016-10-08,40683
2016-10-09,40683
2016-10-10,40683
2016-10-11,40620
2016-10-12,40620
2016-10-13,40620
2016-10-14,41897
2016-10-15,41897
2016-10-16,41897
2016-10-17,43627
2016-10-18,43627
2016-10-19,43627
2016-10-20,43627
2016-10-21,44403
2016-10-22,44403
2016-10-23,44403
2016-10-24,44891
2016-10-25,44891
2016-10-26,44891
2016-10-27,44891
2016-10-28,45367
2016-10-29,45367
2016-10-30,45367
2016-10-31,46167
2016-11-01,46167
2016-11-02,46167
2016-11-03,46167
2016-11-04,46727
2016-11-05,46727
2016-11-06,46727
2016-11-07,46727
2016-11-08,47298
2016-11-09,47298
2016-11-10,47298
2016-11-11,48574
2016-11-12,48574
2016-11-13,48574
2016-11-14,49610
2016-12-08,57325
2016-12-09,57325
2016-12-10,57325
2016-12-11,58701
2016-12-12,58701
2016-12-13,58701
2016-12-14,59919
2016-12-15,59919
2016-12-16,59919
2016-12-17,60551
2016-12-18,60551
2016-12-19,60551
2016-12-20,60551
2016-12-21,59078
2016-12-22,59078
2016-12-23,59078
2016-12-24,59458
2016-12-25,59458
2016-12-26,59458
2016-12-27,58590
2016-12-28,58590
2016-12-29,58590
2016-12-30,59002
2016-12-31,59002
2017-01-01,59002
2017-01-02,58520
2017-01-03,58520
2017-01-04,58520
2017-01-05,58140
2017-01-06,58140
2017-01-07,57622
2017-01-08,57622
2017-01-09,57610
2017-01-10,57610
2017-01-11,57610
2017-01-12,56554
2017-01-13,56554
2017-01-14,56554
2017-01-15,56633
2017-01-16,56633
2017-01-17,57963
2017-01-18,57963
2017-01-19,57963
2017-01-20,59103
2017-01-21,59103
2017-01-22,59103
2017-01-27,63485
2017-01-28,64575
2017-01-29,64575
2017-01-30,64575
2017-01-31,63620
2017-02-01,63620
2017-02-02,64569
2017-02-03,64569
2017-02-04,66272
2017-02-05,66272
2017-02-06,67522
2017-02-07,67522
2017-02-08,68865
2017-02-09,68865
2017-02-10,69638
2017-02-11,69638
2017-02-12,70561
2017-02-13,70561
2017-02-14,72338
2017-02-15,72338
2017-02-16,72739
2017-02-18,72739
2017-02-19,71200
2017-02-20,71200
2017-02-21,71200
2017-02-22,67840
2017-02-23,67840
2017-02-24,67840
2017-02-25,64448
2017-02-26,64448
2017-02-27,64448
2017-02-28,62645
2017-03-01,62645
2017-03-02,61199
2017-03-03,61199
2017-03-04,58523
2017-03-05,58523
2017-03-06,56751
2017-03-07,56751
2017-03-08,56751
2017-03-09,56427
2017-03-10,56427
2017-03-11,55652
2017-03-12,55652
2017-03-13,54604
2017-03-14,54604
2017-03-15,53861
2017-03-16,53861
2017-03-17,53861
2017-03-18,54300
2017-03-19,54300
2017-03-20,53599
2017-03-21,53599
2017-03-22,52759
2017-03-23,52759
2017-03-24,52759
2017-03-25,52759
2017-03-26,54355
2017-03-27,54355
2017-03-28,54355
2017-03-29,54027
2017-03-30,54027
2017-03-31,54027
2017-04-01,54190
2017-04-02,54190
2017-04-03,55158
2017-04-04,55158
2017-04-12,53700
2017-04-13,53700
2017-04-14,53700
2017-04-15,51845
2017-04-16,51845
2017-04-17,50902
2017-04-18,50902
2017-04-19,49851
2017-04-20,49851
2017-04-21,49851
2017-04-22,48116
2017-04-23,48116
2017-04-24,48116
2017-04-25,47347
2017-04-26,47347
2017-04-27,47347
2017-04-28,47347
2017-04-29,46649
2017-04-30,46649
2017-05-01,46649
2017-05-02,46483
2017-05-03,46483
2017-05-04,47403
2017-05-05,47403
2017-05-06,47403
2017-05-07,48742
2017-05-08,48742
2017-05-09,49401
2017-05-10,49401
2017-05-11,49401
2017-05-12,50049
2017-05-13,50049
2017-05-14,50049
2017-05-15,49929
2017-05-16,49929
2017-05-17,51092
2017-05-18,51092
2017-05-19,51092
2017-05-20,51268
2017-05-21,51268
2017-05-22,51268
2017-05-23,51268
2017-05-24,49993
2017-05-25,49993
2017-05-26,49993
2017-05-27,49854
2017-05-28,49854
2017-05-29,49854
2017-05-30,49715
2017-05-31,49715
2017-06-01,49715
2017-06-02,48570
2017-06-03,48570
2017-06-06,47559
2017-06-07,48819
2017-06-08,48819
2017-06-09,50947
2017-06-10,51901
2017-06-11,51901
2017-06-12,52848
2017-06-13,52848
2017-06-14,52848
2017-06-15,54318
2017-06-16,54318
2017-06-17,54318
2017-06-18,56189
2017-06-19,56189
2017-06-20,56189
2017-06-21,56989
2017-06-22,56989
2017-06-23,56989
2017-06-24,56989
2017-06-25,59243
2017-06-26,59243
2017-06-27,59243
2017-06-28,59635
2017-06-29,59635
2017-06-30,59635
2017-07-01,59635
2017-07-02,56802
2017-07-03,56802
2017-07-04,56802
2017-07-05,54248
2017-07-06,54248
2017-07-07,54248
2017-07-08,54248
2017-07-13,50494
2017-07-14,48279
2017-07-15,48279
2017-07-16,48279
2017-07-17,47918
2017-07-18,47918
2017-07-19,47918
2017-07-20,49989
2017-07-21,49989
2017-07-22,49989
2017-07-23,51941
2017-07-24,51941
2017-07-25,51941
2017-07-26,53832
2017-07-27,53832
2017-07-28,53832
2017-07-29,55218
2017-07-30,55218
2017-07-31,55218
2017-08-01,55191
2017-08-02,55191
2017-08-03,55191
2017-08-04,55241
2017-08-05,55241
2017-08-06,54972
2017-08-09,54490
2017-08-10,54490
2017-08-11,54490
2017-08-12,55586
2017-08-13,55586
2017-08-14,55586
2017-08-15,55946
2017-08-16,55946
2017-08-17,55946
2017-08-18,57562
2017-08-19,57562
2017-08-20,57562
2017-08-22,59674
2017-08-23,59674
2017-08-24,60441
2017-08-25,60441
2017-08-26,60441
2017-08-27,61789
2017-08-28,61789
2017-08-29,61789
2017-08-30,64250
2017-08-31,64250
2017-09-01,64250
2017-09-02,66160
2017-09-03,66160
2017-09-04,66160
2017-09-05,66654
2017-09-06,66654
2017-09-07,66654
2017-09-08,67407
2017-09-09,67407
2017-09-10,67232
2017-09-11,67232
2017-09-12,67232
2017-09-13,65246
2017-09-14,65246
2017-09-15,65246
2017-09-16,64188
2017-09-17,64188
2017-09-19,61638
2017-09-20,61638
2017-09-21,61638
2017-09-22,58822
2017-09-23,58822
2017-09-24,58822
2017-09-25,57973
2017-09-26,57973
2017-09-27,57973
2017-09-28,57187
2017-09-29,57187
2017-09-30,57187
2017-10-01,56730
2017-10-02,56730
2017-10-03,56730
2017-10-04,56730
2017-10-05,56090
2017-10-06,56090
2017-10-07,56090
2017-10-08,56294
2017-10-09,56294
2017-10-10,56294
2017-10-11,56294
2017-10-12,55853
2017-10-13,55853
2017-10-14,55853
2017-10-15,55853
2017-10-16,56322
2017-10-17,56322
2017-10-18,56322
2017-10-19,56322
2017-10-20,57109
2017-10-21,57109
2017-10-22,57109
2017-10-23,58677
2017-10-24,58677
2017-10-25,58677
2017-10-26,58594
2017-10-27,58594
2017-10-28,58594
2017-10-29,58594
2017-10-30,59083
2017-10-31,59083
2017-11-01,59083
2017-11-02,59585
2017-11-03,59585
2017-11-04,59585
2017-11-05,58654
2017-11-06,58654
2017-11-07,58654
2017-11-08,58654
2017-11-09,58285
2017-11-10,58285
2017-11-11,58285
2017-11-12,59795
2017-11-13,59795
2017-11-14,59795
2017-11-15,59795
2017-11-16,62728
2017-11-17,62728
2017-11-18,62728
2017-11-19,65281
2017-11-20,65281
2017-11-21,65281
2017-11-22,67597
2017-11-23,67597
2017-11-24,67597
2017-11-25,67591
2017-11-26,67591
2017-11-27,67591
2017-11-28,66664
2017-11-29,66664
2017-11-30,66664
2017-12-01,67557
2017-12-02,67557
2017-12-03,67557
2017-12-04,67557
2017-12-05,67666
2017-12-06,67666
2017-12-07,67666
2017-12-08,68552
2017-12-09,68552
2017-12-10,68552
2017-12-11,69450
2017-12-12,69450
2017-12-14,70556
2017-12-15,70556
2017-12-16,70556
2017-12-17,70556
2017-12-18,71233
2017-12-19,71233
2017-12-20,71233
2017-12-21,72970
2017-12-22,72970
2017-12-23,72970
2017-12-24,75354
2017-12-25,75354
2017-12-26,75354
2017-12-27,77831
2017-12-28,77831
2017-12-29,77831
2017-12-30,81125
2017-12-31,81125
2018-01-01,81125
2018-01-02,85042
2018-01-03,85042
2018-01-04,85042
2018-01-05,88778
2018-01-06,88778
2018-01-07,88778
2018-01-08,88778
2018-01-09,89067
2018-01-10,89067
2018-01-11,89067
2018-01-12,89067
2018-01-13,87326
2018-01-14,87326
2018-01-15,87326
2018-01-16,86635
2018-01-17,86635
2018-01-18,86635
2018-01-19,83753
2018-01-20,83753
2018-01-21,83753
2018-01-22,79801
2018-01-23,79801
2018-01-24,77848
2018-01-25,77848
2018-01-26,77848
2018-01-27,77848
2018-01-28,78529
2018-01-29,78529
2018-01-31,76991
2018-02-01,76991
2018-02-02,76991
2018-02-03,75656
2018-02-04,75656
2018-02-05,75656
2018-02-06,72876
2018-02-07,72876
2018-02-08,72876
2018-02-09,70319
2018-02-10,70319
2018-02-11,70319
2018-02-12,69158
2018-02-13,69158
2018-02-14,69158
2018-02-15,66822
2018-02-16,66822
2018-02-17,66822
2018-02-18,66881
2018-02-19,66881
2018-02-20,66881
2018-02-21,65872
2018-02-22,65872
2018-02-23,65872
2018-02-24,63596
2018-02-25,63596
2018-02-26,63596
2018-02-27,63143
2018-02-28,63143
2018-03-01,63143
2018-03-02,62278
2018-03-03,62278
2018-03-04,62278
2018-03-05,61799
2018-03-06,61799
2018-03-07,61799
2018-03-08,60685
2018-03-09,60685
2018-03-10,60685
2018-03-11,59385
2018-03-12,59385
2018-03-13,59385
2018-03-14,59063
2018-03-15,59063
2018-03-16,59063
2018-03-17,59063
2018-03-18,59063
2018-03-19,59063
2018-03-20,57840
2018-03-21,57840
2018-03-23,57840
2018-03-24,55944
2018-03-26,55944
2018-03-27,54911
2018-03-28,54911
2018-03-29,54911
2018-03-30,54911
2018-03-31,54094
2018-04-01,54094
2018-04-02,54094
2018-04-03,54422
2018-04-04,54422
2018-04-05,54422
2018-04-06,54029
2018-04-08,54029
2018-04-09,54029
2018-04-10,54505
2018-04-11,54505
2018-04-12,54505
2018-04-13,54505
2018-04-14,57019
2018-04-15,57019
2018-04-16,57019
2018-04-17,59785
2018-04-18,59785
2018-04-19,59785
2018-04-20,59785
2018-04-21,62604
2018-04-22,62604
2018-04-23,62604
2018-04-24,62604
2018-04-25,65335
2018-04-26,65335
2018-04-27,65335
2018-04-28,65335
2018-04-29,68457
2018-04-30,68457
2018-05-01,68457
2018-05-02,68457
2018-05-03,70900
2018-05-04,70900
2018-05-05,70900
2018-05-06,71873
2018-05-08,71873
2018-05-09,71539
2018-05-10,71539
2018-05-11,71539
2018-05-12,70213
2018-05-13,70213
2018-05-14,70213
2018-05-15,70213
2018-05-16,71167
2018-05-17,71167
2018-05-18,71167
2018-05-19,71841
2018-05-20,71841
2018-05-21,71841
2018-05-22,71841
2018-05-23,70920
2018-05-24,70920
2018-05-25,70920
2018-05-26,71262
2018-05-27,71262
2018-05-28,71262
2018-05-29,69368
2018-05-30,69368
2018-05-31,69368
2018-06-01,69368
2018-06-02,71870
2018-06-03,71870
2018-06-04,71870
2018-06-05,74835
2018-06-06,74835
2018-06-07,74835
2018-06-08,73518
2018-06-09,73518
2018-06-10,73518
2018-06-11,73518
2018-06-12,70085
2018-06-13,70085
2018-06-14,70085
2018-06-15,67617
2018-06-16,67617
2018-06-17,67617
2018-06-18,65057
2018-06-19,65057
2018-06-20,65057
2018-06-21,62854
2018-06-22,62854
2018-06-23,62854
2018-06-24,61237
2018-06-25,61237
2018-06-26,61237
2018-06-27,59794
2018-06-28,59794
2018-06-29,59794
2018-06-30,58575
2018-07-01,58575
2018-07-02,58575
2018-07-03,58575
2018-07-04,57635
2018-07-05,57635
2018-07-06,57635
2018-07-07,56898
2018-07-08,56898
2018-07-09,56898
2018-07-10,55904
2018-07-11,55904
2018-07-12,55904
2018-07-13,55904
2018-07-14,55951
2018-07-15,55951
2018-07-16,55951
2018-07-17,56943
2018-07-18,56943
2018-07-19,56943
2018-07-20,56978
2018-07-21,56978
2018-07-22,57406
2018-07-23,57406
2018-07-24,57406
2018-07-25,58929
2018-07-26,58929
2018-07-27,61046
2018-07-28,61046
2018-07-29,61046
2018-07-30,62526
2018-07-31,62526
2018-08-01,62526
2018-08-02,63671
2018-08-03,63671
2018-08-04,63671
2018-08-05,66311
2018-08-06,66311
2018-08-07,66311
2018-08-08,69156
2018-08-09,69156
2018-08-10,69156
2018-08-11,71611
2018-08-12,71611
2018-08-14,74370
2018-08-16,75770
2018-08-17,75770
2018-08-18,75770
2018-08-19,72791
2018-08-20,72791
2018-08-21,72331
2018-08-22,72331
2018-08-23,72331
2018-08-24,74057
2018-08-25,74057
2018-08-26,74057
2018-08-27,74190
2018-08-28,74190
2018-08-29,74190
2018-08-30,77756
2018-08-31,77756
2018-09-01,80087
2018-09-02,80087
2018-09-03,80087
2018-09-04,81174
2018-09-05,81174
2018-09-06,81174
2018-09-07,81992
2018-09-08,81992
2018-09-09,81992
2018-09-10,81886
2018-09-11,81886
2018-09-12,81886
2018-09-13,81682
2018-09-14,81682
2018-09-15,81767
2018-09-16,81767
2018-09-17,81767
2018-09-18,81386
2018-09-19,81386
2018-09-20,81386
2018-09-21,80096
2018-09-22,80096
2018-09-23,77632
2018-09-24,77632
2018-09-25,77632
2018-09-26,77915
2018-09-27,77915
2018-09-28,79375
2018-09-29,79375
2018-09-30,79375
2018-10-02,80579
2018-10-03,80579
2018-10-04,82210
2018-10-05,82210
2018-10-06,82210
2018-10-07,84186
2018-10-08,84186
2018-10-09,84186
2018-10-10,84920
2018-10-11,84920
2018-10-12,84920
2018-10-13,87453
2018-10-14,87453
2018-10-15,87453
2018-10-16,88689
2018-10-17,88689
2018-10-18,88689
2018-10-19,85758
2018-10-20,85758
2018-10-21,85758
2018-10-22,83436
2018-10-23,83436
2018-10-24,83436
2018-10-25,82313
2018-10-26,82313
2018-10-27,82313
2018-10-28,80505
2018-10-29,80505
2018-10-30,80505
2018-10-31,80158
2018-11-01,80158
2018-11-03,79937
2018-11-04,78492
2018-11-05,78526
2018-11-06,80956
2018-11-07,80956
2018-11-08,83647
2018-11-09,83647
2018-11-10,85775
2018-11-11,85775
2018-11-12,87530
2018-11-13,87530
2018-11-15,90540
2018-11-16,92666
2018-11-17,92666
2018-11-18,95037
2018-11-19,95037
2018-11-20,99686
2018-11-21,99686
2018-11-22,103335
2018-11-23,103335
2018-11-24,103295
2018-11-25,104314
2018-11-26,104314
2018-11-27,106691
2018-11-28,110707
2018-11-29,115232
2018-12-01,118949
2018-12-02,121205
2018-12-03,121205
2018-12-04,124702
2018-12-05,129737
2018-12-07,135320
2018-12-09,141892
2018-12-10,148162
2018-12-11,148162
2018-12-12,149933
2018-12-13,144955
2018-12-14,144955
2018-12-15,140466
2018-12-16,140622
2018-12-17,140622
2018-12-18,139001
2018-12-19,139001
2018-12-20,135080
2018-12-21,135080
2018-12-22,132276
2018-12-23,129334
2018-12-24,126526
2018-12-25,126526
2018-12-26,124919
2018-12-27,120433
2018-12-28,120433
2018-12-29,117124
2018-12-30,117124
2018-12-31,114936
2019-01-01,114936
2019-01-02,112309
2019-01-03,112309
2019-01-04,110966
2019-01-05,110966
2019-01-06,106988
2019-01-08,104247
2019-01-10,102422
2019-01-11,102422
2019-01-12,100710
2019-01-13,100710
2019-01-14,99446
2019-01-15,99446
2019-01-16,96764
2019-01-17,96764
2019-01-18,94427
2019-01-19,94427
2019-01-20,90926
2019-01-21,90926
2019-01-22,89847
2019-01-23,89847
2019-01-24,86749
2019-01-25,86749
2019-01-26,84698
2019-01-27,84698
2019-01-28,81873
2019-01-29,81873
2019-01-30,78457
2019-01-31,78457
2019-02-01,74738
2019-02-02,74738
2019-02-03,71001
2019-02-04,71001
2019-02-05,68005
2019-02-06,68005
2019-02-07,64810
2019-02-08,64810
2019-02-09,61569
2019-02-10,61569
2019-02-11,58490
2019-02-12,58490
2019-02-13,56574
2019-02-14,56574
2019-02-15,55073
2019-02-16,55073
2019-02-17,52865
2019-02-18,52865
2019-02-19,52900
2019-02-20,52900
2019-02-21,52506
2019-02-22,52506
2019-02-23,52469
2019-02-24,52469
2019-02-25,52201
2019-02-26,52201
2019-02-27,52201
2019-02-28,52201
2019-03-01,54322
2019-03-02,54322
2019-03-03,53805
2019-03-04,53805
2019-03-05,52935
2019-03-06,52935
2019-03-07,53455
2019-03-08,53455
2019-03-09,53455
2019-03-10,53507
2019-03-11,53507
2019-03-12,52009
2019-03-13,52009
2019-03-14,52009
2019-03-15,51011
2019-03-16,51011
2019-03-17,50434
2019-03-18,50434
2019-03-19,50434
2019-03-20,49902
2019-03-21,49902
2019-03-22,49844
2019-03-23,49844
2019-03-24,49538
2019-03-25,49538
2019-03-26,51092
2019-03-27,51092
2019-03-28,51092
2019-03-29,50725
2019-03-30,50725
2019-03-31,50725
2019-04-01,49916
2019-04-02,49916
2019-04-03,50965
2019-04-04,50965
2019-04-05,50965
2019-04-06,51114
