date_obj,Mithril%20sword price
2019-09-06,304
2019-09-07,304
2019-09-08,298
2019-09-09,298
2019-09-10,284
2019-09-11,269
2019-09-12,268
2019-09-13,280
2019-09-14,287
2019-09-15,290
2019-09-16,297
2019-09-17,300
2019-09-18,302
2019-09-19,292
2019-09-20,289
2019-09-21,284
2019-09-22,281
2019-09-23,293
2019-09-24,293
2019-09-25,289
2019-09-26,286
2019-09-27,296
2019-09-28,294
2019-09-29,286
2019-09-30,281
2019-10-01,276
2019-10-02,276
2019-10-03,287
2019-10-04,283
2019-10-05,284
2019-10-06,273
2019-10-07,269
2019-10-08,265
2019-10-09,265
2019-10-10,262
2019-10-11,251
2019-10-12,245
2019-10-13,240
2019-10-14,241
2019-10-15,252
2019-10-16,258
2019-10-17,258
2019-10-18,267
2019-10-19,269
2019-10-20,270
2019-10-21,264
2019-10-22,274
2019-10-23,268
2019-10-24,280
2019-10-25,280
2019-10-26,273
2019-10-27,274
2019-10-28,276
2019-10-29,268
2019-10-30,262
2019-10-31,263
2019-11-01,258
2019-11-02,253
2019-11-03,255
2019-11-04,253
2019-11-05,253
2019-11-06,259
2019-11-07,252
2019-11-08,257
2019-11-09,257
2019-11-10,256
2019-11-11,265
2019-11-12,275
2019-11-13,273
2019-11-14,279
2019-11-15,271
2019-11-16,274
2019-11-17,274
2019-11-18,271
2019-11-19,266
2019-11-20,275
2019-11-21,275
2019-11-22,274
2019-11-23,277
2019-11-24,271
2019-11-25,264
2019-11-26,270
2019-11-27,270
2019-11-28,265
2019-11-29,254
2019-11-30,247
2019-12-01,245
2019-12-02,250
2019-12-03,253
2019-12-04,256
2019-12-05,256
2019-12-06,265
2019-12-07,263
2019-12-08,263
2019-12-09,255
2019-12-10,261
2019-12-11,275
2019-12-12,275
2019-12-13,279
2019-12-14,271
2019-12-15,276
2019-12-16,277
2019-12-17,277
2019-12-18,282
2019-12-19,283
2019-12-20,272
2019-12-21,269
2019-12-22,272
2019-12-23,276
2019-12-24,283
2019-12-25,274
2019-12-26,275
2019-12-27,282
2019-12-28,281
2019-12-29,280
2019-12-30,285
2019-12-31,282
2020-01-01,278
2020-01-02,278
2020-01-03,281
2020-01-04,276
2020-01-05,271
2020-01-06,268
2020-01-07,269
2020-01-08,269
2020-01-09,266
2020-01-10,269
2020-01-11,267
2020-01-12,266
2020-01-13,266
2020-01-14,263
2020-01-15,260
2020-01-16,265
2020-01-17,261
2020-01-18,260
2020-01-19,261
2020-01-20,263
2020-01-21,263
2020-01-22,265
2020-01-23,264
2020-01-24,263
2020-01-25,260
2020-01-26,259
2020-01-27,259
2020-01-28,255
2020-01-29,257
2020-01-30,255
2020-01-31,262
2020-02-01,259
2020-02-02,253
2020-02-03,251
2020-02-04,253
2020-02-05,258
2020-02-06,258
2020-02-07,262
2020-02-08,264
2020-02-09,261
2020-02-10,259
2020-02-11,259
2020-02-12,255
2020-02-13,264
2020-02-14,267
2020-02-15,261
2020-02-16,255
2020-02-17,246
2020-02-18,242
2020-02-19,249
2020-02-20,254
2020-02-21,254
2020-02-22,255
2020-02-23,255
2020-02-24,254
2020-02-25,257
2020-02-26,255
2020-02-27,256
2020-02-28,259
2020-02-29,259
2020-03-01,261
2020-03-02,266
2020-03-03,272
2020-03-04,264
2020-03-05,275
2020-03-06,276
2020-03-07,281
2020-03-08,281
2020-03-09,288
2020-03-10,285
2020-03-11,284
2020-03-12,287
2020-03-13,283
2020-03-14,283
2020-03-15,282
2020-03-16,288
2020-03-17,287
2020-03-18,295
2020-03-19,300
2020-03-20,305
2020-03-21,307
2020-03-22,313
2020-03-23,312
2020-03-24,306
2020-03-25,307
2020-03-26,308
2020-03-27,306
2020-03-28,305
2020-03-29,298
2020-03-30,285
2020-03-31,278
2020-04-01,277
2020-04-02,275
2020-04-03,283
2020-04-04,282
2020-04-05,281
2020-04-06,277
2020-04-07,276
2020-04-08,273
2020-04-09,265
2020-04-10,258
2020-04-11,253
2020-04-12,253
2020-04-13,249
2020-04-14,241
2020-04-15,246
2020-04-16,241
2020-04-17,243
2020-04-18,245
2020-04-19,248
2020-04-20,248
2020-04-21,246
2020-04-22,249
2020-04-23,249
2020-04-24,249
2020-04-25,243
2020-04-26,247
2020-04-27,253
2020-04-28,254
2020-04-29,251
2020-04-30,246
2020-05-01,257
2020-05-02,255
2020-05-03,254
2020-05-04,256
2020-05-05,262
2020-05-06,269
2020-05-07,279
2020-05-08,269
2020-05-09,268
2020-05-10,259
2020-05-11,256
2020-05-12,261
2020-05-13,268
