date_obj,Ensouled%20aviansie%20head price
2019-12-31,7004
2020-01-01,7132
2020-01-02,6902
2020-01-03,7146
2020-01-04,7357
2020-01-05,7335
2020-01-06,7543
2020-01-07,7784
2020-01-08,7761
2020-01-09,7561
2020-01-10,7507
2020-01-11,7512
2020-01-12,7633
2020-01-13,7633
2020-01-14,7598
2020-01-15,7729
2020-01-16,7937
2020-01-17,7908
2020-01-18,7948
2020-01-19,7890
2020-01-20,8014
2020-01-21,7881
2020-01-22,7910
2020-01-23,8127
2020-01-24,7826
2020-01-25,8041
2020-01-26,7695
2020-01-27,7417
2020-01-28,7586
2020-01-29,7502
2020-01-30,7269
2020-01-31,7180
2020-02-01,7394
2020-02-02,7490
2020-02-03,7427
2020-02-04,7330
2020-02-05,7619
2020-02-06,7527
2020-02-07,7517
2020-02-08,7435
2020-02-09,7401
2020-02-10,7422
2020-02-11,7584
2020-02-12,7780
2020-02-13,7698
2020-02-14,7810
2020-02-15,7815
2020-02-16,7551
2020-02-17,7594
2020-02-18,7644
2020-02-19,7375
2020-02-20,7484
2020-02-21,7484
2020-02-22,7297
2020-02-23,7259
2020-02-24,7272
2020-02-25,7553
2020-02-26,7612
2020-02-27,7513
2020-02-28,7568
2020-02-29,7500
2020-03-01,7575
2020-03-02,7594
2020-03-03,7764
2020-03-04,7608
2020-03-05,7464
2020-03-06,7536
2020-03-07,7687
2020-03-08,8021
2020-03-09,8330
2020-03-10,8721
2020-03-11,8349
2020-03-12,8033
2020-03-13,7992
2020-03-14,8117
2020-03-15,8285
2020-03-16,8453
2020-03-17,8096
2020-03-18,8195
2020-03-19,8189
2020-03-20,8121
2020-03-21,7815
2020-03-22,7907
2020-03-23,7705
2020-03-24,7799
2020-03-25,7910
2020-03-26,7889
2020-03-27,7908
2020-03-28,8299
2020-03-29,8133
2020-03-30,7934
2020-03-31,8160
2020-04-01,8530
2020-04-02,8957
2020-04-03,9246
2020-04-04,9367
2020-04-05,9690
2020-04-06,10158
2020-04-07,10666
2020-04-08,10296
2020-04-09,9781
2020-04-10,9360
2020-04-11,8912
2020-04-12,8764
2020-04-13,8371
2020-04-14,7953
2020-04-15,7757
2020-04-16,7689
2020-04-17,7796
2020-04-18,7750
2020-04-19,7751
2020-04-20,7742
2020-04-21,7879
2020-04-22,7747
2020-04-23,7725
2020-04-24,7673
2020-04-25,7754
2020-04-26,7898
2020-04-27,7835
2020-04-28,8031
2020-04-29,7882
2020-04-30,7813
2020-05-01,8015
2020-05-02,7869
2020-05-03,8009
2020-05-04,7792
2020-05-05,7865
2020-05-06,7847
2020-05-07,7960
2020-05-08,8012
2020-05-09,8103
2020-05-10,8203
2020-05-11,8362
2020-05-12,8270
2020-05-13,8452
