date_obj,Dragon%20med%20helm price
2016-01-15,62092
2016-01-16,62177
2016-01-17,62166
2016-01-18,62869
2016-01-19,63283
2016-01-20,63945
2016-01-21,63702
2016-01-22,63636
2016-01-23,63420
2016-01-24,62873
2016-01-25,63490
2016-01-26,63712
2016-01-27,63761
2016-01-28,63690
2016-01-29,63909
2016-01-30,63944
2016-01-31,64059
2016-02-01,64318
2016-02-02,65034
2016-02-03,64553
2016-02-04,62494
2016-02-05,61992
2016-02-06,61666
2016-02-07,62109
2016-02-08,62771
2016-02-09,62634
2016-02-10,62683
2016-02-11,62853
2016-02-12,62632
2016-02-13,62901
2016-02-14,62641
2016-02-15,62390
2016-02-16,62999
2016-02-17,63038
2016-02-18,62508
2016-02-19,63501
2016-02-20,64202
2016-02-21,64341
2016-02-22,64368
2016-02-23,64811
2016-02-24,64565
2016-02-25,63607
2016-02-26,63276
2016-02-27,61863
2016-02-28,60709
2016-02-29,61271
2016-03-01,61793
2016-03-02,62403
2016-03-03,62080
2016-03-04,62842
2016-03-05,62931
2016-03-06,63138
2016-03-07,62987
2016-03-08,63340
2016-03-09,62751
2016-03-10,62794
2016-03-11,62609
2016-03-12,62404
2016-03-13,61747
2016-03-14,61611
2016-03-15,62262
2016-03-16,62426
2016-03-17,62677
2016-03-18,61920
2016-03-19,62250
2016-03-20,62075
2016-03-21,62573
2016-03-22,62480
2016-03-23,62755
2016-03-24,62497
2016-03-25,62761
2016-03-26,62191
2016-03-27,62193
2016-03-28,62552
2016-03-29,62589
2016-03-30,62320
2016-03-31,62438
2016-04-01,62468
2016-04-02,62062
2016-04-03,62523
2016-04-04,62513
2016-04-05,62619
2016-04-06,62373
2016-04-07,62249
2016-04-08,62728
2016-04-09,62601
2016-04-10,62854
2016-04-11,63445
2016-04-12,63571
2016-04-13,63692
2016-04-14,64055
2016-04-15,64398
2016-04-16,63847
2016-04-17,63613
2016-04-18,63968
2016-04-19,64029
2016-04-20,64027
2016-04-21,63660
2016-04-22,63384
2016-04-23,63677
2016-04-24,63249
2016-04-25,62973
2016-04-26,63237
2016-04-27,63395
2016-04-28,63311
2016-04-29,62939
2016-04-30,62891
2016-05-01,62039
2016-05-02,61611
2016-05-03,62481
2016-05-04,62251
2016-05-05,62220
2016-05-06,61345
2016-05-07,61511
2016-05-08,60797
2016-05-09,62176
2016-05-10,61892
2016-05-11,62048
2016-05-12,62181
2016-05-13,61891
2016-05-14,61446
2016-05-15,61691
2016-05-16,61790
2016-05-17,62157
2016-05-18,62541
2016-05-19,62717
2016-05-22,62146
2016-05-23,62933
2016-05-24,63833
2016-05-25,63689
2016-05-26,63065
2016-05-27,63687
2016-05-28,63883
2016-05-29,63746
2016-05-30,63619
2016-05-31,63901
2016-06-01,64222
2016-06-02,63700
2016-06-03,63892
2016-06-04,63872
2016-06-05,63514
2016-06-06,64043
2016-06-07,64102
2016-06-08,64353
2016-06-09,64172
2016-06-10,63924
2016-06-11,63503
2016-06-12,62525
2016-06-13,62063
2016-06-14,61983
2016-06-15,61999
2016-06-16,62288
2016-06-17,63022
2016-06-18,63078
2016-06-19,62071
2016-06-20,61754
2016-06-21,61229
2016-06-22,61580
2016-06-23,61899
2016-06-24,61274
2016-06-25,61073
2016-06-26,61082
2016-06-27,61273
2016-06-28,61732
2016-06-29,61962
2016-06-30,61543
2016-07-01,61304
2016-07-02,61338
2016-07-03,61649
2016-07-04,61860
2016-07-05,61852
2016-07-06,62468
2016-07-07,62175
2016-07-08,62388
2016-07-09,62018
2016-07-10,61983
2016-07-11,61989
2016-07-12,61953
2016-07-13,62255
2016-07-14,62803
2016-07-15,62546
2016-07-16,62479
2016-07-17,62488
2016-07-18,62524
2016-07-23,62287
2016-07-24,62539
2016-07-25,62234
2016-07-26,62520
2016-07-27,62718
2016-07-28,62994
2016-07-29,62773
2016-07-30,63039
2016-07-31,63443
2016-08-01,63396
2016-08-02,63566
2016-08-03,62460
2016-08-04,63093
2016-08-05,63208
2016-08-06,63785
2016-08-07,63286
2016-08-08,63276
2016-08-09,63394
2016-08-10,63145
2016-08-11,63039
2016-08-12,63101
2016-08-13,62942
2016-08-14,62601
2016-08-15,62968
2016-08-16,62798
2016-08-17,62702
2016-08-18,62492
2016-08-19,62882
2016-08-20,62918
2016-08-21,63283
2016-08-22,63514
2016-08-23,63686
2016-08-24,63604
2016-08-25,63728
2016-08-26,63836
2016-08-28,63808
2016-08-31,64048
2016-09-01,64254
2016-09-02,64346
2016-09-03,64078
2016-09-04,63940
2016-09-05,63842
2016-09-06,63432
2016-09-07,63550
2016-09-08,63866
2016-09-09,63811
2016-09-10,64039
2016-09-11,63769
2016-09-12,64227
2016-09-13,63773
2016-09-14,64120
2016-09-15,64167
2016-09-16,64300
2016-09-17,64547
2016-09-18,64072
2016-09-19,64182
2016-09-20,64406
2016-09-21,63882
2016-09-22,64333
2016-09-23,63946
2016-09-24,63781
2016-09-25,63377
2016-09-26,62651
2016-09-27,62811
2016-09-28,63318
2016-09-29,63170
2016-09-30,63611
2016-10-01,63354
2016-10-02,63428
2016-10-03,62960
2016-10-04,62756
2016-10-05,62820
2016-10-06,62542
2016-10-07,62198
2016-10-08,62517
2016-10-09,62703
2016-10-10,62945
2016-10-11,63209
2016-10-12,63786
2016-10-13,63926
2016-10-14,63901
2016-10-15,63885
2016-10-16,62755
2016-10-17,63566
2016-10-18,63959
2016-10-19,63648
2016-10-20,63589
2016-10-21,63652
2016-10-22,63434
2016-10-23,63202
2016-10-24,63713
2016-10-25,63482
2016-10-26,63515
2016-10-27,62695
2016-10-28,62943
2016-10-29,63358
2016-10-30,63038
2016-10-31,63766
2016-11-01,63339
2016-11-02,63832
2016-11-03,63785
2016-11-04,64096
2016-11-05,64015
2016-11-06,63951
2016-11-07,64036
2016-11-08,64199
2016-11-09,63989
2016-11-10,63566
2016-11-11,63393
2016-11-12,63413
2016-11-13,63799
2016-11-14,62837
2016-11-15,63499
2016-12-07,63897
2016-12-08,63991
2016-12-09,64003
2016-12-10,63979
2016-12-11,63415
2016-12-12,63254
2016-12-13,62722
2016-12-14,62723
2016-12-15,61827
2016-12-16,62398
2016-12-17,62944
2016-12-18,62789
2016-12-19,62738
2016-12-20,63124
2016-12-21,63289
2016-12-22,63069
2016-12-23,62901
2016-12-24,61859
2016-12-25,63463
2016-12-26,62842
2016-12-27,62418
2016-12-28,62588
2016-12-29,63137
2016-12-30,63062
2016-12-31,63495
2017-01-01,62861
2017-01-02,63006
2017-01-03,62731
2017-01-04,62113
2017-01-05,61692
2017-01-06,62494
2017-01-07,62545
2017-01-08,62769
2017-01-09,63496
2017-01-10,63263
2017-01-11,62513
2017-01-12,63067
2017-01-13,62700
2017-01-14,63432
2017-01-15,63470
2017-01-16,62892
2017-01-17,62793
2017-01-18,62756
2017-01-19,62350
2017-01-20,62159
2017-01-21,62489
2017-01-22,61698
2017-01-23,62567
2017-01-27,61875
2017-01-28,61668
2017-01-29,61701
2017-01-30,61923
2017-01-31,62376
2017-02-01,62018
2017-02-02,62041
2017-02-03,61634
2017-02-04,61553
2017-02-05,61130
2017-02-06,60887
2017-02-07,61507
2017-02-08,61762
2017-02-09,60656
2017-02-10,61513
2017-02-11,61159
2017-02-12,60532
2017-02-13,61045
2017-02-14,60716
2017-02-15,60570
2017-02-16,59952
2017-02-18,60912
2017-02-19,60722
2017-02-20,61404
2017-02-21,62006
2017-02-22,62759
2017-02-23,62816
2017-02-24,61904
2017-02-25,61422
2017-02-26,61371
2017-02-27,62107
2017-02-28,62967
2017-03-01,62955
2017-03-02,62802
2017-03-03,63050
2017-03-04,62869
2017-03-05,62575
2017-03-06,63255
2017-03-07,63193
2017-03-08,63595
2017-03-09,63556
2017-03-10,63871
2017-03-11,63529
2017-03-12,63418
2017-03-13,63524
2017-03-14,63496
2017-03-15,63079
2017-03-16,62909
2017-03-17,62571
2017-03-18,62665
2017-03-19,62771
2017-03-20,63353
2017-03-21,63532
2017-03-22,63211
2017-03-23,63477
2017-03-24,63559
2017-03-25,63489
2017-03-26,63450
2017-03-27,63819
2017-03-28,63816
2017-03-29,63933
2017-03-30,64138
2017-03-31,64093
2017-04-01,64220
2017-04-02,63932
2017-04-03,64360
2017-04-04,64383
2017-04-12,63591
2017-04-13,64007
2017-04-14,62556
2017-04-15,63107
2017-04-16,63163
2017-04-17,63424
2017-04-18,63764
2017-04-19,63691
2017-04-20,62900
2017-04-21,61325
2017-04-22,60782
2017-04-23,59238
2017-04-24,59647
2017-04-25,59412
2017-04-26,59302
2017-04-27,60230
2017-04-28,60650
2017-04-29,61068
2017-04-30,61245
2017-05-01,61284
2017-05-02,61900
2017-05-03,61120
2017-05-04,61253
2017-05-05,61073
2017-05-06,61080
2017-05-07,60403
2017-05-08,60942
2017-05-09,61508
2017-05-10,61481
2017-05-11,60926
2017-05-12,61171
2017-05-13,61382
2017-05-14,61411
2017-05-15,61776
2017-05-16,62182
2017-05-17,62307
2017-05-18,62439
2017-05-19,62204
2017-05-20,62261
2017-05-21,62287
2017-05-22,62447
2017-05-23,62492
2017-05-24,62390
2017-05-25,59270
2017-05-26,58309
2017-05-27,58333
2017-05-28,58763
2017-05-29,58945
2017-05-30,59057
2017-05-31,58818
2017-06-01,58916
2017-06-02,58904
2017-06-03,58600
2017-06-04,58793
2017-06-05,58853
2017-06-06,58971
2017-06-07,59151
2017-06-08,59132
2017-06-09,59109
2017-06-10,58982
2017-06-11,59005
2017-06-12,59012
2017-06-13,59040
2017-06-14,59037
2017-06-15,58811
2017-06-16,59095
2017-06-17,59189
2017-06-18,59214
2017-06-19,59173
2017-06-20,59234
2017-06-21,59135
2017-06-22,59155
2017-06-23,59059
2017-06-24,59095
2017-06-25,59022
2017-06-26,59156
2017-06-27,59231
2017-06-28,59350
2017-06-29,59170
2017-06-30,59214
2017-07-01,59217
2017-07-02,59217
2017-07-03,59220
2017-07-04,59137
2017-07-05,59021
2017-07-06,58877
2017-07-07,58870
2017-07-08,59099
2017-07-13,59335
2017-07-14,59149
2017-07-15,59236
2017-07-16,59264
2017-07-17,59302
2017-07-18,59258
2017-07-19,59393
2017-07-20,59373
2017-07-21,59340
2017-07-22,59287
2017-07-23,59342
2017-07-24,59414
2017-07-25,59269
2017-07-26,59401
2017-07-27,59336
2017-07-28,59303
2017-07-29,59370
2017-07-30,59318
2017-07-31,59295
2017-08-01,59366
2017-08-02,59399
2017-08-03,59440
2017-08-04,59322
2017-08-05,59305
2017-08-06,59330
2017-08-09,59296
2017-08-10,59263
2017-08-11,59310
2017-08-12,59344
2017-08-13,58953
2017-08-14,58810
2017-08-15,59264
2017-08-16,59331
2017-08-17,59156
2017-08-18,59219
2017-08-19,59262
2017-08-20,59259
2017-08-21,59328
2017-08-22,59358
2017-08-23,59358
2017-08-24,59287
2017-08-25,59284
2017-08-26,59331
2017-08-27,59211
2017-08-28,59208
2017-08-29,59206
2017-08-30,59298
2017-08-31,59381
2017-09-01,59298
2017-09-03,59380
2017-09-04,59282
2017-09-05,59144
2017-09-06,58993
2017-09-07,58994
2017-09-08,59208
2017-09-09,59160
2017-09-10,59154
2017-09-11,59181
2017-09-12,59166
2017-09-13,59052
2017-09-14,59266
2017-09-15,59202
2017-09-16,59157
2017-09-17,59326
2017-09-18,59321
2017-09-19,59375
2017-09-20,59285
2017-09-21,59474
2017-09-22,59337
2017-09-23,59351
2017-09-24,59419
2017-09-25,59362
2017-09-26,59331
2017-09-27,59238
2017-09-28,59248
2017-09-29,59153
2017-09-30,59240
2017-10-01,59093
2017-10-02,58965
2017-10-03,59137
2017-10-04,59191
2017-10-05,59024
2017-10-06,58958
2017-10-07,58877
2017-10-08,59013
2017-10-09,59148
2017-10-10,59176
2017-10-11,59149
2017-10-12,59214
2017-10-13,59031
2017-10-14,58940
2017-10-15,58798
2017-10-16,59018
2017-10-17,59068
2017-10-18,58885
2017-10-19,58848
2017-10-20,58982
2017-10-21,59121
2017-10-22,59013
2017-10-23,58953
2017-10-24,59065
2017-10-25,59098
2017-10-26,59103
2017-10-27,58996
2017-10-28,59047
2017-10-29,58944
2017-10-30,59066
2017-10-31,59150
2017-11-01,59178
2017-11-02,59143
2017-11-03,59006
2017-11-04,59027
2017-11-05,59086
2017-11-06,59167
2017-11-07,59168
2017-11-08,59157
2017-11-09,59184
2017-11-10,59211
2017-11-11,59158
2017-11-12,59130
2017-11-13,59161
2017-11-14,59249
2017-11-15,59174
2017-11-16,59199
2017-11-17,59223
2017-11-18,58976
2017-11-19,58984
2017-11-20,59205
2017-11-21,59208
2017-11-22,59040
2017-11-23,58796
2017-11-24,59011
2017-11-25,58955
2017-11-26,59130
2017-11-27,58931
2017-11-28,59154
2017-11-29,59258
2017-11-30,59212
2017-12-01,59141
2017-12-02,59055
2017-12-03,59053
2017-12-04,59164
2017-12-05,59240
2017-12-06,59290
2017-12-07,59249
2017-12-08,59226
2017-12-09,59301
2017-12-10,59156
2017-12-11,59204
2017-12-12,58913
2017-12-13,58820
2017-12-14,59001
2017-12-15,58990
2017-12-16,59092
2017-12-17,58876
2017-12-18,59020
2017-12-19,59125
2017-12-20,59183
2017-12-21,59201
2017-12-22,59304
2017-12-23,59165
2017-12-24,59173
2017-12-25,59183
2017-12-26,59244
2017-12-27,59144
2017-12-28,59204
2017-12-29,59240
2017-12-30,59273
2017-12-31,59258
2018-01-01,59183
2018-01-02,59080
2018-01-03,59182
2018-01-04,58881
2018-01-05,58963
2018-01-06,58950
2018-01-07,58926
2018-01-08,58827
2018-01-09,59033
2018-01-10,59065
2018-01-11,59140
2018-01-12,59136
2018-01-13,59092
2018-01-14,59082
2018-01-15,59160
2018-01-16,59182
2018-01-17,59179
2018-01-18,59159
2018-01-19,59186
2018-01-20,59158
2018-01-21,59205
2018-01-22,59228
2018-01-23,59203
2018-01-25,59200
2018-01-26,58883
2018-01-27,59089
2018-01-28,59242
2018-01-29,59252
2018-01-30,59294
2018-01-31,59197
2018-02-01,59292
2018-02-02,59178
2018-02-03,59118
2018-02-04,59058
2018-02-05,59239
2018-02-06,59199
2018-02-07,59078
2018-02-08,58802
2018-02-09,58820
2018-02-10,58963
2018-02-11,59013
2018-02-12,58915
2018-02-13,59132
2018-02-14,59203
2018-02-15,59162
2018-02-16,59193
2018-02-17,59223
2018-02-18,59116
2018-02-19,59211
2018-02-20,59247
2018-02-21,59125
2018-02-22,59328
2018-02-23,59270
2018-02-24,59198
2018-02-25,59170
2018-02-26,59367
2018-02-27,59278
2018-02-28,59045
2018-03-01,59169
2018-03-02,59208
2018-03-03,59181
2018-03-04,58993
2018-03-05,59215
2018-03-06,59186
2018-03-07,59198
2018-03-08,59268
2018-03-09,59202
2018-03-10,59288
2018-03-11,59191
2018-03-12,59191
2018-03-13,59322
2018-03-14,59350
2018-03-15,59341
2018-03-16,59303
2018-03-17,59210
2018-03-18,59163
2018-03-20,59144
2018-03-21,59109
2018-03-23,58821
2018-03-24,58855
2018-03-25,59053
2018-03-26,59112
2018-03-27,59194
2018-03-28,59287
2018-03-29,59290
2018-03-30,59283
2018-03-31,59300
2018-04-01,59257
2018-04-02,59063
2018-04-03,59217
2018-04-04,59197
2018-04-05,59225
2018-04-06,59154
2018-04-07,59234
2018-04-08,59127
2018-04-09,59215
2018-04-10,59227
2018-04-11,59216
2018-04-12,59131
2018-04-13,59168
2018-04-14,59121
2018-04-15,59068
2018-04-16,59200
2018-04-17,59240
2018-04-18,59243
2018-04-19,59049
2018-04-20,59038
2018-04-21,59105
2018-04-22,59100
2018-04-23,59240
2018-04-24,59223
2018-04-25,59246
2018-04-26,59257
2018-04-27,59250
2018-04-28,59236
2018-04-29,59149
2018-04-30,59254
2018-05-01,59300
2018-05-03,59116
2018-05-04,59156
2018-05-05,59079
2018-05-07,59081
2018-05-08,59219
2018-05-09,59129
2018-05-10,59087
2018-05-11,59166
2018-05-12,59081
2018-05-13,58829
2018-05-14,59068
2018-05-15,59051
2018-05-16,59072
2018-05-17,59176
2018-05-18,59206
2018-05-19,59099
2018-05-20,59236
2018-05-21,59270
2018-05-22,59262
2018-05-23,59128
2018-05-24,58989
2018-05-25,59175
2018-05-26,59182
2018-05-27,59120
2018-05-28,59225
2018-05-29,59167
2018-05-30,58618
2018-05-31,59116
2018-06-01,59097
2018-06-02,59082
2018-06-03,59011
2018-06-04,59073
2018-06-05,59116
2018-06-06,59166
2018-06-07,59005
2018-06-08,58953
2018-06-09,58957
2018-06-10,58598
2018-06-11,58776
2018-06-12,58911
2018-06-13,59115
2018-06-14,59187
2018-06-15,59160
2018-06-16,59172
2018-06-17,59126
2018-06-18,59224
2018-06-19,59309
2018-06-20,59330
2018-06-21,59319
2018-06-22,59116
2018-06-23,59130
2018-06-24,59082
2018-06-25,59225
2018-06-26,59327
2018-06-27,59235
2018-06-28,59174
2018-06-29,59152
2018-06-30,59126
2018-07-01,59129
2018-07-02,59296
2018-07-03,59286
2018-07-04,59255
2018-07-05,59263
2018-07-06,59059
2018-07-07,58997
2018-07-08,59097
2018-07-09,59186
2018-07-10,59123
2018-07-11,59104
2018-07-12,58841
2018-07-13,59002
2018-07-14,59098
2018-07-15,58314
2018-07-16,58929
2018-07-17,59018
2018-07-18,59045
2018-07-19,59100
2018-07-20,59098
2018-07-21,59064
2018-07-22,58721
2018-07-23,59084
2018-07-24,59171
2018-07-25,59217
2018-07-26,59221
2018-07-27,59149
2018-07-28,59069
2018-07-29,59102
2018-07-30,59154
2018-07-31,59163
2018-08-01,59235
2018-08-02,59244
2018-08-03,59213
2018-08-04,59097
2018-08-05,58957
2018-08-06,59169
2018-08-07,59186
2018-08-08,59161
2018-08-09,59189
2018-08-10,59202
2018-08-11,59018
2018-08-12,59172
2018-08-14,59363
2018-08-16,59105
2018-08-17,59150
2018-08-18,59237
2018-08-19,59335
2018-08-20,59354
2018-08-21,59308
2018-08-22,59332
2018-08-23,59286
2018-08-24,59319
2018-08-25,59078
2018-08-26,59180
2018-08-27,59285
2018-08-28,59235
2018-08-29,59332
2018-08-30,59301
2018-08-31,59161
2018-09-01,59144
2018-09-02,59413
2018-09-03,59247
2018-09-04,59307
2018-09-05,59326
2018-09-06,59349
2018-09-07,59286
2018-09-08,59277
2018-09-09,59306
2018-09-10,59343
2018-09-11,59314
2018-09-12,59345
2018-09-13,59378
2018-09-14,59357
2018-09-15,59355
2018-09-16,59392
2018-09-17,59366
2018-09-18,59348
2018-09-19,59270
2018-09-20,59252
2018-09-21,59066
2018-09-22,59155
2018-09-23,59268
2018-09-24,59318
2018-09-25,59231
2018-09-26,59246
2018-09-27,59268
2018-09-28,59146
2018-09-29,58819
2018-09-30,59024
2018-10-01,59158
2018-10-02,59220
2018-10-03,59281
2018-10-04,59172
2018-10-05,59017
2018-10-06,58951
2018-10-07,59090
2018-10-08,59202
2018-10-09,59152
2018-10-10,59245
2018-10-11,59238
2018-10-12,59214
2018-10-13,59257
2018-10-14,59158
2018-10-15,59330
2018-10-16,59292
2018-10-17,59309
2018-10-18,59293
2018-10-19,59114
2018-10-20,59295
2018-10-21,59164
2018-10-22,59103
2018-10-23,59132
2018-10-24,59196
2018-10-25,59283
2018-10-26,59198
2018-10-27,59179
2018-10-28,59135
2018-10-29,58687
2018-10-30,59052
2018-10-31,59212
2018-11-01,59335
2018-11-03,59202
2018-11-04,59362
2018-11-05,59357
2018-11-06,59287
2018-11-07,59350
2018-11-08,59386
2018-11-09,59403
2018-11-10,59347
2018-11-11,59192
2018-11-12,59329
2018-11-13,59379
2018-11-14,59401
2018-11-15,59364
2018-11-16,59223
2018-11-17,59237
2018-11-18,59143
2018-11-19,59218
2018-11-20,59350
2018-11-21,59414
2018-11-22,59448
2018-11-23,59353
2018-11-24,59466
2018-11-25,59445
2018-11-26,59544
2018-11-27,59443
2018-11-28,59492
2018-11-29,59323
2018-12-01,59450
2018-12-02,59346
2018-12-03,59262
2018-12-04,59474
2018-12-05,59336
2018-12-07,59370
2018-12-09,59432
2018-12-10,59452
2018-12-11,59398
2018-12-12,59477
2018-12-13,59336
2018-12-14,59330
2018-12-15,59334
2018-12-16,59398
2018-12-17,59352
2018-12-18,59344
2018-12-19,59435
2018-12-20,59325
2018-12-21,59285
2018-12-22,59323
2018-12-23,59349
2018-12-24,59468
2018-12-25,59417
2018-12-26,59209
2018-12-27,59291
2018-12-28,59240
2018-12-29,59094
2018-12-30,59373
2018-12-31,59323
2019-01-01,59398
2019-01-02,59313
2019-01-03,59401
2019-01-04,59279
2019-01-05,59453
2019-01-06,59277
2019-01-08,59433
2019-01-10,57682
2019-01-11,57560
2019-01-12,58158
2019-01-13,58510
2019-01-14,58821
2019-01-15,58995
2019-01-16,59159
2019-01-17,59143
2019-01-18,59116
2019-01-19,59119
2019-01-20,59185
2019-01-21,59192
2019-01-22,59331
2019-01-23,59256
2019-01-24,59293
2019-01-25,59221
2019-01-26,59200
2019-01-27,59146
2019-01-28,59323
2019-01-29,59278
2019-01-30,59302
2019-01-31,59263
2019-02-01,59257
2019-02-02,59223
2019-02-03,59168
2019-02-04,59137
2019-02-05,59312
2019-02-06,59357
2019-02-07,59347
2019-02-08,59329
2019-02-09,59147
2019-02-10,59130
2019-02-11,59287
2019-02-12,59244
2019-02-13,59291
2019-02-14,59286
2019-02-15,59187
2019-02-16,59195
2019-02-17,59046
2019-02-18,59283
2019-02-19,59354
2019-02-20,59325
2019-02-21,59320
2019-02-22,59278
2019-02-23,59305
2019-02-24,59235
2019-02-25,59328
2019-02-26,59352
2019-02-27,59382
2019-02-28,58933
2019-03-01,59199
2019-03-02,59216
2019-03-03,59180
2019-03-04,59307
2019-03-05,59320
2019-03-06,59366
2019-03-07,59396
2019-03-08,59392
2019-03-09,59364
2019-03-10,59270
2019-03-11,59327
2019-03-12,59264
2019-03-13,59308
2019-03-14,59196
2019-03-15,58794
2019-03-16,58958
2019-03-17,58906
2019-03-18,59062
2019-03-19,59182
2019-03-20,59255
2019-03-21,59254
2019-03-22,59301
2019-03-23,59121
2019-03-24,59114
2019-03-25,59187
2019-03-26,59261
2019-03-27,59256
2019-03-28,59248
