date_obj,Guthan's%20platebody price
2015-08-18,319596
2015-08-19,335067
2015-08-20,335067
2015-08-21,343481
2015-08-22,359581
2015-08-23,371694
2015-08-24,385560
2015-08-25,385560
2015-08-26,404838
2015-08-27,423312
2015-08-28,416958
2015-08-29,431208
2015-08-30,431208
2015-08-31,425496
2015-09-01,434809
2015-09-02,434809
2015-09-03,422350
2015-09-04,405765
2015-09-05,405765
2015-09-06,387540
2015-09-07,369683
2015-09-08,362548
2015-09-09,348947
2015-09-10,331975
2015-09-11,315376
2015-09-12,299607
2015-09-13,287037
2015-09-14,273766
2015-09-15,260077
2015-09-16,260077
2015-09-17,247305
2015-09-18,247305
2015-09-19,235129
2015-09-20,235129
2015-09-21,228025
2015-09-22,218714
2015-09-23,211473
2015-09-24,211473
2015-09-25,210947
2015-09-27,215432
2015-09-28,219970
2015-09-29,219970
2015-09-30,226438
2015-10-05,250436
2015-10-06,261056
2015-10-07,261056
2015-10-08,268455
2015-10-09,281274
2015-10-10,281274
2015-10-11,289967
2015-10-12,289967
2015-10-13,304084
2015-10-14,304084
2015-10-15,319036
2015-10-16,319036
2015-10-17,332974
2015-10-18,332974
2015-10-19,346757
2015-10-20,346757
2015-10-22,336215
2015-10-23,336760
2015-10-24,336760
2015-10-25,331570
2015-10-26,328220
2015-10-27,328220
2015-10-29,334337
2015-10-30,328003
2015-10-31,328003
2015-11-01,334184
2015-11-02,324385
2015-11-03,324385
2015-11-04,314210
2015-11-05,314210
2015-11-06,301291
2015-11-07,288315
2015-11-08,288315
2015-11-09,279862
2015-11-10,279862
2015-11-11,273919
2015-11-12,273919
2015-11-13,275335
2015-11-14,275335
2015-11-15,284300
2015-11-16,284300
2015-11-17,281226
2015-11-18,281226
2015-11-19,277770
2015-11-20,277770
2015-11-21,281614
2015-11-22,278927
2015-11-23,278927
2015-11-24,282243
2015-11-25,286692
2015-11-26,286692
2015-11-27,282856
2015-11-28,282856
2015-11-29,277233
2015-11-30,277233
2015-12-01,271304
2015-12-02,271304
2015-12-03,273040
2015-12-04,273040
2015-12-05,277147
2015-12-06,288922
2015-12-07,288922
2015-12-08,303245
2015-12-09,318408
2015-12-10,318408
2015-12-11,332909
2015-12-12,332909
2015-12-13,343753
2015-12-14,343753
2015-12-15,356923
2015-12-16,356923
2015-12-17,369507
2015-12-18,366618
2015-12-19,362870
2015-12-20,370557
2015-12-21,370557
2015-12-22,388913
2015-12-23,407825
2015-12-24,407825
2015-12-25,406881
2015-12-26,406881
2015-12-27,408670
2015-12-28,408670
2015-12-29,398904
2015-12-31,381887
2016-01-01,368118
2016-01-02,368118
2016-01-03,384234
2016-01-04,402373
2016-01-05,402373
2016-01-06,410675
2016-01-07,410675
2016-01-08,414317
2016-01-09,414317
2016-01-10,428887
2016-01-11,428887
2016-01-12,413134
2016-01-13,413134
2016-01-14,401765
2016-01-15,393313
2016-01-16,393313
2016-01-17,387690
2016-01-18,383540
2016-01-19,383540
2016-01-20,400691
2016-01-21,400691
2016-01-22,390325
2016-01-23,387937
2016-01-24,398075
2016-01-25,387872
2016-01-26,387872
2016-01-27,386714
2016-01-28,386714
2016-01-29,383500
2016-01-30,383500
2016-01-31,379830
2016-02-01,378733
2016-02-02,378733
2016-02-03,377127
2016-02-04,377127
2016-02-05,368597
2016-02-06,362623
2016-02-07,362623
2016-02-08,366021
2016-02-09,366021
2016-02-10,368790
2016-02-11,368790
2016-02-12,360450
2016-02-13,361703
2016-02-14,361703
2016-02-15,350833
2016-02-16,350833
2016-02-17,359080
2016-02-18,359080
2016-02-19,348008
2016-02-20,343526
2016-02-21,338211
2016-02-22,338211
2016-02-23,347674
2016-02-24,347674
2016-02-25,364969
2016-02-26,364969
2016-02-27,383218
2016-02-28,383218
2016-02-29,402379
2016-03-01,421750
2016-03-02,421750
2016-03-03,442838
2016-03-04,442838
2016-03-05,464972
2016-03-06,467800
2016-03-07,467800
2016-03-08,444870
2016-03-09,423632
2016-03-10,408812
2016-03-11,408812
2016-03-12,392691
2016-03-13,392691
2016-03-14,397279
2016-03-15,379749
2016-03-16,373851
2016-03-17,373851
2016-03-18,380699
2016-03-19,380699
2016-03-20,381221
2016-03-21,381221
2016-03-22,379180
2016-03-23,375139
2016-03-24,375139
2016-03-25,372215
2016-03-26,377762
2016-03-27,377762
2016-03-28,382834
2016-03-29,368113
2016-03-30,368113
2016-03-31,351557
2016-04-01,351557
2016-04-02,334323
2016-04-03,333930
2016-04-04,339783
2016-04-05,339783
2016-04-06,345604
2016-04-07,345604
2016-04-08,339235
2016-04-09,337653
2016-04-10,335965
2016-04-11,335965
2016-04-12,339228
2016-04-13,339228
2016-04-14,333288
2016-04-15,333778
2016-04-16,334098
2016-04-17,344960
2016-04-18,340895
2016-04-19,340895
2016-04-20,339178
2016-04-21,339178
2016-04-22,332025
2016-04-23,328226
2016-04-24,316636
2016-04-25,315192
2016-04-26,315192
2016-04-27,316838
2016-04-28,316838
2016-04-29,320932
2016-04-30,326183
2016-05-01,326183
2016-05-02,333731
2016-05-03,332658
2016-05-04,349291
2016-05-05,354179
2016-05-06,354179
2016-05-07,361128
2016-05-08,361128
2016-05-09,376416
2016-05-10,392737
2016-05-11,392737
2016-05-12,412267
2016-05-13,432881
2016-05-14,454402
2016-05-15,473649
2016-05-16,472370
2016-05-17,461895
2016-05-18,440342
2016-05-19,435279
2016-05-22,435484
2016-05-23,416582
2016-05-24,407705
2016-05-25,403056
2016-05-26,403923
2016-05-27,410902
2016-05-28,410902
2016-05-29,424681
2016-05-30,424681
2016-05-31,434143
2016-06-01,422467
2016-06-02,415791
2016-06-03,415791
2016-06-04,409202
2016-06-05,409202
2016-06-06,407823
2016-06-07,407823
2016-06-08,400584
2016-06-09,412309
2016-06-10,410217
2016-06-11,410217
2016-06-12,409147
2016-06-13,409147
2016-06-14,415334
2016-06-15,415334
2016-06-16,421801
2016-06-17,438603
2016-06-18,438603
2016-06-19,451160
2016-06-20,451160
2016-06-21,464721
2016-06-22,485016
2016-06-23,503066
2016-06-24,503066
2016-06-25,528120
2016-06-26,528120
2016-06-27,554526
2016-06-28,564060
2016-06-29,539238
2016-06-30,534353
2016-07-01,543832
2016-07-02,543832
2016-07-03,545960
2016-07-04,547567
2016-07-05,547567
2016-07-06,537312
2016-07-07,527741
2016-07-08,509077
2016-07-09,502033
2016-07-10,489805
2016-07-11,474712
2016-07-12,450976
2016-07-13,428433
2016-07-14,408354
2016-07-15,421565
2016-07-16,439099
2016-07-17,438665
2016-07-18,435476
2016-07-23,435361
2016-07-24,418880
2016-07-25,408571
2016-07-26,408571
2016-07-27,414764
2016-07-28,414764
2016-07-29,418786
2016-07-30,423269
2016-07-31,423269
2016-08-01,428642
2016-08-02,445845
2016-08-03,465234
2016-08-04,465234
2016-08-05,464225
2016-08-06,444429
2016-08-07,429971
2016-08-08,429971
2016-08-09,411835
2016-08-10,396599
2016-08-11,396599
2016-08-12,379108
2016-08-13,379108
2016-08-14,387483
2016-08-15,406858
2016-08-16,425791
2016-08-17,425791
2016-08-18,447081
2016-08-19,468412
2016-08-20,491782
2016-08-21,491782
2016-08-22,505099
2016-08-23,487110
2016-08-24,487110
2016-08-25,478401
2016-08-26,478401
2016-08-28,461626
2016-08-31,435803
2016-09-01,449525
2016-09-02,449525
2016-09-03,449596
2016-09-04,452395
2016-09-05,436097
2016-09-06,430429
2016-09-07,430429
2016-09-08,434406
2016-09-09,434406
2016-09-10,423034
2016-09-11,423034
2016-09-12,418939
2016-09-13,400141
2016-09-14,400141
2016-09-15,380574
2016-09-16,380574
2016-09-17,383690
2016-09-18,401187
2016-09-19,414757
2016-09-20,414757
2016-09-21,435495
2016-09-22,450178
2016-09-23,465487
2016-09-24,465487
2016-09-25,447339
2016-09-26,447339
2016-09-27,433151
2016-09-28,418533
2016-09-29,418533
2016-09-30,402043
2016-10-01,402043
2016-10-02,414153
2016-10-03,414153
2016-10-04,418850
2016-10-05,418850
2016-10-06,407530
2016-10-07,407530
2016-10-08,398477
2016-10-09,398477
2016-10-10,410495
2016-10-11,426397
2016-10-12,426397
2016-10-13,432194
2016-10-14,444246
2016-10-15,463373
2016-10-16,484386
2016-10-17,508606
2016-10-18,508606
2016-10-19,533980
2016-10-20,533980
2016-10-21,560608
2016-10-22,560608
2016-10-23,587630
2016-10-24,617012
2016-10-25,617012
2016-10-26,629817
2016-10-27,629817
2016-10-28,604138
2016-10-29,629983
2016-10-30,658939
2016-10-31,672508
2016-11-01,672508
2016-11-02,683126
2016-11-03,683126
2016-11-04,669833
2016-11-05,669833
2016-11-06,648306
2016-11-07,648306
2016-11-08,631521
2016-11-09,618097
2016-11-10,589579
2016-11-11,589579
2016-11-12,562472
2016-11-13,562472
2016-11-14,542692
2016-11-15,542692
2016-12-07,511224
2016-12-08,518494
2016-12-09,500642
2016-12-10,500642
2016-12-11,485954
2016-12-12,503250
2016-12-13,498959
2016-12-14,494614
2016-12-15,494614
2016-12-16,519249
2016-12-17,545212
2016-12-18,545212
2016-12-19,572137
2016-12-20,600191
2016-12-21,630201
2016-12-22,630201
2016-12-23,649342
2016-12-24,649342
2016-12-25,647637
2016-12-26,671857
2016-12-27,697290
2016-12-28,729897
2016-12-29,759330
2016-12-30,789419
2016-12-31,808067
2017-01-01,795390
2017-01-02,785838
2017-01-03,785838
2017-01-04,792078
2017-01-05,756976
2017-01-06,725403
2017-01-07,691083
2017-01-08,663044
2017-01-09,634987
2017-01-10,622287
2017-01-11,600726
2017-01-12,592888
2017-01-13,592888
2017-01-14,585611
2017-01-15,598144
2017-01-16,569708
2017-01-17,543009
2017-01-18,526465
2017-01-19,505343
2017-01-20,509441
2017-01-21,524414
2017-01-22,506099
2017-01-23,511545
2017-01-27,558784
2017-01-28,566261
2017-01-29,575240
2017-01-30,575240
2017-01-31,576158
2017-02-01,583061
2017-02-02,577181
2017-02-03,575255
2017-02-04,571819
2017-02-05,572393
2017-02-06,577908
2017-02-07,567187
2017-02-08,553650
2017-02-09,553650
2017-02-10,532278
2017-02-11,538254
2017-02-12,538254
2017-02-13,527684
2017-02-14,527649
2017-02-15,527649
2017-02-16,529766
2017-02-18,555644
2017-02-19,577685
2017-02-20,578220
2017-02-21,573150
2017-02-22,573150
2017-02-23,546568
2017-02-24,546568
2017-02-25,520945
2017-02-26,496709
2017-02-27,492112
2017-02-28,486505
2017-03-01,475500
2017-03-02,465892
2017-03-03,465892
2017-03-04,481311
2017-03-05,502649
2017-03-06,526955
2017-03-07,541776
2017-03-08,541776
2017-03-09,540045
2017-03-10,529218
2017-03-11,535755
2017-03-12,535755
2017-03-13,526291
2017-03-14,504651
2017-03-15,480560
2017-03-16,457243
2017-03-17,440786
2017-03-18,432024
2017-03-19,428068
2017-03-20,430147
2017-03-21,428793
2017-03-22,435644
2017-03-23,453890
2017-03-24,474291
2017-03-25,474291
2017-03-26,494021
2017-03-27,487359
2017-03-28,479896
2017-03-29,465779
2017-03-30,465437
2017-03-31,476137
2017-04-01,476137
2017-04-02,472337
2017-04-03,457655
2017-04-04,438330
2017-04-12,435958
2017-04-13,439951
2017-04-14,428270
2017-04-15,429569
2017-04-16,422784
2017-04-17,431660
2017-04-18,417519
2017-04-19,424031
2017-04-20,424031
2017-04-21,420292
2017-04-22,420292
2017-04-23,433473
2017-04-24,446447
2017-04-25,448028
2017-04-26,448028
2017-04-27,443294
2017-04-28,441570
2017-04-29,441952
2017-04-30,441847
2017-05-01,442721
2017-05-02,445316
2017-05-03,459995
2017-05-04,479709
2017-05-05,466307
2017-05-06,475020
2017-05-07,487775
2017-05-08,509661
2017-05-09,497021
2017-05-10,495906
2017-05-11,495906
2017-05-12,491933
2017-05-13,492692
2017-05-14,492692
2017-05-15,484587
2017-05-16,479966
2017-05-17,479966
2017-05-18,483891
2017-05-19,483891
2017-05-20,482324
2017-05-21,482324
2017-05-22,481338
2017-05-23,472513
2017-05-24,452112
2017-05-25,430584
2017-05-26,410205
2017-05-27,420128
2017-05-28,427037
2017-05-29,442146
2017-05-30,442127
2017-05-31,442191
2017-06-01,428246
2017-06-02,436483
2017-06-03,436483
2017-06-04,432090
2017-06-05,428654
2017-06-06,423167
2017-06-07,420582
2017-06-08,420582
2017-06-09,402670
2017-06-10,404306
2017-06-11,392320
2017-06-12,373440
2017-06-13,367171
2017-06-14,361797
2017-06-15,357366
2017-06-16,352808
2017-06-17,359898
2017-06-18,353391
2017-06-19,353391
2017-06-20,355675
2017-06-21,352325
2017-06-22,352325
2017-06-23,343418
2017-06-24,340335
2017-06-25,347796
2017-06-26,343731
2017-06-27,352924
2017-06-28,353546
2017-06-29,353678
2017-06-30,349949
2017-07-01,349949
2017-07-02,354758
2017-07-03,360560
2017-07-04,370913
2017-07-05,370913
2017-07-06,373489
2017-07-07,373489
2017-07-08,391008
2017-07-13,391978
2017-07-14,386950
2017-07-15,386950
2017-07-16,398851
2017-07-17,415927
2017-07-18,419937
2017-07-19,425281
2017-07-20,441068
2017-07-21,461530
2017-07-22,471796
2017-07-23,466820
2017-07-24,466820
2017-07-25,466085
2017-07-26,460799
2017-07-27,457495
2017-07-28,455165
2017-07-29,455165
2017-07-30,460115
2017-07-31,460115
2017-08-01,438683
2017-08-02,428327
2017-08-03,424783
2017-08-04,424783
2017-08-05,425078
2017-08-06,425078
2017-08-09,413726
2017-08-10,407394
2017-08-11,401502
2017-08-12,398005
2017-08-13,393922
2017-08-14,392003
2017-08-15,388439
2017-08-16,378159
2017-08-17,369538
2017-08-18,369538
2017-08-19,368593
2017-08-20,366112
2017-08-21,366620
2017-08-22,361303
2017-08-23,357539
2017-08-24,357539
2017-08-25,347863
2017-08-26,357742
2017-08-27,375630
2017-08-28,392574
2017-08-29,392574
2017-08-30,412203
2017-08-31,431238
2017-09-01,431238
2017-09-02,447264
2017-09-03,447264
2017-09-04,450317
2017-09-05,472368
2017-09-06,494704
2017-09-07,496210
2017-09-08,496210
2017-09-09,495276
2017-09-10,508216
2017-09-11,508216
2017-09-12,510708
2017-09-13,521879
2017-09-14,547973
2017-09-15,547973
2017-09-16,575371
2017-09-17,603637
2017-09-18,623854
2017-09-19,623854
2017-09-20,617331
2017-09-21,617331
2017-09-22,616810
2017-09-23,616810
2017-09-24,609873
2017-09-25,597328
2017-09-26,602316
2017-09-27,602316
2017-09-28,607338
2017-09-29,601320
2017-09-30,601320
2017-10-01,591226
2017-10-02,589603
2017-10-03,589603
2017-10-04,600254
2017-10-05,596852
2017-10-06,609367
2017-10-07,629140
2017-10-08,651380
2017-10-09,672032
2017-10-10,682442
2017-10-11,682442
2017-10-12,668822
2017-10-13,654674
2017-10-14,682938
2017-10-15,682938
2017-10-16,703544
2017-10-17,703544
2017-10-18,693926
2017-10-19,660997
2017-10-20,639801
2017-10-21,657572
2017-10-22,673655
2017-10-23,657558
2017-10-24,657558
2017-10-25,628294
2017-10-26,626847
2017-10-27,618450
2017-10-28,618450
2017-10-29,640637
2017-10-30,661200
2017-10-31,670342
2017-11-01,670342
2017-11-02,656828
2017-11-03,642008
2017-11-04,631612
2017-11-05,626888
2017-11-06,613748
2017-11-07,613748
2017-11-08,587192
2017-11-09,579649
2017-11-10,575791
2017-11-11,569790
2017-11-12,561001
2017-11-13,554319
2017-11-14,554319
2017-11-15,547980
2017-11-16,538044
2017-11-17,541728
2017-11-18,541728
2017-11-19,547289
2017-11-20,557746
2017-11-21,562885
2017-11-22,556878
2017-11-23,548279
2017-11-24,564249
2017-11-25,569110
2017-11-26,554655
2017-11-27,554655
2017-11-28,545770
2017-11-29,530519
2017-11-30,530519
2017-12-01,514767
2017-12-02,514767
2017-12-03,508229
2017-12-04,508229
2017-12-05,499339
2017-12-06,488206
2017-12-07,478392
2017-12-08,478392
2017-12-09,473030
2017-12-10,489924
2017-12-11,498452
2017-12-12,498452
2017-12-13,498691
2017-12-14,512889
2017-12-15,510531
2017-12-16,501509
2017-12-17,513726
2017-12-18,537006
2017-12-19,537006
2017-12-20,527510
2017-12-21,519480
2017-12-22,528404
2017-12-23,533071
2017-12-24,558723
2017-12-25,584067
2017-12-26,611583
2017-12-27,641333
2017-12-28,658893
2017-12-29,671173
2017-12-30,699344
2017-12-31,721545
2018-01-01,694637
2018-01-02,681033
2018-01-03,662080
2018-01-04,628976
2018-01-05,608965
2018-01-06,600338
2018-01-07,628726
2018-01-08,644346
2018-01-09,639374
2018-01-10,639374
2018-01-11,610242
2018-01-12,584501
2018-01-13,596341
2018-01-14,624789
2018-01-15,639621
2018-01-16,612823
2018-01-17,598329
2018-01-18,572429
2018-01-19,572429
2018-01-20,569621
2018-01-21,594828
2018-01-22,599674
2018-01-23,625419
2018-01-25,639559
2018-01-26,610574
2018-01-27,588552
2018-01-28,606952
2018-01-29,613065
2018-01-30,634968
2018-01-31,633634
2018-02-01,631754
2018-02-02,643052
2018-02-03,657149
2018-02-04,650772
2018-02-05,634684
2018-02-06,619566
2018-02-07,634789
2018-02-08,628010
2018-02-09,605161
2018-02-10,585160
2018-02-11,579978
2018-02-12,563238
2018-02-13,553725
2018-02-14,550267
2018-02-15,567725
2018-02-16,581264
2018-02-17,590393
2018-02-18,570863
2018-02-19,565751
2018-02-20,560338
2018-02-21,551351
2018-02-22,555183
2018-02-23,570955
2018-02-24,594089
2018-02-25,602785
2018-02-26,602952
2018-02-27,598592
2018-02-28,604039
2018-03-01,601843
2018-03-02,617673
2018-03-03,619404
2018-03-04,617189
2018-03-05,612709
2018-03-06,611404
2018-03-07,595598
2018-03-08,589562
2018-03-09,590278
2018-03-10,594949
2018-03-11,597842
2018-03-12,596427
2018-03-13,584032
2018-03-14,581254
2018-03-15,576314
2018-03-16,577737
2018-03-17,583642
2018-03-18,591876
2018-03-19,587742
2018-03-20,583633
2018-03-21,577128
2018-03-23,561764
2018-03-24,570637
2018-03-25,580221
2018-03-26,574544
2018-03-27,581613
2018-03-28,600444
2018-03-29,615524
2018-03-30,630479
2018-03-31,646110
2018-04-01,652214
2018-04-02,654008
2018-04-03,657038
2018-04-04,662429
2018-04-05,676858
2018-04-06,673159
2018-04-07,679409
2018-04-08,675726
2018-04-09,681330
2018-04-10,709641
2018-04-11,710205
2018-04-12,725208
2018-04-13,725302
2018-04-14,744407
2018-04-15,753724
2018-04-16,751019
2018-04-17,773164
2018-04-18,784588
2018-04-19,779983
2018-04-20,769455
2018-04-21,770677
2018-04-22,793848
2018-04-23,800645
2018-04-24,779258
2018-04-25,760128
2018-04-26,751396
2018-04-27,734474
2018-04-28,740132
2018-04-29,756558
2018-04-30,768429
2018-05-01,785182
2018-05-03,812935
2018-05-04,819992
2018-05-05,809827
2018-05-06,809827
2018-05-07,830992
2018-05-08,833340
2018-05-09,835249
2018-05-10,830180
2018-05-11,794082
2018-05-12,774611
2018-05-13,779254
2018-05-14,797599
2018-05-15,798993
2018-05-16,816556
2018-05-17,824000
2018-05-18,818788
2018-05-19,815937
2018-05-20,820063
2018-05-21,811304
2018-05-22,815961
2018-05-23,821297
2018-05-24,813864
2018-05-25,815888
2018-05-26,820432
2018-05-27,832226
2018-05-28,853352
2018-05-29,836703
2018-05-30,827887
2018-05-31,835125
2018-06-01,823001
2018-06-02,828129
2018-06-03,815430
2018-06-04,819151
2018-06-05,821359
2018-06-06,797033
2018-06-07,758380
2018-06-08,728893
2018-06-09,705349
2018-06-10,672950
2018-06-11,664794
2018-06-12,669570
2018-06-13,661500
2018-06-14,645862
2018-06-15,627721
2018-06-16,628375
2018-06-17,626804
2018-06-18,609360
2018-06-19,616036
2018-06-20,616036
2018-06-21,610046
2018-06-22,616171
2018-06-23,623514
2018-06-24,623288
2018-06-25,620185
2018-06-26,621464
2018-06-27,638847
2018-06-28,656058
2018-06-29,672513
2018-06-30,688109
2018-07-01,697448
2018-07-02,722785
2018-07-03,727910
2018-07-04,729429
2018-07-05,734341
2018-07-06,751008
2018-07-07,783967
2018-07-08,814607
2018-07-09,819853
2018-07-10,835876
2018-07-11,827506
2018-07-12,809343
2018-07-13,785484
2018-07-14,777315
2018-07-15,790132
2018-07-16,794033
2018-07-17,786596
2018-07-18,795879
2018-07-19,816034
2018-07-20,803350
2018-07-21,811949
2018-07-22,831005
2018-07-23,848421
2018-07-24,861147
2018-07-25,859120
2018-07-26,871983
2018-07-27,860738
2018-07-28,854357
2018-07-29,845040
2018-07-30,851242
2018-07-31,857109
2018-08-01,841772
2018-08-02,848790
2018-08-03,843801
2018-08-04,838247
2018-08-05,856403
2018-08-06,871733
2018-08-07,877431
2018-08-08,888533
2018-08-09,876643
2018-08-10,865439
2018-08-11,851572
2018-08-12,844048
2018-08-14,819312
2018-08-16,792151
2018-08-17,780793
2018-08-18,813569
2018-08-19,835498
2018-08-20,869941
2018-08-21,896452
2018-08-22,903184
2018-08-23,900632
2018-08-24,883351
2018-08-25,877324
2018-08-26,871182
2018-08-27,884472
2018-08-28,901197
2018-08-29,910226
2018-08-30,924288
2018-08-31,953180
2018-09-01,995519
2018-09-02,1045295
2018-09-03,1091759
2018-09-04,1110233
2018-09-05,1087074
2018-09-06,1089853
2018-09-07,1052209
2018-09-08,1035500
2018-09-09,1019647
2018-09-10,1013179
2018-09-11,1003109
2018-09-12,1004830
2018-09-13,975373
2018-09-14,987474
2018-09-15,1021318
2018-09-16,1072384
2018-09-17,1126004
2018-09-18,1180322
2018-09-19,1219330
2018-09-20,1220603
2018-09-21,1238448
2018-09-22,1234042
2018-09-23,1266201
2018-09-24,1245146
2018-09-25,1237066
2018-09-26,1223670
2018-09-27,1209112
2018-09-28,1174421
2018-09-29,1172234
2018-09-30,1154435
2018-10-01,1139227
2018-10-02,1126747
2018-10-03,1101312
2018-10-04,1090800
2018-10-05,1082595
2018-10-06,1073137
2018-10-07,1092751
2018-10-08,1064178
2018-10-09,1054223
2018-10-10,1044362
2018-10-11,1007198
2018-10-12,999750
2018-10-13,994414
2018-10-14,1007775
2018-10-15,992625
2018-10-16,963146
2018-10-17,933808
2018-10-18,918052
2018-10-19,908434
2018-10-20,918251
2018-10-21,915524
2018-10-22,898428
2018-10-23,867045
2018-10-24,829658
2018-10-25,837873
2018-10-26,858585
2018-10-27,854425
2018-10-28,834271
2018-10-29,834307
2018-10-30,840673
2018-10-31,861266
2018-11-01,880105
2018-11-03,874595
2018-11-04,896118
2018-11-05,882700
2018-11-06,887984
2018-11-07,913955
2018-11-08,914887
2018-11-09,927382
2018-11-10,937345
2018-11-11,957818
2018-11-12,982616
2018-11-13,1012794
2018-11-14,1017192
2018-11-15,1029807
2018-11-16,1048075
2018-11-17,1059612
2018-11-18,1062383
2018-11-19,1046510
2018-11-20,1031016
2018-11-21,1024367
2018-11-22,1002396
2018-11-23,995304
2018-11-24,1003928
2018-11-25,1009410
2018-11-26,1019322
2018-11-27,1022892
2018-11-28,1027174
2018-11-29,1023724
2018-12-01,1073258
2018-12-02,1082861
2018-12-03,1069936
2018-12-04,1061726
2018-12-05,1051755
2018-12-07,1020804
2018-12-09,1032714
2018-12-10,1057915
2018-12-11,1063793
2018-12-12,1095385
2018-12-13,1087961
2018-12-14,1103415
2018-12-15,1108696
2018-12-16,1140006
2018-12-17,1132865
2018-12-18,1106505
2018-12-19,1085007
2018-12-20,1084627
2018-12-21,1071715
2018-12-22,1046897
2018-12-23,1036953
2018-12-24,1059575
2018-12-25,1112238
2018-12-26,1165920
2018-12-27,1222896
2018-12-28,1269498
2018-12-29,1320566
2018-12-30,1299759
2018-12-31,1263762
2019-01-01,1245783
2019-01-02,1231105
2019-01-03,1208812
2019-01-04,1188881
2019-01-05,1180670
2019-01-06,1209453
2019-01-08,1171868
2019-01-10,1123171
2019-01-11,1068268
2019-01-12,1032056
2019-01-13,1050267
2019-01-14,1062132
2019-01-15,1047578
2019-01-16,1039708
2019-01-17,1053084
2019-01-18,1049159
2019-01-19,1082403
2019-01-20,1111753
2019-01-21,1130878
2019-01-22,1101007
2019-01-23,1095390
2019-01-24,1094997
2019-01-25,1108400
2019-01-26,1147188
2019-01-27,1151488
2019-01-28,1164240
2019-01-29,1145963
2019-01-30,1128894
2019-01-31,1128823
2019-02-01,1129409
2019-02-02,1135760
2019-02-03,1128822
2019-02-04,1115110
2019-02-05,1098613
2019-02-06,1086609
2019-02-07,1068165
2019-02-08,1042164
2019-02-09,1034897
2019-02-10,996414
2019-02-11,977225
2019-02-12,942647
2019-02-13,921603
2019-02-14,901804
2019-02-15,863749
2019-02-16,871966
2019-02-17,894122
2019-02-18,908195
2019-02-19,914820
2019-02-20,901438
2019-02-21,877214
2019-02-22,855411
2019-02-23,867650
2019-02-24,894421
2019-02-25,906023
2019-02-26,896271
2019-02-27,886490
2019-02-28,869012
2019-03-01,845640
2019-03-02,839618
2019-03-03,821343
2019-03-04,797373
2019-03-05,793625
2019-03-06,804561
2019-03-07,802477
2019-03-08,821735
2019-03-09,839001
2019-03-10,838169
2019-03-11,825312
2019-03-12,810433
2019-03-13,781268
2019-03-14,765780
