date_obj,Ring%20of%20the%20gods price
2016-01-13,13170245
2016-01-14,13761892
2016-01-15,13761892
2016-01-16,13761892
2016-01-17,13761892
2016-01-18,13761892
2016-01-19,13761892
2016-01-20,13761892
2016-01-21,13761892
2016-01-22,13761892
2016-01-23,13761892
2016-01-24,13761892
2016-01-25,14360937
2016-01-26,14360937
2016-01-27,14360937
2016-01-28,14360937
2016-01-29,14360937
2016-01-30,14360937
2016-01-31,14360937
2016-02-01,14360937
2016-02-02,14360937
2016-02-03,15010927
2016-02-04,15010927
2016-02-05,15010927
2016-02-06,15010927
2016-02-07,15010927
2016-02-08,15010927
2016-02-09,15010927
2016-02-10,15010927
2016-02-11,15010927
2016-02-12,15010927
2016-02-13,15386490
2016-02-14,15386490
2016-02-15,15386490
2016-02-16,15386490
2016-02-17,15386490
2016-02-18,15386490
2016-02-19,15386490
2016-02-20,15386490
2016-02-21,15386490
2016-02-22,15386490
2016-02-23,15050198
2016-02-24,15050198
2016-02-25,15050198
2016-02-26,15050198
2016-02-27,15050198
2016-02-28,15050198
2016-02-29,15050198
2016-03-01,15050198
2016-03-02,15050198
2016-03-03,15050198
2016-03-04,15050198
2016-03-05,15050198
2016-03-06,14370982
2016-03-07,14370982
2016-03-08,14370982
2016-03-09,14370982
2016-03-10,14370982
2016-03-11,14370982
2016-03-12,14370982
2016-03-13,14370982
2016-03-14,14370982
2016-03-15,14370982
2016-03-16,14370982
2016-03-17,14277344
2016-03-18,14277344
2016-03-19,14277344
2016-03-20,14277344
2016-03-21,14277344
2016-03-22,14277344
2016-03-23,14277344
2016-03-24,14277344
2016-03-25,14277344
2016-03-26,14277344
2016-03-27,14277344
2016-03-28,14263540
2016-03-29,14263540
2016-03-30,14263540
2016-03-31,14263540
2016-04-01,14263540
2016-04-02,14263540
2016-04-03,14263540
2016-04-04,14263540
2016-04-05,14263540
2016-04-06,14263540
2016-04-07,14263540
2016-04-08,14263540
2016-04-09,14834742
2016-04-10,14834742
2016-04-11,14834742
2016-04-12,14834742
2016-04-13,14834742
2016-04-14,14834742
2016-04-15,14834742
2016-04-16,14834742
2016-04-17,14834742
2016-04-18,14834742
2016-04-19,14834742
2016-04-20,15202251
2016-04-21,15202251
2016-04-22,15202251
2016-04-23,15202251
2016-04-24,15202251
2016-04-25,15202251
2016-04-26,15202251
2016-04-27,15202251
2016-04-28,15202251
2016-04-29,15202251
2016-04-30,15202251
2016-05-01,15422060
2016-05-02,15422060
2016-05-03,15422060
2016-05-04,15422060
2016-05-05,15422060
2016-05-06,15422060
2016-05-07,15422060
2016-05-08,15422060
2016-05-09,15422060
2016-05-10,15411556
2016-05-11,15411556
2016-05-12,15411556
2016-05-13,15411556
2016-05-14,15411556
2016-05-15,15411556
2016-05-16,15411556
2016-05-17,15411556
2016-05-18,15411556
2016-05-19,15411556
2016-05-22,15416064
2016-05-23,15416064
2016-05-24,15416064
2016-05-25,15416064
2016-05-26,15416064
2016-05-27,15416064
2016-05-28,15416064
2016-05-29,16107898
2016-05-30,16107898
2016-05-31,16107898
2016-06-01,16107898
2016-06-02,16107898
2016-06-03,16107898
2016-06-04,16107898
2016-06-05,16107898
2016-06-06,16107898
2016-06-07,16107898
2016-06-08,16696434
2016-06-09,16696434
2016-06-10,16696434
2016-06-11,16696434
2016-06-12,16696434
2016-06-13,16696434
2016-06-14,16696434
2016-06-15,16696434
2016-06-16,16696434
2016-06-17,16696434
2016-06-18,17035623
2016-06-19,17035623
2016-06-20,17035623
2016-06-21,17035623
2016-06-22,17035623
2016-06-23,17035623
2016-06-24,17035623
2016-06-25,16241122
2016-06-26,16241122
2016-06-27,16241122
2016-06-28,16241122
2016-06-29,16241122
2016-06-30,16241122
2016-07-01,16241122
2016-07-02,16241122
2016-07-03,15436613
2016-07-04,15436613
2016-07-05,15436613
2016-07-06,15436613
2016-07-07,15436613
2016-07-08,15436613
2016-07-09,15436613
2016-07-10,15436613
2016-07-11,15436613
2016-07-12,14669507
2016-07-13,14669507
2016-07-14,14669507
2016-07-15,14669507
2016-07-16,14669507
2016-07-17,14669507
2016-07-18,14669507
2016-07-23,14669507
2016-07-24,14669507
2016-07-25,13936363
2016-07-26,13936363
2016-07-27,13936363
2016-07-28,13936363
2016-07-29,13936363
2016-07-30,13936363
2016-07-31,13936363
2016-08-01,13936363
2016-08-02,13936363
2016-08-03,13936363
2016-08-04,13247110
2016-08-05,13247110
2016-08-06,13247110
2016-08-07,13247110
2016-08-08,13247110
2016-08-09,13247110
2016-08-10,13247110
2016-08-11,13189892
2016-08-12,13189892
2016-08-13,13189892
2016-08-14,13189892
2016-08-15,13189892
2016-08-16,13189892
2016-08-17,13189892
2016-08-18,13189892
2016-08-19,13189892
2016-08-20,13317555
2016-08-21,13317555
2016-08-22,13317555
2016-08-23,13317555
2016-08-24,13317555
2016-08-25,13317555
2016-08-26,13317555
2016-08-28,13317555
2016-08-31,12709865
2016-09-01,12709865
2016-09-02,12709865
2016-09-03,12709865
2016-09-04,12709865
2016-09-05,12709865
2016-09-06,12709865
2016-09-07,12083739
2016-09-08,12083739
2016-09-09,12083739
2016-09-10,12083739
2016-09-11,12083739
2016-09-12,12083739
2016-09-13,12083739
2016-09-14,12083739
2016-09-15,12083739
2016-09-16,11499302
2016-09-17,11499302
2016-09-18,11499302
2016-09-19,11499302
2016-09-20,11499302
2016-09-21,11499302
2016-09-22,11499302
2016-09-23,11499302
2016-09-24,11499302
2016-09-25,10924336
2016-09-26,10924336
2016-09-27,10924336
2016-09-28,10924336
2016-09-29,10924336
2016-09-30,10924336
2016-10-01,10924336
2016-10-02,10924336
2016-10-03,10924336
2016-10-04,10378119
2016-10-05,10378119
2016-10-06,10378119
2016-10-07,10378119
2016-10-08,10378119
2016-10-09,10378119
2016-10-10,10378119
2016-10-11,10378119
2016-10-12,10378119
2016-10-13,9869687
2016-10-14,9869687
2016-10-15,9869687
2016-10-16,9869687
2016-10-17,9869687
2016-10-18,9869687
2016-10-19,9869687
2016-10-20,9869687
2016-10-21,9518166
2016-10-22,9518166
2016-10-23,9518166
2016-10-24,9518166
2016-10-25,9518166
2016-10-26,9518166
2016-10-27,9518166
2016-10-28,9518166
2016-10-29,9884770
2016-10-30,9884770
2016-10-31,9884770
2016-11-01,9884770
2016-11-02,9884770
2016-11-03,9884770
2016-11-04,9884770
2016-11-05,9884770
2016-11-06,10004669
2016-11-07,10004669
2016-11-08,10004669
2016-11-09,10004669
2016-11-10,10004669
2016-11-11,10004669
2016-11-12,10004669
2016-11-13,10004669
2016-11-14,10030063
2016-12-08,9786076
2016-12-09,9786076
2016-12-10,9786076
2016-12-11,9786076
2016-12-12,9786076
2016-12-13,9786076
2016-12-14,9786076
2016-12-15,9786076
2016-12-16,9786076
2016-12-17,9840706
2016-12-18,9840706
2016-12-19,9840706
2016-12-20,9840706
2016-12-21,9840706
2016-12-22,9840706
2016-12-23,9840706
2016-12-24,9840706
2016-12-25,9840706
2016-12-26,9488990
2016-12-27,9488990
2016-12-28,9488990
2016-12-29,9488990
2016-12-30,9488990
2016-12-31,9488990
2017-01-01,9488990
2017-01-02,9351319
2017-01-03,9351319
2017-01-04,9351319
2017-01-05,9351319
2017-01-06,9351319
2017-01-07,9351319
2017-01-08,9121646
2017-01-09,9121646
2017-01-10,9121646
2017-01-11,9121646
2017-01-12,9121646
2017-01-13,9121646
2017-01-14,8668377
2017-01-15,8668377
2017-01-16,8668377
2017-01-17,8668377
2017-01-18,8668377
2017-01-19,8234958
2017-01-20,8234958
2017-01-21,8234958
2017-01-22,8234958
2017-01-27,7823210
2017-01-28,7823210
2017-01-29,7823210
2017-01-30,7823210
2017-01-31,7823210
2017-02-01,7539370
2017-02-02,7539370
2017-02-03,7539370
2017-02-04,7539370
2017-02-05,7539370
2017-02-06,7539370
2017-02-07,7774535
2017-02-08,7774535
2017-02-09,7774535
2017-02-10,7774535
2017-02-11,8006093
2017-02-12,8006093
2017-02-13,8006093
2017-02-14,8006093
2017-02-15,8006093
2017-02-16,8006093
2017-02-18,8331449
2017-02-19,8331449
2017-02-20,8331449
2017-02-21,8331449
2017-02-22,8331449
2017-02-23,8563839
2017-02-24,8563839
2017-02-25,8563839
2017-02-26,8563839
2017-02-27,8563839
2017-02-28,8563839
2017-03-01,8288501
2017-03-02,8288501
2017-03-03,8288501
2017-03-04,8288501
2017-03-05,8288501
2017-03-06,8288501
2017-03-07,8198853
2017-03-08,8198853
2017-03-09,8198853
2017-03-10,8198853
2017-03-11,8198853
2017-03-12,8198853
2017-03-13,8010552
2017-03-14,8010552
2017-03-15,8010552
2017-03-16,8010552
2017-03-17,8010552
2017-03-18,8010552
2017-03-19,7671739
2017-03-20,7671739
2017-03-21,7671739
2017-03-22,7671739
2017-03-23,7671739
2017-03-24,7929872
2017-03-25,7929872
2017-03-26,7929872
2017-03-27,7929872
2017-03-28,7929872
2017-03-29,7929872
2017-03-30,7972478
2017-03-31,7972478
2017-04-01,7972478
2017-04-02,7972478
2017-04-03,7972478
2017-04-04,7972478
2017-04-12,8688731
2017-04-13,8688731
2017-04-14,8688731
2017-04-15,8688731
2017-04-16,8969066
2017-04-17,8969066
2017-04-18,8969066
2017-04-19,8969066
2017-04-20,8969066
2017-04-21,9355563
2017-04-22,9355563
2017-04-23,9355563
2017-04-24,9355563
2017-04-25,9355563
2017-04-26,9355563
2017-04-27,9588617
2017-04-28,9588617
2017-04-29,9588617
2017-04-30,9588617
2017-05-01,9588617
2017-05-02,9294142
2017-05-03,9294142
2017-05-04,9294142
2017-05-05,9294142
2017-05-06,9294142
2017-05-07,9294142
2017-05-08,9418798
2017-05-09,9418798
2017-05-10,9418798
2017-05-11,9418798
2017-05-12,9418798
2017-05-13,9779728
2017-05-14,9779728
2017-05-15,9779728
2017-05-16,9779728
2017-05-17,9779728
2017-05-18,9779728
2017-05-19,9779728
2017-05-20,9842211
2017-05-21,9842211
2017-05-22,9842211
2017-05-23,9842211
2017-05-24,9842211
2017-05-25,9842211
2017-05-26,9842211
2017-05-27,9681827
2017-05-28,9681827
2017-05-29,9681827
2017-05-30,9681827
2017-05-31,9681827
2017-06-01,9973045
2017-06-02,9973045
2017-06-03,9973045
2017-06-06,10422167
2017-06-07,10422167
2017-06-08,10422167
2017-06-09,10422167
2017-06-10,10630694
2017-06-11,10630694
2017-06-12,10630694
2017-06-13,10630694
2017-06-14,10630694
2017-06-15,10630694
2017-06-16,10102556
2017-06-17,10102556
2017-06-18,10102556
2017-06-19,10102556
2017-06-20,10102556
2017-06-21,10102556
2017-06-22,10102556
2017-06-23,9626858
2017-06-24,9626858
2017-06-25,9626858
2017-06-26,9626858
2017-06-27,9626858
2017-06-28,9626858
2017-06-29,9626858
2017-06-30,9596457
2017-07-01,9596457
2017-07-02,9596457
2017-07-03,9596457
2017-07-04,9596457
2017-07-05,9596457
2017-07-06,9596457
2017-07-07,9726429
2017-07-08,9726429
2017-07-13,9726429
2017-07-14,9867591
2017-07-15,9867591
2017-07-16,9867591
2017-07-17,9867591
2017-07-18,9867591
2017-07-19,9867591
2017-07-20,9867591
2017-07-21,10287591
2017-07-22,10287591
2017-07-23,10287591
2017-07-24,10287591
2017-07-25,10287591
2017-07-26,10287591
2017-07-27,10287591
2017-07-28,10348809
2017-07-29,10348809
2017-07-30,10348809
2017-07-31,10348809
2017-08-01,10348809
2017-08-02,10348809
2017-08-03,10713148
2017-08-04,10713148
2017-08-05,10713148
2017-08-06,10713148
2017-08-09,10713148
2017-08-10,10602511
2017-08-11,10602511
2017-08-12,10602511
2017-08-13,10602511
2017-08-14,10602511
2017-08-15,10602511
2017-08-17,10116881
2017-08-18,10116881
2017-08-19,10116881
2017-08-20,10116881
2017-08-22,10116881
2017-08-23,9625271
2017-08-24,9625271
2017-08-25,9625271
2017-08-26,9625271
2017-08-27,9625271
2017-08-28,9625271
2017-08-29,9625271
2017-08-30,9204055
2017-08-31,9204055
2017-09-01,9204055
2017-09-02,9204055
2017-09-03,9204055
2017-09-04,9204055
2017-09-05,9100482
2017-09-06,9100482
2017-09-07,9100482
2017-09-08,9100482
2017-09-09,9100482
2017-09-10,9100482
2017-09-11,9402782
2017-09-12,9402782
2017-09-13,9402782
2017-09-14,9402782
2017-09-15,9402782
2017-09-16,9402782
2017-09-17,9402782
2017-09-19,9334148
2017-09-20,9334148
2017-09-21,9334148
2017-09-22,9334148
2017-09-23,9334148
2017-09-24,9334148
2017-09-25,9334148
2017-09-26,9240423
2017-09-27,9240423
2017-09-28,9240423
2017-09-29,9240423
2017-09-30,9240423
2017-10-01,9240423
2017-10-02,9450769
2017-10-03,9450769
2017-10-04,9450769
2017-10-05,9450769
2017-10-06,9450769
2017-10-07,9450769
2017-10-08,9610714
2017-10-09,9610714
2017-10-10,9610714
2017-10-11,9610714
2017-10-12,9610714
2017-10-13,9610714
2017-10-14,9950249
2017-10-15,9950249
2017-10-16,9950249
2017-10-17,9950249
2017-10-18,9950249
2017-10-19,9950249
2017-10-20,9950249
2017-10-21,10105421
2017-10-22,10105421
2017-10-23,10105421
2017-10-24,10105421
2017-10-25,10105421
2017-10-26,10105421
2017-10-27,9976047
2017-10-28,9976047
2017-10-29,9976047
2017-10-30,9976047
2017-10-31,9976047
2017-11-01,9976047
2017-11-02,9976047
2017-11-03,9893685
2017-11-04,9893685
2017-11-05,9893685
2017-11-06,9893685
2017-11-07,9893685
2017-11-08,9893685
2017-11-09,9725063
2017-11-10,9725063
2017-11-11,9725063
2017-11-12,9725063
2017-11-13,9725063
2017-11-14,9725063
2017-11-15,10158188
2017-11-16,10158188
2017-11-17,10158188
2017-11-18,10158188
2017-11-19,10158188
2017-11-20,10158188
2017-11-21,10473527
2017-11-22,10473527
2017-11-23,10473527
2017-11-24,10473527
2017-11-25,10473527
2017-11-26,10473527
2017-11-27,10473527
2017-11-28,10357812
2017-11-29,10357812
2017-11-30,10357812
2017-12-01,10357812
2017-12-02,10357812
2017-12-03,10357812
2017-12-04,10006387
2017-12-05,10006387
2017-12-06,10006387
2017-12-07,10006387
2017-12-08,10006387
2017-12-09,10006387
2017-12-10,9740552
2017-12-11,9740552
2017-12-12,9740552
2017-12-14,9740552
2017-12-15,9740552
2017-12-16,9740552
2017-12-17,9732059
2017-12-18,9732059
2017-12-19,9732059
2017-12-20,9732059
2017-12-21,9732059
2017-12-22,9732059
2017-12-23,9928854
2017-12-24,9928854
2017-12-25,9928854
2017-12-26,9928854
2017-12-27,9928854
2017-12-28,9928854
2017-12-29,10123250
2017-12-30,10123250
2017-12-31,10123250
2018-01-01,10123250
2018-01-02,10123250
2018-01-03,10003537
2018-01-04,10003537
2018-01-05,10003537
2018-01-06,10003537
2018-01-07,10003537
2018-01-08,9586245
2018-01-09,9586245
2018-01-10,9586245
2018-01-11,9586245
2018-01-12,9586245
2018-01-13,9586245
2018-01-14,9312857
2018-01-15,9312857
2018-01-16,9312857
2018-01-17,9312857
2018-01-18,9312857
2018-01-19,9312857
2018-01-20,9113856
2018-01-21,9113856
2018-01-22,9113856
2018-01-23,9113856
2018-01-24,9357134
2018-01-25,9357134
2018-01-26,9357134
2018-01-27,9357134
2018-01-28,9330640
2018-01-29,9330640
2018-01-31,9471823
2018-02-01,9471823
2018-02-02,9471823
2018-02-03,9874059
2018-02-04,9874059
2018-02-05,9874059
2018-02-06,9874059
2018-02-07,9892063
2018-02-08,9892063
2018-02-09,9892063
2018-02-10,9892063
2018-02-11,9954869
2018-02-12,9954869
2018-02-13,9954869
2018-02-14,9954869
2018-02-15,9868753
2018-02-16,9868753
2018-02-17,9868753
2018-02-18,9872348
2018-02-19,9872348
2018-02-20,10111116
2018-02-21,10111116
2018-02-22,10111116
2018-02-23,10421061
2018-02-24,10421061
2018-02-25,10421061
2018-02-26,10421061
2018-02-27,10274325
2018-02-28,10274325
2018-03-01,10274325
2018-03-02,9972231
2018-03-03,9972231
2018-03-04,9972231
2018-03-05,9972231
2018-03-06,9802196
2018-03-07,9802196
2018-03-08,9802196
2018-03-09,9814328
2018-03-10,9814328
2018-03-11,9814328
2018-03-12,9736379
2018-03-13,9736379
2018-03-14,9736379
2018-03-15,9736379
2018-03-16,9671570
2018-03-17,9671570
2018-03-18,9671570
2018-03-19,9671570
2018-03-20,9780149
2018-03-21,9780149
2018-03-23,9780149
2018-03-24,9771170
2018-03-26,9771170
2018-03-27,9780445
2018-03-29,9780445
2018-03-30,9780445
2018-03-31,9798357
2018-04-01,9798357
2018-04-02,9798357
2018-04-03,9963296
2018-04-04,9963296
2018-04-05,9963296
2018-04-06,9963296
2018-04-08,10061894
2018-04-09,10061894
2018-04-10,10240045
2018-04-11,10240045
2018-04-12,10240045
2018-04-13,10463457
2018-04-14,10463457
2018-04-15,10915854
2018-04-16,10915854
2018-04-17,10915854
2018-04-18,10915854
2018-04-19,11335171
2018-04-20,11335171
2018-04-21,11335171
2018-04-22,11674225
2018-04-23,11674225
2018-04-24,11674225
2018-04-25,12220353
2018-04-26,12220353
2018-04-27,12220353
2018-04-28,12615241
2018-04-29,12615241
2018-04-30,12615241
2018-05-01,13193411
2018-05-02,13193411
2018-05-03,13193411
2018-05-04,13193411
2018-05-05,13049717
2018-05-06,13049717
2018-05-07,13049717
2018-05-08,13049717
2018-05-09,13049717
2018-05-10,12852812
2018-05-11,12852812
2018-05-12,12852812
2018-05-13,12852812
2018-05-14,12347942
2018-05-15,12347942
2018-05-16,12347942
2018-05-17,12347942
2018-05-18,11779048
2018-05-19,11779048
2018-05-20,11779048
2018-05-21,11954839
2018-05-22,11954839
2018-05-23,11954839
2018-05-24,12220775
2018-05-25,12220775
2018-05-26,12220775
2018-05-27,12220775
2018-05-28,12356774
2018-05-29,12356774
2018-05-30,12356774
2018-05-31,12765021
2018-06-01,12765021
2018-06-02,13169890
2018-06-03,13169890
2018-06-04,13169890
2018-06-05,13169890
2018-06-06,12886498
2018-06-07,12886498
2018-06-08,12886498
2018-06-09,12242173
2018-06-10,12242173
2018-06-11,12242173
2018-06-12,11630064
2018-06-13,11630064
2018-06-14,11630064
2018-06-15,11048560
2018-06-16,11048560
2018-06-17,11048560
2018-06-18,10607832
2018-06-19,10607832
2018-06-20,10607832
2018-06-21,10593546
2018-06-22,10593546
2018-06-23,10593546
2018-06-24,10634446
2018-06-25,10634446
2018-06-26,10634446
2018-06-27,10997944
2018-06-28,10997944
2018-06-29,10997944
2018-06-30,10942157
2018-07-01,10942157
2018-07-02,10942157
2018-07-03,10902627
2018-07-04,10902627
2018-07-05,10902627
2018-07-06,10857538
2018-07-07,10857538
2018-07-08,10857538
2018-07-09,10658968
2018-07-10,10658968
2018-07-11,10658968
2018-07-12,10658968
2018-07-13,10658968
2018-07-14,10651337
2018-07-15,10651337
2018-07-16,10651337
2018-07-17,10954594
2018-07-18,10954594
2018-07-19,10954594
2018-07-20,10954594
2018-07-21,10867872
2018-07-22,10867872
2018-07-23,11349406
2018-07-24,11349406
2018-07-25,11349406
2018-07-26,11537732
2018-07-27,11537732
2018-07-28,11537732
2018-07-29,11284843
2018-07-30,11284843
2018-07-31,11468527
2018-08-01,11468527
2018-08-02,11468527
2018-08-03,11815102
2018-08-04,11815102
2018-08-05,11950947
2018-08-06,11950947
2018-08-07,11950947
2018-08-08,12086556
2018-08-09,12086556
2018-08-10,12086556
2018-08-11,11828262
2018-08-12,11828262
2018-08-14,11706932
2018-08-16,11793314
2018-08-17,11793314
2018-08-18,11793314
2018-08-19,11547371
2018-08-20,11547371
2018-08-21,11547371
2018-08-22,11479573
2018-08-23,11479573
2018-08-24,11479573
2018-08-25,11318999
2018-08-26,11318999
2018-08-27,11318999
2018-08-28,11239289
2018-08-29,11239289
2018-08-30,11239289
2018-08-31,11122262
2018-09-01,11122262
2018-09-02,11122262
2018-09-03,10964277
2018-09-04,10964277
2018-09-05,10743018
2018-09-06,10743018
2018-09-07,10743018
2018-09-08,10721046
2018-09-09,10721046
2018-09-10,10721046
2018-09-11,10721046
2018-09-12,10627283
2018-09-13,10627283
2018-09-14,10627283
2018-09-15,10423789
2018-09-16,10423789
2018-09-17,10423789
2018-09-18,10452975
2018-09-19,10452975
2018-09-20,10452975
2018-09-21,10731301
2018-09-22,10731301
2018-09-23,10806089
2018-09-24,10806089
2018-09-25,10806089
2018-09-26,11087353
2018-09-27,11087353
2018-09-28,11087353
2018-09-29,11215643
2018-09-30,11215643
2018-10-02,11584428
2018-10-03,11584428
2018-10-04,11584428
2018-10-05,11585978
2018-10-06,11585978
2018-10-07,11998789
2018-10-08,11998789
2018-10-09,11998789
2018-10-10,12420637
2018-10-11,12420637
2018-10-12,12420637
2018-10-13,12845063
2018-10-14,12845063
2018-10-15,12845063
2018-10-16,13254312
2018-10-17,13254312
2018-10-18,13254312
2018-10-19,13262037
2018-10-20,13262037
2018-10-21,13262037
2018-10-22,13440840
2018-10-23,13440840
2018-10-24,13440840
2018-10-25,13440840
2018-10-26,13447942
2018-10-27,13447942
2018-10-28,13338690
2018-10-29,13338690
2018-10-30,13338690
2018-10-31,13338690
2018-11-01,13260761
2018-11-03,13260761
2018-11-04,13245392
2018-11-05,13245392
2018-11-06,13385105
2018-11-07,13385105
2018-11-08,13385105
2018-11-09,13290329
2018-11-10,13290329
2018-11-11,13285518
2018-11-12,13285518
2018-11-13,13300188
2018-11-14,13300188
2018-11-15,13300188
2018-11-16,13268063
2018-11-17,13268063
2018-11-18,13268063
2018-11-19,13222105
2018-11-20,13222105
2018-11-21,13126748
2018-11-22,13126748
2018-11-23,13062427
2018-11-24,13062427
2018-11-25,12942245
