date_obj,Camelot%20teleport%20(tablet) price
2019-08-25,437
2019-08-26,428
2019-08-27,413
2019-08-27,413
2019-08-28,408
2019-08-29,394
2019-08-30,398
2019-08-31,401
2019-09-01,403
2019-09-02,413
2019-09-03,404
2019-09-04,383
2019-09-05,363
2019-09-06,346
2019-09-07,328
2019-09-08,319
2019-09-09,309
2019-09-10,315
2019-09-11,307
2019-09-12,295
2019-09-13,282
2019-09-14,283
2019-09-15,282
2019-09-16,280
2019-09-17,281
2019-09-18,285
2019-09-19,285
2019-09-20,282
2019-09-21,282
2019-09-22,291
2019-09-23,302
2019-09-24,315
2019-09-25,331
2019-09-26,324
2019-09-27,320
2019-09-28,308
2019-09-29,311
2019-09-30,316
2019-10-01,304
2019-10-02,301
2019-10-03,310
2019-10-04,304
2019-10-05,309
2019-10-06,304
2019-10-07,303
2019-10-08,296
2019-10-09,305
2019-10-10,302
2019-10-11,298
2019-10-12,284
2019-10-13,279
2019-10-14,286
2019-10-15,286
2019-10-16,293
2019-10-17,302
2019-10-18,306
2019-10-19,306
2019-10-20,306
2019-10-21,302
2019-10-22,301
2019-10-23,301
2019-10-24,299
2019-10-25,296
2019-10-26,289
2019-10-27,289
2019-10-28,290
2019-10-29,298
2019-10-30,303
2019-10-31,298
2019-11-01,285
2019-11-02,279
2019-11-03,279
2019-11-04,282
2019-11-05,285
2019-11-06,285
2019-11-07,282
2019-11-08,276
2019-11-09,272
2019-11-10,259
2019-11-11,254
2019-11-12,253
2019-11-13,253
2019-11-14,243
2019-11-15,231
2019-11-16,231
2019-11-17,238
2019-11-18,245
2019-11-19,250
2019-11-20,257
2019-11-21,264
2019-11-22,272
2019-11-23,277
2019-11-24,284
2019-11-25,290
2019-11-26,293
2019-11-27,284
2019-11-28,287
2019-11-29,288
2019-11-30,296
2019-12-01,296
2019-12-02,285
2019-12-03,277
2019-12-04,264
2019-12-05,253
2019-12-06,252
2019-12-07,252
2019-12-08,254
2019-12-09,261
2019-12-10,260
2019-12-11,264
2019-12-12,260
2019-12-13,258
2019-12-14,256
2019-12-15,264
2019-12-16,274
2019-12-17,274
2019-12-18,266
2019-12-19,268
2019-12-20,268
2019-12-21,275
2019-12-22,276
2019-12-23,270
2019-12-24,273
2019-12-25,274
2019-12-26,267
2019-12-27,263
2019-12-28,259
2019-12-29,251
2019-12-30,243
2019-12-31,232
2020-01-01,229
2020-01-02,229
2020-01-03,235
2020-01-04,233
2020-01-05,236
2020-01-06,233
2020-01-07,235
2020-01-08,241
2020-01-09,241
2020-01-10,242
2020-01-11,247
2020-01-12,246
2020-01-13,239
2020-01-14,233
2020-01-15,234
2020-01-16,231
2020-01-17,226
2020-01-18,223
2020-01-19,216
2020-01-20,216
2020-01-21,219
2020-01-22,220
2020-01-23,217
2020-01-24,214
2020-01-25,214
2020-01-26,215
2020-01-27,215
2020-01-28,216
2020-01-29,215
2020-01-30,211
2020-01-31,209
2020-02-01,206
2020-02-02,202
2020-02-03,204
2020-02-04,206
2020-02-05,202
2020-02-06,196
2020-02-07,191
2020-02-08,188
2020-02-09,188
2020-02-10,193
2020-02-11,202
2020-02-12,201
2020-02-13,206
2020-02-14,203
2020-02-15,200
2020-02-16,198
2020-02-17,194
2020-02-18,195
2020-02-19,202
2020-02-20,206
2020-02-21,210
2020-02-22,211
2020-02-23,215
2020-02-24,206
2020-02-25,211
2020-02-26,220
2020-02-27,227
2020-02-28,231
2020-02-29,239
2020-03-01,251
2020-03-02,264
2020-03-03,272
2020-03-04,275
2020-03-05,271
2020-03-06,268
2020-03-07,270
2020-03-08,270
2020-03-09,264
2020-03-10,267
2020-03-11,266
2020-03-12,265
2020-03-13,268
2020-03-14,268
2020-03-15,269
2020-03-16,268
2020-03-17,269
2020-03-18,268
2020-03-19,270
2020-03-20,273
2020-03-21,273
2020-03-22,271
2020-03-23,259
2020-03-24,256
2020-03-25,255
2020-03-26,259
2020-03-27,264
2020-03-28,268
2020-03-29,271
2020-03-30,270
2020-03-31,265
2020-04-01,270
2020-04-02,272
2020-04-03,282
2020-04-04,296
2020-04-05,311
2020-04-06,327
2020-04-07,343
2020-04-08,360
2020-04-09,378
2020-04-10,397
2020-04-11,417
2020-04-12,437
2020-04-13,429
2020-04-14,413
2020-04-15,396
2020-04-16,385
2020-04-17,388
2020-04-18,377
2020-04-19,365
2020-04-20,351
2020-04-21,351
2020-04-22,354
2020-04-23,372
2020-04-24,391
2020-04-25,411
2020-04-26,425
2020-04-27,441
2020-04-28,464
2020-04-29,488
2020-04-30,506
2020-05-01,480
2020-05-02,472
2020-05-03,470
2020-05-04,457
2020-05-05,446
2020-05-06,438
2020-05-07,452
2020-05-08,457
2020-05-09,477
2020-05-10,496
2020-05-11,500
2020-05-12,495
2020-05-13,502
