date_obj,Mystic%20robe%20bottom%20(light) price
2015-08-08,55307
2015-08-09,55161
2015-08-10,55161
2015-08-11,54360
2015-08-12,54360
2015-08-13,54775
2015-08-14,55213
2015-08-15,55213
2015-08-16,55586
2015-08-17,55586
2015-08-18,53374
2015-08-19,51727
2015-08-20,51727
2015-08-21,53336
2015-08-22,53556
2015-08-23,53556
2015-08-24,53560
2015-08-25,53560
2015-08-26,53693
2015-08-27,53570
2015-08-28,53570
2015-08-29,54129
2015-08-30,54129
2015-08-31,54123
2015-09-02,53859
2015-09-07,53990
2015-09-08,53895
2015-09-10,52552
2015-09-14,53501
2015-09-16,53937
2015-09-22,53359
2015-09-23,53147
2015-09-24,53147
2015-09-25,53147
2015-09-27,52917
2015-09-28,54263
2015-09-29,54263
2015-09-30,54210
2015-10-05,54294
2015-10-06,53976
2015-10-07,53976
2015-10-08,53521
2015-10-09,53849
2015-10-10,53849
2015-10-11,53527
2015-10-12,53527
2015-10-13,54283
2015-10-14,54283
2015-10-15,54257
2015-10-16,54257
2015-10-17,54078
2015-10-18,54078
2015-10-19,53345
2015-10-20,53345
2015-10-22,54036
2015-10-23,54135
2015-10-24,54135
2015-10-25,53804
2015-10-26,53804
2015-10-27,53622
2015-10-29,53532
2015-10-30,53532
2015-10-31,54211
2015-11-01,54211
2015-11-02,54424
2015-11-03,54424
2015-11-04,54605
2015-11-05,54605
2015-11-06,54854
2015-11-07,54069
2015-11-08,54069
2015-11-09,54351
2015-11-10,54351
2015-11-11,54262
2015-11-12,54262
2015-11-13,54040
2015-11-14,54040
2015-11-15,54233
2015-11-16,54233
2015-11-17,54296
2015-11-18,56119
2015-11-19,56932
2015-11-20,55891
2015-11-21,55891
2015-11-22,54094
2015-11-23,54094
2015-11-24,52928
2015-11-25,52824
2015-11-26,52824
2015-11-27,53566
2015-11-28,53566
2015-11-29,54293
2015-11-30,54814
2015-12-01,54814
2015-12-02,54549
2015-12-03,54363
2015-12-04,54363
2015-12-05,54443
2015-12-06,54838
2015-12-07,54838
2015-12-08,54453
2015-12-09,54405
2015-12-10,54405
2015-12-11,54412
2015-12-12,54412
2015-12-13,54135
2015-12-14,54135
2015-12-15,54035
2015-12-16,54035
2015-12-17,54075
2015-12-18,54599
2015-12-19,54599
2015-12-20,55282
2015-12-21,55282
2015-12-22,55309
2015-12-23,55320
2015-12-24,55320
2015-12-25,55486
2015-12-26,55486
2015-12-27,54552
2015-12-28,54552
2015-12-29,54075
2015-12-30,53671
2015-12-31,53671
2016-01-01,53438
2016-01-02,53438
2016-01-03,53579
2016-01-04,53562
2016-01-05,54031
2016-01-06,54463
2016-01-07,54463
2016-01-08,54718
2016-01-09,54718
2016-01-10,53857
2016-01-11,53857
2016-01-12,53985
2016-01-13,53985
2016-01-14,53933
2016-01-15,54147
2016-01-16,54147
2016-01-17,54107
2016-01-18,53949
2016-01-19,53949
2016-01-20,53957
2016-01-21,53957
2016-01-22,53982
2016-01-23,53982
2016-01-24,53798
2016-01-25,53636
2016-01-26,53636
2016-01-27,53555
2016-01-28,53555
2016-01-29,53776
2016-01-30,53776
2016-01-31,54161
2016-02-01,54574
2016-02-02,54574
2016-02-03,54213
2016-02-04,54213
2016-02-05,53894
2016-02-06,54044
2016-02-07,54044
2016-02-08,53864
2016-02-09,53864
2016-02-10,53076
2016-02-11,53076
2016-02-12,52770
2016-02-13,53021
2016-02-14,53021
2016-02-15,53054
2016-02-16,53054
2016-02-17,53373
2016-02-18,53373
2016-02-19,53751
2016-02-20,53751
2016-02-21,53863
2016-02-22,53863
2016-02-23,54107
2016-02-24,54107
2016-02-25,54118
2016-02-26,54118
2016-02-27,55383
2016-02-28,55383
2016-02-29,55232
2016-03-01,54962
2016-03-02,54962
2016-03-03,55072
2016-03-04,54986
2016-03-05,54872
2016-03-06,54601
2016-03-07,54601
2016-03-08,54588
2016-03-09,54500
2016-03-10,54508
2016-03-11,54508
2016-03-12,54363
2016-03-13,54363
2016-03-14,54260
2016-03-15,54325
2016-03-16,54443
2016-03-17,54443
2016-03-18,54329
2016-03-19,54329
2016-03-20,54241
2016-03-21,54241
2016-03-22,54316
2016-03-23,53718
2016-03-24,53718
2016-03-25,53825
2016-03-26,54554
2016-03-27,54554
2016-03-28,54712
2016-03-29,54430
2016-03-30,54430
2016-03-31,54169
2016-04-01,54169
2016-04-02,54150
2016-04-03,54011
2016-04-04,54120
2016-04-05,54120
2016-04-06,54100
2016-04-07,54100
2016-04-08,53848
2016-04-09,53962
2016-04-10,54055
2016-04-11,54055
2016-04-12,53973
2016-04-13,53901
2016-04-14,53792
2016-04-15,54015
2016-04-16,53814
2016-04-17,53906
2016-04-18,54654
2016-04-19,54654
2016-04-20,55272
2016-04-21,56054
2016-04-22,56054
2016-04-23,55541
2016-04-24,55620
2016-04-25,55245
2016-04-26,55245
2016-04-27,54893
2016-04-28,55001
2016-04-29,55001
2016-04-30,54821
2016-05-01,54821
2016-05-02,55012
2016-05-03,54268
2016-05-04,54268
2016-05-05,54027
2016-05-06,54027
2016-05-07,53710
2016-05-08,53710
2016-05-09,53914
2016-05-10,53770
2016-05-11,53770
2016-05-12,54047
2016-05-13,54951
2016-05-14,54951
2016-05-15,54428
2016-05-16,54428
2016-05-17,54593
2016-05-18,54617
2016-05-19,54617
2016-05-22,53933
2016-05-23,54045
2016-05-24,54149
2016-05-25,54149
2016-05-26,53610
2016-05-27,53750
2016-05-28,53750
2016-05-29,53746
2016-05-30,53746
2016-05-31,53767
2016-06-01,53748
2016-06-02,54267
2016-06-03,54267
2016-06-04,54885
2016-06-05,54885
2016-06-06,55665
2016-06-07,55665
2016-06-08,54995
2016-06-09,55226
2016-06-10,55656
2016-06-11,55656
2016-06-12,55869
2016-06-13,55869
2016-06-14,55225
2016-06-15,55225
2016-06-16,55475
2016-06-17,54924
2016-06-18,54924
2016-06-19,54513
2016-06-20,53728
2016-06-21,53728
2016-06-22,54149
2016-06-23,54394
2016-06-24,54394
2016-06-25,54088
2016-06-26,54088
2016-06-27,53024
2016-06-28,52999
2016-06-29,52999
2016-06-30,53501
2016-07-01,53947
2016-07-02,53947
2016-07-03,53770
2016-07-04,53701
2016-07-05,53701
2016-07-06,53503
2016-07-07,54172
2016-07-08,54213
2016-07-09,54031
2016-07-10,54237
2016-07-11,54684
2016-07-12,54684
2016-07-13,53750
2016-07-14,54003
2016-07-15,54003
2016-07-16,54252
2016-07-17,54252
2016-07-18,54348
2016-07-23,54074
2016-07-24,54018
2016-07-25,54162
2016-07-26,54162
2016-07-27,54222
2016-07-28,54222
2016-07-29,54308
2016-07-30,54308
2016-07-31,54290
2016-08-01,54290
2016-08-02,54851
2016-08-03,55794
2016-08-04,55794
2016-08-05,55799
2016-08-06,55799
2016-08-07,55822
2016-08-08,55822
2016-08-09,56029
2016-08-10,56029
2016-08-11,55355
2016-08-12,55355
2016-08-13,55102
2016-08-14,55102
2016-08-15,54839
2016-08-16,54839
2016-08-17,54451
2016-08-18,54451
2016-08-19,53222
2016-08-20,52018
2016-08-21,52018
2016-08-22,52776
2016-08-23,53491
2016-08-24,53491
2016-08-25,53644
2016-08-26,53644
2016-08-28,53899
2016-08-31,54352
2016-09-01,54501
2016-09-02,54501
2016-09-03,54291
2016-09-04,53624
2016-09-05,53788
2016-09-06,53788
2016-09-07,53814
2016-09-08,53814
2016-09-09,54668
2016-09-10,55059
2016-09-11,55059
2016-09-12,55098
2016-09-13,54655
2016-09-14,54655
2016-09-15,54832
2016-09-16,54832
2016-09-17,55307
2016-09-18,55307
2016-09-19,54662
2016-09-20,54662
2016-09-21,54294
2016-09-22,53959
2016-09-23,53959
2016-09-24,53182
2016-09-25,53835
2016-09-26,53835
2016-09-27,54725
2016-09-28,54725
2016-09-29,54637
2016-09-30,54073
2016-10-01,53636
2016-10-02,53636
2016-10-03,53696
2016-10-04,53696
2016-10-05,54049
2016-10-06,54049
2016-10-07,54788
2016-10-08,53782
2016-10-09,53782
2016-10-10,54044
2016-10-11,54044
2016-10-12,54418
2016-10-13,54107
2016-10-14,54336
2016-10-15,54885
2016-10-16,54885
2016-10-17,54496
2016-10-18,54496
2016-10-19,54198
2016-10-20,54198
2016-10-21,54059
2016-10-22,54059
2016-10-23,54135
2016-10-24,54377
2016-10-25,54377
2016-10-26,54610
2016-10-27,54610
2016-10-28,54217
2016-10-29,54612
2016-10-30,54612
2016-10-31,53906
2016-11-01,53906
2016-11-02,53947
2016-11-03,53947
2016-11-04,53708
2016-11-05,53708
2016-11-06,53239
2016-11-07,53239
2016-11-08,53533
2016-11-09,53533
2016-11-10,53671
2016-11-11,53671
2016-11-12,53919
2016-11-13,53919
2016-11-14,53811
2016-12-07,54945
2016-12-08,54280
2016-12-09,53564
2016-12-10,53564
2016-12-11,53966
2016-12-12,53754
2016-12-13,53825
2016-12-14,53972
2016-12-15,53972
2016-12-16,54115
2016-12-17,54042
2016-12-18,54042
2016-12-19,53737
2016-12-20,52831
2016-12-21,53024
2016-12-22,53024
2016-12-23,53601
2016-12-24,53601
2016-12-25,54373
2016-12-26,54373
2016-12-27,54089
2016-12-28,53709
2016-12-29,54163
2016-12-30,54272
2016-12-31,54048
2017-01-01,54162
2017-01-02,53847
2017-01-03,53847
2017-01-04,53928
2017-01-05,53928
2017-01-06,53746
2017-01-07,53632
2017-01-08,53407
2017-01-09,53688
2017-01-10,53908
2017-01-11,53860
2017-01-12,53977
2017-01-13,53977
2017-01-14,53999
2017-01-15,54063
2017-01-16,54127
2017-01-17,53813
2017-01-18,52864
2017-01-19,52864
2017-01-20,52954
2017-01-21,52857
2017-01-22,52887
2017-01-27,53041
2017-01-28,53452
2017-01-29,53609
2017-01-30,53609
2017-01-31,53501
2017-02-01,53552
2017-02-02,53925
2017-02-03,53859
2017-02-04,53798
2017-02-05,53581
2017-02-06,53949
2017-02-07,53742
2017-02-08,54167
2017-02-09,54167
2017-02-10,53892
2017-02-11,54416
2017-02-12,54416
2017-02-13,53688
2017-02-14,54291
2017-02-15,54291
2017-02-16,53111
2017-02-18,53607
2017-02-19,53432
2017-02-20,53432
2017-02-21,54022
2017-02-22,54022
2017-02-23,54177
2017-02-24,54177
2017-02-25,54570
2017-02-26,54542
2017-02-27,54710
2017-02-28,54484
2017-03-01,54537
2017-03-02,54841
2017-03-03,54841
2017-03-04,54732
2017-03-05,54298
2017-03-06,54204
2017-03-07,54693
2017-03-08,54693
2017-03-09,54547
2017-03-10,53782
2017-03-11,54274
2017-03-12,54610
2017-03-13,54757
2017-03-14,53867
2017-03-15,54302
2017-03-16,54636
2017-03-17,54415
2017-03-18,54509
2017-03-19,54665
2017-03-20,54518
2017-03-21,54413
2017-03-22,54566
2017-03-23,54352
2017-03-24,54062
2017-03-25,54062
2017-03-26,54362
2017-03-27,54417
2017-03-28,54343
2017-03-29,54295
2017-03-30,54130
2017-03-31,54498
2017-04-01,54652
2017-04-02,54652
2017-04-03,54586
2017-04-04,54643
2017-04-12,54204
2017-04-13,53730
2017-04-14,53861
2017-04-15,54499
2017-04-16,54549
2017-04-17,54684
2017-04-18,54601
2017-04-19,54530
2017-04-20,54094
2017-04-21,54013
2017-04-22,54013
2017-04-23,53783
2017-04-24,53353
2017-04-25,53204
2017-04-26,53204
2017-04-27,53539
2017-04-28,53812
2017-04-29,53864
2017-04-30,53654
2017-05-01,53654
2017-05-02,53575
2017-05-03,53575
2017-05-04,53031
2017-05-05,52049
2017-05-06,52049
2017-05-07,52206
2017-05-08,50495
2017-05-09,51414
2017-05-10,53145
2017-05-11,53145
2017-05-12,53482
2017-05-13,53006
2017-05-14,53006
2017-05-15,52066
2017-05-16,53022
2017-05-17,53022
2017-05-18,53530
2017-05-19,53530
2017-05-20,53817
2017-05-21,53817
2017-05-22,54331
2017-05-23,54537
2017-05-24,54402
2017-05-25,54402
2017-05-26,51876
2017-05-27,49577
2017-05-28,49577
2017-05-29,47797
2017-05-30,47743
2017-05-31,47488
2017-06-01,47268
2017-06-02,47751
2017-06-03,47751
2017-06-06,47706
2017-06-07,47482
2017-06-08,47482
2017-06-09,48132
2017-06-10,48127
2017-06-11,47837
2017-06-12,47837
2017-06-13,48159
2017-06-14,48003
2017-06-15,48003
2017-06-16,48103
2017-06-17,48103
2017-06-18,47987
2017-06-19,47987
2017-06-20,47850
2017-06-21,47786
2017-06-22,47786
2017-06-23,47673
2017-06-24,47993
2017-06-25,47993
2017-06-26,47598
2017-06-27,47467
2017-06-28,47467
2017-06-29,47602
2017-06-30,48203
2017-07-01,48203
2017-07-02,47985
2017-07-03,48080
2017-07-04,47966
2017-07-05,47966
2017-07-06,47628
2017-07-07,47628
2017-07-08,47518
2017-07-13,48156
2017-07-14,48097
2017-07-15,48097
2017-07-16,47697
2017-07-17,47673
2017-07-18,47673
2017-07-19,47620
2017-07-20,47437
2017-07-21,47412
2017-07-22,47554
2017-07-23,47584
2017-07-24,47584
2017-07-25,47947
2017-07-26,48291
2017-07-27,48181
2017-07-28,48181
2017-07-29,47888
2017-07-30,47562
2017-07-31,47562
2017-08-01,47536
2017-08-02,47632
2017-08-03,47632
2017-08-04,47693
2017-08-05,47568
2017-08-06,47568
2017-08-09,47879
2017-08-10,47679
2017-08-11,47679
2017-08-12,48330
2017-08-13,48330
2017-08-14,48288
2017-08-15,47948
2017-08-16,47948
2017-08-17,48244
2017-08-18,48244
2017-08-19,48738
2017-08-20,49383
2017-08-22,48758
2017-08-23,48758
2017-08-24,48053
2017-08-25,48053
2017-08-26,47680
2017-08-27,47758
2017-08-28,47758
2017-08-29,47405
2017-08-30,47538
2017-08-31,47538
2017-09-01,47497
2017-09-02,47570
2017-09-03,47570
2017-09-04,47516
2017-09-05,47559
2017-09-06,47591
2017-09-07,47591
2017-09-08,47591
2017-09-09,47678
2017-09-10,47366
2017-09-11,47437
2017-09-12,47437
2017-09-13,47507
2017-09-14,47914
2017-09-15,47914
2017-09-16,47659
2017-09-17,47449
2017-09-19,48138
2017-09-20,48198
2017-09-21,48198
2017-09-22,48138
2017-09-23,48138
2017-09-24,47883
2017-09-25,47590
2017-09-26,47548
2017-09-27,47548
2017-09-28,47651
2017-09-29,47846
2017-09-30,47846
2017-10-01,48085
2017-10-02,48622
2017-10-03,48622
2017-10-04,48438
2017-10-05,48014
2017-10-06,47778
2017-10-07,47655
2017-10-08,47529
2017-10-09,47581
2017-10-10,47875
2017-10-11,47875
2017-10-12,47552
2017-10-13,47729
2017-10-14,47699
2017-10-15,47699
2017-10-16,47556
2017-10-17,47556
2017-10-18,47657
2017-10-19,47577
2017-10-20,47577
2017-10-21,47802
2017-10-22,47407
2017-10-23,47407
2017-10-24,48242
2017-10-25,48375
2017-10-26,48375
2017-10-27,48748
2017-10-28,48748
2017-10-29,47975
2017-10-30,48414
2017-10-31,48488
2017-11-01,48488
2017-11-02,48256
2017-11-03,48256
2017-11-04,47708
2017-11-05,47708
2017-11-06,47086
2017-11-07,47086
2017-11-08,47547
2017-11-09,47489
2017-11-10,47489
2017-11-11,47460
2017-11-12,47480
2017-11-13,47480
2017-11-14,47608
2017-11-15,47608
2017-11-16,48066
2017-11-17,48035
2017-11-18,48035
2017-11-19,48334
2017-11-20,47602
2017-11-21,47621
2017-11-22,47621
2017-11-23,47843
2017-11-24,47736
2017-11-25,47688
2017-11-26,47705
2017-11-27,47705
2017-11-28,47660
2017-11-29,47655
2017-11-30,47655
2017-12-01,47741
2017-12-02,47741
2017-12-03,47550
2017-12-04,47550
2017-12-05,47590
2017-12-06,47639
2017-12-07,47703
2017-12-08,47703
2017-12-09,47753
2017-12-10,47631
2017-12-11,47428
2017-12-12,47596
2017-12-14,47714
2017-12-15,47782
2017-12-17,47746
2017-12-18,47550
2017-12-19,47550
2017-12-20,47746
2017-12-21,47963
2017-12-22,48441
2017-12-23,48898
2017-12-24,48417
2017-12-25,48417
2017-12-26,48102
2017-12-27,47805
2017-12-28,47805
2017-12-29,47657
2017-12-30,47524
2017-12-31,47524
2018-01-01,47553
2018-01-02,47609
2018-01-03,47917
2018-01-04,47710
2018-01-05,47796
2018-01-06,47181
2018-01-07,47552
2018-01-08,47326
2018-01-09,47485
2018-01-10,47485
2018-01-11,47505
2018-01-12,48506
2018-01-13,48502
2018-01-14,48911
2018-01-15,48862
2018-01-16,48257
2018-01-17,48208
2018-01-18,47722
2018-01-19,47722
2018-01-20,47634
2018-01-21,47746
2018-01-22,47891
2018-01-23,47701
2018-01-25,47879
2018-01-26,47839
2018-01-27,47829
2018-01-28,48508
2018-01-29,48445
2018-01-31,47855
2018-02-01,47431
2018-02-02,48395
2018-02-03,48382
2018-02-04,47713
2018-02-05,47683
2018-02-06,47658
2018-02-07,47565
2018-02-08,47565
2018-02-09,47443
2018-02-10,47233
2018-02-11,47951
2018-02-12,50099
2018-02-13,49631
2018-02-14,49833
2018-02-15,49291
2018-02-16,49309
2018-02-17,49348
2018-02-18,48068
2018-02-19,48243
2018-02-20,47827
2018-02-21,47583
2018-02-22,47610
2018-02-23,47592
2018-02-24,48152
2018-02-25,47795
2018-02-26,47639
2018-02-27,47526
2018-03-01,47718
2018-03-02,47576
2018-03-03,47688
2018-03-04,47688
2018-03-05,47585
2018-03-06,47620
2018-03-07,47643
2018-03-08,48451
2018-03-09,49080
2018-03-10,48400
2018-03-11,48319
2018-03-12,48183
2018-03-13,47782
2018-03-14,48281
2018-03-15,48695
2018-03-16,48537
2018-03-17,47857
2018-03-18,47614
2018-03-19,47702
2018-03-20,47642
2018-03-21,47459
2018-03-23,48325
2018-03-24,48190
2018-03-26,47930
2018-03-27,48534
2018-03-28,47745
2018-03-29,48357
2018-03-30,48156
2018-03-31,49224
2018-04-01,51120
2018-04-02,51310
2018-04-03,48766
2018-04-04,48446
2018-04-05,48446
2018-04-06,48289
2018-04-07,47817
2018-04-08,47627
2018-04-09,47607
2018-04-10,47588
2018-04-11,47615
2018-04-12,47120
2018-04-13,47457
2018-04-14,47575
2018-04-15,47546
2018-04-16,47613
2018-04-17,47514
2018-04-18,48537
2018-04-19,47830
2018-04-20,47651
2018-04-21,47491
2018-04-22,47552
2018-04-23,47660
2018-04-24,48014
2018-04-25,48350
2018-04-26,48486
2018-04-27,49063
2018-04-28,47963
2018-04-29,47878
2018-04-30,47797
2018-05-01,47909
2018-05-04,47809
2018-05-05,47965
2018-05-06,47965
2018-05-07,48388
2018-05-08,48564
2018-05-09,48557
2018-05-10,48270
2018-05-11,47779
2018-05-12,48815
2018-05-13,48170
2018-05-14,47803
2018-05-15,48739
2018-05-16,48354
2018-05-17,48146
2018-05-18,48363
2018-05-19,48624
2018-05-20,48683
2018-05-21,49158
2018-05-22,49044
2018-05-23,47976
2018-05-24,49079
2018-05-25,49367
2018-05-26,49373
2018-05-27,49096
2018-05-28,49467
2018-05-29,49115
2018-05-30,48809
2018-05-31,47921
2018-06-01,47640
2018-06-02,47625
2018-06-03,47432
2018-06-04,48042
2018-06-05,48175
2018-06-06,47997
2018-06-07,47964
2018-06-08,48556
2018-06-09,47653
2018-06-10,47832
2018-06-11,47492
2018-06-12,48332
2018-06-13,48414
2018-06-14,48088
2018-06-15,48406
2018-06-16,48066
2018-06-17,47857
2018-06-18,47924
2018-06-19,48014
2018-06-20,48014
2018-06-21,48213
2018-06-22,48479
2018-06-23,48038
2018-06-24,47946
2018-06-25,48763
2018-06-26,47890
2018-06-27,48398
2018-06-28,47952
2018-06-29,48043
2018-06-30,47680
2018-07-01,47635
2018-07-02,48608
2018-07-03,47619
2018-07-04,48445
2018-07-05,48298
2018-07-06,48065
2018-07-07,47747
2018-07-08,48180
2018-07-09,48196
2018-07-10,48695
2018-07-11,48537
2018-07-12,48010
2018-07-13,48083
2018-07-14,48521
2018-07-15,49167
2018-07-16,48603
2018-07-17,47691
2018-07-18,47607
2018-07-19,47854
2018-07-20,47937
2018-07-21,47926
2018-07-22,47960
2018-07-23,48028
2018-07-24,47555
2018-07-25,48323
2018-07-26,49105
2018-07-27,48228
2018-07-28,48314
2018-07-29,47720
2018-07-30,47650
2018-07-31,47676
2018-08-01,47750
2018-08-02,47946
2018-08-03,47845
2018-08-04,47682
2018-08-05,47710
2018-08-06,48479
2018-08-07,48219
2018-08-08,47720
2018-08-09,47719
2018-08-10,47991
2018-08-11,47624
2018-08-12,47654
2018-08-14,48240
2018-08-16,48025
2018-08-17,47420
2018-08-18,47629
2018-08-19,47705
2018-08-20,47582
2018-08-21,47780
2018-08-22,48450
2018-08-23,48688
2018-08-24,47962
2018-08-25,48290
2018-08-26,47821
2018-08-27,47719
2018-08-28,47819
2018-08-29,47759
2018-08-30,47533
2018-08-31,47662
2018-09-01,47572
2018-09-02,47723
2018-09-03,48261
2018-09-04,48599
2018-09-05,48805
2018-09-06,48805
2018-09-07,47993
2018-09-08,48135
2018-09-09,47675
2018-09-10,47521
2018-09-11,47620
2018-09-12,48270
2018-09-13,48744
2018-09-14,48762
2018-09-15,48231
2018-09-16,47943
2018-09-17,47675
2018-09-18,47638
2018-09-19,47647
2018-09-20,47432
2018-09-21,47491
2018-09-22,47585
2018-09-23,47610
2018-09-24,47966
2018-09-25,48221
2018-09-26,47847
2018-09-27,48348
2018-09-28,48314
2018-09-29,47733
2018-09-30,47702
2018-10-02,47848
2018-10-03,48214
2018-10-04,48925
2018-10-05,49105
2018-10-06,48671
2018-10-07,48406
2018-10-08,48053
2018-10-09,47898
2018-10-10,47751
2018-10-11,47823
2018-10-12,48450
2018-10-13,48366
2018-10-14,47692
2018-10-15,48404
2018-10-16,47960
2018-10-17,48791
2018-10-18,49090
2018-10-19,48781
2018-10-20,49113
2018-10-21,49190
2018-10-22,49036
2018-10-23,49079
2018-10-24,49157
2018-10-25,49037
2018-10-26,48890
2018-10-27,48480
2018-10-28,48324
2018-10-29,48085
2018-10-30,48079
2018-10-31,47987
2018-11-01,47860
2018-11-03,47735
2018-11-04,48336
2018-11-05,48432
2018-11-06,48245
2018-11-07,48134
2018-11-08,48087
2018-11-09,48076
2018-11-10,48287
2018-11-11,48154
2018-11-12,48101
2018-11-13,47955
2018-11-15,47868
2018-11-16,47888
2018-11-17,47862
2018-11-18,47805
2018-11-19,47803
2018-11-20,47778
2018-11-21,47715
2018-11-22,47770
2018-11-23,47595
2018-11-24,47641
2018-11-25,47972
2018-11-26,48288
2018-11-27,48313
2018-11-28,48367
2018-11-29,48806
2018-12-01,48101
2018-12-02,47999
2018-12-03,48057
2018-12-04,47738
2018-12-05,47663
2018-12-07,48054
2018-12-09,47820
2018-12-10,47901
2018-12-11,47946
2018-12-13,48346
2018-12-14,49064
2018-12-15,48069
2018-12-16,47977
2018-12-17,47871
2018-12-18,48530
2018-12-19,48560
2018-12-20,48044
2018-12-21,47944
2018-12-22,47786
2018-12-23,47830
2018-12-24,47930
2018-12-25,47727
2018-12-26,47724
2018-12-27,48701
2018-12-28,47945
2018-12-29,48390
2018-12-30,47909
2018-12-31,48368
2019-01-01,49123
2019-01-02,48805
2019-01-03,48285
2019-01-04,48471
2019-01-05,48168
2019-01-06,47780
2019-01-08,47711
2019-01-10,47148
2019-01-11,47287
2019-01-12,47351
2019-01-13,47402
2019-01-14,47421
2019-01-15,47452
2019-01-16,47394
2019-01-17,47519
2019-01-18,47506
2019-01-19,47420
2019-01-20,47420
2019-01-21,47491
2019-01-22,47481
2019-01-23,47471
2019-01-24,47500
2019-01-25,47456
2019-01-26,47452
2019-01-28,47740
2019-01-29,47633
2019-01-30,47806
2019-01-31,47507
2019-02-01,47477
2019-02-02,47536
2019-02-03,47485
2019-02-04,47583
2019-02-05,47686
2019-02-06,47657
2019-02-07,47526
2019-02-08,47453
2019-02-09,47591
2019-02-10,47462
2019-02-11,47514
2019-02-12,47564
2019-02-13,47532
2019-02-14,47609
2019-02-15,47464
2019-02-16,47389
2019-02-17,47570
2019-02-18,47564
2019-02-19,47628
2019-02-20,47479
2019-02-21,47730
2019-02-22,48008
2019-02-23,47599
2019-02-24,47525
2019-02-25,47554
2019-02-26,47690
2019-02-27,48098
2019-02-28,47627
2019-03-01,47464
2019-03-02,47478
2019-03-03,47742
2019-03-04,48002
2019-03-05,47915
2019-03-06,47958
2019-03-07,47718
2019-03-08,47692
2019-03-09,47691
2019-03-10,47746
2019-03-11,47651
2019-03-12,47660
2019-03-13,47626
2019-03-14,47746
2019-03-15,47842
2019-03-16,47547
2019-03-17,47637
2019-03-18,47702
2019-03-19,47913
2019-03-20,47533
2019-03-21,47818
2019-03-22,47636
2019-03-23,47599
2019-03-24,47498
2019-03-25,47581
2019-03-26,47623
2019-03-27,47474
2019-03-28,47980
2019-03-29,47492
2019-03-30,47309
2019-03-31,47464
2019-04-01,47574
2019-04-02,47549
