date_obj,Ancient%20effigy price
2018-09-16,7939605
2018-09-17,7959379
2018-09-18,7959379
2018-09-19,7996627
2018-09-20,7996627
2018-09-21,7942192
2018-09-22,7929494
2018-09-23,7929494
2018-09-24,7946614
2018-09-25,7946614
2018-09-26,7951870
2018-09-27,7951870
2018-09-28,7995875
2018-09-29,7995875
2018-09-30,8002813
2018-10-02,7962388
2018-10-03,7962388
2018-10-04,7962440
2018-10-05,7962440
2018-10-06,7937877
2018-10-07,7937877
2018-10-08,7931322
2018-10-09,7931322
2018-10-10,7947981
2018-10-11,7947981
2018-10-12,7933750
2018-10-13,7935446
2018-10-14,7935446
2018-10-15,7934938
2018-10-16,7934938
2018-10-17,7935424
2018-10-18,7935424
2018-10-19,7917427
2018-10-20,7917427
2018-10-21,7945497
2018-10-22,7962474
2018-10-23,7962474
2018-10-24,7982588
2018-10-25,7982588
2018-10-26,7922450
2018-10-27,7984648
2018-10-28,7999742
2018-10-29,7999742
2018-10-30,7937440
2018-10-31,7841121
2018-11-01,7900380
2018-11-03,7919605
2018-11-04,7919605
2018-11-05,7954839
2018-11-06,7952001
2018-11-07,7952001
2018-11-08,7921422
2018-11-09,7921422
2018-11-10,7926996
2018-11-11,7926996
2018-11-12,7953408
2018-11-13,7996350
2018-11-14,7996350
2018-11-15,7991290
2018-11-16,7929635
2018-11-17,7929635
2018-11-18,7928544
2018-11-19,7928544
2018-11-20,7956889
2018-11-21,7956889
2018-11-22,7947323
2018-11-23,7947323
2018-11-24,7882247
2018-11-25,7915667
2018-11-26,7915667
2018-11-27,7931844
2018-11-28,7974811
2018-11-29,7921473
2018-12-01,7939048
2018-12-02,7963232
2018-12-03,7963232
2018-12-04,7977505
2018-12-05,7889424
2018-12-07,7912705
2018-12-09,7926788
2018-12-10,7978317
2018-12-11,7978317
2018-12-12,7981509
2018-12-13,7953742
2018-12-14,7953742
2018-12-15,7902329
2018-12-16,7863379
2018-12-17,7863379
2018-12-18,7929677
2018-12-19,7930069
2018-12-20,7972529
2018-12-21,7855341
2018-12-22,7855341
2018-12-23,7929359
2018-12-24,7871253
2018-12-25,7871253
2018-12-26,7937688
2018-12-27,7953267
2018-12-28,7953267
2018-12-29,7894853
2018-12-30,7894853
2018-12-31,7912027
2019-01-01,7912027
2019-01-02,7933057
2019-01-03,7933057
2019-01-04,7991978
2019-01-05,7925278
2019-01-06,7836199
2019-01-08,7860553
2019-01-10,7837236
2019-01-11,7837236
2019-01-12,7952141
2019-01-13,7952141
2019-01-14,7950813
2019-01-15,7990706
2019-01-16,7990706
2019-01-17,7997670
2019-01-18,8000030
2019-01-19,8001335
2019-01-20,7999709
2019-01-21,7999709
2019-01-22,7999828
2019-01-23,7999828
2019-01-24,7916896
2019-01-25,7891114
2019-01-26,7913629
2019-01-27,7910739
2019-01-28,7910739
2019-01-29,7945638
2019-01-30,7957867
2019-01-31,7957867
2019-02-01,7959897
2019-02-02,7959897
2019-02-03,7963249
2019-02-04,7963249
2019-02-05,7967216
2019-02-06,7967216
2019-02-07,7945080
2019-02-08,7933801
2019-02-09,7939358
2019-02-10,7939358
2019-02-11,7950471
2019-02-12,7950471
2019-02-13,7955826
2019-02-14,7955826
2019-02-15,7916374
2019-02-16,7921351
2019-02-17,7921351
2019-02-18,7908138
2019-02-19,7929055
2019-02-20,7933031
2019-02-21,7943373
2019-02-22,7943373
2019-02-23,7950011
2019-02-24,7960617
2019-02-25,7963083
2019-02-26,7966641
2019-02-27,7966641
2019-02-28,7966641
2019-03-01,7972332
2019-03-02,7974268
2019-03-03,7975860
2019-03-04,7979735
2019-03-05,7924130
2019-03-06,7962399
2019-03-07,7962399
2019-03-08,7950584
2019-03-09,7950584
2019-03-10,7932753
2019-03-11,7980247
2019-03-12,7983025
2019-03-13,7983025
2019-03-14,7984396
2019-03-15,7984396
2019-03-16,7931591
2019-03-17,7949395
2019-03-18,7949395
2019-03-19,7952135
2019-03-20,7963606
2019-03-21,7965925
2019-03-22,7965925
2019-03-23,7970206
2019-03-24,7971637
2019-03-25,7971637
2019-03-26,7971682
2019-03-27,7971682
2019-03-28,7974314
2019-03-29,7971223
2019-03-30,7971223
2019-03-31,7969721
2019-04-01,7960549
2019-04-02,7960549
2019-04-03,7976384
2019-04-04,7971895
2019-04-05,7971895
2019-04-06,7981512
2019-04-07,7994700
2019-04-08,7994700
2019-04-09,7978129
2019-04-10,7978129
2019-04-11,7983301
2019-04-12,7948123
2019-04-13,7987038
2019-04-14,7987070
2019-04-15,7987070
2019-04-16,7960350
2019-04-17,7960350
2019-04-18,7924024
2019-04-19,7924024
2019-04-20,7963125
2019-04-21,7963125
2019-04-22,7967025
2019-04-23,7973630
2019-04-24,7973630
2019-04-25,7971577
2019-04-26,7895548
2019-04-27,7895548
2019-04-28,7938217
2019-04-29,7938217
2019-04-30,7958514
2019-05-01,7958514
2019-05-02,7943547
2019-05-03,7951847
2019-05-04,7957506
2019-05-05,7957506
2019-05-06,7950549
2019-05-07,7954728
2019-05-08,7954728
2019-05-09,7949524
2019-05-10,7944972
2019-05-11,7958978
2019-05-12,7959564
2019-05-13,7977212
2019-05-14,7960938
2019-05-15,7960938
2019-05-16,7966790
2019-05-17,7966790
2019-05-18,7972885
2019-05-19,7972885
2019-05-20,7950315
2019-05-21,7950315
2019-05-22,7949687
2019-05-23,7953395
2019-05-24,7953395
2019-05-25,7956470
2019-05-26,7956470
2019-05-27,7962872
2019-05-28,7962872
2019-05-29,7967868
2019-05-30,7967868
2019-05-31,7966344
2019-06-01,7948418
2019-06-02,7948418
2019-06-03,7918255
2019-06-04,7988632
2019-06-05,7977223
2019-06-06,7977223
2019-06-07,7980775
2019-06-08,7966600
2019-06-09,7985588
2019-06-10,7985588
2019-06-11,7984102
2019-06-12,7984102
2019-06-13,7987409
2019-06-14,7982254
2019-06-15,7982254
2019-06-16,7981921
2019-06-17,7974655
2019-06-18,7974655
2019-06-19,7988841
2019-06-20,7968198
2019-06-21,7940018
2019-06-22,7940018
2019-06-23,7922180
2019-06-24,7922180
2019-06-25,7939342
2019-06-26,7962711
2019-06-27,7966775
2019-06-28,7966775
2019-06-29,7969127
2019-06-30,7969248
2019-07-01,7969248
2019-07-02,7975074
2019-07-03,7978454
2019-07-04,7978454
2019-07-05,7945394
2019-07-06,7944868
2019-07-07,7945257
2019-07-08,7962849
2019-07-09,7955570
2019-07-10,7953920
2019-07-11,7957703
2019-07-12,7888007
2019-07-13,7888007
2019-07-14,7951197
2019-07-15,7951197
2019-07-16,7951845
2019-07-17,7952549
2019-07-18,7980634
2019-07-19,7966143
2019-07-20,7966143
2019-07-21,7972368
2019-07-22,7949080
2019-07-23,7956429
2019-07-24,7956429
2019-07-25,7942320
2019-07-26,7953903
2019-07-27,7955942
2019-07-28,7963413
2019-07-29,7971194
2019-07-30,7978647
2019-07-31,7974367
2019-08-01,7974367
2019-08-02,7978345
2019-08-03,7886076
2019-08-04,7886076
2019-08-05,7976905
2019-08-06,8001662
2019-08-07,7967364
2019-08-08,7967364
2019-08-09,7988198
2019-08-10,7991309
2019-08-11,7991309
2019-08-12,7980369
2019-08-13,7943289
2019-08-14,7944386
2019-08-15,7948836
2019-08-16,7964775
2019-08-17,7964775
2019-08-18,7971805
2019-08-19,7970865
2019-08-20,7970865
2019-08-21,7976862
2019-08-22,7975073
2019-08-23,7975073
2019-08-24,7976247
2019-08-24,7976247
2019-08-25,7976247
2019-08-25,7976247
2019-08-26,7990579
2019-08-27,7976670
2019-08-27,7976670
2019-08-28,7984791
2019-08-29,7993108
2019-08-30,7977750
2019-08-31,7977750
2019-09-01,7971877
2019-09-02,7971877
2019-09-03,7985177
2019-09-04,7980792
2019-09-05,8000310
2019-09-06,8000310
2019-09-07,7981193
2019-09-08,7981660
2019-09-09,7981660
2019-09-10,7967940
2019-09-11,7977605
2019-09-12,7977605
2019-09-13,7969841
2019-09-14,7972771
2019-09-15,7979004
2019-09-16,7975563
2019-09-17,7980450
2019-09-18,7977704
2019-09-19,7977153
2019-09-20,7977153
2019-09-21,7959964
2019-09-22,7978543
2019-09-23,7983514
2019-09-24,7983514
2019-09-25,7984712
2019-09-26,7959204
2019-09-27,7959204
2019-09-28,7972362
2019-09-29,7972362
2019-09-30,7978538
2019-10-01,7975853
2019-10-02,7975853
2019-10-03,7988265
2019-10-04,7979774
2019-10-05,7982311
2019-10-06,7984190
2019-10-07,7984190
2019-10-08,7977436
2019-10-09,7977436
2019-10-10,7979282
2019-10-11,7979282
2019-10-12,7959264
2019-10-13,7968010
2019-10-14,7952837
2019-10-15,7952837
2019-10-16,7915945
2019-10-17,7915945
2019-10-18,7727096
2019-10-19,7747006
2019-10-20,7846190
2019-10-21,7896079
2019-10-22,7964832
2019-10-23,7966554
2019-10-24,7961113
2019-10-25,7955565
2019-10-26,7968676
2019-10-27,7974470
2019-10-28,7971194
2019-10-29,7971194
2019-10-30,7976535
2019-10-31,7977441
2019-11-01,7945683
2019-11-02,7954364
2019-11-03,7987273
2019-11-04,7988834
2019-11-05,7988834
2019-11-06,7986517
2019-11-07,7974567
2019-11-08,7962174
2019-11-09,7975852
2019-11-10,7978700
2019-11-11,7984662
2019-11-12,7984662
2019-11-13,7987619
2019-11-14,7992963
2019-11-15,7959540
2019-11-16,7968981
2019-11-17,7968981
2019-11-18,7977275
2019-11-19,7977275
2019-11-20,7978284
2019-11-21,7978284
2019-11-22,7981986
2019-11-23,7972857
2019-11-24,7970663
2019-11-25,7967453
2019-11-26,7957900
2019-11-27,7957900
2019-11-28,7924971
2019-11-29,7924971
2019-11-30,7944933
2019-12-01,7876033
2019-12-02,7919110
2019-12-03,7966275
2019-12-04,7949987
2019-12-05,7949987
2019-12-06,7956770
2019-12-07,7975186
2019-12-08,7975186
2019-12-09,7964323
2019-12-10,7982460
2019-12-11,7968683
2019-12-12,7968683
2019-12-13,7956442
2019-12-14,7973715
2019-12-15,7977905
2019-12-16,7962799
2019-12-17,7961842
2019-12-18,7961842
2019-12-19,7999830
2019-12-20,7971129
2019-12-21,7959055
2019-12-22,7965471
2019-12-23,7965471
2019-12-24,7966494
2019-12-25,7941443
2019-12-26,7941443
2019-12-27,7977270
2019-12-28,7976069
2019-12-29,7976069
2019-12-30,7976757
2019-12-31,7984680
2020-01-01,7984680
2020-01-02,7986565
2020-01-03,7986565
2020-01-04,7944240
2020-01-05,7972050
2020-01-06,7962810
2020-01-07,7968166
2020-01-08,7968166
2020-01-09,7964463
2020-01-10,7965139
2020-01-11,7966154
2020-01-12,7966160
2020-01-13,7966160
2020-01-14,7968961
2020-01-15,7970593
2020-01-16,7981374
2020-01-17,7946607
2020-01-18,7946607
2020-01-19,7942206
2020-01-20,7980763
2020-01-21,7980763
2020-01-22,7982587
2020-01-23,7944717
2020-01-24,7891266
2020-01-25,7744094
2020-01-26,7603328
2020-01-27,7716273
2020-01-28,7826570
2020-01-29,7963306
2020-01-30,7976696
2020-01-31,7973135
2020-02-01,7961661
2020-02-02,7962797
2020-02-03,7963392
2020-02-04,7964151
2020-02-05,7966037
2020-02-06,7968134
2020-02-07,7967976
2020-02-08,7969840
2020-02-09,7968505
2020-02-10,7970875
2020-02-11,7973520
2020-02-12,7971742
2020-02-13,7971742
2020-02-14,7947897
2020-02-15,7947897
2020-02-16,7974014
2020-02-17,7952995
2020-02-18,7977016
2020-02-19,7972168
2020-02-20,7962616
2020-02-21,7962616
2020-02-22,7969983
2020-02-23,7972341
2020-02-24,7973410
2020-02-25,7973838
2020-02-26,7978222
2020-02-27,7978995
2020-02-28,7992294
2020-02-29,7992294
2020-03-01,7981602
2020-03-02,7995767
2020-03-03,7984510
2020-03-04,7984510
2020-03-05,7987160
2020-03-06,7989847
2020-03-07,7986555
2020-03-08,7941733
2020-03-09,7987007
2020-03-10,7988422
2020-03-11,7986800
2020-03-12,7985329
2020-03-13,7985389
2020-03-14,7946075
2020-03-15,7986849
2020-03-16,7990493
2020-03-17,7996253
2020-03-18,7992631
2020-03-19,7950215
2020-03-20,7959317
2020-03-21,7970426
2020-03-22,7963473
2020-03-23,7965931
2020-03-24,7969536
2020-03-25,7981723
2020-03-26,7990397
2020-03-27,7979023
2020-03-28,7907740
2020-03-29,7950626
2020-03-30,8110022
2020-03-31,7978118
2020-04-01,7983479
2020-04-02,7986439
2020-04-03,7986439
2020-04-04,7984726
2020-04-05,7994316
2020-04-06,7987556
2020-04-07,7985891
2020-04-08,7986942
2020-04-09,7986143
2020-04-10,7982008
2020-04-11,7983325
2020-04-12,7988571
2020-04-13,7987374
2020-04-14,7958205
2020-04-15,7981253
2020-04-16,7981253
2020-04-17,7982684
2020-04-18,7979630
2020-04-19,7987320
2020-04-20,7980184
2020-04-21,7980439
2020-04-22,7993152
2020-04-23,7994289
2020-04-24,7975331
2020-04-25,7895502
2020-04-26,7954770
2020-04-27,7987707
2020-04-28,7965069
2020-04-29,7957533
2020-04-30,7970590
2020-05-01,7961239
2020-05-02,7957422
2020-05-03,7930079
2020-05-04,7953461
2020-05-05,7954539
2020-05-06,7964414
2020-05-07,7966495
2020-05-08,7977381
2020-05-09,7971537
2020-05-10,7972108
2020-05-11,7974137
2020-05-12,7974139
2020-05-13,7975868
