date_obj,Green%20d'hide%20chaps%20(g) price
2015-08-09,179298
2015-08-10,175259
2015-08-11,173369
2015-08-12,172318
2015-08-13,170817
2015-08-14,168455
2015-08-15,168424
2015-08-16,166065
2015-08-17,164051
2015-08-18,160692
2015-08-19,162158
2015-08-20,161522
2015-08-21,164197
2015-08-22,167144
2015-08-23,171160
2015-08-24,173412
2015-08-25,178860
2015-08-26,181225
2015-08-27,185982
2015-08-28,187639
2015-08-29,186002
2015-08-30,184424
2015-08-31,180121
2015-09-01,175077
2015-09-02,175736
2015-09-03,174365
2015-09-04,173148
2015-09-05,174389
2015-09-06,174070
2015-09-07,175554
2015-09-08,179259
2015-09-09,179988
2015-09-10,179971
2015-09-11,181516
2015-09-12,184557
2015-09-13,188567
2015-09-14,191982
2015-09-15,193709
2015-09-16,198693
2015-09-17,202922
2015-09-18,206493
2015-09-19,210081
2015-09-20,210522
2015-09-21,210292
2015-09-22,211268
2015-09-23,208253
2015-09-24,207543
2015-09-25,206813
2015-09-27,203648
2015-09-28,204040
2015-09-29,202913
2015-09-30,203254
2015-10-05,209275
2015-10-06,209652
2015-10-07,213055
2015-10-08,219169
2015-10-09,223461
2015-10-10,226096
2015-10-11,227403
2015-10-12,229800
2015-10-13,230790
2015-10-14,231542
2015-10-15,231836
2015-10-16,230834
2015-10-17,232062
2015-10-18,234679
2015-10-19,232687
2015-10-20,229202
2015-10-22,217739
2015-10-23,215586
2015-10-24,214232
2015-10-25,212944
2015-10-26,212751
2015-10-27,214762
2015-10-29,211694
2015-10-30,211537
2015-10-31,211849
2015-11-01,214750
2015-11-02,213016
2015-11-03,215652
2015-11-04,213073
2015-11-05,215900
2015-11-06,217501
2015-11-07,219113
2015-11-08,217960
2015-11-09,216978
2015-11-10,212149
2015-11-11,206627
2015-11-12,201809
2015-11-13,206036
2015-11-14,206904
2015-11-15,208382
2015-11-16,211550
2015-11-17,212218
2015-11-18,214438
2015-11-19,216809
2015-11-20,217188
2015-11-21,220386
2015-11-22,221238
2015-11-23,216592
2015-11-24,217003
2015-11-25,216847
2015-11-26,215259
2015-11-27,212693
2015-11-28,210215
2015-11-29,208077
2015-11-30,207674
2015-12-01,207504
2015-12-02,208396
2015-12-03,212544
2015-12-04,211214
2015-12-05,210879
2015-12-06,209540
2015-12-07,207902
2015-12-08,207992
2015-12-09,206609
2015-12-10,203982
2015-12-11,203992
2015-12-12,202121
2015-12-13,199655
2015-12-14,196437
2015-12-15,193875
2015-12-16,191231
2015-12-17,187950
2015-12-18,190640
2015-12-19,189933
2015-12-20,189563
2015-12-21,189942
2015-12-22,191633
2015-12-23,195142
2015-12-24,196502
2015-12-25,198004
2015-12-26,196307
2015-12-27,197253
2015-12-28,198475
2015-12-29,200748
2015-12-30,202395
2015-12-31,201175
2016-01-01,199669
2016-01-02,198390
2016-01-03,201417
2016-01-04,204347
2016-01-05,206365
2016-01-06,207642
2016-01-07,208226
2016-01-08,207889
2016-01-09,205714
2016-01-10,204629
2016-01-11,204563
2016-01-12,204490
2016-01-13,203966
2016-01-14,202251
2016-01-15,201811
2016-01-16,199034
2016-01-17,202546
2016-01-18,201220
2016-01-19,197915
2016-01-20,196186
2016-01-21,193720
2016-01-22,189336
2016-01-23,185923
2016-01-24,184075
2016-01-25,183200
2016-01-26,185097
2016-01-27,183405
2016-01-28,181079
2016-01-29,183481
2016-01-30,182409
2016-01-31,183330
2016-02-01,182889
2016-02-02,183747
2016-02-03,184666
2016-02-04,186705
2016-02-05,183865
2016-02-06,184129
2016-02-07,184063
2016-02-08,181977
2016-02-09,180110
2016-02-10,179085
2016-02-11,179585
2016-02-12,179486
2016-02-13,179176
2016-02-14,176846
2016-02-15,174513
2016-02-16,170215
2016-02-17,169764
2016-02-18,165339
2016-02-19,162954
2016-02-20,163378
2016-02-21,162368
2016-02-22,164197
2016-02-23,164730
2016-02-24,165578
2016-02-25,167036
2016-02-26,168860
2016-02-27,174181
2016-02-28,180343
2016-02-29,183401
2016-03-01,181195
2016-03-02,180201
2016-03-03,178435
2016-03-04,180262
2016-03-05,180046
2016-03-06,181141
2016-03-07,183186
2016-03-08,186923
2016-03-09,192283
2016-03-10,200122
2016-03-11,205275
2016-03-12,210705
2016-03-13,213242
2016-03-14,212696
2016-03-15,210139
2016-03-16,202219
2016-03-17,201908
2016-03-18,202428
2016-03-19,203402
2016-03-20,203702
2016-03-21,197602
2016-03-22,192870
2016-03-23,185179
2016-03-24,177787
2016-03-25,176779
2016-03-26,173314
2016-03-27,170562
2016-03-28,168554
2016-03-29,169023
2016-03-30,171508
2016-03-31,173464
2016-04-01,174474
2016-04-02,174371
2016-04-03,176633
2016-04-04,175515
2016-04-05,175332
2016-04-06,175161
2016-04-07,176633
2016-04-08,177239
2016-04-09,176373
2016-04-10,177309
2016-04-11,177121
2016-04-12,177292
2016-04-13,177115
2016-04-14,177059
2016-04-15,177447
2016-04-16,178061
2016-04-17,180775
2016-04-18,178489
2016-04-19,178201
2016-04-20,177445
2016-04-21,178178
2016-04-22,176821
2016-04-23,174643
2016-04-24,172980
2016-04-25,170009
2016-04-26,170695
2016-04-27,170656
2016-04-28,170792
2016-04-29,168977
2016-04-30,168612
2016-05-01,166678
2016-05-02,167788
2016-05-03,167450
2016-05-04,167725
2016-05-05,163699
2016-05-06,161636
2016-05-07,159661
2016-05-08,156786
2016-05-09,155911
2016-05-10,155383
2016-05-11,155974
2016-05-12,156302
2016-05-13,155436
2016-05-14,156506
2016-05-15,157068
2016-05-16,158380
2016-05-17,157574
2016-05-18,158265
2016-05-19,158649
2016-05-22,150769
2016-05-23,149810
2016-05-24,152208
2016-05-25,156398
2016-05-26,157293
2016-05-27,155032
2016-05-28,154463
2016-05-29,153293
2016-05-30,151923
2016-05-31,150939
2016-06-01,152407
2016-06-02,154233
2016-06-03,152682
2016-06-04,151226
2016-06-05,150703
2016-06-06,150497
2016-06-07,152458
2016-06-08,153670
2016-06-09,154703
2016-06-10,153648
2016-06-11,154076
2016-06-12,154463
2016-06-13,154066
2016-06-14,155127
2016-06-15,156579
2016-06-16,159006
2016-06-17,159469
2016-06-18,158900
2016-06-19,156227
2016-06-20,154721
2016-06-21,154052
2016-06-22,154821
2016-06-23,153008
2016-06-24,153571
2016-06-25,154060
2016-06-26,153766
2016-06-27,151386
2016-06-28,148583
2016-06-29,147109
2016-06-30,147303
2016-07-01,145118
2016-07-02,144652
2016-07-03,143241
2016-07-04,142055
2016-07-05,143324
2016-07-06,143411
2016-07-07,143961
2016-07-08,143826
2016-07-09,144166
2016-07-10,141726
2016-07-11,138538
2016-07-12,135195
2016-07-13,129451
2016-07-14,122978
2016-07-15,116829
2016-07-16,111192
2016-07-17,105770
2016-07-18,103840
2016-07-23,100135
2016-07-24,98649
2016-07-25,97006
2016-07-26,96938
2016-07-27,95833
2016-07-28,93772
2016-07-29,93744
2016-07-30,93610
2016-07-31,93656
2016-08-01,93262
2016-08-02,92367
2016-08-03,93207
2016-08-04,93111
2016-08-05,91184
2016-08-06,91284
2016-08-07,92291
2016-08-08,92439
2016-08-09,91573
2016-08-10,93456
2016-08-11,95033
2016-08-12,95495
2016-08-13,95048
2016-08-14,94582
2016-08-15,95127
2016-08-16,99617
2016-08-17,103155
2016-08-18,105349
2016-08-19,104575
2016-08-20,101343
2016-08-21,98819
2016-08-22,98203
2016-08-23,96350
2016-08-24,97924
2016-08-25,99411
2016-08-26,99468
2016-08-28,102752
2016-08-31,109368
2016-09-01,112031
2016-09-02,115156
2016-09-03,113291
2016-09-04,114104
2016-09-05,118361
2016-09-06,122683
2016-09-07,127080
2016-09-08,132047
2016-09-09,133531
2016-09-10,134014
2016-09-11,130604
2016-09-12,131968
2016-09-13,129538
2016-09-14,129526
2016-09-15,129041
2016-09-16,129831
2016-09-17,130113
2016-09-18,129860
2016-09-19,131848
2016-09-20,134146
2016-09-21,139405
2016-09-22,143398
2016-09-23,144149
2016-09-24,147016
2016-09-25,149495
2016-09-26,152482
2016-09-27,153738
2016-09-28,154208
2016-09-29,154021
2016-09-30,158188
2016-10-01,160626
2016-10-02,162829
2016-10-03,166702
2016-10-04,171082
2016-10-05,176170
2016-10-06,180947
2016-10-07,185912
2016-10-08,192304
2016-10-09,197592
2016-10-10,200066
2016-10-11,200376
2016-10-12,198755
2016-10-13,196441
2016-10-14,195454
2016-10-15,193601
2016-10-16,195358
2016-10-17,193509
2016-10-18,191575
2016-10-19,190300
2016-10-20,188310
2016-10-21,185586
2016-10-22,179402
2016-10-23,176230
2016-10-24,173060
2016-10-25,172008
2016-10-26,170439
2016-10-27,167340
2016-10-28,167131
2016-10-29,163999
2016-10-30,161501
2016-10-31,156546
2016-11-01,152870
2016-11-02,149767
2016-11-03,145394
2016-11-04,142407
2016-11-05,139754
2016-11-06,140046
2016-11-07,141178
2016-11-08,141194
2016-11-09,141842
2016-11-10,139055
2016-11-11,139611
2016-11-12,140340
2016-11-13,142469
2016-11-14,144479
2016-11-15,149638
2016-12-07,169592
2016-12-08,165262
2016-12-09,159302
2016-12-10,151756
2016-12-11,145567
2016-12-12,139996
2016-12-13,134787
2016-12-14,135859
2016-12-15,138528
2016-12-16,141290
2016-12-17,144284
2016-12-18,146689
2016-12-19,149254
2016-12-20,146812
2016-12-21,145872
2016-12-22,146513
2016-12-23,149482
2016-12-24,152656
2016-12-25,155497
2016-12-26,154548
2016-12-27,155321
2016-12-28,156897
2016-12-29,156556
2016-12-30,155650
2016-12-31,151467
2017-01-01,146906
2017-01-02,145607
2017-01-03,144980
2017-01-04,142764
2017-01-05,139084
2017-01-06,135186
2017-01-07,132224
2017-01-08,127752
2017-01-09,123943
2017-01-10,120946
2017-01-11,118973
2017-01-12,117847
2017-01-13,116614
2017-01-14,116946
2017-01-15,114466
2017-01-16,114827
2017-01-17,115228
2017-01-18,112759
2017-01-19,112410
2017-01-20,112165
2017-01-21,111059
2017-01-22,109444
2017-01-23,107771
2017-01-27,110386
2017-01-28,108842
2017-01-29,108942
2017-01-30,110030
2017-01-31,110799
2017-02-01,110131
2017-02-02,110666
2017-02-03,111759
2017-02-04,112969
2017-02-05,112319
2017-02-06,110429
2017-02-07,111287
2017-02-08,111747
2017-02-09,111577
2017-02-10,112627
2017-02-11,113604
2017-02-12,112527
2017-02-13,112179
2017-02-14,111566
2017-02-15,111584
2017-02-16,111456
2017-02-18,110482
2017-02-19,110350
2017-02-20,108805
2017-02-21,108342
2017-02-22,109873
2017-02-23,108592
2017-02-24,108848
2017-02-25,110474
2017-02-26,110671
2017-02-27,110393
2017-02-28,109916
2017-03-01,110100
2017-03-02,108982
2017-03-03,109818
2017-03-04,112240
2017-03-05,111608
2017-03-06,111828
2017-03-07,113346
2017-03-08,112526
2017-03-09,114838
2017-03-10,115227
2017-03-11,114088
2017-03-12,114368
2017-03-13,114656
2017-03-14,115265
2017-03-15,114597
2017-03-16,113403
2017-03-17,113600
2017-03-18,111340
2017-03-19,109656
2017-03-20,106951
2017-03-21,106466
2017-03-22,106175
2017-03-23,107442
2017-03-24,106610
2017-03-25,104862
2017-03-26,105140
2017-03-27,105097
2017-03-28,104116
2017-03-29,104473
2017-03-30,104728
2017-03-31,105150
2017-04-01,105381
2017-04-02,104015
2017-04-03,104151
2017-04-04,104506
2017-04-12,104603
2017-04-13,104047
2017-04-14,104334
2017-04-15,102928
2017-04-16,100849
2017-04-17,99039
2017-04-18,100263
2017-04-19,101541
2017-04-20,101820
2017-04-21,101904
2017-04-22,102513
2017-04-23,102270
2017-04-24,102168
2017-04-25,102812
2017-04-26,101622
2017-04-27,101778
2017-04-28,101842
2017-04-29,103120
2017-04-30,102726
2017-05-01,101137
2017-05-02,102301
2017-05-03,101449
2017-05-04,100214
2017-05-05,101624
2017-05-06,102611
2017-05-07,102040
2017-05-08,100489
2017-05-09,99614
2017-05-10,100032
2017-05-11,98061
2017-05-12,99734
2017-05-13,99848
2017-05-14,99681
2017-05-15,98494
2017-05-16,97011
2017-05-17,95481
2017-05-18,92909
2017-05-19,90103
2017-05-20,87552
2017-05-21,86746
2017-05-22,86011
2017-05-23,87254
2017-05-24,89437
2017-05-25,92945
2017-05-26,95470
2017-05-27,98770
2017-05-28,102441
2017-05-29,104095
2017-05-30,102103
2017-05-31,103985
2017-06-01,104881
2017-06-02,106207
2017-06-03,108707
2017-06-04,112644
2017-06-05,118277
2017-06-06,124097
2017-06-07,127696
2017-06-08,126669
2017-06-09,125763
2017-06-10,120963
2017-06-11,114914
2017-06-12,109168
2017-06-13,103709
2017-06-14,98523
2017-06-15,93596
2017-06-16,89636
2017-06-17,88134
2017-06-18,87923
2017-06-19,88392
2017-06-20,90153
2017-06-21,91404
2017-06-22,90966
2017-06-23,90303
2017-06-24,91266
2017-06-25,91304
2017-06-26,91463
2017-06-27,91802
2017-06-28,92051
2017-06-29,93517
2017-06-30,92233
2017-07-01,92102
2017-07-02,91836
2017-07-03,92265
2017-07-04,92280
2017-07-05,93316
2017-07-06,93667
2017-07-07,92511
2017-07-08,92253
2017-07-13,89740
2017-07-14,90345
2017-07-15,90647
2017-07-16,90454
2017-07-17,90991
2017-07-18,92334
2017-07-19,93904
2017-07-20,97529
2017-07-21,102364
2017-07-22,107216
2017-07-23,112061
2017-07-24,117152
2017-07-25,120429
2017-07-26,124535
2017-07-27,124620
2017-07-28,125417
2017-07-29,127789
2017-07-30,129776
2017-07-31,132744
2017-08-01,134655
2017-08-02,135769
2017-08-03,132295
2017-08-04,127617
2017-08-05,123642
2017-08-06,120289
2017-08-09,120794
2017-08-10,120779
2017-08-11,119919
2017-08-12,121174
2017-08-13,120416
2017-08-14,121057
2017-08-15,121733
2017-08-16,121882
2017-08-17,123604
2017-08-18,123645
2017-08-19,122332
2017-08-20,121027
2017-08-21,119661
2017-08-22,118125
2017-08-23,117481
2017-08-24,114589
2017-08-25,110128
2017-08-26,107483
2017-08-27,105623
2017-08-28,104211
2017-08-29,104441
2017-08-30,104582
2017-08-31,104019
2017-09-01,104269
2017-09-02,101946
2017-09-03,102159
2017-09-04,101124
2017-09-05,100257
2017-09-06,98673
2017-09-07,98706
2017-09-08,100334
2017-09-09,101307
2017-09-10,101846
2017-09-11,102075
2017-09-12,103041
2017-09-13,102676
2017-09-14,102813
2017-09-15,102317
2017-09-16,102442
2017-09-17,100555
2017-09-18,101874
2017-09-19,102124
2017-09-20,102573
2017-09-21,102683
2017-09-22,102060
2017-09-23,101719
2017-09-24,101953
2017-09-25,101802
2017-09-26,100567
2017-09-27,99693
2017-09-28,101502
2017-09-29,102310
2017-09-30,101574
2017-10-01,100516
2017-10-02,100746
2017-10-03,101226
2017-10-04,100084
2017-10-05,99603
2017-10-06,99436
2017-10-07,100109
2017-10-08,99787
2017-10-09,99363
2017-10-10,99123
2017-10-11,99504
2017-10-12,98950
2017-10-13,98982
2017-10-14,98810
2017-10-15,100215
2017-10-16,103805
2017-10-17,106575
2017-10-18,105013
2017-10-19,105588
2017-10-20,105881
2017-10-21,104479
2017-10-22,103390
2017-10-23,102372
2017-10-24,103049
2017-10-25,104379
2017-10-26,102824
2017-10-27,101798
2017-10-28,101428
2017-10-29,101566
2017-10-30,102667
2017-10-31,103025
2017-11-01,101835
2017-11-02,102261
2017-11-03,103327
2017-11-04,103562
2017-11-05,101954
2017-11-06,101884
2017-11-07,100474
2017-11-08,100916
2017-11-09,99876
2017-11-10,100240
2017-11-11,98761
2017-11-12,98975
2017-11-13,99120
2017-11-14,99533
2017-11-15,99025
2017-11-16,98787
2017-11-17,98944
2017-11-18,99078
2017-11-19,98029
2017-11-20,96489
2017-11-21,94488
2017-11-22,93307
2017-11-23,91183
2017-11-24,89990
2017-11-25,88816
2017-11-26,86319
2017-11-27,84629
2017-11-28,82760
2017-11-29,80577
2017-11-30,79444
2017-12-01,79552
2017-12-02,80765
2017-12-03,82426
2017-12-04,82668
2017-12-05,83407
2017-12-06,82699
2017-12-07,82832
2017-12-08,83389
2017-12-09,84657
2017-12-10,85398
2017-12-11,86845
2017-12-12,88291
2017-12-13,89404
2017-12-14,88945
2017-12-15,87677
2017-12-16,87586
2017-12-17,87632
2017-12-18,87197
2017-12-19,87142
2017-12-20,87121
2017-12-21,85114
2017-12-22,84227
2017-12-23,82290
2017-12-24,82330
2017-12-25,82143
2017-12-26,82179
2017-12-27,83181
2017-12-28,83692
2017-12-29,82241
2017-12-30,79983
2017-12-31,78809
2018-01-01,78354
2018-01-02,78730
2018-01-03,78289
2018-01-04,77810
2018-01-05,78414
2018-01-06,77909
2018-01-07,77909
2018-01-08,78257
2018-01-09,78550
2018-01-10,79094
2018-01-11,79203
2018-01-12,78871
2018-01-13,79599
2018-01-14,78891
2018-01-15,78871
2018-01-16,78864
2018-01-17,77340
2018-01-18,75609
2018-01-19,75416
2018-01-20,74058
2018-01-21,73793
2018-01-22,72771
2018-01-23,71983
2018-01-25,68923
2018-01-26,67349
2018-01-27,65449
2018-01-28,63461
2018-01-29,62657
2018-01-30,62068
2018-01-31,62964
2018-02-01,63798
2018-02-02,65127
2018-02-03,65794
2018-02-04,66002
2018-02-05,65209
2018-02-06,64917
2018-02-07,65104
2018-02-08,63854
2018-02-09,63383
2018-02-10,62085
2018-02-11,62090
2018-02-12,61100
2018-02-13,61953
2018-02-14,62885
2018-02-15,63000
2018-02-16,63444
2018-02-17,62796
2018-02-18,64022
2018-02-19,65463
2018-02-20,67344
2018-02-21,68246
2018-02-22,69655
2018-02-23,70569
2018-02-24,72067
2018-02-25,72112
2018-02-26,72050
2018-02-27,72074
2018-02-28,72706
2018-03-01,73062
2018-03-02,72319
2018-03-03,72751
2018-03-04,72705
2018-03-05,73035
2018-03-06,72489
2018-03-07,73221
2018-03-08,74029
2018-03-09,72214
2018-03-10,72746
2018-03-11,71833
2018-03-12,72036
2018-03-13,71167
2018-03-14,71062
2018-03-15,70694
2018-03-16,70952
2018-03-17,71056
2018-03-18,70734
2018-03-19,70573
2018-03-20,71312
2018-03-21,70046
2018-03-23,70445
2018-03-24,70108
2018-03-25,68405
2018-03-26,67800
2018-03-27,68483
2018-03-28,68669
2018-03-29,69118
2018-03-30,69652
2018-03-31,70161
2018-04-01,70438
2018-04-02,70823
2018-04-03,71664
2018-04-04,71849
2018-04-05,71735
2018-04-06,71596
2018-04-07,72745
2018-04-08,72885
2018-04-09,72061
2018-04-10,73017
2018-04-11,72382
2018-04-12,72160
2018-04-13,72371
2018-04-14,72326
2018-04-15,72357
2018-04-16,72596
2018-04-17,72017
2018-04-18,70926
2018-04-19,71110
2018-04-20,71524
2018-04-21,72223
2018-04-22,71619
2018-04-23,72462
2018-04-24,73575
2018-04-25,73218
2018-04-26,73837
2018-04-27,75280
2018-04-28,73535
2018-04-29,73944
2018-04-30,74608
2018-05-01,75084
2018-05-04,76438
2018-05-05,77541
2018-05-06,78483
2018-05-07,78642
2018-05-08,77882
2018-05-09,78454
2018-05-10,79415
2018-05-11,78360
2018-05-12,76844
2018-05-13,77175
2018-05-14,76035
2018-05-15,76217
2018-05-16,76232
2018-05-17,76047
2018-05-18,76102
2018-05-19,76510
2018-05-20,76689
2018-05-21,77296
2018-05-22,77941
2018-05-23,77633
2018-05-24,76959
2018-05-25,77576
2018-05-26,77825
2018-05-27,77553
2018-05-28,77538
2018-05-29,77552
2018-05-30,76742
2018-05-31,76730
2018-06-01,77336
2018-06-02,76347
2018-06-03,76253
2018-06-04,75951
2018-06-05,76418
2018-06-06,75896
2018-06-07,75996
2018-06-08,75524
2018-06-09,75443
2018-06-10,74620
2018-06-11,73689
2018-06-12,72832
2018-06-13,72457
2018-06-14,71132
2018-06-15,69713
2018-06-16,68818
2018-06-17,68527
2018-06-18,67981
2018-06-19,65988
2018-06-20,64130
2018-06-21,63412
2018-06-22,64668
2018-06-23,63754
2018-06-24,63259
2018-06-25,63002
2018-06-26,64042
2018-06-27,64363
2018-06-28,64364
2018-06-29,64069
2018-06-30,65131
2018-07-01,63878
2018-07-02,63316
2018-07-03,62583
2018-07-04,62119
2018-07-05,61398
2018-07-06,61148
2018-07-07,60621
2018-07-08,59467
2018-07-09,59318
2018-07-10,59464
2018-07-11,59516
2018-07-12,59288
2018-07-13,60669
2018-07-14,59734
2018-07-15,59595
2018-07-16,58810
2018-07-17,57876
2018-07-18,58430
2018-07-19,59056
2018-07-20,59266
2018-07-21,59797
2018-07-22,60441
2018-07-23,59878
2018-07-24,60936
2018-07-25,62002
2018-07-26,61898
2018-07-27,60951
2018-07-28,61188
2018-07-29,62223
2018-07-30,62044
2018-07-31,61921
2018-08-01,61429
2018-08-02,61488
2018-08-03,61930
2018-08-04,62601
2018-08-05,62677
2018-08-06,61911
2018-08-07,62032
2018-08-08,62063
2018-08-09,60185
2018-08-10,60867
2018-08-11,61098
2018-08-12,60609
2018-08-14,61163
2018-08-16,60904
2018-08-17,61025
2018-08-18,61314
2018-08-19,61602
2018-08-20,61673
2018-08-21,60758
2018-08-22,59949
2018-08-23,59104
2018-08-24,59386
2018-08-25,59710
2018-08-26,60095
2018-08-27,59877
2018-08-28,60506
2018-08-29,60752
2018-08-30,60929
2018-08-31,61047
2018-09-01,62143
2018-09-02,63092
2018-09-03,63333
2018-09-04,65083
2018-09-05,67060
2018-09-06,67901
2018-09-07,68863
2018-09-08,67500
2018-09-09,69245
2018-09-10,69744
2018-09-11,70664
2018-09-12,71176
2018-09-13,71169
2018-09-14,70874
2018-09-15,71692
2018-09-16,70945
2018-09-17,71380
2018-09-18,72285
2018-09-19,73058
2018-09-20,72797
2018-09-21,72772
2018-09-22,72101
2018-09-23,72136
2018-09-24,72892
2018-09-25,74649
2018-09-26,76569
2018-09-27,76840
2018-09-28,78570
2018-09-29,81045
2018-09-30,82387
2018-10-01,83004
2018-10-02,82291
2018-10-03,82183
2018-10-04,82475
2018-10-05,83841
2018-10-06,84307
2018-10-07,82540
2018-10-08,80911
2018-10-09,78350
2018-10-10,75499
2018-10-11,74509
2018-10-12,73902
2018-10-13,72473
2018-10-14,71033
2018-10-15,71245
2018-10-16,70619
2018-10-17,71176
2018-10-18,71092
2018-10-19,71595
2018-10-20,71332
2018-10-21,70881
2018-10-22,71033
2018-10-23,71589
2018-10-24,72220
2018-10-25,72729
2018-10-26,74006
2018-10-27,74896
2018-10-28,73869
2018-10-29,73106
2018-10-30,74110
2018-10-31,75750
2018-11-01,77083
2018-11-03,81749
2018-11-04,81518
2018-11-05,84703
2018-11-06,88939
2018-11-07,93386
2018-11-08,98056
2018-11-09,102959
2018-11-10,108107
2018-11-11,113513
2018-11-12,119181
2018-11-13,125141
2018-11-14,131399
2018-11-15,137969
2018-11-16,144868
2018-11-17,152112
2018-11-18,159718
2018-11-19,167704
2018-11-20,176088
2018-11-21,184448
2018-11-22,187500
2018-11-23,185102
2018-11-24,181286
2018-11-25,179107
2018-11-26,177373
2018-11-27,175232
2018-11-28,172813
2018-11-29,168354
2018-12-01,159174
2018-12-02,154703
2018-12-03,151022
2018-12-04,146055
2018-12-05,141274
2018-12-07,135754
2018-12-09,131044
2018-12-10,127477
2018-12-11,126279
2018-12-12,124052
2018-12-13,120731
2018-12-14,119137
2018-12-15,117226
2018-12-16,113183
2018-12-17,109505
2018-12-18,106427
2018-12-19,103762
2018-12-20,101613
2018-12-21,99993
2018-12-22,98790
2018-12-23,97926
2018-12-24,99101
2018-12-25,98765
2018-12-26,98433
2018-12-27,96974
2018-12-28,95819
2018-12-29,94307
2018-12-30,92871
2018-12-31,92793
2019-01-01,93374
2019-01-02,92964
2019-01-03,93619
2019-01-04,92343
2019-01-05,91866
2019-01-06,90668
2019-01-08,89796
2019-01-10,87777
2019-01-11,87342
2019-01-12,86462
2019-01-13,85137
2019-01-14,85480
2019-01-15,85582
2019-01-16,85638
2019-01-17,85552
2019-01-18,84918
2019-01-19,84455
2019-01-20,83336
2019-01-21,81164
2019-01-22,79927
2019-01-23,78282
2019-01-24,77047
2019-01-25,75983
2019-01-26,75634
2019-01-27,75238
2019-01-28,75337
2019-01-29,75604
2019-01-30,75955
2019-01-31,75978
2019-02-01,76024
2019-02-02,76541
2019-02-03,76099
2019-02-04,75248
2019-02-05,76178
2019-02-06,75614
2019-02-07,75791
2019-02-08,75715
2019-02-09,74760
2019-02-10,75315
2019-02-11,75560
2019-02-12,77168
2019-02-13,76541
2019-02-14,77248
2019-02-15,79074
2019-02-16,80060
2019-02-17,81213
2019-02-18,79773
2019-02-19,78802
2019-02-20,78708
2019-02-21,78277
2019-02-22,78692
2019-02-23,77586
2019-02-24,76709
2019-02-25,76642
2019-02-26,75929
2019-02-27,76599
2019-02-28,75919
2019-03-01,74176
2019-03-02,71833
2019-03-03,70121
2019-03-04,68455
2019-03-05,66738
2019-03-06,66051
2019-03-07,64102
2019-03-08,62695
2019-03-09,61595
2019-03-10,60919
2019-03-11,60218
2019-03-12,60298
2019-03-13,60979
2019-03-14,61457
2019-03-15,62470
2019-03-16,62769
2019-03-17,62808
2019-03-18,63656
2019-03-19,64422
2019-03-20,65175
2019-03-21,66444
2019-03-22,67348
2019-03-23,67649
2019-03-24,67876
2019-03-25,67885
