date_obj,Steel%20pickaxe price
2019-08-17,908
2019-08-18,896
2019-08-19,907
2019-08-20,908
2019-08-21,896
2019-08-22,916
2019-08-23,928
2019-08-24,923
2019-08-24,923
2019-08-25,932
2019-08-25,932
2019-08-26,939
2019-08-26,939
2019-08-27,945
2019-08-27,945
2019-08-28,939
2019-08-29,943
2019-08-30,969
2019-08-31,961
2019-09-01,976
2019-09-02,988
2019-09-03,1019
2019-09-04,1012
2019-09-05,1004
2019-09-06,1017
2019-09-07,1018
2019-09-08,1012
2019-09-09,1019
2019-09-10,1060
2019-09-11,1052
2019-09-12,1009
2019-09-13,960
2019-09-14,961
2019-09-15,981
2019-09-16,999
2019-09-17,1019
2019-09-18,1054
2019-09-19,1051
2019-09-20,1070
2019-09-21,1085
2019-09-22,1113
2019-09-23,1095
2019-09-24,1104
2019-09-25,1122
2019-09-26,1163
2019-09-27,1199
2019-09-28,1229
2019-09-29,1215
2019-09-30,1196
2019-10-01,1171
2019-10-02,1196
2019-10-03,1171
2019-10-04,1150
2019-10-05,1175
2019-10-06,1195
2019-10-07,1239
2019-10-08,1291
2019-10-09,1275
2019-10-10,1218
2019-10-11,1158
2019-10-12,1144
2019-10-13,1174
2019-10-14,1134
2019-10-15,1079
2019-10-16,1057
2019-10-17,1026
2019-10-18,1008
2019-10-19,994
2019-10-20,944
2019-10-21,896
2019-10-22,859
2019-10-23,842
2019-10-24,843
2019-10-25,839
2019-10-26,827
2019-10-27,811
2019-10-28,803
2019-10-29,790
2019-10-30,791
2019-10-31,789
2019-11-01,760
2019-11-02,757
2019-11-03,758
2019-11-04,765
2019-11-05,772
2019-11-06,779
2019-11-07,781
2019-11-08,787
2019-11-09,775
2019-11-10,781
2019-11-11,768
2019-11-12,761
2019-11-13,754
2019-11-14,757
2019-11-15,768
2019-11-16,802
2019-11-17,828
2019-11-18,863
2019-11-19,900
2019-11-20,935
2019-11-21,940
2019-11-22,916
2019-11-23,884
2019-11-24,862
2019-11-25,848
2019-11-26,827
2019-11-27,828
2019-11-28,801
2019-11-29,760
2019-11-30,752
2019-12-01,756
2019-12-02,789
2019-12-03,827
2019-12-04,860
2019-12-05,890
2019-12-06,925
2019-12-07,968
2019-12-08,1014
2019-12-09,1051
2019-12-10,1089
2019-12-11,1089
2019-12-12,1084
2019-12-13,1094
2019-12-14,1111
2019-12-15,1128
2019-12-16,1154
2019-12-17,1185
2019-12-18,1231
2019-12-19,1274
2019-12-20,1271
2019-12-21,1210
2019-12-22,1149
2019-12-23,1091
2019-12-24,1046
2019-12-25,1025
2019-12-26,986
2019-12-27,940
2019-12-28,917
2019-12-29,937
2019-12-30,965
2019-12-31,999
2020-01-01,955
2020-01-02,931
2020-01-03,965
2020-01-04,969
2020-01-05,965
2020-01-06,943
2020-01-07,951
2020-01-08,930
2020-01-09,909
2020-01-10,926
2020-01-11,900
2020-01-12,876
2020-01-13,841
2020-01-14,814
2020-01-15,806
2020-01-16,826
2020-01-17,841
2020-01-18,877
2020-01-19,873
2020-01-20,866
2020-01-21,857
2020-01-22,867
2020-01-23,857
2020-01-24,881
2020-01-25,915
2020-01-26,939
2020-01-27,945
2020-01-28,914
2020-01-29,901
2020-01-30,909
2020-01-31,916
2020-02-01,925
2020-02-02,918
2020-02-03,903
2020-02-04,930
2020-02-05,939
2020-02-06,914
2020-02-07,927
2020-02-08,935
2020-02-09,926
2020-02-10,930
2020-02-11,953
2020-02-12,948
2020-02-13,936
2020-02-14,922
2020-02-15,902
2020-02-16,879
2020-02-17,881
2020-02-18,907
2020-02-19,933
2020-02-20,935
2020-02-21,936
2020-02-22,900
2020-02-23,885
2020-02-24,901
2020-02-25,885
2020-02-26,874
2020-02-27,886
2020-02-28,897
2020-02-29,903
2020-03-01,892
2020-03-02,926
2020-03-03,938
2020-03-04,963
2020-03-05,975
2020-03-06,1008
2020-03-07,1001
2020-03-08,1008
2020-03-09,990
2020-03-10,993
2020-03-11,1011
2020-03-12,1021
2020-03-13,1000
2020-03-14,966
2020-03-15,938
2020-03-16,936
2020-03-17,937
2020-03-18,914
2020-03-19,873
2020-03-20,887
2020-03-21,899
2020-03-22,877
2020-03-23,841
2020-03-24,801
2020-03-25,781
2020-03-26,782
2020-03-27,800
2020-03-28,825
2020-03-29,848
2020-03-30,864
2020-03-31,898
2020-04-01,881
2020-04-02,857
2020-04-03,824
2020-04-04,797
2020-04-05,771
2020-04-06,760
2020-04-07,758
2020-04-08,751
2020-04-09,731
2020-04-10,707
2020-04-11,694
2020-04-12,665
2020-04-13,633
2020-04-14,601
2020-04-15,573
2020-04-16,562
2020-04-17,553
2020-04-18,541
2020-04-19,535
2020-04-20,520
2020-04-21,501
2020-04-22,500
2020-04-23,490
2020-04-24,480
2020-04-25,480
2020-04-26,470
2020-04-27,456
2020-04-28,441
2020-04-29,430
2020-04-30,423
2020-05-01,413
2020-05-02,404
2020-05-03,406
2020-05-04,401
2020-05-05,404
2020-05-06,392
2020-05-07,374
2020-05-08,369
2020-05-09,360
2020-05-10,346
2020-05-11,349
2020-05-12,352
2020-05-13,358
