date_obj,White%20elegant%20skirt price
2019-04-07,1189
2019-04-08,1189
2019-04-09,1208
2019-04-10,1208
2019-04-11,1226
2019-04-12,1258
2019-04-13,1258
2019-04-14,1252
2019-04-15,1252
2019-04-16,1207
2019-04-17,1207
2019-04-18,1189
2019-04-19,1189
2019-04-20,1203
2019-04-21,1203
2019-04-22,1212
2019-04-23,1212
2019-04-24,1209
2019-04-25,1209
2019-04-26,1227
2019-04-27,1227
2019-04-28,1231
2019-04-29,1231
2019-04-30,1208
2019-05-01,1208
2019-05-02,1195
2019-05-03,1224
2019-05-04,1235
2019-05-05,1235
2019-05-06,1173
2019-05-07,1117
2019-05-08,1066
2019-05-09,1021
2019-05-10,973
2019-05-11,961
2019-05-12,974
2019-05-13,987
2019-05-14,987
2019-05-15,987
2019-05-16,1008
2019-05-17,1008
2019-05-18,1022
2019-05-19,1022
2019-05-20,1028
2019-05-21,1028
2019-05-22,1013
2019-05-23,1013
2019-05-24,1020
2019-05-25,1021
2019-05-26,1021
2019-05-27,1041
2019-05-28,1041
2019-05-29,1062
2019-05-30,1062
2019-05-31,1094
2019-06-01,1094
2019-06-02,1110
2019-06-03,1110
2019-06-04,1156
2019-06-05,1156
2019-06-06,1172
2019-06-07,1172
2019-06-08,1146
2019-06-09,1135
2019-06-10,1135
2019-06-11,1157
2019-06-12,1157
2019-06-13,1151
2019-06-14,1151
2019-06-15,1132
2019-06-16,1148
2019-06-17,1148
2019-06-18,1154
2019-06-19,1154
2019-06-20,1157
2019-06-21,1157
2019-06-22,1211
2019-06-23,1211
2019-06-24,1262
2019-06-25,1262
2019-06-26,1325
2019-06-27,1325
2019-06-28,1362
2019-06-29,1362
2019-06-30,1390
2019-07-01,1390
2019-07-02,1384
2019-07-03,1384
2019-07-04,1438
2019-07-05,1438
2019-07-06,1495
2019-07-07,1495
2019-07-08,1505
2019-07-09,1460
2019-07-10,1460
2019-07-11,1429
2019-07-12,1429
2019-07-13,1402
2019-07-14,1380
2019-07-15,1380
2019-07-16,1380
2019-07-17,1430
2019-07-18,1430
2019-07-19,1498
2019-07-20,1498
2019-07-21,1555
2019-07-22,1555
2019-07-23,1633
2019-07-24,1633
2019-07-25,1697
2019-07-26,1697
2019-07-27,1778
2019-07-28,1778
2019-07-29,1866
2019-07-30,1866
2019-07-31,1952
2019-08-01,1952
2019-08-02,2011
2019-08-03,2028
2019-08-04,2028
2019-08-05,2068
2019-08-06,2068
2019-08-07,2040
2019-08-08,2040
2019-08-09,2040
2019-08-10,2038
2019-08-11,2038
2019-08-12,2045
2019-08-13,2045
2019-08-14,2062
2019-08-15,2062
2019-08-16,2030
2019-08-17,2030
2019-08-18,2044
2019-08-19,2044
2019-08-20,2078
2019-08-21,2078
2019-08-22,2028
2019-08-23,2028
2019-08-24,2051
2019-08-24,2051
2019-08-25,2051
2019-08-25,2051
2019-08-26,2069
2019-08-26,2069
2019-08-27,2069
2019-08-27,2069
2019-08-28,2083
2019-08-29,2083
2019-08-30,2110
2019-08-31,2110
2019-09-01,2118
2019-09-02,2118
2019-09-03,2021
2019-09-04,2021
2019-09-05,1930
2019-09-06,1930
2019-09-07,1881
2019-09-08,1881
2019-09-09,1835
2019-09-10,1835
2019-09-11,1768
2019-09-12,1768
2019-09-13,1713
2019-09-14,1713
2019-09-15,1683
2019-09-16,1683
2019-09-17,1661
2019-09-18,1661
2019-09-19,1719
2019-09-20,1719
2019-09-21,1704
2019-09-22,1704
2019-09-23,1624
2019-09-24,1624
2019-09-25,1624
2019-09-26,1589
2019-09-27,1589
2019-09-28,1581
2019-09-29,1581
2019-09-30,1595
2019-10-01,1595
2019-10-02,1597
2019-10-03,1597
2019-10-04,1597
2019-10-05,1650
2019-10-06,1650
2019-10-07,1646
2019-10-08,1646
2019-10-09,1646
2019-10-10,1592
2019-10-11,1592
2019-10-12,1564
2019-10-13,1618
2019-10-14,1618
2019-10-15,1656
2019-10-16,1656
2019-10-17,1665
2019-10-18,1665
2019-10-19,1640
2019-10-20,1640
2019-10-21,1688
2019-10-22,1688
2019-10-23,1749
2019-10-24,1749
2019-10-25,1818
2019-10-26,1818
2019-10-27,1871
2019-10-28,1871
2019-10-29,1958
2019-10-30,1958
2019-10-31,2007
2019-11-01,2007
2019-11-02,2091
2019-11-03,2091
2019-11-04,2097
2019-11-05,2097
2019-11-06,2097
2019-11-07,2037
2019-11-08,2037
2019-11-09,2003
2019-11-10,2003
2019-11-11,1949
2019-11-12,1949
2019-11-13,1949
2019-11-14,1905
2019-11-15,1905
2019-11-16,1819
2019-11-17,1819
2019-11-18,1819
2019-11-19,1752
2019-11-20,1752
2019-11-21,1692
2019-11-22,1692
2019-11-23,1664
2019-11-24,1664
2019-11-25,1662
2019-11-26,1662
2019-11-27,1662
2019-11-28,1674
2019-11-29,1674
2019-11-30,1674
2019-12-01,1669
2019-12-02,1669
2019-12-03,1657
2019-12-04,1657
2019-12-05,1657
2019-12-06,1664
2019-12-07,1664
2019-12-08,1664
2019-12-09,1699
2019-12-10,1699
2019-12-11,1756
2019-12-12,1756
2019-12-13,1756
2019-12-14,1742
2019-12-15,1742
2019-12-16,1760
2019-12-17,1760
2019-12-18,1760
2019-12-19,1773
2019-12-20,1773
2019-12-21,1854
2019-12-22,1854
2019-12-23,1875
2019-12-24,1875
2019-12-25,1885
2019-12-26,1885
2019-12-27,1951
2019-12-28,1951
2019-12-29,2043
2019-12-30,2043
2019-12-31,2105
2020-01-01,2105
2020-01-02,2175
2020-01-03,2175
2020-01-04,2257
2020-01-05,2257
2020-01-06,2329
2020-01-07,2329
2020-01-08,2329
2020-01-09,2431
2020-01-10,2431
2020-01-11,2552
2020-01-12,2552
2020-01-13,2552
2020-01-14,2672
2020-01-15,2672
2020-01-16,2769
2020-01-17,2769
2020-01-18,2769
2020-01-19,2776
2020-01-20,2776
2020-01-21,2765
2020-01-22,2765
2020-01-23,2801
2020-01-24,2801
2020-01-25,2872
2020-01-26,2872
2020-01-27,2882
2020-01-28,2882
2020-01-29,2814
2020-01-30,2814
2020-01-31,2697
2020-02-01,2697
2020-02-02,2662
2020-02-03,2662
2020-02-04,2652
2020-02-05,2652
2020-02-06,2641
2020-02-07,2641
2020-02-08,2547
2020-02-09,2547
2020-02-10,2475
2020-02-11,2475
2020-02-12,2406
2020-02-13,2406
2020-02-14,2361
2020-02-15,2361
2020-02-16,2324
2020-02-17,2324
2020-02-18,2264
2020-02-19,2264
2020-02-20,2239
2020-02-21,2239
2020-02-22,2243
2020-02-23,2243
2020-02-24,2219
2020-02-25,2219
2020-02-26,2231
2020-02-27,2231
2020-02-28,2226
2020-02-29,2226
2020-03-01,2331
2020-03-02,2331
2020-03-03,2325
2020-03-04,2325
2020-03-05,2298
2020-03-06,2298
2020-03-07,2310
2020-03-08,2310
2020-03-09,2272
2020-03-10,2272
2020-03-11,2265
2020-03-12,2265
2020-03-13,2297
2020-03-14,2297
2020-03-15,2378
2020-03-16,2378
2020-03-17,2438
2020-03-18,2438
2020-03-19,2444
2020-03-20,2444
2020-03-21,2448
2020-03-22,2408
2020-03-23,2408
2020-03-24,2359
2020-03-25,2359
2020-03-26,2344
2020-03-27,2344
2020-03-28,2300
2020-03-29,2229
2020-03-30,2178
2020-03-31,2178
2020-04-01,2152
2020-04-02,2184
2020-04-03,2184
2020-04-04,2219
2020-04-05,2219
2020-04-06,2221
2020-04-07,2170
2020-04-08,2143
2020-04-09,2102
2020-04-10,2102
2020-04-11,2087
2020-04-12,2087
2020-04-13,2051
2020-04-14,2015
2020-04-15,1983
2020-04-16,1983
2020-04-17,1984
2020-04-18,1975
2020-04-19,1943
2020-04-20,1943
2020-04-21,1928
2020-04-22,1880
2020-04-23,1807
2020-04-24,1807
2020-04-25,1762
2020-04-26,1739
2020-04-27,1687
2020-04-28,1680
2020-04-29,1680
2020-04-30,1609
2020-05-01,1609
2020-05-02,1543
2020-05-03,1492
2020-05-04,1492
2020-05-05,1479
2020-05-06,1484
2020-05-07,1484
2020-05-08,1497
2020-05-09,1472
2020-05-10,1446
2020-05-11,1446
2020-05-12,1448
2020-05-13,1435
