date_obj,Green%20headband price
2015-07-15,33829
2015-07-16,33829
2015-07-17,33137
2015-07-18,33137
2015-07-19,32506
2015-07-20,32550
2015-07-21,32550
2015-07-22,32068
2015-07-23,32068
2015-07-24,31690
2015-07-25,31690
2015-07-26,31101
2015-07-27,31161
2015-07-28,31810
2015-07-29,32000
2015-07-30,33006
2015-07-31,34225
2015-08-01,35134
2015-08-02,36772
2015-08-03,38549
2015-08-04,40236
2015-08-05,41441
2015-08-06,42201
2015-08-07,43687
2015-08-08,45407
2015-08-09,47274
2015-08-10,48383
2015-08-11,50417
2015-08-12,50417
2015-08-13,52699
2015-08-14,54525
2015-08-15,54525
2015-08-16,56334
2015-08-17,57944
2015-08-18,57944
2015-08-19,58070
2015-08-20,58070
2015-08-21,58997
2015-08-22,59957
2015-08-23,59957
2015-08-24,59405
2015-08-25,59405
2015-08-26,59952
2015-08-27,59010
2015-08-28,59196
2015-08-29,59587
2015-08-30,59587
2015-08-31,59546
2015-09-01,59129
2015-09-02,59129
2015-09-03,58752
2015-09-04,59239
2015-09-05,59239
2015-09-06,59838
2015-09-07,61013
2015-09-08,62604
2015-09-09,62604
2015-09-10,62630
2015-09-11,63426
2015-09-12,63426
2015-09-13,63666
2015-09-14,63666
2015-09-15,64284
2015-09-16,64284
2015-09-17,65898
2015-09-18,65898
2015-09-19,67366
2015-09-20,67366
2015-09-21,67304
2015-09-22,68203
2015-09-23,69816
2015-09-24,69816
2015-09-25,69880
2015-09-27,71493
2015-09-28,73967
2015-09-29,73967
2015-09-30,74016
2015-10-05,79676
2015-10-06,80931
2015-10-07,80931
2015-10-08,82293
2015-10-09,84613
2015-10-10,84613
2015-10-11,87626
2015-10-12,90699
2015-10-13,90699
2015-10-14,93157
2015-10-15,96150
2015-10-16,96648
2015-10-17,96648
2015-10-18,95523
2015-10-19,91617
2015-10-20,88616
2015-10-22,86884
2015-10-23,85687
2015-10-24,85687
2015-10-25,84275
2015-10-26,83883
2015-10-27,83883
2015-10-29,83627
2015-10-30,82076
2015-10-31,81542
2015-11-01,81542
2015-11-02,81488
2015-11-03,81488
2015-11-04,80925
2015-11-05,79957
2015-11-06,79957
2015-11-07,79595
2015-11-08,79595
2015-11-09,79426
2015-11-10,81330
2015-11-11,84020
2015-11-12,84020
2015-11-13,84683
2015-11-14,84683
2015-11-15,83473
2015-11-16,83473
2015-11-17,82496
2015-11-18,82496
2015-11-19,82192
2015-11-20,81724
2015-11-21,81724
2015-11-22,81192
2015-11-23,81192
2015-11-24,83220
2015-11-25,84100
2015-11-26,84100
2015-11-27,85917
2015-11-28,89026
2015-11-29,90427
2015-11-30,88613
2015-12-01,88613
2015-12-02,89074
2015-12-03,89723
2015-12-04,89723
2015-12-05,88574
2015-12-06,85742
2015-12-07,85742
2015-12-08,85091
2015-12-09,84395
2015-12-10,85350
2015-12-11,85651
2015-12-12,85651
2015-12-13,84961
2015-12-14,84961
2015-12-15,84190
2015-12-16,83437
2015-12-17,83437
2015-12-18,84244
2015-12-19,82757
2015-12-20,81795
2015-12-21,81795
2015-12-22,79765
2015-12-23,78175
2015-12-24,78175
2015-12-25,75128
2015-12-26,74255
2015-12-27,73705
2015-12-28,73705
2015-12-29,73426
2015-12-30,71419
2015-12-31,71419
2016-01-01,70435
2016-01-02,70397
2016-01-03,69276
2016-01-04,68014
2016-01-05,67085
2016-01-06,66663
2016-01-07,66663
2016-01-08,66459
2016-01-09,66459
2016-01-10,65565
2016-01-11,65276
2016-01-12,64407
2016-01-13,64944
2016-01-14,64354
2016-01-15,64035
2016-01-16,62802
2016-01-17,62589
2016-01-18,62184
2016-01-19,62164
2016-01-20,62178
2016-01-21,62357
2016-01-22,62808
2016-01-23,64456
2016-01-24,65515
2016-01-25,67979
2016-01-26,70126
2016-01-27,70166
2016-01-28,70166
2016-01-29,70990
2016-01-30,70990
2016-01-31,70936
2016-02-01,70288
2016-02-02,69987
2016-02-03,69522
2016-02-04,69041
2016-02-05,69041
2016-02-06,67951
2016-02-07,67074
2016-02-08,65782
2016-02-09,64676
2016-02-10,63966
2016-02-11,63194
2016-02-12,63194
2016-02-13,61946
2016-02-14,61946
2016-02-15,61271
2016-02-16,61271
2016-02-17,58765
2016-02-18,58765
2016-02-19,57875
2016-02-20,57875
2016-02-21,56178
2016-02-22,56178
2016-02-23,55398
2016-02-24,55398
2016-02-25,53157
2016-02-26,53157
2016-02-27,51743
2016-02-28,51743
2016-02-29,49363
2016-03-01,47049
2016-03-02,47049
2016-03-03,44725
2016-03-04,42813
2016-03-05,42813
2016-03-06,40752
2016-03-07,40752
2016-03-08,39903
2016-03-09,39419
2016-03-10,38569
2016-03-11,38569
2016-03-12,37485
2016-03-13,37485
2016-03-14,36518
2016-03-15,36518
2016-03-16,35299
2016-03-17,35299
2016-03-18,34512
2016-03-19,34512
2016-03-20,33452
2016-03-21,33452
2016-03-22,32823
2016-03-23,31251
2016-03-24,31251
2016-03-25,30270
2016-03-26,30270
2016-03-27,29075
2016-03-28,28076
2016-03-29,28076
2016-03-30,27478
2016-03-31,27003
2016-04-01,27301
2016-04-02,27940
2016-04-03,28181
2016-04-04,27942
2016-04-05,27952
2016-04-06,28100
2016-04-07,28100
2016-04-08,27793
2016-04-09,27122
2016-04-10,27082
2016-04-11,27082
2016-04-12,26197
2016-04-13,25661
2016-04-14,24680
2016-04-15,24838
2016-04-16,24694
2016-04-17,24694
2016-04-18,23892
2016-04-19,23892
2016-04-20,23012
2016-04-21,23012
2016-04-22,21923
2016-04-23,21923
2016-04-24,20826
2016-04-25,19784
2016-04-26,19784
2016-04-27,18794
2016-04-28,18794
2016-04-29,17966
2016-04-30,17284
2016-05-01,17284
2016-05-02,16476
2016-05-03,15885
2016-05-04,15885
2016-05-05,15327
2016-05-06,15327
2016-05-07,14560
2016-05-08,14560
2016-05-09,13832
2016-05-10,13372
2016-05-11,13372
2016-05-12,12899
2016-05-13,12614
2016-05-14,12614
2016-05-15,12131
2016-05-16,12131
2016-05-17,11783
2016-05-18,11679
2016-05-19,11679
2016-05-22,11411
2016-05-23,11528
2016-05-24,11642
2016-05-25,11642
2016-05-26,12040
2016-05-27,12426
2016-05-28,12426
2016-05-29,12971
2016-05-30,12971
2016-05-31,13307
2016-06-01,13697
2016-06-02,14276
2016-06-03,14276
2016-06-04,14539
2016-06-05,14844
2016-06-06,15257
2016-06-07,15257
2016-06-08,15829
2016-06-09,16285
2016-06-10,16757
2016-06-11,17307
2016-06-12,17758
2016-06-13,17758
2016-06-14,17762
2016-06-15,17762
2016-06-16,18235
2016-06-17,18766
2016-06-18,18766
2016-06-19,19398
2016-06-20,19925
2016-06-21,19651
2016-06-22,19651
2016-06-23,19112
2016-06-24,19112
2016-06-25,18746
2016-06-26,18746
2016-06-27,18052
2016-06-28,17629
2016-06-29,17629
2016-06-30,16788
2016-07-01,16133
2016-07-02,16133
2016-07-03,15419
2016-07-04,14717
2016-07-05,14717
2016-07-06,14024
2016-07-07,14024
2016-07-08,13322
2016-07-09,12685
2016-07-10,12272
2016-07-11,11741
2016-07-12,11741
2016-07-13,11153
2016-07-14,10616
2016-07-15,10616
2016-07-16,10085
2016-07-17,10085
2016-07-18,9580
2016-07-23,8359
2016-07-24,7997
2016-07-25,7997
2016-07-26,7971
2016-07-27,7971
2016-07-28,7706
2016-07-29,7333
2016-07-30,7130
2016-07-31,7130
2016-08-01,7220
2016-08-02,6924
2016-08-03,6924
2016-08-04,6577
2016-08-05,6577
2016-08-06,6296
2016-08-07,6296
2016-08-08,6217
2016-08-09,6217
2016-08-10,6040
2016-08-11,6040
2016-08-12,6040
2016-08-13,5925
2016-08-14,5925
2016-08-15,5778
2016-08-16,5778
2016-08-17,5772
2016-08-18,5772
2016-08-19,5704
2016-08-20,5704
2016-08-21,5563
2016-08-22,5563
2016-08-23,5442
2016-08-24,5442
2016-08-25,5223
2016-08-26,5223
2016-08-28,4994
2016-08-31,4785
2016-09-01,4785
2016-09-02,4681
2016-09-03,4681
2016-09-04,4701
2016-09-05,4701
2016-09-06,4703
2016-09-07,4703
2016-09-08,4703
2016-09-09,4855
2016-09-10,4855
2016-09-11,4909
2016-09-12,4909
2016-09-13,4878
2016-09-14,4878
2016-09-15,4857
2016-09-16,4857
2016-09-17,4921
2016-09-18,4921
2016-09-19,4964
2016-09-20,4964
2016-09-21,5127
2016-09-22,5350
2016-09-23,5350
2016-09-24,5573
2016-09-25,5773
2016-09-26,5773
2016-09-27,5858
2016-09-28,5858
2016-09-29,5714
2016-09-30,5714
2016-10-01,5601
2016-10-02,5601
2016-10-03,5601
2016-10-04,5730
2016-10-05,5730
2016-10-06,5836
2016-10-07,5836
2016-10-08,5912
2016-10-09,5912
2016-10-10,5912
2016-10-11,5779
2016-10-12,5779
2016-10-13,5809
2016-10-14,5809
2016-10-15,5722
2016-10-16,5722
2016-10-17,5740
2016-10-18,5740
2016-10-19,5740
2016-10-20,5673
2016-10-21,5673
2016-10-22,5787
2016-10-23,5841
2016-10-24,5841
2016-10-25,5883
2016-10-26,5883
2016-10-27,5814
2016-10-28,5814
2016-10-29,5801
2016-10-30,5801
2016-10-31,5756
2016-11-01,5756
2016-11-02,5896
2016-11-03,5896
2016-11-04,6103
2016-11-05,6103
2016-11-06,6152
2016-11-07,6152
2016-11-08,6149
2016-11-09,6149
2016-11-10,6047
2016-11-11,6047
2016-11-12,6047
2016-11-13,5907
2016-11-14,5907
2016-11-15,6094
2016-12-07,5892
2016-12-08,5900
2016-12-09,5900
2016-12-10,5818
2016-12-11,5994
2016-12-12,5994
2016-12-13,6152
2016-12-14,6315
2016-12-15,6315
2016-12-16,6457
2016-12-17,6437
2016-12-18,6437
2016-12-19,6478
2016-12-20,6478
2016-12-21,6412
2016-12-22,6412
2016-12-23,6391
2016-12-24,6391
2016-12-25,6204
2016-12-26,6204
2016-12-27,6031
2016-12-28,6031
2016-12-29,6042
2016-12-30,6042
2016-12-31,6056
2017-01-01,6190
2017-01-02,6068
2017-01-03,6068
2017-01-04,5998
2017-01-05,5998
2017-01-06,5848
2017-01-07,5848
2017-01-08,5645
2017-01-09,5645
2017-01-10,5567
2017-01-11,5567
2017-01-12,5687
2017-01-13,5687
2017-01-14,5654
2017-01-15,5676
2017-01-16,5818
2017-01-17,5868
2017-01-18,5868
2017-01-19,5726
2017-01-20,5726
2017-01-21,5666
2017-01-22,5666
2017-01-23,5614
2017-01-27,5432
2017-01-28,5412
2017-01-29,5412
2017-01-30,5271
2017-01-31,5271
2017-02-01,5062
2017-02-02,5062
2017-02-03,5132
2017-02-04,5127
2017-02-05,5127
2017-02-06,5006
2017-02-07,5006
2017-02-08,4869
2017-02-09,4869
2017-02-10,4920
2017-02-11,4936
2017-02-12,4936
2017-02-13,4867
2017-02-14,4823
2017-02-15,4823
2017-02-16,4820
2017-02-18,4808
2017-02-19,4806
2017-02-20,4806
2017-02-21,4749
2017-02-22,4749
2017-02-23,4641
2017-02-24,4641
2017-02-25,4573
2017-02-26,4573
2017-02-27,4534
2017-02-28,4409
2017-03-01,4409
2017-03-02,4325
2017-03-03,4325
2017-03-04,4208
2017-03-05,4208
2017-03-06,4135
2017-03-07,4135
2017-03-08,4033
2017-03-09,4033
2017-03-10,3944
2017-03-11,3910
2017-03-12,3910
2017-03-13,3951
2017-03-14,3931
2017-03-15,3931
2017-03-16,3820
2017-03-17,3820
2017-03-18,3832
2017-03-19,3826
2017-03-20,3826
2017-03-21,3815
2017-03-22,3815
2017-03-23,3848
2017-03-24,3834
2017-03-25,3834
2017-03-26,3765
2017-03-27,3765
2017-03-28,3709
2017-03-29,3709
2017-03-30,3708
2017-03-31,3645
2017-04-01,3645
2017-04-02,3583
2017-04-03,3531
2017-04-04,3531
2017-04-12,3155
2017-04-13,3059
2017-04-14,3059
2017-04-15,2984
2017-04-16,2978
2017-04-17,2978
2017-04-18,2871
2017-04-19,2871
2017-04-20,2802
2017-04-21,2802
2017-04-22,2799
2017-04-23,2799
2017-04-24,2746
2017-04-25,2706
2017-04-26,2706
2017-04-27,2651
2017-04-28,2651
2017-04-29,2696
2017-04-30,2696
2017-05-01,2742
2017-05-02,2742
2017-05-03,2732
2017-05-04,2746
2017-05-05,2746
2017-05-06,2702
2017-05-07,2702
2017-05-08,2703
2017-05-09,2728
2017-05-10,2728
2017-05-11,2702
2017-05-12,2685
2017-05-13,2633
2017-05-14,2633
2017-05-15,2633
2017-05-16,2559
2017-05-17,2559
2017-05-18,2500
2017-05-19,2500
2017-05-20,2460
2017-05-21,2460
2017-05-22,2414
2017-05-23,2414
2017-05-24,2424
2017-05-25,2424
2017-05-26,2405
2017-05-27,2405
2017-05-28,2332
2017-05-29,2332
2017-05-30,2281
2017-05-31,2281
2017-06-01,2277
2017-06-02,2277
2017-06-03,2236
2017-06-04,2236
2017-06-05,2229
2017-06-06,2229
2017-06-07,2229
2017-06-08,2198
2017-06-09,2198
2017-06-10,2190
2017-06-11,2190
2017-06-12,2087
2017-06-13,2087
2017-06-14,1988
2017-06-15,1988
2017-06-16,1981
2017-06-17,1981
2017-06-18,1997
2017-06-19,1997
2017-06-20,1981
2017-06-21,1981
2017-06-22,1946
2017-06-23,1946
2017-06-24,1864
2017-06-25,1864
2017-06-26,1864
2017-06-27,1917
2017-06-28,1917
2017-06-29,1909
2017-06-30,1909
2017-07-01,1951
2017-07-02,1951
2017-07-03,2010
2017-07-04,2010
2017-07-05,2010
2017-07-06,2010
2017-07-07,2010
2017-07-08,2006
2017-07-13,1992
2017-07-14,1945
2017-07-15,1945
2017-07-16,1969
2017-07-17,1955
2017-07-18,1955
2017-07-19,1906
2017-07-20,1906
2017-07-21,1935
2017-07-22,1935
2017-07-23,1982
2017-07-24,1982
2017-07-25,2032
2017-07-26,2032
2017-07-27,2096
2017-07-28,2096
2017-07-29,2063
2017-07-30,2125
2017-07-31,2125
2017-08-01,2061
2017-08-02,2045
2017-08-03,2045
2017-08-04,2045
2017-08-05,2023
2017-08-06,2023
2017-08-09,1924
2017-08-10,1900
2017-08-11,1900
2017-08-12,1953
2017-08-13,1953
2017-08-14,1926
2017-08-15,1936
2017-08-16,1936
2017-08-17,1907
2017-08-18,1907
2017-08-19,1950
2017-08-20,1953
2017-08-21,1953
2017-08-22,1936
2017-08-23,1936
2017-08-24,1921
2017-08-25,1921
2017-08-26,1896
2017-08-27,1896
2017-08-28,1853
2017-08-29,1853
2017-08-30,1855
2017-08-31,1855
2017-09-01,1912
2017-09-02,1903
2017-09-03,1903
2017-09-04,1948
2017-09-05,1960
2017-09-06,1960
2017-09-07,1907
2017-09-08,1907
2017-09-09,1871
2017-09-10,1871
2017-09-11,1866
2017-09-12,1866
2017-09-13,1819
2017-09-14,1819
2017-09-15,1797
2017-09-16,1797
2017-09-17,1842
2017-09-18,1842
2017-09-19,1875
2017-09-20,1868
2017-09-21,1868
2017-09-22,1887
2017-09-23,1887
2017-09-24,1885
2017-09-25,1885
2017-09-26,1822
2017-09-27,1822
2017-09-28,1846
2017-09-29,1846
2017-09-30,1829
2017-10-01,1829
2017-10-02,1880
2017-10-03,1880
2017-10-04,1880
2017-10-05,1887
2017-10-06,1887
2017-10-07,1828
2017-10-08,1828
2017-10-09,1848
2017-10-10,1848
2017-10-11,1824
2017-10-12,1778
2017-10-13,1778
2017-10-14,1815
2017-10-15,1815
2017-10-16,1803
2017-10-17,1803
2017-10-18,1749
2017-10-19,1749
2017-10-20,1742
2017-10-21,1742
2017-10-22,1770
2017-10-23,1770
2017-10-24,1768
2017-10-25,1768
2017-10-26,1717
2017-10-27,1717
2017-10-28,1717
2017-10-29,1649
2017-10-30,1649
2017-10-31,1629
2017-11-01,1629
2017-11-02,1629
2017-11-03,1574
2017-11-04,1574
2017-11-05,1565
2017-11-06,1565
2017-11-07,1565
2017-11-08,1517
2017-11-09,1520
2017-11-10,1520
2017-11-11,1574
2017-11-12,1574
2017-11-13,1528
2017-11-14,1528
2017-11-15,1531
2017-11-16,1531
2017-11-17,1569
2017-11-18,1569
2017-11-19,1594
2017-11-20,1594
2017-11-21,1577
2017-11-22,1577
2017-11-23,1559
2017-11-24,1559
2017-11-25,1570
2017-11-26,1570
2017-11-27,1602
2017-11-28,1602
2017-11-29,1618
2017-11-30,1618
2017-12-01,1681
2017-12-02,1681
2017-12-03,1679
2017-12-04,1679
2017-12-05,1677
2017-12-06,1677
2017-12-07,1634
2017-12-08,1634
2017-12-09,1608
2017-12-10,1544
2017-12-11,1496
2017-12-12,1496
2017-12-13,1470
2017-12-14,1470
2017-12-15,1472
2017-12-16,1472
2017-12-17,1472
2017-12-18,1515
2017-12-19,1515
2017-12-20,1554
2017-12-21,1554
2017-12-22,1476
2017-12-23,1476
2017-12-24,1434
2017-12-25,1434
2017-12-26,1407
2017-12-27,1383
2017-12-28,1383
2017-12-29,1390
2017-12-30,1333
2017-12-31,1333
2018-01-01,1284
2018-01-02,1281
2018-01-03,1322
2018-01-04,1322
2018-01-05,1355
2018-01-06,1355
2018-01-07,1326
2018-01-08,1326
2018-01-09,1326
2018-01-10,1326
2018-01-11,1384
2018-01-12,1384
2018-01-13,1434
2018-01-14,1434
2018-01-15,1403
2018-01-16,1340
2018-01-17,1275
2018-01-18,1215
2018-01-19,1215
2018-01-20,1154
2018-01-21,1154
2018-01-22,1118
2018-01-23,1107
2018-01-25,1087
2018-01-26,1079
2018-01-27,1091
2018-01-28,1099
2018-01-29,1099
2018-01-30,1096
2018-01-31,1096
2018-02-01,1119
2018-02-02,1119
2018-02-03,1125
2018-02-04,1125
2018-02-05,1135
2018-02-06,1152
2018-02-07,1172
2018-02-08,1172
2018-02-09,1209
2018-02-10,1209
2018-02-11,1207
2018-02-12,1150
2018-02-13,1150
2018-02-14,1110
2018-02-15,1110
2018-02-16,1120
2018-02-17,1120
2018-02-18,1115
2018-02-19,1149
2018-02-20,1149
2018-02-21,1199
2018-02-22,1199
2018-02-23,1248
2018-02-24,1248
2018-02-25,1295
2018-02-26,1295
2018-02-27,1299
2018-02-28,1299
2018-03-01,1335
2018-03-02,1395
2018-03-03,1413
2018-03-04,1413
2018-03-05,1446
2018-03-06,1446
2018-03-07,1461
2018-03-08,1461
2018-03-09,1495
2018-03-10,1495
2018-03-11,1437
2018-03-12,1437
2018-03-13,1439
2018-03-14,1439
2018-03-15,1479
2018-03-16,1479
2018-03-17,1421
2018-03-18,1421
2018-03-19,1369
2018-03-20,1346
2018-03-21,1346
2018-03-23,1327
2018-03-24,1352
2018-03-25,1352
2018-03-26,1407
2018-03-27,1453
2018-03-28,1453
2018-03-29,1520
2018-03-30,1520
2018-03-31,1563
2018-04-01,1563
2018-04-02,1625
2018-04-03,1696
2018-04-04,1740
2018-04-05,1740
2018-04-06,1759
2018-04-07,1759
2018-04-08,1799
2018-04-09,1768
2018-04-10,1768
2018-04-11,1747
2018-04-12,1747
2018-04-13,1704
2018-04-14,1704
2018-04-15,1716
2018-04-16,1716
2018-04-17,1767
2018-04-18,1767
2018-04-19,1772
2018-04-20,1772
2018-04-21,1796
2018-04-22,1796
2018-04-23,1850
2018-04-24,1850
2018-04-25,1917
2018-04-26,1917
2018-04-27,1960
2018-04-28,1960
2018-04-29,1995
2018-04-30,1955
2018-05-01,1955
2018-05-03,1996
2018-05-04,2055
2018-05-05,2119
2018-05-06,2119
2018-05-07,2176
2018-05-08,2176
2018-05-09,2262
2018-05-10,2305
2018-05-11,2305
2018-05-12,2257
2018-05-13,2257
2018-05-14,2203
2018-05-15,2203
2018-05-16,2173
2018-05-17,2173
2018-05-18,2190
2018-05-19,2141
2018-05-20,2141
2018-05-21,2112
2018-05-22,2112
2018-05-23,2152
2018-05-24,2152
2018-05-25,2200
2018-05-26,2205
2018-05-27,2205
2018-05-28,2095
2018-05-29,2074
2018-05-30,2033
2018-05-31,2033
2018-06-01,1988
2018-06-02,1963
2018-06-03,1963
2018-06-04,1909
2018-06-05,1822
2018-06-06,1818
2018-06-07,1818
2018-06-08,1826
2018-06-09,1826
2018-06-10,1855
2018-06-11,1855
2018-06-12,1919
2018-06-13,1918
2018-06-14,1931
2018-06-15,1931
2018-06-16,1980
2018-06-17,1941
2018-06-18,1941
2018-06-19,1939
2018-06-20,1939
2018-06-21,1884
2018-06-22,1884
2018-06-23,1810
2018-06-24,1750
2018-06-25,1750
2018-06-26,1707
2018-06-27,1707
2018-06-28,1666
2018-06-29,1662
2018-06-30,1662
2018-07-01,1581
2018-07-02,1581
2018-07-03,1535
2018-07-04,1535
2018-07-05,1475
2018-07-06,1437
2018-07-07,1437
2018-07-08,1418
2018-07-09,1413
2018-07-10,1413
2018-07-11,1356
2018-07-12,1356
2018-07-13,1361
2018-07-14,1335
2018-07-15,1335
2018-07-16,1302
2018-07-17,1273
2018-07-18,1273
2018-07-19,1337
2018-07-20,1337
2018-07-21,1392
2018-07-22,1409
2018-07-23,1357
2018-07-24,1357
2018-07-25,1299
2018-07-26,1279
2018-07-27,1262
2018-07-28,1262
2018-07-29,1257
2018-07-30,1237
2018-07-31,1216
2018-08-01,1216
2018-08-02,1221
2018-08-03,1221
2018-08-04,1248
2018-08-05,1248
2018-08-06,1273
2018-08-07,1286
2018-08-08,1327
2018-08-09,1327
2018-08-10,1379
2018-08-11,1441
2018-08-12,1416
2018-08-14,1345
2018-08-16,1343
2018-08-17,1337
2018-08-18,1337
2018-08-19,1334
2018-08-20,1345
2018-08-21,1345
2018-08-22,1377
2018-08-23,1377
2018-08-24,1426
2018-08-25,1449
2018-08-26,1449
2018-08-27,1418
2018-08-28,1386
2018-08-29,1386
2018-08-30,1388
2018-08-31,1417
2018-09-01,1431
2018-09-02,1431
2018-09-03,1408
2018-09-04,1445
2018-09-05,1459
2018-09-06,1459
2018-09-07,1419
2018-09-08,1404
2018-09-09,1404
2018-09-10,1405
2018-09-11,1405
2018-09-12,1455
2018-09-13,1455
2018-09-14,1527
2018-09-15,1597
2018-09-16,1597
2018-09-17,1672
2018-09-18,1742
2018-09-19,1742
2018-09-20,1767
2018-09-21,1767
2018-09-22,1762
2018-09-23,1762
2018-09-24,1766
2018-09-25,1766
2018-09-26,1808
2018-09-27,1808
2018-09-28,1822
2018-09-29,1822
2018-09-30,1867
2018-10-01,1910
2018-10-02,1910
2018-10-03,1963
2018-10-04,1963
2018-10-05,1975
2018-10-06,1985
2018-10-07,1985
2018-10-08,2008
2018-10-09,2060
2018-10-10,1972
2018-10-11,1922
2018-10-12,1922
2018-10-13,1896
2018-10-14,1804
2018-10-15,1861
2018-10-16,1861
2018-10-17,1839
2018-10-18,1899
2018-10-19,1976
2018-10-20,1976
2018-10-21,2038
2018-10-22,1957
2018-10-23,1957
2018-10-24,1936
2018-10-25,1842
2018-10-26,1842
2018-10-27,1797
2018-10-28,1780
2018-10-29,1780
2018-10-30,1759
2018-10-31,1791
2018-11-01,1820
2018-11-03,1831
2018-11-04,1856
2018-11-05,1921
2018-11-06,1962
2018-11-07,1962
2018-11-08,2016
2018-11-09,2016
2018-11-10,2093
2018-11-11,2107
2018-11-12,2096
2018-11-13,2108
2018-11-14,2140
2018-11-15,2119
2018-11-16,2100
2018-11-17,2159
2018-11-18,2092
2018-11-19,2160
2018-11-20,2248
2018-11-21,2324
2018-11-22,2394
2018-11-23,2420
2018-11-24,2487
2018-11-25,2562
2018-11-26,2562
2018-11-27,2644
2018-11-28,2702
2018-11-29,2793
2018-12-01,2671
2018-12-02,2713
2018-12-03,2713
2018-12-04,2685
2018-12-05,2737
2018-12-07,2781
2018-12-09,2766
2018-12-10,2757
2018-12-11,2757
2018-12-12,2686
2018-12-13,2591
2018-12-14,2570
2018-12-15,2533
2018-12-16,2455
2018-12-17,2455
2018-12-18,2373
2018-12-19,2258
2018-12-20,2145
2018-12-21,2080
2018-12-22,2080
2018-12-23,2008
2018-12-24,1953
2018-12-25,1953
2018-12-26,1912
2018-12-27,1887
2018-12-28,1887
2018-12-29,1843
2018-12-30,1791
2018-12-31,1761
2019-01-01,1800
2019-01-02,1800
2019-01-03,1850
2019-01-04,1929
2019-01-05,1969
2019-01-06,2009
2019-01-08,2006
2019-01-10,2037
2019-01-11,2022
2019-01-12,2007
2019-01-13,1989
2019-01-14,1913
2019-01-15,1845
2019-01-16,1792
2019-01-17,1739
2019-01-18,1687
2019-01-19,1683
2019-01-20,1642
2019-01-21,1619
2019-01-22,1612
2019-01-23,1622
2019-01-24,1633
2019-01-25,1684
2019-01-26,1676
2019-01-27,1709
2019-01-28,1743
2019-01-29,1781
2019-01-30,1808
2019-01-31,1817
2019-02-01,1822
2019-02-02,1822
2019-02-03,1787
2019-02-04,1787
2019-02-05,1714
2019-02-06,1714
2019-02-07,1665
2019-02-08,1620
2019-02-09,1606
2019-02-10,1570
2019-02-11,1535
2019-02-12,1501
2019-02-13,1498
2019-02-14,1498
2019-02-15,1497
2019-02-16,1458
2019-02-17,1417
2019-02-18,1397
2019-02-19,1396
2019-02-20,1399
2019-02-21,1384
2019-02-22,1356
2019-02-23,1333
2019-02-24,1288
2019-02-25,1319
2019-02-26,1319
2019-02-27,1331
2019-02-28,1331
2019-03-01,1300
2019-03-02,1298
2019-03-03,1307
2019-03-04,1310
2019-03-05,1295
2019-03-06,1266
2019-03-07,1235
2019-03-08,1235
2019-03-09,1264
2019-03-10,1302
2019-03-11,1314
2019-03-12,1289
2019-03-13,1289
2019-03-14,1251
2019-03-15,1253
2019-03-16,1264
2019-03-17,1306
2019-03-18,1306
2019-03-19,1348
2019-03-20,1382
2019-03-21,1438
2019-03-22,1472
2019-03-23,1504
2019-03-24,1519
2019-03-25,1532
2019-03-26,1541
