date_obj,Blue%20dragon%20mask price
2015-07-07,10070
2015-07-08,10304
2015-07-09,10304
2015-07-10,10390
2015-07-11,10390
2015-07-12,10347
2015-07-13,10467
2015-07-14,10659
2015-07-15,10687
2015-07-16,10687
2015-07-17,10955
2015-07-18,10955
2015-07-19,11061
2015-07-20,11186
2015-07-21,11379
2015-07-22,11599
2015-07-23,11599
2015-07-24,11773
2015-07-25,11773
2015-07-26,11970
2015-07-27,12117
2015-07-28,12294
2015-07-29,12511
2015-07-30,12511
2015-07-31,12725
2015-08-01,12922
2015-08-02,13076
2015-08-03,13140
2015-08-04,13140
2015-08-05,13171
2015-08-06,13510
2015-08-07,13510
2015-08-08,13622
2015-08-09,13573
2015-08-10,13752
2015-08-11,13769
2015-08-12,13769
2015-08-13,14057
2015-08-14,14016
2015-08-15,14016
2015-08-16,13957
2015-08-17,13590
2015-08-18,13283
2015-08-19,12946
2015-08-20,12946
2015-08-21,12849
2015-08-22,12795
2015-08-23,12795
2015-08-24,12438
2015-08-25,12438
2015-08-26,12247
2015-08-27,11888
2015-08-28,11334
2015-08-29,10977
2015-08-30,10977
2015-08-31,10898
2015-09-01,10868
2015-09-02,10868
2015-09-03,10701
2015-09-04,10613
2015-09-05,10613
2015-09-06,10597
2015-09-07,10304
2015-09-08,9884
2015-09-09,9725
2015-09-10,9997
2015-09-11,10125
2015-09-12,10397
2015-09-13,10415
2015-09-14,9963
2015-09-15,10005
2015-09-16,10005
2015-09-17,9878
2015-09-18,9878
2015-09-19,9848
2015-09-20,9848
2015-09-21,9616
2015-09-22,9327
2015-09-23,9423
2015-09-24,9423
2015-09-25,9342
2015-09-27,9352
2015-09-28,9188
2015-09-29,9122
2015-09-30,8995
2015-10-05,9245
2015-10-06,9393
2015-10-07,9393
2015-10-08,9590
2015-10-09,9694
2015-10-10,9694
2015-10-11,9806
2015-10-12,9831
2015-10-13,9831
2015-10-14,9722
2015-10-15,9677
2015-10-16,9755
2015-10-17,9755
2015-10-18,9773
2015-10-19,9997
2015-10-20,10350
2015-10-22,10281
2015-10-23,10046
2015-10-24,10046
2015-10-25,10054
2015-10-26,10233
2015-10-27,10233
2015-10-29,10261
2015-10-30,10176
2015-10-31,10245
2015-11-01,10245
2015-11-02,10411
2015-11-03,10411
2015-11-04,10621
2015-11-05,10621
2015-11-06,10856
2015-11-07,10904
2015-11-08,10904
2015-11-09,10927
2015-11-10,10927
2015-11-11,10933
2015-11-12,10933
2015-11-13,11128
2015-11-14,11128
2015-11-15,11070
2015-11-16,11070
2015-11-17,11121
2015-11-18,11121
2015-11-19,10936
2015-11-20,10938
2015-11-21,10938
2015-11-22,10834
2015-11-23,10834
2015-11-24,10739
2015-11-25,10680
2015-11-26,10680
2015-11-27,10750
2015-11-28,10676
2015-11-29,10429
2015-11-30,10358
2015-12-01,10358
2015-12-02,10254
2015-12-03,10385
2015-12-04,10385
2015-12-05,10331
2015-12-06,10066
2015-12-07,10066
2015-12-08,9699
2015-12-09,9400
2015-12-10,9400
2015-12-11,9228
2015-12-12,9228
2015-12-13,9172
2015-12-14,9172
2015-12-15,8991
2015-12-16,8991
2015-12-17,8908
2015-12-18,8973
2015-12-19,8973
2015-12-20,8892
2015-12-21,8892
2015-12-22,8636
2015-12-23,8636
2015-12-24,8572
2015-12-25,8572
2015-12-26,8389
2015-12-27,8312
2015-12-28,8312
2015-12-29,8332
2015-12-30,8341
2015-12-31,8341
2016-01-01,8254
2016-01-02,8254
2016-01-03,8144
2016-01-04,8022
2016-01-05,7854
2016-01-06,7720
2016-01-07,7720
2016-01-08,7677
2016-01-09,7677
2016-01-10,7730
2016-01-11,7730
2016-01-12,7790
2016-01-13,7790
2016-01-14,7742
2016-01-15,7742
2016-01-16,7677
2016-01-17,7677
2016-01-18,7633
2016-01-19,7633
2016-01-20,7557
2016-01-21,7557
2016-01-22,7444
2016-01-23,7444
2016-01-24,7391
2016-01-25,7417
2016-01-26,7417
2016-01-27,7197
2016-01-28,7197
2016-01-29,7100
2016-01-30,7100
2016-01-31,6999
2016-02-01,6997
2016-02-02,6997
2016-02-03,6854
2016-02-04,6854
2016-02-05,6551
2016-02-06,6290
2016-02-07,6290
2016-02-08,6192
2016-02-09,6192
2016-02-10,6127
2016-02-11,6127
2016-02-12,6133
2016-02-13,6130
2016-02-14,6130
2016-02-15,6107
2016-02-16,6107
2016-02-17,6057
2016-02-18,6057
2016-02-19,6086
2016-02-20,6209
2016-02-21,6276
2016-02-22,6276
2016-02-23,6368
2016-02-24,6480
2016-02-25,6533
2016-02-26,6533
2016-02-27,6394
2016-02-28,6394
2016-02-29,6566
2016-03-01,6675
2016-03-02,6675
2016-03-03,6717
2016-03-04,6759
2016-03-05,6725
2016-03-06,6663
2016-03-07,6663
2016-03-08,6717
2016-03-09,6663
2016-03-10,6775
2016-03-11,6711
2016-03-12,6694
2016-03-13,6694
2016-03-14,6766
2016-03-15,6593
2016-03-16,6350
2016-03-17,6350
2016-03-18,6203
2016-03-19,6125
2016-03-20,6095
2016-03-21,6095
2016-03-22,6025
2016-03-23,6005
2016-03-24,6005
2016-03-25,5933
2016-03-26,5817
2016-03-27,5817
2016-03-28,5816
2016-03-29,5764
2016-03-30,5764
2016-03-31,5714
2016-04-01,5892
2016-04-02,5954
2016-04-03,5975
2016-04-04,5924
2016-04-05,5924
2016-04-06,5949
2016-04-07,6016
2016-04-08,6100
2016-04-09,6248
2016-04-10,6261
2016-04-11,6261
2016-04-12,6356
2016-04-13,6356
2016-04-14,6596
2016-04-15,6629
2016-04-16,6629
2016-04-17,6490
2016-04-18,6397
2016-04-19,6397
2016-04-20,6349
2016-04-21,6355
2016-04-22,6355
2016-04-23,6361
2016-04-24,6443
2016-04-25,6300
2016-04-26,6309
2016-04-27,6062
2016-04-28,6050
2016-04-29,6050
2016-04-30,6033
2016-05-01,6033
2016-05-02,6145
2016-05-03,6259
2016-05-04,6367
2016-05-05,6202
2016-05-06,6202
2016-05-07,6012
2016-05-08,6012
2016-05-09,6087
2016-05-10,6044
2016-05-11,6044
2016-05-12,5995
2016-05-13,5902
2016-05-14,5902
2016-05-15,5857
2016-05-16,5857
2016-05-17,6044
2016-05-18,6251
2016-05-19,6251
2016-05-22,5990
2016-05-23,6091
2016-05-24,6164
2016-05-25,6164
2016-05-26,6182
2016-05-27,6104
2016-05-28,6104
2016-05-29,6213
2016-05-30,6213
2016-05-31,6371
2016-06-01,6323
2016-06-02,6323
2016-06-03,6230
2016-06-04,6132
2016-06-05,6132
2016-06-06,6212
2016-06-07,6212
2016-06-08,6201
2016-06-09,6129
2016-06-10,5942
2016-06-11,5942
2016-06-12,5844
2016-06-13,5844
2016-06-14,5767
2016-06-15,5767
2016-06-16,5820
2016-06-17,5713
2016-06-18,5713
2016-06-19,5751
2016-06-20,5764
2016-06-21,5810
2016-06-22,5787
2016-06-23,5923
2016-06-24,5923
2016-06-25,5960
2016-06-26,5960
2016-06-27,5839
2016-06-28,5642
2016-06-29,5784
2016-06-30,5847
2016-07-01,5828
2016-07-02,5828
2016-07-03,5891
2016-07-04,5838
2016-07-05,5838
2016-07-06,5831
2016-07-07,5894
2016-07-08,5829
2016-07-09,5774
2016-07-10,5840
2016-07-11,5878
2016-07-12,5801
2016-07-13,5829
2016-07-14,5872
2016-07-15,5872
2016-07-16,5942
2016-07-17,5942
2016-07-18,5826
2016-07-23,5846
2016-07-24,5755
2016-07-25,5808
2016-07-26,5808
2016-07-27,5731
2016-07-28,5731
2016-07-29,5689
2016-07-30,5774
2016-07-31,5774
2016-08-01,5874
2016-08-02,5825
2016-08-03,5825
2016-08-04,5825
2016-08-05,5825
2016-08-06,5832
2016-08-07,5873
2016-08-08,5873
2016-08-09,5864
2016-08-10,5864
2016-08-11,5941
2016-08-12,5941
2016-08-13,6013
2016-08-14,6136
2016-08-15,6156
2016-08-16,6156
2016-08-17,6237
2016-08-18,6237
2016-08-19,6181
2016-08-20,6301
2016-08-21,6481
2016-08-22,6646
2016-08-23,6490
2016-08-24,6490
2016-08-25,6430
2016-08-26,6430
2016-08-28,6343
2016-08-31,6297
2016-09-01,6297
2016-09-02,6363
2016-09-03,6330
2016-09-04,6519
2016-09-05,6545
2016-09-06,6545
2016-09-07,6523
2016-09-08,6523
2016-09-09,6509
2016-09-10,6509
2016-09-11,6339
2016-09-12,6234
2016-09-13,6026
2016-09-14,6026
2016-09-15,5897
2016-09-16,5897
2016-09-17,5937
2016-09-18,5937
2016-09-19,5925
2016-09-20,5925
2016-09-21,5946
2016-09-22,5924
2016-09-23,5924
2016-09-24,5884
2016-09-25,5866
2016-09-26,5866
2016-09-27,5693
2016-09-28,5611
2016-09-29,5611
2016-09-30,5485
2016-10-01,5485
2016-10-02,5606
2016-10-03,5606
2016-10-04,5483
2016-10-05,5483
2016-10-06,5687
2016-10-07,5687
2016-10-08,5768
2016-10-09,5768
2016-10-10,5789
2016-10-11,5808
2016-10-12,5808
2016-10-13,5818
2016-10-14,5933
2016-10-15,5933
2016-10-16,5952
2016-10-17,6058
2016-10-18,6058
2016-10-19,6025
2016-10-20,6025
2016-10-21,5983
2016-10-22,5983
2016-10-23,5862
2016-10-24,5885
2016-10-25,5885
2016-10-26,5815
2016-10-27,5815
2016-10-28,5815
2016-10-29,5833
2016-10-30,5833
2016-10-31,5962
2016-11-01,5962
2016-11-02,5966
2016-11-03,5966
2016-11-04,6083
2016-11-05,6083
2016-11-06,6096
2016-11-07,6096
2016-11-08,6014
2016-11-09,6014
2016-11-10,5918
2016-11-11,5918
2016-11-12,5851
2016-11-13,5851
2016-11-14,5855
2016-11-15,5855
2016-12-07,5950
2016-12-08,6031
2016-12-09,6031
2016-12-10,5912
2016-12-11,5929
2016-12-12,5929
2016-12-13,6025
2016-12-14,5923
2016-12-15,5923
2016-12-16,5876
2016-12-17,5799
2016-12-18,5799
2016-12-19,5842
2016-12-20,5808
2016-12-21,5808
2016-12-22,5862
2016-12-23,5842
2016-12-24,5842
2016-12-25,5843
2016-12-26,5843
2016-12-27,5754
2016-12-28,5548
2016-12-29,5641
2016-12-30,5710
2016-12-31,5768
2017-01-01,5768
2017-01-02,5765
2017-01-03,5765
2017-01-04,5710
2017-01-05,5710
2017-01-06,5796
2017-01-07,5835
2017-01-08,5809
2017-01-09,5798
2017-01-10,5798
2017-01-11,5837
2017-01-12,5860
2017-01-13,5860
2017-01-14,5861
2017-01-15,5835
2017-01-16,5828
2017-01-17,5896
2017-01-18,5846
2017-01-19,5846
2017-01-20,5828
2017-01-21,5852
2017-01-22,5735
2017-01-23,5866
2017-01-27,5841
2017-01-28,5886
2017-01-29,5849
2017-01-30,5849
2017-01-31,5953
2017-02-01,5890
2017-02-02,5890
2017-02-03,5829
2017-02-04,5805
2017-02-05,5889
2017-02-06,5889
2017-02-07,5948
2017-02-08,5957
2017-02-09,5957
2017-02-10,6192
2017-02-11,6181
2017-02-12,6181
2017-02-13,6030
2017-02-14,5928
2017-02-15,5928
2017-02-16,5932
2017-02-18,5967
2017-02-19,6053
2017-02-20,6053
2017-02-21,5985
2017-02-22,5985
2017-02-23,5932
2017-02-24,5932
2017-02-25,5858
2017-02-26,5858
2017-02-27,5867
2017-02-28,5924
2017-03-01,5924
2017-03-02,5878
2017-03-03,5845
2017-03-04,5865
2017-03-05,5804
2017-03-06,5851
2017-03-07,5928
2017-03-08,5928
2017-03-09,5895
2017-03-10,5979
2017-03-11,5989
2017-03-12,5989
2017-03-13,6009
2017-03-14,6017
2017-03-15,6032
2017-03-16,6032
2017-03-17,5922
2017-03-18,5884
2017-03-19,5750
2017-03-20,5777
2017-03-21,5871
2017-03-22,5848
2017-03-23,5918
2017-03-24,5855
2017-03-25,5855
2017-03-26,5787
2017-03-27,5848
2017-03-28,5848
2017-03-29,5857
2017-03-30,5857
2017-03-31,5962
2017-04-01,5962
2017-04-02,5992
2017-04-03,6250
2017-04-04,6250
2017-04-12,6348
2017-04-13,6458
2017-04-14,6458
2017-04-15,6382
2017-04-16,6491
2017-04-17,6608
2017-04-18,6608
2017-04-19,6665
2017-04-20,6665
2017-04-21,6433
2017-04-22,6433
2017-04-23,6377
2017-04-24,6377
2017-04-25,6358
2017-04-26,6358
2017-04-27,6639
2017-04-28,6639
2017-04-29,6750
2017-04-30,6750
2017-05-01,6696
2017-05-02,6787
2017-05-03,6705
2017-05-04,6508
2017-05-05,6310
2017-05-06,6310
2017-05-07,6109
2017-05-08,6021
2017-05-09,5891
2017-05-10,5891
2017-05-11,5843
2017-05-12,5802
2017-05-13,5879
2017-05-14,5879
2017-05-15,5884
2017-05-16,5878
2017-05-17,5878
2017-05-18,5885
2017-05-19,5885
2017-05-20,6010
2017-05-21,6010
2017-05-22,5925
2017-05-23,5848
2017-05-24,5932
2017-05-25,5932
2017-05-26,5793
2017-05-27,5793
2017-05-28,5677
2017-05-29,5634
2017-05-30,5634
2017-05-31,5569
2017-06-01,5664
2017-06-02,5664
2017-06-03,5683
2017-06-04,5715
2017-06-05,5715
2017-06-06,5735
2017-06-07,5889
2017-06-08,5889
2017-06-09,5878
2017-06-10,5869
2017-06-11,5776
2017-06-12,5776
2017-06-13,5785
2017-06-14,5727
2017-06-15,5727
2017-06-16,5784
2017-06-17,5784
2017-06-18,5828
2017-06-19,5828
2017-06-20,5772
2017-06-21,5911
2017-06-22,5911
2017-06-23,5994
2017-06-24,5961
2017-06-25,5949
2017-06-26,5975
2017-06-27,6003
2017-06-28,6003
2017-06-29,5970
2017-06-30,5970
2017-07-01,6010
2017-07-02,6010
2017-07-03,5904
2017-07-04,5925
2017-07-05,5925
2017-07-06,5864
2017-07-07,5864
2017-07-08,5838
2017-07-13,5882
2017-07-14,5905
2017-07-15,5905
2017-07-16,5871
2017-07-17,5915
2017-07-18,5915
2017-07-19,5755
2017-07-20,5785
2017-07-21,5785
2017-07-22,5801
2017-07-23,5976
2017-07-24,5976
2017-07-25,5959
2017-07-26,5905
2017-07-27,5938
2017-07-28,5946
2017-07-29,5946
2017-07-30,5857
2017-07-31,5857
2017-08-01,5848
2017-08-02,5839
2017-08-03,5873
2017-08-04,5873
2017-08-05,5862
2017-08-06,5862
2017-08-09,5892
2017-08-10,5914
2017-08-11,5914
2017-08-12,5963
2017-08-13,5879
2017-08-14,5879
2017-08-15,5934
2017-08-16,5934
2017-08-17,5974
2017-08-18,5974
2017-08-19,5937
2017-08-20,6022
2017-08-21,5975
2017-08-22,5910
2017-08-23,5910
2017-08-24,5936
2017-08-25,5936
2017-08-26,6078
2017-08-27,6334
2017-08-28,6334
2017-08-29,6308
2017-08-30,6270
2017-08-31,6270
2017-09-01,6165
2017-09-02,6157
2017-09-03,6157
2017-09-04,6164
2017-09-05,6304
2017-09-06,6304
2017-09-07,6432
2017-09-08,6432
2017-09-09,6360
2017-09-10,6348
2017-09-11,6348
2017-09-12,6583
2017-09-13,6495
2017-09-14,6317
2017-09-15,6317
2017-09-16,6140
2017-09-17,5887
2017-09-18,5887
2017-09-19,5704
2017-09-20,5824
2017-09-22,5880
2017-09-23,5880
2017-09-24,6002
2017-09-25,6002
2017-09-26,5986
2017-09-27,5986
2017-09-28,5870
2017-09-29,5847
2017-09-30,5847
2017-10-01,5771
2017-10-02,5820
2017-10-03,5820
2017-10-04,5820
2017-10-05,5879
2017-10-06,5908
2017-10-07,5761
2017-10-08,5800
2017-10-09,5800
2017-10-10,5796
2017-10-11,5796
2017-10-12,5763
2017-10-13,5763
2017-10-14,5737
2017-10-15,5737
2017-10-16,5739
2017-10-17,5739
2017-10-18,5797
2017-10-19,5797
2017-10-20,5797
2017-10-21,5797
2017-10-22,5738
2017-10-23,5738
2017-10-24,5829
2017-10-25,5963
2017-10-26,5963
2017-10-27,5928
2017-10-28,5928
2017-10-29,5879
2017-10-30,5867
2017-10-31,5792
2017-11-01,5792
2017-11-02,5655
2017-11-03,5655
2017-11-04,5645
2017-11-05,5645
2017-11-06,5741
2017-11-07,5741
2017-11-08,5869
2017-11-09,5877
2017-11-10,5877
2017-11-11,5730
2017-11-12,5465
2017-11-13,5465
2017-11-14,5653
2017-11-15,5720
2017-11-16,5733
2017-11-17,5733
2017-11-18,5871
2017-11-19,5932
2017-11-20,5932
2017-11-21,5833
2017-11-22,5833
2017-11-23,5716
2017-11-24,5716
2017-11-25,5566
2017-11-26,5573
2017-11-27,5573
2017-11-28,5466
2017-11-29,5631
2017-11-30,5631
2017-12-01,5701
2017-12-02,5701
2017-12-03,5706
2017-12-04,5706
2017-12-05,5850
2017-12-06,5850
2017-12-07,5903
2017-12-08,5903
2017-12-09,6015
2017-12-10,5965
2017-12-11,5965
2017-12-12,6135
2017-12-13,6135
2017-12-14,6136
2017-12-15,6062
2017-12-16,6062
2017-12-17,5947
2017-12-18,5927
2017-12-19,5927
2017-12-20,5884
2017-12-21,5857
2017-12-22,5857
2017-12-23,5895
2017-12-24,5895
2017-12-25,5930
2017-12-26,5930
2017-12-27,5842
2017-12-28,5842
2017-12-29,5709
2017-12-30,5896
2017-12-31,5896
2018-01-01,6089
2018-01-02,6138
2018-01-03,6030
2018-01-04,6030
2018-01-05,6177
2018-01-06,6220
2018-01-07,6314
2018-01-08,6333
2018-01-09,6290
2018-01-10,6290
2018-01-11,6288
2018-01-12,6288
2018-01-13,6217
2018-01-14,6137
2018-01-15,6014
2018-01-16,6081
2018-01-17,5939
2018-01-18,5939
2018-01-19,5928
2018-01-20,5776
2018-01-21,5776
2018-01-22,5812
2018-01-23,5781
2018-01-24,5872
2018-01-25,5872
2018-01-26,5816
2018-01-27,5960
2018-01-28,6035
2018-01-29,6035
2018-01-30,6012
2018-01-31,6012
2018-02-01,5890
2018-02-02,5890
2018-02-03,5851
2018-02-04,5826
2018-02-05,5826
2018-02-06,5896
2018-02-07,5931
2018-02-08,5931
2018-02-09,5831
2018-02-10,5831
2018-02-11,5781
2018-02-12,5842
2018-02-13,5842
2018-02-14,5856
2018-02-15,5860
2018-02-16,5860
2018-02-17,5810
2018-02-18,5844
2018-02-19,5793
2018-02-20,5761
2018-02-21,5710
2018-02-22,5710
2018-02-23,5798
2018-02-24,5798
2018-02-25,5827
2018-02-26,5827
2018-02-27,5796
2018-02-28,5796
2018-03-01,5725
2018-03-02,5837
2018-03-03,5914
2018-03-04,5914
2018-03-05,5978
2018-03-06,5966
2018-03-07,6119
2018-03-08,6119
2018-03-09,6234
2018-03-10,6218
2018-03-11,6112
2018-03-12,6112
2018-03-13,5944
2018-03-14,5944
2018-03-15,5843
2018-03-16,5843
2018-03-17,5916
2018-03-18,6044
2018-03-20,6074
2018-03-21,6074
2018-03-22,6183
2018-03-23,6183
2018-03-24,6095
2018-03-25,5954
2018-03-26,5954
2018-03-27,6003
2018-03-28,6003
2018-03-29,6097
2018-03-30,6097
2018-03-31,6041
2018-04-01,6041
2018-04-02,6144
2018-04-03,6130
2018-04-04,6210
2018-04-05,6210
2018-04-06,6185
2018-04-07,6185
2018-04-08,6034
2018-04-09,6034
2018-04-10,6135
2018-04-11,6135
2018-04-12,6161
2018-04-13,6161
2018-04-14,6165
2018-04-15,6163
2018-04-16,6163
2018-04-17,6007
2018-04-18,6007
2018-04-19,5869
2018-04-20,5810
2018-04-21,5775
2018-04-22,5775
2018-04-23,5884
2018-04-24,5884
2018-04-25,5897
2018-04-26,5897
2018-04-27,5970
2018-04-28,5970
2018-04-29,6034
2018-04-30,6070
2018-05-01,6070
2018-05-02,6133
2018-05-03,6133
2018-05-04,6203
2018-05-05,6384
2018-05-06,6384
2018-05-07,6442
2018-05-08,6442
2018-05-09,6402
2018-05-10,6336
2018-05-11,6336
2018-05-12,6255
2018-05-13,6255
2018-05-14,6113
2018-05-15,6113
2018-05-16,5961
2018-05-17,5961
2018-05-18,5886
2018-05-19,5873
2018-05-20,5873
2018-05-21,5823
2018-05-22,5823
2018-05-23,5839
2018-05-24,5839
2018-05-25,5905
2018-05-26,5895
2018-05-27,5895
2018-05-28,5830
2018-05-29,5882
2018-05-30,5882
2018-05-31,6025
2018-06-01,6025
2018-06-02,6055
2018-06-03,6055
2018-06-04,6171
2018-06-05,6200
2018-06-06,6162
2018-06-07,6162
2018-06-08,6028
2018-06-09,6028
2018-06-10,5906
2018-06-11,5906
2018-06-12,5856
2018-06-13,5939
2018-06-14,6018
2018-06-15,6018
2018-06-16,6026
2018-06-17,5916
2018-06-18,5896
2018-06-19,5920
2018-06-20,5920
2018-06-21,5833
2018-06-22,5821
2018-06-23,5821
2018-06-24,5831
2018-06-25,5831
2018-06-26,5889
2018-06-27,5889
2018-06-28,5881
2018-06-29,5881
2018-06-30,5804
2018-07-01,5840
2018-07-02,5840
2018-07-03,5812
2018-07-04,5812
2018-07-05,5761
2018-07-06,5792
2018-07-07,5792
2018-07-08,5868
2018-07-09,5952
2018-07-10,5952
2018-07-11,5898
2018-07-12,5898
2018-07-13,6040
2018-07-14,5996
2018-07-15,5996
2018-07-16,6056
2018-07-17,6032
2018-07-18,6032
2018-07-19,5972
2018-07-20,5972
2018-07-21,5935
2018-07-22,5980
2018-07-23,5993
2018-07-24,5993
2018-07-25,5929
2018-07-26,5929
2018-07-27,5934
2018-07-28,5934
2018-07-29,5950
2018-07-30,5958
2018-07-31,6050
2018-08-01,6050
2018-08-02,6099
2018-08-03,6099
2018-08-04,6130
2018-08-05,6057
2018-08-06,5993
2018-08-07,5998
2018-08-08,5870
2018-08-09,5870
2018-08-10,5884
2018-08-11,5809
2018-08-12,5758
2018-08-14,5847
2018-08-16,5949
2018-08-17,6043
2018-08-18,6173
2018-08-19,6337
2018-08-20,6348
2018-08-21,6348
2018-08-22,6346
2018-08-23,6421
2018-08-24,6451
2018-08-25,6317
2018-08-26,6224
2018-08-27,6195
2018-08-28,6287
2018-08-29,6129
2018-08-30,6040
2018-08-31,6204
2018-09-01,6125
2018-09-02,5820
2018-09-03,5530
2018-09-04,5691
2018-09-05,5763
2018-09-06,5763
2018-09-07,5962
2018-09-08,5873
2018-09-09,5873
2018-09-10,5844
2018-09-11,5844
2018-09-12,5971
2018-09-13,5980
2018-09-14,5982
2018-09-15,5971
2018-09-16,5971
2018-09-17,5954
2018-09-18,6053
2018-09-19,6033
2018-09-20,6092
2018-09-21,6055
2018-09-22,6010
2018-09-23,5998
2018-09-24,6082
2018-09-25,6082
2018-09-26,6132
2018-09-27,6191
2018-09-28,6186
2018-09-29,6246
2018-09-30,6144
2018-10-01,6119
2018-10-02,6093
2018-10-03,6051
2018-10-04,6051
2018-10-05,6022
2018-10-06,6075
2018-10-07,6075
2018-10-08,6160
2018-10-09,6181
2018-10-10,6312
2018-10-11,6460
2018-10-12,6460
2018-10-13,6696
2018-10-14,6894
2018-10-15,7083
2018-10-16,7049
2018-10-17,7253
2018-10-18,7355
2018-10-19,7452
2018-10-20,7452
2018-10-21,7510
2018-10-22,7558
2018-10-23,7558
2018-10-24,7650
2018-10-25,7800
2018-10-26,7800
2018-10-27,7827
2018-10-28,7714
2018-10-29,7714
2018-10-30,7506
2018-10-31,7377
2018-11-01,7430
2018-11-03,7087
2018-11-04,6921
2018-11-05,6901
2018-11-06,6859
2018-11-07,6968
2018-11-08,6942
2018-11-09,6958
2018-11-10,7087
2018-11-11,7000
2018-11-12,7025
2018-11-13,7090
2018-11-15,7307
2018-11-16,7242
2018-11-17,7329
2018-11-18,7299
2018-11-19,7292
2018-11-20,7608
2018-11-21,7794
2018-11-22,8148
2018-11-23,8141
2018-11-24,8008
2018-11-25,8008
2018-11-26,8004
2018-11-27,8029
2018-11-28,8075
2018-11-29,8241
2018-12-01,8447
2018-12-02,8419
2018-12-03,8441
2018-12-04,8346
2018-12-05,8310
2018-12-07,8001
2018-12-09,8188
2018-12-10,8313
2018-12-11,8469
2018-12-12,8617
2018-12-13,8664
2018-12-14,8670
2018-12-15,8709
2018-12-16,8674
2018-12-17,8594
2018-12-18,8620
2018-12-19,8742
2018-12-20,8622
2018-12-21,8538
2018-12-22,8608
2018-12-23,8658
2018-12-24,8515
2018-12-25,8533
2018-12-26,8559
2018-12-27,8595
2018-12-28,8723
2018-12-29,8796
2018-12-30,8718
2018-12-31,8684
2019-01-01,8753
2019-01-02,8835
2019-01-03,8974
2019-01-04,9053
2019-01-05,9149
2019-01-06,9392
2019-01-08,9394
2019-01-10,10106
2019-01-11,10228
2019-01-12,10282
2019-01-13,10181
2019-01-14,10256
2019-01-15,10314
2019-01-16,10412
2019-01-17,10481
2019-01-18,10530
2019-01-19,10450
2019-01-20,10321
2019-01-21,10428
2019-01-22,10494
2019-01-23,10425
2019-01-24,10482
2019-01-25,10483
2019-01-26,10148
2019-01-27,9743
2019-01-28,9330
2019-01-29,9104
2019-01-30,8950
2019-01-31,8712
2019-02-01,8413
2019-02-02,8200
2019-02-03,8045
2019-02-04,7780
2019-02-05,7706
2019-02-06,7801
2019-02-07,7686
2019-02-08,7571
2019-02-09,7550
2019-02-10,7588
2019-02-11,7590
2019-02-12,7259
2019-02-13,7317
2019-02-14,7317
2019-02-15,7460
2019-02-16,7544
2019-02-17,7376
2019-02-18,7449
2019-02-19,7379
2019-02-20,7288
2019-02-21,7243
2019-02-22,7194
2019-02-23,7259
2019-02-24,7039
2019-02-25,6804
2019-02-26,6774
2019-02-27,6721
2019-02-28,6798
2019-03-01,6654
2019-03-02,6458
2019-03-03,6264
2019-03-04,6120
2019-03-05,5961
2019-03-06,5920
2019-03-07,5928
2019-03-08,5928
2019-03-09,5980
2019-03-10,5947
2019-03-11,5911
2019-03-12,5855
2019-03-13,5855
2019-03-14,5910
2019-03-15,5877
2019-03-16,5874
2019-03-17,5846
2019-03-18,5846
2019-03-19,5857
2019-03-20,5809
2019-03-21,5863
2019-03-22,5863
2019-03-23,5861
2019-03-24,5899
2019-03-25,5899
