date_obj,Black%20dragonhide%20set price
2019-03-24,16546
2019-03-25,16491
2019-03-26,16381
2019-03-27,16285
2019-03-28,16100
2019-03-29,16024
2019-03-30,15962
2019-03-31,15977
2019-04-01,16039
2019-04-02,16032
2019-04-03,16192
2019-04-04,16240
2019-04-05,16295
2019-04-06,16189
2019-04-07,16219
2019-04-08,16279
2019-04-09,16303
2019-04-10,16280
2019-04-11,16321
2019-04-12,16424
2019-04-13,16408
2019-04-14,16372
2019-04-15,16356
2019-04-16,16374
2019-04-17,16358
2019-04-18,16463
2019-04-19,16841
2019-04-20,16824
2019-04-21,16747
2019-04-22,16679
2019-04-23,16620
2019-04-24,16609
2019-04-25,16709
2019-04-26,16584
2019-04-27,16600
2019-04-28,16646
2019-04-29,16549
2019-04-30,16464
2019-05-01,16423
2019-05-02,16417
2019-05-03,16584
2019-05-04,16884
2019-05-05,16982
2019-05-06,16993
2019-05-07,17027
2019-05-08,16964
2019-05-09,16920
2019-05-10,17128
2019-05-11,17225
2019-05-12,16690
2019-05-13,16649
2019-05-14,16509
2019-05-15,16534
2019-05-16,16528
2019-05-17,16739
2019-05-18,16711
2019-05-19,16742
2019-05-20,16699
2019-05-21,16728
2019-05-22,16714
2019-05-23,16618
2019-05-24,16597
2019-05-25,16521
2019-05-26,16397
2019-05-27,16202
2019-05-28,15981
2019-05-29,15976
2019-05-30,16167
2019-05-31,16281
2019-06-01,16323
2019-06-02,16324
2019-06-03,16315
2019-06-04,16274
2019-06-05,16319
2019-06-06,16218
2019-06-07,16240
2019-06-08,16153
2019-06-09,16096
2019-06-10,16087
2019-06-11,16233
2019-06-12,16397
2019-06-13,16180
2019-06-14,16014
2019-06-15,16066
2019-06-16,15957
2019-06-17,15969
2019-06-18,16127
2019-06-19,16247
2019-06-20,16293
2019-06-21,16290
2019-06-22,16238
2019-06-23,16149
2019-06-24,16187
2019-06-25,16178
2019-06-26,16168
2019-06-27,16170
2019-06-28,16230
2019-06-29,16232
2019-06-30,16169
2019-07-01,16063
2019-07-02,16023
2019-07-03,16037
2019-07-04,16080
2019-07-05,16054
2019-07-06,16003
2019-07-07,16000
2019-07-08,15866
2019-07-09,15822
2019-07-10,15821
2019-07-11,15741
2019-07-12,15689
2019-07-13,15508
2019-07-14,15465
2019-07-15,15583
2019-07-16,15912
2019-07-17,16087
2019-07-18,16043
2019-07-19,15962
2019-07-20,15728
2019-07-21,15575
2019-07-22,15523
2019-07-23,15476
2019-07-24,15413
2019-07-25,15394
2019-07-26,15434
2019-07-27,15903
2019-07-28,16065
2019-07-29,16024
2019-07-30,15916
2019-07-31,15792
2019-08-01,15695
2019-08-02,15661
2019-08-03,15720
2019-08-04,15717
2019-08-05,15790
2019-08-06,15770
2019-08-07,15788
2019-08-08,15778
2019-08-09,15692
2019-08-10,15629
2019-08-11,15615
2019-08-12,15516
2019-08-13,15497
2019-08-14,15465
2019-08-15,15443
2019-08-16,15498
2019-08-17,15520
2019-08-18,15516
2019-08-19,15729
2019-08-20,15867
2019-08-21,15849
2019-08-22,16067
2019-08-23,16455
2019-08-24,16905
2019-08-24,16905
2019-08-25,16669
2019-08-25,16669
2019-08-26,16687
2019-08-27,16471
2019-08-27,16471
2019-08-28,16667
2019-08-29,16538
2019-08-30,16620
2019-08-31,16708
2019-09-01,16641
2019-09-02,16675
2019-09-03,16583
2019-09-04,16466
2019-09-05,16322
2019-09-06,16187
2019-09-07,16118
2019-09-08,15986
2019-09-09,15951
2019-09-10,15721
2019-09-11,15703
2019-09-12,15784
2019-09-13,15914
2019-09-14,16479
2019-09-15,16987
2019-09-16,17346
2019-09-17,17710
2019-09-18,17768
2019-09-19,17548
2019-09-20,17494
2019-09-21,17365
2019-09-22,16924
2019-09-23,16261
2019-09-24,16077
2019-09-25,16114
2019-09-26,16108
2019-09-27,16214
2019-09-28,16231
2019-09-29,16343
2019-09-30,16186
2019-10-01,16157
2019-10-02,16025
2019-10-03,16002
2019-10-04,15931
2019-10-05,15901
2019-10-06,15834
2019-10-07,15797
2019-10-08,15842
2019-10-09,15760
2019-10-10,15739
2019-10-11,15699
2019-10-12,15673
2019-10-13,15816
2019-10-14,15813
2019-10-15,15864
2019-10-16,15877
2019-10-17,15934
2019-10-18,15902
2019-10-19,16000
2019-10-20,15990
2019-10-21,15958
2019-10-22,15977
2019-10-23,15988
2019-10-24,15981
2019-10-25,15947
2019-10-26,15878
2019-10-27,15817
2019-10-28,15801
2019-10-29,15756
2019-10-30,15693
2019-10-31,15765
2019-11-01,15980
2019-11-02,15861
2019-11-03,15804
2019-11-04,15736
2019-11-05,15691
2019-11-06,15652
2019-11-07,15614
2019-11-08,15595
2019-11-09,15650
2019-11-10,15665
2019-11-11,15652
2019-11-12,15658
2019-11-13,15616
2019-11-14,15575
2019-11-15,15568
2019-11-16,15676
2019-11-17,15859
2019-11-18,16062
2019-11-19,16626
2019-11-20,16817
2019-11-21,17347
2019-11-22,17340
2019-11-23,17171
2019-11-24,17129
2019-11-25,17068
2019-11-26,16898
2019-11-27,16670
2019-11-28,16557
2019-11-29,16481
2019-11-30,16176
2019-12-01,16100
2019-12-02,16124
2019-12-03,15975
2019-12-04,15896
2019-12-05,15783
2019-12-06,15742
2019-12-07,15660
2019-12-08,15585
2019-12-09,15595
2019-12-10,15470
2019-12-11,15229
2019-12-12,15242
2019-12-13,15178
2019-12-14,15396
2019-12-15,15557
2019-12-16,15668
2019-12-17,15592
2019-12-18,15596
2019-12-19,15610
2019-12-20,15643
2019-12-21,15634
2019-12-22,15637
2019-12-23,15559
2019-12-24,15536
2019-12-25,15581
2019-12-26,15586
2019-12-27,15747
2019-12-28,16105
2019-12-29,16648
2019-12-30,16115
2019-12-31,16117
2020-01-01,16351
2020-01-02,16053
2020-01-03,16060
2020-01-04,15988
2020-01-05,15910
2020-01-06,15862
2020-01-07,15819
2020-01-08,15758
2020-01-09,15697
2020-01-10,15912
2020-01-11,16227
2020-01-12,16876
2020-01-13,17275
2020-01-14,17468
2020-01-15,17306
2020-01-16,16962
2020-01-17,16774
2020-01-18,16617
2020-01-19,16204
2020-01-20,15794
2020-01-21,15741
2020-01-22,15688
2020-01-23,15646
2020-01-24,15581
2020-01-25,15507
2020-01-26,15565
2020-01-27,15923
2020-01-28,16003
2020-01-29,15935
2020-01-30,15875
2020-01-31,15779
2020-02-01,15951
2020-02-02,16394
2020-02-03,16515
2020-02-04,16386
2020-02-05,16285
2020-02-06,16089
2020-02-07,15968
2020-02-08,15992
2020-02-09,15894
2020-02-10,15746
2020-02-11,15686
2020-02-12,15470
2020-02-13,15442
2020-02-14,15406
2020-02-15,15417
2020-02-16,15420
2020-02-17,15616
2020-02-18,15517
2020-02-19,15981
2020-02-20,16078
2020-02-21,15949
2020-02-22,15828
2020-02-23,15691
2020-02-24,15622
2020-02-25,15462
2020-02-26,15249
2020-02-27,15172
2020-02-28,15157
2020-02-29,15182
2020-03-01,15122
2020-03-02,15221
2020-03-03,15516
2020-03-04,15559
2020-03-05,15613
2020-03-06,15496
2020-03-07,15647
2020-03-08,15924
2020-03-09,16013
2020-03-10,16034
2020-03-11,16154
2020-03-12,16094
2020-03-13,16203
2020-03-14,16008
2020-03-15,15990
2020-03-16,15956
2020-03-17,15920
2020-03-18,15898
2020-03-19,15822
2020-03-20,15906
2020-03-21,15930
2020-03-22,15864
2020-03-23,15832
2020-03-24,15903
2020-03-25,16196
2020-03-26,16231
2020-03-27,16317
2020-03-28,16156
2020-03-29,15940
2020-03-30,15841
2020-03-31,15966
2020-04-01,16119
2020-04-02,16142
2020-04-03,16190
2020-04-04,16123
2020-04-05,16207
2020-04-06,16153
2020-04-07,16216
2020-04-08,16060
2020-04-09,16197
2020-04-10,16079
2020-04-11,16103
2020-04-12,16296
2020-04-13,16307
2020-04-14,16255
2020-04-15,16161
2020-04-16,16267
2020-04-17,16235
2020-04-18,16351
2020-04-19,16347
2020-04-20,16254
2020-04-21,16083
2020-04-22,16010
2020-04-23,16031
2020-04-24,16045
2020-04-25,16065
2020-04-26,16117
2020-04-27,16146
2020-04-28,16167
2020-04-29,16205
2020-04-30,16238
2020-05-01,16174
2020-05-02,16131
2020-05-03,16062
2020-05-04,16089
2020-05-05,15997
2020-05-06,15968
2020-05-07,15953
2020-05-08,16177
2020-05-09,16028
2020-05-10,15992
2020-05-11,15968
2020-05-12,15839
2020-05-13,15762
