date_obj,Imp%20mask price
2015-08-16,99847
2015-08-17,99847
2015-08-18,101187
2015-08-19,101187
2015-08-20,101881
2015-08-21,101881
2015-08-22,101069
2015-08-23,101069
2015-08-24,97880
2015-08-25,97880
2015-08-26,97880
2015-08-27,93414
2015-08-28,93414
2015-08-29,88946
2015-08-30,88946
2015-08-31,86567
2015-09-01,86567
2015-09-02,86567
2015-09-03,84602
2015-09-04,84602
2015-09-05,86795
2015-09-06,86795
2015-09-07,87725
2015-09-08,87725
2015-09-09,91554
2015-09-10,91554
2015-09-11,92311
2015-09-12,92311
2015-09-13,91503
2015-09-14,91503
2015-09-15,89563
2015-09-16,89563
2015-09-17,85860
2015-09-18,85860
2015-09-19,84919
2015-09-20,84919
2015-09-21,84919
2015-09-22,84190
2015-09-23,84190
2015-09-24,84018
2015-09-25,84018
2015-09-27,81607
2015-09-28,81607
2015-09-29,77654
2015-09-30,77654
2015-10-05,75669
2015-10-06,72381
2015-10-07,72381
2015-10-08,72381
2015-10-09,71582
2015-10-10,71582
2015-10-11,70461
2015-10-12,70461
2015-10-13,70461
2015-10-14,71442
2015-10-15,71442
2015-10-16,71864
2015-10-17,71864
2015-10-18,71864
2015-10-19,72666
2015-10-20,72666
2015-10-22,72263
2015-10-23,71737
2015-10-24,71737
2015-10-25,71164
2015-10-26,71164
2015-10-27,70916
2015-10-29,71452
2015-10-30,71452
2015-10-31,71452
2015-11-01,70847
2015-11-02,70847
2015-11-03,70847
2015-11-04,71481
2015-11-05,71481
2015-11-06,71481
2015-11-07,71646
2015-11-08,71646
2015-11-09,71646
2015-11-10,72619
2015-11-11,72619
2015-11-12,72619
2015-11-13,73961
2015-11-14,73961
2015-11-15,73961
2015-11-16,75708
2015-11-17,75708
2015-11-18,75708
2015-11-19,77723
2015-11-20,77723
2015-11-21,77723
2015-11-22,76134
2015-11-23,76134
2015-11-24,76134
2015-11-25,74273
2015-11-26,74273
2015-11-27,74273
2015-11-28,72548
2015-11-29,72548
2015-11-30,71571
2015-12-01,71571
2015-12-02,71571
2015-12-03,70181
2015-12-04,70181
2015-12-05,70181
2015-12-06,70999
2015-12-07,70999
2015-12-08,70999
2015-12-09,68279
2015-12-10,68279
2015-12-11,68279
2015-12-12,67746
2015-12-13,67746
2015-12-14,67746
2015-12-15,65858
2015-12-16,65858
2015-12-17,65858
2015-12-18,65572
2015-12-19,65572
2015-12-20,66598
2015-12-21,66598
2015-12-22,66598
2015-12-23,68928
2015-12-24,68928
2015-12-25,68928
2015-12-26,68928
2015-12-27,68226
2015-12-28,68226
2015-12-29,66855
2015-12-30,66855
2015-12-31,66855
2016-01-01,66509
2016-01-02,66509
2016-01-03,68633
2016-01-04,68633
2016-01-05,71278
2016-01-06,71278
2016-01-07,71278
2016-01-08,69911
2016-01-09,69911
2016-01-10,69911
2016-01-11,69046
2016-01-12,69046
2016-01-13,69046
2016-01-14,68421
2016-01-15,68421
2016-01-16,66763
2016-01-17,66763
2016-01-18,66763
2016-01-19,64585
2016-01-20,64585
2016-01-21,64585
2016-01-22,61913
2016-01-23,61913
2016-01-24,61913
2016-01-25,60607
2016-01-26,60607
2016-01-27,62342
2016-01-28,62342
2016-01-29,62342
2016-01-30,63277
2016-01-31,63277
2016-02-01,64159
2016-02-02,64159
2016-02-03,64159
2016-02-04,63536
2016-02-05,63536
2016-02-06,63536
2016-02-07,63536
2016-02-08,63536
2016-02-09,63536
2016-02-10,64245
2016-02-11,64245
2016-02-12,64245
2016-02-13,66845
2016-02-14,66845
2016-02-15,66845
2016-02-16,69683
2016-02-17,69683
2016-02-18,69683
2016-02-19,70203
2016-02-20,70203
2016-02-21,72902
2016-02-22,72902
2016-02-23,72902
2016-02-24,72902
2016-02-25,75280
2016-02-26,75280
2016-02-27,75280
2016-02-28,78066
2016-02-29,78066
2016-03-01,78066
2016-03-02,79509
2016-03-03,79509
2016-03-04,79509
2016-03-05,78530
2016-03-06,78530
2016-03-07,78530
2016-03-08,78351
2016-03-09,78351
2016-03-10,77202
2016-03-11,77202
2016-03-12,77202
2016-03-13,76555
2016-03-14,76555
2016-03-15,76555
2016-03-16,75206
2016-03-17,75206
2016-03-18,75206
2016-03-19,71745
2016-03-20,71745
2016-03-22,70670
2016-03-23,70670
2016-03-24,70670
2016-03-25,70836
2016-03-26,70836
2016-03-27,70836
2016-03-28,70121
2016-03-29,70121
2016-03-30,70121
2016-03-31,71343
2016-04-01,71343
2016-04-02,71343
2016-04-03,73088
2016-04-04,73088
2016-04-05,73088
2016-04-06,71827
2016-04-07,71827
2016-04-08,71827
2016-04-09,70766
2016-04-10,70766
2016-04-11,70766
2016-04-12,71670
2016-04-13,71670
2016-04-14,71670
2016-04-15,70947
2016-04-16,70947
2016-04-17,70947
2016-04-18,69751
2016-04-19,69751
2016-04-20,71726
2016-04-21,71726
2016-04-22,71726
2016-04-23,72465
2016-04-24,72465
2016-04-25,72722
2016-04-26,72722
2016-04-27,72722
2016-04-28,74288
2016-04-29,74288
2016-04-30,74288
2016-05-01,74288
2016-05-02,75658
2016-05-03,75658
2016-05-04,75658
2016-05-05,76055
2016-05-06,76055
2016-05-07,76055
2016-05-08,76055
2016-05-09,75441
2016-05-10,75441
2016-05-11,75441
2016-05-12,74580
2016-05-13,74580
2016-05-14,74334
2016-05-15,74334
2016-05-16,74334
2016-05-17,73691
2016-05-18,73691
2016-05-19,73691
2016-05-22,73167
2016-05-23,71506
2016-05-24,71506
2016-05-25,71506
2016-05-26,72349
2016-05-27,72349
2016-05-28,72349
2016-05-29,73979
2016-05-30,73979
2016-05-31,73979
2016-06-01,75481
2016-06-02,75481
2016-06-03,75481
2016-06-04,74289
2016-06-05,74289
2016-06-06,75900
2016-06-07,75900
2016-06-08,75900
2016-06-09,74189
2016-06-10,74189
2016-06-11,70908
2016-06-12,70908
2016-06-13,70908
2016-06-14,69305
2016-06-15,69305
2016-06-16,69305
2016-06-17,68060
2016-06-18,68060
2016-06-19,68060
2016-06-20,68094
2016-06-21,68094
2016-06-22,68094
2016-06-23,68638
2016-06-24,68638
2016-06-25,68638
2016-06-26,68294
2016-06-27,68294
2016-06-28,68294
2016-06-29,67645
2016-06-30,67645
2016-07-01,68675
2016-07-02,68675
2016-07-03,68675
2016-07-04,70581
2016-07-05,70581
2016-07-06,68655
2016-07-07,68655
2016-07-08,65462
2016-07-09,62554
2016-07-10,59684
2016-07-11,59684
2016-07-12,56906
2016-07-13,56906
2016-07-14,54468
2016-07-15,54468
2016-07-16,51744
2016-07-17,51744
2016-07-18,49459
2016-07-23,45684
2016-07-24,44703
2016-07-25,44703
2016-07-26,44703
2016-07-27,44039
2016-07-28,44039
2016-07-29,42885
2016-07-30,42885
2016-07-31,42885
2016-08-01,41943
2016-08-02,41943
2016-08-03,40005
2016-08-04,40005
2016-08-05,40005
2016-08-06,38246
2016-08-07,38246
2016-08-08,37512
2016-08-09,37512
2016-08-10,35989
2016-08-11,35989
2016-08-12,35989
2016-08-13,34601
2016-08-14,34601
2016-08-15,33894
2016-08-16,33894
2016-08-17,33894
2016-08-18,32698
2016-08-19,32698
2016-08-20,32187
2016-08-21,32187
2016-08-22,32187
2016-08-23,31207
2016-08-24,31207
2016-08-25,31207
2016-08-26,31207
2016-08-28,30132
2016-08-31,29290
2016-09-01,29290
2016-09-02,29290
2016-09-03,28300
2016-09-04,28300
2016-09-05,27599
2016-09-06,27599
2016-09-07,26393
2016-09-08,26393
2016-09-09,26393
2016-09-10,25513
2016-09-11,25513
2016-09-12,25513
2016-09-13,24851
2016-09-14,24851
2016-09-15,24851
2016-09-16,24722
2016-09-17,24722
2016-09-18,24722
2016-09-19,24929
2016-09-20,24929
2016-09-21,24929
2016-09-22,24864
2016-09-23,24864
2016-09-24,24864
2016-09-25,25267
2016-09-26,25267
2016-09-27,25267
2016-09-28,25267
2016-09-29,25510
2016-09-30,25510
2016-10-01,25510
2016-10-02,26177
2016-10-03,26177
2016-10-04,26177
2016-10-05,26177
2016-10-06,26480
2016-10-07,26480
2016-10-08,26480
2016-10-09,26755
2016-10-10,26755
2016-10-11,26755
2016-10-12,26496
2016-10-13,26496
2016-10-14,26496
2016-10-15,27795
2016-10-16,27795
2016-10-17,27795
2016-10-18,28698
2016-10-19,28698
2016-10-20,28698
2016-10-21,28905
2016-10-22,28905
2016-10-23,28905
2016-10-24,29461
2016-10-25,29461
2016-10-26,29461
2016-10-27,29461
2016-10-28,30459
2016-10-29,30459
2016-10-30,30459
2016-10-31,31562
2016-11-01,31562
2016-11-02,31562
2016-11-03,31562
2016-11-04,32825
2016-11-05,32825
2016-11-06,32825
2016-11-07,32825
2016-11-08,34224
2016-11-09,34224
2016-11-10,34224
2016-11-11,34224
2016-11-12,34176
2016-11-13,34176
2016-11-14,34176
2016-11-15,34176
2016-12-07,30035
2016-12-08,30035
2016-12-09,30077
2016-12-10,30077
2016-12-11,30077
2016-12-12,30077
2016-12-13,29355
2016-12-14,29355
2016-12-15,29355
2016-12-16,29355
2016-12-17,28631
2016-12-18,28631
2016-12-19,28631
2016-12-20,28631
2016-12-21,28317
2016-12-22,28317
2016-12-23,28317
2016-12-24,27462
2016-12-25,27462
2016-12-26,27462
2016-12-27,26812
2016-12-28,26812
2016-12-29,26812
2016-12-30,27486
2016-12-31,27486
2017-01-01,27486
2017-01-02,27748
2017-01-03,27748
2017-01-04,27694
2017-01-05,27694
2017-01-06,27694
2017-01-07,26477
2017-01-08,26477
2017-01-09,26018
2017-01-10,26018
2017-01-11,26018
2017-01-12,25590
2017-01-13,25590
2017-01-14,25590
2017-01-15,25532
2017-01-16,25532
2017-01-17,25138
2017-01-18,25138
2017-01-19,25138
2017-01-20,24432
2017-01-21,24432
2017-01-22,23588
2017-01-23,23588
2017-01-27,23912
2017-01-28,23912
2017-01-29,23437
2017-01-30,23437
2017-01-31,23437
2017-02-01,22895
2017-02-02,22895
2017-02-03,22895
2017-02-04,22866
2017-02-05,22866
2017-02-06,22866
2017-02-07,23378
2017-02-08,23378
2017-02-09,23378
2017-02-10,23602
2017-02-11,23602
2017-02-12,23602
2017-02-13,24015
2017-02-14,24015
2017-02-15,24015
2017-02-16,23943
2017-02-18,23943
2017-02-19,23943
2017-02-20,24063
2017-02-21,24063
2017-02-22,24063
2017-02-23,24024
2017-02-24,24024
2017-02-25,24024
2017-02-26,24041
2017-02-27,24041
2017-02-28,23666
2017-03-01,23666
2017-03-02,23666
2017-03-03,23503
2017-03-04,23503
2017-03-05,23503
2017-03-06,23361
2017-03-07,23361
2017-03-08,23361
2017-03-09,23361
2017-03-10,22953
2017-03-11,22953
2017-03-12,22953
2017-03-13,22582
2017-03-14,22582
2017-03-15,22582
2017-03-16,22688
2017-03-17,22688
2017-03-18,22688
2017-03-19,23501
2017-03-20,23501
2017-03-21,24208
2017-03-22,24208
2017-03-23,24208
2017-03-24,24040
2017-03-25,24040
2017-03-26,24040
2017-03-27,23668
2017-03-28,23668
2017-03-29,23668
2017-03-30,23758
2017-03-31,23758
2017-04-01,23758
2017-04-02,23758
2017-04-03,24869
2017-04-04,24869
2017-04-12,24765
2017-04-13,24234
2017-04-14,24234
2017-04-15,24234
2017-04-16,23628
2017-04-17,23628
2017-04-18,23628
2017-04-19,23501
2017-04-20,23501
2017-04-21,23501
2017-04-22,24142
2017-04-23,24142
2017-04-24,24142
2017-04-25,24458
2017-04-26,24458
2017-04-27,24458
2017-04-28,24727
2017-04-29,24727
2017-04-30,24727
2017-05-01,24714
2017-05-02,24714
2017-05-03,23895
2017-05-04,23895
2017-05-05,23895
2017-05-06,23161
2017-05-07,23161
2017-05-08,23161
2017-05-09,22625
2017-05-10,22625
2017-05-11,22625
2017-05-12,22844
2017-05-13,22844
2017-05-14,22844
2017-05-15,22844
2017-05-16,22844
2017-05-17,22844
2017-05-18,22319
2017-05-19,22319
2017-05-20,22319
2017-05-21,22008
2017-05-22,22008
2017-05-23,22008
2017-05-24,22008
2017-05-25,21973
2017-05-26,21973
2017-05-27,21973
2017-05-28,21186
2017-05-29,21186
2017-05-30,21186
2017-05-31,20530
2017-06-01,20530
2017-06-02,20530
2017-06-03,20530
2017-06-04,20130
2017-06-06,20130
2017-06-07,19379
2017-06-08,19379
2017-06-09,19379
2017-06-10,19606
2017-06-11,19606
2017-06-12,19606
2017-06-13,19606
2017-06-14,19956
2017-06-15,19956
2017-06-16,19956
2017-06-17,19956
2017-06-18,20320
2017-06-19,20320
2017-06-20,20320
2017-06-21,19759
2017-06-22,19759
2017-06-23,19759
2017-06-24,19759
2017-06-25,18973
2017-06-26,18973
2017-06-27,18973
2017-06-28,18068
2017-06-29,18068
2017-06-30,18068
2017-07-01,18068
2017-07-02,17239
2017-07-03,17239
2017-07-04,17239
2017-07-05,17239
2017-07-06,16840
2017-07-07,16840
2017-07-08,16840
2017-07-13,17227
2017-07-14,17227
2017-07-15,17227
2017-07-16,17467
2017-07-17,17467
2017-07-18,17467
2017-07-19,17957
2017-07-20,17957
2017-07-21,17957
2017-07-22,17840
2017-07-23,17840
2017-07-24,17840
2017-07-25,18280
2017-07-26,18280
2017-07-27,18280
2017-07-28,18121
2017-07-29,18121
2017-07-30,18121
2017-07-31,18446
2017-08-01,18446
2017-08-02,18446
2017-08-03,18753
2017-08-04,18753
2017-08-05,18753
2017-08-06,18971
2017-08-09,18397
2017-08-10,18397
2017-08-11,18397
2017-08-12,18553
2017-08-13,18553
2017-08-14,18553
2017-08-15,18553
2017-08-16,18754
2017-08-17,18754
2017-08-18,18754
2017-08-19,19142
2017-08-20,19142
2017-08-21,19142
2017-08-22,18396
2017-08-23,18396
2017-08-24,18396
2017-08-25,18379
2017-08-26,18379
2017-08-27,18322
2017-08-28,18322
2017-08-29,18322
2017-08-30,18557
2017-08-31,18557
2017-09-01,18557
2017-09-02,18706
2017-09-03,18706
2017-09-04,18706
2017-09-05,18733
2017-09-06,18733
2017-09-07,18733
2017-09-08,18733
2017-09-09,19252
2017-09-10,19252
2017-09-11,19252
2017-09-12,19325
2017-09-13,19325
2017-09-14,19325
2017-09-15,19325
2017-09-16,19589
2017-09-17,19589
2017-09-18,19589
2017-09-19,19193
2017-09-20,19193
2017-09-21,19193
2017-09-22,18794
2017-09-23,18794
2017-09-24,18794
2017-09-25,18959
2017-09-26,18959
2017-09-27,18959
2017-09-28,18959
2017-09-29,18600
2017-09-30,18600
2017-10-01,18600
2017-10-02,18710
2017-10-03,18710
2017-10-04,18710
2017-10-05,18710
2017-10-06,18742
2017-10-07,18742
2017-10-08,18742
2017-10-09,18742
2017-10-10,19140
2017-10-11,19140
2017-10-12,19140
2017-10-13,19140
2017-10-14,19934
2017-10-15,19934
2017-10-16,19934
2017-10-17,19934
2017-10-18,20835
2017-10-19,20835
2017-10-20,20835
2017-10-21,20835
2017-10-22,20894
2017-10-23,20894
2017-10-24,20894
2017-10-25,20750
2017-10-26,20750
2017-10-27,20750
2017-10-28,20750
2017-10-29,20380
2017-10-30,20380
2017-10-31,20380
2017-11-01,20153
2017-11-02,20153
2017-11-03,20153
2017-11-04,19447
2017-11-05,19447
2017-11-06,19447
2017-11-07,19447
2017-11-08,19340
2017-11-09,19340
2017-11-10,19340
2017-11-11,19340
2017-11-12,19409
2017-11-13,19409
2017-11-14,19409
2017-11-15,19409
2017-11-16,20060
2017-11-17,20060
2017-11-18,20060
2017-11-19,20060
2017-11-20,20060
2017-11-21,19334
2017-11-22,19334
2017-11-23,19334
2017-11-24,19334
2017-11-25,19321
2017-11-26,19321
2017-11-27,19321
2017-11-28,19321
2017-11-29,18952
2017-11-30,18952
2017-12-01,18952
2017-12-02,19156
2017-12-03,19156
2017-12-04,19156
2017-12-05,19252
2017-12-06,19252
2017-12-07,19252
2017-12-08,19252
2017-12-09,19850
2017-12-10,19850
2017-12-11,19850
2017-12-12,20639
2017-12-13,20639
2017-12-14,20639
2017-12-15,20639
2017-12-16,20280
2017-12-17,20280
2017-12-18,20280
2017-12-19,20280
2017-12-20,20807
2017-12-21,20807
2017-12-22,20807
2017-12-23,20807
2017-12-24,20846
2017-12-25,20846
2017-12-26,20846
2017-12-27,20846
2017-12-28,20574
2017-12-29,20574
2017-12-30,20574
2017-12-31,20764
2018-01-01,20764
2018-01-02,20764
2018-01-03,20310
2018-01-04,20310
2018-01-05,20310
2018-01-06,20335
2018-01-07,20335
2018-01-08,20335
2018-01-09,20335
2018-01-10,19559
2018-01-11,19559
2018-01-12,19559
2018-01-13,19559
2018-01-14,19415
2018-01-15,19415
2018-01-16,19415
2018-01-17,18909
2018-01-18,18909
2018-01-19,18909
2018-01-20,18342
2018-01-21,18342
2018-01-22,18342
2018-01-23,17917
2018-01-25,17917
2018-01-26,17917
2018-01-27,17083
2018-01-28,17083
2018-01-29,16780
2018-01-30,16780
2018-01-31,16780
2018-02-01,16780
2018-02-02,16523
2018-02-03,16523
2018-02-04,16523
2018-02-05,16088
2018-02-06,16088
2018-02-07,16088
2018-02-08,15836
2018-02-09,15836
2018-02-10,15836
2018-02-11,15364
2018-02-12,15364
2018-02-13,15364
2018-02-14,15070
2018-02-15,15070
2018-02-16,15070
2018-02-17,15096
2018-02-18,15096
2018-02-19,15096
2018-02-20,15541
2018-02-21,15541
2018-02-22,15541
2018-02-23,15831
2018-02-24,15831
2018-02-25,15831
2018-02-26,15779
2018-02-27,15779
2018-02-28,15779
2018-03-01,15603
2018-03-02,15603
2018-03-03,15646
2018-03-04,15646
2018-03-05,15646
2018-03-06,15647
2018-03-07,15647
2018-03-08,15647
2018-03-09,15526
2018-03-10,15526
2018-03-11,15526
2018-03-12,14941
2018-03-13,14941
2018-03-14,14941
2018-03-15,14801
2018-03-16,14801
2018-03-17,14801
2018-03-18,15055
2018-03-19,15055
2018-03-20,15055
2018-03-21,15213
2018-03-23,15213
2018-03-24,15213
2018-03-25,14958
2018-03-26,14958
2018-03-27,14958
2018-03-28,14600
2018-03-29,14600
2018-03-30,14600
2018-03-31,14600
2018-04-01,15084
2018-04-02,15084
2018-04-03,15084
2018-04-04,14565
2018-04-05,14565
2018-04-06,14565
2018-04-07,14565
2018-04-08,14565
2018-04-09,14226
2018-04-10,14226
2018-04-11,14226
2018-04-12,13729
2018-04-13,13729
2018-04-14,13729
2018-04-15,13729
2018-04-16,13804
2018-04-17,13804
2018-04-18,13804
2018-04-19,13804
2018-04-20,13113
2018-04-21,13113
2018-04-22,13113
2018-04-23,12499
2018-04-24,12499
2018-04-25,12499
2018-04-26,11962
2018-04-27,11962
2018-04-28,11962
2018-04-29,11363
2018-04-30,11363
2018-05-01,11107
2018-05-03,11107
2018-05-04,11107
2018-05-05,10996
2018-05-06,10996
2018-05-07,10996
2018-05-08,10996
2018-05-09,11209
2018-05-10,11209
2018-05-11,11209
2018-05-12,11209
2018-05-13,11286
2018-05-14,11286
2018-05-15,11286
2018-05-16,11448
2018-05-17,11448
2018-05-18,11448
2018-05-19,11837
2018-05-20,11837
2018-05-21,11837
2018-05-22,12071
2018-05-23,12071
2018-05-24,12071
2018-05-25,12071
2018-05-26,12112
2018-05-27,12112
2018-05-28,12112
2018-05-29,12039
2018-05-30,12039
2018-05-31,12039
2018-06-01,12039
2018-06-02,12250
2018-06-03,12250
2018-06-04,12250
2018-06-05,11948
2018-06-06,11948
2018-06-07,11948
2018-06-08,11988
2018-06-09,11988
2018-06-10,11988
2018-06-11,12136
2018-06-12,12136
2018-06-13,12136
2018-06-14,12329
2018-06-15,12329
2018-06-16,12329
2018-06-17,12329
2018-06-18,12501
2018-06-19,12501
2018-06-20,12501
2018-06-21,12192
2018-06-22,12192
2018-06-23,12192
2018-06-24,11858
2018-06-25,11858
2018-06-26,11858
2018-06-27,11858
2018-06-28,12030
2018-06-29,12030
2018-06-30,12030
2018-07-01,12339
2018-07-02,12339
2018-07-03,12339
2018-07-04,12339
2018-07-05,12701
2018-07-06,12701
2018-07-07,12701
2018-07-08,13151
2018-07-09,13151
2018-07-10,13151
2018-07-11,13635
2018-07-12,13635
2018-07-13,13635
2018-07-14,14100
2018-07-15,14100
2018-07-16,14100
2018-07-17,14238
2018-07-18,14238
2018-07-19,14238
2018-07-20,14820
2018-07-21,14820
2018-07-22,14820
2018-07-23,14964
2018-07-24,14964
2018-07-25,14964
2018-07-26,14615
2018-07-27,14615
2018-07-28,14615
2018-07-29,14611
2018-07-30,14611
2018-07-31,14611
2018-08-01,14830
2018-08-02,14830
2018-08-03,14830
2018-08-04,15112
2018-08-05,15112
2018-08-06,15112
2018-08-07,15688
2018-08-08,15688
2018-08-09,15688
2018-08-10,15433
2018-08-11,15433
2018-08-12,15449
2018-08-14,15449
2018-08-16,15437
2018-08-17,15437
2018-08-18,14665
2018-08-19,14665
2018-08-20,13931
2018-08-21,13931
2018-08-22,13931
2018-08-23,13569
2018-08-24,13569
2018-08-25,13551
2018-08-26,13551
2018-08-27,13551
2018-08-28,14023
2018-08-29,14023
2018-08-30,14023
2018-08-31,14482
2018-09-01,14482
2018-09-02,14482
2018-09-03,14175
2018-09-04,14175
2018-09-05,14375
2018-09-06,14375
2018-09-07,14375
2018-09-08,14520
2018-09-09,14520
2018-09-10,15098
2018-09-11,15098
2018-09-12,15098
2018-09-13,15098
2018-09-14,15771
2018-09-15,15771
2018-09-16,15771
2018-09-17,16525
2018-09-18,16525
2018-09-19,16525
2018-09-20,16832
2018-09-21,16832
2018-09-22,16832
2018-09-23,16867
2018-09-24,16867
2018-09-25,16867
2018-09-26,16986
2018-09-27,16986
2018-09-28,16986
2018-09-29,17384
2018-09-30,17384
2018-10-01,17384
2018-10-02,18006
2018-10-03,18006
2018-10-04,18515
2018-10-05,18515
2018-10-06,19215
2018-10-07,19215
2018-10-08,19215
2018-10-09,18517
2018-10-10,18517
2018-10-11,18517
2018-10-12,18475
2018-10-13,18475
2018-10-14,18475
2018-10-15,18586
2018-10-16,18586
2018-10-17,18586
2018-10-18,19116
2018-10-19,19116
2018-10-20,19116
2018-10-21,19116
2018-10-22,19403
2018-10-23,19403
2018-10-24,19403
2018-10-25,18540
2018-10-26,18540
2018-10-27,18540
2018-10-28,17897
2018-10-29,17897
2018-10-30,17897
2018-10-31,17064
2018-11-01,17064
2018-11-03,16318
2018-11-04,16318
2018-11-05,15652
2018-11-06,15652
2018-11-07,15005
2018-11-08,15005
2018-11-09,15005
2018-11-10,14994
2018-11-11,14994
2018-11-12,15313
2018-11-13,15313
2018-11-14,15337
2018-11-15,15337
2018-11-16,14801
2018-11-17,14801
2018-11-18,14435
2018-11-19,14435
2018-11-20,13811
2018-11-21,13811
2018-11-22,13166
2018-11-23,12865
2018-11-24,12865
2018-11-25,12398
2018-11-26,12398
2018-11-27,12244
2018-11-28,12244
2018-11-29,12225
2018-12-01,12475
2018-12-02,12475
2018-12-03,12362
2018-12-04,12362
2018-12-05,12554
2018-12-07,12670
2018-12-09,13010
2018-12-10,13432
2018-12-11,13432
2018-12-12,13689
2018-12-13,13689
2018-12-14,14117
2018-12-15,14117
2018-12-16,13411
2018-12-17,13411
2018-12-18,12741
2018-12-19,12741
2018-12-20,12340
2018-12-21,12340
2018-12-22,11917
2018-12-23,11917
2018-12-24,11827
2018-12-25,11827
2018-12-26,11827
2018-12-27,11513
2018-12-28,11513
2018-12-29,12033
2018-12-30,12033
2018-12-31,12021
2019-01-01,12021
2019-01-02,11836
2019-01-03,11836
2019-01-04,11879
2019-01-05,11338
2019-01-06,10884
2019-01-08,10854
2019-01-10,10677
2019-01-11,10677
2019-01-12,10244
2019-01-13,10244
2019-01-14,10046
2019-01-15,10046
2019-01-16,10021
2019-01-17,10021
2019-01-18,10354
2019-01-19,10354
2019-01-20,10488
2019-01-21,10488
2019-01-22,10704
2019-01-23,10704
2019-01-24,10816
2019-01-25,10816
2019-01-26,10918
2019-01-27,10918
2019-01-28,10642
2019-01-29,10642
2019-01-30,10665
2019-01-31,10665
2019-02-01,10626
2019-02-02,10626
2019-02-03,10732
2019-02-04,10732
2019-02-05,10849
2019-02-06,10849
2019-02-07,11305
2019-02-08,11305
2019-02-09,11717
2019-02-10,11717
2019-02-11,12215
2019-02-12,12215
2019-02-13,12783
2019-02-14,12783
2019-02-15,12783
2019-02-16,13397
2019-02-17,13397
2019-02-18,13397
2019-02-19,14067
2019-02-20,14067
2019-02-21,14746
2019-02-22,14746
2019-02-23,15421
2019-02-24,15421
2019-02-25,15421
2019-02-26,15857
2019-02-27,15857
2019-02-28,15857
2019-03-01,16215
2019-03-02,16215
2019-03-03,16808
2019-03-04,16808
2019-03-05,16910
2019-03-06,16910
2019-03-07,17290
2019-03-08,17290
2019-03-09,17290
2019-03-10,17913
2019-03-11,17913
2019-03-12,18013
2019-03-13,18013
2019-03-14,18013
2019-03-15,17612
2019-03-16,17612
2019-03-17,17621
2019-03-18,17621
2019-03-19,17621
2019-03-20,17788
2019-03-21,17788
2019-03-22,17131
2019-03-23,16337
2019-03-24,16337
2019-03-25,16337
2019-03-26,15520
2019-03-27,15520
2019-03-28,15520
