date_obj,Vyrewatch%20legs price
2019-04-08,1691
2019-04-09,1687
2019-04-10,1687
2019-04-11,1767
2019-04-12,1767
2019-04-13,1780
2019-04-14,1780
2019-04-15,1773
2019-04-16,1773
2019-04-17,1834
2019-04-18,1834
2019-04-19,1878
2019-04-20,1878
2019-04-21,1859
2019-04-22,1859
2019-04-23,1889
2019-04-24,1889
2019-04-25,1921
2019-04-26,1921
2019-04-27,1932
2019-04-28,1932
2019-04-29,1935
2019-04-30,1935
2019-05-01,1987
2019-05-02,1987
2019-05-03,2007
2019-05-04,2007
2019-05-05,2015
2019-05-06,2015
2019-05-07,2008
2019-05-08,2008
2019-05-09,2008
2019-05-10,2078
2019-05-11,2078
2019-05-12,2086
2019-05-13,2086
2019-05-14,1987
2019-05-15,1987
2019-05-16,1987
2019-05-17,2081
2019-05-18,2081
2019-05-19,2161
2019-05-20,2161
2019-05-21,2109
2019-05-22,2109
2019-05-23,2063
2019-05-24,2063
2019-05-25,2084
2019-05-26,2084
2019-05-27,2078
2019-05-28,2078
2019-05-29,2094
2019-05-30,2094
2019-05-31,2094
2019-06-01,2029
2019-06-02,2029
2019-06-03,2019
2019-06-04,2019
2019-06-05,1998
2019-06-06,1998
2019-06-07,1950
2019-06-08,1950
2019-06-09,1960
2019-06-10,1960
2019-06-11,1960
2019-06-12,2031
2019-06-13,2031
2019-06-14,2056
2019-06-15,2056
2019-06-16,2103
2019-06-17,2103
2019-06-18,2103
2019-06-19,2065
2019-06-20,2065
2019-06-21,2018
2019-06-22,2018
2019-06-23,2042
2019-06-24,2042
2019-06-25,2042
2019-06-26,2065
2019-06-27,2065
2019-06-28,2065
2019-06-29,2079
2019-06-30,2079
2019-07-01,2097
2019-07-02,2097
2019-07-03,2142
2019-07-04,2142
2019-07-05,2142
2019-07-06,2082
2019-07-07,2082
2019-07-08,2020
2019-07-09,2020
2019-07-10,2040
2019-07-11,2040
2019-07-12,2047
2019-07-13,2047
2019-07-14,2035
2019-07-15,2035
2019-07-16,2035
2019-07-17,2041
2019-07-18,2041
2019-07-19,2041
2019-07-20,2037
2019-07-21,2037
2019-07-22,1986
2019-07-23,1986
2019-07-24,1986
2019-07-25,1995
2019-07-26,1995
2019-07-27,1995
2019-07-28,2017
2019-07-29,2017
2019-07-30,2040
2019-07-31,2040
2019-08-01,2040
2019-08-02,2070
2019-08-03,2070
2019-08-04,2173
2019-08-05,2173
2019-08-06,2279
2019-08-07,2279
2019-08-08,2290
2019-08-09,2290
2019-08-10,2175
2019-08-11,2175
2019-08-12,2161
2019-08-13,2161
2019-08-14,2161
2019-08-15,2155
2019-08-16,2155
2019-08-17,2184
2019-08-18,2184
2019-08-19,2208
2019-08-20,2208
2019-08-21,2208
2019-08-22,2226
2019-08-23,2226
2019-08-24,2255
2019-08-24,2255
2019-08-25,2255
2019-08-25,2255
2019-08-26,2255
2019-08-26,2255
2019-08-27,2232
2019-08-27,2232
2019-08-28,2232
2019-08-29,2232
2019-08-30,2259
2019-08-31,2259
2019-09-01,2286
2019-09-02,2286
2019-09-03,2286
2019-09-04,2245
2019-09-05,2245
2019-09-06,2245
2019-09-07,2193
2019-09-08,2193
2019-09-09,2193
2019-09-10,2205
2019-09-11,2205
2019-09-12,2205
2019-09-13,2215
2019-09-14,2215
2019-09-15,2215
2019-09-16,2164
2019-09-17,2164
2019-09-18,2164
2019-09-19,2132
2019-09-20,2132
2019-09-21,2132
2019-09-22,2110
2019-09-23,2110
2019-09-24,2110
2019-09-25,2070
2019-09-26,2070
2019-09-27,2070
2019-09-28,2056
2019-09-29,2056
2019-09-30,2056
2019-10-01,2039
2019-10-02,2039
2019-10-03,2039
2019-10-04,2039
2019-10-05,2024
2019-10-06,2024
2019-10-07,1929
2019-10-08,1929
2019-10-09,1929
2019-10-10,1930
2019-10-11,1930
2019-10-12,1930
2019-10-13,1942
2019-10-14,1942
2019-10-15,1942
2019-10-16,1962
2019-10-17,1962
2019-10-18,1962
2019-10-19,2050
2019-10-20,2050
2019-10-21,2050
2019-10-22,2141
2019-10-23,2141
2019-10-24,2141
2019-10-25,2166
2019-10-26,2166
2019-10-27,2166
2019-10-28,2174
2019-10-29,2174
2019-10-30,2174
2019-10-31,2178
2019-11-01,2178
2019-11-02,2178
2019-11-03,2270
2019-11-04,2270
2019-11-05,2270
2019-11-06,2270
2019-11-07,2263
2019-11-08,2263
2019-11-09,2263
2019-11-10,2214
2019-11-11,2214
2019-11-12,2214
2019-11-13,2226
2019-11-14,2226
2019-11-15,2226
2019-11-16,2240
2019-11-17,2240
2019-11-18,2240
2019-11-19,2240
2019-11-20,2205
2019-11-21,2205
2019-11-22,2205
2019-11-23,2273
2019-11-24,2273
2019-11-25,2273
2019-11-26,2364
2019-11-27,2364
2019-11-28,2364
2019-11-29,2364
2019-11-30,2430
2019-12-01,2430
2019-12-02,2430
2019-12-03,2330
2019-12-04,2330
2019-12-05,2330
2019-12-06,2330
2019-12-07,2267
2019-12-08,2267
2019-12-09,2267
2019-12-10,2295
2019-12-11,2295
2019-12-12,2295
2019-12-13,2295
2019-12-14,2309
2019-12-15,2309
2019-12-16,2309
2019-12-17,2321
2019-12-18,2321
2019-12-19,2321
2019-12-20,2321
2019-12-21,2332
2019-12-22,2332
2019-12-23,2332
2019-12-24,2401
2019-12-25,2401
2019-12-26,2401
2019-12-27,2440
2019-12-28,2440
2019-12-29,2440
2019-12-30,2437
2019-12-31,2437
2020-01-01,2437
2020-01-02,2332
2020-01-03,2332
2020-01-04,2332
2020-01-05,2242
2020-01-06,2242
2020-01-07,2227
2020-01-08,2227
2020-01-09,2227
2020-01-10,2207
2020-01-11,2207
2020-01-12,2255
2020-01-13,2255
2020-01-14,2255
2020-01-15,2240
2020-01-16,2240
2020-01-17,2240
2020-01-18,2239
2020-01-19,2239
2020-01-20,2291
2020-01-21,2291
2020-01-22,2291
2020-01-23,2403
2020-01-24,2403
2020-01-25,2403
2020-01-26,2496
2020-01-27,2496
2020-01-28,2619
2020-01-29,2619
2020-01-30,2685
2020-01-31,2685
2020-02-01,2717
2020-02-02,2717
2020-02-03,2746
2020-02-04,2746
2020-02-05,2790
2020-02-06,2790
2020-02-07,2758
2020-02-08,2758
2020-02-09,2795
2020-02-10,2795
2020-02-11,2766
2020-02-12,2766
2020-02-13,2766
2020-02-14,2632
2020-02-15,2632
2020-02-16,2632
2020-02-17,2522
2020-02-18,2522
2020-02-19,2522
2020-02-20,2543
2020-02-21,2543
2020-02-22,2543
2020-02-23,2590
2020-02-24,2590
2020-02-25,2554
2020-02-26,2554
2020-02-27,2568
2020-02-28,2568
2020-02-29,2568
2020-03-01,2572
2020-03-02,2572
2020-03-03,2572
2020-03-04,2556
2020-03-05,2556
2020-03-06,2500
2020-03-07,2500
2020-03-08,2500
2020-03-09,2573
2020-03-10,2573
2020-03-11,2573
2020-03-12,2696
2020-03-13,2696
2020-03-14,2696
2020-03-15,2677
2020-03-16,2677
2020-03-17,2773
2020-03-18,2773
2020-03-19,2846
2020-03-20,2846
2020-03-21,2894
2020-03-22,2894
2020-03-23,2887
2020-03-24,2887
2020-03-25,2943
2020-03-26,2907
2020-03-27,2907
2020-03-28,2842
2020-03-29,2730
2020-03-30,2730
2020-03-31,2593
2020-04-01,2593
2020-04-02,2463
2020-04-03,2463
2020-04-04,2339
2020-04-05,2339
2020-04-06,2222
2020-04-07,2222
2020-04-08,2110
2020-04-09,2110
2020-04-10,2011
2020-04-11,1954
2020-04-12,1954
2020-04-13,1895
2020-04-14,1895
2020-04-15,1805
2020-04-16,1805
2020-04-17,1751
2020-04-18,1765
2020-04-19,1778
2020-04-20,1778
2020-04-21,1867
2020-04-22,1880
2020-04-23,1880
2020-04-24,1885
2020-04-25,1885
2020-04-26,1895
2020-04-27,1895
2020-04-28,1937
2020-04-29,1937
2020-04-30,1970
2020-05-01,1970
2020-05-02,1961
2020-05-03,1961
2020-05-04,1968
2020-05-05,1968
2020-05-06,2002
2020-05-07,2002
2020-05-08,1982
2020-05-09,1982
2020-05-10,1998
2020-05-11,1998
2020-05-12,1998
2020-05-13,2068
