date_obj,Pink%20elegant%20shirt price
2019-04-11,2857
2019-04-12,2804
2019-04-13,2804
2019-04-14,2764
2019-04-15,2764
2019-04-16,2795
2019-04-17,2795
2019-04-18,2795
2019-04-19,2686
2019-04-20,2686
2019-04-21,2694
2019-04-22,2694
2019-04-23,2694
2019-04-24,2726
2019-04-25,2726
2019-04-26,2684
2019-04-27,2684
2019-04-28,2619
2019-04-29,2619
2019-04-30,2567
2019-05-01,2567
2019-05-02,2542
2019-05-03,2542
2019-05-04,2516
2019-05-05,2516
2019-05-06,2528
2019-05-07,2528
2019-05-08,2554
2019-05-09,2554
2019-05-10,2522
2019-05-11,2522
2019-05-12,2546
2019-05-13,2546
2019-05-14,2578
2019-05-15,2578
2019-05-16,2578
2019-05-17,2575
2019-05-18,2575
2019-05-19,2550
2019-05-20,2550
2019-05-21,2550
2019-05-22,2509
2019-05-23,2509
2019-05-24,2509
2019-05-25,2504
2019-05-26,2504
2019-05-27,2502
2019-05-28,2502
2019-05-29,2532
2019-05-30,2532
2019-05-31,2532
2019-06-01,2616
2019-06-02,2616
2019-06-03,2558
2019-06-04,2558
2019-06-05,2533
2019-06-06,2533
2019-06-07,2549
2019-06-08,2549
2019-06-09,2540
2019-06-10,2540
2019-06-11,2540
2019-06-12,2542
2019-06-13,2542
2019-06-14,2501
2019-06-15,2501
2019-06-16,2542
2019-06-17,2542
2019-06-18,2542
2019-06-19,2561
2019-06-20,2561
2019-06-21,2615
2019-06-22,2615
2019-06-23,2686
2019-06-24,2686
2019-06-25,2687
2019-06-26,2687
2019-06-27,2739
2019-06-28,2739
2019-06-29,2739
2019-06-30,2808
2019-07-01,2808
2019-07-02,2808
2019-07-03,2795
2019-07-04,2795
2019-07-05,2855
2019-07-06,2855
2019-07-07,2884
2019-07-08,2884
2019-07-09,2776
2019-07-10,2776
2019-07-11,2714
2019-07-12,2714
2019-07-13,2714
2019-07-14,2748
2019-07-15,2748
2019-07-16,2748
2019-07-17,2848
2019-07-18,2848
2019-07-19,2951
2019-07-20,2951
2019-07-21,2959
2019-07-22,2959
2019-07-23,3100
2019-07-24,3100
2019-07-25,3100
2019-07-26,3132
2019-07-27,3132
2019-07-28,3140
2019-07-29,3140
2019-07-30,3112
2019-07-31,3112
2019-08-01,3211
2019-08-02,3211
2019-08-03,3237
2019-08-04,3237
2019-08-05,3306
2019-08-06,3306
2019-08-07,3295
2019-08-08,3295
2019-08-09,3295
2019-08-10,3388
2019-08-11,3388
2019-08-12,3439
2019-08-13,3439
2019-08-14,3472
2019-08-15,3472
2019-08-16,3430
2019-08-17,3430
2019-08-18,3430
2019-08-19,3293
2019-08-20,3293
2019-08-21,3143
2019-08-22,3143
2019-08-23,3017
2019-08-24,3017
2019-08-24,3017
2019-08-25,3040
2019-08-25,3040
2019-08-26,3040
2019-08-26,3040
2019-08-27,3158
2019-08-27,3158
2019-08-28,3158
2019-08-29,3158
2019-08-30,3287
2019-08-31,3287
2019-09-01,3297
2019-09-02,3297
2019-09-03,3248
2019-09-04,3248
2019-09-05,3248
2019-09-06,3358
2019-09-07,3358
2019-09-08,3256
2019-09-09,3256
2019-09-10,3256
2019-09-11,3184
2019-09-12,3184
2019-09-13,3184
2019-09-14,3098
2019-09-15,3098
2019-09-16,2943
2019-09-17,2943
2019-09-18,2889
2019-09-19,2889
2019-09-20,2889
2019-09-21,2745
2019-09-22,2745
2019-09-23,2697
2019-09-24,2697
2019-09-25,2697
2019-09-26,2717
2019-09-27,2717
2019-09-28,2717
2019-09-29,2772
2019-09-30,2772
2019-10-01,2821
2019-10-02,2821
2019-10-03,2821
2019-10-04,2878
2019-10-05,2878
2019-10-06,2968
2019-10-07,2968
2019-10-08,2968
2019-10-09,2851
2019-10-10,2851
2019-10-11,2851
2019-10-12,2738
2019-10-13,2738
2019-10-14,2618
2019-10-15,2618
2019-10-16,2565
2019-10-17,2565
2019-10-18,2565
2019-10-19,2444
2019-10-20,2444
2019-10-21,2444
2019-10-22,2346
2019-10-23,2346
2019-10-24,2352
2019-10-25,2352
2019-10-26,2352
2019-10-27,2334
2019-10-28,2334
2019-10-29,2232
2019-10-30,2232
2019-10-31,2232
2019-11-01,2129
2019-11-02,2129
2019-11-03,2032
2019-11-04,2032
2019-11-05,1946
2019-11-06,1946
2019-11-07,1864
2019-11-08,1864
2019-11-09,1822
2019-11-10,1822
2019-11-11,1798
2019-11-12,1798
2019-11-13,1798
2019-11-14,1832
2019-11-15,1832
2019-11-16,1863
2019-11-17,1863
2019-11-18,1772
2019-11-19,1772
2019-11-20,1693
2019-11-21,1693
2019-11-22,1693
2019-11-23,1690
2019-11-24,1690
2019-11-25,1690
2019-11-26,1727
2019-11-27,1727
2019-11-28,1727
2019-11-29,1715
2019-11-30,1715
2019-12-01,1653
2019-12-02,1653
2019-12-03,1653
2019-12-04,1705
2019-12-05,1705
2019-12-06,1705
2019-12-07,1705
2019-12-08,1768
2019-12-09,1768
2019-12-10,1836
2019-12-11,1836
2019-12-12,1836
2019-12-13,1873
2019-12-14,1873
2019-12-15,1873
2019-12-16,1953
2019-12-17,1953
2019-12-18,1953
2019-12-19,2041
2019-12-20,2041
2019-12-21,2041
2019-12-22,2031
2019-12-23,2031
2019-12-24,2031
2019-12-25,2021
2019-12-26,2021
2019-12-27,2021
2019-12-28,1973
2019-12-29,1973
2019-12-30,1973
2019-12-31,1988
2020-01-01,1988
2020-01-02,1948
2020-01-03,1948
2020-01-04,1948
2020-01-05,1894
2020-01-06,1894
2020-01-07,1908
2020-01-08,1908
2020-01-09,1908
2020-01-10,2001
2020-01-11,2001
2020-01-12,2099
2020-01-13,2099
2020-01-14,2099
2020-01-15,2140
2020-01-16,2140
2020-01-17,2246
2020-01-18,2246
2020-01-19,2357
2020-01-20,2357
2020-01-21,2357
2020-01-22,2331
2020-01-23,2331
2020-01-24,2331
2020-01-25,2249
2020-01-26,2249
2020-01-27,2144
2020-01-28,2144
2020-01-29,2036
2020-01-30,2036
2020-01-31,1941
2020-02-01,1941
2020-02-02,1876
2020-02-03,1876
2020-02-04,1788
2020-02-05,1788
2020-02-06,1727
2020-02-07,1727
2020-02-08,1757
2020-02-09,1757
2020-02-10,1808
2020-02-11,1808
2020-02-12,1808
2020-02-13,1796
2020-02-14,1796
2020-02-15,1802
2020-02-16,1802
2020-02-17,1829
2020-02-18,1829
2020-02-19,1829
2020-02-20,1848
2020-02-21,1848
2020-02-22,1848
2020-02-23,1801
2020-02-24,1801
2020-02-25,1773
2020-02-26,1773
2020-02-27,1773
2020-02-28,1820
2020-02-29,1820
2020-03-01,1820
2020-03-02,1850
2020-03-03,1850
2020-03-04,1850
2020-03-05,1816
2020-03-06,1816
2020-03-07,1732
2020-03-08,1732
2020-03-09,1645
2020-03-10,1645
2020-03-11,1681
2020-03-12,1681
2020-03-13,1681
2020-03-14,1734
2020-03-15,1734
2020-03-16,1765
2020-03-17,1765
2020-03-18,1773
2020-03-19,1773
2020-03-20,1811
2020-03-21,1811
2020-03-22,1845
2020-03-23,1845
2020-03-24,1905
2020-03-25,1905
2020-03-26,1925
2020-03-27,1925
2020-03-28,1966
2020-03-29,1984
2020-03-30,1984
2020-03-31,2064
2020-04-01,2064
2020-04-02,2063
2020-04-03,2063
2020-04-04,2135
2020-04-05,2135
2020-04-06,2158
2020-04-07,2158
2020-04-08,2178
2020-04-09,2178
2020-04-10,2178
2020-04-11,2184
2020-04-12,2184
2020-04-13,2094
2020-04-14,2094
2020-04-15,2136
2020-04-16,2136
2020-04-17,2127
2020-04-18,2035
2020-04-19,1938
2020-04-20,1938
2020-04-21,1893
2020-04-22,1801
2020-04-23,1801
2020-04-24,1747
2020-04-25,1747
2020-04-26,1731
2020-04-27,1754
2020-04-28,1754
2020-04-29,1742
2020-04-30,1742
2020-05-01,1793
2020-05-02,1793
2020-05-03,1844
2020-05-04,1844
2020-05-05,1879
2020-05-06,1879
2020-05-07,1950
2020-05-08,1950
2020-05-09,1980
2020-05-10,1980
2020-05-11,2002
2020-05-12,2002
2020-05-13,2031
