date_obj,Dragon%20arrowtips price
2015-11-16,1565
2015-11-17,1588
2015-11-18,1588
2015-11-19,1602
2015-11-20,1597
2015-11-21,1597
2015-11-22,1617
2015-11-23,1617
2015-11-24,1644
2015-11-25,1645
2015-11-26,1645
2015-11-27,1689
2015-11-28,1702
2015-11-29,1664
2015-11-30,1717
2015-12-01,1717
2015-12-02,1748
2015-12-03,1747
2015-12-04,1747
2015-12-05,1721
2015-12-06,1778
2015-12-07,1778
2015-12-08,1830
2015-12-09,1902
2015-12-10,1919
2015-12-11,1932
2015-12-12,1932
2015-12-13,1989
2015-12-14,1989
2015-12-15,2060
2015-12-16,2098
2015-12-17,2098
2015-12-18,2169
2015-12-19,2237
2015-12-20,2340
2015-12-21,2456
2015-12-22,2392
2015-12-23,2381
2015-12-24,2381
2015-12-25,2335
2015-12-26,2423
2015-12-27,2512
2015-12-28,2512
2015-12-29,2517
2015-12-30,2458
2015-12-31,2424
2016-01-01,2424
2016-01-02,2420
2016-01-03,2455
2016-01-04,2455
2016-01-05,2452
2016-01-06,2422
2016-01-07,2328
2016-01-08,2344
2016-01-09,2344
2016-01-10,2342
2016-01-11,2358
2016-01-12,2328
2016-01-13,2328
2016-01-14,2355
2016-01-15,2361
2016-01-16,2441
2016-01-17,2515
2016-01-18,2497
2016-01-19,2497
2016-01-20,2379
2016-01-21,2333
2016-01-22,2335
2016-01-23,2349
2016-01-24,2338
2016-01-25,2288
2016-01-26,2195
2016-01-27,2279
2016-01-28,2279
2016-01-29,2272
2016-01-30,2272
2016-01-31,2235
2016-02-01,2159
2016-02-02,2070
2016-02-03,2110
2016-02-04,2204
2016-02-05,2204
2016-02-06,2142
2016-02-07,2142
2016-02-08,2114
2016-02-09,2165
2016-02-10,2220
2016-02-11,2220
2016-02-12,2255
2016-02-13,2275
2016-02-14,2275
2016-02-15,2276
2016-02-16,2327
2016-02-17,2348
2016-02-18,2348
2016-02-19,2373
2016-02-20,2326
2016-02-21,2340
2016-02-22,2340
2016-02-23,2231
2016-02-24,2315
2016-02-25,2298
2016-02-26,2298
2016-02-27,2264
2016-02-28,2263
2016-02-29,2259
2016-03-01,2235
2016-03-02,2235
2016-03-03,2235
2016-03-04,2297
2016-03-05,2298
2016-03-06,2320
2016-03-07,2320
2016-03-08,2323
2016-03-09,2301
2016-03-10,2342
2016-03-11,2342
2016-03-12,2293
2016-03-13,2293
2016-03-14,2264
2016-03-15,2177
2016-03-16,2196
2016-03-17,2191
2016-03-18,2175
2016-03-19,2256
2016-03-20,2339
2016-03-21,2339
2016-03-22,2278
2016-03-23,2258
2016-03-24,2258
2016-03-25,2313
2016-03-26,2366
2016-03-27,2366
2016-03-28,2350
2016-03-29,2255
2016-03-30,2255
2016-03-31,2249
2016-04-01,2249
2016-04-02,2258
2016-04-03,2225
2016-04-04,2268
2016-04-05,2268
2016-04-06,2266
2016-04-07,2266
2016-04-08,2290
2016-04-09,2283
2016-04-10,2301
2016-04-11,2301
2016-04-12,2311
2016-04-13,2294
2016-04-14,2294
2016-04-15,2346
2016-04-16,2358
2016-04-17,2352
2016-04-18,2364
2016-04-19,2367
2016-04-20,2373
2016-04-21,2383
2016-04-22,2383
2016-04-23,2283
2016-04-24,2333
2016-04-25,2397
2016-04-26,2376
2016-04-27,2495
2016-04-28,2619
2016-04-29,2750
2016-04-30,2764
2016-05-01,2632
2016-05-02,2500
2016-05-03,2382
2016-05-04,2327
2016-05-05,2320
2016-05-06,2320
2016-05-07,2204
2016-05-08,2099
2016-05-09,2036
2016-05-10,2019
2016-05-11,2019
2016-05-12,1931
2016-05-13,1927
2016-05-14,1961
2016-05-15,1911
2016-05-16,1928
2016-05-17,1864
2016-05-18,1834
2016-05-19,1792
2016-05-22,1674
2016-05-23,1622
2016-05-24,1634
2016-05-25,1630
2016-05-26,1674
2016-05-27,1673
2016-05-28,1673
2016-05-29,1733
2016-05-30,1733
2016-05-31,1756
2016-06-01,1760
2016-06-02,1763
2016-06-03,1848
2016-06-04,1779
2016-06-05,1774
2016-06-06,1737
2016-06-07,1737
2016-06-08,1687
2016-06-09,1649
2016-06-10,1581
2016-06-11,1517
2016-06-12,1448
2016-06-13,1380
2016-06-14,1330
2016-06-15,1353
2016-06-16,1357
2016-06-17,1352
2016-06-18,1287
2016-06-19,1305
2016-06-20,1250
2016-06-21,1189
2016-06-22,1129
2016-06-23,1083
2016-06-24,1030
2016-06-25,984
2016-06-26,1006
2016-06-27,1003
2016-06-28,1022
2016-06-29,1030
2016-06-30,1050
2016-07-01,1071
2016-07-02,1116
2016-07-03,1087
2016-07-04,1055
2016-07-05,1050
2016-07-06,1029
2016-07-07,996
2016-07-08,1009
2016-07-09,992
2016-07-10,1009
2016-07-11,1021
2016-07-12,1004
2016-07-13,966
2016-07-14,973
2016-07-15,1002
2016-07-16,972
2016-07-17,958
2016-07-18,969
2016-07-23,822
2016-07-24,797
2016-07-25,802
2016-07-26,776
2016-07-27,764
2016-07-28,767
2016-07-29,750
2016-07-30,759
2016-07-31,770
2016-08-01,798
2016-08-02,787
2016-08-03,768
2016-08-04,791
2016-08-05,809
2016-08-06,813
2016-08-07,783
2016-08-08,755
2016-08-09,728
2016-08-10,757
2016-08-11,752
2016-08-12,720
2016-08-13,718
2016-08-14,723
2016-08-15,706
2016-08-16,683
2016-08-17,678
2016-08-18,680
2016-08-19,671
2016-08-20,673
2016-08-21,643
2016-08-22,643
2016-08-23,624
2016-08-24,605
2016-08-25,574
2016-08-26,574
2016-08-28,556
2016-08-31,527
2016-09-01,500
2016-09-02,500
2016-09-03,510
2016-09-04,515
2016-09-05,536
2016-09-06,523
2016-09-07,504
2016-09-08,507
2016-09-09,511
2016-09-10,535
2016-09-11,535
2016-09-12,545
2016-09-13,551
2016-09-14,526
2016-09-15,506
2016-09-16,520
2016-09-17,522
2016-09-18,525
2016-09-19,541
2016-09-20,539
2016-09-21,536
2016-09-22,517
2016-09-23,495
2016-09-24,495
2016-09-25,480
2016-09-26,470
2016-09-27,458
2016-09-28,439
2016-09-29,432
2016-09-30,419
2016-10-01,409
2016-10-02,419
2016-10-03,420
2016-10-04,421
2016-10-05,432
2016-10-06,448
2016-10-07,461
2016-10-08,483
2016-10-09,491
2016-10-10,495
2016-10-11,503
2016-10-12,507
2016-10-13,495
2016-10-14,502
2016-10-15,507
2016-10-16,506
2016-10-17,501
2016-10-18,496
2016-10-19,510
2016-10-20,517
2016-10-21,520
2016-10-22,540
2016-10-23,565
2016-10-24,593
2016-10-25,616
2016-10-26,594
2016-10-27,574
2016-10-28,601
2016-10-29,632
2016-10-30,664
2016-10-31,698
2016-11-01,698
2016-11-02,721
2016-11-03,758
2016-11-04,796
2016-11-05,836
2016-11-06,878
2016-11-07,916
2016-11-08,946
2016-11-09,994
2016-11-10,1044
2016-11-11,1097
2016-11-12,1152
2016-11-13,1210
2016-11-14,1270
2016-11-15,1314
2016-12-07,1100
2016-12-08,1052
2016-12-09,1032
2016-12-10,1076
2016-12-11,1073
2016-12-12,1046
2016-12-13,1034
2016-12-14,994
2016-12-15,1019
2016-12-16,1023
2016-12-17,1063
2016-12-18,1091
2016-12-19,1098
2016-12-20,1087
2016-12-21,1120
2016-12-22,1112
2016-12-23,1075
2016-12-24,1104
2016-12-25,1108
2016-12-26,1143
2016-12-27,1149
2016-12-28,1128
2016-12-29,1132
2016-12-30,1144
2016-12-31,1181
2017-01-01,1217
2017-01-02,1256
2017-01-03,1254
2017-01-04,1301
2017-01-05,1245
2017-01-06,1182
2017-01-07,1133
2017-01-08,1076
2017-01-09,1031
2017-01-10,987
2017-01-11,937
2017-01-12,890
2017-01-13,845
2017-01-14,809
2017-01-15,768
2017-01-16,767
2017-01-17,801
2017-01-18,842
2017-01-19,865
2017-01-20,882
2017-01-21,885
2017-01-22,867
2017-01-23,830
2017-01-27,764
2017-01-28,726
2017-01-29,691
2017-01-30,677
2017-01-31,654
2017-02-01,673
2017-02-02,688
2017-02-03,701
2017-02-04,709
2017-02-05,702
2017-02-06,700
2017-02-07,677
2017-02-08,678
2017-02-09,689
2017-02-10,707
2017-02-11,732
2017-02-12,758
2017-02-13,782
2017-02-14,773
2017-02-15,758
2017-02-16,748
2017-02-18,746
2017-02-19,735
2017-02-20,729
2017-02-21,731
2017-02-22,721
2017-02-23,716
2017-02-24,719
2017-02-25,715
2017-02-26,723
2017-02-27,710
2017-02-28,683
2017-03-01,708
2017-03-02,715
2017-03-03,729
2017-03-04,750
2017-03-05,730
2017-03-06,732
2017-03-07,747
2017-03-08,730
2017-03-09,722
2017-03-10,720
2017-03-11,732
2017-03-12,734
2017-03-13,726
2017-03-14,707
2017-03-15,696
2017-03-16,700
2017-03-17,714
2017-03-18,716
2017-03-19,745
2017-03-20,783
2017-03-21,823
2017-03-22,865
2017-03-23,892
2017-03-24,892
2017-03-25,895
2017-03-26,905
2017-03-27,914
2017-03-28,927
2017-03-29,959
2017-03-30,1001
2017-03-31,1046
2017-04-01,1050
2017-04-02,1037
2017-04-03,1002
2017-04-04,996
2017-04-12,1278
2017-04-13,1324
2017-04-14,1368
2017-04-15,1410
2017-04-16,1466
2017-04-17,1540
2017-04-18,1617
2017-04-19,1620
2017-04-20,1630
2017-04-21,1577
2017-04-22,1554
2017-04-23,1505
2017-04-24,1511
2017-04-25,1564
2017-04-26,1577
2017-04-27,1639
2017-04-28,1707
2017-04-29,1788
2017-04-30,1784
2017-05-01,1767
2017-05-02,1838
2017-05-03,1911
2017-05-04,2006
2017-05-05,2107
2017-05-06,2213
2017-05-07,2324
2017-05-08,2441
2017-05-09,2562
2017-05-10,2659
2017-05-11,2717
2017-05-12,2773
2017-05-13,2755
2017-05-14,2661
2017-05-15,2648
2017-05-16,2678
2017-05-17,2699
2017-05-18,2730
2017-05-19,2684
2017-05-20,2692
2017-05-21,2728
2017-05-22,2738
2017-05-23,2692
2017-05-24,2672
2017-05-25,2543
2017-05-26,2431
2017-05-27,2324
2017-05-28,2260
2017-05-29,2247
2017-05-30,2247
2017-05-31,2314
2017-06-01,2223
2017-06-02,2132
2017-06-03,2125
2017-06-04,2169
2017-06-05,2142
2017-06-06,2163
2017-06-07,2139
2017-06-08,2121
2017-06-09,2136
2017-06-10,2070
2017-06-11,1995
2017-06-12,1896
2017-06-13,1816
2017-06-14,1852
2017-06-15,1812
2017-06-16,1878
2017-06-17,1891
2017-06-18,1808
2017-06-19,1828
2017-06-20,1793
2017-06-21,1796
2017-06-22,1721
2017-06-23,1662
2017-06-24,1656
2017-06-25,1658
2017-06-26,1630
2017-06-27,1604
2017-06-28,1623
2017-06-29,1633
2017-06-30,1649
2017-07-01,1579
2017-07-02,1550
2017-07-03,1543
2017-07-04,1602
2017-07-05,1607
2017-07-06,1600
2017-07-07,1634
2017-07-08,1716
2017-07-13,1699
2017-07-14,1641
2017-07-15,1610
2017-07-16,1645
2017-07-17,1615
2017-07-18,1549
2017-07-19,1595
2017-07-20,1654
2017-07-21,1704
2017-07-22,1706
2017-07-23,1711
2017-07-24,1719
2017-07-25,1742
2017-07-26,1716
2017-07-27,1731
2017-07-28,1812
2017-07-29,1826
2017-07-30,1821
2017-07-31,1777
2017-08-01,1706
2017-08-02,1691
2017-08-03,1706
2017-08-04,1722
2017-08-05,1687
2017-08-06,1733
2017-08-09,1664
2017-08-10,1674
2017-08-11,1736
2017-08-12,1781
2017-08-13,1747
2017-08-14,1700
2017-08-15,1723
2017-08-16,1744
2017-08-17,1790
2017-08-18,1877
2017-08-19,1965
2017-08-20,2040
2017-08-21,2130
2017-08-22,2153
2017-08-23,2181
2017-08-24,2137
2017-08-25,2059
2017-08-26,2076
2017-08-27,2063
2017-08-28,2069
2017-08-29,2037
2017-08-30,1964
2017-08-31,1972
2017-09-01,1980
2017-09-03,2113
2017-09-04,2087
2017-09-05,2056
2017-09-06,2148
2017-09-07,2217
2017-09-08,2180
2017-09-09,2170
2017-09-10,2133
2017-09-11,2190
2017-09-12,2193
2017-09-13,2170
2017-09-14,2183
2017-09-15,2198
2017-09-16,2179
2017-09-17,2104
2017-09-18,2091
2017-09-19,2034
2017-09-20,1991
2017-09-21,2026
2017-09-22,2015
2017-09-23,2056
2017-09-24,2041
2017-09-25,2064
2017-09-26,2057
2017-09-27,2000
2017-09-28,1990
2017-09-29,2002
2017-09-30,2021
2017-10-01,2042
2017-10-02,1980
2017-10-03,1985
2017-10-04,2036
2017-10-05,2040
2017-10-06,2061
2017-10-07,2077
2017-10-08,2046
2017-10-09,2014
2017-10-10,2005
2017-10-11,1980
2017-10-12,1923
2017-10-13,1906
2017-10-14,1903
2017-10-15,1901
2017-10-16,1938
2017-10-17,1887
2017-10-18,1893
2017-10-19,1891
2017-10-20,1895
2017-10-21,1897
2017-10-22,1858
2017-10-23,1885
2017-10-24,1826
2017-10-25,1897
2017-10-26,1867
2017-10-27,1922
2017-10-28,1990
2017-10-29,1994
2017-10-30,1902
2017-10-31,1808
2017-11-01,1737
2017-11-02,1726
2017-11-03,1740
2017-11-04,1748
2017-11-05,1751
2017-11-06,1723
2017-11-07,1702
2017-11-08,1666
2017-11-09,1640
2017-11-10,1598
2017-11-11,1582
2017-11-12,1591
2017-11-13,1645
2017-11-14,1643
2017-11-15,1646
2017-11-16,1657
2017-11-17,1685
2017-11-18,1714
2017-11-19,1688
2017-11-20,1640
2017-11-21,1591
2017-11-22,1574
2017-11-23,1559
2017-11-24,1591
2017-11-25,1592
2017-11-26,1576
2017-11-27,1535
2017-11-28,1561
2017-11-29,1547
2017-11-30,1556
2017-12-01,1535
2017-12-02,1542
2017-12-03,1555
2017-12-04,1516
2017-12-05,1519
2017-12-06,1525
2017-12-07,1533
2017-12-08,1546
2017-12-09,1539
2017-12-10,1519
2017-12-11,1550
2017-12-12,1559
2017-12-13,1546
2017-12-14,1545
2017-12-15,1547
2017-12-16,1600
2017-12-17,1635
2017-12-18,1583
2017-12-19,1558
2017-12-20,1562
2017-12-21,1542
2017-12-22,1535
2017-12-23,1545
2017-12-24,1549
2017-12-25,1550
2017-12-26,1544
2017-12-27,1533
2017-12-28,1548
2017-12-29,1569
2017-12-30,1559
2017-12-31,1576
2018-01-01,1581
2018-01-02,1615
2018-01-03,1605
2018-01-04,1575
2018-01-05,1562
2018-01-06,1533
2018-01-07,1522
2018-01-08,1473
2018-01-09,1414
2018-01-10,1351
2018-01-11,1374
2018-01-12,1377
2018-01-13,1369
2018-01-14,1336
2018-01-15,1328
2018-01-16,1283
2018-01-17,1253
2018-01-18,1242
2018-01-19,1256
2018-01-20,1278
2018-01-21,1305
2018-01-22,1334
2018-01-23,1320
2018-01-25,1293
2018-01-26,1295
2018-01-27,1300
2018-01-28,1280
2018-01-29,1281
2018-01-30,1289
2018-01-31,1299
2018-02-01,1291
2018-02-02,1276
2018-02-03,1286
2018-02-04,1269
2018-02-05,1275
2018-02-06,1260
2018-02-07,1214
2018-02-08,1178
2018-02-09,1175
2018-02-10,1156
2018-02-11,1127
2018-02-12,1144
2018-02-13,1159
2018-02-14,1175
2018-02-15,1215
2018-02-16,1230
2018-02-17,1217
2018-02-18,1204
2018-02-19,1217
2018-02-20,1231
2018-02-21,1232
2018-02-22,1216
2018-02-23,1217
2018-02-24,1235
2018-02-25,1277
2018-02-26,1338
2018-02-27,1405
2018-02-28,1475
2018-03-01,1503
2018-03-02,1445
2018-03-03,1475
2018-03-04,1516
2018-03-05,1527
2018-03-06,1505
2018-03-07,1501
2018-03-08,1515
2018-03-09,1518
2018-03-10,1520
2018-03-11,1451
2018-03-12,1389
2018-03-13,1408
2018-03-14,1437
2018-03-15,1418
2018-03-16,1357
2018-03-17,1317
2018-03-18,1308
2018-03-19,1312
2018-03-20,1282
2018-03-21,1250
2018-03-23,1303
2018-03-24,1327
2018-03-25,1365
2018-03-26,1347
2018-03-27,1349
2018-03-28,1335
2018-03-29,1321
2018-03-30,1306
2018-03-31,1327
2018-04-01,1305
2018-04-02,1331
2018-04-03,1348
2018-04-04,1357
2018-04-05,1358
2018-04-06,1358
2018-04-07,1339
2018-04-08,1348
2018-04-09,1353
2018-04-10,1375
2018-04-11,1372
2018-04-12,1374
2018-04-13,1369
2018-04-14,1310
2018-04-15,1289
2018-04-16,1291
2018-04-17,1302
2018-04-18,1327
2018-04-19,1366
2018-04-20,1383
2018-04-21,1400
2018-04-22,1350
2018-04-23,1356
2018-04-24,1363
2018-04-25,1362
2018-04-26,1330
2018-04-27,1326
2018-04-28,1342
2018-04-29,1319
2018-04-30,1337
2018-05-01,1344
2018-05-03,1320
2018-05-04,1326
2018-05-05,1374
2018-05-07,1414
2018-05-08,1420
2018-05-09,1356
2018-05-10,1303
2018-05-11,1253
2018-05-12,1288
2018-05-13,1311
2018-05-14,1306
2018-05-15,1314
2018-05-16,1307
2018-05-17,1336
2018-05-18,1341
2018-05-19,1346
2018-05-20,1350
2018-05-21,1371
2018-05-22,1355
2018-05-23,1337
2018-05-24,1320
2018-05-25,1288
2018-05-26,1289
2018-05-27,1317
2018-05-28,1319
2018-05-29,1338
2018-05-30,1366
2018-05-31,1382
2018-06-01,1408
2018-06-02,1409
2018-06-03,1421
2018-06-04,1392
2018-06-05,1375
2018-06-06,1326
2018-06-07,1278
2018-06-08,1271
2018-06-09,1284
2018-06-10,1303
2018-06-11,1322
2018-06-12,1345
2018-06-13,1341
2018-06-14,1326
2018-06-15,1316
2018-06-16,1314
2018-06-17,1315
2018-06-18,1340
2018-06-19,1364
2018-06-20,1375
2018-06-21,1384
2018-06-22,1368
2018-06-23,1414
2018-06-24,1424
2018-06-25,1433
2018-06-26,1425
2018-06-27,1414
2018-06-28,1393
2018-06-29,1375
2018-06-30,1410
2018-07-01,1419
2018-07-02,1410
2018-07-03,1436
2018-07-04,1464
2018-07-05,1490
2018-07-06,1504
2018-07-07,1522
2018-07-08,1497
2018-07-09,1532
2018-07-10,1580
2018-07-11,1589
2018-07-12,1615
2018-07-13,1672
2018-07-14,1747
2018-07-15,1795
2018-07-16,1835
2018-07-17,1830
2018-07-18,1797
2018-07-19,1799
2018-07-20,1819
2018-07-21,1818
2018-07-22,1799
2018-07-23,1776
2018-07-24,1719
2018-07-25,1701
2018-07-26,1670
2018-07-27,1661
2018-07-28,1657
2018-07-29,1647
2018-07-30,1587
2018-07-31,1525
2018-08-01,1493
2018-08-02,1517
2018-08-03,1526
2018-08-04,1482
2018-08-05,1456
2018-08-06,1402
2018-08-07,1364
2018-08-08,1375
2018-08-09,1383
2018-08-10,1396
2018-08-11,1400
2018-08-12,1404
2018-08-14,1357
2018-08-16,1292
2018-08-17,1319
2018-08-18,1360
2018-08-19,1406
2018-08-20,1459
2018-08-21,1425
2018-08-22,1410
2018-08-23,1459
2018-08-24,1495
2018-08-25,1473
2018-08-26,1438
2018-08-27,1474
2018-08-28,1492
2018-08-29,1469
2018-08-30,1489
2018-08-31,1500
2018-09-01,1459
2018-09-02,1460
2018-09-03,1442
2018-09-04,1482
2018-09-05,1447
2018-09-06,1427
2018-09-07,1386
2018-09-08,1417
2018-09-09,1447
2018-09-10,1448
2018-09-11,1419
2018-09-12,1419
2018-09-13,1423
2018-09-14,1405
2018-09-15,1367
2018-09-16,1328
2018-09-17,1338
2018-09-18,1347
2018-09-19,1362
2018-09-20,1388
2018-09-21,1359
2018-09-22,1306
2018-09-23,1263
2018-09-24,1282
2018-09-25,1295
2018-09-26,1309
2018-09-27,1314
2018-09-28,1327
2018-09-29,1322
2018-09-30,1319
2018-10-01,1317
2018-10-02,1360
2018-10-03,1364
2018-10-04,1299
2018-10-05,1304
2018-10-06,1303
2018-10-07,1327
2018-10-08,1339
2018-10-09,1333
2018-10-10,1346
2018-10-11,1357
2018-10-12,1341
2018-10-13,1344
2018-10-14,1315
2018-10-15,1321
2018-10-16,1325
2018-10-17,1349
2018-10-18,1362
2018-10-19,1358
2018-10-20,1335
2018-10-21,1350
2018-10-22,1342
2018-10-23,1330
2018-10-24,1329
2018-10-25,1333
2018-10-26,1327
2018-10-27,1296
2018-10-28,1289
2018-10-29,1306
2018-10-30,1319
2018-10-31,1343
2018-11-01,1358
2018-11-03,1411
2018-11-04,1371
2018-11-05,1342
2018-11-06,1336
2018-11-07,1347
2018-11-08,1346
2018-11-09,1352
2018-11-10,1361
2018-11-11,1345
2018-11-12,1359
2018-11-13,1348
2018-11-14,1348
2018-11-15,1344
2018-11-16,1303
2018-11-17,1248
2018-11-18,1251
2018-11-19,1233
2018-11-20,1266
2018-11-21,1266
2018-11-22,1252
2018-11-23,1252
2018-11-24,1245
2018-11-25,1198
2018-11-26,1209
2018-11-27,1207
2018-11-28,1188
2018-11-29,1189
2018-12-01,1167
2018-12-02,1143
2018-12-03,1152
2018-12-04,1162
2018-12-05,1158
2018-12-07,1158
2018-12-09,1191
2018-12-10,1196
2018-12-11,1183
2018-12-12,1156
2018-12-13,1166
2018-12-14,1171
2018-12-15,1185
2018-12-16,1169
2018-12-17,1117
2018-12-18,1113
2018-12-19,1120
2018-12-20,1132
2018-12-21,1132
2018-12-22,1126
2018-12-23,1131
2018-12-24,1099
2018-12-25,1088
2018-12-26,1103
2018-12-27,1124
2018-12-28,1127
2018-12-29,1125
2018-12-30,1129
2018-12-31,1146
2019-01-01,1136
2019-01-02,1141
2019-01-03,1173
2019-01-04,1200
2019-01-05,1233
2019-01-06,1178
2019-01-08,1132
2019-01-10,1171
2019-01-11,1229
2019-01-12,1269
2019-01-13,1332
2019-01-14,1399
2019-01-15,1424
2019-01-16,1400
2019-01-17,1388
2019-01-18,1385
2019-01-19,1388
2019-01-20,1337
2019-01-21,1273
2019-01-22,1220
2019-01-23,1181
2019-01-24,1126
2019-01-25,1094
2019-01-26,1048
2019-01-27,1044
2019-01-28,1063
2019-01-29,1071
2019-01-30,1072
2019-01-31,1064
2019-02-01,1067
2019-02-02,1078
2019-02-03,1096
2019-02-04,1097
2019-02-05,1097
2019-02-06,1085
2019-02-07,1054
2019-02-08,1032
2019-02-09,1035
2019-02-10,995
2019-02-11,979
2019-02-12,979
2019-02-13,1012
2019-02-14,1020
2019-02-15,1033
2019-02-16,1029
2019-02-17,1033
2019-02-18,1028
2019-02-19,1013
2019-02-20,1003
2019-02-21,1001
2019-02-22,1009
2019-02-23,1011
2019-02-24,1020
2019-02-25,1030
2019-02-26,1012
2019-02-27,988
2019-02-28,992
2019-03-01,1000
2019-03-02,1013
2019-03-03,995
2019-03-04,983
2019-03-05,987
2019-03-06,1001
2019-03-07,1022
2019-03-08,1013
2019-03-09,1001
2019-03-10,974
2019-03-11,979
2019-03-12,979
2019-03-13,957
2019-03-14,954
2019-03-15,944
2019-03-16,937
2019-03-17,928
2019-03-18,943
2019-03-19,934
2019-03-20,928
2019-03-21,921
2019-03-22,891
2019-03-23,904
2019-03-24,927
2019-03-25,949
2019-03-26,947
2019-03-27,961
2019-03-28,985
2019-03-29,999
2019-03-30,980
2019-03-31,960
2019-04-01,956
2019-04-02,931
2019-04-03,927
2019-04-04,909
2019-04-05,918
2019-04-06,923
2019-04-07,926
2019-04-08,931
2019-04-09,917
2019-04-10,903
2019-04-11,881
2019-04-12,881
2019-04-13,876
2019-04-14,872
2019-04-15,871
2019-04-16,842
2019-04-17,818
2019-04-18,821
2019-04-19,846
2019-04-20,862
2019-04-21,860
2019-04-22,896
