date_obj,Toktz-ket-xil price
2019-04-07,183785
2019-04-08,179018
2019-04-09,170727
2019-04-10,170136
2019-04-11,175712
2019-04-12,176070
2019-04-13,174556
2019-04-14,174185
2019-04-15,171631
2019-04-16,171324
2019-04-17,171662
2019-04-18,172097
2019-04-19,171665
2019-04-20,171814
2019-04-21,174218
2019-04-22,170998
2019-04-23,168667
2019-04-24,167868
2019-04-25,167488
2019-04-26,167610
2019-04-27,167315
2019-04-28,166864
2019-04-29,167599
2019-04-30,168237
2019-05-01,171103
2019-05-02,175593
2019-05-03,177777
2019-05-04,179831
2019-05-05,182455
2019-05-06,186629
2019-05-07,186635
2019-05-08,186493
2019-05-09,185280
2019-05-10,181101
2019-05-11,179228
2019-05-12,178991
2019-05-13,177353
2019-05-14,176699
2019-05-15,175791
2019-05-16,174008
2019-05-17,173310
2019-05-18,173146
2019-05-19,176344
2019-05-20,177737
2019-05-21,177747
2019-05-22,177032
2019-05-23,176667
2019-05-24,178115
2019-05-25,183488
2019-05-26,183791
2019-05-27,183928
2019-05-28,181577
2019-05-29,179387
2019-05-30,177457
2019-05-31,176911
2019-06-01,176535
2019-06-02,175423
2019-06-03,174720
2019-06-04,177099
2019-06-05,185233
2019-06-06,182706
2019-06-07,182770
2019-06-08,184940
2019-06-09,182850
2019-06-10,181301
2019-06-11,180302
2019-06-12,178437
2019-06-13,178396
2019-06-14,182260
2019-06-15,183663
2019-06-16,180549
2019-06-17,178298
2019-06-18,177337
2019-06-19,177039
2019-06-20,177610
2019-06-21,179023
2019-06-22,179164
2019-06-23,180544
2019-06-24,180155
2019-06-25,180087
2019-06-26,178979
2019-06-27,177650
2019-06-28,178812
2019-06-29,178412
2019-06-30,176637
2019-07-01,175772
2019-07-02,175371
2019-07-03,174849
2019-07-04,176761
2019-07-05,177035
2019-07-06,176352
2019-07-07,176302
2019-07-08,176338
2019-07-09,176088
2019-07-10,176476
2019-07-11,177083
2019-07-12,176399
2019-07-13,174867
2019-07-14,174035
2019-07-15,172334
2019-07-16,171012
2019-07-17,169523
2019-07-18,167359
2019-07-19,165625
2019-07-20,164712
2019-07-21,165003
2019-07-22,167858
2019-07-23,173502
2019-07-24,171029
2019-07-25,168717
2019-07-26,166830
2019-07-27,163822
2019-07-28,164262
2019-07-29,162469
2019-07-30,161409
2019-07-31,158288
2019-08-01,158132
2019-08-02,158529
2019-08-03,157916
2019-08-04,158205
2019-08-05,157402
2019-08-06,156858
2019-08-07,155212
2019-08-08,154705
2019-08-09,153399
2019-08-10,155467
2019-08-11,153627
2019-08-12,153562
2019-08-13,152771
2019-08-14,152439
2019-08-15,150873
2019-08-16,145822
2019-08-17,141838
2019-08-18,135982
2019-08-19,129375
2019-08-20,125106
2019-08-21,126701
2019-08-22,132386
2019-08-23,137397
2019-08-24,138876
2019-08-24,138876
2019-08-25,138809
2019-08-25,138809
2019-08-26,138890
2019-08-26,138890
2019-08-27,138391
2019-08-27,138391
2019-08-28,141056
2019-08-29,148109
2019-08-30,150244
2019-08-31,148604
2019-09-01,148306
2019-09-02,149155
2019-09-03,147599
2019-09-04,144830
2019-09-05,144527
2019-09-06,142684
2019-09-07,141351
2019-09-08,140206
2019-09-09,137934
2019-09-10,137094
2019-09-11,136354
2019-09-12,138212
2019-09-13,143114
2019-09-14,147676
2019-09-15,147137
2019-09-16,147314
2019-09-17,143318
2019-09-18,138359
2019-09-19,137230
2019-09-20,135893
2019-09-21,135540
2019-09-22,133930
2019-09-23,135875
2019-09-24,136751
2019-09-25,141149
2019-09-26,141136
2019-09-27,140653
2019-09-28,140707
2019-09-29,141169
2019-09-30,140334
2019-10-01,139373
2019-10-02,138370
2019-10-03,139103
2019-10-04,140512
2019-10-05,143680
2019-10-06,150864
2019-10-07,153892
2019-10-08,148417
2019-10-09,148436
2019-10-10,148032
2019-10-11,148004
2019-10-12,147396
2019-10-13,146410
2019-10-14,145336
2019-10-15,145044
2019-10-16,143138
2019-10-17,142169
2019-10-18,140722
2019-10-19,138542
2019-10-20,137162
2019-10-21,137610
2019-10-22,137345
2019-10-23,136041
2019-10-24,134322
2019-10-25,133337
2019-10-26,132113
2019-10-27,130982
2019-10-28,129445
2019-10-29,128373
2019-10-30,127585
2019-10-31,127117
2019-11-01,130295
2019-11-02,136810
2019-11-03,143651
2019-11-04,150834
2019-11-05,155124
2019-11-06,154314
2019-11-07,151881
2019-11-08,148041
2019-11-09,143006
2019-11-10,137743
2019-11-11,138260
2019-11-12,139669
2019-11-13,137986
2019-11-14,138187
2019-11-15,140641
2019-11-16,140399
2019-11-17,138893
2019-11-18,139037
2019-11-19,141920
2019-11-20,142105
2019-11-21,140868
2019-11-22,138854
2019-11-23,135217
2019-11-24,133664
2019-11-25,129791
2019-11-26,129105
2019-11-27,134292
2019-11-28,141007
2019-11-29,148039
2019-11-30,152090
2019-12-01,151975
2019-12-02,145783
2019-12-03,140042
2019-12-04,135995
2019-12-05,133320
2019-12-06,136178
2019-12-07,142987
2019-12-08,146302
2019-12-09,150229
2019-12-10,143620
2019-12-11,140538
2019-12-12,137563
2019-12-13,139632
2019-12-14,137455
2019-12-15,136211
2019-12-16,134772
2019-12-17,135908
2019-12-18,136280
2019-12-19,136390
2019-12-20,136541
2019-12-21,136661
2019-12-22,134403
2019-12-23,133482
2019-12-24,134366
2019-12-25,134756
2019-12-26,134601
2019-12-27,132255
2019-12-28,131857
2019-12-29,131403
2019-12-30,131214
2019-12-31,134122
2020-01-01,140560
2020-01-02,147364
2020-01-03,146630
2020-01-04,145934
2020-01-05,143919
2020-01-06,142379
2020-01-07,140462
2020-01-08,139844
2020-01-09,139960
2020-01-10,141780
2020-01-11,139268
2020-01-12,139428
2020-01-13,137287
2020-01-14,136755
2020-01-15,135377
2020-01-16,134374
2020-01-17,136791
2020-01-18,137185
2020-01-19,137830
2020-01-20,137522
2020-01-21,139413
2020-01-22,138866
2020-01-23,139120
2020-01-24,141617
2020-01-25,147104
2020-01-26,154420
2020-01-27,162084
2020-01-28,163847
2020-01-29,157938
2020-01-30,154066
2020-01-31,150406
2020-02-01,148808
2020-02-02,149272
2020-02-03,152389
2020-02-04,158838
2020-02-05,160258
2020-02-06,157149
2020-02-07,153492
2020-02-08,151657
2020-02-09,150682
2020-02-10,153348
2020-02-11,155166
2020-02-12,156800
2020-02-13,164592
2020-02-14,168995
2020-02-15,165431
2020-02-16,166139
2020-02-17,169632
2020-02-18,169079
2020-02-19,169191
2020-02-20,168658
2020-02-21,166444
2020-02-22,165013
2020-02-23,164393
2020-02-24,161472
2020-02-25,159863
2020-02-26,159353
2020-02-27,159263
2020-02-28,161899
2020-02-29,163276
2020-03-01,163218
2020-03-02,162577
2020-03-03,161732
2020-03-04,163462
2020-03-05,164011
2020-03-06,163597
2020-03-07,165598
2020-03-08,168338
2020-03-09,176503
2020-03-10,182355
2020-03-11,191473
2020-03-12,201035
2020-03-13,208669
2020-03-14,208836
2020-03-15,211772
2020-03-16,211210
2020-03-17,211126
2020-03-18,203660
2020-03-19,204539
2020-03-20,203699
2020-03-21,201061
2020-03-22,196181
2020-03-23,196715
2020-03-24,195087
2020-03-25,195529
2020-03-26,194402
2020-03-27,189274
2020-03-28,187481
2020-03-29,191374
2020-03-30,198169
2020-03-31,196496
2020-04-01,195816
2020-04-02,203606
2020-04-03,212154
2020-04-04,220311
2020-04-05,220420
2020-04-06,224633
2020-04-07,226550
2020-04-08,223710
2020-04-09,223419
2020-04-10,222139
2020-04-11,223364
2020-04-12,233903
2020-04-13,230815
2020-04-14,226771
2020-04-15,224796
2020-04-16,224082
2020-04-17,227056
2020-04-18,236727
2020-04-19,233410
2020-04-20,232212
2020-04-21,229790
2020-04-22,225082
2020-04-23,222323
2020-04-24,217426
2020-04-25,214580
2020-04-26,211382
2020-04-27,208415
2020-04-28,208416
2020-04-29,207748
2020-04-30,206367
2020-05-01,205786
2020-05-02,204064
2020-05-03,208281
2020-05-04,210547
2020-05-05,211016
2020-05-06,211511
2020-05-07,209516
2020-05-08,206879
2020-05-09,206708
2020-05-10,205961
2020-05-11,205681
2020-05-12,203685
2020-05-13,200820
