date_obj,Bandos%20d'hide%20body price
2017-01-06,71091
2017-01-07,71182
2017-01-08,71230
2017-01-09,72588
2017-01-10,75450
2017-01-11,77947
2017-01-12,79218
2017-01-13,81424
2017-01-14,82947
2017-01-15,84175
2017-01-16,84985
2017-01-17,84891
2017-01-18,84431
2017-01-19,82225
2017-01-20,80659
2017-01-21,78791
2017-01-22,76272
2017-01-23,74653
2017-01-27,70415
2017-01-28,70066
2017-01-29,69089
2017-01-30,68832
2017-01-31,67847
2017-02-01,66873
2017-02-02,65183
2017-02-03,64908
2017-02-04,65037
2017-02-05,65513
2017-02-06,64621
2017-02-07,63902
2017-02-08,62469
2017-02-09,60964
2017-02-10,59980
2017-02-11,59987
2017-02-12,59494
2017-02-13,60036
2017-02-14,59174
2017-02-15,57251
2017-02-16,56803
2017-02-18,55641
2017-02-19,54340
2017-02-20,53639
2017-02-21,53361
2017-02-22,52068
2017-02-23,51846
2017-02-24,52566
2017-02-25,52610
2017-02-26,52125
2017-02-27,50846
2017-02-28,50089
2017-03-01,49730
2017-03-02,49104
2017-03-03,49382
2017-03-04,48898
2017-03-05,48420
2017-03-06,47936
2017-03-07,46764
2017-03-08,46639
2017-03-09,46717
2017-03-10,47248
2017-03-11,48403
2017-03-12,47944
2017-03-13,48037
2017-03-14,48306
2017-03-15,48486
2017-03-16,49534
2017-03-17,49735
2017-03-18,49575
2017-03-19,49455
2017-03-20,49300
2017-03-21,49356
2017-03-22,49815
2017-03-23,50150
2017-03-24,50973
2017-03-25,51617
2017-03-26,53645
2017-03-27,54956
2017-03-28,55961
2017-03-29,56836
2017-03-30,57887
2017-03-31,58311
2017-04-01,59509
2017-04-02,60624
2017-04-03,61325
2017-04-04,61341
2017-04-05,61835
2017-04-12,57860
2017-04-13,58639
2017-04-14,58321
2017-04-15,57548
2017-04-16,57069
2017-04-17,55472
2017-04-18,54781
2017-04-19,54239
2017-04-20,54480
2017-04-21,54711
2017-04-22,54829
2017-04-23,54599
2017-04-24,55095
2017-04-25,55413
2017-04-26,56156
2017-04-27,57568
2017-04-28,57750
2017-04-29,59376
2017-04-30,60574
2017-05-01,63251
2017-05-02,65356
2017-05-03,66832
2017-05-04,68402
2017-05-05,69833
2017-05-06,70897
2017-05-07,70048
2017-05-08,69155
2017-05-09,68130
2017-05-10,68454
2017-05-11,68998
2017-05-12,68725
2017-05-13,68010
2017-05-14,66956
2017-05-15,66016
2017-05-16,65727
2017-05-17,66521
2017-05-18,65700
2017-05-19,65742
2017-05-20,67054
2017-05-21,68236
2017-05-22,69599
2017-05-23,69051
2017-05-24,68909
2017-05-25,70632
2017-05-26,71641
2017-05-27,72393
2017-05-28,74362
2017-05-29,77276
2017-05-30,80743
2017-05-31,83891
2017-06-01,87077
2017-06-02,90465
2017-06-03,94542
2017-06-04,98229
2017-06-05,102001
2017-06-06,106528
2017-06-07,110053
2017-06-08,112155
2017-06-09,115242
2017-06-10,116623
2017-06-11,113511
2017-06-12,109218
2017-06-13,104590
2017-06-14,100617
2017-06-15,96457
2017-06-16,93788
2017-06-17,92601
2017-06-18,90202
2017-06-19,87684
2017-06-20,86443
2017-06-21,85344
2017-06-22,83971
2017-06-23,85307
2017-06-24,86302
2017-06-25,88902
2017-06-26,90180
2017-06-27,87246
2017-06-28,86018
2017-06-29,86341
2017-06-30,83616
2017-07-01,81407
2017-07-02,80084
2017-07-03,78135
2017-07-04,76536
2017-07-05,76964
2017-07-06,76932
2017-07-07,77415
2017-07-08,78163
2017-07-09,78574
2017-07-13,86184
2017-07-14,87683
2017-07-15,89180
2017-07-16,90413
2017-07-17,91447
2017-07-18,92544
2017-07-19,92129
2017-07-20,89922
2017-07-21,88829
2017-07-22,88494
2017-07-23,88039
2017-07-24,86567
2017-07-25,85900
2017-07-26,83287
2017-07-27,82803
2017-07-28,84089
2017-07-29,84006
2017-07-30,83885
2017-07-31,83284
2017-08-01,84046
2017-08-02,85755
2017-08-03,87477
2017-08-04,86001
2017-08-05,85633
2017-08-06,85588
2017-08-07,85884
2017-08-08,86597
2017-08-09,87305
2017-08-10,88440
2017-08-11,88375
2017-08-12,87940
2017-08-13,88246
2017-08-14,87142
2017-08-15,87827
2017-08-16,87583
2017-08-17,87997
2017-08-18,89110
2017-08-19,87820
2017-08-20,87323
2017-08-21,87461
2017-08-22,86669
2017-08-23,85312
2017-08-24,83231
2017-08-25,83321
2017-08-26,82869
2017-08-27,82155
2017-08-28,81290
2017-08-29,81150
2017-08-30,79933
2017-08-31,79983
2017-09-01,79421
2017-09-02,77589
2017-09-03,77893
2017-09-04,77466
2017-09-05,77620
2017-09-06,77018
2017-09-07,76866
2017-09-08,77056
2017-09-09,77153
2017-09-10,77583
2017-09-11,79195
2017-09-12,80953
2017-09-13,81630
2017-09-14,84254
2017-09-15,84099
2017-09-16,85907
2017-09-17,87665
2017-09-18,88579
2017-09-19,89150
2017-09-20,90710
2017-09-22,91426
2017-09-23,92879
2017-09-24,92023
2017-09-25,90817
2017-09-26,91105
2017-09-27,89814
2017-09-28,89039
2017-09-29,90352
2017-09-30,91337
2017-10-01,93343
2017-10-02,95349
2017-10-03,97576
2017-10-04,99889
2017-10-05,101507
2017-10-06,106310
2017-10-07,108175
2017-10-08,110375
2017-10-09,110193
2017-10-10,111067
2017-10-11,111639
2017-10-12,111907
2017-10-13,109181
2017-10-14,104854
2017-10-15,102926
2017-10-16,102293
2017-10-17,103032
2017-10-18,101923
2017-10-19,101489
2017-10-20,101067
2017-10-21,101351
2017-10-22,103774
2017-10-23,103456
2017-10-24,105882
2017-10-25,108154
2017-10-26,110601
2017-10-27,112976
2017-10-28,114660
2017-10-29,117904
2017-10-30,120455
2017-10-31,120408
2017-11-01,121005
2017-11-02,122636
2017-11-03,121045
2017-11-04,122468
2017-11-05,122240
2017-11-06,121934
2017-11-07,122797
2017-11-08,124244
2017-11-09,123375
2017-11-10,123134
2017-11-11,122456
2017-11-12,119550
2017-11-13,113980
2017-11-14,111920
2017-11-15,111623
2017-11-16,110817
2017-11-17,111167
2017-11-18,110820
2017-11-19,109541
2017-11-20,107571
2017-11-21,106728
2017-11-22,104095
2017-11-23,100343
2017-11-24,97870
2017-11-25,96356
2017-11-26,95158
2017-11-27,95988
2017-11-28,94852
2017-11-29,92517
2017-11-30,92727
2017-12-01,91523
2017-12-02,90353
2017-12-03,90388
2017-12-04,88573
2017-12-05,87618
2017-12-06,87208
2017-12-07,85991
2017-12-08,84136
2017-12-09,82381
2017-12-10,79896
2017-12-11,77956
2017-12-12,79415
2017-12-13,80358
2017-12-14,81034
2017-12-15,83621
2017-12-16,85418
2017-12-17,87475
2017-12-18,89414
2017-12-19,91587
2017-12-20,92280
2017-12-21,93001
2017-12-22,89265
2017-12-23,88191
2017-12-24,88188
2017-12-25,90617
2017-12-26,94457
2017-12-27,97558
2017-12-28,99284
2017-12-29,102989
2017-12-30,106967
2017-12-31,111095
2018-01-01,116458
2018-01-02,120351
2018-01-03,123217
2018-01-04,123582
2018-01-05,124969
2018-01-06,130390
2018-01-07,133466
2018-01-08,134785
2018-01-09,132579
2018-01-10,129005
2018-01-11,124636
2018-01-12,121914
2018-01-13,117843
2018-01-14,115658
2018-01-15,116881
2018-01-16,118367
2018-01-17,119710
2018-01-18,116845
2018-01-19,115231
2018-01-20,116039
2018-01-21,114880
2018-01-22,112467
2018-01-23,110720
2018-01-24,109770
2018-01-25,107703
2018-01-26,107511
2018-01-27,108821
2018-01-28,109794
2018-01-29,108861
2018-01-30,109014
2018-01-31,109861
2018-02-01,108997
2018-02-02,109623
2018-02-03,108651
2018-02-04,108819
2018-02-05,107756
2018-02-06,106172
2018-02-07,106700
2018-02-08,105516
2018-02-09,104851
2018-02-10,102508
2018-02-11,102643
2018-02-12,101334
2018-02-13,98767
2018-02-14,97294
2018-02-15,94860
2018-02-16,92436
2018-02-17,90766
2018-02-18,89360
2018-02-19,90960
2018-02-20,93032
2018-02-21,95057
2018-02-22,98123
2018-02-23,100535
2018-02-24,102668
2018-02-25,103942
2018-02-26,105733
2018-02-27,106292
2018-02-28,106659
2018-03-01,103670
2018-03-02,101502
2018-03-03,98559
2018-03-04,96773
2018-03-05,95798
2018-03-06,93413
2018-03-07,91015
2018-03-08,88866
2018-03-09,87271
2018-03-10,87532
2018-03-11,87230
2018-03-12,86732
2018-03-13,87881
2018-03-14,90588
2018-03-15,92255
2018-03-16,95646
2018-03-17,95770
2018-03-18,93565
2018-03-20,95103
2018-03-21,97284
2018-03-22,96720
2018-03-23,94691
2018-03-24,92189
2018-03-25,91261
2018-03-26,91044
2018-03-27,91697
2018-03-28,93566
2018-03-29,95779
2018-03-30,96216
2018-03-31,95201
2018-04-01,95710
2018-04-02,99812
2018-04-03,104004
2018-04-04,107164
2018-04-05,108632
2018-04-06,109915
2018-04-07,109433
2018-04-08,106363
2018-04-09,106054
2018-04-10,106680
2018-04-11,107010
2018-04-12,107293
2018-04-13,106559
2018-04-14,107757
2018-04-15,108227
2018-04-16,109382
2018-04-17,109785
2018-04-18,113465
2018-04-19,116894
2018-04-20,117650
2018-04-21,118848
2018-04-22,121918
2018-04-23,122659
2018-04-24,121249
2018-04-25,119140
2018-04-26,116042
2018-04-27,119563
2018-04-28,123600
2018-04-29,125044
2018-04-30,124864
2018-05-01,122293
2018-05-02,123729
2018-05-03,125403
2018-05-04,124872
2018-05-05,128222
2018-05-06,132746
2018-05-07,134337
2018-05-08,134220
2018-05-09,133840
2018-05-10,131021
2018-05-11,128440
2018-05-12,124031
2018-05-13,121580
2018-05-14,123945
2018-05-15,121338
2018-05-16,119415
2018-05-17,119006
2018-05-18,122688
2018-05-19,126815
2018-05-20,127451
2018-05-21,126994
2018-05-22,128230
2018-05-23,132390
2018-05-24,133139
2018-05-25,135346
2018-05-26,136269
2018-05-27,136615
2018-05-28,134495
2018-05-29,133215
2018-05-30,132126
2018-05-31,133993
2018-06-01,134081
2018-06-02,135154
2018-06-03,137801
2018-06-04,142526
2018-06-05,147210
2018-06-06,146800
2018-06-07,142356
2018-06-08,138295
2018-06-09,135126
2018-06-10,135402
2018-06-11,136407
2018-06-12,139315
2018-06-13,140401
2018-06-14,141779
2018-06-15,143104
2018-06-16,143455
2018-06-17,137234
2018-06-18,132524
2018-06-19,127008
2018-06-20,124903
2018-06-21,122814
2018-06-22,120423
2018-06-23,120059
2018-06-24,118991
2018-06-25,117131
2018-06-26,118906
2018-06-27,120858
2018-06-28,123615
2018-06-29,122515
2018-06-30,118615
2018-07-01,118237
2018-07-02,117495
2018-07-03,114530
2018-07-04,113668
2018-07-05,111857
2018-07-06,112996
2018-07-07,115898
2018-07-08,117510
2018-07-09,120927
2018-07-10,123370
2018-07-11,123538
2018-07-12,123204
2018-07-13,125139
2018-07-14,125236
2018-07-15,125423
2018-07-16,128118
2018-07-17,129851
2018-07-18,129343
2018-07-19,129813
2018-07-20,131489
2018-07-21,130845
2018-07-22,132685
2018-07-23,133898
2018-07-24,136904
2018-07-25,142205
2018-07-26,144866
2018-07-27,140541
2018-07-28,138391
2018-07-29,137151
2018-07-30,136002
2018-07-31,135112
2018-08-01,136112
2018-08-02,136390
2018-08-03,137454
2018-08-04,137325
2018-08-05,138762
2018-08-06,145199
2018-08-07,151355
2018-08-08,149810
2018-08-09,145012
2018-08-10,143148
2018-08-11,139927
2018-08-12,140244
2018-08-14,141076
2018-08-16,140078
2018-08-17,143771
2018-08-18,146843
2018-08-19,148755
2018-08-20,147479
2018-08-21,145289
2018-08-22,144288
2018-08-23,141245
2018-08-24,137416
2018-08-25,132956
2018-08-26,131521
2018-08-27,132507
2018-08-28,132712
2018-08-29,132788
2018-08-30,132674
2018-08-31,130965
2018-09-01,129676
2018-09-02,129555
2018-09-03,130339
2018-09-04,129382
2018-09-05,129562
2018-09-06,129511
2018-09-07,128767
2018-09-08,128794
2018-09-09,126781
2018-09-10,125704
2018-09-11,126386
2018-09-12,125492
2018-09-13,126749
2018-09-14,126008
2018-09-15,125580
2018-09-16,126984
2018-09-17,126309
2018-09-18,127716
2018-09-19,128900
2018-09-20,129761
2018-09-21,128926
2018-09-22,130819
2018-09-23,131018
2018-09-24,131049
2018-09-25,130331
2018-09-26,130555
2018-09-27,130675
2018-09-28,130173
2018-09-29,129952
2018-09-30,130948
2018-10-01,131321
2018-10-02,132104
2018-10-03,135931
2018-10-04,139142
2018-10-05,141421
2018-10-06,141057
2018-10-07,140460
2018-10-08,141528
2018-10-09,140781
2018-10-10,141925
2018-10-11,144100
2018-10-12,145681
2018-10-13,146615
2018-10-14,148379
2018-10-15,151909
2018-10-16,153929
2018-10-17,155706
2018-10-18,157663
2018-10-19,158558
2018-10-20,157074
2018-10-21,157637
2018-10-22,156407
2018-10-23,151454
2018-10-24,148986
2018-10-25,146790
2018-10-26,145738
2018-10-27,146851
2018-10-28,143531
2018-10-29,140119
2018-10-30,136075
2018-10-31,135345
2018-11-01,133632
2018-11-03,133425
2018-11-04,136653
2018-11-05,139522
2018-11-06,140576
2018-11-07,139186
2018-11-08,138110
2018-11-09,137970
2018-11-10,139527
2018-11-11,140955
2018-11-12,142321
2018-11-13,144371
2018-11-14,144935
2018-11-15,144799
2018-11-16,149064
2018-11-17,154744
2018-11-18,162320
2018-11-19,167918
2018-11-20,172305
2018-11-21,172261
2018-11-22,173307
2018-11-23,173450
2018-11-24,175335
2018-11-25,180123
2018-11-26,185882
2018-11-27,193034
2018-11-28,199324
2018-11-29,205659
2018-12-01,214440
2018-12-02,221808
2018-12-03,227657
2018-12-04,234564
2018-12-05,235864
2018-12-07,226982
2018-12-09,219143
2018-12-10,218940
2018-12-11,222768
2018-12-12,226694
2018-12-13,232043
2018-12-14,231907
2018-12-15,229859
2018-12-16,228426
2018-12-17,228616
2018-12-18,223655
2018-12-19,219752
2018-12-20,215271
2018-12-21,217007
2018-12-22,219713
2018-12-23,227506
2018-12-24,235261
2018-12-25,245035
2018-12-26,254363
2018-12-27,261590
2018-12-28,268611
2018-12-29,277909
2018-12-30,284969
2018-12-31,284914
2019-01-01,286131
2019-01-02,287588
2019-01-03,297379
2019-01-04,301301
2019-01-05,297647
2019-01-06,302234
2019-01-08,299477
2019-01-10,278238
2019-01-11,277460
2019-01-12,277352
2019-01-13,285342
2019-01-14,296530
2019-01-15,310592
2019-01-16,322019
2019-01-17,338044
2019-01-18,347094
2019-01-19,338703
2019-01-20,333944
2019-01-21,322558
2019-01-22,315967
2019-01-23,314064
2019-01-24,318847
2019-01-25,322416
2019-01-26,325381
2019-01-27,320448
2019-01-28,322133
2019-01-29,320206
2019-01-30,322085
2019-01-31,325160
2019-02-01,320567
2019-02-02,322451
2019-02-03,321708
2019-02-04,322858
2019-02-05,321853
2019-02-06,318780
2019-02-07,320948
2019-02-08,321735
2019-02-09,322287
2019-02-10,321058
2019-02-11,318539
2019-02-12,316184
2019-02-13,313477
2019-02-14,306907
2019-02-15,299344
2019-02-16,296214
2019-02-17,291289
2019-02-18,284010
2019-02-19,274627
2019-02-20,260895
2019-02-21,250714
2019-02-22,243834
2019-02-23,236774
2019-02-24,235928
2019-02-25,232798
2019-02-26,236091
2019-02-27,235308
2019-02-28,235068
2019-03-01,238575
2019-03-02,244553
2019-03-03,246176
2019-03-04,245183
2019-03-05,246485
2019-03-06,252788
2019-03-07,255133
2019-03-08,266118
2019-03-09,272892
2019-03-10,282315
2019-03-11,289568
2019-03-12,293395
2019-03-13,290607
2019-03-14,298981
2019-03-15,299642
2019-03-16,301176
2019-03-17,296078
2019-03-18,291332
2019-03-19,292502
