date_obj,Volcanic%20ash price
2018-01-03,324
2018-01-04,324
2018-01-05,320
2018-01-06,324
2018-01-07,321
2018-01-08,319
2018-01-09,310
2018-01-10,310
2018-01-11,298
2018-01-12,284
2018-01-13,271
2018-01-14,271
2018-01-15,273
2018-01-16,271
2018-01-17,264
2018-01-18,259
2018-01-19,259
2018-01-20,258
2018-01-21,270
2018-01-22,283
2018-01-23,292
2018-01-24,287
2018-01-25,274
2018-01-26,268
2018-01-27,258
2018-01-28,251
2018-01-29,247
2018-01-30,246
2018-02-01,243
2018-02-02,240
2018-02-03,241
2018-02-04,248
2018-02-05,257
2018-02-06,267
2018-02-07,268
2018-02-08,260
2018-02-09,257
2018-02-10,256
2018-02-11,261
2018-02-12,262
2018-02-13,259
2018-02-14,264
2018-02-15,265
2018-02-16,263
2018-02-17,267
2018-02-18,266
2018-02-19,259
2018-02-20,259
2018-02-21,263
2018-02-22,270
2018-02-23,267
2018-02-24,268
2018-02-25,266
2018-02-26,264
2018-02-27,274
2018-02-28,281
2018-03-01,280
2018-03-02,287
2018-03-03,280
2018-03-04,280
2018-03-05,274
2018-03-06,280
2018-03-07,284
2018-03-08,290
2018-03-09,298
2018-03-10,289
2018-03-11,283
2018-03-12,272
2018-03-13,269
2018-03-14,271
2018-03-15,268
2018-03-16,276
2018-03-17,276
2018-03-18,269
2018-03-19,263
2018-03-20,264
2018-03-21,258
2018-03-23,251
2018-03-24,249
2018-03-26,244
2018-03-27,241
2018-03-28,231
2018-03-29,225
2018-03-30,214
2018-03-31,207
2018-04-01,206
2018-04-02,204
2018-04-03,207
2018-04-04,216
2018-04-05,223
2018-04-06,231
2018-04-08,236
2018-04-09,231
2018-04-10,235
2018-04-11,237
2018-04-12,240
2018-04-13,246
2018-04-14,234
2018-04-16,240
2018-04-17,252
2018-04-18,263
2018-04-19,273
2018-04-20,275
2018-04-21,276
2018-04-22,279
2018-04-23,291
2018-04-24,296
2018-04-25,303
2018-04-26,303
2018-04-27,296
2018-04-28,282
2018-04-29,267
2018-04-30,253
2018-05-02,247
2018-05-03,245
2018-05-04,250
2018-05-05,258
2018-05-06,258
2018-05-07,266
2018-05-08,279
2018-05-09,284
2018-05-10,290
2018-05-11,278
2018-05-12,284
2018-05-13,284
2018-05-14,297
2018-05-15,306
2018-05-16,310
2018-05-17,300
2018-05-18,303
2018-05-19,303
2018-05-20,307
2018-05-21,307
2018-05-22,301
2018-05-23,292
2018-05-24,279
2018-05-25,267
2018-05-26,256
2018-05-27,246
2018-05-28,247
2018-05-29,241
2018-05-30,241
2018-05-31,235
2018-06-01,245
2018-06-02,240
2018-06-03,232
2018-06-04,225
2018-06-05,225
2018-06-06,233
2018-06-07,240
2018-06-08,241
2018-06-09,240
2018-06-10,249
2018-06-11,254
2018-06-12,257
2018-06-13,247
2018-06-14,240
2018-06-15,232
2018-06-16,227
2018-06-17,225
2018-06-18,221
2018-06-19,215
2018-06-20,215
2018-06-21,214
2018-06-22,212
2018-06-23,207
2018-06-24,200
2018-06-25,200
2018-06-26,203
2018-06-27,202
2018-06-28,208
2018-06-29,212
2018-06-30,208
2018-07-01,211
2018-07-02,212
2018-07-03,207
2018-07-04,203
2018-07-05,205
2018-07-06,201
2018-07-07,194
2018-07-08,190
2018-07-09,195
2018-07-10,198
2018-07-11,203
2018-07-12,206
2018-07-13,213
2018-07-14,213
2018-07-15,224
2018-07-16,235
2018-07-17,247
2018-07-18,259
2018-07-19,267
2018-07-20,279
2018-07-21,287
2018-07-22,301
2018-07-23,317
2018-07-24,333
2018-07-25,325
2018-07-26,310
2018-07-27,295
2018-07-28,280
2018-07-29,266
2018-07-30,254
2018-07-31,261
2018-08-01,255
2018-08-02,260
2018-08-03,255
2018-08-04,248
2018-08-05,258
2018-08-06,271
2018-08-07,276
2018-08-08,278
2018-08-09,290
2018-08-10,299
2018-08-11,303
2018-08-12,306
2018-08-14,339
2018-08-16,352
2018-08-17,339
2018-08-18,326
2018-08-19,324
2018-08-20,329
2018-08-21,325
2018-08-22,326
2018-08-23,330
2018-08-24,340
2018-08-25,335
2018-08-26,348
2018-08-27,362
2018-08-28,363
2018-08-29,367
2018-08-30,364
2018-08-31,351
2018-09-01,351
2018-09-02,365
2018-09-03,381
2018-09-04,385
2018-09-05,384
2018-09-06,391
2018-09-07,389
2018-09-08,373
2018-09-09,363
2018-09-10,354
2018-09-11,344
2018-09-12,342
2018-09-13,337
2018-09-14,325
2018-09-15,311
2018-09-16,304
2018-09-17,302
2018-09-18,292
2018-09-19,278
2018-09-20,264
2018-09-21,250
2018-09-22,239
2018-09-23,245
2018-09-24,257
2018-09-25,270
2018-09-26,284
2018-09-27,292
2018-09-28,293
2018-09-29,295
2018-09-30,308
2018-10-02,328
2018-10-03,321
2018-10-04,323
2018-10-05,315
2018-10-06,305
2018-10-07,311
2018-10-08,320
2018-10-09,327
2018-10-10,330
2018-10-11,344
2018-10-12,353
2018-10-13,367
2018-10-14,383
2018-10-15,402
2018-10-16,420
2018-10-17,409
2018-10-18,416
2018-10-19,437
2018-10-20,459
2018-10-21,482
2018-10-22,507
2018-10-23,526
2018-10-24,534
2018-10-25,546
2018-10-26,570
2018-10-27,560
2018-10-28,576
2018-10-29,578
2018-10-30,575
2018-10-31,575
2018-11-01,574
2018-11-03,548
2018-11-04,530
2018-11-05,536
2018-11-06,521
2018-11-07,503
2018-11-08,490
2018-11-09,501
2018-11-10,505
2018-11-11,505
2018-11-12,522
2018-11-13,526
2018-11-14,518
2018-11-15,507
2018-11-16,485
2018-11-17,460
2018-11-18,443
2018-11-19,438
2018-11-20,440
2018-11-21,420
2018-11-22,414
2018-11-23,397
2018-11-24,378
2018-11-25,363
2018-11-26,355
2018-11-27,352
2018-11-28,350
2018-11-29,366
2018-12-01,371
2018-12-02,386
2018-12-03,399
2018-12-04,409
2018-12-05,409
2018-12-07,394
2018-12-09,360
2018-12-10,366
2018-12-11,364
2018-12-12,364
2018-12-13,368
2018-12-14,373
2018-12-15,358
2018-12-16,357
2018-12-17,359
2018-12-18,361
2018-12-19,358
2018-12-20,363
2018-12-21,363
2018-12-22,360
2018-12-23,360
2018-12-24,373
2018-12-25,391
2018-12-26,401
2018-12-27,414
2018-12-28,424
2018-12-29,425
2018-12-30,419
2018-12-31,434
2019-01-01,455
2019-01-02,474
2019-01-03,498
2019-01-04,520
2019-01-05,516
2019-01-06,501
2019-01-08,465
2019-01-10,418
2019-01-11,397
2019-01-12,377
2019-01-13,367
2019-01-14,379
2019-01-15,389
2019-01-16,396
2019-01-17,412
2019-01-18,432
2019-01-19,452
2019-01-20,471
2019-01-21,484
2019-01-22,480
2019-01-23,464
2019-01-24,451
2019-01-25,440
2019-01-26,433
2019-01-27,428
2019-01-28,437
2019-01-29,436
2019-01-30,432
2019-01-31,426
2019-02-01,416
2019-02-02,397
2019-02-03,387
2019-02-04,385
2019-02-05,377
2019-02-06,363
2019-02-07,352
2019-02-08,340
2019-02-09,323
2019-02-10,306
2019-02-11,292
2019-02-12,285
2019-02-13,270
2019-02-14,256
2019-02-15,243
2019-02-16,230
2019-02-17,218
2019-02-18,208
2019-02-19,199
2019-02-20,205
2019-02-21,197
2019-02-22,187
2019-02-23,177
2019-02-24,168
2019-02-25,159
2019-02-26,151
2019-02-27,143
2019-02-28,135
2019-03-01,128
2019-03-02,121
2019-03-03,114
2019-03-04,108
2019-03-05,102
2019-03-06,96
2019-03-07,95
2019-03-08,100
2019-03-09,105
2019-03-10,108
2019-03-11,114
2019-03-12,118
2019-03-13,112
2019-03-14,106
2019-03-15,100
2019-03-16,95
2019-03-17,91
2019-03-18,87
2019-03-19,83
2019-03-20,79
2019-03-21,77
2019-03-22,74
2019-03-23,70
2019-03-24,66
2019-03-25,66
2019-03-26,70
2019-03-27,74
2019-03-28,78
2019-03-29,79
2019-03-30,83
2019-03-31,87
2019-04-01,92
2019-04-02,97
2019-04-03,102
2019-04-04,107
2019-04-05,111
2019-04-06,113
2019-04-07,114
2019-04-08,115
2019-04-09,114
2019-04-10,117
2019-04-11,115
2019-04-12,112
2019-04-13,106
2019-04-14,100
2019-04-15,96
2019-04-16,91
2019-04-17,86
2019-04-18,81
2019-04-19,76
2019-04-20,73
2019-04-21,75
2019-04-22,78
2019-04-23,82
2019-04-24,84
2019-04-25,83
2019-04-26,79
2019-04-27,77
2019-04-28,75
2019-04-29,77
2019-04-30,74
2019-05-01,70
2019-05-02,69
2019-05-03,68
2019-05-04,66
2019-05-05,69
2019-05-06,67
2019-05-07,66
2019-05-08,68
2019-05-09,67
2019-05-10,67
2019-05-11,68
2019-05-12,70
2019-05-13,72
2019-05-14,71
2019-05-15,71
2019-05-16,69
2019-05-17,70
2019-05-18,69
2019-05-19,69
2019-05-20,69
2019-05-21,69
2019-05-22,71
2019-05-23,69
2019-05-24,69
2019-05-25,68
2019-05-26,69
2019-05-27,71
2019-05-28,73
2019-05-29,73
2019-05-30,71
2019-05-31,70
2019-06-01,72
2019-06-02,73
2019-06-03,73
2019-06-04,75
2019-06-05,75
2019-06-06,77
2019-06-07,78
2019-06-08,78
2019-06-09,79
2019-06-10,82
2019-06-11,81
2019-06-12,81
2019-06-13,80
2019-06-14,81
2019-06-15,83
2019-06-16,84
2019-06-17,89
2019-06-18,93
2019-06-19,98
2019-06-20,103
2019-06-21,103
2019-06-22,103
2019-06-23,98
2019-06-24,96
2019-06-25,91
2019-06-26,88
2019-06-27,84
2019-06-28,79
2019-06-29,75
2019-06-30,71
2019-07-01,69
2019-07-02,70
2019-07-03,74
2019-07-04,77
2019-07-05,79
2019-07-06,78
2019-07-07,77
2019-07-08,77
2019-07-09,76
2019-07-10,75
2019-07-11,74
2019-07-12,72
2019-07-13,73
2019-07-14,72
2019-07-15,72
2019-07-16,71
2019-07-17,71
2019-07-18,72
2019-07-19,72
2019-07-20,71
2019-07-21,70
2019-07-22,72
2019-07-23,72
2019-07-24,71
2019-07-25,70
2019-07-26,68
2019-07-27,67
2019-07-28,67
2019-07-29,68
2019-07-30,68
2019-07-31,67
2019-08-01,66
2019-08-02,64
2019-08-03,61
2019-08-04,60
2019-08-05,60
2019-08-06,60
2019-08-07,60
2019-08-08,60
2019-08-09,59
2019-08-10,58
2019-08-11,59
2019-08-12,61
2019-08-13,64
2019-08-14,66
2019-08-15,66
2019-08-16,65
2019-08-17,65
2019-08-18,64
2019-08-19,66
2019-08-20,68
2019-08-21,68
2019-08-22,67
2019-08-23,68
2019-08-24,69
2019-08-24,69
2019-08-25,72
2019-08-25,72
2019-08-26,73
2019-08-26,73
2019-08-27,74
2019-08-27,74
2019-08-28,73
2019-08-29,72
2019-08-30,71
2019-08-31,70
2019-09-01,68
2019-09-02,66
2019-09-03,64
2019-09-04,60
2019-09-05,60
2019-09-06,60
2019-09-07,59
2019-09-08,60
2019-09-09,62
2019-09-10,63
2019-09-11,62
2019-09-12,61
2019-09-13,61
2019-09-14,59
2019-09-15,59
2019-09-16,59
2019-09-17,59
2019-09-18,59
2019-09-19,58
2019-09-20,57
2019-09-21,57
2019-09-22,56
2019-09-23,55
2019-09-24,55
2019-09-25,56
2019-09-26,58
2019-09-27,58
2019-09-28,57
2019-09-29,55
2019-09-30,53
2019-10-01,53
2019-10-02,54
2019-10-03,55
2019-10-04,57
2019-10-05,59
2019-10-06,60
2019-10-07,62
2019-10-08,63
2019-10-09,67
2019-10-10,68
2019-10-11,70
2019-10-12,72
2019-10-13,72
2019-10-14,72
2019-10-15,75
2019-10-16,77
2019-10-17,78
2019-10-18,79
2019-10-19,80
2019-10-20,80
2019-10-21,81
2019-10-22,80
2019-10-23,79
2019-10-24,79
2019-10-25,80
2019-10-26,80
2019-10-27,77
2019-10-28,77
2019-10-29,76
2019-10-30,77
2019-10-31,80
2019-11-01,83
2019-11-02,84
2019-11-03,86
2019-11-04,88
2019-11-05,89
2019-11-06,88
2019-11-07,86
2019-11-08,86
2019-11-09,88
2019-11-10,90
2019-11-11,92
2019-11-12,95
2019-11-13,99
2019-11-14,102
2019-11-15,105
2019-11-16,102
2019-11-17,98
2019-11-18,99
2019-11-19,96
2019-11-20,93
2019-11-21,90
2019-11-22,91
2019-11-23,95
2019-11-24,98
2019-11-25,103
2019-11-26,104
2019-11-27,101
2019-11-28,96
2019-11-29,92
2019-11-30,90
2019-12-01,91
2019-12-02,90
2019-12-03,88
2019-12-04,88
2019-12-05,90
2019-12-06,91
2019-12-07,95
2019-12-08,99
2019-12-09,101
2019-12-10,102
2019-12-11,100
2019-12-12,99
2019-12-13,101
2019-12-14,100
2019-12-15,103
2019-12-16,107
2019-12-17,107
2019-12-18,107
2019-12-19,104
2019-12-20,104
2019-12-21,103
2019-12-22,103
2019-12-23,102
2019-12-24,98
2019-12-25,98
2019-12-26,98
2019-12-27,97
2019-12-28,95
2019-12-29,98
2019-12-30,98
2019-12-31,97
2020-01-01,98
2020-01-02,99
2020-01-03,100
2020-01-04,101
2020-01-05,102
2020-01-06,102
2020-01-07,103
2020-01-08,99
2020-01-09,96
2020-01-10,96
2020-01-11,93
2020-01-12,94
2020-01-13,93
2020-01-14,93
2020-01-15,94
2020-01-16,94
2020-01-17,90
2020-01-18,89
2020-01-19,91
2020-01-20,89
2020-01-21,90
2020-01-22,91
2020-01-23,90
2020-01-24,89
2020-01-25,86
2020-01-26,89
2020-01-27,90
2020-01-28,90
2020-01-29,89
2020-01-30,88
2020-01-31,87
2020-02-01,88
2020-02-02,89
2020-02-03,88
2020-02-04,87
2020-02-05,85
2020-02-06,83
2020-02-07,78
2020-02-08,75
2020-02-09,76
2020-02-10,79
2020-02-11,79
2020-02-12,79
2020-02-13,78
2020-02-14,76
2020-02-15,75
2020-02-16,76
2020-02-17,79
2020-02-18,80
2020-02-19,80
2020-02-20,81
2020-02-21,84
2020-02-22,83
2020-02-23,87
2020-02-24,91
2020-02-25,94
2020-02-26,90
2020-02-27,89
2020-02-28,86
2020-02-29,84
2020-03-01,85
2020-03-02,85
2020-03-03,84
2020-03-04,82
2020-03-05,82
2020-03-06,84
2020-03-07,85
2020-03-08,89
2020-03-09,92
2020-03-10,95
2020-03-11,95
2020-03-12,95
2020-03-13,92
2020-03-14,89
2020-03-15,90
2020-03-16,94
2020-03-17,98
2020-03-18,100
2020-03-19,103
2020-03-20,100
2020-03-21,97
2020-03-22,99
2020-03-23,99
2020-03-24,99
2020-03-25,97
2020-03-26,97
2020-03-27,101
2020-03-28,105
2020-03-29,109
2020-03-30,114
2020-03-31,115
2020-04-01,114
2020-04-02,112
2020-04-03,110
2020-04-04,111
2020-04-05,116
2020-04-06,120
2020-04-07,119
2020-04-08,118
2020-04-09,115
2020-04-10,111
2020-04-11,106
2020-04-12,103
2020-04-13,101
2020-04-14,96
2020-04-15,92
2020-04-16,89
2020-04-17,88
2020-04-18,88
2020-04-19,90
2020-04-20,90
2020-04-21,92
2020-04-22,94
2020-04-23,97
2020-04-24,98
2020-04-25,99
2020-04-26,103
2020-04-27,107
2020-04-28,106
2020-04-29,101
2020-04-30,97
2020-05-01,92
2020-05-02,88
2020-05-03,90
2020-05-04,90
2020-05-05,88
2020-05-06,90
2020-05-07,90
2020-05-08,88
2020-05-09,90
2020-05-10,93
2020-05-11,97
2020-05-12,101
2020-05-13,101
