date_obj,Mining%20helmet price
2015-09-06,18141
2015-09-07,17258
2015-09-08,17258
2015-09-09,17258
2015-09-10,16430
2015-09-11,16430
2015-09-12,16430
2015-09-13,15644
2015-09-14,15644
2015-09-15,15644
2015-09-16,14896
2015-09-17,14896
2015-09-18,14896
2015-09-19,14208
2015-09-20,14208
2015-09-21,14208
2015-09-22,14208
2015-09-23,13521
2015-09-24,13521
2015-09-25,13521
2015-09-27,12866
2015-09-28,12866
2015-09-29,12866
2015-09-30,12247
2015-10-05,11655
2015-10-06,11655
2015-10-07,11655
2015-10-08,11100
2015-10-09,11100
2015-10-10,11100
2015-10-11,10561
2015-10-12,10561
2015-10-13,10561
2015-10-14,10561
2015-10-15,10063
2015-10-16,10063
2015-10-17,10063
2015-10-18,10063
2015-10-19,9604
2015-10-20,9604
2015-10-22,9604
2015-10-23,9145
2015-10-24,9145
2015-10-25,9145
2015-10-26,9145
2015-10-27,9145
2015-10-29,8708
2015-10-30,8708
2015-10-31,8708
2015-11-01,8708
2015-11-02,8299
2015-11-03,8299
2015-11-04,8299
2015-11-05,8299
2015-11-06,8299
2015-11-07,7908
2015-11-08,7908
2015-11-09,7908
2015-11-10,7908
2015-11-11,7908
2015-11-12,7532
2015-11-13,7532
2015-11-14,7532
2015-11-15,7532
2015-11-16,7532
2015-11-17,7169
2015-11-18,7169
2015-11-19,7169
2015-11-20,7169
2015-11-21,7169
2015-11-22,6828
2015-11-23,6828
2015-11-24,6828
2015-11-25,6828
2015-11-26,6828
2015-11-27,6828
2015-11-28,6500
2015-11-29,6500
2015-11-30,6500
2015-12-01,6500
2015-12-02,6194
2015-12-03,6194
2015-12-04,6194
2015-12-05,6194
2015-12-06,5907
2015-12-07,5907
2015-12-08,5907
2015-12-09,5907
2015-12-10,5627
2015-12-11,5627
2015-12-12,5627
2015-12-13,5627
2015-12-14,5627
2015-12-15,5354
2015-12-16,5354
2015-12-17,5354
2015-12-18,5354
2015-12-19,5354
2015-12-20,5100
2015-12-21,5100
2015-12-22,5100
2015-12-23,5100
2015-12-24,5100
2015-12-25,5100
2015-12-26,4855
2015-12-27,4855
2015-12-28,4855
2015-12-29,4855
2015-12-30,4619
2015-12-31,4619
2016-01-01,4619
2016-01-02,4619
2016-01-03,4399
2016-01-04,4399
2016-01-05,4399
2016-01-06,4399
2016-01-07,4198
2016-01-08,4198
2016-01-09,4198
2016-01-10,4198
2016-01-11,4198
2016-01-12,3995
2016-01-13,3995
2016-01-14,3995
2016-01-15,3995
2016-01-16,3804
2016-01-17,3804
2016-01-18,3804
2016-01-19,3804
2016-01-20,3622
2016-01-21,3622
2016-01-22,3622
2016-01-23,3622
2016-01-24,3622
2016-01-25,3448
2016-01-26,3448
2016-01-27,3448
2016-01-28,3448
2016-01-29,3280
2016-01-30,3280
2016-01-31,3280
2016-02-01,3280
2016-02-02,3129
2016-02-03,3129
2016-02-04,3129
2016-02-05,3129
2016-02-06,2980
2016-02-07,2980
2016-02-08,2980
2016-02-09,2980
2016-02-10,2840
2016-02-11,2840
2016-02-12,2840
2016-02-13,2840
2016-02-14,2708
2016-02-15,2708
2016-02-16,2708
2016-02-17,2579
2016-02-18,2579
2016-02-19,2579
2016-02-20,2579
2016-02-21,2459
2016-02-22,2459
2016-02-23,2459
2016-02-24,2459
2016-02-25,2342
2016-02-26,2342
2016-02-27,2342
2016-02-28,2342
2016-02-29,2233
2016-03-01,2233
2016-03-02,2233
2016-03-03,2233
2016-03-04,2127
2016-03-05,2127
2016-03-06,2127
2016-03-07,2127
2016-03-08,2127
2016-03-09,2032
2016-03-10,2032
2016-03-11,2032
2016-03-12,2032
2016-03-13,1934
2016-03-14,1934
2016-03-15,1934
2016-03-16,1934
2016-03-17,1865
2016-03-18,1865
2016-03-19,1865
2016-03-20,1865
2016-03-21,1847
2016-03-22,1847
2016-03-23,1847
2016-03-24,1847
2016-03-25,1847
2016-03-26,1901
2016-03-27,1901
2016-03-28,1901
2016-03-29,1901
2016-03-30,1901
2016-03-31,1810
2016-04-01,1810
2016-04-02,1810
2016-04-03,1810
2016-04-04,1810
2016-04-05,1721
2016-04-06,1721
2016-04-07,1721
2016-04-08,1721
2016-04-09,1637
2016-04-10,1637
2016-04-11,1637
2016-04-12,1637
2016-04-13,1571
2016-04-14,1571
2016-04-15,1571
2016-04-16,1571
2016-04-17,1493
2016-04-18,1493
2016-04-19,1493
2016-04-20,1493
2016-04-21,1420
2016-04-22,1420
2016-04-23,1420
2016-04-24,1420
2016-04-25,1353
2016-04-26,1353
2016-04-27,1353
2016-04-28,1353
2016-04-29,1286
2016-04-30,1286
2016-05-01,1286
2016-05-02,1286
2016-05-03,1221
2016-05-04,1221
2016-05-05,1221
2016-05-06,1221
2016-05-07,1160
2016-05-08,1160
2016-05-09,1160
2016-05-10,1131
2016-05-11,1131
2016-05-12,1131
2016-05-13,1131
2016-05-14,1121
2016-05-15,1121
2016-05-16,1121
2016-05-17,1121
2016-05-18,1141
2016-05-19,1141
2016-05-22,1108
2016-05-23,1108
2016-05-24,1108
2016-05-25,1125
2016-05-26,1125
2016-05-27,1125
2016-05-28,1125
2016-05-29,1080
2016-05-30,1080
2016-05-31,1080
2016-06-01,1080
2016-06-02,1097
2016-06-03,1097
2016-06-04,1097
2016-06-05,1097
2016-06-06,1111
2016-06-07,1111
2016-06-08,1111
2016-06-09,1111
2016-06-10,1100
2016-06-11,1100
2016-06-12,1100
2016-06-13,1100
2016-06-14,1053
2016-06-15,1053
2016-06-16,1053
2016-06-17,1053
2016-06-18,1036
2016-06-19,1036
2016-06-20,1036
2016-06-21,1018
2016-06-22,1018
2016-06-23,1018
2016-06-24,1012
2016-06-25,1012
2016-06-26,1012
2016-06-27,1012
2016-06-28,988
2016-06-29,988
2016-06-30,988
2016-07-01,962
2016-07-02,962
2016-07-03,962
2016-07-04,917
2016-07-05,917
2016-07-06,917
2016-07-07,917
2016-07-08,873
2016-07-09,873
2016-07-10,873
2016-07-11,829
2016-07-12,829
2016-07-13,829
2016-07-14,797
2016-07-15,797
2016-07-16,797
2016-07-17,797
2016-07-18,758
2016-07-23,720
2016-07-24,720
2016-07-25,720
2016-07-26,708
2016-07-27,708
2016-07-28,708
2016-07-29,708
2016-07-30,680
2016-07-31,680
2016-08-01,680
2016-08-02,680
2016-08-03,680
2016-08-04,674
2016-08-05,674
2016-08-06,674
2016-08-07,674
2016-08-08,650
2016-08-09,650
2016-08-10,650
2016-08-11,650
2016-08-12,625
2016-08-13,625
2016-08-14,625
2016-08-15,625
2016-08-16,610
2016-08-17,610
2016-08-18,610
2016-08-19,610
2016-08-20,585
2016-08-21,585
2016-08-22,585
2016-08-23,585
2016-08-24,556
2016-08-25,556
2016-08-26,556
2016-08-28,556
2016-08-31,528
2016-09-01,528
2016-09-02,528
2016-09-03,502
2016-09-04,502
2016-09-05,502
2016-09-06,502
2016-09-07,477
2016-09-08,477
2016-09-09,477
2016-09-10,477
2016-09-11,477
2016-09-12,470
2016-09-13,470
2016-09-14,470
2016-09-15,470
2016-09-16,470
2016-09-17,486
2016-09-18,486
2016-09-19,486
2016-09-20,486
2016-09-21,486
2016-09-22,483
2016-09-23,483
2016-09-24,483
2016-09-25,483
2016-09-26,483
2016-09-27,482
2016-09-28,482
2016-09-29,482
2016-09-30,482
2016-10-01,478
2016-10-02,478
2016-10-03,478
2016-10-04,478
2016-10-05,478
2016-10-06,478
2016-10-07,461
2016-10-08,461
2016-10-09,461
2016-10-10,461
2016-10-11,461
2016-10-12,449
2016-10-13,449
2016-10-14,449
2016-10-15,449
2016-10-16,449
2016-10-17,462
2016-10-18,462
2016-10-19,462
2016-10-20,462
2016-10-21,462
2016-10-22,484
2016-10-23,484
2016-10-24,484
2016-10-25,484
2016-10-26,488
2016-10-27,488
2016-10-28,488
2016-10-29,488
2016-10-30,488
2016-10-31,478
2016-11-01,478
2016-11-02,478
2016-11-03,478
2016-11-04,478
2016-11-05,478
2016-11-06,481
2016-11-07,481
2016-11-08,481
2016-11-09,481
2016-11-10,481
2016-11-11,472
2016-11-12,472
2016-11-13,472
2016-11-14,472
2016-12-07,538
2016-12-08,538
2016-12-09,550
2016-12-10,550
2016-12-11,550
2016-12-12,550
2016-12-13,562
2016-12-14,562
2016-12-15,562
2016-12-16,562
2016-12-17,536
2016-12-18,536
2016-12-19,536
2016-12-20,536
2016-12-21,509
2016-12-22,509
2016-12-23,509
2016-12-24,509
2016-12-25,509
2016-12-26,509
2016-12-27,509
2016-12-28,512
2016-12-29,512
2016-12-30,512
2016-12-31,512
2017-01-01,514
2017-01-02,514
2017-01-03,514
2017-01-04,501
2017-01-05,501
2017-01-06,501
2017-01-07,501
2017-01-08,517
2017-01-09,517
2017-01-10,517
2017-01-11,525
2017-01-12,525
2017-01-13,525
2017-01-14,524
2017-01-15,524
2017-01-16,524
2017-01-17,523
2017-01-18,523
2017-01-19,523
2017-01-20,523
2017-01-21,523
2017-01-22,523
2017-01-27,524
2017-01-28,523
2017-01-29,523
2017-01-30,523
2017-01-31,523
2017-02-01,545
2017-02-02,545
2017-02-03,545
2017-02-04,545
2017-02-05,528
2017-02-06,528
2017-02-07,528
2017-02-08,510
2017-02-09,510
2017-02-10,510
2017-02-11,485
2017-02-12,485
2017-02-13,485
2017-02-14,464
2017-02-15,464
2017-02-16,464
2017-02-18,461
2017-02-19,461
2017-02-20,461
2017-02-21,443
2017-02-22,443
2017-02-23,443
2017-02-24,443
2017-02-25,435
2017-02-26,435
2017-02-27,435
2017-02-28,435
2017-03-01,436
2017-03-02,436
2017-03-03,436
2017-03-04,436
2017-03-05,445
2017-03-06,445
2017-03-07,445
2017-03-08,457
2017-03-09,457
2017-03-10,457
2017-03-11,457
2017-03-12,467
2017-03-13,467
2017-03-14,467
2017-03-15,463
2017-03-16,463
2017-03-17,463
2017-03-18,463
2017-03-19,449
2017-03-20,449
2017-03-21,449
2017-03-22,433
2017-03-23,433
2017-03-24,433
2017-03-25,433
2017-03-26,419
2017-03-27,419
2017-03-28,419
2017-03-29,416
2017-03-30,416
2017-03-31,416
2017-04-01,416
2017-04-02,422
2017-04-03,422
2017-04-04,422
2017-04-12,410
2017-04-13,411
2017-04-14,411
2017-04-15,411
2017-04-16,425
2017-04-17,425
2017-04-18,425
2017-04-19,442
2017-04-20,442
2017-04-21,442
2017-04-22,442
2017-04-23,440
2017-04-24,440
2017-04-25,440
2017-04-26,431
2017-04-27,431
2017-04-28,431
2017-04-29,427
2017-04-30,427
2017-05-01,427
2017-05-02,427
2017-05-03,434
2017-05-04,434
2017-05-05,434
2017-05-06,434
2017-05-07,430
2017-05-08,430
2017-05-09,430
2017-05-10,431
2017-05-11,431
2017-05-12,431
2017-05-13,431
2017-05-14,429
2017-05-15,429
2017-05-16,429
2017-05-17,414
2017-05-18,414
2017-05-19,414
2017-05-20,396
2017-05-21,396
2017-05-22,396
2017-05-23,396
2017-05-24,379
2017-05-25,379
2017-05-26,379
2017-05-27,381
2017-05-28,381
2017-05-29,381
2017-05-30,381
2017-05-31,398
2017-06-01,398
2017-06-02,398
2017-06-03,398
2017-06-06,396
2017-06-07,388
2017-06-08,388
2017-06-09,388
2017-06-10,388
2017-06-11,370
2017-06-12,370
2017-06-13,370
2017-06-14,370
2017-06-15,358
2017-06-16,358
2017-06-17,358
2017-06-18,348
2017-06-19,348
2017-06-20,348
2017-06-21,348
2017-06-22,340
2017-06-23,340
2017-06-24,340
2017-06-25,348
2017-06-26,348
2017-06-27,358
2017-06-28,358
2017-06-29,358
2017-06-30,366
2017-07-01,366
2017-07-02,366
2017-07-03,366
2017-07-04,369
2017-07-05,369
2017-07-06,369
2017-07-07,369
2017-07-08,369
2017-07-13,374
2017-07-14,374
2017-07-15,374
2017-07-16,378
2017-07-17,378
2017-07-18,378
2017-07-19,381
2017-07-20,381
2017-07-21,381
2017-07-22,393
2017-07-23,393
2017-07-24,393
2017-07-25,387
2017-07-26,387
2017-07-27,387
2017-07-28,400
2017-07-29,400
2017-07-30,400
2017-07-31,389
2017-08-01,389
2017-08-02,394
2017-08-03,394
2017-08-04,394
2017-08-05,404
2017-08-06,404
2017-08-09,401
2017-08-10,398
2017-08-11,398
2017-08-12,398
2017-08-13,411
2017-08-14,411
2017-08-15,411
2017-08-16,423
2017-08-17,423
2017-08-18,423
2017-08-19,419
2017-08-20,419
2017-08-21,419
2017-08-22,420
2017-08-23,420
2017-08-24,420
2017-08-25,420
2017-08-26,431
2017-08-27,431
2017-08-28,431
2017-08-29,448
2017-08-30,448
2017-08-31,448
2017-09-01,467
2017-09-02,467
2017-09-03,467
2017-09-04,480
2017-09-05,480
2017-09-06,480
2017-09-07,499
2017-09-08,499
2017-09-09,499
2017-09-10,523
2017-09-11,523
2017-09-12,523
2017-09-13,541
2017-09-14,541
2017-09-15,541
2017-09-16,541
2017-09-17,543
2017-09-19,543
2017-09-20,536
2017-09-21,536
2017-09-22,536
2017-09-23,536
2017-09-24,558
2017-09-25,558
2017-09-26,558
2017-09-27,558
2017-09-28,574
2017-09-29,574
2017-09-30,574
2017-10-01,600
2017-10-02,600
2017-10-03,600
2017-10-04,600
2017-10-05,627
2017-10-06,627
2017-10-07,627
2017-10-08,627
2017-10-09,658
2017-10-10,658
2017-10-11,658
2017-10-12,658
2017-10-13,684
2017-10-14,684
2017-10-15,684
2017-10-16,684
2017-10-17,706
2017-10-18,706
2017-10-19,706
2017-10-20,726
2017-10-21,726
2017-10-22,726
2017-10-23,746
2017-10-24,746
2017-10-25,746
2017-10-26,740
2017-10-27,740
2017-10-28,740
2017-10-29,740
2017-10-30,752
2017-10-31,752
2017-11-02,752
2017-11-03,767
2017-11-04,767
2017-11-05,767
2017-11-06,790
2017-11-07,790
2017-11-08,790
2017-11-09,790
2017-11-10,803
2017-11-11,803
2017-11-12,803
2017-11-13,803
2017-11-14,828
2017-11-15,828
2017-11-16,828
2017-11-17,844
2017-11-18,844
2017-11-19,844
2017-11-20,830
2017-11-21,830
2017-11-22,830
2017-11-23,836
2017-11-24,836
2017-11-25,836
2017-11-26,846
2017-11-27,846
2017-11-28,846
2017-11-29,846
2017-11-30,840
2017-12-01,840
2017-12-02,840
2017-12-03,861
2017-12-04,861
2017-12-05,861
2017-12-06,861
2017-12-07,839
2017-12-08,839
2017-12-09,839
2017-12-10,839
2017-12-11,798
2017-12-12,798
2017-12-14,798
2017-12-15,758
2017-12-17,758
2017-12-18,731
2017-12-19,731
2017-12-20,731
2017-12-21,695
2017-12-22,695
2017-12-23,695
2017-12-24,695
2017-12-25,686
2017-12-26,686
2017-12-27,686
2017-12-28,686
2017-12-29,673
2017-12-30,673
2017-12-31,673
2018-01-01,663
2018-01-02,663
2018-01-03,663
2018-01-04,636
2018-01-05,636
2018-01-06,624
2018-01-07,624
2018-01-08,624
2018-01-09,610
2018-01-10,610
2018-01-11,610
2018-01-12,588
2018-01-13,588
2018-01-14,588
2018-01-15,585
2018-01-16,585
2018-01-17,587
2018-01-18,587
2018-01-19,587
2018-01-20,591
2018-01-21,591
2018-01-22,591
2018-01-23,593
2018-01-25,610
2018-01-26,610
2018-01-27,629
2018-01-28,615
2018-01-29,615
2018-01-31,615
2018-02-01,638
2018-02-02,638
2018-02-03,639
2018-02-04,639
2018-02-05,636
2018-02-06,636
2018-02-07,659
2018-02-08,659
2018-02-09,652
2018-02-10,652
2018-02-11,685
2018-02-12,685
2018-02-13,696
2018-02-14,696
2018-02-15,715
2018-02-16,715
2018-02-17,737
2018-02-18,737
2018-02-19,772
2018-02-20,772
2018-02-21,772
2018-02-22,772
2018-02-23,781
2018-02-24,781
2018-02-25,767
2018-02-26,767
2018-02-27,753
2018-03-01,717
2018-03-02,731
2018-03-03,727
2018-03-04,727
2018-03-05,747
2018-03-06,747
2018-03-07,750
2018-03-08,750
2018-03-09,777
2018-03-10,777
2018-03-11,802
2018-03-12,802
2018-03-13,803
2018-03-14,803
2018-03-15,792
2018-03-16,792
2018-03-17,794
2018-03-18,794
2018-03-19,825
2018-03-20,825
2018-03-21,858
2018-03-23,886
2018-03-24,886
2018-03-26,875
2018-03-27,864
2018-03-28,864
2018-03-29,848
2018-03-30,848
2018-03-31,874
2018-04-01,874
2018-04-02,840
2018-04-03,840
2018-04-04,869
2018-04-05,869
2018-04-06,899
2018-04-07,899
2018-04-08,931
2018-04-09,931
2018-04-10,943
2018-04-11,943
2018-04-12,920
2018-04-13,920
2018-04-14,920
2018-04-15,886
2018-04-16,886
2018-04-17,885
2018-04-18,885
2018-04-19,861
2018-04-20,861
2018-04-21,817
2018-04-22,817
2018-04-23,784
2018-04-24,784
2018-04-25,805
2018-04-26,805
2018-04-27,832
2018-04-28,832
2018-04-29,864
2018-04-30,864
2018-05-01,897
2018-05-04,872
2018-05-05,844
2018-05-06,844
2018-05-07,813
2018-05-08,813
2018-05-09,796
2018-05-10,796
2018-05-11,809
2018-05-12,809
2018-05-13,828
2018-05-14,828
2018-05-15,837
2018-05-16,837
2018-05-17,842
2018-05-18,852
2018-05-19,852
2018-05-20,864
2018-05-21,864
2018-05-22,838
2018-05-23,815
2018-05-24,815
2018-05-25,839
2018-05-26,849
2018-05-27,849
2018-05-28,879
2018-05-29,879
2018-05-30,915
2018-05-31,915
2018-06-01,943
2018-06-02,961
2018-06-03,961
2018-06-04,988
2018-06-05,1036
2018-06-06,1041
2018-06-07,1041
2018-06-08,1076
2018-06-09,1076
2018-06-10,1086
2018-06-11,1086
2018-06-12,1085
2018-06-13,1049
2018-06-14,1049
2018-06-15,1036
2018-06-16,1036
2018-06-17,1063
2018-06-18,1063
2018-06-19,1039
2018-06-20,1039
2018-06-21,1081
2018-06-22,1062
2018-06-23,1062
2018-06-24,1083
2018-06-25,1083
2018-06-26,1080
2018-06-27,1080
2018-06-28,1052
2018-06-29,1052
2018-06-30,1073
2018-07-01,1097
2018-07-02,1097
2018-07-03,1136
2018-07-04,1136
2018-07-05,1139
2018-07-06,1114
2018-07-07,1114
2018-07-08,1071
2018-07-09,1071
2018-07-10,1087
2018-07-11,1087
2018-07-12,1087
2018-07-13,1056
2018-07-14,1032
2018-07-15,1032
2018-07-16,1028
2018-07-17,1028
2018-07-18,1028
2018-07-19,1001
2018-07-20,1001
2018-07-21,1037
2018-07-22,1062
2018-07-23,1045
2018-07-24,1045
2018-07-25,1045
2018-07-26,1045
2018-07-27,993
2018-07-28,993
2018-07-29,998
2018-07-30,998
2018-07-31,1007
2018-08-01,1007
2018-08-02,979
2018-08-03,979
2018-08-04,951
2018-08-05,917
2018-08-06,917
2018-08-07,875
2018-08-08,886
2018-08-09,886
2018-08-10,866
2018-08-11,843
2018-08-12,871
2018-08-14,871
2018-08-16,874
2018-08-17,835
2018-08-18,835
2018-08-19,838
2018-08-20,799
2018-08-21,799
2018-08-22,792
2018-08-23,792
2018-08-24,829
2018-08-25,869
2018-08-26,869
2018-08-27,847
2018-08-28,880
2018-08-29,880
2018-08-30,907
2018-08-31,869
2018-09-01,901
2018-09-02,901
2018-09-03,891
2018-09-04,859
2018-09-05,859
2018-09-06,863
2018-09-07,879
2018-09-08,908
2018-09-09,908
2018-09-10,949
2018-09-11,949
2018-09-12,988
2018-09-13,988
2018-09-14,1014
2018-09-15,1046
2018-09-16,1046
2018-09-17,1040
2018-09-18,1072
2018-09-19,1072
2018-09-20,1087
2018-09-21,1087
2018-09-22,1085
2018-09-23,1092
2018-09-24,1092
2018-09-25,1097
2018-09-26,1091
2018-09-27,1091
2018-09-28,1081
2018-09-29,1081
2018-09-30,1064
2018-10-02,1085
2018-10-03,1081
2018-10-04,1081
2018-10-05,1098
2018-10-06,1108
2018-10-07,1108
2018-10-08,1083
2018-10-09,1116
2018-10-10,1141
2018-10-11,1174
2018-10-12,1174
2018-10-13,1175
2018-10-14,1175
2018-10-15,1143
2018-10-16,1143
2018-10-17,1119
2018-10-18,1116
2018-10-19,1116
2018-10-20,1116
2018-10-21,1094
2018-10-22,1098
2018-10-23,1098
2018-10-24,1120
2018-10-25,1120
2018-10-26,1137
2018-10-27,1138
2018-10-28,1096
2018-10-29,1096
2018-10-30,1071
2018-10-31,1071
2018-11-01,1092
2018-11-03,1001
2018-11-04,1010
2018-11-05,999
2018-11-06,1006
2018-11-07,1006
2018-11-08,1022
2018-11-09,1038
2018-11-10,1067
2018-11-11,1051
2018-11-12,1023
2018-11-13,971
2018-11-14,924
2018-11-15,894
2018-11-16,872
2018-11-17,859
2018-11-18,820
2018-11-19,786
2018-11-20,746
2018-11-21,737
2018-11-22,722
2018-11-23,739
2018-11-24,742
2018-11-25,725
2018-11-26,723
2018-11-27,725
2018-11-28,723
2018-11-29,722
2018-12-01,689
2018-12-02,654
2018-12-03,654
2018-12-04,626
2018-12-05,626
2018-12-07,615
2018-12-09,611
2018-12-10,583
2018-12-11,605
2018-12-12,629
2018-12-13,655
2018-12-14,682
2018-12-15,651
2018-12-16,672
2018-12-17,672
2018-12-18,657
2018-12-19,664
2018-12-20,687
2018-12-21,707
2018-12-22,689
2018-12-23,674
2018-12-24,690
2018-12-25,690
2018-12-26,683
2018-12-27,649
2018-12-28,649
2018-12-29,632
2018-12-30,600
2018-12-31,570
2019-01-01,548
2019-01-02,560
2019-01-03,569
2019-01-04,557
2019-01-05,576
2019-01-06,598
2019-01-08,597
2019-01-10,566
2019-01-11,539
2019-01-12,551
2019-01-13,574
2019-01-14,591
2019-01-15,597
2019-01-16,591
2019-01-17,567
2019-01-18,576
2019-01-19,572
2019-01-20,581
2019-01-22,614
2019-01-23,625
2019-01-24,619
2019-01-25,629
2019-01-26,607
2019-01-27,619
2019-01-29,626
2019-01-30,652
2019-01-31,652
2019-02-01,675
2019-02-02,703
2019-02-03,694
2019-02-04,694
2019-02-05,717
2019-02-06,717
2019-02-07,746
2019-02-08,777
2019-02-09,810
2019-02-10,832
2019-02-11,815
2019-02-12,806
2019-02-13,840
2019-02-14,840
2019-02-15,856
2019-02-16,856
2019-02-17,898
2019-02-18,942
2019-02-19,989
2019-02-20,1016
2019-02-21,1003
2019-02-22,1046
2019-02-23,1042
2019-02-24,1064
2019-02-25,1024
2019-02-26,995
2019-02-27,947
2019-02-28,947
2019-03-01,918
2019-03-02,918
2019-03-03,888
2019-03-04,892
2019-03-05,893
2019-03-06,875
2019-03-07,863
2019-03-08,863
2019-03-09,830
2019-03-10,788
2019-03-11,748
2019-03-12,722
2019-03-13,722
2019-03-14,703
2019-03-15,703
2019-03-16,692
2019-03-17,672
2019-03-18,672
2019-03-19,638
2019-03-20,607
2019-03-21,611
2019-03-22,611
2019-03-23,599
2019-03-24,605
2019-03-25,605
2019-03-26,601
2019-03-27,601
2019-03-28,570
2019-03-29,559
2019-03-30,559
2019-03-31,578
2019-04-01,564
2019-04-02,564
2019-04-03,553
2019-04-04,543
2019-04-05,543
2019-04-06,515
2019-04-07,523
2019-04-08,534
2019-04-09,534
2019-04-10,510
2019-04-11,500
2019-04-12,481
2019-04-13,496
2019-04-14,516
2019-04-15,516
2019-04-16,525
2019-04-17,525
2019-04-18,503
2019-04-19,503
2019-04-20,502
2019-04-21,502
2019-04-22,477
2019-04-23,469
2019-04-24,479
2019-04-25,479
2019-04-26,455
2019-04-27,455
2019-04-28,447
2019-04-29,447
2019-04-30,452
2019-05-01,452
2019-05-02,443
2019-05-03,420
2019-05-04,415
2019-05-05,430
2019-05-06,430
2019-05-07,437
2019-05-08,441
2019-05-09,441
2019-05-10,459
2019-05-11,478
2019-05-12,502
2019-05-13,528
2019-05-14,553
2019-05-15,553
2019-05-16,566
2019-05-17,566
2019-05-18,595
2019-05-19,595
2019-05-20,583
2019-05-21,583
2019-05-22,604
2019-05-23,612
2019-05-24,612
2019-05-25,633
2019-05-26,633
2019-05-27,653
2019-05-28,664
2019-05-29,681
2019-05-30,699
2019-05-31,699
2019-06-01,698
2019-06-02,716
2019-06-03,750
2019-06-04,788
2019-06-05,827
2019-06-06,856
2019-06-07,874
2019-06-08,907
2019-06-09,938
2019-06-10,938
2019-06-11,951
2019-06-12,951
2019-06-13,911
2019-06-14,916
2019-06-15,916
2019-06-16,927
2019-06-17,963
2019-06-18,963
2019-06-19,961
2019-06-20,978
2019-06-21,977
2019-06-22,977
2019-06-23,970
2019-06-24,970
2019-06-25,986
2019-06-26,986
2019-06-27,1013
2019-06-28,1013
2019-06-29,1005
2019-06-30,992
2019-07-01,992
2019-07-02,984
2019-07-03,962
2019-07-04,962
2019-07-05,961
2019-07-06,961
2019-07-07,953
2019-07-08,953
2019-07-09,967
2019-07-10,961
