date_obj,Yellow%20partyhat price
2017-07-05,1953
2017-07-06,1953
2017-07-07,1953
2017-07-08,1953
2017-07-13,1973
2017-07-14,1981
2017-07-15,1981
2017-07-16,1981
2017-07-17,1981
2017-07-18,1981
2017-07-19,1983
2017-07-20,1983
2017-07-21,1983
2017-07-22,2001
2017-07-23,2001
2017-07-24,2001
2017-07-25,2001
2017-07-26,2014
2017-07-27,2014
2017-07-28,2014
2017-07-29,2014
2017-07-30,2063
2017-07-31,2063
2017-08-01,2063
2017-08-02,2063
2017-08-03,2029
2017-08-04,2029
2017-08-05,2029
2017-08-06,2029
2017-08-09,2102
2017-08-10,2102
2017-08-11,2176
2017-08-12,2176
2017-08-13,2176
2017-08-14,2176
2017-08-15,2206
2017-08-16,2206
2017-08-17,2206
2017-08-18,2206
2017-08-19,2274
2017-08-20,2274
2017-08-21,2274
2017-08-22,2323
2017-08-23,2323
2017-08-24,2323
2017-08-25,2323
2017-08-26,2423
2017-08-27,2423
2017-08-28,2423
2017-08-29,2423
2017-08-30,2513
2017-08-31,2513
2017-09-01,2513
2017-09-02,2593
2017-09-03,2593
2017-09-04,2593
2017-09-05,2593
2017-09-06,2710
2017-09-07,2710
2017-09-08,2710
2017-09-09,2830
2017-09-10,2830
2017-09-11,2830
2017-09-12,2830
2017-09-13,2909
2017-09-14,2909
2017-09-15,2909
2017-09-16,2909
2017-09-17,2975
2017-09-18,2975
2017-09-19,2975
2017-09-20,2975
2017-09-21,2999
2017-09-22,2999
2017-09-23,2999
2017-09-24,2999
2017-09-25,2945
2017-09-26,2945
2017-09-27,2945
2017-09-28,2945
2017-09-29,2809
2017-09-30,2809
2017-10-01,2809
2017-10-02,2809
2017-10-03,2723
2017-10-04,2723
2017-10-05,2723
2017-10-06,2723
2017-10-07,2723
2017-10-08,2699
2017-10-09,2699
2017-10-10,2699
2017-10-11,2699
2017-10-12,2699
2017-10-13,2747
2017-10-14,2747
2017-10-15,2747
2017-10-16,2747
2017-10-17,2747
2017-10-18,2756
2017-10-19,2756
2017-10-20,2756
2017-10-21,2756
2017-10-22,2787
2017-10-23,2787
2017-10-24,2787
2017-10-25,2787
2017-10-26,2787
2017-10-27,2815
2017-10-28,2815
2017-10-29,2815
2017-10-30,2815
2017-10-31,2815
2017-11-01,2815
2017-11-02,2815
2017-11-03,2815
2017-11-04,2815
2017-11-05,2849
2017-11-06,2849
2017-11-07,2849
2017-11-08,2849
2017-11-09,2849
2017-11-10,2905
2017-11-11,2905
2017-11-12,2905
2017-11-13,2905
2017-11-14,2905
2017-11-15,2954
2017-11-16,2954
2017-11-17,2954
2017-11-18,2954
2017-11-19,2954
2017-11-20,3043
2017-11-21,3043
2017-11-22,3043
2017-11-23,3043
2017-11-24,3043
2017-11-25,3089
2017-11-26,3089
2017-11-27,3089
2017-11-28,3089
2017-11-29,3089
2017-11-30,3166
2017-12-01,3166
2017-12-02,3166
2017-12-03,3166
2017-12-04,3232
2017-12-05,3232
2017-12-06,3232
2017-12-07,3232
2017-12-08,3284
2017-12-09,3284
2017-12-10,3138
2017-12-11,2989
2017-12-12,2989
2017-12-13,2869
2017-12-14,2869
2017-12-15,2748
2017-12-16,2748
2017-12-17,2748
2017-12-18,2652
2017-12-19,2652
2017-12-20,2652
2017-12-21,2582
2017-12-22,2582
2017-12-23,2474
2017-12-24,2474
2017-12-25,2395
2017-12-26,2395
2017-12-27,2291
2017-12-28,2291
2017-12-29,2291
2017-12-30,2269
2017-12-31,2269
2018-01-01,2193
2018-01-02,2193
2018-01-03,2193
2018-01-04,2128
2018-01-05,2128
2018-01-06,2128
2018-01-07,2114
2018-01-08,2114
2018-01-09,2114
2018-01-10,2114
2018-01-11,2155
2018-01-12,2155
2018-01-13,2155
2018-01-14,2154
2018-01-15,2154
2018-01-16,2154
2018-01-17,2148
2018-01-18,2148
2018-01-19,2148
2018-01-20,2148
2018-01-21,2124
2018-01-22,2124
2018-01-23,2124
2018-01-24,2133
2018-01-25,2133
2018-01-26,2133
2018-01-27,2133
2018-01-28,2160
2018-01-29,2160
2018-01-30,2160
2018-02-01,2182
2018-02-02,2182
2018-02-03,2207
2018-02-04,2207
2018-02-05,2207
2018-02-06,2207
2018-02-07,2208
2018-02-08,2208
2018-02-09,2208
2018-02-10,2208
2018-02-11,2115
2018-02-12,2115
2018-02-13,2115
2018-02-14,2115
2018-02-15,2112
2018-02-16,2112
2018-02-17,2112
2018-02-18,2112
2018-02-19,2117
2018-02-20,2117
2018-02-21,2117
2018-02-22,2094
2018-02-23,2094
2018-02-24,2094
2018-02-25,2040
2018-02-26,2040
2018-02-27,1985
2018-02-28,1985
2018-03-01,1985
2018-03-02,1935
2018-03-03,1935
2018-03-04,1935
2018-03-05,1860
2018-03-06,1860
2018-03-07,1787
2018-03-08,1787
2018-03-09,1721
2018-03-10,1721
2018-03-11,1686
2018-03-12,1686
2018-03-13,1675
2018-03-14,1675
2018-03-15,1675
2018-03-16,1661
2018-03-17,1661
2018-03-18,1661
2018-03-20,1722
2018-03-21,1722
2018-03-23,1728
2018-03-24,1728
2018-03-26,1728
2018-03-27,1764
2018-03-28,1764
2018-03-29,1764
2018-03-30,1764
2018-03-31,1791
2018-04-01,1791
2018-04-02,1791
2018-04-03,1812
2018-04-04,1812
2018-04-05,1812
2018-04-06,1812
2018-04-08,1848
2018-04-09,1848
2018-04-10,1848
2018-04-11,1912
2018-04-12,1912
2018-04-13,1912
2018-04-14,1912
2018-04-16,1885
2018-04-17,1885
2018-04-18,1885
2018-04-19,1885
2018-04-20,1939
2018-04-21,1939
2018-04-22,1939
2018-04-23,1939
2018-04-24,2026
2018-04-25,2026
2018-04-26,2026
2018-04-27,2026
2018-04-28,2010
2018-04-29,2010
2018-04-30,2010
2018-05-02,2073
2018-05-03,2073
2018-05-04,2073
2018-05-05,2073
2018-05-06,2073
2018-05-07,2162
2018-05-08,2162
2018-05-09,2162
2018-05-10,2162
2018-05-11,2229
2018-05-12,2229
2018-05-13,2229
2018-05-14,2229
2018-05-15,2301
2018-05-16,2301
2018-05-17,2301
2018-05-18,2301
2018-05-19,2378
2018-05-20,2378
2018-05-21,2378
2018-05-22,2378
2018-05-23,2468
2018-05-24,2468
2018-05-25,2468
2018-05-26,2468
2018-05-27,2520
2018-05-28,2520
2018-05-29,2520
2018-05-30,2520
2018-05-31,2591
2018-06-01,2591
2018-06-02,2591
2018-06-03,2591
2018-06-04,2573
2018-06-05,2573
2018-06-06,2573
2018-06-07,2573
2018-06-08,2559
2018-06-09,2559
2018-06-10,2559
2018-06-11,2559
2018-06-12,2604
2018-06-13,2604
2018-06-14,2604
2018-06-15,2604
2018-06-16,2683
2018-06-17,2683
2018-06-18,2683
2018-06-19,2683
2018-06-20,2683
2018-06-21,2805
2018-06-22,2805
2018-06-23,2805
2018-06-24,2805
2018-06-25,2896
2018-06-26,2896
2018-06-27,2896
2018-06-28,2896
2018-06-29,2932
2018-06-30,2932
2018-07-01,2932
2018-07-02,2932
2018-07-03,2932
2018-07-04,3030
2018-07-05,3030
2018-07-06,3030
2018-07-07,3030
2018-07-08,3128
2018-07-09,3128
2018-07-10,3128
2018-07-11,3128
2018-07-12,3128
2018-07-13,3128
2018-07-14,3021
2018-07-15,3021
2018-07-16,3021
2018-07-17,3021
2018-07-18,3067
2018-07-19,3067
2018-07-20,3067
2018-07-21,3067
2018-07-22,3046
2018-07-23,3046
2018-07-24,3046
2018-07-25,3046
2018-07-26,3110
2018-07-27,3110
2018-07-28,3110
2018-07-29,3222
2018-07-30,3222
2018-07-31,3222
2018-08-01,3311
2018-08-02,3311
2018-08-03,3311
2018-08-04,3463
2018-08-05,3463
2018-08-06,3463
2018-08-07,3463
2018-08-08,3559
2018-08-09,3559
2018-08-10,3559
2018-08-11,3559
2018-08-12,3669
2018-08-14,3669
2018-08-16,3840
2018-08-17,3840
2018-08-18,3840
2018-08-19,3946
2018-08-20,3946
2018-08-21,3946
2018-08-22,4104
2018-08-23,4104
2018-08-24,4104
2018-08-25,4205
2018-08-26,4205
2018-08-27,4205
2018-08-28,4349
2018-08-29,4349
2018-08-30,4349
2018-08-31,4481
2018-09-01,4481
2018-09-02,4687
2018-09-03,4922
2018-09-04,5024
2018-09-05,5103
2018-09-06,5103
2018-09-07,5284
2018-09-08,5284
2018-09-09,5534
2018-09-10,5534
2018-09-11,5802
2018-09-12,5802
2018-09-13,6076
2018-09-14,6076
2018-09-15,6372
2018-09-16,6372
2018-09-17,6673
2018-09-18,6673
2018-09-19,6997
2018-09-20,6997
2018-09-21,7331
2018-09-22,7686
2018-09-23,7686
2018-09-24,8062
2018-09-25,8062
2018-09-26,8466
2018-09-27,8466
2018-09-28,8886
2018-09-29,8886
2018-09-30,9331
2018-10-02,10083
2018-10-03,10586
2018-10-04,10586
2018-10-05,11108
2018-10-06,11658
2018-10-07,11658
2018-10-08,12233
2018-10-09,12233
2018-10-10,12814
2018-10-11,13419
2018-10-12,13419
2018-10-13,13811
2018-10-14,13811
2018-10-15,13648
2018-10-16,13648
2018-10-17,13488
2018-10-18,13488
2018-10-19,13115
2018-10-20,13115
2018-10-21,13115
2018-10-22,12855
2018-10-23,12855
2018-10-24,12855
2018-10-25,12671
2018-10-26,12671
2018-10-27,12130
2018-10-28,12130
2018-10-29,12130
2018-10-30,11755
2018-10-31,11170
2018-11-01,11070
2018-11-03,11059
2018-11-04,11310
2018-11-05,11279
2018-11-06,11541
2018-11-07,11898
2018-11-08,12361
2018-11-09,12852
2018-11-10,13388
2018-11-11,13925
2018-11-12,14610
2018-11-13,15336
2018-11-14,15952
2018-11-15,16685
2018-11-16,17354
2018-11-17,18030
2018-11-18,18900
2018-11-19,19577
2018-11-20,20329
2018-11-21,20329
2018-11-22,21108
2018-11-23,21131
2018-11-24,20404
2018-11-25,19383
2018-11-26,18509
2018-11-27,17583
2018-11-28,16791
2018-11-29,15994
2018-12-01,15243
2018-12-02,14704
2018-12-03,14704
2018-12-04,13970
2018-12-05,13355
2018-12-07,13011
2018-12-09,12682
2018-12-10,12055
2018-12-11,12055
2018-12-12,11517
2018-12-13,10941
2018-12-14,10393
2018-12-15,9873
2018-12-16,9379
2018-12-17,8910
2018-12-18,8464
2018-12-19,8040
2018-12-20,7639
2018-12-21,7268
2018-12-22,6904
2018-12-23,6558
2018-12-24,6245
2018-12-25,5963
2018-12-26,5676
2018-12-27,5440
2018-12-28,5188
2018-12-29,4952
2018-12-30,4728
2018-12-31,4618
2019-01-01,4435
2019-01-02,4268
2019-01-03,4099
2019-01-04,3955
2019-01-05,3858
2019-01-06,3828
2019-01-08,3595
2019-01-10,3456
2019-01-11,3501
2019-01-12,3516
2019-01-13,3528
2019-01-14,3474
2019-01-15,3604
2019-01-16,3647
2019-01-17,3766
2019-01-18,3906
2019-01-19,3962
2019-01-20,4066
2019-01-21,4066
2019-01-22,4119
2019-01-23,4166
2019-01-24,4166
2019-01-25,4231
2019-01-26,4231
2019-01-27,4321
2019-01-28,4321
2019-01-29,4341
2019-01-30,4341
2019-01-31,4420
2019-02-01,4415
2019-02-02,4415
2019-02-03,4393
2019-02-04,4393
2019-02-05,4473
2019-02-06,4473
2019-02-07,4514
2019-02-08,4514
2019-02-09,4399
2019-02-10,4399
2019-02-11,4480
2019-02-12,4480
2019-02-13,4495
2019-02-14,4495
2019-02-15,4557
2019-02-16,4557
2019-02-17,4393
2019-02-18,4393
2019-02-19,4428
2019-02-20,4428
2019-02-21,4384
2019-02-22,4384
2019-02-23,4463
2019-02-24,4463
2019-02-25,4480
2019-02-26,4480
2019-02-27,4520
2019-02-28,4520
2019-03-01,4402
2019-03-02,4402
2019-03-03,4320
2019-03-04,4320
2019-03-05,4201
2019-03-06,4201
2019-03-07,4039
2019-03-08,4039
2019-03-09,4039
2019-03-10,4027
2019-03-11,4027
2019-03-12,3967
2019-03-13,3967
2019-03-14,3945
2019-03-15,3945
2019-03-16,3945
2019-03-17,3915
2019-03-18,3915
2019-03-19,3915
2019-03-20,3894
2019-03-21,3894
2019-03-22,3894
2019-03-23,3725
2019-03-24,3725
2019-03-25,3743
2019-03-26,3743
2019-03-27,3743
2019-03-28,3777
2019-03-29,3777
2019-03-30,3777
2019-03-31,3778
2019-04-01,3778
2019-04-02,3778
2019-04-03,3850
2019-04-04,3850
2019-04-05,3850
2019-04-06,3819
2019-04-07,3819
