date_obj,Zamorak%20platebody price
2019-04-08,67267
2019-04-09,67945
2019-04-10,67784
2019-04-11,67159
2019-04-12,66689
2019-04-13,66174
2019-04-14,65619
2019-04-15,65321
2019-04-16,65062
2019-04-17,65551
2019-04-18,65885
2019-04-19,64646
2019-04-20,62791
2019-04-21,62000
2019-04-22,60517
2019-04-23,59026
2019-04-24,56973
2019-04-25,55083
2019-04-26,53515
2019-04-27,51290
2019-04-28,50182
2019-04-29,50203
2019-04-30,49701
2019-05-01,49907
2019-05-02,49848
2019-05-03,48653
2019-05-04,47436
2019-05-05,46050
2019-05-06,44896
2019-05-07,44478
2019-05-08,44534
2019-05-09,44150
2019-05-10,44372
2019-05-11,43958
2019-05-12,44492
2019-05-13,45200
2019-05-14,46017
2019-05-15,46166
2019-05-16,45261
2019-05-17,44633
2019-05-18,44169
2019-05-19,43118
2019-05-20,43876
2019-05-21,44849
2019-05-22,45386
2019-05-23,46079
2019-05-24,46818
2019-05-25,47384
2019-05-26,47671
2019-05-27,47796
2019-05-28,48397
2019-05-29,47711
2019-05-30,48187
2019-05-31,49195
2019-06-01,49198
2019-06-02,48712
2019-06-03,48272
2019-06-04,47610
2019-06-05,47679
2019-06-06,47763
2019-06-07,48165
2019-06-08,48402
2019-06-09,48873
2019-06-10,48380
2019-06-11,48567
2019-06-12,49062
2019-06-13,49532
2019-06-14,49498
2019-06-15,49576
2019-06-16,49784
2019-06-17,49486
2019-06-18,49722
2019-06-19,49525
2019-06-20,49320
2019-06-21,49856
2019-06-22,50758
2019-06-23,51727
2019-06-24,53118
2019-06-25,54704
2019-06-26,56523
2019-06-27,57976
2019-06-28,59437
2019-06-29,60766
2019-06-30,61464
2019-07-01,62129
2019-07-02,62086
2019-07-03,61750
2019-07-04,60741
2019-07-05,59544
2019-07-06,59355
2019-07-07,60214
2019-07-08,61396
2019-07-09,62397
2019-07-10,62920
2019-07-11,63963
2019-07-12,64394
2019-07-13,64474
2019-07-14,65322
2019-07-15,66487
2019-07-16,66926
2019-07-17,66797
2019-07-18,66231
2019-07-19,67181
2019-07-20,68760
2019-07-21,67368
2019-07-22,66206
2019-07-23,66049
2019-07-24,64777
2019-07-25,64901
2019-07-26,65944
2019-07-27,66836
2019-07-28,67102
2019-07-29,66622
2019-07-30,66543
2019-07-31,65987
2019-08-01,66217
2019-08-02,66744
2019-08-03,66578
2019-08-04,65431
2019-08-05,66325
2019-08-06,65599
2019-08-07,66362
2019-08-08,66119
2019-08-09,65509
2019-08-10,65690
2019-08-11,66334
2019-08-12,66355
2019-08-13,66329
2019-08-14,65511
2019-08-15,65149
2019-08-16,65519
2019-08-17,65519
2019-08-18,66268
2019-08-19,66276
2019-08-20,66239
2019-08-21,65990
2019-08-22,64893
2019-08-23,63483
2019-08-24,62141
2019-08-24,62141
2019-08-25,62567
2019-08-25,62567
2019-08-26,62071
2019-08-26,62071
2019-08-27,61931
2019-08-27,61931
2019-08-28,61289
2019-08-29,60840
2019-08-30,60396
2019-08-31,59770
2019-09-01,59584
2019-09-02,59469
2019-09-03,60279
2019-09-04,58910
2019-09-05,58840
2019-09-06,58564
2019-09-07,57859
2019-09-08,58513
2019-09-09,58310
2019-09-10,57923
2019-09-11,56289
2019-09-12,54378
2019-09-13,52726
2019-09-14,51440
2019-09-15,50686
2019-09-16,49656
2019-09-17,50152
2019-09-18,50002
2019-09-19,50684
2019-09-20,51300
2019-09-21,50956
2019-09-22,50544
2019-09-23,50493
2019-09-24,50171
2019-09-25,49501
2019-09-26,50027
2019-09-27,50809
2019-09-28,49799
2019-09-29,48583
2019-09-30,47716
2019-10-01,47777
2019-10-02,46831
2019-10-03,46307
2019-10-04,46323
2019-10-05,46364
2019-10-06,46697
2019-10-07,46185
2019-10-08,46426
2019-10-09,46426
2019-10-10,47069
2019-10-11,46290
2019-10-12,45901
2019-10-13,44776
2019-10-14,44650
2019-10-15,44255
2019-10-16,43686
2019-10-17,43757
2019-10-18,42795
2019-10-19,42587
2019-10-20,43475
2019-10-21,42395
2019-10-22,42736
2019-10-23,42289
2019-10-24,42072
2019-10-25,42114
2019-10-26,41530
2019-10-27,41551
2019-10-28,41195
2019-10-29,41531
2019-10-30,41740
2019-10-31,42333
2019-11-01,42945
2019-11-02,43279
2019-11-03,44092
2019-11-04,44809
2019-11-05,45405
2019-11-06,46116
2019-11-07,46212
2019-11-08,45077
2019-11-09,44142
2019-11-10,43848
2019-11-11,43063
2019-11-12,42870
2019-11-13,42210
2019-11-14,42450
2019-11-15,42643
2019-11-16,42939
2019-11-17,42876
2019-11-18,43180
2019-11-19,43262
2019-11-20,43496
2019-11-21,44026
2019-11-22,44964
2019-11-23,45298
2019-11-24,45682
2019-11-25,45130
2019-11-26,45031
2019-11-27,45363
2019-11-28,46386
2019-11-29,48317
2019-11-30,48150
2019-12-01,48299
2019-12-02,48510
2019-12-03,49687
2019-12-04,50411
2019-12-05,50790
2019-12-06,50381
2019-12-07,49202
2019-12-08,48872
2019-12-09,48623
2019-12-10,48889
2019-12-11,48755
2019-12-12,49239
2019-12-13,50019
2019-12-14,50729
2019-12-15,50945
2019-12-16,51088
2019-12-17,51767
2019-12-18,53004
2019-12-19,53851
2019-12-20,54758
2019-12-21,55701
2019-12-22,56349
2019-12-23,56662
2019-12-24,57097
2019-12-25,56519
2019-12-26,57373
2019-12-27,57505
2019-12-28,58399
2019-12-29,57388
2019-12-30,56731
2019-12-31,56093
2020-01-01,55793
2020-01-02,56007
2020-01-03,55059
2020-01-04,54360
2020-01-05,53894
2020-01-06,54348
2020-01-07,54814
2020-01-08,55845
2020-01-09,56380
2020-01-10,56389
2020-01-11,56300
2020-01-12,55075
2020-01-13,54724
2020-01-14,54722
2020-01-15,55470
2020-01-16,55913
2020-01-17,55715
2020-01-18,54896
2020-01-19,53778
2020-01-20,53460
2020-01-21,51935
2020-01-22,52009
2020-01-23,51661
2020-01-24,51406
2020-01-25,51292
2020-01-26,50396
2020-01-27,50548
2020-01-28,51505
2020-01-29,51864
2020-01-30,52330
2020-01-31,51610
2020-02-01,52092
2020-02-02,51812
2020-02-03,51403
2020-02-04,51343
2020-02-05,50478
2020-02-06,50286
2020-02-07,50387
2020-02-08,49828
2020-02-09,49288
2020-02-10,49056
2020-02-11,48701
2020-02-12,48494
2020-02-13,47624
2020-02-14,46597
2020-02-15,46179
2020-02-16,45359
2020-02-17,44101
2020-02-18,42788
2020-02-19,42292
2020-02-20,42248
2020-02-21,42248
2020-02-22,42380
2020-02-23,43049
2020-02-24,43367
2020-02-25,42184
2020-02-26,41795
2020-02-27,42777
2020-02-28,43106
2020-02-29,43822
2020-03-01,43358
2020-03-02,42822
2020-03-03,42933
2020-03-04,42843
2020-03-05,43490
2020-03-06,43558
2020-03-07,43818
2020-03-08,43488
2020-03-09,43621
2020-03-10,44068
2020-03-11,44170
2020-03-12,44235
2020-03-13,44384
2020-03-14,44689
2020-03-15,44897
2020-03-16,44251
2020-03-17,43927
2020-03-18,43911
2020-03-19,44041
2020-03-20,44196
2020-03-21,44452
2020-03-22,43986
2020-03-23,43872
2020-03-24,43243
2020-03-25,43012
2020-03-26,42719
2020-03-27,42498
2020-03-28,41785
2020-03-29,42269
2020-03-30,42748
2020-03-31,42303
2020-04-01,42150
2020-04-02,41923
2020-04-03,41697
2020-04-04,40920
2020-04-05,41208
2020-04-06,41087
2020-04-07,41354
2020-04-08,41510
2020-04-09,41508
2020-04-10,40934
2020-04-11,40658
2020-04-12,40914
2020-04-13,41118
2020-04-14,41372
2020-04-15,41239
2020-04-16,40525
2020-04-17,40352
2020-04-18,40072
2020-04-19,39830
2020-04-20,40277
2020-04-21,40819
2020-04-22,42030
2020-04-23,42848
2020-04-24,43103
2020-04-25,43780
2020-04-26,44254
2020-04-27,45052
2020-04-28,46167
2020-04-29,46781
2020-04-30,47271
2020-05-01,47306
2020-05-02,47131
2020-05-03,46439
2020-05-04,45575
2020-05-05,44372
2020-05-06,43331
2020-05-07,43567
2020-05-08,43811
2020-05-09,43825
2020-05-10,44122
2020-05-11,43289
2020-05-12,43317
2020-05-13,42513
