date_obj,Infinity%20boots price
2015-07-15,1341368
2015-07-16,1398927
2015-07-17,1379867
2015-07-18,1394651
2015-07-19,1450714
2015-07-20,1517121
2015-07-21,1589215
2015-07-22,1640261
2015-07-23,1640261
2015-07-24,1685634
2015-07-25,1738145
2015-07-26,1736390
2015-07-27,1783003
2015-07-28,1772227
2015-07-29,1700541
2015-07-30,1628550
2015-07-31,1547122
2015-08-01,1542244
2015-08-02,1553560
2015-08-03,1631106
2015-08-04,1711343
2015-08-05,1669283
2015-08-06,1640828
2015-08-07,1581740
2015-08-08,1631577
2015-08-09,1601319
2015-08-10,1558403
2015-08-11,1584898
2015-08-12,1560708
2015-08-13,1538261
2015-08-14,1581793
2015-08-15,1561959
2015-08-16,1541147
2015-08-17,1515026
2015-08-18,1536749
2015-08-19,1555774
2015-08-20,1549259
2015-08-21,1592222
2015-08-22,1557623
2015-08-23,1563426
2015-08-24,1537669
2015-08-25,1547394
2015-08-26,1595697
2015-08-27,1534852
2015-08-28,1458109
2015-08-29,1385247
2015-08-30,1315984
2015-08-31,1250192
2015-09-01,1187682
2015-09-02,1129678
2015-09-03,1115089
2015-09-04,1059570
2015-09-05,1049523
2015-09-06,1076961
2015-09-07,1059000
2015-09-08,1041471
2015-09-09,1013609
2015-09-10,992776
2015-09-11,950014
2015-09-12,904815
2015-09-13,895995
2015-09-14,925361
2015-09-15,971630
2015-09-16,1020186
2015-09-17,980853
2015-09-18,931810
2015-09-19,900730
2015-09-20,893386
2015-09-21,931656
2015-09-22,978127
2015-09-23,986163
2015-09-24,963126
2015-09-25,954248
2015-09-27,1005064
2015-09-28,1023067
2015-09-29,1041346
2015-09-30,1035122
2015-10-05,1002579
2015-10-06,1005475
2015-10-07,1004643
2015-10-08,974833
2015-10-09,980118
2015-10-10,973777
2015-10-11,940477
2015-10-12,915441
2015-10-13,933238
2015-10-14,921751
2015-10-15,951215
2015-10-16,953847
2015-10-17,964037
2015-10-18,973849
2015-10-19,954321
2015-10-20,919914
2015-10-22,916955
2015-10-23,926488
2015-10-24,949754
2015-10-25,969253
2015-10-26,979737
2015-10-27,981629
2015-10-29,1032690
2015-10-30,1071134
2015-10-31,1021806
2015-11-01,970715
2015-11-02,951301
2015-11-03,905100
2015-11-04,904571
2015-11-05,912631
2015-11-06,916588
2015-11-07,944318
2015-11-08,952577
2015-11-09,945238
2015-11-10,925538
2015-11-11,929864
2015-11-12,937218
2015-11-13,979117
2015-11-14,992847
2015-11-15,1020405
2015-11-16,1057295
2015-11-17,1093923
2015-11-18,1084616
2015-11-19,1079271
2015-11-20,1073160
2015-11-21,1073160
2015-11-22,1113515
2015-11-23,1113515
2015-11-24,1152225
2015-11-25,1207105
2015-11-26,1262440
2015-11-27,1321904
2015-11-28,1368042
2015-11-29,1371112
2015-11-30,1426300
2015-12-01,1469501
2015-12-02,1460527
2015-12-03,1435913
2015-12-04,1432524
2015-12-05,1415326
2015-12-06,1396142
2015-12-07,1423076
2015-12-08,1425331
2015-12-09,1426289
2015-12-10,1378282
2015-12-11,1371214
2015-12-12,1410492
2015-12-13,1383602
2015-12-14,1369016
2015-12-15,1361662
2015-12-16,1384912
2015-12-17,1395982
2015-12-18,1424743
2015-12-19,1413181
2015-12-20,1421661
2015-12-21,1423634
2015-12-22,1419039
2015-12-23,1441367
2015-12-24,1432615
2015-12-25,1424452
2015-12-26,1413384
2015-12-27,1381326
2015-12-28,1353183
2015-12-29,1305897
2015-12-31,1249904
2016-01-01,1218277
2016-01-02,1185534
2016-01-03,1137761
2016-01-04,1132741
2016-01-05,1107329
2016-01-06,1076240
2016-01-07,1065585
2016-01-08,1023771
2016-01-09,1004871
2016-01-10,998873
2016-01-11,985867
2016-01-12,1015820
2016-01-13,1066611
2016-01-14,1074365
2016-01-15,1075197
2016-01-16,1053975
2016-01-17,1051498
2016-01-18,1036358
2016-01-19,1020160
2016-01-20,997679
2016-01-21,961859
2016-01-22,919555
2016-01-23,890985
2016-01-24,909531
2016-01-25,932370
2016-01-26,936281
2016-01-27,938543
2016-01-28,929718
2016-01-29,924766
2016-01-30,956719
2016-01-31,977989
2016-02-01,1022985
2016-02-02,1046155
2016-02-03,1053255
2016-02-04,1021894
2016-02-05,997391
2016-02-06,983849
2016-02-07,1001463
2016-02-08,994874
2016-02-09,1013623
2016-02-10,1053849
2016-02-11,1060551
2016-02-12,1074078
2016-02-13,1055299
2016-02-14,1032587
2016-02-15,1016522
2016-02-16,1013262
2016-02-17,994112
2016-02-18,981016
2016-02-19,980275
2016-02-20,994408
2016-02-21,1007087
2016-02-22,994693
2016-02-23,990173
2016-02-24,976199
2016-02-25,971141
2016-02-26,989990
2016-02-27,980544
2016-02-28,993592
2016-02-29,988522
2016-03-01,979921
2016-03-02,992475
2016-03-03,986139
2016-03-04,984977
2016-03-05,991703
2016-03-06,998427
2016-03-07,992068
2016-03-08,992036
2016-03-09,1019770
2016-03-10,1020568
2016-03-11,1036927
2016-03-12,1009387
2016-03-13,1002242
2016-03-14,1006776
2016-03-15,1011035
2016-03-16,1028857
2016-03-17,1065771
2016-03-18,1083664
2016-03-19,1115470
2016-03-20,1142574
2016-03-22,1126626
2016-03-23,1148773
2016-03-24,1203315
2016-03-25,1263471
2016-03-26,1326406
2016-03-27,1329104
2016-03-28,1287080
2016-03-29,1299694
2016-03-30,1295408
2016-03-31,1280821
2016-04-01,1245402
2016-04-02,1236598
2016-04-03,1236123
2016-04-04,1249698
2016-04-05,1301983
2016-04-06,1316528
2016-04-07,1342247
2016-04-08,1406613
2016-04-09,1404146
2016-04-10,1411134
2016-04-11,1411134
2016-04-12,1376073
2016-04-13,1392073
2016-04-14,1359359
2016-04-15,1406437
2016-04-16,1391474
2016-04-17,1424836
2016-04-18,1412117
2016-04-19,1471908
2016-04-20,1464118
2016-04-21,1445905
2016-04-22,1431518
2016-04-23,1421669
2016-04-24,1421978
2016-04-25,1397386
2016-04-26,1425676
2016-04-27,1434515
2016-04-28,1451885
2016-04-29,1441952
2016-04-30,1482403
2016-05-01,1493115
2016-05-02,1496979
2016-05-03,1510241
2016-05-04,1557101
2016-05-05,1573663
2016-05-06,1554737
2016-05-07,1536434
2016-05-08,1517073
2016-05-09,1521187
2016-05-10,1596084
2016-05-11,1621689
2016-05-12,1702774
2016-05-13,1770216
2016-05-14,1759789
2016-05-15,1819725
2016-05-16,1895687
2016-05-17,1880196
2016-05-18,1883798
2016-05-19,1869367
2016-05-22,1825200
2016-05-23,1798911
2016-05-24,1783895
2016-05-25,1773376
2016-05-26,1768258
2016-05-27,1760861
2016-05-28,1759283
2016-05-29,1790875
2016-05-30,1799487
2016-05-31,1779038
2016-06-01,1773685
2016-06-02,1777243
2016-06-03,1840983
2016-06-04,1900920
2016-06-05,1897971
2016-06-06,1877038
2016-06-07,1830542
2016-06-08,1810584
2016-06-09,1803252
2016-06-10,1812528
2016-06-11,1817638
2016-06-12,1860589
2016-06-13,1928402
2016-06-14,1944984
2016-06-15,1932012
2016-06-16,1876316
2016-06-17,1891748
2016-06-18,1888277
2016-06-19,1913940
2016-06-20,1869055
2016-06-21,1887469
2016-06-22,1889543
2016-06-23,1900851
2016-06-24,1922376
2016-06-25,1963402
2016-06-26,1973222
2016-06-27,1991778
2016-06-28,1980126
2016-06-29,1976907
2016-06-30,1973121
2016-07-01,1945738
2016-07-02,1928459
2016-07-03,1910878
2016-07-04,1900899
2016-07-05,1885317
2016-07-06,1868895
2016-07-07,1895928
2016-07-08,1901364
2016-07-09,1996314
2016-07-10,1990068
2016-07-11,2000621
2016-07-12,2048710
2016-07-13,2021232
2016-07-14,2045859
2016-07-15,2108207
2016-07-16,2099624
2016-07-17,1999753
2016-07-18,1997283
2016-07-23,1947866
2016-07-24,1904971
2016-07-25,1866505
2016-07-26,1802361
2016-07-27,1807525
2016-07-28,1796461
2016-07-29,1773549
2016-07-30,1798830
2016-07-31,1888231
2016-08-01,1976682
2016-08-02,2000312
2016-08-03,1985829
2016-08-04,2004253
2016-08-05,2011382
2016-08-06,1940769
2016-08-07,1962866
2016-08-08,1947310
2016-08-09,1962146
2016-08-10,2034037
2016-08-11,2068637
2016-08-12,2050585
2016-08-13,2016126
2016-08-14,1952528
2016-08-15,1938392
2016-08-16,1939161
2016-08-17,2017114
2016-08-18,1955527
2016-08-19,1932590
2016-08-20,1860192
2016-08-21,1791661
2016-08-22,1781391
2016-08-23,1763285
2016-08-24,1768690
2016-08-25,1789483
2016-08-26,1867519
2016-08-28,1862779
2016-08-31,1911927
2016-09-01,1972093
2016-09-02,1972093
2016-09-03,2011398
2016-09-04,1980637
2016-09-05,1965137
2016-09-06,1956971
2016-09-07,1949660
2016-09-08,1918402
2016-09-09,1841966
2016-09-10,1852945
2016-09-11,1849277
2016-09-12,1833674
2016-09-13,1812886
2016-09-14,1798652
2016-09-15,1770895
2016-09-16,1773440
2016-09-17,1728520
2016-09-18,1711003
2016-09-19,1700267
2016-09-20,1725917
2016-09-21,1727718
2016-09-22,1723519
2016-09-23,1716952
2016-09-24,1716952
2016-09-25,1718870
2016-09-26,1636392
2016-09-27,1635209
2016-09-28,1676276
2016-09-29,1667451
2016-09-30,1639649
2016-10-01,1633234
2016-10-02,1641003
2016-10-03,1616841
2016-10-04,1580825
2016-10-05,1547374
2016-10-06,1525377
2016-10-07,1534627
2016-10-08,1557034
2016-10-09,1586499
2016-10-10,1653218
2016-10-11,1735051
2016-10-12,1813588
2016-10-13,1831178
2016-10-14,1865673
2016-10-15,1933867
2016-10-16,1936754
2016-10-17,1921523
2016-10-18,1957817
2016-10-19,1957524
2016-10-20,2023200
2016-10-21,2037017
2016-10-22,2081508
2016-10-23,2117868
2016-10-24,2086039
2016-10-25,2074009
2016-10-26,2042960
2016-10-27,2042588
2016-10-28,1996821
2016-10-29,1905962
2016-10-30,1812928
2016-10-31,1773200
2016-11-01,1861412
2016-11-02,1861123
2016-11-03,1931580
2016-11-04,1938101
2016-11-05,1912327
2016-11-06,1883190
2016-11-07,1816810
2016-11-08,1779595
2016-11-09,1806081
2016-11-10,1890257
2016-11-11,1893565
2016-11-12,1822536
2016-11-13,1777565
2016-11-14,1770196
2016-11-15,1749120
2016-12-07,1909537
2016-12-08,1886506
2016-12-09,1862610
2016-12-10,1853911
2016-12-11,1837812
2016-12-12,1824608
2016-12-13,1819784
2016-12-14,1804474
2016-12-15,1786711
2016-12-16,1775697
2016-12-17,1734025
2016-12-18,1708211
2016-12-19,1728884
2016-12-20,1754093
2016-12-21,1806995
2016-12-22,1801568
2016-12-23,1867938
2016-12-24,1826168
2016-12-25,1832556
2016-12-26,1830107
2016-12-27,1836292
2016-12-28,1833339
2016-12-29,1820800
2016-12-30,1791845
2016-12-31,1781277
2017-01-01,1782936
2017-01-02,1784104
2017-01-03,1818573
2017-01-04,1808158
2017-01-05,1718871
2017-01-06,1632927
2017-01-07,1551384
2017-01-08,1559034
2017-01-09,1620730
2017-01-10,1700388
2017-01-11,1745828
2017-01-12,1815281
2017-01-13,1816845
2017-01-14,1802379
2017-01-15,1811321
2017-01-16,1866372
2017-01-17,1887372
2017-01-18,1900111
2017-01-19,1941989
2017-01-20,1944445
2017-01-21,1922219
2017-01-22,1910702
2017-01-23,1898630
2017-01-27,1979648
2017-01-28,1997047
2017-01-29,2072281
2017-01-30,2052030
2017-01-31,2029381
2017-02-01,2022843
2017-02-02,2008197
2017-02-03,1978897
2017-02-04,1941872
2017-02-05,1915627
2017-02-06,1876397
2017-02-07,1847408
2017-02-08,1844444
2017-02-09,1855445
2017-02-10,1927010
2017-02-11,1953909
2017-02-12,1948603
2017-02-13,1908106
2017-02-14,1885147
2017-02-15,1870697
2017-02-16,1900110
2017-02-18,1928716
2017-02-19,1896722
2017-02-20,1881985
2017-02-21,1893995
2017-02-22,1923794
2017-02-23,1985303
2017-02-24,2056103
2017-02-25,2057799
2017-02-26,2107169
2017-02-27,2180417
2017-02-28,2238612
2017-03-01,2344793
2017-03-02,2357614
2017-03-03,2376753
2017-03-04,2394424
2017-03-05,2307336
2017-03-06,2194405
2017-03-07,2084684
2017-03-08,2013648
2017-03-09,1937298
2017-03-10,1883697
2017-03-11,1965021
2017-03-12,1950986
2017-03-13,1888959
2017-03-14,1879745
2017-03-15,1823760
2017-03-16,1782720
2017-03-17,1752161
2017-03-18,1666514
2017-03-19,1583188
2017-03-20,1504028
2017-03-21,1466783
2017-03-22,1472518
2017-03-23,1510594
2017-03-24,1534415
2017-03-25,1498352
2017-03-26,1472141
2017-03-27,1464907
2017-03-28,1470955
2017-03-29,1454041
2017-03-30,1480755
2017-03-31,1554733
2017-04-01,1550122
2017-04-02,1496154
2017-04-03,1501292
2017-04-04,1479996
2017-04-12,1396711
2017-04-13,1379672
2017-04-14,1424957
2017-04-15,1403179
2017-04-16,1413617
2017-04-17,1420162
2017-04-18,1393208
2017-04-19,1409741
2017-04-20,1426537
2017-04-21,1417116
2017-04-22,1375304
2017-04-23,1355806
2017-04-24,1349910
2017-04-25,1381204
2017-04-26,1358595
2017-04-27,1355400
2017-04-28,1348160
2017-04-29,1346860
2017-04-30,1353298
2017-05-01,1318710
2017-05-02,1285290
2017-05-03,1320248
2017-05-04,1290337
2017-05-05,1289222
2017-05-06,1264538
2017-05-07,1243081
2017-05-08,1216378
2017-05-09,1210049
2017-05-10,1268725
2017-05-11,1303388
2017-05-12,1335019
2017-05-13,1291235
2017-05-14,1229607
2017-05-15,1255852
2017-05-16,1220415
2017-05-17,1209161
2017-05-18,1210282
2017-05-19,1244365
2017-05-20,1255972
2017-05-21,1263182
2017-05-22,1227428
2017-05-23,1257146
2017-05-24,1314432
2017-05-25,1251325
2017-05-26,1188758
2017-05-27,1129385
2017-05-28,1096655
2017-05-29,1066713
2017-05-30,1026190
2017-05-31,1039036
2017-06-01,1024947
2017-06-02,995336
2017-06-03,989038
2017-06-04,1012533
2017-06-06,1073727
2017-06-07,1108847
2017-06-08,1116597
2017-06-09,1091949
2017-06-10,1082023
2017-06-11,1083727
2017-06-12,1039685
2017-06-13,1035501
2017-06-14,1084182
2017-06-15,1102255
2017-06-16,1132349
2017-06-17,1114501
2017-06-18,1089832
2017-06-19,1085798
2017-06-20,1088297
2017-06-21,1100443
2017-06-22,1099107
2017-06-23,1082124
2017-06-24,1060966
2017-06-25,1057708
2017-06-26,1007453
2017-06-27,985877
2017-06-28,987383
2017-06-29,986967
2017-06-30,984346
2017-07-01,966240
2017-07-02,995060
2017-07-03,1015624
2017-07-04,1035375
2017-07-05,1049398
2017-07-06,1043330
2017-07-07,1086521
2017-07-08,1104687
2017-07-13,1290566
2017-07-14,1244356
2017-07-15,1182138
2017-07-16,1123031
2017-07-17,1068669
2017-07-18,1044518
2017-07-19,1032293
2017-07-20,1021685
2017-07-21,1039271
2017-07-22,1077737
2017-07-23,1060178
2017-07-24,1030762
2017-07-25,1032647
2017-07-26,1054377
2017-07-27,1082344
2017-07-28,1071433
2017-07-29,1058547
2017-07-30,1016916
2017-07-31,1026288
2017-08-01,1021111
2017-08-02,1020280
2017-08-03,1023823
2017-08-04,1012210
2017-08-05,1000118
2017-08-06,970465
2017-08-09,988591
2017-08-10,986125
2017-08-11,984051
2017-08-12,995008
2017-08-13,978133
2017-08-14,982002
2017-08-15,984679
2017-08-16,948278
2017-08-17,935050
2017-08-18,938000
2017-08-19,953591
2017-08-20,974343
2017-08-21,966968
2017-08-22,969676
2017-08-23,949933
2017-08-24,953194
2017-08-25,961107
2017-08-26,970356
2017-08-27,986384
2017-08-28,975196
2017-08-29,996094
2017-08-30,1005308
2017-08-31,1038822
2017-09-01,1030752
2017-09-02,1039213
2017-09-03,1061230
2017-09-04,1027295
2017-09-05,1027493
2017-09-06,1074532
2017-09-07,1122212
2017-09-08,1178317
2017-09-09,1206742
2017-09-10,1229241
2017-09-11,1211042
2017-09-12,1198331
2017-09-13,1173633
2017-09-14,1164758
2017-09-15,1164431
2017-09-16,1149067
2017-09-17,1152361
2017-09-18,1196622
2017-09-19,1202195
2017-09-20,1241107
2017-09-21,1191148
2017-09-22,1136907
2017-09-23,1158135
2017-09-24,1165411
2017-09-25,1149779
2017-09-26,1148023
2017-09-27,1143668
2017-09-28,1129870
2017-09-29,1160986
2017-09-30,1144770
2017-10-01,1121632
2017-10-02,1076661
2017-10-03,1043714
2017-10-04,1041111
2017-10-05,1056903
2017-10-06,1108813
2017-10-07,1109965
2017-10-08,1118325
2017-10-09,1130033
2017-10-10,1167663
2017-10-11,1204000
2017-10-12,1239787
2017-10-13,1226906
2017-10-14,1262997
2017-10-15,1239323
2017-10-16,1230952
2017-10-17,1229693
2017-10-18,1210235
2017-10-19,1219868
2017-10-20,1220617
2017-10-21,1275313
2017-10-22,1266341
2017-10-23,1267899
2017-10-24,1320553
2017-10-25,1340885
2017-10-26,1349515
2017-10-27,1374376
2017-10-28,1374376
2017-10-29,1316196
2017-10-30,1265064
2017-10-31,1253970
2017-11-01,1240108
2017-11-02,1231828
2017-11-03,1212889
2017-11-04,1189215
2017-11-05,1180345
2017-11-06,1175098
2017-11-07,1203280
2017-11-08,1176819
2017-11-09,1170732
2017-11-10,1202818
2017-11-11,1260188
2017-11-12,1317938
2017-11-13,1331662
2017-11-14,1302968
2017-11-15,1343019
2017-11-16,1396134
2017-11-17,1404044
2017-11-18,1360329
2017-11-19,1327917
2017-11-20,1265703
2017-11-21,1202999
2017-11-22,1179799
2017-11-23,1192973
2017-11-24,1179487
2017-11-25,1150261
2017-11-26,1119107
2017-11-27,1119107
2017-11-28,1100801
2017-11-29,1120769
2017-11-30,1142071
2017-12-01,1154531
2017-12-02,1151434
2017-12-03,1146539
2017-12-04,1130476
2017-12-05,1176236
2017-12-06,1230990
2017-12-07,1276412
2017-12-08,1323382
2017-12-09,1361807
2017-12-10,1328127
2017-12-11,1313094
2017-12-12,1293844
2017-12-13,1276483
2017-12-14,1260903
2017-12-15,1280333
2017-12-16,1304511
2017-12-17,1284564
2017-12-18,1297800
2017-12-19,1299040
2017-12-20,1316476
2017-12-21,1358156
2017-12-22,1364522
2017-12-23,1328867
2017-12-24,1262770
2017-12-25,1199631
2017-12-26,1141168
2017-12-27,1146095
2017-12-28,1176224
2017-12-29,1144205
2017-12-30,1120359
2017-12-31,1098929
2018-01-01,1081769
2018-01-02,1124366
2018-01-03,1087540
2018-01-04,1038117
2018-01-05,1043949
2018-01-06,1040887
2018-01-07,1034935
2018-01-08,1032175
2018-01-09,1044562
2018-01-10,1023566
2018-01-11,1017568
2018-01-12,1031457
2018-01-13,1023400
2018-01-14,1020780
2018-01-15,1018258
2018-01-16,1031204
2018-01-17,1028506
2018-01-18,1030016
2018-01-19,1025675
2018-01-20,1025076
2018-01-21,1021276
2018-01-22,1013087
2018-01-23,1008224
2018-01-25,1008993
2018-01-26,1020187
2018-01-27,1057135
2018-01-28,1052038
2018-01-29,1047045
2018-01-30,1054217
2018-01-31,1073685
2018-02-01,1093477
2018-02-02,1122845
2018-02-03,1158110
2018-02-04,1131103
2018-02-05,1114714
2018-02-06,1088273
2018-02-07,1135385
2018-02-08,1191252
2018-02-09,1236757
2018-02-10,1199067
2018-02-11,1141721
2018-02-12,1097242
2018-02-13,1102189
2018-02-14,1123016
2018-02-15,1155427
2018-02-16,1192506
2018-02-17,1178953
2018-02-18,1178878
2018-02-19,1167602
2018-02-20,1175267
2018-02-21,1210249
2018-02-22,1265127
2018-02-23,1303440
2018-02-24,1366191
2018-02-25,1381902
2018-02-26,1448182
2018-02-27,1450220
2018-02-28,1513226
2018-03-01,1541145
2018-03-02,1552812
2018-03-03,1542089
2018-03-04,1508326
2018-03-05,1505560
2018-03-06,1506678
2018-03-07,1480189
2018-03-08,1469683
2018-03-09,1444688
2018-03-10,1413377
2018-03-11,1365361
2018-03-12,1371449
2018-03-13,1348024
2018-03-14,1339068
2018-03-15,1351257
2018-03-16,1335779
2018-03-17,1389685
2018-03-18,1445424
2018-03-19,1485269
2018-03-20,1530038
2018-03-21,1521199
2018-03-23,1479755
2018-03-24,1471278
2018-03-25,1471211
2018-03-26,1510117
2018-03-27,1514243
2018-03-28,1498589
2018-03-29,1519210
2018-03-30,1510322
2018-03-31,1468050
2018-04-01,1420152
2018-04-02,1411454
2018-04-03,1399752
2018-04-04,1390347
2018-04-05,1365428
2018-04-06,1394808
2018-04-07,1401760
2018-04-08,1396759
2018-04-09,1377556
2018-04-10,1357077
2018-04-11,1412120
2018-04-12,1450904
2018-04-13,1441895
2018-04-14,1504489
2018-04-15,1513323
2018-04-16,1508274
2018-04-17,1506914
2018-04-18,1546489
2018-04-19,1590200
2018-04-20,1666670
2018-04-21,1705572
2018-04-22,1705857
2018-04-23,1659313
2018-04-24,1576607
2018-04-25,1497776
2018-04-26,1423365
2018-04-27,1416284
2018-04-28,1398349
2018-04-29,1385526
2018-04-30,1376561
2018-05-01,1381349
2018-05-03,1419988
2018-05-04,1426676
2018-05-05,1424159
2018-05-06,1420467
2018-05-07,1420621
2018-05-08,1460801
2018-05-09,1461763
2018-05-10,1438537
2018-05-11,1426296
2018-05-12,1441740
2018-05-13,1449255
2018-05-14,1448835
2018-05-15,1475303
2018-05-16,1518108
2018-05-17,1593285
2018-05-18,1645958
2018-05-19,1647497
2018-05-20,1677162
2018-05-21,1711549
2018-05-22,1688691
2018-05-23,1679334
2018-05-24,1661664
2018-05-25,1656828
2018-05-26,1646062
2018-05-27,1647623
2018-05-28,1698873
2018-05-29,1709740
2018-05-30,1795020
2018-05-31,1867220
2018-06-01,1949254
2018-06-02,1921204
2018-06-03,1919914
2018-06-04,1890179
2018-06-05,1912518
2018-06-06,1875862
2018-06-07,1787140
2018-06-08,1697783
2018-06-09,1612893
2018-06-10,1555130
2018-06-11,1489582
2018-06-12,1436315
2018-06-13,1416650
2018-06-14,1446671
2018-06-15,1475804
2018-06-16,1505460
2018-06-17,1564338
2018-06-18,1594537
2018-06-19,1550574
2018-06-20,1545155
2018-06-21,1540718
2018-06-22,1527950
2018-06-23,1520840
2018-06-24,1513802
2018-06-25,1495537
2018-06-26,1490622
2018-06-27,1498671
2018-06-28,1543054
2018-06-29,1620176
2018-06-30,1695084
2018-07-01,1766662
2018-07-02,1806764
2018-07-03,1858378
2018-07-04,1830165
2018-07-05,1810396
2018-07-06,1780849
2018-07-07,1723320
2018-07-08,1658137
2018-07-09,1591863
2018-07-10,1569962
2018-07-11,1587032
2018-07-12,1629928
2018-07-13,1628183
2018-07-14,1608775
2018-07-15,1591619
2018-07-16,1599491
2018-07-17,1592105
2018-07-18,1579729
2018-07-19,1582624
2018-07-20,1574198
2018-07-21,1604215
2018-07-22,1621120
2018-07-23,1595243
2018-07-24,1639469
2018-07-25,1622962
2018-07-26,1638255
2018-07-27,1619235
2018-07-28,1567184
2018-07-29,1541675
2018-07-30,1542059
2018-07-31,1544072
2018-08-01,1532707
2018-08-02,1554694
2018-08-03,1543731
2018-08-04,1515722
2018-08-05,1469857
2018-08-06,1434688
2018-08-07,1411671
2018-08-08,1397455
2018-08-09,1370130
2018-08-10,1372518
2018-08-11,1369101
2018-08-12,1376461
2018-08-14,1382822
2018-08-16,1366149
2018-08-17,1364758
2018-08-18,1313266
2018-08-19,1295412
2018-08-20,1325625
2018-08-21,1389726
2018-08-22,1430340
2018-08-23,1467312
2018-08-24,1460744
2018-08-25,1467435
2018-08-26,1426120
2018-08-27,1416313
2018-08-28,1415878
2018-08-29,1423728
2018-08-30,1428215
2018-08-31,1414119
2018-09-01,1386280
2018-09-02,1388726
2018-09-03,1398357
2018-09-04,1387063
2018-09-05,1392803
2018-09-06,1372893
2018-09-07,1347804
2018-09-08,1326300
2018-09-09,1315765
2018-09-10,1304466
2018-09-11,1309828
2018-09-12,1318121
2018-09-13,1305637
2018-09-14,1306267
2018-09-15,1341090
2018-09-16,1372721
2018-09-17,1419972
2018-09-18,1474797
2018-09-19,1417238
2018-09-20,1350281
2018-09-21,1309450
2018-09-22,1268185
2018-09-23,1284371
2018-09-24,1256967
2018-09-25,1257085
2018-09-26,1288790
2018-09-27,1326542
2018-09-28,1321601
2018-09-29,1329212
2018-09-30,1375407
2018-10-01,1405624
2018-10-02,1416152
2018-10-03,1410992
2018-10-04,1399102
2018-10-05,1336942
2018-10-06,1310953
2018-10-07,1308918
2018-10-08,1279626
2018-10-09,1227954
2018-10-10,1254826
2018-10-11,1273058
2018-10-12,1282001
2018-10-13,1275857
2018-10-14,1256044
2018-10-15,1250870
2018-10-16,1243756
2018-10-17,1215681
2018-10-18,1206586
2018-10-19,1240157
2018-10-20,1260413
2018-10-21,1250980
2018-10-22,1219345
2018-10-23,1212040
2018-10-24,1200504
2018-10-25,1191994
2018-10-26,1206630
2018-10-27,1206079
2018-10-28,1205482
2018-10-29,1210608
2018-10-30,1210191
2018-10-31,1202703
2018-11-01,1188234
2018-11-03,1213514
2018-11-04,1190622
2018-11-05,1201009
2018-11-06,1212832
2018-11-07,1218671
2018-11-08,1224981
2018-11-09,1228364
2018-11-10,1254718
2018-11-11,1272473
2018-11-12,1290074
2018-11-13,1316987
2018-11-14,1338732
2018-11-15,1352043
2018-11-16,1381183
2018-11-17,1445368
2018-11-18,1422184
2018-11-19,1385538
2018-11-20,1383892
2018-11-21,1388440
2018-11-22,1395465
2018-11-23,1398386
2018-11-24,1435712
2018-11-25,1480515
2018-11-26,1490774
2018-11-27,1534972
