date_obj,Pirate's%20hat price
2016-07-29,14588
2016-07-30,14588
2016-07-31,14588
2016-08-01,14588
2016-08-02,14384
2016-08-03,14384
2016-08-04,14384
2016-08-05,14384
2016-08-06,14467
2016-08-07,14467
2016-08-08,14467
2016-08-09,14410
2016-08-10,14410
2016-08-11,14410
2016-08-12,14410
2016-08-13,14555
2016-08-14,14555
2016-08-15,14555
2016-08-16,14027
2016-08-17,14027
2016-08-18,14027
2016-08-19,14027
2016-08-20,14071
2016-08-21,14071
2016-08-22,14071
2016-08-23,14113
2016-08-24,14113
2016-08-25,14113
2016-08-26,14113
2016-08-28,14304
2016-08-31,14309
2016-09-01,14309
2016-09-02,14309
2016-09-03,14309
2016-09-04,14109
2016-09-05,14109
2016-09-06,14109
2016-09-07,14109
2016-09-08,14375
2016-09-09,14375
2016-09-10,14375
2016-09-11,14375
2016-09-12,14375
2016-09-13,14074
2016-09-14,14074
2016-09-15,14074
2016-09-16,14074
2016-09-17,13885
2016-09-18,13885
2016-09-19,13885
2016-09-20,13885
2016-09-21,13485
2016-09-22,13485
2016-09-23,13485
2016-09-24,13485
2016-09-25,13562
2016-09-26,13562
2016-09-27,13562
2016-09-28,13562
2016-09-29,13713
2016-09-30,13713
2016-10-01,13713
2016-10-02,14099
2016-10-03,14099
2016-10-04,14099
2016-10-05,14099
2016-10-06,14081
2016-10-07,14081
2016-10-08,14081
2016-10-09,14081
2016-10-10,14211
2016-10-11,14211
2016-10-12,14211
2016-10-13,14211
2016-10-14,14279
2016-10-15,14279
2016-10-16,14279
2016-10-17,13811
2016-10-18,13811
2016-10-19,13811
2016-10-20,13506
2016-10-21,13506
2016-10-22,13506
2016-10-23,13404
2016-10-24,13404
2016-10-25,13404
2016-10-26,13490
2016-10-27,13490
2016-10-28,13490
2016-10-29,13490
2016-10-30,13447
2016-10-31,13447
2016-11-01,13447
2016-11-02,13447
2016-11-03,13176
2016-11-04,13176
2016-11-05,13176
2016-11-06,13363
2016-11-07,13363
2016-11-08,13363
2016-11-09,13298
2016-11-10,13298
2016-11-11,13298
2016-11-12,13280
2016-11-13,13280
2016-11-14,13280
2016-12-07,14964
2016-12-08,15438
2016-12-09,15438
2016-12-10,15438
2016-12-11,15438
2016-12-12,15652
2016-12-13,15652
2016-12-14,15652
2016-12-15,15652
2016-12-16,15656
2016-12-17,15656
2016-12-18,15656
2016-12-19,15656
2016-12-20,15517
2016-12-21,15517
2016-12-22,15517
2016-12-23,15479
2016-12-24,15479
2016-12-25,15479
2016-12-26,15479
2016-12-27,15413
2016-12-28,15413
2016-12-29,15413
2016-12-30,15500
2016-12-31,15500
2017-01-01,15500
2017-01-02,15500
2017-01-03,15761
2017-01-04,15761
2017-01-05,15761
2017-01-06,15595
2017-01-07,15595
2017-01-08,15595
2017-01-09,15454
2017-01-10,15454
2017-01-11,15454
2017-01-12,15242
2017-01-13,15242
2017-01-14,15242
2017-01-15,15550
2017-01-16,15550
2017-01-17,15605
2017-01-18,15605
2017-01-19,15605
2017-01-20,15735
2017-01-21,15735
2017-01-22,15735
2017-01-27,15558
2017-01-28,15558
2017-01-29,15464
2017-01-30,15464
2017-01-31,15464
2017-02-01,14797
2017-02-02,14797
2017-02-03,14797
2017-02-04,14488
2017-02-05,14488
2017-02-06,14488
2017-02-07,14473
2017-02-08,14473
2017-02-09,14473
2017-02-10,14427
2017-02-11,14427
2017-02-12,14427
2017-02-13,13900
2017-02-14,13900
2017-02-15,13900
2017-02-16,13707
2017-02-18,13707
2017-02-19,13489
2017-02-20,13489
2017-02-21,13489
2017-02-22,13489
2017-02-23,13388
2017-02-24,13388
2017-02-25,13388
2017-02-26,13661
2017-02-27,13661
2017-02-28,13661
2017-03-01,13643
2017-03-02,13643
2017-03-03,13643
2017-03-04,13846
2017-03-05,13846
2017-03-06,13846
2017-03-07,13867
2017-03-08,13867
2017-03-09,13867
2017-03-10,14086
2017-03-11,14086
2017-03-12,14086
2017-03-13,13790
2017-03-14,13790
2017-03-15,13790
2017-03-16,13965
2017-03-17,13965
2017-03-18,13965
2017-03-19,13708
2017-03-20,13708
2017-03-21,13708
2017-03-22,13330
2017-03-23,13330
2017-03-24,13330
2017-03-25,13143
2017-03-26,13143
2017-03-27,13143
2017-03-28,13005
2017-03-29,13005
2017-03-30,13005
2017-03-31,12895
2017-04-01,12895
2017-04-02,12895
2017-04-03,12449
2017-04-04,12449
2017-04-12,12636
2017-04-13,12369
2017-04-14,12369
2017-04-15,12369
2017-04-16,12011
2017-04-17,12011
2017-04-18,12011
2017-04-19,12011
2017-04-20,11961
2017-04-21,11961
2017-04-22,11961
2017-04-23,11993
2017-04-24,11993
2017-04-25,11993
2017-04-26,11959
2017-04-27,11959
2017-04-28,11959
2017-04-29,11749
2017-04-30,11749
2017-05-01,11749
2017-05-02,11477
2017-05-03,11477
2017-05-04,11477
2017-05-05,11437
2017-05-06,11437
2017-05-07,11437
2017-05-08,11437
2017-05-09,11159
2017-05-10,11159
2017-05-11,11159
2017-05-12,11159
2017-05-13,11099
2017-05-14,11099
2017-05-15,11099
2017-05-16,11325
2017-05-17,11325
2017-05-18,11325
2017-05-19,11325
2017-05-20,11540
2017-05-21,11540
2017-05-22,11540
2017-05-23,11540
2017-05-24,11645
2017-05-25,11645
2017-05-26,11645
2017-05-27,11645
2017-05-28,11323
2017-05-29,11323
2017-05-30,11323
2017-05-31,11540
2017-06-01,11540
2017-06-02,11540
2017-06-03,11655
2017-06-06,11231
2017-06-07,11231
2017-06-08,11231
2017-06-09,10856
2017-06-10,10856
2017-06-11,10506
2017-06-12,10506
2017-06-13,10506
2017-06-14,10384
2017-06-15,10384
2017-06-16,10384
2017-06-17,10384
2017-06-18,10534
2017-06-19,10534
2017-06-20,10534
2017-06-21,10534
2017-06-22,10684
2017-06-23,10684
2017-06-24,10684
2017-06-25,10684
2017-06-26,10957
2017-06-27,10957
2017-06-28,10957
2017-06-29,10736
2017-06-30,10736
2017-07-01,10736
2017-07-02,10736
2017-07-03,10569
2017-07-04,10569
2017-07-05,10569
2017-07-06,10775
2017-07-07,10775
2017-07-08,10775
2017-07-13,10704
2017-07-14,10704
2017-07-15,10704
2017-07-16,10573
2017-07-17,10573
2017-07-18,10573
2017-07-19,10376
2017-07-20,10376
2017-07-21,10376
2017-07-22,10380
2017-07-23,10380
2017-07-24,10380
2017-07-25,10281
2017-07-26,10281
2017-07-27,10281
2017-07-28,10203
2017-07-29,10203
2017-07-30,10203
2017-07-31,10213
2017-08-01,10213
2017-08-02,9832
2017-08-03,9832
2017-08-04,9832
2017-08-05,9800
2017-08-06,9800
2017-08-09,9801
2017-08-10,9801
2017-08-11,9801
2017-08-12,9862
2017-08-13,9862
2017-08-14,9862
2017-08-15,9799
2017-08-17,9799
2017-08-18,10081
2017-08-19,10081
2017-08-20,10081
2017-08-22,9986
2017-08-23,9986
2017-08-24,10210
2017-08-25,10210
2017-08-26,10210
2017-08-27,10431
2017-08-28,10431
2017-08-29,10431
2017-08-30,10854
2017-08-31,10854
2017-09-01,10854
2017-09-02,10975
2017-09-03,10975
2017-09-04,10975
2017-09-05,10975
2017-09-06,11212
2017-09-07,11212
2017-09-08,11212
2017-09-09,11334
2017-09-10,11334
2017-09-11,11334
2017-09-12,11430
2017-09-13,11430
2017-09-14,11430
2017-09-15,11429
2017-09-16,11429
2017-09-17,11429
2017-09-19,11486
2017-09-20,11486
2017-09-21,11381
2017-09-22,11381
2017-09-23,11381
2017-09-24,11299
2017-09-25,11299
2017-09-26,11299
2017-09-27,11299
2017-09-28,11265
2017-09-29,11265
2017-09-30,11265
2017-10-01,11002
2017-10-02,11002
2017-10-03,11002
2017-10-04,11002
2017-10-05,11110
2017-10-06,11110
2017-10-07,11110
2017-10-08,11013
2017-10-09,11013
2017-10-10,11013
2017-10-11,11013
2017-10-12,11016
2017-10-13,11016
2017-10-14,11016
2017-10-15,11259
2017-10-16,11259
2017-10-17,11259
2017-10-18,11395
2017-10-19,11395
2017-10-20,11395
2017-10-21,11395
2017-10-22,11479
2017-10-23,11479
2017-10-24,11479
2017-10-25,11891
2017-10-26,11891
2017-10-27,11891
2017-10-28,11891
2017-10-29,11849
2017-10-30,11849
2017-10-31,11849
2017-11-01,11849
2017-11-02,11510
2017-11-03,11510
2017-11-04,11510
2017-11-05,11649
2017-11-06,11649
2017-11-07,11649
2017-11-08,11649
2017-11-09,11926
2017-11-10,11926
2017-11-11,11926
2017-11-12,11926
2017-11-13,11876
2017-11-14,11876
2017-11-15,11876
2017-11-16,11876
2017-11-17,11749
2017-11-18,11749
2017-11-19,11749
2017-11-20,11749
2017-11-21,11807
2017-11-22,11807
2017-11-23,11807
2017-11-24,11807
2017-11-25,11818
2017-11-26,11818
2017-11-27,11818
2017-11-28,11818
2017-11-29,12131
2017-11-30,12131
2017-12-01,12131
2017-12-02,12131
2017-12-03,12255
2017-12-04,12255
2017-12-05,12255
2017-12-06,12360
2017-12-07,12360
2017-12-08,12360
2017-12-09,12360
2017-12-10,12129
2017-12-11,12129
2017-12-12,12129
2017-12-14,11983
2017-12-15,11983
2017-12-16,11983
2017-12-17,11983
2017-12-18,11961
2017-12-19,11961
2017-12-20,11961
2017-12-21,11961
2017-12-22,12286
2017-12-23,12286
2017-12-24,12286
2017-12-25,12286
2017-12-26,12462
2017-12-27,12462
2017-12-28,12462
2017-12-29,12462
2017-12-30,12536
2017-12-31,12536
2018-01-01,12536
2018-01-02,12536
2018-01-03,12487
2018-01-04,12487
2018-01-05,12487
2018-01-06,12546
2018-01-07,12546
2018-01-08,12546
2018-01-09,12738
2018-01-10,12738
2018-01-11,12738
2018-01-12,12308
2018-01-13,12308
2018-01-14,12308
2018-01-15,11848
2018-01-16,11848
2018-01-17,11848
2018-01-18,11878
2018-01-19,11878
2018-01-20,11878
2018-01-21,11878
2018-01-22,11805
2018-01-23,11805
2018-01-24,11658
2018-01-25,11658
2018-01-26,11658
2018-01-27,11628
2018-01-28,11753
2018-01-29,11753
2018-01-31,11693
2018-02-01,11915
2018-02-02,11915
2018-02-03,11981
2018-02-04,11981
2018-02-05,11697
2018-02-06,11697
2018-02-07,11683
2018-02-08,11683
2018-02-09,11308
2018-02-10,11308
2018-02-11,11230
2018-02-12,11230
2018-02-13,11083
2018-02-14,11270
2018-02-15,11270
2018-02-16,10800
2018-02-17,10313
2018-02-18,10313
2018-02-19,10029
2018-02-20,10029
2018-02-21,9873
2018-02-22,9873
2018-02-23,10054
2018-02-24,10054
2018-02-25,10161
2018-02-26,10161
2018-02-27,10287
2018-03-01,10710
2018-03-02,10710
2018-03-03,11161
2018-03-04,11161
2018-03-05,11720
2018-03-06,11720
2018-03-07,12306
2018-03-08,12306
2018-03-09,12306
2018-03-10,12864
2018-03-11,12864
2018-03-12,13508
2018-03-13,13508
2018-03-14,14162
2018-03-15,14162
2018-03-16,14829
2018-03-17,15505
2018-03-18,15505
2018-03-19,15505
2018-03-20,16281
2018-03-21,16281
2018-03-23,17072
2018-03-24,17072
2018-03-26,17093
2018-03-27,17719
2018-03-28,17719
2018-03-29,18582
2018-03-30,18582
2018-03-31,18788
2018-04-01,18788
2018-04-02,17986
2018-04-03,17986
2018-04-04,17177
2018-04-05,17177
2018-04-06,16356
2018-04-08,15609
2018-04-09,15609
2018-04-10,14828
2018-04-11,14828
2018-04-12,14149
2018-04-13,14149
2018-04-14,14149
2018-04-15,13553
2018-04-16,13553
2018-04-17,12986
2018-04-18,12986
2018-04-19,12986
2018-04-20,12353
2018-04-21,12353
2018-04-22,11776
2018-04-23,11776
2018-04-24,11222
2018-04-25,11222
2018-04-26,10711
2018-04-27,10711
2018-04-28,10345
2018-04-29,10345
2018-04-30,10236
2018-05-01,10236
2018-05-02,10236
2018-05-03,10145
2018-05-04,10145
2018-05-05,10138
2018-05-06,10138
2018-05-07,10050
2018-05-08,10050
2018-05-09,9975
2018-05-10,9975
2018-05-11,9710
2018-05-12,9710
2018-05-13,9808
2018-05-14,9808
2018-05-15,10073
2018-05-16,10073
2018-05-17,10073
2018-05-18,10174
2018-05-19,10174
2018-05-20,10366
2018-05-21,10366
2018-05-22,10650
2018-05-23,10650
2018-05-24,11117
2018-05-25,11117
2018-05-26,11261
2018-05-27,11261
2018-05-28,11267
2018-05-29,11267
2018-05-30,11477
2018-05-31,11477
2018-06-01,11849
2018-06-02,11849
2018-06-03,12112
2018-06-04,12112
2018-06-05,11907
2018-06-06,11907
2018-06-07,11907
2018-06-08,12072
2018-06-09,12072
2018-06-10,12128
2018-06-11,12128
2018-06-12,12128
2018-06-13,12270
2018-06-14,12270
2018-06-15,12461
2018-06-16,12461
2018-06-17,12441
2018-06-18,12441
2018-06-19,12640
2018-06-20,12640
2018-06-21,12640
2018-06-22,12485
2018-06-23,12485
2018-06-24,12485
2018-06-25,12595
2018-06-26,12595
2018-06-27,12595
2018-06-28,12143
2018-06-29,12143
2018-06-30,11739
2018-07-01,11739
2018-07-02,11739
2018-07-03,11717
2018-07-04,11717
2018-07-05,11717
2018-07-06,11382
2018-07-07,11382
2018-07-08,11192
2018-07-09,11192
2018-07-10,10651
2018-07-11,10651
2018-07-12,10651
2018-07-13,10523
2018-07-14,10523
2018-07-15,10613
2018-07-16,10613
2018-07-17,10632
2018-07-18,10632
2018-07-19,10632
2018-07-20,10746
2018-07-21,10746
2018-07-22,10887
2018-07-23,10887
2018-07-24,10872
2018-07-25,10872
2018-07-26,11185
2018-07-27,11185
2018-07-28,11501
2018-07-29,11501
2018-07-30,12063
2018-07-31,12411
2018-08-01,12411
2018-08-02,12513
2018-08-03,12513
2018-08-04,12449
2018-08-05,12449
2018-08-06,12380
2018-08-07,12380
2018-08-08,12742
2018-08-09,12742
2018-08-10,12984
2018-08-11,12984
2018-08-12,12869
2018-08-14,12519
2018-08-16,11965
2018-08-17,11539
2018-08-18,11539
2018-08-19,11008
2018-08-20,10756
2018-08-21,10756
2018-08-22,10730
2018-08-23,10730
2018-08-24,10917
2018-08-25,10917
2018-08-26,10788
2018-08-27,10788
2018-08-28,10979
2018-08-29,10979
2018-08-30,11221
2018-08-31,11221
2018-09-01,11568
2018-09-02,11568
2018-09-03,11822
2018-09-04,11822
2018-09-05,12294
2018-09-06,12294
2018-09-07,12787
2018-09-08,12787
2018-09-09,12781
2018-09-10,12781
2018-09-11,13208
2018-09-12,13208
2018-09-13,13084
2018-09-14,12968
2018-09-15,12968
2018-09-16,12551
2018-09-17,12551
2018-09-18,13135
2018-09-19,13135
2018-09-20,13429
2018-09-21,13429
2018-09-22,13252
2018-09-23,13252
2018-09-24,12967
2018-09-25,12967
2018-09-26,13098
2018-09-27,13098
2018-09-28,13304
2018-09-29,13304
2018-09-30,13781
2018-10-02,14015
2018-10-03,14592
2018-10-04,14592
2018-10-05,14592
2018-10-06,14547
2018-10-07,14547
2018-10-08,14683
2018-10-09,14683
2018-10-10,15176
2018-10-11,15176
2018-10-12,15688
2018-10-13,15688
2018-10-14,16396
2018-10-15,16396
2018-10-16,16810
2018-10-17,16810
2018-10-18,17651
2018-10-19,17651
2018-10-20,17859
2018-10-21,17859
2018-10-22,18074
2018-10-23,18074
2018-10-24,18168
2018-10-25,18168
2018-10-26,18662
2018-10-27,18662
2018-10-28,18725
2018-10-29,18725
2018-10-30,18021
2018-10-31,18021
2018-11-01,17432
2018-11-03,17185
2018-11-04,16495
2018-11-05,16428
2018-11-06,16132
2018-11-07,16132
2018-11-08,15436
2018-11-09,15436
2018-11-10,15119
2018-11-11,15119
2018-11-12,14914
2018-11-13,14914
2018-11-15,14952
2018-11-16,14778
2018-11-17,14778
2018-11-18,14762
2018-11-19,14762
2018-11-20,14874
2018-11-21,14874
2018-11-22,14953
2018-11-23,14953
2018-11-24,14729
2018-11-25,14805
2018-11-26,14805
2018-11-27,15286
2018-11-28,15776
2018-11-29,16167
2018-12-01,16818
2018-12-02,16818
2018-12-03,16396
2018-12-04,16669
2018-12-05,16858
2018-12-07,16325
2018-12-09,15517
2018-12-10,14748
2018-12-11,14748
2018-12-12,14010
2018-12-13,13375
2018-12-14,13243
2018-12-15,13243
2018-12-16,12709
2018-12-17,12709
2018-12-18,12102
2018-12-19,12102
2018-12-20,11794
2018-12-21,11794
2018-12-22,11791
2018-12-23,11788
2018-12-24,11788
2018-12-25,12062
2018-12-26,12062
2018-12-27,11950
2018-12-28,11950
2018-12-29,12077
2018-12-30,12077
2018-12-31,11965
2019-01-01,11965
2019-01-02,11936
2019-01-03,11936
2019-01-04,11647
2019-01-05,11586
2019-01-06,11433
2019-01-08,11100
2019-01-10,10679
2019-01-11,10679
2019-01-12,10565
2019-01-13,10371
2019-01-14,10371
2019-01-15,10254
2019-01-16,10098
2019-01-17,10177
2019-01-18,10177
2019-01-19,10366
2019-01-20,10374
2019-01-21,10374
2019-01-22,10629
2019-01-23,10629
2019-01-24,10682
2019-01-25,10725
2019-01-26,10725
2019-01-27,10550
2019-01-28,10789
2019-01-29,10794
2019-01-30,10794
2019-01-31,10539
2019-02-01,10921
2019-02-02,10921
2019-02-03,10668
2019-02-04,10668
2019-02-05,10301
2019-02-06,10301
2019-02-07,10260
2019-02-08,10260
2019-02-09,10632
2019-02-10,10847
2019-02-11,10847
2019-02-12,10852
2019-02-13,10878
2019-02-14,10878
2019-02-15,10911
2019-02-16,10911
2019-02-17,10871
2019-02-18,10871
2019-02-19,11057
2019-02-20,11057
2019-02-21,11177
2019-02-22,11177
2019-02-23,11354
2019-02-24,11353
2019-02-25,11356
2019-02-26,11356
2019-02-27,11745
2019-02-28,11745
2019-03-01,12123
2019-03-02,12123
2019-03-03,12286
2019-03-04,12286
2019-03-05,12374
2019-03-06,12573
2019-03-07,12573
2019-03-08,12680
2019-03-09,12680
2019-03-10,12752
2019-03-11,12752
2019-03-12,13076
2019-03-13,13076
2019-03-14,13626
2019-03-15,13626
2019-03-16,13881
2019-03-17,13570
2019-03-18,13570
2019-03-19,13045
2019-03-20,12732
2019-03-21,12732
2019-03-22,13279
2019-03-23,13307
2019-03-24,13307
2019-03-25,12732
2019-03-26,12927
2019-03-27,12927
2019-03-28,12774
2019-03-29,12184
2019-03-30,12184
2019-03-31,11617
2019-04-01,11617
2019-04-02,11304
2019-04-03,11304
2019-04-04,11260
2019-04-05,11260
2019-04-06,10883
2019-04-07,10883
