date_obj,Amethyst%20bolt%20tips price
2018-05-31,227
2018-06-01,222
2018-06-02,229
2018-06-03,227
2018-06-04,227
2018-06-05,228
2018-06-06,223
2018-06-07,221
2018-06-08,225
2018-06-09,223
2018-06-10,224
2018-06-11,230
2018-06-12,229
2018-06-13,233
2018-06-14,231
2018-06-15,229
2018-06-16,230
2018-06-17,227
2018-06-18,228
2018-06-19,232
2018-06-20,232
2018-06-21,232
2018-06-22,231
2018-06-23,231
2018-06-24,229
2018-06-25,227
2018-06-26,230
2018-06-27,229
2018-06-28,237
2018-06-29,243
2018-06-30,240
2018-07-01,235
2018-07-02,237
2018-07-03,234
2018-07-04,232
2018-07-05,228
2018-07-06,232
2018-07-07,236
2018-07-08,234
2018-07-09,231
2018-07-10,230
2018-07-11,227
2018-07-12,225
2018-07-13,230
2018-07-14,232
2018-07-15,230
2018-07-16,231
2018-07-17,231
2018-07-18,229
2018-07-19,231
2018-07-20,238
2018-07-21,239
2018-07-22,239
2018-07-23,240
2018-07-24,240
2018-07-25,241
2018-07-26,243
2018-07-27,252
2018-07-28,253
2018-07-29,254
2018-07-30,250
2018-07-31,249
2018-08-01,247
2018-08-02,243
2018-08-03,249
2018-08-04,250
2018-08-05,246
2018-08-06,247
2018-08-07,254
2018-08-08,250
2018-08-09,245
2018-08-10,249
2018-08-11,250
2018-08-12,250
2018-08-14,246
2018-08-16,245
2018-08-17,246
2018-08-18,239
2018-08-19,240
2018-08-20,231
2018-08-21,242
2018-08-22,252
2018-08-23,257
2018-08-24,255
2018-08-25,264
2018-08-26,272
2018-08-27,269
2018-08-28,265
2018-08-29,261
2018-08-30,253
2018-08-31,255
2018-09-01,258
2018-09-02,261
2018-09-03,263
2018-09-04,268
2018-09-05,269
2018-09-06,269
2018-09-07,262
2018-09-08,264
2018-09-09,262
2018-09-10,258
2018-09-11,254
2018-09-12,258
2018-09-13,259
2018-09-14,254
2018-09-15,248
2018-09-16,249
2018-09-17,245
2018-09-18,245
2018-09-19,245
2018-09-20,246
2018-09-21,246
2018-09-22,244
2018-09-23,243
2018-09-24,243
2018-09-25,243
2018-09-26,241
2018-09-27,234
2018-09-28,237
2018-09-29,239
2018-09-30,236
2018-10-02,239
2018-10-03,242
2018-10-04,240
2018-10-05,242
2018-10-06,235
2018-10-07,236
2018-10-08,236
2018-10-09,242
2018-10-10,244
2018-10-11,237
2018-10-12,230
2018-10-13,234
2018-10-14,244
2018-10-15,241
2018-10-16,238
2018-10-17,235
2018-10-18,240
2018-10-19,244
2018-10-20,240
2018-10-21,239
2018-10-22,236
2018-10-23,236
2018-10-24,238
2018-10-25,229
2018-10-26,232
2018-10-27,237
2018-10-28,237
2018-10-29,240
2018-10-30,236
2018-10-31,235
2018-11-01,236
2018-11-03,246
2018-11-04,245
2018-11-05,244
2018-11-06,244
2018-11-07,244
2018-11-08,238
2018-11-09,242
2018-11-10,245
2018-11-11,243
2018-11-12,241
2018-11-13,235
2018-11-14,245
2018-11-15,245
2018-11-16,244
2018-11-17,246
2018-11-18,247
2018-11-19,252
2018-11-20,260
2018-11-21,263
2018-11-22,258
2018-11-23,246
2018-11-24,252
2018-11-25,253
2018-11-26,250
2018-11-27,249
2018-11-28,249
2018-11-29,249
2018-12-01,245
2018-12-02,242
2018-12-03,237
2018-12-04,233
2018-12-05,234
2018-12-07,239
2018-12-09,241
2018-12-10,244
2018-12-11,245
2018-12-12,251
2018-12-13,251
2018-12-14,242
2018-12-15,237
2018-12-16,240
2018-12-17,239
2018-12-18,244
2018-12-19,240
2018-12-20,238
2018-12-21,237
2018-12-22,239
2018-12-23,241
2018-12-24,241
2018-12-25,237
2018-12-26,237
2018-12-27,234
2018-12-28,232
2018-12-29,227
2018-12-30,234
2018-12-31,234
2019-01-01,239
2019-01-02,238
2019-01-03,238
2019-01-04,240
2019-01-05,235
2019-01-06,236
2019-01-08,230
2019-01-10,227
2019-01-11,225
2019-01-12,230
2019-01-13,227
2019-01-14,225
2019-01-15,223
2019-01-16,223
2019-01-17,220
2019-01-18,218
2019-01-19,222
2019-01-20,226
2019-01-21,226
2019-01-22,228
2019-01-23,232
2019-01-24,229
2019-01-25,224
2019-01-26,219
2019-01-27,215
2019-01-28,225
2019-01-29,226
2019-01-30,225
2019-01-31,222
2019-02-01,225
2019-02-02,227
2019-02-03,226
2019-02-04,226
2019-02-05,229
2019-02-06,229
2019-02-07,227
2019-02-08,235
2019-02-09,235
2019-02-10,226
2019-02-11,228
2019-02-12,228
2019-02-13,234
2019-02-14,234
2019-02-15,235
2019-02-16,237
2019-02-17,235
2019-02-18,228
2019-02-19,228
2019-02-20,228
2019-02-21,232
2019-02-22,232
2019-02-23,230
2019-02-24,235
2019-02-25,233
2019-02-26,233
2019-02-27,231
2019-02-28,231
2019-03-01,232
2019-03-02,232
2019-03-03,231
2019-03-04,232
2019-03-05,232
2019-03-06,237
2019-03-07,238
2019-03-08,238
2019-03-09,235
2019-03-10,229
2019-03-11,227
2019-03-12,232
2019-03-13,232
2019-03-14,230
2019-03-15,230
2019-03-16,228
2019-03-17,228
2019-03-18,228
2019-03-19,230
2019-03-20,230
2019-03-21,221
2019-03-22,221
2019-03-23,217
2019-03-24,217
2019-03-25,223
2019-03-26,224
2019-03-27,224
2019-03-28,225
2019-03-29,222
2019-03-30,222
2019-03-31,222
2019-04-01,222
2019-04-02,222
2019-04-03,213
2019-04-04,213
2019-04-05,217
2019-04-06,217
2019-04-07,223
2019-04-08,231
2019-04-09,226
2019-04-10,226
2019-04-11,224
2019-04-12,223
2019-04-13,225
2019-04-14,224
2019-04-15,224
2019-04-16,221
2019-04-17,221
2019-04-18,222
2019-04-19,222
2019-04-20,218
2019-04-21,218
2019-04-22,216
2019-04-23,218
2019-04-24,218
2019-04-25,217
2019-04-26,220
2019-04-27,220
2019-04-28,219
2019-04-29,219
2019-04-30,220
2019-05-01,220
2019-05-02,225
2019-05-03,222
2019-05-04,220
2019-05-05,220
2019-05-06,222
2019-05-07,222
2019-05-08,223
2019-05-09,223
2019-05-10,225
2019-05-11,225
2019-05-12,225
2019-05-13,227
2019-05-14,232
2019-05-15,232
2019-05-16,233
2019-05-17,233
2019-05-18,235
2019-05-19,235
2019-05-20,229
2019-05-21,229
2019-05-22,225
2019-05-23,224
2019-05-24,224
2019-05-25,225
2019-05-26,225
2019-05-27,227
2019-05-28,227
2019-05-29,236
2019-05-30,236
2019-05-31,237
2019-06-01,231
2019-06-02,224
2019-06-03,218
2019-06-04,221
2019-06-05,221
2019-06-06,227
2019-06-07,227
2019-06-08,225
2019-06-09,225
2019-06-10,230
2019-06-11,231
2019-06-12,231
2019-06-13,230
2019-06-14,230
2019-06-15,232
2019-06-16,227
2019-06-17,227
2019-06-18,221
2019-06-19,221
2019-06-20,224
2019-06-21,224
2019-06-22,231
2019-06-23,231
2019-06-24,227
2019-06-25,227
2019-06-26,225
2019-06-27,220
2019-06-28,220
2019-06-29,227
2019-06-30,229
2019-07-01,229
2019-07-02,228
2019-07-03,232
2019-07-04,232
2019-07-05,228
2019-07-06,228
2019-07-07,228
2019-07-08,228
2019-07-09,222
2019-07-10,222
2019-07-11,222
2019-07-12,228
2019-07-13,228
2019-07-14,233
2019-07-15,233
2019-07-16,237
2019-07-17,241
2019-07-18,241
2019-07-19,234
2019-07-20,234
2019-07-21,225
2019-07-22,225
2019-07-23,219
2019-07-24,219
2019-07-25,219
2019-07-26,225
2019-07-27,225
2019-07-28,227
2019-07-29,227
2019-07-30,226
2019-07-31,219
2019-08-01,219
2019-08-02,222
2019-08-03,224
2019-08-04,224
2019-08-05,221
2019-08-06,221
2019-08-07,214
2019-08-08,214
2019-08-09,215
2019-08-10,220
2019-08-11,220
2019-08-12,217
2019-08-13,217
2019-08-14,224
2019-08-15,219
2019-08-16,218
2019-08-17,218
2019-08-18,217
2019-08-19,217
2019-08-20,213
2019-08-21,213
2019-08-22,217
2019-08-23,217
2019-08-24,218
2019-08-24,218
2019-08-25,218
2019-08-25,218
2019-08-26,225
2019-08-27,225
2019-08-27,225
2019-08-28,224
2019-08-29,224
2019-08-30,222
2019-08-31,222
2019-09-01,226
2019-09-02,226
2019-09-03,228
2019-09-04,228
2019-09-05,229
2019-09-06,229
2019-09-07,222
2019-09-08,226
2019-09-09,226
2019-09-10,229
2019-09-11,229
2019-09-12,227
2019-09-13,227
2019-09-14,222
2019-09-15,222
2019-09-16,221
2019-09-17,221
2019-09-18,217
2019-09-19,217
2019-09-20,217
2019-09-21,217
2019-09-22,217
2019-09-23,221
2019-09-24,221
2019-09-25,221
2019-09-26,222
2019-09-27,222
2019-09-28,226
2019-09-29,226
2019-09-30,227
2019-10-01,229
2019-10-02,229
2019-10-03,228
2019-10-04,228
2019-10-05,229
2019-10-06,224
2019-10-07,224
2019-10-08,222
2019-10-09,222
2019-10-10,223
2019-10-11,223
2019-10-12,226
2019-10-13,222
2019-10-14,216
2019-10-15,216
2019-10-16,208
2019-10-17,208
2019-10-18,207
2019-10-19,212
2019-10-20,212
2019-10-21,216
2019-10-22,216
2019-10-23,224
2019-10-24,224
2019-10-25,230
2019-10-26,228
2019-10-27,228
2019-10-28,216
2019-10-29,216
2019-10-30,206
2019-10-31,205
2019-11-01,205
2019-11-02,201
2019-11-03,206
2019-11-04,206
2019-11-05,215
2019-11-06,215
2019-11-07,219
2019-11-08,219
2019-11-09,221
2019-11-10,223
2019-11-11,223
2019-11-12,225
2019-11-13,225
2019-11-14,227
2019-11-15,227
2019-11-16,224
2019-11-17,224
2019-11-18,226
2019-11-19,226
2019-11-20,230
2019-11-21,230
2019-11-22,227
2019-11-23,227
2019-11-24,218
2019-11-25,218
2019-11-26,218
2019-11-27,218
2019-11-28,218
2019-11-29,218
2019-11-30,217
2019-12-01,217
2019-12-02,219
2019-12-03,221
2019-12-04,219
2019-12-05,219
2019-12-06,214
2019-12-07,214
2019-12-08,217
2019-12-09,217
2019-12-10,219
2019-12-11,219
2019-12-12,223
2019-12-13,223
2019-12-14,228
2019-12-15,228
2019-12-16,228
2019-12-17,224
2019-12-18,224
2019-12-19,226
2019-12-20,226
2019-12-21,228
2019-12-22,228
2019-12-23,230
2019-12-24,230
2019-12-25,231
2019-12-26,231
2019-12-27,228
2019-12-28,232
2019-12-29,232
2019-12-30,229
2019-12-31,229
2020-01-01,228
2020-01-02,228
2020-01-03,232
2020-01-04,232
2020-01-05,232
2020-01-06,232
2020-01-07,230
2020-01-08,230
2020-01-09,235
2020-01-10,238
2020-01-11,232
2020-01-12,226
2020-01-13,226
2020-01-14,229
2020-01-15,235
2020-01-16,235
2020-01-17,239
2020-01-18,239
2020-01-19,244
2020-01-20,242
2020-01-21,242
2020-01-22,234
2020-01-23,233
2020-01-24,235
2020-01-25,235
2020-01-26,231
2020-01-27,221
2020-01-28,221
2020-01-29,218
2020-01-30,218
2020-01-31,219
2020-02-01,226
2020-02-02,237
2020-02-03,238
2020-02-04,241
2020-02-05,251
2020-02-06,244
2020-02-07,233
2020-02-08,234
2020-02-09,232
2020-02-10,236
2020-02-11,236
2020-02-12,241
2020-02-13,241
2020-02-14,239
2020-02-15,239
2020-02-16,231
2020-02-17,227
2020-02-18,233
2020-02-19,233
2020-02-20,231
2020-02-21,231
2020-02-22,233
2020-02-23,237
2020-02-24,242
2020-02-25,247
2020-02-26,242
2020-02-27,239
2020-02-28,237
2020-02-29,237
2020-03-01,234
2020-03-02,234
2020-03-03,237
2020-03-04,237
2020-03-05,238
2020-03-06,230
2020-03-07,230
2020-03-08,226
2020-03-09,224
2020-03-10,231
2020-03-11,233
2020-03-12,228
2020-03-13,228
2020-03-14,230
2020-03-15,234
2020-03-16,236
2020-03-17,237
2020-03-18,239
2020-03-19,238
2020-03-20,236
2020-03-21,234
2020-03-22,236
2020-03-23,244
2020-03-24,248
2020-03-25,240
2020-03-26,231
2020-03-27,228
2020-03-28,230
2020-03-29,239
2020-03-30,245
2020-03-31,236
2020-04-01,229
2020-04-02,230
2020-04-03,230
2020-04-04,230
2020-04-05,233
2020-04-06,231
2020-04-07,226
2020-04-08,227
2020-04-09,231
2020-04-10,228
2020-04-11,222
2020-04-12,219
2020-04-13,222
2020-04-14,227
2020-04-15,225
2020-04-16,225
2020-04-17,229
2020-04-18,229
2020-04-19,234
2020-04-20,238
2020-04-21,235
2020-04-22,231
2020-04-23,227
2020-04-24,227
2020-04-25,229
2020-04-26,230
2020-04-27,232
2020-04-28,231
2020-04-29,232
2020-04-30,234
2020-05-01,228
2020-05-02,230
2020-05-03,233
2020-05-04,242
2020-05-05,238
2020-05-06,233
2020-05-07,232
2020-05-08,228
2020-05-09,229
2020-05-10,229
2020-05-11,232
2020-05-12,232
2020-05-13,235
