date_obj,Mystic%20earth%20staff price
2019-04-09,25206
2019-04-10,25200
2019-04-11,25155
2019-04-12,25076
2019-04-13,25067
2019-04-14,25131
2019-04-15,25169
2019-04-16,25166
2019-04-17,25180
2019-04-18,25160
2019-04-19,25256
2019-04-20,25044
2019-04-21,25112
2019-04-22,25153
2019-04-23,25196
2019-04-24,25191
2019-04-25,25157
2019-04-26,25160
2019-04-27,25135
2019-04-28,25125
2019-04-29,25167
2019-04-30,25290
2019-05-01,25240
2019-05-02,25165
2019-05-03,25203
2019-05-04,25181
2019-05-05,25176
2019-05-06,25179
2019-05-07,25227
2019-05-08,25248
2019-05-09,25372
2019-05-10,25252
2019-05-11,25300
2019-05-12,25786
2019-05-13,25220
2019-05-14,25241
2019-05-15,25211
2019-05-16,25186
2019-05-17,25229
2019-05-18,25173
2019-05-19,25189
2019-05-20,25179
2019-05-21,25217
2019-05-22,25199
2019-05-23,25184
2019-05-24,24853
2019-05-25,25190
2019-05-26,25216
2019-05-27,25155
2019-05-28,25228
2019-05-29,25142
2019-05-30,25188
2019-05-31,25158
2019-06-01,25257
2019-06-02,25278
2019-06-03,25282
2019-06-04,25210
2019-06-05,25219
2019-06-06,25206
2019-06-07,25205
2019-06-08,25218
2019-06-09,25187
2019-06-10,25119
2019-06-11,25066
2019-06-12,25197
2019-06-13,25192
2019-06-14,25197
2019-06-15,25276
2019-06-16,25354
2019-06-17,25187
2019-06-18,25226
2019-06-19,25224
2019-06-20,25154
2019-06-21,25163
2019-06-22,25218
2019-06-23,25186
2019-06-24,25198
2019-06-25,25173
2019-06-26,25088
2019-06-27,25170
2019-06-28,25184
2019-06-29,25200
2019-06-30,25199
2019-07-01,25262
2019-07-02,25186
2019-07-03,25253
2019-07-04,25241
2019-07-05,25200
2019-07-06,25139
2019-07-07,25154
2019-07-08,25212
2019-07-09,25147
2019-07-10,25312
2019-07-11,25239
2019-07-12,25158
2019-07-13,25205
2019-07-14,25213
2019-07-15,25209
2019-07-16,25179
2019-07-17,25228
2019-07-18,25131
2019-07-19,25173
2019-07-20,25139
2019-07-21,25185
2019-07-22,25237
2019-07-23,25105
2019-07-24,25134
2019-07-25,25154
2019-07-26,25113
2019-07-27,25081
2019-07-28,25054
2019-07-29,25148
2019-07-30,25108
2019-07-31,25101
2019-08-01,25183
2019-08-02,25033
2019-08-03,25144
2019-08-04,25111
2019-08-05,25098
2019-08-06,25084
2019-08-07,25123
2019-08-08,25083
2019-08-09,25105
2019-08-10,25135
2019-08-11,25118
2019-08-12,25074
2019-08-13,25126
2019-08-14,25114
2019-08-15,25160
2019-08-16,25193
2019-08-17,25198
2019-08-18,25112
2019-08-19,25098
2019-08-20,25163
2019-08-21,25201
2019-08-22,25045
2019-08-23,25241
2019-08-24,25065
2019-08-24,25065
2019-08-25,25145
2019-08-25,25145
2019-08-26,25181
2019-08-26,25181
2019-08-27,25151
2019-08-27,25151
2019-08-28,25151
2019-08-29,25142
2019-08-30,25177
2019-08-31,25194
2019-09-01,25135
2019-09-02,25130
2019-09-03,25072
2019-09-04,25181
2019-09-05,24992
2019-09-06,25105
2019-09-07,25167
2019-09-08,25210
2019-09-09,25095
2019-09-10,25130
2019-09-11,25129
2019-09-12,25125
2019-09-13,25154
2019-09-14,25158
2019-09-15,25170
2019-09-16,25220
2019-09-17,25258
2019-09-18,25171
2019-09-19,25146
2019-09-20,25066
2019-09-21,25102
2019-09-22,25159
2019-09-23,25094
2019-09-24,25087
2019-09-25,25115
2019-09-26,25132
2019-09-27,25140
2019-09-28,25222
2019-09-29,25153
2019-09-30,25122
2019-10-01,25145
2019-10-02,25153
2019-10-03,25148
2019-10-04,25098
2019-10-05,25024
2019-10-06,25004
2019-10-07,25096
2019-10-08,25053
2019-10-09,25105
2019-10-10,25146
2019-10-11,25171
2019-10-12,25163
2019-10-13,25133
2019-10-14,25015
2019-10-15,25056
2019-10-16,25207
2019-10-17,25160
2019-10-18,25077
2019-10-19,25135
2019-10-20,25082
2019-10-21,25082
2019-10-22,25162
2019-10-23,25159
2019-10-24,25017
2019-10-25,25033
2019-10-26,25084
2019-10-27,25059
2019-10-28,25067
2019-10-29,24974
2019-10-30,25035
2019-10-31,25136
2019-11-01,25089
2019-11-02,25055
2019-11-03,25106
2019-11-04,25177
2019-11-05,25043
2019-11-06,25097
2019-11-07,25083
2019-11-08,25107
2019-11-09,25172
2019-11-10,25133
2019-11-11,25133
2019-11-12,25123
2019-11-13,25111
2019-11-14,25103
2019-11-15,25125
2019-11-16,25018
2019-11-17,25043
2019-11-18,25069
2019-11-19,25084
2019-11-20,25088
2019-11-21,25050
2019-11-22,25076
2019-11-23,24959
2019-11-24,25004
2019-11-25,25063
2019-11-26,25024
2019-11-27,25033
2019-11-28,25053
2019-11-29,25067
2019-11-30,24964
2019-12-01,25164
2019-12-02,25007
2019-12-03,25065
2019-12-04,25022
2019-12-05,25070
2019-12-06,25024
2019-12-07,25053
2019-12-08,25124
2019-12-09,24859
2019-12-10,24973
2019-12-11,25065
2019-12-12,25054
2019-12-13,25077
2019-12-14,25061
2019-12-15,25029
2019-12-16,25045
2019-12-17,25152
2019-12-18,25059
2019-12-19,25069
2019-12-20,25108
2019-12-21,25090
2019-12-22,25057
2019-12-23,25108
2019-12-24,25135
2019-12-25,25137
2019-12-26,25089
2019-12-27,25097
2019-12-28,25098
2019-12-29,25103
2019-12-30,25109
2019-12-31,25107
2020-01-01,25025
2020-01-02,25180
2020-01-03,25147
2020-01-04,25097
2020-01-05,25112
2020-01-06,25109
2020-01-07,25055
2020-01-08,25102
2020-01-09,25159
2020-01-10,25079
2020-01-11,25120
2020-01-12,25173
2020-01-13,25045
2020-01-14,25077
2020-01-15,25143
2020-01-16,25091
2020-01-17,25101
2020-01-18,25114
2020-01-19,25208
2020-01-20,25155
2020-01-21,25194
2020-01-22,25171
2020-01-23,25011
2020-01-24,25125
2020-01-25,24972
2020-01-26,25109
2020-01-27,25115
2020-01-28,25055
2020-01-29,25101
2020-01-30,25103
2020-01-31,25104
2020-02-01,25155
2020-02-02,25112
2020-02-03,25269
2020-02-04,25052
2020-02-05,25098
2020-02-06,25140
2020-02-07,25079
2020-02-08,25127
2020-02-09,25104
2020-02-10,25031
2020-02-11,25055
2020-02-12,25099
2020-02-13,25098
2020-02-14,25100
2020-02-15,25092
2020-02-16,25017
2020-02-17,25209
2020-02-18,25075
2020-02-19,25106
2020-02-20,25124
2020-02-21,25118
2020-02-22,25023
2020-02-23,25310
2020-02-24,25149
2020-02-25,25115
2020-02-26,25122
2020-02-27,25130
2020-02-28,25153
2020-02-29,25151
2020-03-01,25119
2020-03-02,25199
2020-03-03,25102
2020-03-04,25107
2020-03-05,25243
2020-03-06,25213
2020-03-07,25116
2020-03-08,25164
2020-03-09,25179
2020-03-10,25058
2020-03-11,25146
2020-03-12,25185
2020-03-13,25122
2020-03-14,25128
2020-03-15,25124
2020-03-16,25057
2020-03-17,25256
2020-03-18,25229
2020-03-19,25165
2020-03-20,25140
2020-03-21,25138
2020-03-22,25116
2020-03-23,25135
2020-03-24,25172
2020-03-25,25199
2020-03-26,25180
2020-03-27,25150
2020-03-28,25186
2020-03-29,25159
2020-03-30,25182
2020-03-31,25198
2020-04-01,25202
2020-04-02,25181
2020-04-03,25106
2020-04-04,25184
2020-04-05,25197
2020-04-06,25137
2020-04-07,25094
2020-04-08,25273
2020-04-09,25192
2020-04-10,25165
2020-04-11,25139
2020-04-12,25176
2020-04-13,25170
2020-04-14,25176
2020-04-15,25145
2020-04-16,25175
2020-04-17,25175
2020-04-18,25153
2020-04-19,25334
2020-04-20,25279
2020-04-21,25379
2020-04-22,25183
2020-04-23,25159
2020-04-24,25175
2020-04-25,25175
2020-04-26,25228
2020-04-27,25141
2020-04-28,25193
2020-04-29,25271
2020-04-30,25189
2020-05-01,25171
2020-05-02,25187
2020-05-03,25171
2020-05-04,25176
2020-05-05,25246
2020-05-06,25147
2020-05-07,25245
2020-05-08,25223
2020-05-09,25072
2020-05-10,25155
2020-05-11,25186
2020-05-12,25204
2020-05-13,25191
