date_obj,Steel%20set%20(lg) price
2019-04-07,1606
2019-04-08,1566
2019-04-09,1565
2019-04-10,1585
2019-04-11,1600
2019-04-12,1603
2019-04-13,1566
2019-04-14,1531
2019-04-15,1519
2019-04-16,1551
2019-04-17,1568
2019-04-18,1638
2019-04-19,1659
2019-04-20,1628
2019-04-21,1632
2019-04-22,1668
2019-04-23,1699
2019-04-24,1719
2019-04-25,1768
2019-04-26,1809
2019-04-27,1827
2019-04-28,1786
2019-04-29,1785
2019-04-30,1792
2019-05-01,1818
2019-05-02,1823
2019-05-03,1845
2019-05-04,1886
2019-05-05,1920
2019-05-06,1936
2019-05-07,1935
2019-05-08,1940
2019-05-09,1980
2019-05-10,1998
2019-05-11,1967
2019-05-12,1931
2019-05-13,1988
2019-05-14,2034
2019-05-15,2024
2019-05-16,2027
2019-05-17,2042
2019-05-18,2056
2019-05-19,2008
2019-05-20,1999
2019-05-21,1936
2019-05-22,1976
2019-05-23,1966
2019-05-24,1949
2019-05-25,1865
2019-05-26,1800
2019-05-27,1750
2019-05-28,1662
2019-05-29,1637
2019-05-30,1585
2019-05-31,1531
2019-06-01,1457
2019-06-02,1415
2019-06-03,1415
2019-06-04,1379
2019-06-05,1366
2019-06-06,1357
2019-06-07,1354
2019-06-08,1380
2019-06-09,1416
2019-06-10,1403
2019-06-11,1434
2019-06-12,1460
2019-06-13,1475
2019-06-14,1487
2019-06-15,1522
2019-06-16,1566
2019-06-17,1588
2019-06-18,1606
2019-06-19,1584
2019-06-20,1586
2019-06-21,1625
2019-06-22,1602
2019-06-23,1625
2019-06-24,1556
2019-06-25,1608
2019-06-26,1610
2019-06-27,1639
2019-06-28,1649
2019-06-29,1677
2019-06-30,1648
2019-07-01,1691
2019-07-02,1672
2019-07-03,1692
2019-07-04,1746
2019-07-05,1788
2019-07-06,1820
2019-07-07,1814
2019-07-08,1792
2019-07-09,1804
2019-07-10,1827
2019-07-11,1791
2019-07-12,1737
2019-07-13,1762
2019-07-14,1791
2019-07-15,1785
2019-07-16,1766
2019-07-17,1764
2019-07-18,1793
2019-07-19,1829
2019-07-20,1765
2019-07-21,1755
2019-07-22,1689
2019-07-23,1663
2019-07-24,1729
2019-07-25,1805
2019-07-26,1853
2019-07-27,1830
2019-07-28,1817
2019-07-29,1829
2019-07-30,1833
2019-07-31,1859
2019-08-01,1884
2019-08-02,1932
2019-08-03,1917
2019-08-04,1829
2019-08-05,1813
2019-08-06,1839
2019-08-07,1795
2019-08-08,1814
2019-08-09,1815
2019-08-10,1820
2019-08-11,1788
2019-08-12,1777
2019-08-13,1793
2019-08-14,1822
2019-08-15,1846
2019-08-16,1774
2019-08-17,1685
2019-08-18,1638
2019-08-19,1622
2019-08-20,1574
2019-08-21,1595
2019-08-22,1553
2019-08-23,1514
2019-08-24,1519
2019-08-24,1519
2019-08-25,1514
2019-08-25,1514
2019-08-26,1540
2019-08-26,1540
2019-08-27,1580
2019-08-27,1580
2019-08-28,1577
2019-08-29,1587
2019-08-30,1562
2019-08-31,1572
2019-09-01,1554
2019-09-02,1493
2019-09-03,1510
2019-09-04,1519
2019-09-05,1546
2019-09-06,1554
2019-09-07,1558
2019-09-08,1580
2019-09-09,1575
2019-09-10,1588
2019-09-11,1626
2019-09-12,1628
2019-09-13,1632
2019-09-14,1604
2019-09-15,1660
2019-09-16,1712
2019-09-17,1745
2019-09-18,1817
2019-09-19,1880
2019-09-20,1904
2019-09-21,1923
2019-09-22,1923
2019-09-23,1929
2019-09-24,1919
2019-09-25,1883
2019-09-26,1890
2019-09-27,1941
2019-09-28,1909
2019-09-29,1904
2019-09-30,1925
2019-10-01,1912
2019-10-02,1953
2019-10-03,1964
2019-10-04,1953
2019-10-05,1938
2019-10-06,1951
2019-10-07,1957
2019-10-08,1937
2019-10-09,1892
2019-10-10,1902
2019-10-11,1905
2019-10-12,1943
2019-10-13,1946
2019-10-14,1909
2019-10-15,1912
2019-10-16,1879
2019-10-17,1924
2019-10-18,1889
2019-10-19,1808
2019-10-20,1775
2019-10-21,1795
2019-10-22,1819
2019-10-23,1810
2019-10-24,1778
2019-10-25,1760
2019-10-26,1736
2019-10-27,1732
2019-10-28,1763
2019-10-29,1759
2019-10-30,1791
2019-10-31,1811
2019-11-01,1847
2019-11-02,1892
2019-11-03,1908
2019-11-04,1943
2019-11-05,1921
2019-11-06,1980
2019-11-07,1959
2019-11-08,1998
2019-11-09,1955
2019-11-10,1887
2019-11-11,1792
2019-11-12,1748
2019-11-13,1739
2019-11-14,1693
2019-11-15,1720
2019-11-16,1713
2019-11-17,1628
2019-11-18,1590
2019-11-19,1546
2019-11-20,1521
2019-11-21,1560
2019-11-22,1605
2019-11-23,1615
2019-11-24,1608
2019-11-25,1545
2019-11-26,1575
2019-11-27,1584
2019-11-28,1571
2019-11-29,1563
2019-11-30,1600
2019-12-01,1587
2019-12-02,1603
2019-12-03,1554
2019-12-04,1543
2019-12-05,1527
2019-12-06,1503
2019-12-07,1501
2019-12-08,1494
2019-12-09,1478
2019-12-10,1441
2019-12-11,1463
2019-12-12,1478
2019-12-13,1464
2019-12-14,1490
2019-12-15,1525
2019-12-16,1538
2019-12-17,1575
2019-12-18,1637
2019-12-19,1645
2019-12-20,1661
2019-12-21,1666
2019-12-22,1667
2019-12-23,1635
2019-12-24,1666
2019-12-25,1652
2019-12-26,1725
2019-12-27,1724
2019-12-28,1701
2019-12-29,1696
2019-12-30,1731
2019-12-31,1732
2020-01-01,1782
2020-01-02,1837
2020-01-03,1901
2020-01-04,1917
2020-01-05,1951
2020-01-06,1957
2020-01-07,1960
2020-01-08,1926
2020-01-09,1900
2020-01-10,1921
2020-01-11,1888
2020-01-12,1855
2020-01-13,1840
2020-01-14,1880
2020-01-15,1879
2020-01-16,1860
2020-01-17,1854
2020-01-18,1857
2020-01-19,1854
2020-01-20,1849
2020-01-21,1838
2020-01-22,1817
2020-01-23,1824
2020-01-24,1831
2020-01-25,1888
2020-01-26,1863
2020-01-27,1866
2020-01-28,1816
2020-01-29,1771
2020-01-30,1808
2020-01-31,1820
2020-02-01,1819
2020-02-02,1799
2020-02-03,1774
2020-02-04,1717
2020-02-05,1693
2020-02-06,1633
2020-02-07,1637
2020-02-08,1678
2020-02-09,1697
2020-02-10,1669
2020-02-11,1679
2020-02-12,1749
2020-02-13,1796
2020-02-14,1805
2020-02-15,1781
2020-02-16,1770
2020-02-17,1799
2020-02-18,1857
2020-02-19,1896
2020-02-20,1855
2020-02-21,1840
2020-02-22,1872
2020-02-23,1893
2020-02-24,1918
2020-02-25,1963
2020-02-26,2026
2020-02-27,2012
2020-02-28,2002
2020-02-29,1932
2020-03-01,1907
2020-03-02,1888
2020-03-03,1862
2020-03-04,1917
2020-03-05,1895
2020-03-06,1863
2020-03-07,1875
2020-03-08,1856
2020-03-09,1849
2020-03-10,1832
2020-03-11,1827
2020-03-12,1822
2020-03-13,1789
2020-03-14,1782
2020-03-15,1796
2020-03-16,1793
2020-03-17,1843
2020-03-18,1837
2020-03-19,1879
2020-03-20,1878
2020-03-21,1844
2020-03-22,1841
2020-03-23,1813
2020-03-24,1795
2020-03-25,1841
2020-03-26,1813
2020-03-27,1836
2020-03-28,1875
2020-03-29,1878
2020-03-30,1859
2020-03-31,1890
2020-04-01,1873
2020-04-02,1868
2020-04-03,1879
2020-04-04,1825
2020-04-05,1759
2020-04-06,1750
2020-04-07,1772
2020-04-08,1736
2020-04-09,1730
2020-04-10,1726
2020-04-11,1728
2020-04-12,1741
2020-04-13,1780
2020-04-14,1784
2020-04-15,1784
2020-04-16,1813
2020-04-17,1866
2020-04-18,1839
2020-04-19,1854
2020-04-20,1854
2020-04-21,1869
2020-04-22,1884
2020-04-23,1899
2020-04-24,1921
2020-04-25,1901
2020-04-26,1906
2020-04-27,1924
2020-04-28,1982
2020-04-29,1982
2020-04-30,1980
2020-05-01,1908
2020-05-02,1922
2020-05-03,1976
2020-05-04,1966
2020-05-05,2023
2020-05-06,2057
2020-05-07,2009
2020-05-08,1912
2020-05-09,1877
2020-05-10,1854
2020-05-11,1797
2020-05-12,1780
2020-05-13,1761
