date_obj,Obsidian%20armour%20set price
2018-10-30,3237948
2018-10-31,3285494
2018-11-01,3253453
2018-11-03,3338243
2018-11-04,3495580
2018-11-05,3604303
2018-11-06,3562771
2018-11-07,3496109
2018-11-08,3433856
2018-11-09,3403875
2018-11-10,3399784
2018-11-11,3346755
2018-11-12,3408489
2018-11-13,3466139
2018-11-15,3389092
2018-11-16,3364515
2018-11-17,3462668
2018-11-18,3401914
2018-11-19,3348146
2018-11-20,3385231
2018-11-21,3411664
2018-11-22,3400228
2018-11-23,3310343
2018-11-24,3236279
2018-11-25,3218096
2018-11-26,3243789
2018-11-27,3206462
2018-11-28,3221123
2018-11-29,3284343
2018-12-01,3229655
2018-12-02,3243084
2018-12-03,3266283
2018-12-04,3291679
2018-12-05,3274793
2018-12-07,3217557
2018-12-09,3195564
2018-12-10,3153611
2018-12-11,3153958
2018-12-12,3139749
2018-12-13,3183752
2018-12-14,3247522
2018-12-15,3249840
2018-12-16,3266872
2018-12-17,3325793
2018-12-18,3303235
2018-12-19,3258859
2018-12-20,3221042
2018-12-21,3183193
2018-12-22,3164974
2018-12-23,3200656
2018-12-24,3167472
2018-12-25,3179504
2018-12-26,3160260
2018-12-27,3167486
2018-12-28,3165164
2018-12-29,3170416
2018-12-30,3192437
2018-12-31,3160581
2019-01-01,3158661
2019-01-02,3153813
2019-01-03,3142975
2019-01-04,3140854
2019-01-05,3158217
2019-01-06,3178598
2019-01-08,3225931
2019-01-10,3192980
2019-01-11,3111288
2019-01-12,3117102
2019-01-13,3083496
2019-01-14,3080912
2019-01-15,3129647
2019-01-16,3128299
2019-01-17,3135730
2019-01-18,3117698
2019-01-19,3194821
2019-01-20,3195314
2019-01-21,3274003
2019-01-22,3256042
2019-01-23,3264267
2019-01-24,3220739
2019-01-25,3274398
2019-01-26,3423610
2019-01-27,3436093
2019-01-28,3348007
2019-01-29,3305903
2019-01-30,3235027
2019-01-31,3222925
2019-02-01,3199447
2019-02-02,3199385
2019-02-03,3174516
2019-02-04,3166342
2019-02-05,3177241
2019-02-06,3204044
2019-02-07,3188075
2019-02-08,3158619
2019-02-09,3090547
2019-02-10,3090821
2019-02-11,3128164
2019-02-12,3124353
2019-02-13,3097402
2019-02-14,3149516
2019-02-15,3138587
2019-02-16,3095980
2019-02-17,3094330
2019-02-18,3094175
2019-02-19,3092095
2019-02-20,3096513
2019-02-21,3147885
2019-02-22,3160877
2019-02-23,3134873
2019-02-24,3112155
2019-02-25,3079598
2019-02-26,3074734
2019-02-27,3061834
2019-02-28,3037141
2019-03-01,3084328
2019-03-02,3123674
2019-03-03,3110382
2019-03-04,3072520
2019-03-05,3114571
2019-03-06,3116978
2019-03-07,3096865
2019-03-08,3094677
2019-03-09,3107043
2019-03-10,3091341
2019-03-11,3106396
2019-03-12,3092668
2019-03-13,3108918
2019-03-14,3114979
2019-03-15,3131338
2019-03-16,3150658
2019-03-17,3084821
2019-03-18,3091277
2019-03-19,3101556
2019-03-20,3097495
2019-03-21,3065680
2019-03-22,3064871
2019-03-23,3075150
2019-03-24,3076152
2019-03-25,3064746
2019-03-26,3070313
2019-03-27,3073450
2019-03-28,3067208
2019-03-29,3026402
2019-03-30,3020496
2019-03-31,2996239
2019-04-01,2992609
2019-04-02,3026017
2019-04-03,3014487
2019-04-04,3015936
2019-04-05,2991671
2019-04-06,2968687
2019-04-07,2983112
2019-04-08,2972073
2019-04-09,2976731
2019-04-10,3011271
2019-04-11,3078255
2019-04-12,3072789
2019-04-13,3042003
2019-04-14,3020708
2019-04-15,3018440
2019-04-16,3085968
2019-04-17,3113403
2019-04-18,3071317
2019-04-19,3064110
2019-04-20,3045976
2019-04-21,3046427
2019-04-22,3026308
2019-04-23,3001298
2019-04-24,3001528
2019-04-25,2984596
2019-04-26,2979089
2019-04-27,2986162
2019-04-28,2970728
2019-04-29,3023657
2019-04-30,3076713
2019-05-01,3062936
2019-05-02,3069070
2019-05-03,3061836
2019-05-04,3043268
2019-05-05,3111439
2019-05-06,3097458
2019-05-07,3135376
2019-05-08,3066052
2019-05-09,3069462
2019-05-10,3053599
2019-05-11,3032275
2019-05-12,3048436
2019-05-13,3149587
2019-05-14,3119378
2019-05-15,3132911
2019-05-16,3126100
2019-05-17,3126686
2019-05-18,3091299
2019-05-19,3077068
2019-05-20,3085836
2019-05-21,3122651
2019-05-22,3124930
2019-05-23,3150492
2019-05-24,3115688
2019-05-25,3082203
2019-05-26,3085943
2019-05-27,3070845
2019-05-28,3061590
2019-05-29,3077566
2019-05-30,3122487
2019-05-31,3071996
2019-06-01,3064450
2019-06-02,3051108
2019-06-03,3056824
2019-06-04,3123869
2019-06-05,3111790
2019-06-06,3073982
2019-06-07,3078923
2019-06-08,3147727
2019-06-09,3126173
2019-06-10,3109308
2019-06-11,3086161
2019-06-12,3072528
2019-06-13,3057305
2019-06-14,3043477
2019-06-15,3039783
2019-06-16,3061281
2019-06-17,3067244
2019-06-18,3053837
2019-06-19,3038250
2019-06-20,3006200
2019-06-21,2995710
2019-06-22,2983939
2019-06-23,2963783
2019-06-24,2926268
2019-06-25,2901458
2019-06-26,2878635
2019-06-27,2878233
2019-06-28,2921097
2019-06-29,2939068
2019-06-30,2952529
2019-07-01,3001159
2019-07-02,2999283
2019-07-03,3011982
2019-07-04,3101848
2019-07-05,3118483
2019-07-06,3082589
2019-07-07,3040869
2019-07-08,3027663
2019-07-09,3026954
2019-07-10,2987957
2019-07-11,2964018
2019-07-12,2950379
2019-07-13,2937564
2019-07-14,2917644
2019-07-15,2912716
2019-07-16,2915516
2019-07-17,2896076
2019-07-18,2876903
2019-07-19,2851245
2019-07-20,2807003
2019-07-21,2820417
2019-07-22,2806667
2019-07-23,2797128
2019-07-24,2778667
2019-07-25,2766496
2019-07-26,2719084
2019-07-27,2709591
2019-07-28,2710541
2019-07-29,2655014
2019-07-30,2614336
2019-07-31,2564338
2019-08-01,2543706
2019-08-02,2531956
2019-08-03,2504991
2019-08-04,2475838
2019-08-05,2466902
2019-08-06,2467614
2019-08-07,2448394
2019-08-08,2513879
2019-08-09,2501065
2019-08-10,2473663
2019-08-11,2490283
2019-08-12,2469962
2019-08-13,2434098
2019-08-14,2442556
2019-08-15,2406913
2019-08-16,2361268
2019-08-17,2314832
2019-08-18,2305575
2019-08-19,2331092
2019-08-20,2310569
2019-08-21,2336144
2019-08-22,2376170
2019-08-23,2382773
2019-08-24,2394907
2019-08-24,2394907
2019-08-25,2426455
2019-08-25,2426455
2019-08-26,2398191
2019-08-26,2398191
2019-08-27,2376182
2019-08-27,2376182
2019-08-28,2397016
2019-08-29,2458097
2019-08-30,2504404
2019-08-31,2547522
2019-09-01,2549474
2019-09-02,2505760
2019-09-03,2481784
2019-09-04,2457457
2019-09-05,2399387
2019-09-06,2372704
2019-09-07,2346341
2019-09-08,2383653
2019-09-09,2438315
2019-09-10,2399723
2019-09-11,2391350
2019-09-12,2373593
2019-09-13,2404273
2019-09-14,2419038
2019-09-15,2481133
2019-09-16,2509994
2019-09-17,2476374
2019-09-18,2450736
2019-09-19,2457514
2019-09-20,2507761
2019-09-21,2522319
2019-09-22,2518471
2019-09-23,2488018
2019-09-24,2478742
2019-09-25,2473277
2019-09-26,2469444
2019-09-27,2493684
2019-09-28,2496704
2019-09-29,2481026
2019-09-30,2587467
2019-10-01,2562025
2019-10-02,2542231
2019-10-03,2539713
2019-10-04,2549512
2019-10-05,2628611
2019-10-06,2526344
2019-10-07,2534443
2019-10-08,2561729
2019-10-09,2564566
2019-10-10,2541182
2019-10-11,2505719
2019-10-12,2479326
2019-10-13,2435270
2019-10-14,2413837
2019-10-15,2422627
2019-10-16,2447066
2019-10-17,2479786
2019-10-18,2447713
2019-10-19,2426451
2019-10-20,2391479
2019-10-21,2326950
2019-10-22,2327573
2019-10-23,2328885
2019-10-24,2325588
2019-10-25,2320688
2019-10-26,2286947
2019-10-27,2265611
2019-10-28,2218329
2019-10-29,2200365
2019-10-30,2184641
2019-10-31,2188351
2019-11-01,2176238
2019-11-02,2161570
2019-11-03,2185761
2019-11-04,2165099
2019-11-05,2166632
2019-11-06,2188567
2019-11-07,2157077
2019-11-08,2139688
2019-11-09,2132104
2019-11-10,2085034
2019-11-11,2099794
2019-11-12,2153495
2019-11-13,2233991
2019-11-14,2179560
2019-11-15,2155347
2019-11-16,2137502
2019-11-17,2149057
2019-11-18,2177412
2019-11-19,2177031
2019-11-20,2164909
2019-11-21,2145861
2019-11-22,2188856
2019-11-23,2212009
2019-11-24,2219817
2019-11-25,2156973
2019-11-26,2132718
2019-11-27,2118445
2019-11-28,2136229
2019-11-29,2144120
2019-11-30,2081712
2019-12-01,2070160
2019-12-02,2062367
2019-12-03,2053562
2019-12-04,2060658
2019-12-05,2095059
2019-12-06,2116877
2019-12-07,2104215
2019-12-08,2124059
2019-12-09,2192241
2019-12-10,2217270
2019-12-11,2274911
2019-12-12,2209126
2019-12-13,2165728
2019-12-14,2120720
2019-12-15,2069068
2019-12-16,2066112
2019-12-17,2027198
2019-12-18,2053410
2019-12-19,2033361
2019-12-20,2020639
2019-12-21,2009571
2019-12-22,1972258
2019-12-23,1982418
2019-12-24,1981860
2019-12-25,1959461
2019-12-26,1939046
2019-12-27,1970001
2019-12-28,1979401
2019-12-29,1961918
2019-12-30,1958636
2019-12-31,1933609
2020-01-01,1930642
2020-01-02,1957267
2020-01-03,1999384
2020-01-04,2002881
2020-01-05,2064102
2020-01-06,2060053
2020-01-07,2064127
2020-01-08,2147591
2020-01-09,2201721
2020-01-10,2266640
2020-01-11,2179700
2020-01-12,2218350
2020-01-13,2216399
2020-01-14,2187937
2020-01-15,2145177
2020-01-16,2079235
2020-01-17,2055159
2020-01-18,2039255
2020-01-19,2020943
2020-01-20,2061642
2020-01-21,2101708
2020-01-22,2105281
2020-01-23,2135785
2020-01-24,2161938
2020-01-25,2127530
2020-01-26,2081014
2020-01-27,2081023
2020-01-28,2076032
2020-01-29,2136781
2020-01-30,2152484
2020-01-31,2180600
2020-02-01,2203075
2020-02-02,2297867
2020-02-03,2342775
2020-02-04,2318174
2020-02-05,2277529
2020-02-06,2226116
2020-02-07,2175099
2020-02-08,2101989
2020-02-09,2093325
2020-02-10,2158390
2020-02-11,2236930
2020-02-12,2253930
2020-02-13,2307430
2020-02-14,2376221
2020-02-15,2460566
2020-02-16,2497899
2020-02-17,2469421
2020-02-18,2435693
2020-02-19,2341512
2020-02-20,2299394
2020-02-21,2266149
2020-02-22,2253166
2020-02-23,2258113
2020-02-24,2246803
2020-02-25,2230645
2020-02-26,2238768
2020-02-27,2263971
2020-02-28,2245867
2020-02-29,2258201
2020-03-01,2280664
2020-03-02,2289381
2020-03-03,2363076
2020-03-04,2443220
2020-03-05,2411458
2020-03-06,2382111
2020-03-07,2422773
2020-03-08,2393093
2020-03-09,2411152
2020-03-10,2466397
2020-03-11,2508708
2020-03-12,2585779
2020-03-13,2586656
2020-03-14,2536108
2020-03-15,2551911
2020-03-16,2505025
2020-03-17,2471425
2020-03-18,2438144
2020-03-19,2442490
2020-03-20,2484934
2020-03-21,2510445
2020-03-22,2543385
2020-03-23,2504507
2020-03-24,2456508
2020-03-25,2458240
2020-03-26,2491496
2020-03-27,2516914
2020-03-28,2593385
2020-03-29,2651563
2020-03-30,2615757
2020-03-31,2623129
2020-04-01,2612371
2020-04-02,2709375
2020-04-03,2824774
2020-04-04,2842352
2020-04-05,2943402
2020-04-06,3019652
2020-04-07,2927945
2020-04-08,2821105
2020-04-09,2770219
2020-04-10,2670786
2020-04-11,2585854
2020-04-12,2625077
2020-04-13,2636082
2020-04-14,2754066
2020-04-15,2823271
2020-04-16,2894384
2020-04-17,2824585
2020-04-18,2784192
2020-04-19,2771464
2020-04-20,2794065
2020-04-21,2825970
2020-04-22,2922521
2020-04-23,2909155
2020-04-24,2919475
2020-04-25,2879701
2020-04-26,2876459
2020-04-27,2960601
2020-04-28,2893926
2020-04-29,2884813
2020-04-30,2903012
2020-05-01,2928710
2020-05-02,2908344
2020-05-03,2880552
2020-05-04,2910956
2020-05-05,2984233
2020-05-06,3007264
2020-05-07,2965701
2020-05-08,2948956
2020-05-09,2931250
2020-05-10,3015477
2020-05-11,3021510
2020-05-12,3099996
2020-05-13,3164647
