date_obj,Dragon%20full%20helm%20ornament%20kit price
2015-09-04,17525
2015-09-05,17525
2015-09-06,17519
2015-09-07,17645
2015-09-08,18088
2015-09-09,18666
2015-09-10,18666
2015-09-11,19509
2015-09-12,19509
2015-09-13,20253
2015-09-14,20253
2015-09-15,21130
2015-09-16,21130
2015-09-17,22140
2015-09-18,22140
2015-09-19,22859
2015-09-20,22859
2015-09-21,22920
2015-09-22,22920
2015-09-23,23973
2015-09-24,23973
2015-09-25,23973
2015-09-27,24606
2015-09-28,25216
2015-09-29,25216
2015-09-30,25265
2015-10-05,23932
2015-10-06,23587
2015-10-07,23587
2015-10-08,23404
2015-10-09,23404
2015-10-10,23603
2015-10-11,22884
2015-10-12,22884
2015-10-13,22737
2015-10-14,22737
2015-10-15,22379
2015-10-16,22379
2015-10-17,21833
2015-10-18,21833
2015-10-19,21558
2015-10-20,22205
2015-10-22,22911
2015-10-23,23680
2015-10-24,23680
2015-10-25,24238
2015-10-26,24238
2015-10-27,24477
2015-10-29,24393
2015-10-30,24573
2015-10-31,24573
2015-11-01,24359
2015-11-02,24359
2015-11-03,24381
2015-11-04,24381
2015-11-05,24244
2015-11-06,24244
2015-11-07,24837
2015-11-08,24837
2015-11-09,24579
2015-11-10,24579
2015-11-11,25117
2015-11-12,25117
2015-11-13,25671
2015-11-14,25671
2015-11-15,25773
2015-11-16,25773
2015-11-17,25437
2015-11-18,25437
2015-11-19,26141
2015-11-20,26141
2015-11-21,26789
2015-11-22,26637
2015-11-23,26637
2015-11-24,27010
2015-11-25,28308
2015-11-26,28308
2015-11-27,29551
2015-11-28,30988
2015-11-29,32189
2015-11-30,32189
2015-12-01,33621
2015-12-02,33621
2015-12-03,34957
2015-12-04,34957
2015-12-05,35658
2015-12-06,35478
2015-12-07,35478
2015-12-08,35478
2015-12-09,36295
2015-12-10,36295
2015-12-11,37688
2015-12-12,37688
2015-12-13,37688
2015-12-14,38952
2015-12-15,38952
2015-12-16,40900
2015-12-17,40900
2015-12-18,42514
2015-12-19,42514
2015-12-20,44566
2015-12-21,44566
2015-12-22,46614
2015-12-23,46614
2015-12-24,48945
2015-12-25,48945
2015-12-26,48945
2015-12-27,51393
2015-12-28,51393
2015-12-29,53945
2015-12-30,53945
2015-12-31,55930
2016-01-01,55930
2016-01-02,55930
2016-01-03,56922
2016-01-04,56922
2016-01-05,54233
2016-01-06,54233
2016-01-07,51655
2016-01-08,51655
2016-01-09,49187
2016-01-10,49187
2016-01-11,49187
2016-01-12,46727
2016-01-13,44440
2016-01-14,42443
2016-01-15,42443
2016-01-16,40595
2016-01-17,40595
2016-01-18,38565
2016-01-19,38565
2016-01-20,36977
2016-01-21,36977
2016-01-22,36977
2016-01-23,35517
2016-01-24,35517
2016-01-25,33974
2016-01-26,33974
2016-01-27,33974
2016-01-28,33222
2016-01-29,33222
2016-01-30,32010
2016-01-31,32010
2016-02-01,31056
2016-02-02,31056
2016-02-03,31056
2016-02-04,31056
2016-02-05,30650
2016-02-06,30650
2016-02-07,30650
2016-02-08,30744
2016-02-09,30744
2016-02-10,30744
2016-02-11,31225
2016-02-12,31225
2016-02-13,31486
2016-02-14,31486
2016-02-15,31486
2016-02-16,30185
2016-02-17,30185
2016-02-18,30185
2016-02-19,30301
2016-02-20,30301
2016-02-21,30196
2016-02-22,30196
2016-02-23,30196
2016-02-24,30196
2016-02-25,29240
2016-02-26,29240
2016-02-27,29240
2016-02-28,29240
2016-02-29,29128
2016-03-01,29128
2016-03-02,29128
2016-03-03,29738
2016-03-04,29738
2016-03-05,29738
2016-03-06,30644
2016-03-07,30644
2016-03-08,30644
2016-03-09,30644
2016-03-10,30357
2016-03-11,30357
2016-03-12,30357
2016-03-13,29555
2016-03-14,29555
2016-03-15,29555
2016-03-16,28198
2016-03-17,28198
2016-03-18,28198
2016-03-19,27455
2016-03-20,27455
2016-03-21,27455
2016-03-22,26517
2016-03-23,26517
2016-03-24,26517
2016-03-25,25763
2016-03-26,25763
2016-03-27,25763
2016-03-28,25763
2016-03-29,24838
2016-03-30,24838
2016-03-31,24838
2016-04-01,24838
2016-04-02,24239
2016-04-03,24239
2016-04-04,24239
2016-04-05,23619
2016-04-06,23619
2016-04-07,23619
2016-04-08,22760
2016-04-09,22760
2016-04-10,21943
2016-04-11,21943
2016-04-12,21943
2016-04-13,21943
2016-04-14,21503
2016-04-15,21503
2016-04-16,21503
2016-04-17,21313
2016-04-18,21313
2016-04-19,21313
2016-04-20,20645
2016-04-21,20645
2016-04-22,20645
2016-04-23,19696
2016-04-24,19696
2016-04-25,19696
2016-04-26,18760
2016-04-27,18760
2016-04-28,17945
2016-04-29,17945
2016-04-30,17274
2016-05-01,17274
2016-05-02,17274
2016-05-03,16687
2016-05-04,16687
2016-05-05,15984
2016-05-06,15984
2016-05-07,15451
2016-05-08,15451
2016-05-09,15451
2016-05-10,14847
2016-05-11,14847
2016-05-12,14847
2016-05-13,14469
2016-05-14,14469
2016-05-15,14469
2016-05-16,14125
2016-05-17,14125
2016-05-18,14125
2016-05-19,13683
2016-05-22,13193
2016-05-23,13193
2016-05-24,12819
2016-05-25,12819
2016-05-26,12928
2016-05-27,12928
2016-05-28,12928
2016-05-29,13363
2016-05-30,13363
2016-05-31,13363
2016-06-01,13459
2016-06-02,13459
2016-06-03,13459
2016-06-04,13571
2016-06-05,13571
2016-06-06,13571
2016-06-07,13643
2016-06-08,13643
2016-06-09,13643
2016-06-10,13845
2016-06-11,13845
2016-06-12,14327
2016-06-13,14327
2016-06-14,14327
2016-06-15,14803
2016-06-16,14803
2016-06-17,14803
2016-06-18,15369
2016-06-19,15369
2016-06-20,15369
2016-06-21,15369
2016-06-22,15374
2016-06-23,15374
2016-06-24,15374
2016-06-25,15795
2016-06-26,15795
2016-06-27,15795
2016-06-28,15848
2016-06-29,15848
2016-06-30,15848
2016-07-01,16635
2016-07-02,16635
2016-07-03,16635
2016-07-04,17467
2016-07-05,17467
2016-07-06,17467
2016-07-07,17805
2016-07-08,17805
2016-07-09,17742
2016-07-10,17742
2016-07-11,18577
2016-07-12,18577
2016-07-13,18577
2016-07-14,19447
2016-07-15,19447
2016-07-16,19447
2016-07-17,19343
2016-07-18,19343
2016-07-23,19374
2016-07-24,19374
2016-07-25,18444
2016-07-26,18444
2016-07-27,18444
2016-07-28,17521
2016-07-29,17521
2016-07-30,16751
2016-07-31,16751
2016-08-01,16751
2016-08-02,16719
2016-08-03,16719
2016-08-04,16719
2016-08-05,15992
2016-08-06,15992
2016-08-07,15344
2016-08-08,15344
2016-08-09,14621
2016-08-10,14621
2016-08-11,14346
2016-08-12,14346
2016-08-13,14346
2016-08-14,14404
2016-08-15,14404
2016-08-16,14159
2016-08-17,14159
2016-08-18,14159
2016-08-19,14382
2016-08-20,14382
2016-08-21,14382
2016-08-22,14149
2016-08-23,14149
2016-08-24,14149
2016-08-25,13835
2016-08-26,13835
2016-08-28,13294
2016-08-31,13065
2016-09-01,13065
2016-09-02,12622
2016-09-03,12622
2016-09-04,12810
2016-09-05,12810
2016-09-06,12810
2016-09-07,13034
2016-09-08,13034
2016-09-09,13034
2016-09-10,13647
2016-09-11,13647
2016-09-12,13647
2016-09-13,13882
2016-09-14,13882
2016-09-15,13882
2016-09-16,13882
2016-09-17,13401
2016-09-18,13401
2016-09-19,13401
2016-09-20,13104
2016-09-21,13104
2016-09-22,13104
2016-09-23,13010
2016-09-24,13010
2016-09-25,13010
2016-09-26,12900
2016-09-27,12900
2016-09-28,12900
2016-09-29,13030
2016-09-30,13030
2016-10-01,13030
2016-10-02,12769
2016-10-03,12769
2016-10-04,12769
2016-10-05,12301
2016-10-06,12301
2016-10-07,12301
2016-10-08,11883
2016-10-09,11883
2016-10-10,11883
2016-10-11,12133
2016-10-12,12133
2016-10-13,12133
2016-10-14,12576
2016-10-15,12576
2016-10-16,12804
2016-10-17,12804
2016-10-18,12804
2016-10-19,12778
2016-10-20,12778
2016-10-21,12778
2016-10-22,12778
2016-10-23,12336
2016-10-24,12336
2016-10-25,12479
2016-10-26,12358
2016-10-27,12358
2016-10-28,12358
2016-10-29,12245
2016-10-30,12245
2016-10-31,12140
2016-11-01,12140
2016-11-02,11936
2016-11-03,11936
2016-11-04,12008
2016-11-05,12008
2016-11-06,12008
2016-11-07,12023
2016-11-08,12023
2016-11-09,12101
2016-11-10,12101
2016-11-11,12101
2016-11-12,12415
2016-11-13,12415
2016-11-14,12415
2016-11-15,13035
2016-12-07,17069
2016-12-08,17069
2016-12-09,17069
2016-12-10,17326
2016-12-11,17326
2016-12-12,17326
2016-12-13,17379
2016-12-14,17379
2016-12-15,17379
2016-12-16,17827
2016-12-17,17827
2016-12-18,17827
2016-12-19,18339
2016-12-20,18339
2016-12-21,17855
2016-12-22,17855
2016-12-23,17496
2016-12-24,17496
2016-12-25,17054
2016-12-26,17054
2016-12-27,17054
2016-12-28,16302
2016-12-29,16302
2016-12-30,16302
2016-12-31,16443
2017-01-01,16443
2017-01-02,16315
2017-01-03,16315
2017-01-04,15550
2017-01-05,15550
2017-01-06,14821
2017-01-07,14821
2017-01-08,14123
2017-01-09,14123
2017-01-10,13416
2017-01-11,13416
2017-01-12,13073
2017-01-13,13073
2017-01-14,12729
2017-01-15,12729
2017-01-16,12455
2017-01-17,12455
2017-01-18,12253
2017-01-19,12253
2017-01-20,12253
2017-01-21,12055
2017-01-22,12055
2017-01-23,11991
2017-01-27,12121
2017-01-28,12121
2017-01-29,12425
2017-01-30,12425
2017-01-31,12425
2017-02-01,12894
2017-02-02,12894
2017-02-03,13016
2017-02-04,13016
2017-02-05,13417
2017-02-06,13417
2017-02-07,13849
2017-02-08,13937
2017-02-09,13937
2017-02-10,13858
2017-02-11,13419
2017-02-12,13419
2017-02-13,13308
2017-02-14,13308
2017-02-15,13410
2017-02-16,13410
2017-02-18,13724
2017-02-19,13236
2017-02-20,13236
2017-02-21,13426
2017-02-22,13426
2017-02-23,13876
2017-02-24,13876
2017-02-25,14179
2017-02-26,14179
2017-02-27,14179
2017-02-28,14243
2017-03-01,14243
2017-03-02,14525
2017-03-03,14134
2017-03-04,13577
2017-03-05,13232
2017-03-06,13236
2017-03-07,13236
2017-03-08,13580
2017-03-09,13580
2017-03-10,14041
2017-03-11,14041
2017-03-12,14347
2017-03-13,14440
2017-03-14,14440
2017-03-15,14603
2017-03-16,14603
2017-03-17,14603
2017-03-18,14603
2017-03-19,14533
2017-03-20,13980
2017-03-21,13980
2017-03-22,13370
2017-03-23,13552
2017-03-24,13552
2017-03-25,13598
2017-03-26,13598
2017-03-27,14083
2017-03-28,14083
2017-03-29,14734
2017-03-30,14734
2017-03-31,15205
2017-04-01,15205
2017-04-02,15507
2017-04-03,15507
2017-04-04,15505
2017-04-12,16531
2017-04-13,16828
2017-04-14,16828
2017-04-15,17160
2017-04-16,17276
2017-04-17,17276
2017-04-18,17060
2017-04-19,17060
2017-04-20,17069
2017-04-21,17069
2017-04-22,17065
2017-04-23,17065
2017-04-24,17065
2017-04-25,17149
2017-04-26,17149
2017-04-27,17149
2017-04-28,16830
2017-04-29,16830
2017-04-30,16805
2017-05-01,16805
2017-05-02,17399
2017-05-03,17399
2017-05-04,17783
2017-05-05,17783
2017-05-06,18375
2017-05-07,18375
2017-05-08,19281
2017-05-09,19281
2017-05-10,19738
2017-05-11,19738
2017-05-12,20322
2017-05-13,20322
2017-05-14,19630
2017-05-15,19630
2017-05-16,18854
2017-05-17,18854
2017-05-18,19371
2017-05-19,19371
2017-05-20,19633
2017-05-21,19633
2017-05-22,19633
2017-05-23,19932
2017-05-24,19932
2017-05-25,19932
2017-05-26,19837
2017-05-27,19837
2017-05-28,19485
2017-05-29,19485
2017-05-30,18909
2017-05-31,18909
2017-06-01,18132
2017-06-02,18132
2017-06-03,18132
2017-06-04,18184
2017-06-05,18184
2017-06-06,18687
2017-06-07,18687
2017-06-08,18717
2017-06-09,18717
2017-06-10,18921
2017-06-11,18921
2017-06-12,18921
2017-06-13,19203
2017-06-14,19203
2017-06-15,19359
2017-06-16,19359
2017-06-17,19619
2017-06-18,19619
2017-06-19,19619
2017-06-20,19639
2017-06-21,19639
2017-06-22,19184
2017-06-23,19184
2017-06-24,19111
2017-06-25,19111
2017-06-26,18155
2017-06-27,18155
2017-06-28,17356
2017-06-29,17356
2017-06-30,16747
2017-07-01,16747
2017-07-02,16747
2017-07-03,15932
2017-07-04,15932
2017-07-05,15319
2017-07-06,15319
2017-07-07,14748
2017-07-08,14748
2017-07-13,14411
2017-07-14,13709
2017-07-15,13709
2017-07-16,13069
2017-07-17,13069
2017-07-18,13281
2017-07-19,13281
2017-07-20,13595
2017-07-21,13595
2017-07-22,13917
2017-07-23,13917
2017-07-24,14613
2017-07-25,14613
2017-07-26,15313
2017-07-27,15313
2017-07-28,16058
2017-07-29,16058
2017-07-30,16861
2017-07-31,16861
2017-08-01,16861
2017-08-02,17705
2017-08-03,17705
2017-08-04,18578
2017-08-05,19507
2017-08-06,19507
2017-08-09,20446
2017-08-10,21469
2017-08-11,21469
2017-08-12,22295
2017-08-13,22295
2017-08-14,22295
2017-08-15,23167
2017-08-16,23167
2017-08-17,24244
2017-08-18,24244
2017-08-19,25431
2017-08-20,25431
2017-08-21,26357
2017-08-22,27077
2017-08-23,27077
2017-08-24,28362
2017-08-25,28362
2017-08-26,29364
2017-08-27,29364
2017-08-28,30742
2017-08-29,30742
2017-08-30,30742
2017-08-31,32280
2017-09-01,32280
2017-09-03,33759
2017-09-04,33759
2017-09-05,35246
2017-09-06,35246
2017-09-07,36806
2017-09-08,36806
2017-09-09,38583
2017-09-10,38583
2017-09-11,40444
2017-09-12,40444
2017-09-13,42467
2017-09-14,42467
2017-09-15,44576
2017-09-16,44576
2017-09-17,44064
2017-09-18,44064
2017-09-19,42429
2017-09-20,42429
2017-09-21,40780
2017-09-22,40780
2017-09-23,38890
2017-09-24,38890
2017-09-25,36945
2017-09-26,36977
2017-09-27,36977
2017-09-28,38739
2017-09-29,38739
2017-09-30,40676
2017-10-01,40676
2017-10-02,41880
2017-10-03,41880
2017-10-04,41880
2017-10-05,42841
2017-10-06,42841
2017-10-07,44984
2017-10-08,44984
2017-10-09,46822
2017-10-10,46822
2017-10-11,48496
2017-10-12,48496
2017-10-13,50132
2017-10-14,50132
2017-10-15,49884
2017-10-16,49884
2017-10-17,49884
2017-10-18,51265
2017-10-19,51265
2017-10-20,51265
2017-10-21,52558
2017-10-22,52558
2017-10-23,53778
2017-10-24,53778
2017-10-25,55321
2017-10-26,55321
2017-10-27,56924
2017-10-28,56924
2017-10-29,56924
2017-10-30,58536
2017-10-31,58536
2017-11-01,58536
2017-11-02,60261
2017-11-03,60261
2017-11-04,62935
2017-11-05,62935
2017-11-06,62935
2017-11-07,65957
2017-11-08,65957
2017-11-09,67775
2017-11-10,67775
2017-11-11,68787
2017-11-12,68787
2017-11-13,70552
2017-11-14,70552
2017-11-15,70552
2017-11-16,73211
2017-11-17,73211
2017-11-18,73211
2017-11-19,75850
2017-11-20,75850
2017-11-21,77392
2017-11-22,77392
2017-11-23,77392
2017-11-24,77449
2017-11-25,77449
2017-11-26,77449
2017-11-27,75752
2017-11-28,75752
2017-11-29,75752
2017-11-30,74630
2017-12-01,74630
2017-12-02,74630
2017-12-03,73768
2017-12-04,73768
2017-12-05,72555
2017-12-06,72555
2017-12-07,72555
2017-12-08,70635
2017-12-09,70635
2017-12-10,68945
2017-12-11,68945
2017-12-12,68945
2017-12-13,66168
2017-12-14,66168
2017-12-15,63467
2017-12-16,63467
2017-12-17,63467
2017-12-18,60293
2017-12-19,60293
2017-12-20,60293
2017-12-21,58133
2017-12-22,58133
2017-12-23,58133
2017-12-24,55678
2017-12-25,55678
2017-12-26,55678
2017-12-27,54643
2017-12-28,54643
2017-12-29,54643
2017-12-30,53725
2017-12-31,53725
2018-01-01,51561
2018-01-02,51561
2018-01-03,49475
2018-01-04,49475
2018-01-05,47087
2018-01-06,47087
2018-01-07,44732
2018-01-08,44732
2018-01-09,42495
2018-01-10,42495
2018-01-11,40510
2018-01-12,40510
2018-01-13,38714
2018-01-14,37142
2018-01-15,37142
2018-01-16,35404
2018-01-17,33795
2018-01-18,33795
2018-01-19,32208
2018-01-20,30703
2018-01-21,30703
2018-01-22,29257
2018-01-23,29257
2018-01-25,27794
2018-01-26,26404
2018-01-27,26404
2018-01-28,25083
2018-01-29,25083
2018-01-30,23828
2018-01-31,23828
2018-02-01,22712
2018-02-02,22712
2018-02-03,22383
2018-02-04,22383
2018-02-05,22733
2018-02-06,22733
2018-02-07,23023
2018-02-08,23023
2018-02-09,23023
2018-02-10,23539
2018-02-11,23539
2018-02-12,23666
2018-02-13,23666
2018-02-14,23666
2018-02-15,22998
2018-02-16,22998
2018-02-17,22230
2018-02-18,22230
2018-02-19,21727
2018-02-20,21727
2018-02-21,20794
2018-02-22,20794
2018-02-23,20794
2018-02-24,19778
2018-02-25,18861
2018-02-26,18861
2018-02-27,18316
2018-02-28,18316
2018-03-01,18316
2018-03-02,18722
2018-03-03,18722
2018-03-04,18722
2018-03-05,18989
2018-03-06,18989
2018-03-07,18629
2018-03-08,18629
2018-03-09,18629
2018-03-10,18544
2018-03-11,18544
2018-03-12,17856
2018-03-13,17856
2018-03-14,17187
2018-03-15,17187
2018-03-16,17187
2018-03-17,16404
2018-03-18,16404
2018-03-20,15698
2018-03-21,15698
2018-03-23,15395
2018-03-24,15395
2018-03-25,15102
2018-03-26,15102
2018-03-27,14961
2018-03-28,14961
2018-03-29,14961
2018-03-30,14702
2018-03-31,14702
2018-04-01,14786
2018-04-02,14786
2018-04-03,14740
2018-04-04,14740
2018-04-05,14740
2018-04-06,14660
2018-04-07,14660
2018-04-08,14660
2018-04-09,14258
2018-04-10,14258
2018-04-11,14258
2018-04-12,14198
2018-04-13,14198
2018-04-14,14198
2018-04-15,13581
2018-04-16,13581
2018-04-17,13349
2018-04-18,13349
2018-04-19,13349
2018-04-20,12862
2018-04-21,12862
2018-04-22,12250
2018-04-23,12250
2018-04-24,11746
2018-04-25,11746
2018-04-26,11746
2018-04-27,11158
2018-04-28,11158
2018-04-29,11158
2018-04-30,10624
2018-05-01,10624
2018-05-03,10167
2018-05-05,9823
2018-05-07,9823
2018-05-08,9581
2018-05-09,9581
2018-05-10,9236
2018-05-11,9236
2018-05-12,8887
2018-05-13,8887
2018-05-14,8887
2018-05-15,8496
2018-05-16,8496
2018-05-17,8496
2018-05-18,8162
2018-05-19,8162
2018-05-20,7790
2018-05-21,7790
2018-05-22,7419
2018-05-23,7048
2018-05-24,7048
2018-05-25,6941
2018-05-26,6941
2018-05-27,7200
2018-05-28,7200
2018-05-29,7500
2018-05-30,7500
2018-05-31,7500
2018-06-01,7855
2018-06-02,7855
2018-06-03,8128
2018-06-04,8128
2018-06-05,8530
2018-06-06,8530
2018-06-07,8530
2018-06-08,8803
2018-06-09,8803
2018-06-10,9081
2018-06-11,9081
2018-06-12,9081
2018-06-13,9527
2018-06-14,9527
2018-06-15,9527
2018-06-16,9927
2018-06-17,9927
2018-06-18,9765
2018-06-19,9765
2018-06-20,9765
2018-06-21,9538
2018-06-22,9538
2018-06-23,9538
2018-06-24,9182
2018-06-25,9182
2018-06-26,8743
2018-06-27,8743
2018-06-28,8334
2018-06-29,8334
2018-06-30,7943
2018-07-01,7589
2018-07-02,7589
2018-07-03,7241
2018-07-04,7241
2018-07-05,7241
2018-07-06,7023
2018-07-07,7023
2018-07-08,7363
2018-07-09,7363
2018-07-10,7732
2018-07-11,7732
2018-07-12,7732
2018-07-13,8098
2018-07-14,8098
2018-07-15,8098
2018-07-16,8449
2018-07-17,8449
2018-07-18,8778
2018-07-19,8778
2018-07-20,8778
2018-07-21,8841
2018-07-22,8841
2018-07-23,8888
2018-07-24,8888
2018-07-25,8888
2018-07-26,8815
2018-07-27,8815
2018-07-28,8798
2018-07-29,8798
2018-07-30,8798
2018-07-31,8855
2018-08-01,8855
2018-08-02,8855
2018-08-03,9260
2018-08-04,9260
2018-08-05,9348
2018-08-06,9348
2018-08-07,9348
2018-08-08,9781
2018-08-09,9781
2018-08-10,9781
2018-08-11,9781
2018-08-12,10082
2018-08-14,10082
2018-08-16,10219
2018-08-17,10219
2018-08-18,10656
2018-08-19,10656
2018-08-20,10948
2018-08-21,10948
2018-08-22,10948
2018-08-23,10948
2018-08-24,11113
2018-08-25,11113
2018-08-26,11113
2018-08-27,11455
2018-08-28,11455
2018-08-29,11602
2018-08-30,11602
2018-08-31,11935
2018-09-01,11935
2018-09-02,12455
2018-09-03,12455
2018-09-04,12809
2018-09-05,12809
2018-09-06,12809
2018-09-07,13202
2018-09-08,13202
2018-09-09,13202
2018-09-10,13648
2018-09-11,13648
2018-09-12,13648
2018-09-13,13648
2018-09-14,13716
2018-09-15,13716
2018-09-16,13716
2018-09-17,13456
2018-09-18,13456
2018-09-19,12823
2018-09-20,12823
2018-09-21,12823
2018-09-22,12181
2018-09-23,12181
2018-09-24,12181
2018-09-25,11820
2018-09-26,11820
2018-09-27,11349
2018-09-28,11349
2018-09-29,11349
2018-09-30,10940
2018-10-01,10940
2018-10-02,11036
2018-10-03,11036
2018-10-04,11036
2018-10-05,11208
2018-10-06,11208
2018-10-07,11735
2018-10-08,11735
2018-10-09,11735
2018-10-10,12151
2018-10-11,12151
2018-10-12,12151
2018-10-13,12441
2018-10-14,12441
2018-10-15,13064
2018-10-16,13064
2018-10-17,13064
2018-10-18,13710
2018-10-19,13710
2018-10-20,13710
2018-10-21,14364
2018-10-22,14364
2018-10-23,15034
2018-10-24,15034
2018-10-25,15034
2018-10-26,15786
2018-10-27,15786
2018-10-28,16576
2018-10-29,16576
2018-10-30,16576
2018-10-31,17333
2018-11-01,17333
2018-11-03,18193
2018-11-04,19070
2018-11-05,19070
2018-11-06,18992
2018-11-07,18992
2018-11-08,19668
2018-11-09,19668
2018-11-10,20239
2018-11-11,20239
2018-11-12,20448
2018-11-13,20448
2018-11-14,20448
2018-11-15,21251
2018-11-16,21251
2018-11-17,22300
2018-11-18,22300
2018-11-19,23244
2018-11-20,23244
2018-11-21,24407
2018-11-22,25562
2018-11-23,25562
2018-11-24,26841
2018-11-25,28079
2018-11-26,28079
2018-11-27,29404
2018-11-28,29404
2018-11-29,30853
2018-12-01,32396
2018-12-02,32396
2018-12-03,34016
2018-12-04,34016
2018-12-05,35717
2018-12-07,37467
2018-12-09,39327
2018-12-10,41294
2018-12-11,41294
2018-12-12,43359
2018-12-13,43359
2018-12-14,45527
2018-12-15,45527
2018-12-16,47804
2018-12-17,47804
2018-12-18,48514
2018-12-19,48514
2018-12-20,48585
2018-12-21,48585
2018-12-22,51011
2018-12-23,52100
2018-12-24,52100
2018-12-25,53994
2018-12-26,53994
2018-12-27,53859
2018-12-28,53859
2018-12-29,51473
2018-12-30,51473
2018-12-31,49312
2019-01-01,49312
2019-01-02,47312
2019-01-03,47312
2019-01-04,45344
2019-01-05,45344
2019-01-06,43467
2019-01-08,43285
2019-01-10,42718
2019-01-11,42718
2019-01-12,42547
2019-01-13,42547
2019-01-14,42500
2019-01-15,42500
2019-01-16,43731
2019-01-17,43731
2019-01-18,44074
2019-01-19,44074
2019-01-20,43547
2019-01-21,43547
2019-01-22,43670
2019-01-23,43670
2019-01-24,44091
2019-01-25,44091
2019-01-26,42995
2019-01-27,42995
2019-01-28,41793
2019-01-29,41793
2019-01-30,40648
2019-01-31,40648
2019-02-01,39636
2019-02-02,39636
2019-02-03,39013
2019-02-04,39013
2019-02-05,38616
2019-02-06,38616
2019-02-07,38737
2019-02-08,38737
2019-02-09,39493
2019-02-10,39493
2019-02-11,39762
2019-02-12,39762
2019-02-13,39202
2019-02-14,39202
2019-02-15,40679
2019-02-16,40679
2019-02-17,40841
2019-02-18,40841
2019-02-19,40841
2019-02-20,39404
2019-02-21,37802
2019-02-22,37802
2019-02-23,36016
2019-02-24,36016
2019-02-25,34839
2019-02-26,34839
2019-02-27,34839
2019-02-28,34839
2019-03-01,33430
2019-03-02,33430
2019-03-03,31978
2019-03-04,31978
2019-03-05,30559
2019-03-06,30559
2019-03-07,29192
2019-03-08,29192
2019-03-09,28140
2019-03-10,28140
2019-03-11,26733
2019-03-12,26733
2019-03-13,25410
2019-03-14,25410
2019-03-15,24349
2019-03-16,24349
2019-03-17,23131
2019-03-18,23131
2019-03-19,23131
2019-03-20,22030
2019-03-21,22030
2019-03-22,21199
2019-03-23,21199
2019-03-24,20164
2019-03-25,20164
2019-03-26,19544
2019-03-27,19544
