date_obj,Green%20d'hide%20chaps%20(t) price
2015-07-13,29924
2015-07-14,30170
2015-07-15,30204
2015-07-16,30120
2015-07-17,30094
2015-07-18,30280
2015-07-19,30728
2015-07-20,31101
2015-07-21,31126
2015-07-22,31254
2015-07-23,31254
2015-07-24,31721
2015-07-25,31829
2015-07-26,31865
2015-07-27,31732
2015-07-28,31739
2015-07-29,31630
2015-07-30,31089
2015-07-31,30134
2015-08-01,29376
2015-08-02,28892
2015-08-03,28586
2015-08-04,29467
2015-08-05,30263
2015-08-06,30134
2015-08-07,30194
2015-08-08,30319
2015-08-09,30357
2015-08-10,30252
2015-08-11,30010
2015-08-12,30010
2015-08-13,30304
2015-08-14,30121
2015-08-15,29649
2015-08-16,29821
2015-08-17,30062
2015-08-18,29773
2015-08-19,29419
2015-08-20,29363
2015-08-21,28851
2015-08-22,28889
2015-08-23,29159
2015-08-24,29742
2015-08-25,29742
2015-08-26,30041
2015-08-27,30602
2015-08-28,31154
2015-08-29,31736
2015-08-30,31504
2015-08-31,31625
2015-09-01,32207
2015-09-02,32207
2015-09-03,32484
2015-09-04,32788
2015-09-05,32788
2015-09-06,32763
2015-09-07,32371
2015-09-08,32502
2015-09-09,32407
2015-09-10,32537
2015-09-11,32614
2015-09-12,32530
2015-09-13,32766
2015-09-14,32474
2015-09-15,33065
2015-09-16,33196
2015-09-17,33674
2015-09-18,33674
2015-09-19,33689
2015-09-20,32914
2015-09-21,33126
2015-09-22,33073
2015-09-23,32556
2015-09-24,32556
2015-09-25,32374
2015-09-27,32043
2015-09-28,31735
2015-09-29,31030
2015-09-30,30054
2015-10-05,30419
2015-10-06,30463
2015-10-07,30472
2015-10-08,30672
2015-10-09,31039
2015-10-10,31039
2015-10-11,30850
2015-10-12,30881
2015-10-13,30881
2015-10-14,30777
2015-10-15,31008
2015-10-16,31209
2015-10-17,31209
2015-10-18,31461
2015-10-19,31336
2015-10-20,31659
2015-10-22,31774
2015-10-23,31626
2015-10-24,31838
2015-10-25,31841
2015-10-26,32029
2015-10-27,32029
2015-10-29,31939
2015-10-30,31720
2015-10-31,31929
2015-11-01,31929
2015-11-02,31802
2015-11-03,31761
2015-11-04,31888
2015-11-05,31646
2015-11-06,32375
2015-11-07,32796
2015-11-08,33541
2015-11-09,33571
2015-11-10,33895
2015-11-11,33740
2015-11-12,33379
2015-11-13,33396
2015-11-14,34316
2015-11-15,34251
2015-11-16,34898
2015-11-17,35526
2015-11-18,35133
2015-11-19,34927
2015-11-20,35507
2015-11-21,35507
2015-11-22,36197
2015-11-23,36197
2015-11-24,36405
2015-11-25,36039
2015-11-26,36039
2015-11-27,36950
2015-11-28,38033
2015-11-29,37941
2015-11-30,38578
2015-12-01,39344
2015-12-02,39583
2015-12-03,39052
2015-12-04,39052
2015-12-05,38867
2015-12-06,38542
2015-12-07,38089
2015-12-08,37772
2015-12-09,37184
2015-12-10,38213
2015-12-11,38605
2015-12-12,38943
2015-12-13,38835
2015-12-14,38835
2015-12-15,38944
2015-12-16,38559
2015-12-17,37923
2015-12-18,37457
2015-12-19,36460
2015-12-20,35730
2015-12-21,35360
2015-12-22,35409
2015-12-23,35076
2015-12-24,35069
2015-12-25,35620
2015-12-26,37051
2015-12-27,38111
2015-12-28,39294
2015-12-29,38939
2015-12-30,38741
2015-12-31,39076
2016-01-01,39435
2016-01-02,39278
2016-01-03,38567
2016-01-04,38340
2016-01-05,38475
2016-01-06,38210
2016-01-07,37907
2016-01-08,38395
2016-01-09,38439
2016-01-10,38066
2016-01-11,37585
2016-01-12,37426
2016-01-13,37950
2016-01-14,37957
2016-01-15,37843
2016-01-16,37815
2016-01-17,36981
2016-01-18,37071
2016-01-19,37942
2016-01-20,37604
2016-01-21,37361
2016-01-22,37174
2016-01-23,37349
2016-01-24,37242
2016-01-25,37001
2016-01-26,37089
2016-01-27,36781
2016-01-28,36781
2016-01-29,37196
2016-01-30,37196
2016-01-31,37336
2016-02-01,38288
2016-02-02,38911
2016-02-03,39094
2016-02-04,38607
2016-02-05,39386
2016-02-06,40107
2016-02-07,40971
2016-02-08,40987
2016-02-09,41208
2016-02-10,41059
2016-02-11,40842
2016-02-12,40458
2016-02-13,39665
2016-02-14,38318
2016-02-15,37444
2016-02-16,36237
2016-02-17,35674
2016-02-18,35658
2016-02-19,35075
2016-02-20,35512
2016-02-21,35291
2016-02-22,35291
2016-02-23,34406
2016-02-24,33562
2016-02-25,32573
2016-02-26,32573
2016-02-27,31822
2016-02-28,31778
2016-02-29,31068
2016-03-01,30705
2016-03-02,30697
2016-03-03,30080
2016-03-04,29442
2016-03-05,29188
2016-03-06,28821
2016-03-07,28190
2016-03-08,28106
2016-03-09,28746
2016-03-10,29196
2016-03-11,28957
2016-03-12,28621
2016-03-13,28433
2016-03-14,28484
2016-03-15,28501
2016-03-16,28373
2016-03-17,28159
2016-03-18,27755
2016-03-19,27564
2016-03-20,27234
2016-03-21,26360
2016-03-22,26316
2016-03-23,26447
2016-03-24,26449
2016-03-25,26203
2016-03-26,26255
2016-03-27,26195
2016-03-28,25771
2016-03-29,25957
2016-03-30,25957
2016-03-31,25718
2016-04-01,26229
2016-04-02,26111
2016-04-03,26328
2016-04-04,25126
2016-04-05,25384
2016-04-06,25449
2016-04-07,25790
2016-04-08,25993
2016-04-09,26456
2016-04-10,26535
2016-04-11,26535
2016-04-12,26081
2016-04-13,25618
2016-04-14,25253
2016-04-15,24575
2016-04-16,23991
2016-04-17,23798
2016-04-18,23631
2016-04-19,23190
2016-04-20,23458
2016-04-21,23899
2016-04-22,23899
2016-04-23,24335
2016-04-24,24894
2016-04-25,25111
2016-04-26,25140
2016-04-27,25321
2016-04-28,25186
2016-04-29,24936
2016-04-30,24599
2016-05-01,24522
2016-05-02,24273
2016-05-03,23452
2016-05-04,22954
2016-05-05,22304
2016-05-06,22304
2016-05-07,21811
2016-05-08,21405
2016-05-09,21124
2016-05-10,20588
2016-05-11,20136
2016-05-12,19541
2016-05-13,19147
2016-05-14,19013
2016-05-15,19417
2016-05-16,19807
2016-05-17,19131
2016-05-18,18630
2016-05-19,18244
2016-05-22,19092
2016-05-23,18651
2016-05-24,18295
2016-05-25,17907
2016-05-26,17586
2016-05-27,17878
2016-05-28,17878
2016-05-29,18029
2016-05-30,18048
2016-05-31,18235
2016-06-01,19096
2016-06-02,19225
2016-06-03,18727
2016-06-04,18597
2016-06-05,18683
2016-06-06,18408
2016-06-07,18080
2016-06-08,18144
2016-06-09,18206
2016-06-10,18390
2016-06-11,18686
2016-06-12,18314
2016-06-13,17707
2016-06-14,17188
2016-06-15,16717
2016-06-16,16371
2016-06-17,16160
2016-06-18,16339
2016-06-19,15934
2016-06-20,15863
2016-06-21,15421
2016-06-22,15213
2016-06-23,14866
2016-06-24,15024
2016-06-25,14925
2016-06-26,14743
2016-06-27,14688
2016-06-28,14679
2016-06-29,14804
2016-06-30,14870
2016-07-01,15172
2016-07-02,15159
2016-07-03,15379
2016-07-04,15839
2016-07-05,16268
2016-07-06,16217
2016-07-07,16395
2016-07-08,16359
2016-07-09,16678
2016-07-10,16732
2016-07-11,16298
2016-07-12,16165
2016-07-13,16110
2016-07-14,16138
2016-07-15,15603
2016-07-16,15636
2016-07-17,15827
2016-07-18,15610
2016-07-23,14555
2016-07-24,14282
2016-07-25,14021
2016-07-26,14632
2016-07-27,14597
2016-07-28,14503
2016-07-29,14360
2016-07-30,14326
2016-07-31,14378
2016-08-01,14418
2016-08-02,14512
2016-08-03,14663
2016-08-04,15126
2016-08-05,15652
2016-08-06,15952
2016-08-07,16072
2016-08-08,16220
2016-08-09,15952
2016-08-10,15649
2016-08-11,15919
2016-08-12,16043
2016-08-13,16059
2016-08-14,15655
2016-08-15,14872
2016-08-16,14801
2016-08-17,14926
2016-08-18,14533
2016-08-19,14349
2016-08-20,14347
2016-08-21,14038
2016-08-22,13960
2016-08-23,13641
2016-08-24,13460
2016-08-25,13560
2016-08-26,13560
2016-08-28,13720
2016-08-31,13701
2016-09-01,13527
2016-09-02,13527
2016-09-03,13486
2016-09-04,13751
2016-09-05,14037
2016-09-06,14000
2016-09-07,14266
2016-09-08,14434
2016-09-09,14922
2016-09-10,15228
2016-09-11,15642
2016-09-12,15548
2016-09-13,15440
2016-09-14,15195
2016-09-15,15058
2016-09-16,15058
2016-09-17,15223
2016-09-18,15227
2016-09-19,15457
2016-09-20,15333
2016-09-21,15405
2016-09-22,15564
2016-09-23,15623
2016-09-24,15623
2016-09-25,15790
2016-09-26,15932
2016-09-27,16071
2016-09-28,16255
2016-09-29,16428
2016-09-30,16391
2016-10-01,16578
2016-10-02,16942
2016-10-03,17280
2016-10-04,17628
2016-10-05,18441
2016-10-06,18655
2016-10-07,18291
2016-10-08,18947
2016-10-09,19716
2016-10-10,20581
2016-10-11,21611
2016-10-12,22419
2016-10-13,23540
2016-10-14,24531
2016-10-15,25461
2016-10-16,25932
2016-10-17,26367
2016-10-18,27070
2016-10-19,28223
2016-10-20,27953
2016-10-21,27281
2016-10-22,27281
2016-10-23,27040
2016-10-24,27164
2016-10-25,27164
2016-10-26,27263
2016-10-27,26611
2016-10-28,26544
2016-10-29,26330
2016-10-30,25774
2016-10-31,25627
2016-11-01,25627
2016-11-02,25308
2016-11-03,24732
2016-11-04,23651
2016-11-05,22553
2016-11-06,21670
2016-11-07,20788
2016-11-08,20880
2016-11-09,20373
2016-11-10,20236
2016-11-11,19955
2016-11-12,19808
2016-11-13,19554
2016-11-14,19328
2016-11-15,19424
2016-12-07,25801
2016-12-08,25022
2016-12-09,24716
2016-12-10,24365
2016-12-11,23479
2016-12-12,23080
2016-12-13,22672
2016-12-14,22459
2016-12-15,21978
2016-12-16,21694
2016-12-17,21567
2016-12-18,21453
2016-12-19,21528
2016-12-20,21254
2016-12-21,21157
2016-12-22,20849
2016-12-23,20814
2016-12-24,20359
2016-12-25,20347
2016-12-26,20088
2016-12-27,19841
2016-12-28,19560
2016-12-29,19452
2016-12-30,19453
2016-12-31,19131
2017-01-01,18662
2017-01-02,18889
2017-01-03,18867
2017-01-04,18743
2017-01-05,18795
2017-01-06,18745
2017-01-07,18868
2017-01-08,19157
2017-01-09,19431
2017-01-10,19481
2017-01-11,19232
2017-01-12,19063
2017-01-13,19048
2017-01-14,18739
2017-01-15,18697
2017-01-16,18234
2017-01-17,18313
2017-01-18,18523
2017-01-19,18754
2017-01-20,18619
2017-01-21,18798
2017-01-22,18576
2017-01-23,18718
2017-01-27,19247
2017-01-28,19145
2017-01-29,18818
2017-01-30,18701
2017-01-31,18490
2017-02-01,18520
2017-02-02,18202
2017-02-03,17291
2017-02-04,16449
2017-02-05,15847
2017-02-06,15621
2017-02-07,15399
2017-02-08,15202
2017-02-09,14797
2017-02-10,14517
2017-02-11,14421
2017-02-12,14646
2017-02-13,15298
2017-02-14,15517
2017-02-15,15408
2017-02-16,15722
2017-02-18,15992
2017-02-19,16127
2017-02-20,16207
2017-02-21,16448
2017-02-22,16345
2017-02-23,16013
2017-02-24,16115
2017-02-25,15802
2017-02-26,15568
2017-02-27,15345
2017-02-28,14791
2017-03-01,14679
2017-03-02,14498
2017-03-03,13994
2017-03-04,13953
2017-03-05,13998
2017-03-06,13951
2017-03-07,13665
2017-03-08,13694
2017-03-09,13779
2017-03-10,13949
2017-03-11,14327
2017-03-12,14962
2017-03-13,15606
2017-03-14,16254
2017-03-15,16488
2017-03-16,16588
2017-03-17,16664
2017-03-18,16780
2017-03-19,16692
2017-03-20,16483
2017-03-21,16237
2017-03-22,16482
2017-03-23,16975
2017-03-24,16482
2017-03-25,16318
2017-03-26,15980
2017-03-27,15730
2017-03-28,15765
2017-03-29,16334
2017-03-30,16530
2017-03-31,16536
2017-04-01,16127
2017-04-02,15933
2017-04-03,15869
2017-04-04,15838
2017-04-12,15086
2017-04-13,14786
2017-04-14,14754
2017-04-15,15284
2017-04-16,15272
2017-04-17,15087
2017-04-18,14799
2017-04-19,14785
2017-04-20,14936
2017-04-21,15040
2017-04-22,15281
2017-04-23,15544
2017-04-24,15829
2017-04-25,15787
2017-04-26,15244
2017-04-27,15287
2017-04-28,15173
2017-04-29,15531
2017-04-30,16021
2017-05-01,16140
2017-05-02,16299
2017-05-03,16371
2017-05-04,16241
2017-05-05,16152
2017-05-06,16177
2017-05-07,15794
2017-05-08,15851
2017-05-09,15408
2017-05-10,15127
2017-05-11,15181
2017-05-12,15091
2017-05-13,15032
2017-05-14,14879
2017-05-15,14574
2017-05-16,14647
2017-05-17,14706
2017-05-18,14791
2017-05-19,14874
2017-05-20,14902
2017-05-21,14902
2017-05-22,15228
2017-05-23,15663
2017-05-24,16019
2017-05-25,16496
2017-05-26,17172
2017-05-27,17996
2017-05-28,18896
2017-05-29,19841
2017-05-30,20746
2017-05-31,20230
2017-06-01,20207
2017-06-02,19780
2017-06-03,19868
2017-06-04,20148
2017-06-05,20927
2017-06-06,21974
2017-06-07,22889
2017-06-08,23328
2017-06-09,23646
2017-06-10,23959
2017-06-11,24310
2017-06-12,24749
2017-06-13,25625
2017-06-14,26680
2017-06-15,26979
2017-06-16,27233
2017-06-17,27936
2017-06-18,28071
2017-06-19,28071
2017-06-20,29031
2017-06-21,29662
2017-06-22,30358
2017-06-23,30358
2017-06-24,30406
2017-06-25,31260
2017-06-26,31686
2017-06-27,31926
2017-06-28,31762
2017-06-29,31637
2017-06-30,31784
2017-07-01,31784
2017-07-02,32458
2017-07-03,32966
2017-07-04,34494
2017-07-05,34494
2017-07-06,35418
2017-07-07,35418
2017-07-08,35107
2017-07-13,32657
2017-07-14,31271
2017-07-15,30002
2017-07-16,30073
2017-07-17,30211
2017-07-18,29653
2017-07-19,28945
2017-07-20,28123
2017-07-21,27615
2017-07-22,26632
2017-07-23,25662
2017-07-24,24450
2017-07-25,23697
2017-07-26,23275
2017-07-27,22789
2017-07-28,21904
2017-07-29,21229
2017-07-30,20459
2017-07-31,19948
2017-08-01,19558
2017-08-02,19133
2017-08-03,18678
2017-08-04,18122
2017-08-05,17777
2017-08-06,17340
2017-08-09,18401
2017-08-10,18302
2017-08-11,18462
2017-08-12,18462
2017-08-13,18428
2017-08-14,19137
2017-08-15,19415
2017-08-16,19902
2017-08-17,20278
2017-08-18,20278
2017-08-19,20399
2017-08-20,20641
2017-08-21,20669
2017-08-22,21010
2017-08-23,21523
2017-08-24,21706
2017-08-25,22155
2017-08-26,22402
2017-08-27,22860
2017-08-28,23276
2017-08-29,23347
2017-08-30,23699
2017-08-31,23894
2017-09-01,23786
2017-09-02,24002
2017-09-03,24002
2017-09-04,24104
2017-09-05,23781
2017-09-06,23804
2017-09-07,23700
2017-09-08,23862
2017-09-09,23434
2017-09-10,23070
2017-09-11,23036
2017-09-12,23236
2017-09-13,23334
2017-09-14,22482
2017-09-15,22482
2017-09-16,22267
2017-09-17,21812
2017-09-18,21303
2017-09-19,20419
2017-09-20,19602
2017-09-21,18686
2017-09-22,17752
2017-09-23,16888
2017-09-24,16126
2017-09-25,15359
2017-09-26,14628
2017-09-27,13896
2017-09-28,13221
2017-09-29,12905
2017-09-30,12780
2017-10-01,12581
2017-10-02,12824
2017-10-03,13366
2017-10-04,13460
2017-10-05,13525
2017-10-06,13627
2017-10-07,13936
2017-10-08,13845
2017-10-09,13755
2017-10-10,13408
2017-10-11,12928
2017-10-12,12773
2017-10-13,13014
2017-10-14,12582
2017-10-15,12539
2017-10-16,12396
2017-10-17,12543
2017-10-18,12669
2017-10-19,12724
2017-10-20,12755
2017-10-21,12868
2017-10-22,12671
2017-10-23,12409
2017-10-24,12205
2017-10-25,12076
2017-10-26,12069
2017-10-27,11878
2017-10-28,11878
2017-10-29,11346
2017-10-30,11256
2017-10-31,11221
2017-11-01,11203
2017-11-02,10864
2017-11-03,11187
2017-11-04,11243
2017-11-05,11159
2017-11-06,11170
2017-11-07,11067
2017-11-08,11021
2017-11-09,11439
2017-11-10,11680
2017-11-11,11766
2017-11-12,11445
2017-11-13,11334
2017-11-14,11378
2017-11-15,11355
2017-11-16,11316
2017-11-17,11420
2017-11-18,11477
2017-11-19,11553
2017-11-20,11735
2017-11-21,12093
2017-11-22,12698
2017-11-23,13047
2017-11-24,13163
2017-11-25,13612
2017-11-26,14155
2017-11-27,14155
2017-11-28,14835
2017-11-29,15550
2017-11-30,15746
2017-12-01,15332
2017-12-02,14921
2017-12-03,14413
2017-12-04,14109
2017-12-05,13848
2017-12-06,13822
2017-12-07,13950
2017-12-08,14125
2017-12-09,14621
2017-12-10,15235
2017-12-11,15752
2017-12-12,16223
2017-12-13,16671
2017-12-14,16584
2017-12-15,16223
2017-12-16,15935
2017-12-17,15552
2017-12-18,15177
2017-12-19,14723
2017-12-20,14390
2017-12-21,14141
2017-12-22,13920
2017-12-23,13800
2017-12-24,13476
2017-12-25,13068
2017-12-26,12774
2017-12-27,12747
2017-12-28,12732
2017-12-29,12599
2017-12-30,12249
2017-12-31,11684
2018-01-01,11608
2018-01-02,11507
2018-01-03,11559
2018-01-04,11649
2018-01-05,11949
2018-01-06,11774
2018-01-07,11707
2018-01-08,11762
2018-01-09,11990
2018-01-10,11643
2018-01-11,11651
2018-01-12,11411
2018-01-13,11227
2018-01-14,10784
2018-01-15,10841
2018-01-16,10841
2018-01-17,11093
2018-01-18,11005
2018-01-19,11005
2018-01-20,10739
2018-01-21,10445
2018-01-22,10564
2018-01-23,10806
2018-01-25,10822
2018-01-26,10850
2018-01-27,10894
2018-01-28,11163
2018-01-29,11250
2018-01-30,11417
2018-01-31,11597
2018-02-01,11678
2018-02-02,11764
2018-02-03,11658
2018-02-04,11622
2018-02-05,11804
2018-02-06,11749
2018-02-07,11899
2018-02-08,12033
2018-02-09,11975
2018-02-10,11769
2018-02-11,11776
2018-02-12,11454
2018-02-13,10881
2018-02-14,10336
2018-02-15,9906
2018-02-16,9951
2018-02-17,9925
2018-02-18,9940
2018-02-19,10200
2018-02-20,10107
2018-02-21,9811
2018-02-22,9623
2018-02-23,9445
2018-02-24,9509
2018-02-25,9762
2018-02-26,9551
2018-02-27,9444
2018-02-28,9325
2018-03-01,9144
2018-03-02,9258
2018-03-03,9361
2018-03-04,9361
2018-03-05,9408
2018-03-06,9134
2018-03-07,8933
2018-03-08,9179
2018-03-09,9376
2018-03-10,9297
2018-03-11,9212
2018-03-12,9276
2018-03-13,9260
2018-03-14,9093
2018-03-15,9038
2018-03-16,9085
2018-03-17,9102
2018-03-18,9034
2018-03-19,9042
2018-03-20,8811
2018-03-21,8726
2018-03-23,8349
2018-03-24,8099
2018-03-25,7694
2018-03-26,7345
2018-03-27,7443
2018-03-28,7541
2018-03-29,7772
2018-03-30,7895
2018-03-31,7897
2018-04-01,7906
2018-04-02,7949
2018-04-03,8024
2018-04-04,8232
2018-04-05,8589
2018-04-06,8787
2018-04-07,8705
2018-04-08,9025
2018-04-09,9188
2018-04-10,9459
2018-04-11,9866
2018-04-12,9937
2018-04-13,9925
2018-04-14,9929
2018-04-15,10221
2018-04-16,10589
2018-04-17,10789
2018-04-18,10440
2018-04-19,10250
2018-04-20,10025
2018-04-21,9877
2018-04-22,9623
2018-04-23,9605
2018-04-24,9874
2018-04-25,9867
2018-04-26,9774
2018-04-27,9838
2018-04-28,9788
2018-04-29,9891
2018-04-30,9947
2018-05-01,9937
2018-05-04,9940
2018-05-05,9811
2018-05-06,9811
2018-05-07,9781
2018-05-08,9595
2018-05-09,9410
2018-05-10,9229
2018-05-11,9029
2018-05-12,8998
2018-05-13,8841
2018-05-14,8700
2018-05-15,8710
2018-05-16,8549
2018-05-17,8182
2018-05-18,8057
2018-05-19,7928
2018-05-20,7985
2018-05-21,8232
2018-05-22,8598
2018-05-23,8815
2018-05-24,9021
2018-05-25,9228
2018-05-26,9328
2018-05-27,9452
2018-05-28,9541
2018-05-29,9426
2018-05-30,9497
2018-05-31,9420
2018-06-01,9575
2018-06-02,9598
2018-06-03,9764
2018-06-04,10019
2018-06-05,10059
2018-06-06,9924
2018-06-07,9705
2018-06-08,9414
2018-06-09,9228
2018-06-10,8924
2018-06-11,8884
2018-06-12,8542
2018-06-13,8192
2018-06-14,8030
2018-06-15,7997
2018-06-16,7947
2018-06-17,7967
2018-06-18,8017
2018-06-19,8173
2018-06-20,8173
2018-06-21,8089
2018-06-22,7922
2018-06-23,7924
2018-06-24,7747
2018-06-25,7736
2018-06-26,7596
2018-06-27,7309
2018-06-28,7232
2018-06-29,7263
2018-06-30,7076
2018-07-01,6950
2018-07-02,7033
2018-07-03,6923
2018-07-04,6783
2018-07-05,6582
2018-07-06,6526
2018-07-07,6709
2018-07-08,6791
2018-07-09,6861
2018-07-10,6995
2018-07-11,6855
2018-07-12,6710
2018-07-13,6729
2018-07-14,6568
2018-07-15,6605
2018-07-16,6318
2018-07-17,6274
2018-07-18,6180
2018-07-19,6011
2018-07-20,6006
2018-07-21,6116
2018-07-22,6190
2018-07-23,6268
2018-07-24,6353
2018-07-25,6563
2018-07-26,6791
2018-07-27,6946
2018-07-28,7032
2018-07-29,7239
2018-07-30,7314
2018-07-31,7320
2018-08-01,7394
2018-08-02,7471
2018-08-03,7554
2018-08-04,7628
2018-08-05,7601
2018-08-06,7689
2018-08-07,7645
2018-08-08,7653
2018-08-09,7324
2018-08-10,7270
2018-08-11,6988
2018-08-12,7178
2018-08-14,7738
2018-08-16,7792
2018-08-17,8129
2018-08-18,8169
2018-08-19,8391
2018-08-20,8636
2018-08-21,8771
2018-08-22,9041
2018-08-23,9166
2018-08-24,9067
2018-08-25,8925
2018-08-26,8788
2018-08-27,8773
2018-08-28,8634
2018-08-29,8755
2018-08-30,8807
2018-08-31,9005
2018-09-01,9088
2018-09-02,9260
2018-09-03,9050
2018-09-04,9049
2018-09-05,9162
2018-09-06,9343
2018-09-07,9526
2018-09-08,9851
2018-09-09,10317
2018-09-10,10458
2018-09-11,10790
2018-09-12,10825
2018-09-13,10530
2018-09-14,10353
2018-09-15,10133
2018-09-16,10166
2018-09-17,9814
2018-09-18,9586
2018-09-19,9315
2018-09-20,9193
2018-09-21,9211
2018-09-22,9347
2018-09-23,9266
2018-09-24,9361
2018-09-25,9618
2018-09-26,9751
2018-09-27,9971
2018-09-28,9878
2018-09-29,9851
2018-09-30,9657
2018-10-01,9327
2018-10-02,9449
2018-10-03,9402
2018-10-04,9220
2018-10-05,9127
2018-10-06,8787
2018-10-07,8836
2018-10-08,8592
2018-10-09,8459
2018-10-10,8287
2018-10-11,8176
2018-10-12,8107
2018-10-13,7958
2018-10-14,7808
2018-10-15,7830
2018-10-16,7747
2018-10-17,7817
2018-10-18,7928
2018-10-19,8032
2018-10-20,8100
2018-10-21,7964
2018-10-22,7896
2018-10-23,7978
2018-10-24,8098
2018-10-25,8099
2018-10-26,8040
2018-10-27,8045
2018-10-28,7991
2018-10-29,7978
2018-10-30,8003
2018-10-31,8094
2018-11-01,8132
2018-11-03,8421
2018-11-04,8712
2018-11-05,9135
2018-11-06,9592
2018-11-07,10072
2018-11-08,10576
2018-11-09,11105
2018-11-10,11661
2018-11-11,12108
2018-11-12,12714
2018-11-13,13350
2018-11-14,14018
2018-11-15,14703
2018-11-16,15439
2018-11-17,16211
2018-11-18,16991
2018-11-19,17788
2018-11-20,18573
2018-11-21,18664
2018-11-22,19130
2018-11-23,19034
2018-11-24,19416
2018-11-25,19599
2018-11-26,19450
2018-11-27,18632
2018-11-28,17887
2018-11-29,17086
2018-12-01,15892
2018-12-02,15515
2018-12-03,15073
2018-12-04,14719
2018-12-05,14351
2018-12-07,13835
2018-12-09,14100
2018-12-10,13871
2018-12-11,13651
2018-12-12,13631
2018-12-13,13536
2018-12-14,13696
2018-12-15,13427
2018-12-16,13353
2018-12-17,13524
2018-12-18,13304
2018-12-19,13192
2018-12-20,13202
2018-12-21,13015
2018-12-22,13069
2018-12-23,12908
2018-12-24,12903
2018-12-25,12947
2018-12-26,13090
2018-12-27,13386
2018-12-28,13635
2018-12-29,13744
2018-12-30,13395
2018-12-31,12881
2019-01-01,12669
2019-01-02,12107
2019-01-03,11710
2019-01-04,11357
2019-01-05,11096
2019-01-06,10788
2019-01-08,10118
2019-01-10,9673
2019-01-11,9642
2019-01-12,9904
2019-01-13,9980
2019-01-14,9887
2019-01-15,9895
2019-01-16,9786
2019-01-17,9697
2019-01-18,9517
2019-01-19,9406
2019-01-20,9234
2019-01-21,9016
2019-01-22,8940
2019-01-23,8728
2019-01-24,8668
2019-01-25,8594
2019-01-26,8556
2019-01-27,8485
2019-01-28,8275
2019-01-29,8308
2019-01-30,8395
2019-01-31,8614
2019-02-01,8648
2019-02-02,8764
2019-02-03,8739
2019-02-04,8402
2019-02-05,8378
2019-02-06,8257
2019-02-07,8258
2019-02-08,8335
2019-02-09,8433
2019-02-10,8276
2019-02-11,8382
2019-02-12,8276
2019-02-13,8211
2019-02-14,8149
2019-02-15,8187
2019-02-16,8193
2019-02-17,8061
2019-02-18,8050
2019-02-19,7971
2019-02-20,7819
2019-02-21,7683
2019-02-22,7741
2019-02-23,7839
2019-02-24,7968
2019-02-25,8013
2019-02-26,8045
2019-02-27,8062
2019-02-28,8156
2019-03-01,8255
2019-03-02,8200
2019-03-03,7991
2019-03-04,7911
2019-03-05,7879
2019-03-06,7859
2019-03-07,7787
2019-03-08,7917
2019-03-09,8027
2019-03-10,8140
2019-03-11,7956
2019-03-12,7998
2019-03-13,8070
2019-03-14,8048
2019-03-15,8127
2019-03-16,8242
2019-03-17,8283
2019-03-18,8227
2019-03-19,8419
2019-03-20,8336
2019-03-21,8321
2019-03-22,8143
2019-03-23,8062
2019-03-24,8068
2019-03-25,8228
