date_obj,Rune%20pickaxe price
2017-04-23,19154
2017-04-24,18996
2017-04-25,19100
2017-04-26,18943
2017-04-27,19186
2017-04-28,19523
2017-04-29,19915
2017-04-30,20129
2017-05-01,20236
2017-05-02,20284
2017-05-03,20109
2017-05-04,19641
2017-05-05,19591
2017-05-06,19381
2017-05-07,19176
2017-05-08,19172
2017-05-09,19623
2017-05-10,19828
2017-05-11,19921
2017-05-12,20178
2017-05-13,20185
2017-05-14,20271
2017-05-15,20276
2017-05-16,20341
2017-05-17,20439
2017-05-18,20592
2017-05-19,20515
2017-05-20,20504
2017-05-21,20538
2017-05-22,20844
2017-05-23,20895
2017-05-24,20858
2017-05-25,19885
2017-05-26,19125
2017-05-27,18734
2017-05-28,18767
2017-05-29,18830
2017-05-30,18827
2017-05-31,18857
2017-06-01,18876
2017-06-02,18773
2017-06-03,18777
2017-06-06,18879
2017-06-07,18796
2017-06-08,18805
2017-06-09,18846
2017-06-10,18780
2017-06-11,18835
2017-06-12,18856
2017-06-13,18911
2017-06-14,18841
2017-06-15,18853
2017-06-16,18896
2017-06-17,18886
2017-06-18,18858
2017-06-19,18797
2017-06-20,18849
2017-06-21,18892
2017-06-22,18892
2017-06-23,18828
2017-06-24,18827
2017-06-25,18809
2017-06-26,18815
2017-06-27,18837
2017-06-28,18882
2017-06-29,18800
2017-06-30,18838
2017-07-01,18928
2017-07-02,18867
2017-07-03,18869
2017-07-04,18916
2017-07-05,18846
2017-07-06,18854
2017-07-07,18832
2017-07-08,18798
2017-07-13,18850
2017-07-14,18825
2017-07-15,18860
2017-07-16,18848
2017-07-17,18974
2017-07-18,18920
2017-07-19,18903
2017-07-20,18979
2017-07-21,18860
2017-07-22,18852
2017-07-23,18855
2017-07-24,18854
2017-07-25,18838
2017-07-26,18867
2017-07-27,18887
2017-07-28,18882
2017-07-29,18955
2017-07-30,18821
2017-07-31,18862
2017-08-01,18920
2017-08-02,18925
2017-08-03,18898
2017-08-04,18899
2017-08-05,18885
2017-08-06,18990
2017-08-09,18861
2017-08-10,18954
2017-08-11,18816
2017-08-12,18768
2017-08-13,18782
2017-08-14,18883
2017-08-15,18794
2017-08-17,18855
2017-08-18,18861
2017-08-19,18862
2017-08-20,18775
2017-08-21,18816
2017-08-22,18894
2017-08-23,18906
2017-08-24,18840
2017-08-25,18852
2017-08-26,18902
2017-08-27,18900
2017-08-28,18978
2017-08-29,18860
2017-08-30,18941
2017-08-31,18914
2017-09-01,19039
2017-09-02,19040
2017-09-03,18983
2017-09-04,19036
2017-09-05,18895
2017-09-06,18926
2017-09-07,18793
2017-09-08,18882
2017-09-09,18824
2017-09-10,18872
2017-09-11,18884
2017-09-12,18830
2017-09-13,18865
2017-09-14,18863
2017-09-15,18907
2017-09-16,18890
2017-09-17,18839
2017-09-19,18884
2017-09-20,18950
2017-09-21,19136
2017-09-22,19031
2017-09-23,18817
2017-09-24,18882
2017-09-25,18897
2017-09-26,18875
2017-09-27,18816
2017-09-28,18924
2017-09-29,18881
2017-09-30,18865
2017-10-01,18869
2017-10-02,18918
2017-10-03,18882
2017-10-04,18828
2017-10-05,18901
2017-10-06,18912
2017-10-07,18830
2017-10-08,18883
2017-10-09,18893
2017-10-10,18894
2017-10-11,18818
2017-10-12,18903
2017-10-13,18854
2017-10-14,18915
2017-10-15,18976
2017-10-16,18954
2017-10-17,18841
2017-10-18,18921
2017-10-19,18879
2017-10-20,18907
2017-10-21,18852
2017-10-22,18870
2017-10-23,18858
2017-10-24,18848
2017-10-25,18819
2017-10-26,18752
2017-10-27,18704
2017-10-28,18740
2017-10-29,18796
2017-10-30,18871
2017-10-31,18832
2017-11-01,18798
2017-11-02,18835
2017-11-03,18793
2017-11-04,18816
2017-11-05,18832
2017-11-06,18896
2017-11-07,18806
2017-11-08,18795
2017-11-09,18895
2017-11-10,18898
2017-11-11,18803
2017-11-12,18929
2017-11-13,18796
2017-11-14,18863
2017-11-15,18801
2017-11-16,18826
2017-11-17,18767
2017-11-18,18661
2017-11-19,18747
2017-11-20,18916
2017-11-21,18859
2017-11-22,18788
2017-11-23,18861
2017-11-24,18865
2017-11-25,18815
2017-11-26,18873
2017-11-27,18841
2017-11-28,18869
2017-11-29,18839
2017-11-30,18860
2017-12-01,18963
2017-12-02,19036
2017-12-03,18794
2017-12-04,18820
2017-12-05,18872
2017-12-06,18809
2017-12-07,18830
2017-12-08,18783
2017-12-09,18837
2017-12-10,18916
2017-12-11,18938
2017-12-12,18899
2017-12-13,18818
2017-12-14,18838
2017-12-15,18875
2017-12-16,18856
2017-12-17,18856
2017-12-18,18827
2017-12-19,18877
2017-12-20,18887
2017-12-21,18887
2017-12-22,18807
2017-12-23,18860
2017-12-24,18851
2017-12-25,18817
2017-12-26,18795
2017-12-27,18861
2017-12-28,18840
2017-12-29,18840
2017-12-30,18808
2017-12-31,18833
2018-01-01,18777
2018-01-02,18769
2018-01-03,18824
2018-01-04,18808
2018-01-05,18768
2018-01-06,18759
2018-01-07,18821
2018-01-08,18759
2018-01-09,18808
2018-01-10,18803
2018-01-11,18836
2018-01-12,18838
2018-01-13,18810
2018-01-14,18786
2018-01-15,18820
2018-01-16,18861
2018-01-17,18874
2018-01-18,18891
2018-01-19,18949
2018-01-20,18825
2018-01-21,18798
2018-01-22,18808
2018-01-23,18800
2018-01-24,18834
2018-01-25,18860
2018-01-26,18828
2018-01-27,18825
2018-01-28,18778
2018-01-29,18865
2018-01-30,18913
2018-02-01,18874
2018-02-02,18869
2018-02-03,18871
2018-02-04,18814
2018-02-05,18826
2018-02-06,18848
2018-02-07,18869
2018-02-08,18833
2018-02-09,18830
2018-02-10,18769
2018-02-11,18775
2018-02-12,18830
2018-02-13,18845
2018-02-14,18842
2018-02-15,18818
2018-02-16,18875
2018-02-17,18815
2018-02-18,18766
2018-02-19,18816
2018-02-20,18845
2018-02-21,18832
2018-02-22,18839
2018-02-23,18811
2018-02-24,18813
2018-02-25,18850
2018-02-26,18898
2018-02-27,18867
2018-02-28,18841
2018-03-01,18832
2018-03-02,18868
2018-03-03,18867
2018-03-04,18861
2018-03-05,18849
2018-03-06,18839
2018-03-07,18852
2018-03-08,18871
2018-03-09,18856
2018-03-10,18845
2018-03-11,18880
2018-03-12,18897
2018-03-13,18887
2018-03-14,18858
2018-03-15,18877
2018-03-16,18869
2018-03-17,18879
2018-03-18,18916
2018-03-19,18928
2018-03-20,18897
2018-03-21,18897
2018-03-23,18879
2018-03-24,18883
2018-03-26,18874
2018-03-27,18906
2018-03-28,18854
2018-03-29,18884
2018-03-30,18859
2018-03-31,18854
2018-04-01,18858
2018-04-02,18867
2018-04-03,18851
2018-04-04,18877
2018-04-05,18911
2018-04-06,18855
2018-04-08,18883
2018-04-09,18637
2018-04-10,18873
2018-04-11,18919
2018-04-12,18961
2018-04-13,18875
2018-04-14,18885
2018-04-15,18855
2018-04-16,18851
2018-04-17,18853
2018-04-18,18846
2018-04-19,18860
2018-04-20,18887
2018-04-21,18865
2018-04-22,18828
2018-04-23,18885
2018-04-24,18866
2018-04-25,18894
2018-04-26,18936
2018-04-27,18924
2018-04-28,18830
2018-04-29,18842
2018-04-30,18845
2018-05-01,18958
2018-05-02,18949
2018-05-03,18833
2018-05-04,18861
2018-05-05,18856
2018-05-06,18806
2018-05-07,18906
2018-05-08,18931
2018-05-09,18885
2018-05-10,18886
2018-05-11,18921
2018-05-12,18859
2018-05-13,18856
2018-05-14,18896
2018-05-15,18949
2018-05-16,18927
2018-05-17,18873
2018-05-18,18944
2018-05-19,18863
2018-05-20,18866
2018-05-21,18928
2018-05-22,18844
2018-05-23,18915
2018-05-24,18995
2018-05-25,18884
2018-05-26,18869
2018-05-27,18851
2018-05-28,18926
2018-05-29,18890
2018-05-30,18950
2018-05-31,18919
2018-06-01,18902
2018-06-02,18910
2018-06-03,18926
2018-06-04,18913
2018-06-05,18870
2018-06-06,18820
2018-06-07,18894
2018-06-08,18872
2018-06-09,18850
2018-06-10,18860
2018-06-11,18860
2018-06-12,18883
2018-06-13,18893
2018-06-14,18850
2018-06-15,18817
2018-06-16,18870
2018-06-17,18857
2018-06-18,18860
2018-06-19,18850
2018-06-20,18876
2018-06-21,18867
2018-06-22,18894
2018-06-23,18843
2018-06-24,18909
2018-06-25,19013
2018-06-26,18871
2018-06-27,18842
2018-06-28,18884
2018-06-29,18841
2018-06-30,18770
2018-07-01,18930
2018-07-02,18838
2018-07-03,18877
2018-07-04,18904
2018-07-05,18800
2018-07-06,18881
2018-07-07,18863
2018-07-08,18849
2018-07-09,18847
2018-07-10,18894
2018-07-11,18942
2018-07-12,18862
2018-07-13,18829
2018-07-14,18831
2018-07-15,18878
2018-07-16,18856
2018-07-17,18863
2018-07-18,18863
2018-07-19,18918
2018-07-20,18882
2018-07-21,18852
2018-07-22,18856
2018-07-23,18859
2018-07-24,18849
2018-07-25,18864
2018-07-26,18828
2018-07-27,18760
2018-07-28,18809
2018-07-29,18824
2018-07-30,18840
2018-07-31,18887
2018-08-01,18821
2018-08-02,18862
2018-08-03,18848
2018-08-04,18843
2018-08-05,18785
2018-08-06,18828
2018-08-07,18798
2018-08-08,18815
2018-08-09,18822
2018-08-10,18835
2018-08-11,18804
2018-08-12,18641
2018-08-14,18821
2018-08-16,18817
2018-08-17,18796
2018-08-18,18754
2018-08-19,18833
2018-08-20,18831
2018-08-21,18801
2018-08-22,18807
2018-08-23,18825
2018-08-24,18799
2018-08-25,18799
2018-08-26,18803
2018-08-27,18841
2018-08-28,18847
2018-08-29,18813
2018-08-30,18798
2018-08-31,18856
2018-09-01,18844
2018-09-02,18791
2018-09-03,18828
2018-09-04,18847
2018-09-05,18826
2018-09-06,18855
2018-09-07,18900
2018-09-08,18886
2018-09-09,18866
2018-09-10,18845
2018-09-11,18810
2018-09-12,18840
2018-09-13,19034
2018-09-14,18920
2018-09-15,18875
2018-09-16,18785
2018-09-17,18823
2018-09-18,18827
2018-09-19,18838
2018-09-20,18842
2018-09-21,18869
2018-09-22,18834
2018-09-23,18864
2018-09-24,18850
2018-09-25,18849
2018-09-26,18869
2018-09-27,18813
2018-09-28,18874
2018-09-29,18844
2018-09-30,18750
2018-10-02,18824
2018-10-03,18837
2018-10-04,18852
2018-10-05,18887
2018-10-06,18865
2018-10-07,18834
2018-10-08,18853
2018-10-09,18839
2018-10-10,18869
2018-10-11,18840
2018-10-12,18820
2018-10-13,18856
2018-10-14,18879
2018-10-15,18829
2018-10-16,18816
2018-10-17,18826
2018-10-18,18809
2018-10-19,18823
2018-10-20,18795
2018-10-21,18796
2018-10-22,18820
2018-10-23,18826
2018-10-24,18847
2018-10-25,18853
2018-10-26,18821
2018-10-27,18830
2018-10-28,18854
2018-10-29,18879
2018-10-30,18849
2018-10-31,18910
2018-11-01,18954
2018-11-03,18966
2018-11-04,19033
2018-11-05,19002
2018-11-06,18948
2018-11-07,18956
2018-11-08,19014
2018-11-09,18983
2018-11-10,18961
2018-11-11,18899
2018-11-12,18911
2018-11-13,18871
2018-11-14,18894
2018-11-15,18884
2018-11-16,18898
2018-11-17,18900
2018-11-18,18878
2018-11-19,18879
2018-11-20,18877
2018-11-21,18861
2018-11-22,18883
2018-11-23,18905
2018-11-24,18893
2018-11-25,18905
2018-11-26,18897
2018-11-27,18900
2018-11-28,18926
2018-11-29,18934
2018-12-01,18879
2018-12-02,18876
2018-12-03,18858
2018-12-04,18894
2018-12-05,18880
2018-12-07,18861
2018-12-09,18885
2018-12-10,18874
2018-12-11,18895
2018-12-12,18889
2018-12-13,18911
2018-12-14,18891
2018-12-15,18880
2018-12-16,18896
2018-12-17,18889
2018-12-18,18892
2018-12-19,18899
2018-12-20,18875
2018-12-21,18877
2018-12-22,18904
2018-12-23,18889
2018-12-24,18877
2018-12-25,18864
2018-12-26,18860
2018-12-27,18867
2018-12-28,18838
2018-12-29,18867
2018-12-30,18876
2018-12-31,18829
2019-01-01,18846
2019-01-02,18798
2019-01-03,18845
2019-01-04,18835
2019-01-05,18840
2019-01-06,18869
2019-01-08,18845
2019-01-10,18803
2019-01-11,18828
2019-01-12,18809
2019-01-13,18855
2019-01-14,18881
2019-01-15,18844
2019-01-16,18829
2019-01-17,18853
2019-01-18,18851
2019-01-19,18863
2019-01-20,18850
2019-01-21,18873
2019-01-22,18864
2019-01-23,18852
2019-01-24,18917
2019-01-25,18877
2019-01-26,18881
2019-01-27,18892
2019-01-28,18874
2019-01-29,18849
2019-01-30,18847
2019-01-31,18862
2019-02-01,18882
2019-02-02,18985
2019-02-03,18893
2019-02-04,18821
2019-02-05,18886
2019-02-06,19011
2019-02-07,18897
2019-02-08,18845
2019-02-09,18929
2019-02-10,18925
2019-02-11,18859
2019-02-12,18868
2019-02-13,18869
2019-02-14,18881
2019-02-15,18892
2019-02-16,18843
2019-02-17,18892
2019-02-18,18877
2019-02-19,18882
2019-02-20,18899
2019-02-21,18884
2019-02-22,18957
2019-02-23,18885
2019-02-24,18884
2019-02-25,18872
2019-02-26,18870
2019-02-27,18915
2019-02-28,18836
2019-03-01,18994
2019-03-02,18914
2019-03-03,18883
2019-03-04,18908
2019-03-05,18890
2019-03-06,18950
2019-03-07,18893
2019-03-08,18885
2019-03-09,18872
2019-03-10,18876
2019-03-11,18874
2019-03-12,18891
2019-03-13,18875
2019-03-14,18867
2019-03-15,18893
2019-03-16,18874
2019-03-17,18951
2019-03-18,18849
2019-03-19,18865
2019-03-20,18871
2019-03-21,18879
2019-03-22,18871
2019-03-23,18862
2019-03-24,18865
2019-03-25,18815
2019-03-26,18862
2019-03-27,18843
2019-03-28,18927
2019-03-29,18849
2019-03-30,18828
2019-03-31,18836
2019-04-01,18806
2019-04-02,18814
2019-04-03,18823
