date_obj,Purple%20firelighter price
2019-09-05,144
2019-09-06,144
2019-09-07,144
2019-09-08,146
2019-09-09,142
2019-09-10,143
2019-09-11,148
2019-09-12,147
2019-09-13,145
2019-09-14,146
2019-09-15,143
2019-09-16,144
2019-09-17,146
2019-09-18,147
2019-09-19,147
2019-09-20,145
2019-09-21,150
2019-09-22,154
2019-09-23,157
2019-09-24,160
2019-09-25,159
2019-09-26,151
2019-09-27,146
2019-09-28,146
2019-09-29,142
2019-09-30,143
2019-10-01,144
2019-10-02,145
2019-10-03,153
2019-10-04,149
2019-10-05,152
2019-10-06,156
2019-10-07,148
2019-10-08,150
2019-10-09,156
2019-10-10,162
2019-10-11,164
2019-10-12,164
2019-10-13,172
2019-10-14,181
2019-10-15,188
2019-10-16,197
2019-10-17,204
2019-10-18,213
2019-10-19,214
2019-10-20,211
2019-10-21,215
2019-10-22,225
2019-10-23,225
2019-10-24,216
2019-10-25,209
2019-10-26,201
2019-10-27,190
2019-10-28,181
2019-10-29,174
2019-10-30,165
2019-10-31,158
2019-11-01,162
2019-11-02,156
2019-11-03,150
2019-11-04,146
2019-11-05,145
2019-11-06,148
2019-11-07,152
2019-11-08,154
2019-11-09,152
2019-11-10,148
2019-11-11,149
2019-11-12,143
2019-11-13,135
2019-11-14,129
2019-11-15,135
2019-11-16,141
2019-11-17,149
2019-11-18,153
2019-11-19,161
2019-11-20,170
2019-11-21,179
2019-11-22,188
2019-11-23,198
2019-11-24,205
2019-11-25,216
2019-11-26,227
2019-11-27,239
2019-11-28,250
2019-11-29,261
2019-11-30,273
2019-12-01,285
2019-12-02,300
2019-12-03,310
2019-12-04,298
2019-12-05,285
2019-12-06,270
2019-12-07,260
2019-12-08,249
2019-12-09,240
2019-12-10,232
2019-12-11,227
2019-12-12,223
2019-12-13,218
2019-12-14,219
2019-12-15,208
2019-12-16,198
2019-12-17,195
2019-12-18,194
2019-12-19,195
2019-12-20,194
2019-12-21,191
2019-12-22,188
2019-12-23,183
2019-12-24,187
2019-12-25,193
2019-12-26,188
2019-12-27,192
2019-12-28,197
2019-12-29,204
2019-12-30,210
2019-12-31,216
2020-01-01,217
2020-01-02,225
2020-01-03,227
2020-01-04,239
2020-01-05,249
2020-01-06,260
2020-01-07,268
2020-01-08,278
2020-01-09,285
2020-01-10,297
2020-01-11,307
2020-01-12,316
2020-01-13,301
2020-01-14,297
2020-01-15,308
2020-01-16,321
2020-01-17,338
2020-01-18,355
2020-01-19,370
2020-01-20,389
2020-01-21,403
2020-01-22,418
2020-01-23,410
2020-01-24,408
2020-01-25,409
2020-01-26,405
2020-01-27,421
2020-01-28,434
2020-01-29,421
2020-01-30,399
2020-01-31,379
2020-02-01,360
2020-02-02,342
2020-02-03,324
2020-02-04,307
2020-02-05,291
2020-02-06,276
2020-02-07,262
2020-02-08,248
2020-02-09,235
2020-02-10,223
2020-02-11,211
2020-02-12,200
2020-02-13,191
2020-02-14,182
2020-02-15,179
2020-02-16,173
2020-02-17,164
2020-02-18,155
2020-02-19,147
2020-02-20,141
2020-02-21,137
2020-02-22,134
2020-02-23,132
2020-02-24,130
2020-02-25,126
2020-02-26,124
2020-02-27,118
2020-02-28,112
2020-02-29,106
2020-03-01,102
2020-03-02,96
2020-03-03,94
2020-03-04,92
2020-03-05,91
2020-03-06,88
2020-03-07,89
2020-03-08,91
2020-03-09,94
2020-03-10,94
2020-03-11,92
2020-03-12,93
2020-03-13,96
2020-03-14,94
2020-03-15,97
2020-03-16,98
2020-03-17,97
2020-03-18,98
2020-03-19,98
2020-03-20,99
2020-03-21,101
2020-03-22,102
2020-03-23,103
2020-03-24,105
2020-03-25,107
2020-03-26,107
2020-03-27,107
2020-03-28,101
2020-03-29,97
2020-03-30,97
2020-03-31,99
2020-04-01,100
2020-04-02,102
2020-04-03,105
2020-04-04,101
2020-04-05,101
2020-04-06,104
2020-04-07,106
2020-04-08,108
2020-04-09,107
2020-04-10,105
2020-04-11,101
2020-04-12,97
2020-04-13,96
2020-04-14,97
2020-04-15,100
2020-04-16,104
2020-04-17,106
2020-04-18,104
2020-04-19,104
2020-04-20,104
2020-04-21,104
2020-04-22,103
2020-04-23,101
2020-04-24,100
2020-04-25,99
2020-04-26,99
2020-04-27,98
2020-04-28,98
2020-04-29,99
2020-04-30,98
2020-05-01,101
2020-05-02,99
2020-05-03,99
2020-05-04,98
2020-05-05,99
2020-05-06,98
2020-05-07,101
2020-05-08,102
2020-05-09,103
2020-05-10,100
2020-05-11,95
2020-05-12,92
2020-05-13,93
