date_obj,Swamp%20weed price
2019-08-06,108
2019-08-07,108
2019-08-08,108
2019-08-09,108
2019-08-10,108
2019-08-11,108
2019-08-12,108
2019-08-13,108
2019-08-14,108
2019-08-15,108
2019-08-16,108
2019-08-17,112
2019-08-18,112
2019-08-19,112
2019-08-20,112
2019-08-21,112
2019-08-22,112
2019-08-23,112
2019-08-24,112
2019-08-24,112
2019-08-25,112
2019-08-25,112
2019-08-26,112
2019-08-26,112
2019-08-27,112
2019-08-27,112
2019-08-28,112
2019-08-29,117
2019-08-30,117
2019-08-31,117
2019-09-01,117
2019-09-02,117
2019-09-03,117
2019-09-04,117
2019-09-05,117
2019-09-06,117
2019-09-07,117
2019-09-08,118
2019-09-09,118
2019-09-10,118
2019-09-11,118
2019-09-12,118
2019-09-13,118
2019-09-14,118
2019-09-15,118
2019-09-16,118
2019-09-17,118
2019-09-18,118
2019-09-19,119
2019-09-20,119
2019-09-21,119
2019-09-22,119
2019-09-23,119
2019-09-24,119
2019-09-25,119
2019-09-26,119
2019-09-27,119
2019-09-28,119
2019-09-29,119
2019-09-30,119
2019-10-01,119
2019-10-02,119
2019-10-03,119
2019-10-04,123
2019-10-05,123
2019-10-06,123
2019-10-07,123
2019-10-08,123
2019-10-09,123
2019-10-10,123
2019-10-11,123
2019-10-12,123
2019-10-13,123
2019-10-14,123
2019-10-15,123
2019-10-16,123
2019-10-17,123
2019-10-18,120
2019-10-19,120
2019-10-20,120
2019-10-21,120
2019-10-22,120
2019-10-23,120
2019-10-24,120
2019-10-25,120
2019-10-26,120
2019-10-27,115
2019-10-28,115
2019-10-29,115
2019-10-30,115
2019-10-31,115
2019-11-01,115
2019-11-02,115
2019-11-03,115
2019-11-04,115
2019-11-05,110
2019-11-06,110
2019-11-07,110
2019-11-08,110
2019-11-09,110
2019-11-10,110
2019-11-11,110
2019-11-12,110
2019-11-13,110
2019-11-14,110
2019-11-15,107
2019-11-16,107
2019-11-17,107
2019-11-18,107
2019-11-19,107
2019-11-20,107
2019-11-21,107
2019-11-22,107
2019-11-23,107
2019-11-24,107
2019-11-25,107
2019-11-26,107
2019-11-27,106
2019-11-28,106
2019-11-29,106
2019-11-30,106
2019-12-01,106
2019-12-02,106
2019-12-03,106
2019-12-04,106
2019-12-05,106
2019-12-06,106
2019-12-07,106
2019-12-08,106
2019-12-09,106
2019-12-10,108
2019-12-11,108
2019-12-12,108
2019-12-13,108
2019-12-14,108
2019-12-15,108
2019-12-16,108
2019-12-17,108
2019-12-18,108
2019-12-19,108
2019-12-20,108
2019-12-21,108
2019-12-22,108
2019-12-23,108
2019-12-24,112
2019-12-25,112
2019-12-26,112
2019-12-27,112
2019-12-28,112
2019-12-29,112
2019-12-30,112
2019-12-31,112
2020-01-01,112
2020-01-02,112
2020-01-03,112
2020-01-04,112
2020-01-05,112
2020-01-06,118
2020-01-07,118
2020-01-08,118
2020-01-09,118
2020-01-10,118
2020-01-11,118
2020-01-12,118
2020-01-13,118
2020-01-14,118
2020-01-15,118
2020-01-16,118
2020-01-17,118
2020-01-18,118
2020-01-19,124
2020-01-20,124
2020-01-21,124
2020-01-22,124
2020-01-23,124
2020-01-24,124
2020-01-25,124
2020-01-26,124
2020-01-27,124
2020-01-28,124
2020-01-29,124
2020-01-30,124
2020-01-31,124
2020-02-01,131
2020-02-02,131
2020-02-03,131
2020-02-04,131
2020-02-05,131
2020-02-06,131
2020-02-07,131
2020-02-08,131
2020-02-09,131
2020-02-10,131
2020-02-11,131
2020-02-12,138
2020-02-13,138
2020-02-14,138
2020-02-15,138
2020-02-16,138
2020-02-17,138
2020-02-18,138
2020-02-19,138
2020-02-20,138
2020-02-21,138
2020-02-22,138
2020-02-23,143
2020-02-24,143
2020-02-25,143
2020-02-26,143
2020-02-27,143
2020-02-28,143
2020-02-29,143
2020-03-01,143
2020-03-02,143
2020-03-03,143
2020-03-04,143
2020-03-05,147
2020-03-06,147
2020-03-07,147
2020-03-08,147
2020-03-09,147
2020-03-10,147
2020-03-11,147
2020-03-12,147
2020-03-13,147
2020-03-14,148
2020-03-15,148
2020-03-16,148
2020-03-17,148
2020-03-18,148
2020-03-19,148
2020-03-20,148
2020-03-21,148
2020-03-22,148
2020-03-23,153
2020-03-24,153
2020-03-25,153
2020-03-26,153
2020-03-27,153
2020-03-28,153
2020-03-29,153
2020-03-30,155
2020-03-31,155
2020-04-01,155
2020-04-02,155
2020-04-03,155
2020-04-04,155
2020-04-05,155
2020-04-06,163
2020-04-07,163
2020-04-08,163
2020-04-09,163
2020-04-10,163
2020-04-11,163
2020-04-12,163
2020-04-13,170
2020-04-14,170
2020-04-15,170
2020-04-16,170
2020-04-17,170
2020-04-18,170
2020-04-19,174
2020-04-20,174
2020-04-21,174
2020-04-22,174
2020-04-23,177
2020-04-24,177
2020-04-25,177
2020-04-26,177
2020-04-27,178
2020-04-28,178
2020-04-29,178
2020-04-30,178
2020-05-01,178
2020-05-02,179
2020-05-03,179
2020-05-04,179
2020-05-05,179
2020-05-06,179
2020-05-07,177
2020-05-08,177
2020-05-09,177
2020-05-10,177
2020-05-11,177
2020-05-12,173
2020-05-13,173
