date_obj,Nunchaku price
2017-01-29,55771
2017-01-30,53089
2017-01-31,53089
2017-02-01,50626
2017-02-02,50626
2017-02-03,50626
2017-02-04,48407
2017-02-05,48407
2017-02-06,48407
2017-02-07,46181
2017-02-08,46181
2017-02-09,46181
2017-02-10,44026
2017-02-11,44026
2017-02-12,44026
2017-02-13,42105
2017-02-14,42105
2017-02-15,42105
2017-02-16,40086
2017-02-18,40086
2017-02-19,40086
2017-02-20,38237
2017-02-21,38237
2017-02-22,38237
2017-02-23,38237
2017-02-24,38237
2017-02-25,36388
2017-02-26,36388
2017-02-27,36388
2017-02-28,34681
2017-03-01,34681
2017-03-02,34681
2017-03-03,34681
2017-03-04,33079
2017-03-05,33079
2017-03-06,33079
2017-03-07,31544
2017-03-08,31544
2017-03-09,31544
2017-03-10,31544
2017-03-11,30037
2017-03-12,30037
2017-03-13,30037
2017-03-14,28749
2017-03-15,28749
2017-03-16,28749
2017-03-17,28749
2017-03-18,27385
2017-03-19,27385
2017-03-20,27385
2017-03-21,26110
2017-03-22,26110
2017-03-23,26110
2017-03-24,26110
2017-03-25,24946
2017-03-26,24946
2017-03-27,24946
2017-03-28,23794
2017-03-29,23794
2017-03-30,23794
2017-03-31,22711
2017-04-01,22711
2017-04-02,22711
2017-04-03,22711
2017-04-04,21642
2017-04-12,19700
2017-04-13,19700
2017-04-14,19700
2017-04-15,19700
2017-04-16,18782
2017-04-17,18782
2017-04-18,18782
2017-04-19,18782
2017-04-20,17904
2017-04-21,17904
2017-04-22,17904
2017-04-23,17904
2017-04-24,17107
2017-04-25,17107
2017-04-26,17107
2017-04-27,17107
2017-04-28,16319
2017-04-29,16319
2017-04-30,16319
2017-05-01,16319
2017-05-02,15579
2017-05-03,15579
2017-05-04,15579
2017-05-05,14876
2017-05-06,14876
2017-05-07,14876
2017-05-08,14876
2017-05-09,14172
2017-05-10,14172
2017-05-11,14172
2017-05-12,14172
2017-05-13,13518
2017-05-14,13518
2017-05-15,13518
2017-05-16,13518
2017-05-17,12906
2017-05-18,12906
2017-05-19,12906
2017-05-20,12906
2017-05-21,12305
2017-05-22,12305
2017-05-23,12305
2017-05-24,12305
2017-05-25,12305
2017-05-26,11741
2017-05-27,11741
2017-05-28,11741
2017-05-29,11741
2017-05-30,11741
2017-05-31,11209
2017-06-01,11209
2017-06-02,11209
2017-06-03,11209
2017-06-06,10698
2017-06-07,10698
2017-06-08,10205
2017-06-09,10205
2017-06-10,10205
2017-06-11,10205
2017-06-12,9733
2017-06-13,9733
2017-06-14,9733
2017-06-15,9733
2017-06-16,9733
2017-06-17,9274
2017-06-18,9274
2017-06-19,9274
2017-06-20,9274
2017-06-21,8837
2017-06-22,8837
2017-06-23,8837
2017-06-24,8837
2017-06-25,8837
2017-06-26,8837
2017-06-27,8442
2017-06-28,8442
2017-06-29,8442
2017-06-30,8442
2017-07-01,8442
2017-07-02,8050
2017-07-03,8050
2017-07-04,8050
2017-07-05,8050
2017-07-06,8050
2017-07-07,7685
2017-07-08,7685
2017-07-13,7333
2017-07-14,7333
2017-07-15,7333
2017-07-16,7333
2017-07-17,7333
2017-07-18,6997
2017-07-19,6997
2017-07-20,6997
2017-07-21,6997
2017-07-22,6997
2017-07-23,6680
2017-07-24,6680
2017-07-25,6680
2017-07-26,6680
2017-07-27,6680
2017-07-28,6467
2017-07-29,6467
2017-07-30,6467
2017-07-31,6467
2017-08-01,6467
2017-08-02,6272
2017-08-03,6272
2017-08-04,6272
2017-08-05,6272
2017-08-06,6272
2017-08-09,6103
2017-08-10,6103
2017-08-11,6103
2017-08-12,6103
2017-08-13,5965
2017-08-14,5965
2017-08-15,5965
2017-08-16,5965
2017-08-17,5965
2017-08-18,5965
2017-08-19,5994
2017-08-20,5994
2017-08-22,5994
2017-08-23,5994
2017-08-24,5994
2017-08-25,5905
2017-08-26,5905
2017-08-27,5905
2017-08-28,5905
2017-08-29,5905
2017-08-30,5929
2017-08-31,5929
2017-09-01,5929
2017-09-02,5929
2017-09-03,5929
2017-09-04,5929
2017-09-05,5707
2017-09-06,5707
2017-09-07,5707
2017-09-08,5707
2017-09-09,5707
2017-09-10,5435
2017-09-11,5435
2017-09-12,5435
2017-09-13,5435
2017-09-14,5435
2017-09-15,5435
2017-09-16,5399
2017-09-17,5399
2017-09-19,5399
2017-09-20,5399
2017-09-21,5399
2017-09-22,5244
2017-09-23,5244
2017-09-24,5244
2017-09-25,5244
2017-09-26,5244
2017-09-27,5244
2017-09-28,5244
2017-09-29,5060
2017-09-30,5060
2017-10-01,5060
2017-10-02,5060
2017-10-03,5060
2017-10-04,5060
2017-10-05,4870
2017-10-06,4870
2017-10-07,4870
2017-10-08,4870
2017-10-09,4870
2017-10-10,4870
2017-10-11,4870
2017-10-12,4995
2017-10-13,4995
2017-10-14,4995
2017-10-15,4995
2017-10-16,4995
2017-10-17,4995
2017-10-18,5219
2017-10-19,5219
2017-10-20,5219
2017-10-21,5219
2017-10-22,5219
2017-10-23,5219
2017-10-24,5318
2017-10-25,5318
2017-10-26,5318
2017-10-27,5318
2017-10-28,5318
2017-10-29,5318
2017-10-30,5453
2017-10-31,5453
2017-11-01,5453
2017-11-02,5453
2017-11-03,5453
2017-11-04,5453
2017-11-05,5364
2017-11-06,5364
2017-11-07,5364
2017-11-08,5364
2017-11-09,5364
2017-11-10,5364
2017-11-11,5364
2017-11-12,5245
2017-11-13,5245
2017-11-14,5245
2017-11-15,5245
2017-11-16,5245
2017-11-17,5245
2017-11-18,5042
2017-11-19,5042
2017-11-20,5042
2017-11-21,5042
2017-11-22,5042
2017-11-23,5042
2017-11-24,4912
2017-11-25,4912
2017-11-26,4912
2017-11-27,4912
2017-11-28,4912
2017-11-29,4912
2017-11-30,4926
2017-12-01,4926
2017-12-02,4926
2017-12-03,4926
2017-12-04,4926
2017-12-05,4888
2017-12-06,4888
2017-12-07,4888
2017-12-08,4888
2017-12-09,4888
2017-12-10,4888
2017-12-11,4741
2017-12-12,4741
2017-12-14,4741
2017-12-15,4741
2017-12-17,4525
2017-12-18,4525
2017-12-19,4525
2017-12-20,4525
2017-12-21,4525
2017-12-22,4525
2017-12-23,4389
2017-12-24,4389
2017-12-25,4389
2017-12-26,4389
2017-12-27,4389
2017-12-28,4389
2017-12-29,4389
2017-12-30,4463
2017-12-31,4463
2018-01-01,4463
2018-01-02,4463
2018-01-03,4463
2018-01-04,4463
2018-01-05,4592
2018-01-06,4592
2018-01-07,4592
2018-01-08,4592
2018-01-09,4592
2018-01-10,4592
2018-01-11,4782
2018-01-12,4782
2018-01-13,4782
2018-01-14,4782
2018-01-15,4782
2018-01-16,4761
2018-01-17,4761
2018-01-18,4761
2018-01-19,4761
2018-01-20,4761
2018-01-21,4761
2018-01-22,4791
2018-01-23,4791
2018-01-24,5008
2018-01-25,5008
2018-01-26,5008
2018-01-27,5008
2018-01-28,5111
2018-01-29,5111
2018-01-31,5315
2018-02-01,5315
2018-02-02,5315
2018-02-03,5202
2018-02-04,5202
2018-02-05,5202
2018-02-06,5389
2018-02-07,5389
2018-02-08,5389
2018-02-09,5397
2018-02-10,5397
2018-02-11,5397
2018-02-12,5161
2018-02-13,5161
2018-02-14,5161
2018-02-15,5239
2018-02-16,5239
2018-02-17,5239
2018-02-18,4993
2018-02-19,4993
2018-02-20,4817
2018-02-21,4817
2018-02-22,4817
2018-02-23,4695
2018-02-24,4695
2018-02-25,4695
2018-02-26,4513
2018-02-27,4513
2018-03-01,4559
2018-03-02,4559
2018-03-03,4507
2018-03-04,4507
2018-03-05,4507
2018-03-06,4400
2018-03-07,4400
2018-03-08,4400
2018-03-09,4438
2018-03-10,4438
2018-03-11,4308
2018-03-12,4308
2018-03-13,4308
2018-03-14,4462
2018-03-15,4462
2018-03-16,4462
2018-03-17,4686
2018-03-18,4686
2018-03-19,4686
2018-03-20,4809
2018-03-21,4809
2018-03-23,4809
2018-03-24,4765
2018-03-26,4765
2018-03-27,4544
2018-03-28,4544
2018-03-29,4544
2018-03-30,4544
2018-03-31,4448
2018-04-01,4448
2018-04-02,4448
2018-04-03,4399
2018-04-04,4399
2018-04-05,4399
2018-04-06,4399
2018-04-07,4232
2018-04-08,4232
2018-04-09,4232
2018-04-10,4133
2018-04-11,4133
2018-04-12,4133
2018-04-13,4223
2018-04-14,4223
2018-04-15,4223
2018-04-16,4156
2018-04-17,4156
2018-04-18,4156
2018-04-19,4156
2018-04-20,4206
2018-04-21,4206
2018-04-22,4206
2018-04-23,4230
2018-04-24,4230
2018-04-25,4230
2018-04-26,4230
2018-04-27,4203
2018-04-28,4203
2018-04-29,4203
2018-04-30,4083
2018-05-01,4083
2018-05-02,4083
2018-05-04,4038
2018-05-05,4038
2018-05-06,4038
2018-05-07,3858
2018-05-08,3858
2018-05-09,3858
2018-05-10,3699
2018-05-11,3699
2018-05-12,3699
2018-05-13,3699
2018-05-14,3801
2018-05-15,3801
2018-05-16,3801
2018-05-17,3801
2018-05-18,3863
2018-05-19,3863
2018-05-20,3863
2018-05-21,3926
2018-05-22,3926
2018-05-23,3926
2018-05-24,3831
2018-05-25,3831
2018-05-26,3831
2018-05-27,3831
2018-05-28,3789
2018-05-29,3789
2018-05-30,3789
2018-05-31,3789
2018-06-01,3620
2018-06-02,3620
2018-06-03,3620
2018-06-04,3469
2018-06-05,3469
2018-06-06,3469
2018-06-07,3469
2018-06-08,3372
2018-06-09,3372
2018-06-10,3372
2018-06-11,3372
2018-06-12,3356
2018-06-13,3356
2018-06-14,3356
2018-06-15,3449
2018-06-16,3449
2018-06-17,3449
2018-06-18,3564
2018-06-19,3564
2018-06-20,3564
2018-06-21,3564
2018-06-22,3673
2018-06-23,3673
2018-06-24,3673
2018-06-25,3673
2018-06-26,3691
2018-06-27,3691
2018-06-28,3691
2018-06-29,3607
2018-06-30,3607
2018-07-01,3607
2018-07-02,3778
2018-07-03,3778
2018-07-04,3778
2018-07-05,3778
2018-07-06,3790
2018-07-07,3790
2018-07-08,3790
2018-07-09,3790
2018-07-10,3850
2018-07-11,3850
2018-07-12,3850
2018-07-13,3850
2018-07-14,3774
2018-07-15,3774
2018-07-16,3774
2018-07-17,3774
2018-07-18,3746
2018-07-19,3746
2018-07-20,3746
2018-07-21,3648
2018-07-22,3648
2018-07-23,3687
2018-07-24,3687
2018-07-25,3687
2018-07-26,3687
2018-07-27,3774
2018-07-28,3774
2018-07-29,3774
2018-07-30,3903
2018-07-31,3903
2018-08-01,3903
2018-08-02,3941
2018-08-03,3941
2018-08-04,3941
2018-08-05,4020
2018-08-06,4020
2018-08-07,4020
2018-08-08,4039
2018-08-09,4039
2018-08-10,4039
2018-08-11,4142
2018-08-12,4142
2018-08-14,4228
2018-08-16,4228
2018-08-17,4371
2018-08-18,4371
2018-08-19,4371
2018-08-20,4446
2018-08-21,4446
2018-08-22,4446
2018-08-23,4446
2018-08-24,4628
2018-08-25,4628
2018-08-26,4628
2018-08-27,4834
2018-08-28,4834
2018-08-29,4834
2018-08-30,5035
2018-08-31,5035
2018-09-01,5222
2018-09-02,5222
2018-09-03,5222
2018-09-04,5299
2018-09-05,5299
2018-09-06,5299
2018-09-07,5074
2018-09-08,5074
2018-09-09,5074
2018-09-10,4954
2018-09-11,4954
2018-09-12,4954
2018-09-13,4954
2018-09-14,5157
2018-09-15,5157
2018-09-16,5157
2018-09-17,5373
2018-09-18,5373
2018-09-19,5373
2018-09-20,5614
2018-09-21,5614
2018-09-22,5614
2018-09-23,5547
2018-09-24,5547
2018-09-25,5547
2018-09-26,5448
2018-09-27,5448
2018-09-28,5448
2018-09-29,5448
2018-09-30,5308
2018-10-02,5308
2018-10-03,5230
2018-10-04,5230
2018-10-05,5230
2018-10-06,5444
2018-10-07,5444
2018-10-08,5444
2018-10-09,5444
2018-10-10,5559
2018-10-11,5559
2018-10-12,5559
2018-10-13,5815
2018-10-14,5815
2018-10-15,5815
2018-10-16,6106
2018-10-17,6106
2018-10-18,6106
2018-10-19,6240
2018-10-20,6240
2018-10-21,6240
2018-10-22,6031
2018-10-23,6031
2018-10-24,6031
2018-10-25,6031
2018-10-26,5805
2018-10-27,5805
2018-10-28,5585
2018-10-29,5585
2018-10-30,5585
2018-10-31,5382
2018-11-01,5382
2018-11-03,5570
2018-11-04,5570
2018-11-05,5661
2018-11-06,5661
2018-11-07,5661
2018-11-08,5572
2018-11-09,5572
2018-11-10,5596
2018-11-11,5596
2018-11-12,5654
2018-11-13,5654
2018-11-15,5747
2018-11-16,5747
2018-11-17,5615
2018-11-18,5615
2018-11-19,5615
2018-11-20,5386
2018-11-21,5386
2018-11-22,5154
2018-11-23,5154
2018-11-24,5154
2018-11-25,5041
2018-11-26,5041
2018-11-27,5041
2018-11-28,5192
2018-11-29,5192
2018-12-01,4967
2018-12-02,4967
2018-12-03,4967
2018-12-04,4737
2018-12-05,4737
2018-12-07,4537
2018-12-09,4341
2018-12-10,4146
2018-12-11,4146
2018-12-12,3965
2018-12-13,3965
2018-12-14,3808
2018-12-15,3808
2018-12-16,3713
2018-12-17,3713
2018-12-18,3708
2018-12-19,3708
2018-12-20,3551
2018-12-21,3551
2018-12-22,3383
2018-12-23,3383
2018-12-24,3232
2018-12-25,3232
2018-12-26,3232
2018-12-27,3235
2018-12-28,3235
2018-12-29,3259
2018-12-30,3259
2018-12-31,3190
2019-01-01,3190
2019-01-02,3176
2019-01-03,3176
2019-01-04,3224
2019-01-05,3224
2019-01-06,3229
2019-01-08,3256
2019-01-10,3194
2019-01-11,3194
2019-01-12,3093
2019-01-13,3093
2019-01-14,3147
2019-01-15,3147
2019-01-16,3212
2019-01-17,3212
2019-01-18,3253
2019-01-19,3253
2019-01-20,3299
2019-01-21,3299
2019-01-22,3370
2019-01-23,3370
2019-01-24,3278
2019-01-25,3278
2019-01-26,3219
2019-01-27,3219
2019-01-28,3272
2019-01-29,3272
2019-01-30,3233
2019-01-31,3233
2019-02-01,3153
2019-02-02,3153
2019-02-03,3052
2019-02-04,3052
2019-02-05,3012
2019-02-06,3012
2019-02-07,3073
2019-02-08,3073
2019-02-09,3139
2019-02-10,3139
2019-02-11,3189
2019-02-12,3189
2019-02-13,3232
2019-02-14,3232
2019-02-15,3287
2019-02-16,3287
2019-02-17,3287
2019-02-18,3303
2019-02-19,3303
2019-02-20,3303
2019-02-21,3350
2019-02-22,3350
2019-02-23,3518
2019-02-24,3518
2019-02-25,3687
2019-02-26,3687
2019-02-27,3687
2019-02-28,3687
2019-03-01,3687
2019-03-02,3828
2019-03-03,3828
2019-03-04,3828
2019-03-05,4001
2019-03-06,4001
2019-03-07,4092
2019-03-08,4092
2019-03-09,4092
2019-03-10,4063
2019-03-11,4063
2019-03-12,4105
2019-03-13,4105
2019-03-14,4105
2019-03-15,4151
2019-03-16,4151
2019-03-17,4153
2019-03-18,4153
2019-03-19,4153
2019-03-20,4227
2019-03-21,4227
2019-03-22,4227
2019-03-23,4265
2019-03-24,4265
2019-03-25,4265
2019-03-26,4181
2019-03-27,4181
2019-03-28,4181
2019-03-29,3971
2019-03-30,3971
2019-03-31,3971
2019-04-01,3904
2019-04-02,3904
2019-04-03,3927
2019-04-04,3927
2019-04-05,3780
2019-04-06,3780
2019-04-07,3780
2019-04-08,3853
2019-04-09,3853
2019-04-10,3853
2019-04-11,3973
2019-04-12,3918
2019-04-13,3918
2019-04-14,3732
2019-04-15,3732
2019-04-16,3836
2019-04-17,3836
2019-04-18,3907
2019-04-19,3907
2019-04-20,3836
2019-04-21,3836
2019-04-22,3760
2019-04-23,3760
2019-04-24,3805
2019-04-25,3805
2019-04-26,3809
2019-04-27,3809
2019-04-28,3789
2019-04-29,3789
2019-04-30,3641
2019-05-01,3641
2019-05-02,3641
2019-05-03,3646
2019-05-04,3646
2019-05-05,3705
2019-05-06,3705
2019-05-07,3745
2019-05-08,3745
2019-05-09,3745
2019-05-10,3792
2019-05-11,3792
2019-05-12,3849
2019-05-13,3849
2019-05-14,3805
2019-05-15,3805
2019-05-16,3805
2019-05-17,3681
2019-05-18,3508
2019-05-19,3508
2019-05-20,3357
2019-05-21,3357
2019-05-22,3357
2019-05-23,3280
2019-05-24,3280
2019-05-25,3273
2019-05-26,3273
2019-05-27,3383
2019-05-28,3383
2019-05-29,3383
2019-05-30,3455
2019-05-31,3455
2019-06-01,3455
2019-06-02,3334
2019-06-03,3334
2019-06-04,3385
2019-06-05,3385
2019-06-06,3385
2019-06-07,3447
2019-06-08,3447
2019-06-09,3545
2019-06-10,3545
2019-06-11,3545
2019-06-12,3521
2019-06-13,3521
2019-06-14,3521
2019-06-15,3604
2019-06-16,3604
2019-06-17,3619
2019-06-18,3619
2019-06-19,3619
2019-06-20,3649
2019-06-21,3649
2019-06-22,3649
2019-06-23,3694
2019-06-24,3694
2019-06-25,3694
2019-06-26,3632
2019-06-27,3632
2019-06-28,3632
2019-06-29,3526
2019-06-30,3526
2019-07-01,3526
2019-07-02,3456
2019-07-03,3456
2019-07-04,3456
2019-07-05,3445
2019-07-06,3445
2019-07-07,3445
2019-07-08,3332
2019-07-09,3332
2019-07-10,3332
2019-07-11,3389
2019-07-12,3389
2019-07-13,3389
2019-07-14,3336
2019-07-15,3336
2019-07-16,3336
2019-07-17,3312
2019-07-18,3312
2019-07-19,3312
2019-07-20,3312
2019-07-21,3300
2019-07-22,3300
2019-07-23,3300
2019-07-24,3245
2019-07-25,3245
2019-07-26,3245
2019-07-27,3307
2019-07-28,3307
2019-07-29,3307
2019-07-30,3454
2019-07-31,3454
2019-08-01,3454
2019-08-02,3592
2019-08-03,3592
2019-08-04,3762
2019-08-05,3762
2019-08-06,3762
2019-08-07,3929
2019-08-08,3929
2019-08-09,3929
2019-08-10,4124
2019-08-11,4124
2019-08-12,4124
2019-08-13,4321
2019-08-14,4321
2019-08-15,4321
2019-08-16,4214
2019-08-17,4214
2019-08-18,4214
2019-08-19,4337
2019-08-20,4337
2019-08-21,4337
2019-08-22,4513
2019-08-23,4513
2019-08-24,4513
2019-08-24,4513
2019-08-25,4641
2019-08-25,4641
2019-08-26,4641
2019-08-26,4641
2019-08-27,4641
2019-08-27,4641
2019-08-28,4680
2019-08-29,4680
2019-08-30,4680
2019-08-31,4851
2019-09-01,4851
2019-09-02,4851
2019-09-03,5033
2019-09-04,5033
2019-09-05,5033
2019-09-06,4992
2019-09-07,4992
2019-09-08,5060
2019-09-09,5060
2019-09-10,5060
2019-09-11,4849
2019-09-12,4849
2019-09-13,4849
2019-09-14,4792
2019-09-15,4792
2019-09-16,4792
2019-09-17,4796
2019-09-18,4796
2019-09-19,4796
2019-09-20,4787
2019-09-21,4787
2019-09-22,4787
2019-09-23,4572
2019-09-24,4572
2019-09-25,4572
2019-09-26,4391
2019-09-27,4391
2019-09-28,4391
2019-09-29,4391
2019-09-30,4173
2019-10-01,4173
2019-10-02,4050
2019-10-03,4050
2019-10-04,4050
2019-10-05,4198
2019-10-06,4198
2019-10-07,4198
2019-10-08,4298
2019-10-09,4298
2019-10-10,4298
2019-10-11,4298
2019-10-12,4266
2019-10-13,4266
2019-10-14,4072
2019-10-15,4072
2019-10-16,4072
2019-10-17,3888
2019-10-18,3888
2019-10-19,3734
2019-10-20,3734
2019-10-21,3734
2019-10-22,3575
2019-10-23,3575
2019-10-24,3575
2019-10-25,3526
2019-10-26,3526
2019-10-27,3526
2019-10-28,3442
2019-10-29,3442
2019-10-30,3442
2019-10-31,3442
2019-11-01,3270
2019-11-02,3270
2019-11-03,3121
2019-11-04,3121
2019-11-05,3121
2019-11-06,3121
2019-11-07,2968
2019-11-08,2968
2019-11-09,2968
2019-11-10,2917
2019-11-11,2917
2019-11-12,2917
2019-11-13,2975
2019-11-14,2975
2019-11-15,2975
2019-11-16,2990
2019-11-17,2990
2019-11-18,2990
2019-11-19,2990
2019-11-20,2967
2019-11-21,2967
2019-11-22,2967
2019-11-23,2967
2019-11-24,2970
2019-11-25,2970
2019-11-26,2970
2019-11-27,2970
2019-11-28,3007
2019-11-29,3007
2019-11-30,3007
2019-12-01,3007
2019-12-02,3127
2019-12-03,3127
2019-12-04,3127
2019-12-05,3127
2019-12-06,3274
2019-12-07,3274
2019-12-08,3274
2019-12-09,3384
2019-12-10,3384
2019-12-11,3384
2019-12-12,3535
2019-12-13,3535
2019-12-14,3535
2019-12-15,3712
2019-12-16,3712
2019-12-17,3712
2019-12-18,3712
2019-12-19,3898
2019-12-20,3898
2019-12-21,3898
2019-12-22,4093
2019-12-23,4093
2019-12-24,4093
2019-12-25,4164
2019-12-26,4164
2019-12-27,4164
2019-12-28,4365
2019-12-29,4365
2019-12-30,4365
2019-12-31,4533
2020-01-01,4533
2020-01-02,4533
2020-01-03,4693
2020-01-04,4693
2020-01-05,4693
2020-01-06,4875
2020-01-07,4875
2020-01-08,4875
2020-01-09,4928
2020-01-10,4928
2020-01-11,4928
2020-01-12,5164
2020-01-13,5164
2020-01-14,5164
2020-01-15,5416
2020-01-16,5416
2020-01-17,5416
2020-01-18,5661
2020-01-19,5661
2020-01-20,5725
2020-01-21,5725
2020-01-22,5725
2020-01-23,5681
2020-01-24,5681
2020-01-25,5681
2020-01-26,5659
2020-01-27,5659
2020-01-28,5659
2020-01-29,5653
2020-01-30,5653
2020-01-31,5653
2020-02-01,5590
2020-02-02,5590
2020-02-03,5332
2020-02-04,5332
2020-02-05,5332
2020-02-06,5163
2020-02-07,5163
2020-02-08,5001
2020-02-09,5001
2020-02-10,4770
2020-02-11,4770
2020-02-12,4583
2020-02-13,4583
2020-02-14,4433
2020-02-15,4433
2020-02-16,4433
2020-02-17,4355
2020-02-18,4355
2020-02-19,4355
2020-02-20,4374
2020-02-21,4374
2020-02-22,4374
2020-02-23,4336
2020-02-24,4336
2020-02-25,4267
2020-02-26,4267
2020-02-27,4267
2020-02-28,4089
2020-02-29,4089
2020-03-01,4089
2020-03-02,3945
2020-03-03,3945
2020-03-04,3945
2020-03-05,3881
2020-03-06,3881
2020-03-07,3881
2020-03-08,3993
2020-03-09,3993
2020-03-10,4113
2020-03-11,4113
2020-03-12,4113
2020-03-13,4300
2020-03-14,4300
2020-03-15,4300
2020-03-16,4467
2020-03-17,4467
2020-03-18,4477
2020-03-19,4477
2020-03-20,4687
2020-03-21,4687
2020-03-22,4790
2020-03-23,4790
2020-03-24,4890
2020-03-25,4890
2020-03-26,4799
2020-03-27,4799
2020-03-28,4799
2020-03-29,4955
2020-03-30,4955
2020-03-31,4964
2020-04-01,4964
2020-04-02,4870
2020-04-03,4870
2020-04-04,4735
2020-04-05,4735
2020-04-06,4625
2020-04-07,4625
2020-04-08,4584
2020-04-09,4584
2020-04-10,4467
2020-04-11,4358
2020-04-12,4358
2020-04-13,4178
2020-04-14,4178
2020-04-15,4316
2020-04-16,4316
2020-04-17,4454
2020-04-18,4454
2020-04-19,4519
2020-04-20,4519
2020-04-21,4552
2020-04-22,4552
2020-04-23,4584
2020-04-24,4584
2020-04-25,4418
2020-04-26,4418
2020-04-27,4390
2020-04-28,4390
2020-04-29,4456
2020-04-30,4456
2020-05-01,4508
2020-05-02,4508
2020-05-03,4463
2020-05-04,4463
2020-05-05,4497
2020-05-06,4449
2020-05-07,4449
2020-05-08,4411
2020-05-09,4411
2020-05-10,4441
2020-05-11,4441
2020-05-12,4441
2020-05-13,4418
